region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
UCL113009,25,43,68,1319,1489,2808,0,0,0,53,45,98,38,40,78,3566,3750,7316,0,4,4,17,18,35,26,42,68,46,43,89,49,49,98,3,3,6,39,36,75,111,123,234,297,326,623,20,24,44,106,100,206,507,643,1150,121,122,243,13,25,38,6331,6882,13213,140,133,273,194,137,331,3,3,6,3,3,6,336,287,623,339,290,629,823,682,1505,52,37,89,821,679,1500,8728,8886,17614
UCL113010,18,31,49,1132,1373,2505,0,0,0,45,37,82,0,0,0,1384,1534,2918,0,0,0,11,11,22,42,65,107,3,3,6,3,18,21,0,0,0,4,13,17,26,28,54,146,163,309,35,52,87,102,113,215,346,452,798,86,97,183,0,0,0,3365,3959,7324,4,3,7,8,16,24,3,0,3,7,3,10,17,26,43,24,29,53,790,730,1520,34,30,64,858,474,1332,5104,5272,10376
UCL113011,47,69,116,1709,1840,3549,0,0,0,85,98,183,0,0,0,1613,1802,3415,3,3,6,57,81,138,40,54,94,0,3,3,42,31,73,0,0,0,7,9,16,37,47,84,278,282,560,8,14,22,8,3,11,352,404,756,116,102,218,7,6,13,4362,4779,9141,6,7,13,4,0,4,6,5,11,0,0,0,24,32,56,24,32,56,1399,1206,2605,52,29,81,407,383,790,6307,6510,12817
UCL113012,20,20,40,1926,2151,4077,0,0,0,99,100,199,0,0,0,1344,1429,2773,13,7,20,9,6,15,23,38,61,21,21,42,22,17,39,0,0,0,27,37,64,44,49,93,274,287,561,48,44,92,31,31,62,488,595,1083,105,116,221,0,3,3,4474,4931,9405,5,10,15,10,3,13,0,3,3,0,0,0,15,22,37,15,22,37,1289,1135,2424,66,45,111,521,489,1010,6400,6658,13058
UCL113013,50,59,109,1327,1443,2770,0,0,0,91,92,183,72,58,130,1405,1554,2959,0,0,0,16,17,33,25,53,78,3,7,10,17,13,30,3,3,6,4,7,11,39,42,81,274,310,584,31,42,73,19,21,40,416,463,879,74,89,163,4,0,4,3820,4214,8034,13,9,22,11,16,27,4,3,7,3,3,6,16,30,46,19,33,52,1025,835,1860,58,34,92,509,431,940,5509,5634,11143
UCL113014,37,52,89,1825,2070,3895,0,0,0,182,169,351,5,0,5,1334,1494,2828,3,0,3,26,26,52,62,79,141,12,17,29,22,25,47,0,0,0,15,17,32,42,59,101,203,215,418,87,88,175,1164,1327,2491,377,482,859,291,377,668,50,59,109,5700,6504,12204,7,3,10,26,19,45,3,6,9,0,0,0,14,28,42,14,28,42,1699,1395,3094,74,41,115,698,615,1313,8258,8663,16921
UCL113015,33,31,64,1862,1964,3826,0,0,0,106,89,195,0,0,0,1485,1471,2956,0,3,3,11,15,26,17,29,46,3,8,11,18,10,28,0,3,3,10,4,14,20,22,42,179,166,345,11,15,26,14,19,33,200,228,428,100,92,192,3,5,8,4039,4143,8182,13,10,23,19,8,27,0,0,0,0,0,0,13,21,34,13,21,34,877,757,1634,42,17,59,562,458,1020,5598,5445,11043
UCL113016,31,35,66,1384,1679,3063,0,0,0,87,117,204,0,0,0,1298,1437,2735,3,4,7,39,51,90,18,17,35,8,6,14,26,30,56,0,0,0,6,9,15,60,82,142,212,212,424,12,22,34,3,5,8,317,383,700,128,162,290,11,11,22,3612,4227,7839,6,0,6,9,4,13,5,0,5,0,3,3,19,22,41,19,25,44,1120,1003,2123,39,28,67,496,400,896,5337,5722,11059
UCL113017,18,25,43,1438,1592,3030,0,0,0,116,152,268,33,42,75,1494,1572,3066,0,4,4,10,4,14,3,3,6,5,5,10,30,45,75,6,11,17,4,0,4,41,57,98,203,235,438,17,30,47,4,11,15,362,439,801,69,71,140,0,0,0,3835,4273,8108,6,9,15,9,3,12,0,0,0,0,0,0,6,7,13,6,7,13,533,460,993,20,14,34,430,377,807,4857,5168,10025
UCL113018,27,38,65,1833,2085,3918,0,0,0,154,178,332,15,13,28,1552,1685,3237,10,8,18,15,21,36,26,31,57,12,14,26,16,20,36,0,0,0,8,21,29,79,89,168,220,216,436,26,33,59,11,19,30,419,472,891,124,143,267,11,0,11,4531,5048,9579,17,27,44,23,22,45,3,0,3,4,0,4,25,41,66,29,41,70,1224,1090,2314,62,23,85,531,481,1012,6447,6770,13217
UCL113019,35,40,75,2333,2509,4842,0,0,0,88,102,190,68,53,121,1787,1851,3638,0,3,3,11,16,27,18,17,35,9,5,14,34,32,66,0,0,0,16,24,40,38,47,85,203,171,374,11,7,18,15,16,31,408,447,855,121,139,260,21,28,49,5181,5467,10648,15,19,34,24,20,44,6,6,12,0,0,0,15,10,25,15,10,25,1211,971,2182,57,26,83,483,375,858,7027,6934,13961
UCL113020,54,67,121,2717,3111,5828,0,0,0,219,244,463,0,4,4,1553,1847,3400,38,40,78,29,27,56,54,87,141,29,43,72,13,17,30,4,8,12,13,20,33,78,94,172,342,397,739,107,127,234,35,54,89,549,752,1301,248,272,520,4,5,9,6032,7149,13181,22,16,38,16,17,33,3,3,6,4,3,7,14,17,31,18,20,38,1532,1360,2892,64,39,103,700,705,1405,8441,9376,17817
UCL113021,92,98,190,1691,1911,3602,0,0,0,106,154,260,0,0,0,1373,1576,2949,3,0,3,24,31,55,32,35,67,14,9,23,36,38,74,6,3,9,3,5,8,46,60,106,180,222,402,16,19,35,3,6,9,346,401,747,109,145,254,3,7,10,3991,4622,8613,3,3,6,3,5,8,3,6,9,0,0,0,15,30,45,15,30,45,1211,1094,2305,59,22,81,446,435,881,5823,6315,12138
UCL114001,28,28,56,1219,1370,2589,0,0,0,58,78,136,0,0,0,738,773,1511,3,5,8,5,6,11,14,10,24,4,14,18,12,17,29,0,0,0,3,4,7,5,12,17,169,180,349,8,3,11,9,10,19,193,254,447,30,41,71,0,5,5,2470,2782,5252,0,0,0,6,3,9,0,3,3,0,0,0,11,10,21,11,10,21,650,587,1237,31,15,46,271,282,553,3467,3710,7177
UCL114002,17,17,34,1217,1388,2605,0,0,0,72,95,167,0,3,3,1276,1398,2674,0,0,0,11,3,14,19,34,53,0,3,3,16,11,27,0,0,0,0,5,5,93,158,251,280,331,611,20,34,54,11,10,21,235,297,532,87,122,209,12,17,29,3349,3909,7258,0,0,0,3,4,7,0,0,0,0,0,0,5,15,20,5,15,20,793,681,1474,41,20,61,405,368,773,4613,5014,9627
UCL114003,25,34,59,707,868,1575,4,0,4,72,76,148,0,0,0,935,982,1917,0,3,3,29,35,64,16,34,50,4,6,10,48,63,111,3,3,6,0,3,3,32,27,59,75,79,154,6,12,18,3,0,3,79,100,179,56,79,135,0,4,4,2069,2374,4443,11,9,20,10,6,16,3,0,3,0,0,0,7,10,17,7,10,17,616,485,1101,34,21,55,340,247,587,3115,3186,6301
UCL114004,4,9,13,840,986,1826,0,0,0,20,31,51,0,0,0,922,997,1919,0,0,0,9,5,14,7,8,15,4,4,8,10,8,18,0,0,0,3,6,9,8,18,26,77,83,160,13,23,36,3,3,6,167,193,360,41,41,82,0,3,3,2124,2409,4533,3,3,6,10,9,19,3,0,3,0,3,3,4,7,11,4,10,14,323,283,606,16,11,27,201,157,358,2688,2891,5579
UCL114005,11,22,33,590,679,1269,0,0,0,47,54,101,0,0,0,748,865,1613,3,0,3,4,10,14,5,10,15,0,3,3,34,29,63,0,0,0,3,0,3,9,3,12,247,265,512,3,3,6,3,3,6,129,162,291,22,37,59,0,0,0,1847,2123,3970,0,5,5,6,7,13,4,0,4,3,0,3,3,3,6,6,3,9,522,405,927,14,4,18,226,243,469,2636,2812,5448
UCL114006,15,5,20,1107,1241,2348,0,0,0,68,70,138,73,93,166,1209,1305,2514,0,0,0,21,18,39,19,35,54,14,13,27,11,13,24,0,0,0,0,0,0,41,32,73,213,239,452,18,25,43,4,4,8,173,195,368,55,61,116,0,0,0,3026,3344,6370,6,9,15,4,0,4,6,0,6,3,5,8,10,5,15,13,10,23,473,376,849,30,11,41,398,382,780,3971,4137,8108
UCL114007,7,11,18,620,749,1369,0,0,0,48,53,101,0,0,0,872,951,1823,0,0,0,16,6,22,10,17,27,0,0,0,16,16,32,0,0,0,0,0,0,13,11,24,154,170,324,19,25,44,0,0,0,307,396,703,36,49,85,0,4,4,2111,2447,4558,6,0,6,6,6,12,0,4,4,0,4,4,3,3,6,3,7,10,648,550,1198,18,9,27,306,302,608,3105,3336,6441
UCL114008,8,14,22,950,1027,1977,0,0,0,41,52,93,0,0,0,1289,1330,2619,4,3,7,7,7,14,11,16,27,0,0,0,25,26,51,0,0,0,0,0,0,4,10,14,139,151,290,17,22,39,0,3,3,136,197,333,26,52,78,0,0,0,2649,2896,5545,0,4,4,8,3,11,0,0,0,0,0,0,12,7,19,12,7,19,378,338,716,25,10,35,219,235,454,3299,3507,6806
UCL114009,13,17,30,806,913,1719,0,0,0,39,42,81,0,0,0,550,653,1203,0,0,0,0,8,8,14,18,32,3,3,6,6,11,17,0,0,0,0,0,0,16,30,46,135,134,269,24,25,49,9,14,23,161,191,352,37,62,99,0,4,4,1800,2108,3908,5,7,12,4,4,8,3,5,8,6,3,9,10,20,30,16,23,39,397,365,762,19,9,28,184,193,377,2441,2731,5172
UCL114010,7,14,21,1227,1421,2648,0,0,0,54,50,104,0,0,0,1089,1126,2215,0,0,0,6,3,9,6,11,17,3,3,6,15,17,32,0,0,0,3,12,15,19,22,41,193,197,390,13,28,41,13,19,32,177,198,375,52,74,126,3,3,6,2873,3184,6057,0,0,0,4,3,7,3,3,6,3,3,6,5,0,5,8,3,11,569,477,1046,19,13,32,369,340,709,3852,4037,7889
UCL114011,10,25,35,734,810,1544,0,0,0,59,64,123,0,0,0,796,835,1631,0,5,5,6,14,20,5,3,8,4,0,4,5,12,17,0,0,0,4,5,9,34,30,64,85,99,184,9,6,15,0,0,0,141,169,310,63,75,138,0,0,0,1945,2127,4072,3,7,10,6,3,9,3,0,3,0,0,0,7,6,13,7,6,13,662,575,1237,19,5,24,201,167,368,2856,2915,5771
