region_id,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
UCL101001,105717,1000,154,41,29,8,22,10808,117779,117701,7480,2807,617,122,39,52,10860,139678,110029,21716,12077,3924,1044,282,166,11648,160886,67467,32971,31065,10912,3378,994,525,9890,157202,38254,27422,49981,21099,6226,1785,1123,8346,154236,27183,22288,52675,25060,7831,2391,1527,7302,146257,23314,20373,50703,24835,8188,2441,1629,6902,138385,20460,18515,45496,24707,8722,2639,1778,6433,128750,16322,14866,39291,22903,8558,2657,1745,5894,112236,12551,11204,36034,21322,8030,2519,1719,5214,98593,8289,7212,25446,16588,6896,2348,1838,4300,72917,5731,5031,17751,13480,6554,2659,2524,3983,57713,4584,4120,12560,10441,5893,2661,3043,3743,47045,4321,3962,10515,8249,4896,2368,3059,4220,41590,5096,5530,11590,7824,4325,2115,2734,7259,46473,567019,203690,398145,212002,80692,27906,23484,106802,1619740
UCL102001,1012,18,0,0,0,0,0,77,1107,975,134,42,0,4,0,0,78,1233,857,258,162,43,21,3,4,76,1424,501,299,337,133,34,14,5,66,1389,307,216,500,216,59,21,13,44,1376,277,207,575,309,82,20,20,55,1545,240,158,516,281,96,26,11,56,1384,194,132,419,251,85,18,13,53,1165,147,99,351,249,88,27,13,42,1016,92,64,255,180,79,29,15,44,758,49,42,168,159,67,18,17,42,562,38,28,117,121,74,31,17,30,456,24,26,60,92,49,26,24,31,332,23,24,56,71,45,22,26,33,300,13,23,78,63,42,25,22,46,312,4749,1728,3636,2168,825,280,200,773,14359
UCL102002,8703,153,18,4,0,0,0,831,9709,6258,947,357,90,13,3,5,445,8118,4030,1603,1297,441,116,22,10,361,7880,2025,1746,2481,1154,344,98,52,348,8248,1409,1396,3655,1878,647,187,100,387,9659,1213,1351,3917,2294,794,229,151,453,10402,1189,1280,3963,2425,882,248,117,417,10521,1151,1210,3927,2559,936,244,121,481,10629,1046,991,3649,2312,839,211,99,404,9551,946,944,3546,2396,797,223,105,422,9379,807,750,2798,2112,880,259,113,440,8159,601,551,1987,1782,913,313,229,444,6820,574,478,1476,1409,860,352,289,471,5909,508,485,1372,1151,671,310,283,594,5374,585,650,1468,980,540,233,229,1018,5703,31045,14535,35911,22987,9232,2932,1903,7516,126061
UCL102003,1433,30,3,0,0,0,0,132,1598,946,147,55,16,0,0,0,75,1239,623,261,216,73,14,4,3,81,1275,397,316,338,151,49,8,9,55,1323,282,260,539,323,99,22,12,62,1599,224,267,665,395,118,40,23,75,1807,298,283,670,402,135,36,17,68,1909,283,249,708,442,180,53,12,96,2023,267,209,688,430,153,54,15,77,1893,243,210,728,429,194,36,24,101,1965,193,176,667,459,189,50,40,96,1870,183,124,516,429,226,62,57,103,1700,168,126,411,404,248,99,72,144,1672,141,142,358,308,172,57,61,150,1389,136,162,342,236,149,52,57,213,1347,5817,2962,6904,4497,1926,573,402,1528,24609
UCL102004,8877,163,20,0,0,0,3,659,9722,9184,854,327,57,10,0,6,559,10997,6283,1693,1092,352,86,26,13,433,9978,3137,1990,2520,983,302,77,50,335,9394,1850,1695,3883,1812,522,131,86,351,10330,1430,1405,4226,2028,649,172,103,333,10346,1409,1376,4210,2321,707,168,103,379,10673,1322,1213,4237,2463,818,208,96,425,10782,1011,1002,3951,2522,805,190,75,331,9887,885,820,3692,2425,847,208,102,384,9363,669,618,2783,1952,793,244,111,353,7523,502,408,1881,1623,853,310,243,329,6149,403,416,1354,1368,789,346,281,372,5329,372,455,1289,1146,649,304,287,439,4941,399,600,1362,1052,570,256,219,692,5150,37733,14708,36827,22104,8400,2640,1778,6374,130564
UCL103001,7419,113,10,3,3,0,4,671,8223,7062,637,285,72,13,3,0,486,8558,4484,1372,1007,361,91,14,15,346,7690,2093,1545,2273,871,266,77,45,244,7414,1282,1240,3328,1587,507,131,83,279,8437,1026,1040,3389,1747,608,177,105,279,8371,971,983,3452,1970,619,180,111,306,8592,946,885,3236,2039,699,214,84,309,8412,733,744,2860,1951,679,172,100,287,7526,531,597,2678,1811,624,193,80,264,6778,389,445,2081,1606,670,190,98,284,5763,356,390,1538,1361,693,276,145,255,5014,249,269,1182,1115,588,265,220,344,4232,209,266,942,859,495,237,203,304,3515,228,386,886,651,370,204,183,334,3242,27978,10912,29147,18004,6925,2333,1476,4992,101767
UCL111001,1529,26,7,0,0,0,0,115,1677,1425,167,62,14,4,0,0,109,1781,893,280,212,74,20,7,3,62,1551,411,301,401,162,58,18,16,51,1418,244,218,533,287,103,37,12,52,1486,217,186,525,349,107,36,30,65,1515,189,168,553,360,119,42,18,53,1502,190,152,568,441,169,33,24,57,1634,153,138,474,385,152,50,29,67,1448,129,99,449,359,142,52,23,66,1319,94,74,301,277,136,53,28,50,1013,66,51,203,227,139,55,68,60,869,54,50,136,173,122,72,70,68,745,49,30,130,133,111,54,48,78,633,67,72,156,111,98,52,48,133,737,5710,2012,4710,3352,1480,561,417,1086,19328
UCL111002,2095,41,11,5,0,0,6,187,2345,1539,270,117,36,7,0,0,102,2071,1084,449,376,141,51,9,4,77,2191,481,438,730,345,115,30,13,74,2226,310,350,915,532,193,42,37,84,2463,237,303,987,541,193,54,43,104,2462,222,268,911,487,209,61,38,83,2279,191,227,880,603,176,45,29,91,2242,164,163,780,581,189,48,24,69,2018,131,144,674,535,227,70,48,79,1908,90,110,467,411,183,57,39,57,1414,86,74,295,281,160,87,68,61,1112,69,60,208,228,131,73,73,63,905,60,64,170,158,121,50,65,78,766,85,70,156,149,107,50,55,62,734,6844,3031,7677,5033,2062,676,542,1271,27136
UCL112001,1042,19,3,0,0,0,0,111,1175,1096,148,68,16,9,0,0,87,1424,474,191,174,70,19,3,3,46,980,191,185,270,161,49,5,13,46,920,136,116,360,208,74,23,26,57,1000,128,104,377,230,82,33,23,38,1015,124,107,339,226,88,36,17,32,969,112,87,352,268,93,37,16,44,1009,73,85,319,203,95,29,12,37,853,76,72,278,186,91,20,10,48,781,50,45,192,182,80,32,18,42,641,50,39,110,116,76,37,32,35,495,49,33,109,112,73,23,42,40,481,35,38,85,78,63,34,28,40,401,57,36,82,68,59,23,23,59,407,3693,1305,3118,2124,951,335,263,762,12551
UCL112002,710,17,0,3,0,0,0,107,837,470,66,25,6,0,0,0,51,618,307,120,90,19,8,3,3,45,595,235,161,186,66,34,9,3,43,737,188,166,291,160,60,9,12,53,939,242,167,356,159,69,15,18,59,1085,251,163,373,178,64,16,11,106,1162,299,175,339,218,84,27,12,77,1231,269,181,352,221,88,20,22,64,1217,232,141,392,213,82,27,11,63,1161,156,93,260,159,89,16,17,54,844,108,70,174,145,76,24,14,55,666,72,44,109,95,75,22,33,51,501,53,31,80,75,38,23,18,37,355,68,52,99,69,45,25,22,74,454,3660,1647,3126,1786,812,236,196,939,12402
