region_id,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
UCL101001,104,237,525,483,507,420,229,57,14,2576,13,139,523,586,470,390,100,7,0,2228,2296,6810,22014,26886,28216,17527,3357,267,45,107418,178,751,2583,2960,2982,2155,315,13,3,11940,4604,11500,27457,26350,20911,12226,2492,193,19,105752,989,3712,14664,16649,14630,8683,2056,242,32,61657,7712,13199,20986,15364,12702,8326,2321,292,20,80922,9516,10869,15947,9256,7561,4590,1031,120,21,58911,793,3767,15012,18897,20487,13433,2602,136,10,75137,796,2542,10285,9919,6674,3129,580,71,7,34003,363,4307,21925,20493,12356,5605,1186,203,47,66485,445,1355,4144,4191,3508,2458,839,169,41,17150,996,6891,30560,27668,20280,13453,3949,583,58,104438,764,2926,8679,7775,6547,4295,1159,105,6,32256,648,4558,13630,14104,14327,9340,1658,125,6,58396,1365,3702,9006,9125,9458,8448,2053,200,9,43366,686,3227,10269,10669,10414,8376,2578,388,48,46655,1323,2591,4068,3232,2574,1694,504,89,9,16084,1598,3818,8266,8486,8043,5153,1435,156,11,36966,1474,3302,7454,6277,5356,3313,1077,296,75,28624
UCL102001,0,6,11,3,7,8,5,0,0,40,0,0,8,8,8,0,0,0,0,24,43,86,179,201,164,97,22,0,0,792,0,19,50,45,48,33,4,0,0,199,104,236,416,355,321,189,30,0,0,1651,13,25,65,99,81,44,9,0,0,336,164,129,186,130,139,67,26,0,0,841,116,95,102,77,49,39,6,0,0,484,15,37,99,134,155,112,22,3,0,577,6,14,33,38,32,19,0,3,0,145,0,9,41,35,21,9,8,0,0,123,3,11,32,37,21,10,4,0,0,118,7,55,168,202,154,87,17,4,0,694,5,28,49,51,68,58,10,0,0,269,14,120,645,870,746,326,32,0,0,2753,12,17,69,85,74,64,8,0,0,329,7,28,50,81,85,51,10,0,0,312,9,22,21,21,20,16,5,0,0,114,29,53,76,95,67,45,6,3,0,374,11,29,48,44,44,40,13,3,0,232
UCL102002,24,35,57,56,67,44,26,3,0,312,6,48,140,148,140,105,5,0,0,592,334,774,1579,1993,2073,1161,195,13,3,8125,42,105,269,343,420,312,32,0,0,1523,605,1218,2374,2561,2225,1314,210,14,0,10521,73,177,501,753,728,431,119,11,0,2793,945,975,1260,1165,1116,821,215,18,0,6515,1164,622,619,531,473,330,69,9,0,3817,41,192,586,1023,1351,1020,214,11,0,4438,52,122,305,468,400,215,32,5,0,1599,16,102,329,468,464,248,66,10,7,1710,34,76,151,214,214,167,68,10,0,934,56,249,627,933,844,652,211,30,0,3602,78,182,377,484,496,381,79,10,0,2087,59,245,871,1259,1371,867,96,4,0,4772,41,149,449,555,704,710,107,16,0,2731,54,201,572,811,1038,786,169,19,5,3655,91,136,185,196,188,130,39,11,4,980,155,311,549,590,645,405,94,6,0,2755,125,170,340,381,340,230,74,18,12,1690
UCL102003,0,5,31,17,24,24,11,0,0,112,4,3,19,32,36,17,7,0,0,118,47,62,166,204,218,131,24,0,0,852,0,8,29,37,56,34,4,0,0,168,85,208,456,549,514,280,32,3,0,2127,8,11,70,97,82,65,11,4,0,348,222,158,203,194,197,162,31,0,0,1167,243,120,165,189,193,159,34,3,0,1106,12,22,44,127,185,153,58,7,0,608,11,13,16,28,27,15,6,0,0,116,0,9,22,41,44,28,11,5,0,160,5,11,26,43,55,55,13,0,0,208,9,26,72,114,113,89,29,10,0,462,15,27,56,96,109,82,11,0,0,396,11,23,80,157,186,117,13,3,0,590,7,13,59,121,142,128,18,7,0,495,3,24,98,157,207,123,36,4,0,652,10,20,33,38,36,35,14,3,0,189,13,40,80,93,91,87,13,0,0,417,24,32,59,63,65,41,10,5,5,304
UCL102004,6,23,45,34,48,45,12,3,0,216,25,212,736,629,684,427,23,0,0,2736,427,1006,2414,2614,2724,1597,187,20,0,10989,44,163,421,419,483,326,29,0,0,1885,561,1238,2325,2238,1955,1178,191,8,0,9694,94,248,607,753,728,478,93,11,0,3012,1024,1169,1249,1015,898,623,192,20,5,6195,1313,894,698,478,385,299,86,11,0,4164,56,213,689,1034,1387,1037,227,15,0,4658,46,82,189,213,198,112,20,0,0,860,11,134,455,448,358,225,62,13,0,1706,50,85,193,246,215,159,58,13,4,1023,90,460,1444,1194,1053,826,215,23,0,5305,83,192,430,439,430,333,61,6,0,1974,67,405,1143,1417,1383,797,65,4,0,5281,76,256,739,860,1042,929,128,12,0,4042,54,305,1021,1232,1175,853,188,34,4,4866,133,148,200,153,129,101,32,13,0,909,251,399,674,696,652,408,118,14,3,3215,123,169,316,367,323,214,62,16,5,1595
UCL103001,10,19,34,34,26,30,16,5,0,174,24,183,735,653,594,362,20,3,0,2574,292,693,1545,2272,2757,1493,155,13,0,9220,14,68,211,249,290,171,11,0,0,1014,428,819,1737,1733,1491,828,121,6,4,7167,51,150,418,494,464,301,51,5,0,1934,570,759,976,852,654,412,110,11,5,4349,950,680,557,354,327,201,44,16,0,3129,54,224,816,1163,1365,786,142,14,0,4564,22,62,199,213,163,73,12,0,0,744,13,84,383,424,243,130,28,0,0,1305,37,53,170,167,179,115,30,6,0,757,46,306,762,732,669,454,122,6,0,3097,49,139,312,366,340,221,51,4,0,1482,44,275,879,1154,1025,604,60,0,0,4041,96,311,655,665,910,736,97,8,0,3478,54,190,559,653,740,511,99,6,3,2815,121,120,158,132,115,76,26,6,0,754,155,346,524,543,497,297,77,10,0,2449,90,159,269,248,274,164,31,18,0,1253
UCL111001,8,6,28,21,22,28,10,7,0,130,0,4,6,6,7,6,0,0,0,29,84,212,501,503,500,280,31,0,0,2111,0,10,17,25,49,32,4,0,0,137,94,264,425,296,308,196,21,4,0,1608,22,40,109,115,112,86,23,0,0,507,177,181,257,198,149,130,33,5,0,1130,146,106,145,84,75,70,19,0,0,645,8,35,113,147,166,170,53,3,0,695,3,22,39,39,20,18,3,0,0,144,4,11,39,41,41,27,8,0,0,171,7,7,19,28,27,31,12,3,0,134,7,42,98,97,102,114,28,5,0,493,12,28,50,61,75,77,14,0,0,317,24,70,133,208,213,128,14,0,0,790,6,29,87,117,144,124,11,4,0,522,6,26,115,139,148,113,26,3,0,576,9,12,23,16,20,14,3,0,0,97,30,55,108,101,83,61,25,3,0,466,24,28,49,50,47,26,15,4,0,243
UCL111002,4,7,23,22,36,32,15,5,0,144,17,108,540,449,399,197,14,0,0,1724,157,298,642,692,704,419,42,3,0,2957,11,43,74,98,101,36,6,0,0,369,114,322,523,456,409,276,40,0,0,2140,27,85,166,175,160,89,14,5,0,721,223,216,271,242,201,111,32,6,0,1302,317,121,123,66,61,41,7,0,0,736,18,40,169,280,341,242,49,4,0,1143,9,9,27,34,32,22,3,0,0,136,0,12,64,55,50,24,7,3,0,215,12,15,48,52,43,42,10,0,0,222,18,81,177,219,169,118,29,4,0,815,21,39,99,112,95,65,5,4,0,440,3,49,220,321,222,166,15,0,0,996,14,35,77,153,131,141,17,0,0,568,7,31,91,131,135,120,19,3,0,537,24,21,36,22,22,18,9,0,0,152,62,131,243,201,168,104,25,0,0,934,27,42,78,85,75,46,11,5,0,369
UCL112001,9,24,34,35,23,18,18,7,0,168,6,23,75,54,43,14,3,0,0,218,40,102,258,310,307,162,24,0,0,1203,4,15,35,56,62,31,3,0,0,206,62,161,203,144,140,121,21,3,0,855,12,23,51,57,42,27,8,0,0,220,113,154,137,100,84,66,22,3,0,679,114,119,87,43,55,25,10,0,0,453,7,12,78,109,124,107,28,3,0,468,13,26,42,32,21,10,4,0,0,148,0,4,13,14,26,11,3,3,0,74,3,4,21,16,14,18,4,0,0,80,14,16,57,52,42,60,17,3,0,261,6,28,29,43,42,22,6,0,0,176,18,36,132,197,189,163,11,3,0,749,10,57,93,133,140,108,17,0,0,558,3,27,41,71,76,61,11,0,0,290,18,20,8,9,11,5,3,0,0,74,21,56,96,56,43,34,10,0,0,316,16,22,25,32,27,23,8,5,0,158
UCL112002,3,0,5,3,9,3,0,3,0,26,0,0,7,8,14,8,0,0,0,37,17,34,67,148,133,86,28,3,0,516,4,3,15,31,38,33,3,0,0,127,37,80,119,175,163,110,23,0,0,707,5,8,37,57,61,43,11,3,0,225,66,45,87,90,82,98,15,0,0,483,81,80,96,97,77,55,14,3,0,503,3,16,56,78,137,108,24,0,0,422,3,7,16,34,43,34,7,5,0,149,0,3,14,53,32,28,12,0,0,142,5,8,9,16,19,24,5,0,0,86,10,13,56,92,117,99,33,3,0,423,10,9,28,57,47,50,14,0,0,215,4,27,67,173,174,144,18,3,0,610,3,11,46,136,189,185,36,3,0,609,8,16,51,113,137,131,26,0,0,482,6,12,23,36,50,35,11,0,0,173,6,23,42,45,56,44,8,0,0,224,9,8,23,33,24,26,10,8,4,145
