CED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
CED111,15,60,43,22,3,0,0,0,145,19,42,27,24,17,0,0,0,120,28,156,214,266,328,452,432,274,2144,63,260,279,314,348,452,432,274,2411,10687,10251,9110,9240,8988,6694,3781,1181,59929,563,572,426,418,345,301,292,217,3129,11311,11081,9809,9974,9683,7442,4496,1675,65469,3,17,14,3,0,0,0,0,41,5,6,5,4,0,0,0,0,27,11,28,31,62,56,31,17,23,267,22,54,45,67,64,31,17,23,327,10520,10189,9760,9994,9709,7759,4902,2218,65049,546,486,415,346,295,327,416,558,3389,11091,10725,10223,10403,10070,8121,5338,2798,68767,22,78,55,27,9,0,0,0,180,24,49,28,24,17,0,0,0,146,44,186,243,335,388,483,447,295,2412,86,315,327,382,411,483,447,295,2736,21210,20438,18868,19237,18698,14448,8684,3404,124980,1106,1054,836,765,643,621,707,781,6519,22402,21802,20029,20382,19750,15558,9837,4479,134240
CED112,16,9,20,11,5,0,0,0,68,11,24,23,18,5,0,0,0,85,36,179,203,355,439,808,628,411,3061,63,222,247,394,453,808,628,411,3214,9236,8396,8765,8942,8559,7108,3923,1021,55937,511,516,540,502,418,440,405,317,3660,9804,9136,9544,9838,9435,8355,4949,1744,62810,3,0,8,5,0,0,0,0,12,0,6,4,4,3,0,0,0,13,12,26,30,71,84,77,30,33,361,17,34,35,85,86,77,30,33,391,8837,9299,9635,10070,9971,8854,5351,2310,64335,488,544,499,471,413,462,618,711,4210,9341,9879,10166,10622,10472,9392,6007,3055,68927,18,15,25,18,5,0,0,0,84,10,31,23,19,8,0,0,0,100,47,208,232,433,519,884,659,442,3421,75,257,275,475,536,884,659,442,3605,18070,17703,18393,19007,18535,15955,9277,3332,120269,995,1063,1036,977,835,907,1023,1028,7869,19150,19020,19708,20457,19907,17745,10959,4801,131734
CED113,29,156,342,332,85,0,0,0,939,16,88,136,136,136,0,0,0,509,25,261,426,774,967,1170,646,309,4573,66,500,904,1242,1183,1170,646,309,6019,7818,8036,7837,8869,9818,8191,3875,909,55364,576,788,675,686,762,622,370,180,4668,8462,9333,9421,10800,11761,9990,4893,1394,66046,26,89,151,112,24,0,0,0,392,0,33,52,48,33,0,0,0,168,12,72,159,265,292,150,38,23,1014,45,193,361,425,349,150,38,23,1573,7179,8718,9046,10214,10779,8946,4511,1736,61128,526,601,570,573,648,575,415,297,4201,7747,9518,9969,11208,11771,9670,4968,2059,66904,57,243,486,438,110,0,0,0,1330,19,121,182,188,168,0,0,0,673,41,335,586,1039,1256,1321,682,329,5584,107,693,1260,1669,1533,1321,682,329,7588,14998,16762,16881,19089,20597,17139,8386,2647,116492,1102,1393,1246,1257,1409,1199,785,471,8872,16213,18847,19388,22010,23536,19654,9855,3452,132953
CED114,31,33,29,35,8,0,0,0,125,10,16,17,20,15,0,0,0,74,23,143,208,341,528,1064,704,433,3445,60,191,245,392,551,1064,704,433,3643,8892,9043,8414,9060,10071,8600,4497,1154,59736,884,922,802,870,848,848,492,269,5921,9831,10162,9457,10321,11469,10511,5702,1861,69301,15,11,6,5,4,0,0,0,35,0,0,5,3,5,0,0,0,19,10,31,57,113,134,105,43,35,523,22,48,65,119,142,105,43,35,577,8616,9389,9176,9838,10907,9492,5704,2391,65514,779,781,759,712,785,716,669,411,5619,9414,10217,10006,10668,11837,10314,6419,2840,71708,43,41,32,36,13,0,0,0,160,10,19,18,25,24,0,0,0,93,30,181,262,452,665,1161,751,464,3965,81,238,314,507,691,1161,751,464,4214,17503,18433,17587,18896,20979,18097,10200,3545,125250,1661,1697,1560,1586,1634,1560,1159,682,11542,19246,20376,19463,20990,23306,20824,12114,4701,141007
CED115,20,13,14,12,4,0,0,0,65,5,19,8,4,3,0,0,0,34,7,53,46,82,115,196,105,66,660,28,80,71,101,124,196,105,66,763,11101,11394,9644,9877,10239,7092,3245,1043,63639,833,980,840,736,674,472,349,265,5162,11964,12455,10550,10711,11037,7765,3703,1376,69560,11,10,0,5,0,0,0,0,22,0,7,4,0,4,0,0,0,14,3,5,4,11,10,7,5,8,58,13,21,13,15,17,7,5,8,94,10950,11367,10675,10744,10582,7845,3723,1661,67539,776,1005,821,661,612,477,446,485,5278,11729,12390,11506,11419,11205,8327,4171,2157,72918,26,19,16,18,9,0,0,0,85,5,23,7,3,6,0,0,0,49,4,52,57,92,126,203,110,74,722,34,104,81,115,140,203,110,74,855,22054,22758,20318,20621,20821,14946,6965,2702,131172,1606,1988,1661,1401,1288,946,799,749,10444,23699,24843,22062,22132,22246,16092,7871,3531,142478
CED116,169,445,331,178,60,0,0,0,1178,6,37,40,36,116,0,0,0,239,25,206,262,526,834,1578,1038,657,5127,194,686,635,747,1006,1578,1038,657,6540,7037,6288,6677,7682,10206,10819,5807,1279,55796,696,809,740,747,698,712,490,228,5122,7933,7789,8046,9175,11911,13103,7335,2161,67461,98,102,61,24,3,0,0,0,289,8,16,17,18,13,0,0,0,64,15,48,93,141,177,155,76,60,764,123,166,172,174,198,155,76,60,1116,6519,7131,7712,9031,12253,12692,6961,2767,65057,537,507,535,539,618,667,589,423,4422,7180,7799,8418,9742,13064,13508,7629,3249,70598,267,545,392,202,58,0,0,0,1465,8,54,58,57,126,0,0,0,303,42,258,355,668,1017,1730,1116,714,5890,316,857,805,922,1205,1730,1116,714,7662,13558,13417,14383,16716,22457,23509,12765,4046,120854,1242,1316,1273,1285,1317,1375,1079,653,9546,15112,15593,16466,18925,24979,26616,14966,5405,138060
CED117,15,75,57,29,10,0,0,0,190,4,34,22,16,16,0,0,0,101,12,97,145,205,202,218,147,72,1102,31,215,231,246,228,218,147,72,1391,7130,13055,11824,9884,7314,4928,2449,809,57391,360,753,592,465,436,294,247,164,3317,7521,14015,12639,10597,7982,5439,2849,1048,62096,3,28,9,9,0,0,0,0,50,5,4,8,0,5,0,0,0,21,6,20,29,37,36,22,11,10,168,9,55,52,43,45,22,11,10,247,7245,14288,12481,10698,7900,5898,3121,1336,62977,387,760,495,373,269,262,235,261,3041,7651,15105,13028,11119,8206,6183,3361,1612,66263,20,112,65,37,10,0,0,0,240,6,42,33,24,23,0,0,0,122,12,121,177,236,244,240,157,83,1268,41,270,276,296,277,240,157,83,1637,14376,27350,24304,20586,15209,10826,5573,2151,120368,753,1512,1090,845,702,550,480,422,6350,15172,29123,25666,21719,16191,11617,6214,2659,128354
CED118,28,75,52,39,12,0,0,0,201,11,30,25,21,14,0,0,0,92,18,101,113,232,242,320,222,100,1347,51,201,190,289,264,320,222,100,1639,12100,13039,17675,11719,8325,5625,2511,590,71588,828,1400,1178,667,374,253,176,90,4960,12978,14637,19041,12677,8964,6193,2910,778,78182,25,29,18,9,0,0,0,0,76,0,0,0,5,0,0,0,0,12,0,14,27,50,47,14,15,13,178,29,43,41,64,48,14,15,13,267,11165,14223,17794,11667,8891,6633,2988,1069,74431,533,797,786,441,317,266,195,132,3481,11728,15064,18622,12170,9269,6909,3205,1214,78175,49,98,71,43,13,0,0,0,276,12,30,25,25,16,0,0,0,106,21,113,142,277,287,333,239,105,1525,81,248,231,346,312,333,239,105,1906,23268,27257,35469,23388,17220,12257,5502,1660,146018,1360,2198,1963,1115,695,513,368,219,8436,24710,29697,37663,24846,18229,13110,6111,1995,156361
CED119,254,416,183,104,22,0,0,0,976,15,31,32,38,24,0,0,0,139,9,112,230,260,315,442,466,260,2095,274,560,438,405,366,442,466,260,3212,9113,7420,9401,9474,8139,6047,2966,733,53292,303,285,320,270,242,194,268,225,2093,9688,8261,10163,10147,8740,6682,3706,1211,58597,67,66,27,12,0,0,0,0,165,3,13,9,3,0,0,0,0,29,10,24,31,49,44,35,21,20,230,78,95,59,69,49,35,21,20,428,8436,8208,10550,10575,8964,6856,3833,1375,58805,196,260,284,219,180,216,327,572,2265,8713,8565,10899,10865,9197,7110,4182,1965,61496,319,482,211,116,27,0,0,0,1147,19,43,41,45,25,0,0,0,165,18,133,252,315,364,477,492,272,2332,355,654,502,475,415,477,492,272,3640,17549,15628,19952,20057,17101,12902,6801,2103,112101,496,544,604,487,423,416,598,798,4364,18402,16829,21063,21011,17935,13793,7886,3181,120095
CED120,15,40,45,22,15,0,0,0,135,8,32,25,17,33,0,0,0,113,19,207,231,421,571,781,499,278,3008,43,274,303,464,611,781,499,278,3250,9969,9645,9718,10021,9002,7098,3476,736,59666,581,700,620,586,523,433,328,163,3935,10589,10620,10645,11072,10139,8315,4298,1177,66853,6,13,5,3,3,0,0,0,33,0,8,8,4,5,0,0,0,28,3,33,62,92,102,72,24,17,402,7,55,76,106,110,72,24,17,462,9419,10407,10610,10809,10062,8209,4126,1534,65173,468,506,522,440,439,446,424,379,3626,9891,10967,11211,11358,10609,8722,4576,1927,69263,16,53,49,23,16,0,0,0,165,8,37,36,23,32,0,0,0,138,26,239,294,515,669,855,521,296,3407,51,325,378,560,721,855,521,296,3710,19385,20053,20331,20834,19064,15301,7601,2272,124837,1045,1204,1144,1032,963,878,749,542,7559,20490,21582,21855,22428,20748,17034,8874,3108,136113
CED121,331,124,42,37,16,0,0,0,547,7,49,28,24,24,0,0,0,128,39,228,303,458,596,993,649,424,3688,374,402,375,515,637,993,649,424,4367,9542,9644,9181,9358,9423,7810,4160,1057,60172,796,1144,1006,799,642,525,364,187,5452,10709,11188,10558,10672,10698,9323,5180,1666,69996,13,12,3,0,0,0,0,0,33,0,16,4,4,0,0,0,0,28,12,41,67,102,114,82,33,25,474,27,66,71,107,112,82,33,25,536,9131,10488,9945,10301,10425,9232,5304,2339,67170,505,510,470,437,399,477,449,357,3602,9659,11063,10487,10845,10935,9803,5792,2715,71302,338,139,45,37,16,0,0,0,582,10,61,31,26,24,0,0,0,158,45,271,364,556,711,1080,683,447,4164,401,469,444,624,749,1080,683,447,4897,18673,20133,19126,19653,19845,17045,9471,3393,127343,1296,1651,1474,1238,1041,1000,817,539,9051,20370,22251,21046,21516,21629,19128,10968,4383,141295
CED122,164,337,170,99,42,0,0,0,804,11,40,27,13,18,0,0,0,115,17,129,152,175,155,258,246,178,1310,193,507,350,292,218,258,246,178,2235,10864,16149,12371,10031,8225,5727,3365,1121,67850,769,1444,981,733,552,403,319,206,5413,11823,18095,13702,11056,8995,6390,3931,1499,75493,108,140,50,20,10,0,0,0,330,6,4,4,6,5,0,0,0,27,6,21,28,31,32,29,9,9,166,122,171,82,52,46,29,9,9,523,10571,17341,13134,11004,8833,6887,4492,1868,74135,633,1108,696,458,373,366,349,409,4387,11324,18621,13911,11517,9249,7276,4845,2288,79038,269,476,216,117,53,0,0,0,1137,20,45,34,21,24,0,0,0,146,20,153,181,208,181,287,253,188,1475,311,678,435,344,262,287,253,188,2754,21427,33490,25506,21034,17055,12611,7859,2989,141980,1403,2557,1671,1197,925,770,669,613,9799,23141,36721,27612,22576,18246,13670,8778,3791,154528
CED123,22,85,80,42,11,0,0,0,246,8,36,35,25,26,0,0,0,136,24,157,212,348,501,664,392,169,2455,53,279,321,421,546,664,392,169,2840,11502,12427,12420,10270,8231,5918,2728,550,64040,839,1148,1013,774,502,360,289,151,5078,12389,13856,13756,11460,9276,6938,3399,872,71953,13,29,23,8,8,0,0,0,84,5,5,6,0,3,0,0,0,25,8,26,25,78,83,47,37,22,327,26,67,53,90,97,47,37,22,437,11211,13842,13095,10929,9322,7302,3462,1195,70359,762,1094,908,634,418,397,379,365,4969,12001,15004,14059,11657,9834,7746,3877,1577,75758,35,119,109,53,20,0,0,0,331,16,47,41,27,33,0,0,0,156,34,182,237,428,587,711,425,190,2783,77,342,381,502,637,711,425,190,3275,22711,26270,25512,21200,17552,13219,6188,1743,134394,1603,2249,1921,1410,924,758,670,518,10048,24394,28860,27817,23115,19113,14685,7278,2446,147710
CED124,15,8,14,15,11,0,0,0,61,0,17,19,21,26,0,0,0,75,26,124,213,438,654,1450,1175,668,4748,43,150,246,473,686,1450,1175,668,4880,6810,5423,6247,7936,10307,11136,6045,1293,55183,575,403,458,535,650,732,539,282,4174,7424,5974,6950,8943,11640,13312,7764,2237,64236,0,8,8,3,0,0,0,0,22,6,0,0,6,3,0,0,0,19,6,28,53,108,128,136,63,52,580,13,35,63,121,129,136,63,52,614,6411,6131,7156,9091,12154,12499,7162,2698,63308,489,464,491,474,571,701,687,543,4419,6908,6628,7713,9690,12861,13331,7914,3295,68340,13,15,24,16,11,0,0,0,77,4,17,20,29,27,0,0,0,92,38,147,266,543,782,1584,1238,719,5323,53,183,310,591,818,1584,1238,719,5498,13221,11557,13402,17027,22460,23632,13204,3990,118495,1056,865,952,1011,1220,1425,1230,821,8587,14330,12603,14663,18632,24506,26639,15676,5529,132575
CED125,27,70,43,32,6,0,0,0,181,13,22,37,15,20,0,0,0,105,23,158,182,269,421,586,358,104,2105,62,257,262,314,448,586,358,104,2392,12206,14015,14724,10761,9067,6431,2609,478,70285,740,795,866,613,435,300,235,75,4066,13014,15066,15860,11684,9952,7314,3202,657,76750,8,14,8,3,0,0,0,0,33,0,7,7,3,0,0,0,0,16,0,25,22,52,52,57,25,10,247,10,45,39,62,54,57,25,10,299,11808,16119,15084,11144,10383,7697,3178,921,76330,703,908,796,528,429,386,312,176,4240,12525,17070,15925,11729,10863,8136,3517,1104,80872,36,88,54,32,9,0,0,0,218,13,30,39,17,20,0,0,0,121,24,180,205,323,473,644,384,116,2351,71,296,301,376,505,644,384,116,2694,24017,30134,29812,21901,19446,14130,5790,1395,146614,1451,1705,1660,1140,867,683,553,255,8309,25538,32135,31773,23413,20815,15452,6723,1764,157621
CED126,7,27,34,29,7,0,0,0,109,9,23,13,11,25,0,0,0,85,17,76,110,248,255,500,628,505,2341,32,126,159,292,292,500,628,505,2534,9206,6791,8739,10551,9126,6761,4277,1109,56558,296,315,343,347,302,271,244,194,2312,9536,7233,9236,11194,9715,7528,5144,1803,61401,3,3,3,8,0,0,0,0,19,0,0,4,0,0,0,0,0,8,0,12,17,38,41,31,29,53,217,4,18,24,44,46,31,29,53,243,8278,7043,9886,11632,9828,8019,5622,2586,62898,275,307,338,329,286,273,362,417,2579,8557,7365,10239,12007,10156,8328,6012,3058,65719,9,35,38,35,13,0,0,0,128,11,21,14,20,27,0,0,0,91,19,92,124,283,295,538,650,559,2563,37,145,176,337,330,538,650,559,2781,17487,13840,18624,22188,18954,14776,9898,3690,119453,569,619,677,681,588,544,610,605,4894,18095,14602,19477,23204,19874,15853,11157,4854,127120
CED127,45,98,73,77,24,0,0,0,305,0,27,32,29,43,0,0,0,137,13,124,212,366,570,940,597,297,3106,62,245,309,466,637,940,597,297,3549,8383,7302,7784,8855,8575,6887,3210,680,51657,364,378,378,374,336,296,225,134,2488,8808,7928,8472,9694,9549,8113,4028,1112,57701,23,28,20,10,4,0,0,0,91,3,6,5,13,5,0,0,0,31,7,12,47,87,113,86,57,40,443,26,46,76,108,117,86,57,40,566,7601,7660,8631,10002,9870,8371,4405,1498,58024,297,327,327,336,311,308,328,331,2556,7918,8032,9029,10441,10309,8759,4791,1872,61152,62,134,89,88,25,0,0,0,395,4,33,40,42,51,0,0,0,172,19,134,259,448,679,1024,649,338,3552,85,296,388,582,759,1024,649,338,4116,15975,14957,16411,18856,18453,15255,7608,2178,109693,658,700,701,710,649,602,554,471,5043,16725,15957,17502,20142,19851,16878,8817,2981,118852
CED128,9,21,7,8,4,0,0,0,50,3,16,8,3,4,0,0,0,34,15,53,76,105,181,315,174,111,1022,27,86,90,113,193,315,174,111,1107,11186,11524,10814,9872,9325,6573,3343,895,63528,813,963,869,641,535,411,266,149,4652,12030,12567,11774,10631,10050,7297,3787,1157,69289,0,3,5,3,0,0,0,0,9,3,0,3,4,0,0,0,0,8,0,7,18,13,28,34,11,12,127,8,9,26,13,32,34,11,12,148,10388,11345,11171,10416,10059,7295,3847,1537,66062,642,884,778,593,513,410,344,306,4467,11036,12238,11970,11026,10610,7734,4202,1859,70676,8,26,8,10,5,0,0,0,61,9,14,11,8,4,0,0,0,49,16,58,88,117,209,343,185,126,1148,35,95,118,132,225,343,185,126,1249,21575,22867,21982,20287,19386,13866,7194,2430,129595,1452,1848,1649,1242,1045,819,608,453,9118,23063,24808,23745,21659,20657,15028,7987,3016,139961
CED129,24,82,56,38,19,0,0,0,213,20,34,19,21,28,0,0,0,120,23,65,157,232,228,395,398,198,1706,62,180,239,291,274,395,398,198,2039,11598,8890,14536,12320,8983,6704,3540,833,67409,293,308,397,294,200,197,169,158,2011,11957,9373,15170,12905,9462,7293,4102,1187,71454,12,26,16,8,3,0,0,0,56,5,4,6,0,3,0,0,0,13,4,8,24,41,29,26,24,14,175,18,37,47,49,37,26,24,14,248,10966,9975,16022,13123,9790,8082,4308,1500,73771,242,343,399,284,216,187,195,189,2055,11225,10358,16461,13461,10045,8297,4522,1707,76072,27,103,70,48,21,0,0,0,274,25,33,23,20,34,0,0,0,135,28,79,185,273,261,421,416,214,1878,76,217,279,340,307,421,416,214,2286,22563,18864,30556,25449,18776,14781,7852,2339,141172,541,651,791,576,423,384,359,348,4062,23182,19730,31629,26366,19508,15586,8628,2888,147523
CED130,10,13,10,11,3,0,0,0,43,6,21,18,27,15,0,0,0,94,18,152,205,384,529,993,572,394,3241,33,187,232,416,554,993,572,394,3382,8326,7822,7443,7938,8878,7850,4344,931,53539,1036,857,725,802,759,682,493,248,5601,9394,8865,8401,9159,10196,9525,5412,1572,62522,0,6,3,0,0,0,0,0,8,0,5,5,9,3,0,0,0,18,10,27,46,91,146,86,42,32,485,15,34,57,102,151,86,42,32,515,8321,8650,8176,8910,9934,8773,5489,2145,60399,1044,786,713,719,712,648,614,417,5654,9382,9473,8942,9735,10798,9509,6138,2596,66569,8,15,14,11,5,0,0,0,53,13,28,27,29,24,0,0,0,114,33,179,249,476,676,1076,609,426,3726,54,223,290,515,705,1076,609,426,3894,16652,16463,15624,16852,18811,16618,9834,3079,113937,2081,1646,1435,1517,1469,1330,1113,666,11256,18783,18332,17346,18887,20989,19028,11547,4170,129088
CED131,111,279,152,92,27,0,0,0,666,29,76,70,40,49,0,0,0,268,45,286,316,449,508,662,541,335,3149,190,644,541,587,581,662,541,335,4073,10980,11950,9738,8953,8293,6166,2978,888,59951,730,683,505,465,405,352,283,233,3651,11899,13278,10781,10005,9281,7182,3802,1453,67683,53,91,29,17,0,0,0,0,191,9,15,25,15,3,0,0,0,67,17,49,77,130,88,64,28,16,464,73,151,127,158,91,64,28,16,718,11281,12364,10373,9948,9308,7298,4190,2149,66907,666,574,433,368,345,342,398,578,3696,12017,13086,10934,10478,9747,7705,4621,2746,71326,165,365,187,105,26,0,0,0,851,37,93,92,60,51,0,0,0,330,62,331,399,572,593,729,571,352,3607,265,791,672,739,674,729,571,352,4792,22260,24312,20112,18901,17604,13468,7166,3041,126864,1392,1262,937,833,749,696,680,807,7348,23914,26362,21715,20481,19021,14886,8421,4195,139005
CED132,37,130,63,32,14,0,0,0,274,17,57,26,26,30,0,0,0,163,9,108,148,254,222,371,368,216,1683,58,288,234,315,269,371,368,216,2120,8142,11754,12821,10165,8033,6106,3336,995,61354,259,587,548,384,281,261,206,179,2700,8458,12630,13602,10863,8585,6738,3911,1384,66175,26,36,12,3,4,0,0,0,87,3,7,0,4,0,0,0,0,24,3,15,30,41,36,23,17,31,200,35,62,48,53,46,23,17,31,311,7641,13331,14272,11484,9080,7597,4331,2085,69822,250,617,562,371,311,320,307,477,3211,7923,14003,14883,11905,9436,7939,4658,2591,73342,57,169,72,41,16,0,0,0,362,21,61,26,38,38,0,0,0,186,17,119,182,294,261,396,389,244,1886,92,348,284,368,313,396,389,244,2430,15789,25083,27094,21643,17117,13703,7669,3079,131172,502,1200,1109,754,590,580,507,655,5904,16383,26637,28485,22770,18016,14675,8564,3978,139516
CED133,12,8,4,15,8,0,0,0,46,12,16,26,15,14,0,0,0,92,32,140,215,478,652,1236,887,502,4144,54,171,251,512,677,1236,887,502,4286,7906,7114,7567,8878,10956,10026,4666,1143,58257,878,1030,956,912,946,705,402,200,6035,8839,8308,8773,10301,12575,11974,5958,1846,68579,4,6,0,4,3,0,0,0,15,4,3,5,4,4,0,0,0,21,5,28,47,104,137,144,63,41,574,11,40,52,113,146,144,63,41,610,7413,7846,8641,10166,12051,11061,5847,2458,65495,724,750,755,713,718,681,534,417,5287,8147,8636,9447,10985,12912,11886,6444,2922,71394,13,14,4,18,16,0,0,0,64,18,28,33,24,19,0,0,0,111,33,172,260,589,791,1382,952,545,4724,63,207,299,623,823,1382,952,545,4898,15322,14960,16209,19041,23011,21094,10510,3604,123747,1607,1774,1714,1620,1660,1393,934,617,11324,16992,16948,18220,21285,25491,23867,12398,4765,139966
CED134,8,5,3,9,4,0,0,0,26,0,20,12,15,3,0,0,0,51,22,110,175,263,422,716,449,289,2454,31,138,184,284,421,716,449,289,2525,7320,8457,7145,7582,8651,6867,3683,928,50637,1190,1222,1093,1070,1166,944,572,241,7502,8548,9813,8423,8933,10240,8527,4706,1461,60664,0,4,0,3,0,0,0,0,4,0,3,4,0,3,0,0,0,11,3,19,37,67,76,54,21,17,310,0,31,44,75,80,54,21,17,330,7118,9317,7838,8111,9144,7234,4527,1846,55129,1050,1214,1102,1053,1065,834,730,459,7503,8172,10566,8984,9238,10281,8120,5280,2320,62965,8,3,3,5,5,0,0,0,32,7,26,14,16,8,0,0,0,60,20,134,215,341,495,771,470,312,2760,41,166,229,362,502,771,470,312,2853,14445,17775,14981,15694,17791,14095,8216,2769,105763,2243,2436,2194,2121,2230,1778,1299,703,15004,16724,20378,17408,18177,20522,16652,9984,3784,123625
