CED_CODE_2021,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
CED133,32,205,0,235,4132,486,4855,218,148,6,369,3144,465,3985,2313,229,86,2629,4610,1070,8308,4165,199,183,4544,3221,1012,8773,2800,340,85,3233,6130,939,10301,632,938,31,1595,9989,989,12575,113,1028,9,1154,10047,777,11974,24,183,0,211,5273,467,5958,0,18,0,15,1600,226,1846,10302,3284,400,13990,48157,6428,68579,47,353,0,401,3582,442,4428,453,263,23,740,2655,329,3725,3751,349,241,4334,3539,767,8636,5419,308,368,6096,2557,796,9447,2723,855,149,3719,6541,731,10985,282,2108,18,2408,9753,756,12912,72,1589,10,1661,9524,700,11886,20,272,0,290,5590,563,6444,6,9,0,14,2494,420,2922,12758,6102,807,19664,46228,5500,71394,74,562,0,633,7719,930,9286,669,413,27,1111,5799,792,7703,6059,572,324,6961,8153,1835,16948,9584,502,546,10637,5780,1806,18220,5525,1195,236,6954,12667,1665,21285,912,3045,53,4004,19749,1740,25491,185,2615,13,2817,19572,1481,23867,41,455,0,507,10865,1034,12398,5,26,0,29
CED134,25,153,0,180,3571,688,4438,234,111,8,357,3165,588,4108,2928,246,79,3256,5294,1269,9813,3940,187,116,4237,3059,1118,8423,2093,314,68,2478,5338,1115,8933,430,789,15,1233,7798,1211,10240,74,715,9,795,6739,995,8527,13,159,3,176,3927,609,4706,0,11,0,11,1209,248,1461,9734,2687,296,12713,40104,7842,60664,64,327,5,393,3183,608,4186,533,255,20,811,2662,514,3990,4417,408,262,5092,4226,1244,10566,4775,309,272,5350,2496,1136,8984,1937,867,92,2894,5240,1105,9238,177,1854,21,2049,7135,1098,10281,54,1181,9,1242,6031,850,8120,21,249,0,268,4260,746,5280,3,12,0,17,1890,413,2320,11979,5466,670,18122,37134,7704,62965,88,481,5,573,6758,1295,8622,766,371,28,1169,5831,1098,8098,7343,656,342,8345,9521,2514,20378,8721,492,384,9594,5555,2252,17408,4033,1182,160,5373,10586,2218,18177,601,2642,32,3283,14933,2307,20522,124,1897,10,2039,12769,1843,16652,32,404,0,441,8187,1355,9984,3,25,0,29
CED135,9,97,0,108,4374,322,4802,65,108,4,179,7048,767,7999,3033,206,18,3258,15940,2033,21228,9170,120,32,9323,8299,1489,19107,3523,90,19,3631,6420,772,10828,754,273,5,1037,7652,643,9335,152,419,3,570,5388,374,6336,17,89,0,111,2887,219,3224,0,6,0,6,1008,142,1157,16722,1410,85,18215,59032,6764,84005,9,182,0,192,3839,329,4363,216,171,5,390,5876,519,6792,6182,262,44,6481,12058,1583,20127,9733,167,86,9981,5557,1233,16769,3178,215,33,3423,6866,657,10946,414,816,19,1246,7783,547,9578,135,723,9,867,5585,399,6847,27,135,3,168,3349,289,3800,0,14,0,16,1382,197,1594,19899,2673,197,22772,52293,5749,80820,17,273,0,298,8215,653,9165,279,283,16,570,12931,1290,14787,9219,467,58,9744,27996,3613,41351,18906,285,116,19305,13852,2716,35876,6704,300,52,7055,13288,1431,21774,1170,1086,26,2284,15437,1194,18912,281,1144,14,1435,10975,770,13183,46,226,3,277,6231,510,7022,0,13,0,16
CED136,34,220,0,254,4742,307,5297,280,154,5,442,4332,254,5030,3646,272,104,4021,6341,627,10986,5634,204,210,6046,3637,532,10214,2924,400,80,3402,6336,486,10225,469,927,21,1416,8410,486,10316,62,1081,4,1147,8021,490,9657,13,194,0,213,4813,401,5433,4,3,0,8,1161,172,1345,13073,3460,423,16960,47798,3744,68504,40,365,4,407,4234,259,4896,558,329,27,915,3745,245,4909,5509,433,306,6241,4830,522,11589,6856,299,336,7493,2808,477,10778,2816,907,120,3846,6568,419,10834,231,2358,27,2615,8174,410,11206,59,1661,6,1729,8268,487,10493,14,224,0,239,5299,453,5994,0,21,0,20,1865,353,2242,16087,6595,835,23517,45795,3624,72939,70,584,7,662,8969,561,10202,842,487,33,1364,8078,494,9935,9156,694,408,10265,11167,1145,22578,12493,505,546,13535,6447,1004,20994,5736,1309,201,7252,12904,899,21056,705,3279,45,4038,16589,894,21520,122,2746,13,2876,16294,978,20148,28,423,0,457,10117,855,11427,0,25,0,32
CED137,7,82,0,89,3834,188,4115,41,100,0,138,8045,823,8999,2497,187,12,2696,18220,1983,22893,6951,96,42,7093,7795,1239,16131,4157,70,25,4254,6083,614,10942,904,306,7,1218,8053,449,9713,155,619,12,782,5926,350,7053,31,162,0,195,3392,243,3829,8,11,0,20,1381,204,1608,14746,1627,104,16476,62729,6089,85290,11,147,0,159,3875,181,4206,82,156,0,241,7315,499,8055,4079,303,37,4416,16240,1394,22044,8164,185,73,8424,6041,853,15313,4266,170,30,4468,7114,455,12039,505,987,18,1515,8910,413,10831,148,1063,23,1231,6350,331,7913,31,195,4,232,3989,315,4531,3,18,0,23,2001,398,2428,17300,3216,182,20697,61832,4827,87359,18,231,0,244,7712,371,8326,123,249,0,378,15363,1317,17054,6575,483,50,7107,34461,3372,44942,15119,278,119,15509,13836,2098,31446,8422,245,59,8720,13194,1071,22985,1414,1291,27,2732,16963,857,20547,304,1685,30,2014,12278,675,14966,62,358,5,430,7373,559,8357,11,30,0,45
CED138,4,136,0,142,3795,395,4329,84,100,0,187,2979,293,3465,1760,179,45,1981,5144,780,7907,4832,193,163,5185,3565,847,9598,3546,250,109,3903,5534,816,10254,804,724,22,1548,8876,770,11198,147,1019,6,1172,9342,764,11272,28,198,0,229,5361,494,6081,0,14,0,17,1926,303,2246,11207,2806,348,14360,46522,5465,66349,24,244,0,274,3573,330,4172,199,188,14,398,2763,311,3474,2910,360,145,3411,4795,791,9000,6285,346,349,6979,2883,816,10680,3610,607,158,4369,6188,804,11362,337,1905,31,2269,9678,800,12748,71,1810,6,1886,9262,689,11840,8,272,0,278,6001,621,6900,0,13,0,17,2938,593,3549,13447,5745,698,19890,48085,5754,73723,34,379,3,415,7366,726,8502,285,288,14,586,5747,606,6937,4667,537,189,5395,9942,1574,16911,11110,541,510,12166,6446,1667,20279,7155,857,267,8272,11723,1619,21616,1136,2628,47,3819,18555,1572,23944,219,2829,11,3064,18601,1454,23116,37,467,0,508,11360,1111,12984,3,26,0,27
CED139,23,219,5,244,4439,523,5198,246,127,6,382,3946,525,4852,2948,227,82,3258,5424,944,9615,4460,192,144,4793,3162,870,8826,2501,301,70,2872,5452,833,9152,507,821,18,1348,8018,776,10145,85,851,7,947,7564,647,9161,15,183,0,196,4556,476,5231,0,9,0,9,1495,199,1702,10780,2928,338,14043,44042,5787,63872,52,392,3,453,3996,425,4875,555,352,26,940,3556,351,4842,4294,443,273,5007,4054,626,9687,5528,313,325,6168,2375,589,9133,2430,859,106,3396,5567,546,9516,213,2058,16,2290,7422,644,10358,83,1474,11,1566,7114,619,9295,6,277,0,291,4962,521,5771,6,18,0,26,2405,344,2773,13174,6190,765,20134,41455,4671,66254,76,617,5,695,8434,949,10076,805,477,35,1317,7500,876,9694,7237,668,358,8260,9472,1562,19302,9987,503,469,10958,5541,1463,17955,4934,1161,177,6267,11020,1385,18668,724,2880,34,3636,15439,1425,20494,169,2328,15,2511,14675,1268,18454,22,460,5,486,9528,992,10999,3,30,0,37
CED140,16,142,5,158,3998,228,4377,105,86,3,191,3542,193,3931,1849,174,32,2058,5160,478,7703,5174,115,75,5365,3043,409,8815,3558,186,62,3814,5403,488,9696,642,568,3,1214,8089,454,9751,113,795,7,917,7215,443,8574,16,157,4,178,4881,398,5463,0,7,0,9,1475,320,1804,11473,2237,184,13900,42808,3415,60119,25,239,0,268,3683,179,4136,233,190,7,425,3192,194,3808,2993,236,79,3308,4130,416,7848,6507,167,152,6823,2312,465,9598,3508,382,71,3961,5832,407,10200,279,1521,14,1820,8590,451,10855,60,1289,17,1361,8126,531,10015,17,184,0,205,5512,586,6305,0,11,0,15,2411,671,3093,13622,4217,339,18173,43783,3887,65846,45,380,3,426,7683,406,8514,341,277,9,617,6730,386,7741,4843,414,108,5362,9288,894,15546,11680,277,223,12177,5360,874,18415,7067,572,135,7774,11232,892,19900,922,2091,21,3033,16671,897,20601,173,2087,22,2278,15337,971,18589,41,341,0,381,10394,988,11769,6,23,0,23
CED141,12,191,0,207,4151,218,4577,128,108,4,239,3779,191,4208,2308,192,62,2560,5148,433,8141,5170,164,147,5476,2814,394,8684,3156,252,66,3480,5597,410,9487,486,924,11,1415,7687,369,9472,79,1286,3,1370,6783,356,8509,18,249,0,273,4737,361,5367,5,9,0,11,1441,208,1667,11359,3377,297,15038,42131,2942,60106,24,260,7,287,3686,175,4144,272,205,18,500,3186,174,3858,3648,285,132,4069,4002,376,8448,6306,243,284,6841,2162,352,9352,3052,621,90,3759,5784,320,9862,250,2197,14,2464,7558,339,10362,83,1970,5,2063,7207,441,9706,22,301,0,320,5485,478,6275,5,19,0,23,2264,344,2632,13667,6105,558,20328,41331,2998,64660,33,450,4,493,7835,397,8720,403,316,19,738,6968,365,8066,5962,477,198,6632,9149,810,16592,11477,409,431,12319,4978,744,18037,6204,873,156,7235,11384,732,19352,736,3120,26,3883,15250,706,19836,164,3256,10,3434,13983,796,18216,40,548,0,588,10217,840,11649,7,28,0,36
CED142,4,53,0,55,2192,188,2433,28,69,0,97,9241,907,10251,1450,185,7,1648,29534,2706,33884,4381,143,30,4557,14894,1538,20990,2396,96,17,2508,8939,971,12424,526,185,4,713,7908,745,9368,96,318,3,418,5046,517,5974,19,89,0,108,2339,303,2749,0,4,0,7,623,110,735,8892,1142,67,10104,80709,7993,98806,3,89,0,91,2488,203,2788,35,132,3,169,10031,854,11057,2236,341,24,2602,27298,2304,32205,5104,291,57,5447,10542,1135,17131,2302,163,28,2489,6379,615,9484,281,471,8,765,6486,499,7743,70,549,13,632,4542,381,5557,11,123,0,136,2309,265,2712,0,6,0,6,827,158,985,10039,2163,134,12338,70903,6414,89657,5,139,0,149,4679,395,5221,63,202,4,268,19272,1769,21303,3689,524,35,4253,56828,5005,66085,9486,432,86,10009,25431,2677,38113,4689,264,47,4999,15320,1589,21905,804,657,10,1472,14393,1237,17105,170,870,16,1055,9590,894,11536,27,211,3,239,4646,572,5460,0,9,0,10
CED143,8,111,0,117,4120,131,4371,20,58,0,72,3534,145,3751,1108,91,5,1200,7753,424,9384,5620,106,47,5765,4290,416,10472,5646,90,54,5791,4844,324,10966,1177,273,16,1468,7007,308,8789,137,665,3,803,4942,220,5972,18,227,0,239,3343,189,3780,3,12,0,11,1277,115,1406,13724,1639,122,15484,41120,2278,58881,7,145,0,151,3895,113,4161,30,114,0,141,3488,117,3746,1836,250,35,2124,7948,446,10524,7085,213,107,7400,3797,375,11576,5873,175,66,6113,5494,363,11972,520,733,17,1270,7673,271,9210,59,1314,13,1389,5272,239,6898,15,285,0,306,4120,246,4672,0,10,0,7,1876,303,2188,15433,3242,235,18906,43563,2470,64948,15,258,0,271,8015,250,8534,47,173,3,220,7021,263,7500,2943,338,41,3327,15706,871,19905,12701,321,145,13172,8086,788,22047,11516,267,118,11909,10345,685,22937,1695,1004,35,2736,14678,576,17994,197,1983,18,2192,10216,463,12869,31,517,0,545,7465,435,8447,3,19,0,27
CED144,13,140,5,155,4881,392,5430,57,113,0,167,6049,619,6840,2355,159,23,2536,11630,1515,15677,5765,105,39,5911,6193,1159,13263,3530,95,17,3633,6613,805,11052,941,217,19,1173,8188,680,10043,138,376,5,523,5872,430,6830,18,95,0,116,3583,323,4011,5,7,0,13,1396,192,1598,12813,1312,108,14231,54408,6114,74749,13,246,0,260,4486,354,5102,295,204,4,505,5119,463,6084,4538,242,56,4834,8003,1140,13979,7072,138,70,7279,4308,948,12533,3487,292,42,3820,6942,744,11507,425,721,30,1175,8400,624,10202,79,644,19,740,6171,431,7345,18,131,0,156,3913,391,4453,6,6,0,15,2076,345,2431,15940,2623,223,18779,49425,5442,73641,25,380,4,415,9365,751,10532,347,321,4,670,11168,1081,12922,6891,399,80,7370,19634,2652,29658,12835,239,108,13185,10503,2103,25802,7016,381,58,7453,13556,1554,22568,1365,940,46,2351,16593,1301,20243,221,1024,21,1268,12043,865,14172,38,229,5,265,7497,712,8469,8,15,0,25
CED145,10,79,0,90,2950,197,3233,4,45,0,49,3075,228,3343,889,122,6,1015,11682,985,13674,4707,128,34,4869,5665,685,11224,4291,85,36,4412,4501,456,9365,1007,209,6,1226,5739,325,7288,114,572,4,685,4789,285,5753,20,189,0,213,3040,310,3567,0,3,0,10,1117,368,1494,11049,1437,87,12568,42544,3834,58943,9,121,0,134,2839,150,3124,17,93,0,112,3716,229,4052,1565,310,25,1901,12951,978,15835,5967,231,80,6272,4797,597,11670,4457,160,50,4660,4719,440,9818,484,599,11,1094,6153,319,7561,66,1036,5,1109,5022,322,6450,12,273,4,289,3615,483,4388,3,16,0,17,1637,760,2412,12580,2832,180,15590,45443,4279,65315,18,202,0,218,5782,347,6356,24,134,6,159,6785,453,7399,2451,437,31,2916,24632,1961,29509,10671,357,118,11145,10465,1281,22889,8744,243,77,9071,9215,895,19184,1491,810,17,2320,11889,648,14854,179,1602,10,1790,9805,610,12206,34,462,4,496,6655,801,7953,9,19,0,33
CED146,13,191,4,209,6850,489,7550,135,199,4,335,6476,403,7219,2782,207,39,3024,8984,867,12879,7082,146,59,7281,5640,917,13833,3812,164,32,4006,7579,664,12241,850,392,23,1262,9138,636,11035,135,381,11,529,5767,400,6694,12,65,0,81,2651,331,3070,3,5,0,7,688,243,938,14820,1753,162,16740,53769,4951,75458,26,343,3,375,6233,441,7047,417,329,15,760,5605,369,6732,5580,348,81,6013,7242,923,14177,9040,217,116,9379,4527,939,14845,3661,444,57,4165,8108,702,12970,388,1112,27,1534,9023,556,11107,84,714,15,818,5837,427,7078,16,98,0,111,2903,380,3399,6,11,0,14,1008,368,1394,19220,3620,332,23166,50480,5105,78757,34,536,5,581,13089,933,14596,548,528,25,1100,12077,773,13950,8360,555,115,9034,16221,1789,27054,16120,366,173,16666,10161,1854,28678,7468,609,88,8171,15683,1361,25218,1237,1506,53,2799,18157,1190,22144,222,1094,26,1341,11603,828,13772,32,162,0,198,5550,715,6466,7,19,0,21
CED147,11,179,0,192,4757,277,5231,184,128,4,314,4180,236,4727,2977,203,65,3250,5828,458,9538,5589,166,112,5872,3348,476,9699,3261,296,54,3610,6101,477,10181,531,844,18,1396,8357,404,10150,83,935,0,1022,7513,395,8936,20,174,0,197,4981,409,5585,5,13,0,17,1503,358,1873,12662,2945,265,15866,46562,3492,65928,29,342,0,374,4418,249,5037,400,240,21,665,3686,213,4560,4532,304,176,5010,4569,499,10083,6752,246,239,7234,2610,451,10295,3148,716,109,3978,6518,422,10917,263,2085,16,2365,8326,406,11092,59,1419,8,1490,8236,428,10147,14,243,4,264,5814,484,6556,0,12,0,12,2159,448,2620,15194,5610,579,21377,46330,3602,71307,44,526,4,566,9172,524,10265,582,371,28,978,7864,443,9290,7508,504,240,8253,10403,964,19618,12342,410,346,13106,5961,927,19998,6403,1013,164,7582,12616,904,21099,792,2929,35,3759,16681,811,21244,134,2357,16,2506,15747,824,19079,37,420,4,458,10793,896,12146,5,23,0,31
CED194,0,3,0,4,151,94,253,15,10,0,22,252,135,411,117,17,5,138,605,415,1164,147,15,11,178,443,495,1108,94,23,0,121,451,439,1010,8,24,0,29,600,311,949,5,27,0,29,485,137,648,0,7,0,7,129,32,166,0,0,0,0,10,4,19,388,118,20,532,3126,2068,5734,8,22,0,24,164,89,279,44,9,0,58,229,134,418,152,32,7,191,505,334,1022,151,11,11,171,291,286,749,70,33,0,101,359,206,666,4,64,0,73,480,147,698,0,39,0,36,306,61,404,0,3,0,3,78,24,104,0,0,0,0,19,12,32,430,210,19,658,2430,1295,4381,5,24,0,31,317,182,532,57,24,0,83,480,269,829,270,46,11,332,1109,751,2187,300,23,18,345,731,781,1859,170,56,0,221,812,646,1678,10,91,3,100,1085,464,1648,5,62,0,67,789,194,1055,0,8,0,10,206,59,277,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
