CED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
CED101,4,0,0,0,4747,4748,219,19,5,4,5478,5722,4235,149,153,5,6922,11459,7396,305,505,19,2556,10778,6834,432,954,51,1627,9903,6790,452,1280,145,1339,10000,5078,302,928,295,627,7221,2814,133,376,419,218,3956,1055,19,76,505,55,1708,34414,1798,4280,1443,23560,65498,9,3,0,0,4373,4391,503,15,23,0,4757,5304,5264,216,276,16,5537,11309,7891,499,809,44,2207,11446,7083,570,1604,176,1485,10912,6634,520,1891,555,1013,10613,4562,287,1341,1183,563,7934,2078,99,579,1937,206,4901,509,15,160,2056,63,2801,34552,2212,6671,5969,20209,69611,13,3,0,0,9122,9139,724,25,33,7,10235,11023,9497,363,427,22,12457,22767,15286,802,1312,62,4770,22229,13916,999,2555,233,3112,20812,13421,972,3174,696,2353,20615,9640,585,2266,1474,1188,15152,4896,225,958,2355,419,8857,1565,37,234,2562,118,4515,68963,4010,10950,7413,43771,135106
CED102,11,0,0,0,4364,4379,364,19,16,4,6848,7254,6073,187,327,8,11200,17800,8355,424,768,13,4225,13783,6476,487,1092,55,2479,10595,5908,483,1242,94,1593,9324,4741,346,882,255,765,6993,3097,134,335,449,299,4312,1163,31,96,496,85,1877,36193,2122,4760,1382,31863,76315,7,4,0,0,3862,3875,798,50,38,0,5557,6453,7397,311,461,11,9301,17474,8286,511,1047,45,3606,13496,6735,645,1630,185,2182,11368,5711,539,1822,532,1330,9928,4352,300,1202,1189,575,7618,2242,86,452,2059,204,5043,516,19,148,1811,86,2581,36041,2457,6793,5835,26711,77837,17,0,0,4,8227,8255,1165,74,53,6,12407,13703,13468,497,789,22,20494,35274,16641,933,1812,59,7826,27276,13210,1128,2722,237,4663,21959,11622,1024,3063,628,2920,19253,9091,649,2086,1446,1338,14612,5336,218,786,2507,507,9357,1681,46,245,2304,182,4459,72231,4576,11552,7220,58572,154148
CED103,8,0,0,0,4809,4820,122,3,3,0,6232,6369,5458,124,216,9,10214,16022,11101,361,730,13,3235,15438,7898,380,865,46,1817,11005,7223,331,1041,108,1321,10025,5632,234,750,217,638,7472,2820,113,319,357,225,3832,1046,31,75,506,70,1736,41306,1580,4008,1266,28565,76727,4,0,0,0,4472,4479,221,13,5,3,5819,6060,7209,195,340,19,9001,16760,11255,509,1052,48,3024,15883,8102,482,1443,141,1726,11904,7267,396,1714,500,1174,11054,5089,233,1210,1119,644,8296,2136,76,514,1696,306,4725,501,17,154,1896,141,2710,41781,1923,6439,5415,26305,81856,13,0,0,3,9286,9295,342,13,14,3,12053,12422,12668,325,560,30,19214,32784,22360,866,1781,60,6261,31319,15996,864,2316,184,3546,22907,14489,727,2755,611,2489,21079,10722,468,1957,1330,1285,15766,4955,192,836,2059,527,8557,1545,48,233,2403,214,4449,83087,3499,10444,6683,54871,158584
CED104,0,0,6,3,5538,5546,51,0,0,0,4601,4655,1884,54,48,0,4201,6187,7339,168,286,15,1616,9435,8751,302,662,42,1221,10985,7775,259,840,97,839,9805,6185,178,579,227,374,7544,3620,74,247,394,140,4471,968,19,63,495,40,1578,36578,1058,2733,1274,18567,60206,0,0,0,0,5074,5080,87,3,3,0,4015,4109,2725,94,103,5,3321,6248,8516,283,467,36,1242,10548,8960,423,1128,112,1021,11646,7801,323,1253,365,608,10343,5690,171,1015,957,324,8158,2612,79,530,1614,156,4987,538,21,127,1738,70,2491,36930,1390,4627,4828,15831,63609,6,0,3,3,10610,10623,136,3,3,0,8620,8767,4604,144,152,10,7518,12432,15861,451,757,50,2857,19980,17715,723,1792,157,2243,22631,15567,581,2096,461,1441,20148,11873,352,1593,1183,694,15702,6233,150,772,2009,293,9461,1509,34,192,2227,104,4070,73514,2448,7359,6102,34400,123813
CED105,11,4,0,0,6119,6136,560,24,20,0,7637,8237,6677,337,414,15,9295,16742,8756,584,794,30,2720,12886,7398,561,1140,48,1669,10817,6845,525,1418,118,1158,10066,4692,348,922,265,592,6813,2615,114,320,355,197,3613,799,18,77,472,44,1413,38345,2521,5113,1310,29426,76721,32,3,3,0,5543,5583,1337,88,57,3,5646,7128,8235,599,665,21,5415,14941,8089,806,1242,96,1735,11959,6758,723,1722,258,1184,10644,5957,540,1945,684,884,10018,3921,311,1080,1289,469,7073,1642,82,330,1594,165,3818,359,19,120,1549,65,2114,36335,3177,7167,5499,21108,73283,44,3,10,3,11665,11724,1899,112,78,8,13280,15369,14916,936,1086,36,14714,31675,16845,1386,2031,122,4455,24842,14151,1283,2864,309,2856,21465,12805,1069,3362,809,2045,20086,8618,662,1998,1550,1053,13887,4253,201,653,1954,367,7429,1155,39,203,2014,113,3523,74674,5703,12281,6805,50536,150001
CED106,10,0,0,0,5777,5788,76,5,0,0,4795,4876,2641,55,76,0,4882,7657,9046,203,398,11,1848,11509,9381,321,674,38,1172,11591,7614,290,753,73,769,9500,5865,145,551,216,373,7152,3823,69,286,418,169,4754,1405,22,87,572,58,2140,39857,1111,2823,1326,19841,64957,0,0,0,5,5485,5485,157,9,3,5,4353,4526,3651,102,168,3,4238,8159,10266,373,676,36,1847,13200,9999,508,1218,143,1169,13038,7412,291,1347,336,717,10103,5725,179,1047,925,414,8284,3049,58,609,1819,205,5737,720,19,195,2244,139,3309,40972,1537,5260,5515,18570,71856,6,0,0,3,11261,11279,234,12,3,5,9151,9400,6289,158,244,3,9119,15818,19316,575,1072,45,3698,24709,19379,830,1891,180,2343,24628,15024,584,2106,410,1487,19602,11586,326,1595,1142,784,15435,6866,127,894,2235,372,10492,2123,39,275,2814,197,5448,80823,2647,8079,6844,38416,136812
CED107,8,10,3,0,5342,5362,144,12,3,0,4596,4765,3242,211,157,11,6622,10247,5313,433,560,26,3501,9825,5870,549,1214,82,2640,10363,6298,603,1758,206,1973,10845,6122,401,1506,529,959,9525,3417,183,626,697,321,5246,783,26,99,548,71,1526,31199,2428,5938,2105,26027,67700,0,0,0,0,4803,4805,230,19,3,0,4039,4297,3877,317,228,14,5777,10215,5563,585,742,56,2887,9828,6163,600,1619,206,2104,10681,6473,584,2070,585,1359,11069,5547,360,1690,1371,537,9504,2462,138,710,2111,258,5684,423,18,129,1842,102,2522,30745,2629,7193,6174,21868,68606,15,10,3,5,10145,10167,380,30,9,5,8637,9063,7119,526,392,22,12399,20457,10872,1017,1295,80,6390,19654,12033,1148,2838,286,4741,21049,12769,1189,3825,789,3332,21909,11673,763,3197,1894,1496,19023,5874,322,1343,2802,582,10926,1206,43,227,2394,173,4049,61947,5054,13132,8276,47893,136304
CED108,12,3,0,3,6487,6508,193,19,0,0,7011,7220,5537,270,242,15,8697,14758,11472,508,575,28,3359,15941,7646,590,991,88,2262,11585,6470,545,1093,183,1400,9690,4693,385,786,390,409,6661,2042,127,288,450,102,3012,426,16,42,312,32,833,38490,2474,4025,1463,29763,76218,7,5,0,0,6060,6078,504,41,17,6,6067,6627,8104,440,334,28,7171,16069,11205,725,886,89,2945,15852,7225,745,1420,281,1997,11663,5941,649,1567,848,1092,10097,3986,373,1175,1645,370,7547,1271,96,462,1650,107,3582,218,19,108,1242,51,1634,38456,3088,5964,5792,25858,79150,19,15,0,6,12550,12586,697,60,17,4,13074,13850,13648,706,568,39,15866,30830,22673,1234,1461,117,6311,31791,14870,1336,2416,367,4261,23248,12408,1199,2661,1035,2490,19794,8682,757,1961,2038,781,14213,3311,224,752,2096,213,6589,646,39,149,1555,78,2464,76948,5563,9985,7254,55618,155365
CED109,6,0,0,0,4362,4372,30,6,0,0,4147,4182,2295,98,128,3,6246,8769,6012,280,518,11,2479,9300,6616,427,1074,57,1818,9987,6095,346,1275,123,1266,9103,5169,244,877,260,558,7105,3294,129,392,473,213,4501,1195,33,79,604,44,1967,30714,1546,4339,1533,21144,59283,5,0,0,0,4157,4165,82,3,6,0,4026,4115,3253,141,196,10,5676,9279,6591,350,721,42,2296,10011,6917,507,1530,133,1572,10660,5992,380,1850,411,1010,9639,4822,297,1434,977,494,8028,2657,86,725,1876,157,5506,631,16,200,2209,77,3133,30950,1791,6658,5665,19468,64530,11,0,0,0,8524,8537,115,7,4,5,8174,8298,5551,238,320,13,11922,18049,12604,628,1243,55,4776,19311,13529,935,2601,191,3385,20639,12090,729,3126,533,2278,18747,9993,533,2315,1239,1052,15129,5955,217,1111,2352,369,10008,1827,50,279,2816,124,5094,61662,3339,10996,7200,40611,123810
CED110,14,0,0,0,4922,4938,94,8,4,0,3818,3928,2094,136,105,6,5872,8214,4239,406,515,15,3382,8556,5048,558,1272,69,2742,9691,6202,642,2125,206,2264,11430,7396,578,2246,552,1146,11917,4633,205,944,784,339,6910,1317,39,176,760,79,2368,31034,2571,7372,2399,24583,67957,0,0,0,0,4732,4737,148,22,7,3,3621,3802,2754,248,216,15,5212,8450,4672,632,792,66,3130,9302,5513,787,1871,244,2450,10877,6757,789,2840,701,1851,12940,6821,508,2669,1618,843,12455,3613,129,1119,2793,249,7896,673,20,254,2619,83,3654,30958,3141,9761,8072,22179,74113,13,3,0,0,9657,9679,239,30,8,3,7445,7729,4849,386,322,27,11088,16670,8912,1041,1307,84,6514,17863,10561,1353,3141,318,5193,20566,12955,1433,4962,907,4113,24368,14217,1086,4913,2170,1989,24373,8244,332,2062,3581,592,14808,1992,57,427,3382,163,6018,61988,5721,17135,10465,46759,142073
