CED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
CED111,0,0,0,0,4936,4939,85,4,0,0,6280,6373,2735,114,91,3,8130,11081,5854,304,515,20,3112,9809,5953,460,1125,65,2366,9974,5921,403,1457,148,1752,9683,5026,277,1067,361,710,7442,3114,133,445,565,244,4496,954,17,94,558,54,1675,29649,1713,4792,1724,27595,65469,7,0,0,0,4822,4823,154,10,3,0,6100,6266,3660,194,219,21,6626,10725,6302,429,739,61,2690,10223,6150,549,1620,134,1952,10403,5899,483,1940,506,1235,10070,4679,258,1601,1103,489,8121,2418,91,661,2014,155,5338,488,10,162,2082,51,2798,29761,2031,6941,5922,24117,68767,8,0,0,0,9756,9767,242,7,5,0,12381,12639,6398,310,311,25,14761,21802,12158,735,1256,74,5803,20029,12105,1010,2748,202,4318,20382,11820,885,3398,650,2985,19750,9700,536,2664,1463,1199,15558,5531,223,1105,2579,400,9837,1443,28,251,2645,103,4479,59406,3743,11740,7642,51709,134240
CED112,4,6,0,0,5192,5195,96,9,3,0,4504,4608,2536,150,115,5,6326,9136,5353,435,615,18,3118,9544,5594,616,1177,65,2386,9838,5505,537,1600,189,1603,9435,5337,409,1416,453,734,8355,3218,168,653,662,254,4949,876,30,127,644,72,1744,28521,2357,5717,2029,24183,62810,5,5,0,0,4824,4835,151,19,0,8,4328,4505,3460,326,240,21,5834,9879,5780,646,908,49,2778,10166,5730,778,1840,196,2075,10622,5617,674,2374,610,1193,10472,4994,438,2085,1346,532,9392,2448,123,938,2271,228,6007,484,15,266,2206,87,3055,28672,3019,8662,6702,21879,68927,9,6,0,3,10014,10033,241,26,3,4,8830,9114,5992,472,361,27,12158,19020,11139,1086,1522,67,5894,19708,11330,1391,3022,260,4454,20457,11126,1208,3972,798,2799,19907,10331,850,3506,1794,1264,17745,5666,289,1593,2930,481,10959,1359,41,393,2850,159,4801,57193,5371,14377,8735,46057,131734
CED113,0,0,0,0,4533,4538,79,5,4,5,3839,3927,2877,106,153,9,6195,9333,5476,305,502,20,3120,9421,6341,525,1209,68,2654,10800,7075,545,1911,191,2045,11761,6490,454,1727,428,890,9990,3289,141,604,605,249,4893,772,21,109,432,56,1394,32390,2107,6221,1752,23584,66046,3,0,0,0,4183,4185,160,14,0,0,3387,3566,3758,218,202,17,5316,9518,5874,452,684,56,2908,9969,6723,619,1556,189,2122,11208,7065,514,2106,567,1514,11771,5786,308,1691,1269,612,9670,2394,91,575,1742,163,4968,343,13,102,1550,47,2059,32103,2235,6932,5391,20253,66904,3,3,3,0,8715,8718,241,21,8,3,7222,7493,6636,323,355,22,11510,18847,11346,754,1185,70,6030,19388,13058,1148,2767,255,4779,22010,14137,1061,4020,764,3566,23536,12277,763,3419,1699,1501,19654,5682,236,1182,2348,407,9855,1113,37,208,1986,104,3452,64493,4340,13147,7144,43833,132953
CED114,9,0,0,5,5249,5265,95,11,3,0,4460,4573,3115,153,136,11,6748,10162,5498,401,489,16,3050,9457,6067,609,1164,76,2402,10321,7157,623,1631,220,1836,11469,6907,512,1633,553,905,10511,3881,188,605,742,291,5702,1052,36,90,596,82,1861,33790,2528,5737,2216,25032,69301,3,3,6,0,5019,5040,204,20,3,0,4146,4379,3947,272,233,30,5739,10217,5915,523,771,87,2709,10006,6320,685,1486,224,1951,10668,7345,635,2034,624,1203,11837,6305,399,1624,1501,484,10314,3051,113,633,2449,172,6419,484,12,114,2152,73,2840,33572,2657,6903,7062,21504,71708,10,3,4,9,10271,10298,299,24,9,9,8608,8948,7059,424,364,35,12486,20376,11410,926,1253,108,5764,19463,12392,1297,2644,301,4352,20990,14502,1261,3668,841,3038,23306,13210,912,3257,2052,1388,20824,6931,298,1235,3187,467,12114,1538,48,208,2746,156,4701,67365,5186,12634,9284,46536,141007
CED115,9,0,0,0,5710,5723,277,11,13,0,5949,6248,3777,276,373,14,8013,12455,5974,525,934,30,3097,10550,6552,641,1445,71,2001,10711,7158,646,1627,160,1455,11037,5460,455,986,328,534,7765,2672,154,297,408,169,3703,829,38,65,386,59,1376,32700,2746,5732,1394,26982,69560,26,0,0,0,5485,5517,694,50,32,5,5433,6214,5406,509,676,39,5759,12390,6848,813,1445,136,2266,11506,6644,737,2078,307,1660,11419,6461,664,2090,855,1139,11205,4528,381,1207,1629,576,8327,1647,92,326,1954,145,4171,343,24,88,1649,58,2157,32608,3263,7943,6578,22530,72918,34,0,0,0,11194,11236,971,57,40,5,11384,12460,9181,789,1050,53,13778,24843,12822,1334,2382,160,5364,22062,13203,1380,3516,380,3660,22132,13620,1307,3711,1018,2592,22246,9988,838,2194,1960,1111,16092,4317,244,624,2366,315,7871,1173,51,155,2034,112,3531,65311,6008,13671,7970,49513,142478
CED116,7,0,3,0,4300,4316,64,8,3,0,3544,3623,2053,137,95,4,5501,7789,4308,351,457,15,2918,8046,4976,486,1188,57,2455,9175,7078,559,2040,223,2017,11911,8994,520,2041,589,965,13103,5135,246,795,857,304,7335,1248,41,145,668,62,2161,33868,2353,6767,2410,22064,67461,3,0,0,3,3953,3958,113,7,4,0,3094,3222,2695,257,161,26,4661,7799,4675,472,700,47,2527,8418,5378,624,1623,185,1939,9742,7795,623,2497,622,1537,13064,8494,407,2229,1660,723,13508,3838,145,892,2525,226,7629,633,12,206,2315,78,3249,33617,2554,8309,7380,18745,70598,5,3,8,3,8253,8273,183,16,10,0,6644,6842,4742,396,259,30,10164,15593,8981,815,1156,62,5444,16466,10356,1116,2812,242,4391,18925,14873,1180,4536,842,3550,24979,17487,928,4262,2247,1692,26616,8973,391,1684,3386,528,14966,1882,54,348,2980,143,5405,67485,4900,15073,9795,40807,138060
CED117,0,0,0,0,3181,3183,92,4,0,5,4240,4335,2651,106,160,10,11093,14015,6428,299,591,17,5307,12639,5567,415,1058,42,3516,10597,4007,328,1223,92,2332,7982,2893,230,943,195,1178,5439,1686,92,366,247,456,2849,566,22,55,283,123,1048,23888,1494,4399,887,31427,62096,4,4,0,0,2881,2891,162,15,6,0,4571,4760,3512,152,273,13,11158,15105,6738,383,804,41,5061,13028,5539,508,1436,107,3526,11119,3778,377,1594,313,2148,8206,2621,206,1415,824,1114,6183,1214,83,542,1147,373,3361,275,14,150,1100,73,1612,23838,1744,6227,3541,30909,66263,4,8,0,0,6062,6069,254,19,11,3,8810,9095,6164,254,435,18,22252,29123,13166,678,1394,57,10372,25666,11105,928,2497,146,7040,21719,7782,708,2812,401,4486,16191,5512,439,2357,1017,2291,11617,2900,183,908,1396,828,6214,842,30,206,1386,192,2659,47729,3237,10626,4428,62339,128354
CED118,7,0,0,0,6174,6184,212,4,8,0,6569,6789,6043,184,218,7,8180,14637,14899,453,670,19,3001,19041,9433,543,914,72,1719,12677,6446,402,956,127,1029,8964,4600,240,696,300,362,6193,2094,86,241,390,104,2910,437,9,48,261,23,778,44167,1924,3745,1175,27171,78182,13,0,0,0,5698,5706,507,27,14,0,5473,6016,8613,254,282,15,5892,15064,14685,630,956,69,2284,18622,8388,668,1514,211,1386,12170,5926,462,1490,622,766,9269,4015,271,1029,1307,287,6909,1301,75,391,1360,79,3205,168,0,90,930,17,1214,43614,2392,5769,4528,21878,78175,18,0,0,0,11876,11895,716,30,19,3,12038,12810,14664,441,499,23,14075,29697,29583,1085,1624,92,5288,37663,17823,1213,2427,282,3108,24846,12372,862,2443,755,1800,18229,8620,516,1719,1604,649,13110,3396,160,631,1748,180,6111,602,17,142,1190,39,1995,87786,4317,9513,5702,49048,156361
CED119,7,0,0,0,5052,5064,64,3,5,6,4548,4627,2771,72,105,9,5307,8261,7311,265,435,11,2141,10163,7341,397,885,45,1480,10147,6467,285,934,133,923,8740,5249,208,612,267,347,6682,2787,89,290,422,120,3706,684,18,56,420,30,1211,32676,1342,3319,1306,19957,58597,5,0,0,0,4631,4636,117,11,7,3,3939,4079,3800,121,167,5,4462,8565,7901,373,649,49,1920,10899,7511,507,1366,118,1369,10865,6291,353,1444,402,702,9197,4705,209,1015,877,306,7110,2031,52,531,1469,99,4182,383,8,107,1406,66,1965,32752,1643,5274,4333,17497,61496,14,0,0,0,9680,9699,184,11,12,6,8490,8704,6578,197,275,15,9775,16829,15215,639,1087,61,4064,21063,14852,904,2251,159,2851,21011,12756,639,2376,532,1631,17935,9957,419,1625,1145,652,13793,4814,141,817,1894,218,7886,1064,27,163,1823,99,3181,65426,2987,8591,5643,37451,120095
CED120,4,0,0,0,5647,5654,99,0,0,0,4834,4939,3901,173,149,4,6392,10620,6922,398,546,19,2755,10645,7221,533,1219,57,2046,11072,6746,453,1459,168,1311,10139,5847,374,1115,394,588,8315,2941,145,447,558,204,4298,640,18,89,383,49,1177,34314,2098,5019,1586,23829,66853,3,0,0,0,5257,5261,174,12,3,0,4438,4633,5039,281,276,11,5361,10967,7321,579,839,60,2403,11211,7315,681,1660,177,1528,11358,6661,551,1869,522,1003,10609,5316,303,1439,1218,447,8722,2093,88,551,1667,171,4576,341,19,114,1385,68,1927,34268,2506,6754,5048,20680,69263,11,0,0,0,10902,10914,273,15,6,3,9275,9573,8942,447,426,17,11753,21582,14242,979,1385,84,5162,21855,14533,1211,2878,235,3574,22428,13404,1006,3335,690,2314,20748,11163,681,2552,1606,1033,17034,5035,232,997,2230,379,8874,978,37,200,1769,116,3108,68583,4611,11774,6635,44513,136113
