CED_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
CED111,16,19,25,47,81,167,223,271,180,1026,15,10,20,39,151,362,424,439,209,1667,271,2000,1833,1418,1476,1267,771,539,408,9978,4,11,15,24,59,94,185,240,192,819,456,759,873,971,1193,1376,1186,767,565,8146,10915,7006,6829,6355,5898,4760,2840,1188,361,46147,938,851,703,679,670,626,471,359,269,5561,13343,11091,10725,10223,10403,10070,8121,5338,2798,82109,22,125,285,647,1555,3245,4145,3644,1927,15598,1968,2096,1862,1827,1719,1546,1242,794,307,13360,20,63,101,236,519,1046,1440,1160,471,5053,0,4,0,9,18,46,184,561,752,1574,39,112,209,343,735,1510,2046,1701,670,7369,34,61,75,136,393,1078,1691,1787,1152,6401,32,39,52,77,150,328,451,479,317,1928,22,31,44,84,254,640,824,854,392,3138,528,2948,2857,2330,2449,2168,1269,797,564,15907,10,16,24,35,113,237,424,522,319,1705,1147,1242,1422,1630,2006,2453,2096,1317,821,14128,22043,15208,14868,13066,12112,9619,5549,2287,647,95406
CED112,21,15,40,55,97,138,215,288,187,1045,17,15,17,62,208,499,769,577,262,2413,514,1806,1947,1836,1834,1586,1014,550,363,11443,9,3,17,22,78,144,238,281,201,987,629,604,865,1021,1238,1448,1302,812,616,8535,11637,5692,5784,5791,5476,4418,2793,1259,389,43244,1385,801,760,748,752,717,636,555,478,6825,15048,9341,9879,10166,10622,10472,9392,6007,3055,83974,39,102,375,858,2014,3788,5443,4074,1807,18486,2655,1939,2126,2149,2048,2054,1864,1015,388,16243,47,41,88,231,532,1127,1770,1407,497,5740,3,0,0,11,17,76,206,604,724,1647,48,126,215,470,1078,1891,2669,1839,564,8903,48,58,76,160,498,1293,2385,2224,1156,7893,38,23,55,95,181,276,529,563,305,2072,42,31,27,112,352,865,1355,1104,429,4317,1129,2835,3021,2989,2983,2655,1750,908,485,18754,14,8,30,40,161,313,584,600,332,2084,1671,1177,1355,1645,2057,2533,2342,1387,903,15060,23312,12279,11942,11809,11107,8668,5280,2311,652,87361
CED113,10,13,36,52,96,163,225,237,148,978,23,6,22,68,170,402,582,386,158,1821,326,1306,1621,1625,1701,1433,833,346,224,9409,0,7,14,26,65,101,177,189,128,709,480,470,755,989,1292,1423,1175,571,417,7562,11001,4850,5789,5741,5904,5224,3404,1231,294,43436,1224,738,787,764,842,952,724,425,248,6715,13817,7747,9518,9969,11208,11771,9670,4968,2059,80724,29,115,427,915,2182,4395,5324,3392,1364,18148,2108,1476,1859,1942,2013,2110,1806,860,301,14481,12,29,104,224,560,1275,1794,1140,399,5534,0,0,0,6,19,55,142,391,470,1089,68,111,214,403,952,1821,2254,1314,393,7524,34,66,59,189,533,1274,2270,1895,832,7147,38,26,58,99,190,334,501,476,254,1970,44,22,46,116,310,753,1179,832,299,3603,744,2058,2453,2570,2834,2481,1535,636,335,15643,11,11,25,40,115,253,487,448,240,1618,1144,875,1246,1578,2212,2688,2245,1059,625,13666,22385,10752,12166,11801,12198,10724,6917,2498,548,89990
CED114,20,14,19,46,80,123,233,266,168,973,11,13,27,63,192,394,604,507,209,2025,357,1564,1696,1550,1591,1522,907,473,283,9945,3,3,13,39,70,142,222,210,192,895,480,481,679,781,979,1255,1041,627,510,6838,12022,5751,6240,5748,5617,5282,3546,1561,412,46176,1753,1004,964,1039,1030,1115,918,643,281,8761,15633,9414,10217,10006,10668,11837,10314,6419,2840,87339,39,102,309,757,1821,3955,5595,4111,1827,18510,2798,2141,2238,2082,2130,2317,2109,1221,426,17464,34,47,84,210,514,1167,1867,1445,505,5863,4,0,8,11,24,63,202,547,630,1489,56,126,261,463,1028,1981,2719,1823,545,8995,61,47,99,174,524,1389,2513,2268,1152,8226,32,42,45,93,143,272,493,545,263,1926,25,29,56,126,340,766,1295,998,387,4025,746,2353,2643,2519,2673,2560,1725,835,398,16450,5,13,23,60,140,305,568,520,320,1959,1262,928,1125,1297,1730,2304,1957,1127,754,12499,24056,12411,13019,11742,11424,10680,7105,3009,760,94197
CED115,17,15,24,46,79,120,147,170,135,750,5,4,17,24,74,157,212,185,111,802,105,674,653,627,885,1043,599,344,284,5222,0,0,3,31,49,115,177,173,139,690,317,398,540,684,1185,1696,1325,815,615,7588,12333,9023,9371,8318,7088,5357,3083,907,295,55786,1540,1009,1229,1131,993,953,626,393,284,8150,14926,11729,12390,11506,11419,11205,8327,4171,2157,87839,16,58,187,451,1301,2672,3239,2226,1133,11288,1634,1645,1313,1063,1012,1076,923,520,236,9421,31,28,81,155,349,713,904,633,281,3172,0,0,10,9,38,105,228,509,680,1589,37,91,235,579,1398,2876,3327,1865,752,11157,40,57,88,155,480,1182,1717,1317,774,5807,31,38,42,95,183,283,358,333,240,1607,19,18,34,60,171,348,508,400,221,1773,237,1048,1172,1105,1506,1750,1020,546,424,8804,4,8,11,59,118,300,447,427,271,1641,851,777,991,1203,2132,3140,2467,1431,953,13948,25182,18342,19010,16046,14092,11050,6024,1880,501,112127
CED116,9,11,24,39,88,184,386,410,243,1386,21,14,24,46,158,499,823,672,242,2506,326,1276,1463,1514,1665,1847,1338,599,344,10375,3,0,4,29,70,177,295,303,195,1092,387,440,664,851,1116,1709,1714,909,549,8341,9746,4408,4618,4658,5061,5706,4448,1699,480,40819,1269,767,675,777,826,950,909,585,319,7073,12456,7180,7799,8418,9742,13064,13508,7629,3249,83053,34,81,306,740,1855,4871,7812,5650,2249,23593,1873,1327,1497,1662,1699,2232,2521,1314,428,14550,25,28,96,185,512,1357,2610,1910,662,7370,0,0,7,6,17,59,284,697,815,1890,53,93,164,371,752,1929,3381,2339,691,9789,37,28,80,121,432,1437,3211,2895,1400,9634,29,23,55,80,178,395,831,810,392,2783,43,29,44,86,305,989,1629,1375,459,4956,716,2074,2320,2436,2759,3177,2437,1069,508,17505,12,5,19,49,140,376,678,738,353,2361,1003,831,1072,1408,1887,3067,3194,1722,867,15049,19632,9745,9647,9585,10250,11134,8793,3474,857,83110
CED117,9,9,29,33,41,68,103,100,60,451,8,12,19,23,66,138,256,192,78,790,196,1575,2941,1724,1303,864,554,301,154,9614,0,5,8,20,37,50,83,121,91,417,308,505,1363,1066,1088,1021,943,589,343,7224,9377,4742,9305,8551,6902,4336,2364,861,226,46665,599,557,999,805,653,520,395,237,196,4965,10950,7651,15105,13028,11119,8206,6183,3361,1612,77216,15,66,305,542,1101,1790,2483,1749,872,8927,1199,1347,2711,2408,1713,1232,859,439,167,12067,23,29,142,265,494,765,1059,650,235,3662,0,0,0,6,9,27,143,357,441,992,21,50,178,313,577,912,1265,1050,372,4737,16,29,79,103,310,711,1248,1001,534,4035,20,23,49,64,92,154,225,204,119,958,18,17,46,46,144,278,500,373,160,1568,392,2337,4516,2881,2295,1552,991,470,217,15648,0,7,15,33,89,146,220,276,157,947,750,843,2075,1795,1914,1874,1698,1007,520,12469,18912,10163,19203,17335,13822,8617,4373,1649,421,94495
CED118,19,10,27,51,80,112,126,129,82,645,11,11,14,53,112,221,278,232,83,1024,290,1265,1345,1300,1122,893,494,246,103,7067,0,6,5,31,62,76,129,147,84,531,616,584,853,1259,1230,1271,953,562,263,7595,18768,8532,11134,13642,7312,4339,2461,733,167,67085,1376,784,1014,1071,764,560,372,191,98,6233,21979,11728,15064,18622,12170,9269,6909,3205,1214,100159,25,84,303,722,1504,2510,3035,1996,767,10941,2532,2003,1872,2187,1697,1308,1054,493,154,13292,33,45,85,243,462,737,983,615,199,3402,0,0,0,6,15,47,121,295,247,737,63,143,287,1196,1816,2666,2863,1405,366,10814,67,67,91,261,538,1173,1725,1223,476,5618,35,34,55,104,151,235,303,285,132,1340,26,29,29,96,192,418,585,471,163,2003,603,1930,2103,2053,1897,1463,853,395,141,11437,8,6,15,56,105,209,322,301,134,1167,1547,1130,1369,2130,2133,2222,1730,938,404,13602,37904,18262,22120,27907,15491,8722,4583,1458,301,136745
CED119,5,15,24,39,51,83,131,136,107,579,17,10,22,40,69,149,299,275,110,986,263,1105,1136,1176,1080,824,511,323,260,6686,0,4,8,13,44,56,130,159,120,536,515,546,666,946,1051,1184,979,576,450,6916,12488,6161,5844,7252,6688,4776,2622,1009,265,47111,782,473,436,549,552,458,385,300,276,4220,14754,8713,8565,10899,10865,9197,7110,4182,1965,76248,28,74,222,627,1392,2546,3552,2596,1180,12219,1951,1564,1480,1849,1679,1373,1132,648,231,11901,30,47,84,233,521,913,1313,993,402,4540,0,5,0,11,8,25,153,398,603,1204,48,108,163,380,821,1436,1785,1209,388,6345,47,39,57,123,379,985,1746,1547,839,5762,27,29,36,77,93,191,322,316,197,1280,36,22,26,70,138,294,580,511,211,1883,584,1779,1781,1892,1739,1360,878,515,347,10877,0,9,15,32,99,152,317,364,211,1199,1328,1054,1066,1515,1773,2052,1827,986,650,12245,24910,13329,11960,14568,13413,9402,5010,1951,457,95006
CED120,17,17,30,57,76,122,192,229,114,858,12,10,26,55,161,370,577,377,129,1721,375,1463,1722,1596,1482,1346,811,353,204,9341,0,7,4,21,83,118,178,174,118,706,628,579,878,1075,1219,1366,1151,640,369,7904,13969,6558,6940,6671,6241,4624,2721,964,239,48935,1406,770,742,869,802,719,594,395,278,6575,17403,9891,10967,11211,11358,10609,8722,4576,1927,86665,30,125,410,960,2136,4049,5199,3376,1213,17492,2813,1864,2114,2175,2027,1779,1647,747,226,15382,34,45,103,276,572,1137,1659,1100,331,5259,0,3,3,0,15,48,205,460,483,1218,62,127,242,488,1129,1955,2531,1467,367,8378,78,77,98,175,557,1335,2265,1827,755,7168,45,47,54,99,164,247,445,455,215,1764,40,22,58,104,283,674,1082,792,231,3286,870,2261,2602,2552,2464,2194,1405,598,270,15219,8,18,16,50,146,273,428,422,190,1549,1608,1129,1359,1708,2105,2330,2120,1120,546,14028,28113,14058,14389,13633,12746,9345,5410,1994,434,100123
CED121,15,16,33,49,101,147,277,332,219,1197,25,11,27,47,186,483,696,543,196,2210,530,1974,2404,2031,1990,1684,1094,577,431,12721,10,5,13,36,91,166,243,277,208,1048,580,616,966,1083,1235,1525,1286,833,624,8743,12378,5760,6272,5798,5397,4352,2888,1164,305,44310,1466,821,773,754,785,731,602,449,290,6675,16080,9659,11063,10487,10845,10935,9803,5792,2715,87384,36,125,451,1000,2229,4494,6142,4327,1846,20649,3238,2169,2531,2407,2231,2140,2076,1057,349,18199,31,33,120,247,550,1113,1836,1389,519,5838,4,0,4,5,27,63,282,677,815,1869,47,132,339,516,1298,2286,2905,1964,607,10092,78,71,105,194,618,1584,2620,2432,1239,8954,44,35,68,96,188,323,566,602,350,2271,53,34,59,108,350,902,1437,1127,368,4441,1172,3153,3665,3317,3289,2857,1928,996,603,20979,14,11,28,69,173,372,585,601,354,2204,1649,1203,1512,1761,2074,2690,2353,1499,945,15679,24595,12774,13346,12028,11206,8938,5677,2213,534,91319
CED122,6,13,33,36,58,75,122,154,114,612,12,10,21,37,67,171,235,251,111,920,156,1263,1624,1099,1033,801,514,385,229,7106,3,7,9,23,32,68,118,163,113,529,336,594,850,856,995,1088,938,718,484,6856,11503,8208,13942,10082,7570,5053,2963,1340,402,61063,879,826,1334,962,736,604,528,323,211,6410,13372,11324,18621,13911,11517,9249,7276,4845,2288,92410,23,88,264,496,1043,2027,2722,2552,1185,10403,1290,1607,2200,1796,1469,1142,866,601,198,11172,27,42,122,251,484,808,1119,953,379,4188,0,0,0,5,23,35,140,474,645,1327,26,80,213,329,704,1276,1782,1414,533,6355,29,36,63,123,335,846,1356,1466,812,5068,12,32,56,62,97,191,319,347,229,1345,31,26,33,58,123,314,464,482,194,1715,330,1837,2494,1831,1748,1387,872,558,308,11365,12,3,19,37,79,172,292,362,233,1211,874,1012,1389,1418,1726,1911,1741,1196,712,11981,23158,17309,27999,20209,14875,10011,5471,2480,735,122242
CED123,18,18,58,92,110,145,173,146,83,846,21,20,40,67,187,390,519,320,119,1689,417,1918,2385,1870,1703,1231,713,333,159,10729,9,9,15,45,87,126,161,143,98,698,694,742,1157,1246,1306,1383,1107,530,268,8443,15525,7608,9111,8473,6074,4199,2326,827,217,54349,1766,1071,1383,1238,950,690,573,420,342,8427,19462,12001,15004,14059,11657,9834,7746,3877,1577,95216,45,143,511,1052,2125,3344,4171,2511,840,14736,3049,2385,2966,2634,2099,1724,1377,638,180,17052,31,58,115,295,526,940,1259,797,227,4243,3,0,0,8,22,46,176,345,251,859,76,168,384,858,1653,2417,2787,1475,340,10166,73,69,127,265,659,1311,2102,1502,573,6673,47,49,99,155,211,305,428,303,125,1720,56,34,77,134,326,685,930,650,206,3093,931,2955,3616,3007,2788,2076,1249,554,213,17385,18,19,34,84,154,303,387,361,161,1516,1802,1325,1847,2084,2287,2385,1945,968,390,15034,31170,16279,18556,17565,12568,8447,4504,1559,371,111007
CED124,10,19,31,29,73,167,315,358,236,1235,9,15,14,57,178,498,844,631,223,2474,350,1246,1349,1406,1664,1863,1270,607,397,10152,0,0,17,24,76,192,261,318,218,1107,433,402,556,713,1030,1614,1548,923,543,7761,9213,4257,3727,4271,5079,5692,4664,1915,471,39297,1273,672,600,694,730,869,933,643,361,6765,12124,6908,6628,7713,9690,12861,13331,7914,3295,80459,20,95,247,682,1864,4842,7740,5616,2202,23307,2304,1349,1469,1620,1839,2435,2596,1542,475,15630,21,27,68,161,474,1322,2531,1925,668,7199,0,8,3,4,13,73,274,826,835,2038,51,98,153,313,856,2024,3305,2320,704,9824,47,49,70,124,469,1527,3231,3010,1450,9984,16,23,47,63,135,334,669,795,402,2484,27,28,33,100,334,998,1767,1367,464,5117,787,2059,2102,2308,2824,3202,2367,1119,555,17327,9,5,30,55,137,392,719,786,415,2554,1085,771,901,1178,1767,2910,2970,1691,834,14108,18362,9307,7583,8530,10124,10899,9122,3817,883,78631
CED125,21,25,33,70,76,153,235,178,79,878,19,15,30,71,169,391,531,320,84,1635,398,1553,1959,1684,1488,1257,752,283,83,9467,0,5,18,50,84,162,211,171,65,774,746,677,1136,1306,1337,1559,1193,557,197,8717,19073,8530,11646,10442,6326,4516,2352,672,151,63705,1951,1034,1236,1142,856,732,510,276,138,7870,23345,12525,17070,15925,11729,10863,8136,3517,1104,104213,41,122,506,1098,2111,3991,4727,2647,766,16011,3243,2539,2814,2558,1961,1789,1462,647,132,17145,39,50,142,269,508,989,1352,779,210,4336,0,0,0,7,19,60,177,360,204,834,75,166,435,1169,1945,3161,3275,1479,315,12019,83,68,133,287,671,1516,2118,1401,461,6730,52,39,66,125,179,319,493,362,141,1782,42,31,59,134,283,677,979,619,145,2972,881,2442,2978,2722,2350,2041,1266,464,115,15262,11,11,22,88,170,327,505,377,128,1632,1957,1349,1839,2187,2263,2669,2121,975,312,15671,38156,17864,22729,21594,13302,8913,4623,1384,256,128826
CED126,8,8,15,25,44,49,78,137,125,490,5,3,6,16,52,118,280,357,201,1048,199,1137,875,883,1026,766,518,407,336,6157,6,12,4,9,29,63,118,214,210,652,387,463,435,670,948,1067,996,781,580,6323,11716,6071,5248,7329,7951,5817,3565,1724,500,49916,814,528,451,610,716,611,473,394,293,4883,13700,8557,7365,10239,12007,10156,8328,6012,3058,79420,27,61,112,376,1100,2148,3291,3295,1641,12057,1546,1255,1065,1458,1669,1315,1249,823,352,10738,25,33,64,170,536,988,1440,1367,596,5231,4,0,0,8,7,38,181,597,909,1746,35,81,77,204,456,927,1421,1291,461,4955,37,44,35,89,326,825,1597,2080,1150,6176,29,24,25,41,94,115,224,331,209,1099,27,19,16,39,102,233,539,676,346,2001,412,1774,1342,1447,1699,1317,910,688,446,10039,9,10,11,17,81,143,293,487,343,1393,927,846,687,1080,1593,1852,1790,1403,873,11056,23833,13406,10801,14299,15788,11496,6733,3214,824,100403
CED127,10,17,27,39,83,111,150,170,84,678,17,17,20,44,132,268,482,395,150,1518,319,1377,1484,1557,1596,1405,840,420,252,9245,0,8,6,19,56,99,154,199,125,669,493,504,737,1010,1230,1421,1286,690,371,7743,10413,5059,4811,5215,5703,4673,3065,1124,253,40312,913,559,541,605,676,622,479,360,254,5014,12855,7918,8032,9029,10441,10309,8759,4791,1872,74011,38,91,256,680,1520,3276,4348,3012,1147,14371,1887,1583,1594,1905,1863,1804,1567,735,225,13169,24,35,75,199,492,1090,1607,1072,376,4975,0,5,3,4,11,36,164,387,434,1042,61,90,166,353,825,1531,2062,1320,374,6788,53,50,63,128,398,1179,2146,1799,804,6609,32,34,39,69,141,231,354,352,150,1407,31,44,46,87,223,566,962,763,260,2974,735,2243,2337,2475,2646,2317,1425,646,335,15153,3,8,11,41,103,219,398,401,202,1390,1301,1038,1165,1586,2083,2513,2348,1220,542,13799,20877,11207,10281,10733,11584,9389,5899,2116,449,82527
CED128,10,11,29,57,86,139,165,166,91,759,16,7,18,27,71,215,311,254,99,1019,156,713,763,895,994,1071,578,333,197,5695,0,6,11,20,58,124,147,147,87,599,436,393,645,869,1197,1594,1235,668,362,7402,14414,8376,9035,8199,6497,4845,2569,948,264,55144,1736,940,1119,1051,918,792,553,353,267,7737,17543,11036,12238,11970,11026,10610,7734,4202,1859,88217,30,72,251,705,1582,3070,3643,2568,1051,12975,2024,1613,1410,1451,1238,1244,1004,530,180,10694,26,44,91,163,400,797,1020,738,259,3536,3,3,0,6,41,77,184,399,407,1122,46,97,279,686,1588,2893,3157,1875,482,11106,57,44,79,208,573,1350,1875,1544,653,6386,43,17,59,117,178,308,374,347,156,1593,35,18,39,58,161,405,648,538,185,2084,375,1185,1319,1498,1680,1757,970,519,265,9582,6,6,25,42,133,293,378,348,156,1394,1142,827,1092,1545,2132,2816,2296,1186,541,13581,28784,17638,18708,16560,13108,9773,4987,1881,485,111925
CED129,11,14,20,36,66,76,127,133,90,573,12,8,10,28,60,117,265,266,108,873,222,1234,926,1030,1001,643,495,278,179,6006,0,0,9,9,31,57,113,153,82,468,556,621,726,1062,1203,1189,1230,716,371,7669,17404,8313,7699,12535,9043,5604,3350,1196,276,65423,812,530,512,690,611,503,351,236,182,4431,19765,11225,10358,16461,13461,10045,8297,4522,1707,95838,34,74,167,541,1174,2092,3255,2716,1028,11078,2110,1773,1361,1924,1663,1118,1038,641,212,11846,40,47,82,266,546,861,1288,1007,305,4435,0,0,6,0,11,33,134,358,382,934,58,117,146,623,1178,1842,2334,1520,364,8182,64,43,50,157,454,991,1858,1666,702,5984,42,32,30,88,117,163,294,328,175,1270,28,25,18,45,106,220,476,538,227,1683,483,1899,1486,1611,1685,1055,797,457,246,9725,10,6,12,21,78,157,303,346,164,1093,1370,1143,1142,1819,2018,2099,2116,1198,559,13469,35139,17671,15000,24436,18139,10994,6202,2285,495,130352
CED130,12,16,29,33,65,127,209,262,145,893,25,16,15,70,167,451,605,487,174,2016,336,1550,1599,1458,1506,1474,881,458,236,9503,8,0,7,24,66,141,185,238,159,832,470,535,679,847,1101,1358,1107,677,369,7148,10849,5521,5608,4983,4934,4580,3147,1467,382,41477,1746,1227,974,898,969,1000,828,623,365,8626,14326,9382,9473,8942,9735,10798,9509,6138,2596,80894,35,112,311,696,1729,3831,5266,3991,1639,17614,2579,1976,1940,1880,1948,2345,2023,1193,361,16242,27,40,114,206,463,1136,1799,1334,435,5553,3,0,0,11,17,56,204,500,538,1320,56,111,248,479,989,1847,2585,1751,481,8557,67,76,92,178,472,1392,2322,2196,1052,7852,38,43,52,76,154,283,460,510,242,1850,54,33,37,119,308,868,1234,934,319,3903,757,2340,2482,2386,2510,2542,1593,769,315,15691,13,8,15,48,141,311,476,554,290,1859,1239,970,1091,1358,1840,2440,2056,1200,554,12752,21864,11702,11468,10196,9933,9001,6240,2766,633,83818
CED131,9,17,33,46,67,122,202,248,200,937,9,15,24,53,124,342,487,399,177,1628,305,2530,2836,1943,1784,1515,943,460,300,12611,0,4,14,21,60,102,186,208,186,789,459,807,1164,1095,1144,1380,1147,667,547,8405,10674,7204,7723,6429,5719,4206,2395,984,307,45641,914,1060,851,707,700,623,464,367,418,6105,13159,12017,13086,10934,10478,9747,7705,4621,2746,84482,23,116,358,732,1576,3387,4263,3008,1653,15124,2265,2301,2754,2335,1838,1709,1486,814,307,15814,26,38,123,260,515,961,1397,1039,408,4768,0,0,0,4,19,73,239,535,691,1572,48,135,272,447,917,1576,2050,1402,528,7376,49,62,86,162,433,1197,1971,1801,1082,6843,23,33,59,85,147,252,390,457,306,1758,22,25,58,110,263,616,877,722,317,3015,698,3697,4439,3270,3072,2672,1607,757,424,20638,3,11,30,40,140,252,415,444,305,1628,1161,1385,1796,1828,2035,2415,2028,1165,796,14609,21427,15362,16790,13409,11524,8441,4734,1770,508,93972
CED132,7,9,16,46,37,77,82,91,95,462,6,6,12,23,47,102,251,269,146,865,177,1123,1507,1157,900,638,444,270,185,6388,0,8,8,11,32,46,93,132,120,453,338,427,915,956,940,995,1070,689,532,6859,11839,5596,10157,10984,8234,5661,3597,1428,399,57891,662,428,786,839,643,516,468,378,483,5208,13493,7923,14003,14883,11905,9436,7939,4658,2591,86835,18,54,216,412,825,1617,2633,2275,1248,9301,1316,1327,2053,1971,1579,1226,965,574,254,11256,22,26,104,276,503,864,1300,1032,435,4560,0,0,4,4,4,22,94,319,488,941,23,60,148,342,519,858,1225,970,389,4529,29,29,58,122,331,720,1468,1452,865,5076,24,14,50,79,88,157,203,211,167,1005,18,12,41,44,119,207,434,468,227,1574,329,1683,2311,1919,1590,1120,783,431,245,10427,3,8,10,23,55,123,240,314,227,1011,830,790,1399,1631,1640,1813,1838,1183,767,11897,23932,12083,19795,21284,15810,10774,6553,2605,676,113507
CED133,7,16,31,46,99,148,257,293,229,1130,21,13,26,68,234,542,830,576,272,2586,378,1386,1627,1690,1916,1874,1162,529,345,10914,8,12,15,27,98,156,262,281,213,1075,442,455,706,915,1190,1623,1402,834,488,8058,10731,4988,4976,5226,5647,5660,4118,1480,415,43241,1589,923,927,1001,1021,1100,926,521,297,8303,13981,8147,8636,9447,10985,12912,11886,6444,2922,85376,33,102,300,760,1947,4625,6346,4326,1959,20393,2299,1580,1658,1952,1998,2459,2345,1150,418,15864,23,34,75,211,587,1341,2240,1511,578,6599,3,3,8,10,15,66,234,568,646,1553,46,99,158,390,934,1867,2734,1859,558,8655,62,52,77,158,506,1589,3031,2546,1345,9366,29,26,58,91,191,340,555,617,393,2306,48,23,47,128,415,1150,1724,1157,490,5188,861,2296,2561,2796,3249,3442,2239,944,483,18873,11,17,29,53,162,370,632,635,398,2304,1231,945,1160,1512,2073,3078,2716,1459,718,14895,21487,10803,10189,10350,11268,11092,8152,2930,754,87022
