CED_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
CED101,19,70,328,126,61,286,76,360,14,1333,179,611,780,319,338,459,245,529,67,3522,953,2425,1562,546,786,604,571,869,205,8518,1741,2334,1377,391,762,473,636,500,187,8414,1618,1722,1251,300,717,438,824,531,150,7558,1056,1186,1195,267,536,282,876,600,110,6111,230,359,276,70,146,92,206,165,38,1584,28,61,23,8,24,18,14,20,7,196,0,4,0,0,0,0,0,0,0,9,5819,8773,6786,2033,3369,2660,3456,3573,781,37241,13,106,46,329,126,673,27,125,19,1467,166,899,138,870,615,637,53,183,65,3628,809,3158,286,1220,1471,601,95,325,174,8143,1185,2936,269,795,1870,551,103,268,157,8129,999,2066,246,962,2122,560,123,361,135,7571,513,1288,214,758,1730,426,147,419,73,5573,84,287,34,150,430,83,18,103,23,1215,3,15,5,11,48,6,0,4,10,111,0,0,0,0,5,0,0,0,0,5,3779,10753,1244,5101,8412,3540,558,1788,658,35835
CED102,17,68,207,107,67,309,60,281,27,1144,221,702,814,406,325,671,306,751,107,4307,1471,4048,2159,792,1042,939,846,1377,324,12996,1994,3207,1613,514,939,576,763,753,226,10577,1578,1827,1276,349,744,409,815,571,158,7736,927,1092,1003,309,495,281,778,595,110,5598,239,315,234,85,130,103,219,194,38,1544,24,42,26,4,16,14,5,15,7,143,6,4,5,0,0,0,0,0,3,13,6464,11299,7332,2561,3762,3307,3797,4535,997,44058,17,103,28,180,124,518,22,103,19,1119,173,934,165,988,668,767,62,319,104,4179,1223,4927,482,1817,1913,936,132,696,265,12397,1457,3395,348,958,1902,686,114,435,198,9482,1164,2162,257,901,1943,600,122,422,128,7706,524,1200,197,651,1301,427,136,496,89,5020,71,252,39,133,296,73,31,160,30,1084,7,19,8,9,15,10,0,9,12,79,0,0,0,0,4,0,0,0,0,7,4643,12989,1520,5642,8160,4017,620,2641,843,41074
CED103,18,123,165,179,72,347,72,336,19,1337,199,1084,652,445,443,613,184,400,90,4113,1649,5514,1784,593,1144,809,434,547,282,12763,2813,5424,1611,378,1015,581,421,424,237,12900,2233,3059,1171,268,640,408,421,467,139,8798,1461,1946,1028,248,498,334,494,468,95,6584,342,691,245,73,165,112,160,173,34,1996,44,95,23,9,15,21,14,15,16,244,7,3,4,0,0,0,0,5,0,23,8769,17929,6696,2187,3999,3224,2211,2839,908,48761,27,165,41,324,164,663,22,136,12,1545,218,1149,196,824,771,701,20,142,57,4074,1371,6238,521,1133,2034,829,74,256,228,12680,2019,4913,403,928,2173,633,51,240,221,11581,1474,3032,271,870,1969,435,60,293,109,8514,706,1896,227,675,1656,395,85,374,81,6086,116,456,41,132,482,85,20,113,28,1472,6,38,7,16,60,9,0,0,6,130,0,5,0,0,0,0,0,0,4,4,5939,17894,1702,4905,9299,3744,334,1541,736,46095
CED104,34,127,412,219,82,419,108,492,20,1916,156,744,855,380,307,427,153,335,51,3405,701,1811,1024,292,399,300,210,310,90,5132,2183,3291,1054,251,519,372,242,268,154,8326,3036,3135,1242,302,582,375,379,370,121,9544,2045,2242,1097,223,509,317,386,391,105,7317,590,853,303,88,197,131,135,162,34,2498,125,139,36,12,29,29,22,28,19,434,12,16,0,0,0,0,0,0,3,36,8878,12368,6015,1764,2622,2380,1637,2360,590,38604,19,150,77,528,194,765,27,227,27,2010,159,871,174,694,586,513,32,104,48,3178,607,2327,207,517,805,288,31,112,66,4964,1489,3658,280,648,1611,364,41,113,137,8349,1631,3351,309,887,2264,458,54,193,85,9236,912,2162,227,627,1905,430,54,233,60,6614,158,603,59,146,598,112,7,84,28,1805,21,43,9,10,82,15,0,8,10,201,0,3,0,0,9,0,0,0,0,11,4998,13173,1339,4055,8052,2950,247,1087,471,36370
CED105,26,46,244,63,56,284,69,305,34,1125,159,499,701,329,351,550,436,783,171,3974,811,2135,1640,699,822,659,1062,1231,415,9473,1008,1442,1435,436,659,388,953,725,254,7297,823,853,1203,276,496,250,958,750,194,5805,550,485,967,206,364,218,1078,776,125,4762,136,186,207,74,101,46,239,194,30,1212,17,25,16,10,12,10,6,19,5,118,0,0,5,0,0,0,0,0,0,4,3527,5671,6417,2088,2854,2401,4803,4795,1239,33783,7,80,31,171,136,516,27,101,39,1116,135,798,151,888,640,620,80,333,113,3756,529,2558,242,1352,1271,601,180,458,224,7407,548,1427,198,880,1279,379,143,417,150,5428,399,913,241,906,1170,368,221,633,103,4943,235,548,166,589,882,261,186,626,90,3577,55,144,24,100,247,67,28,131,25,824,3,10,0,6,19,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1904,6468,1055,4892,5646,2815,866,2706,741,27092
CED106,15,161,135,262,77,351,109,371,32,1520,179,942,448,480,352,503,122,288,55,3366,890,2764,770,317,511,441,154,337,116,6317,2663,4647,785,206,708,445,213,236,180,10096,3405,4043,639,210,591,429,209,245,194,9955,2201,2743,534,169,377,308,205,249,118,6906,641,1114,190,62,179,140,73,120,52,2566,148,269,26,14,37,25,15,27,18,565,23,16,5,0,5,7,0,0,8,62,10170,16700,3537,1719,2829,2652,1104,1868,763,41347,27,200,42,474,166,629,18,175,25,1755,148,1045,111,789,590,527,23,78,48,3366,770,3104,217,687,951,430,26,120,108,6402,1947,4646,254,626,1545,460,25,138,185,9821,2111,3874,251,718,1872,447,33,154,145,9604,1007,2362,158,509,1407,323,33,180,95,6084,238,678,51,130,558,114,7,64,39,1880,26,108,3,18,100,29,0,3,14,301,5,0,0,0,4,0,0,0,7,22,6277,16019,1086,3948,7200,2958,173,924,652,39242
CED107,50,24,711,183,43,493,136,826,41,2505,169,180,1222,350,88,297,355,594,60,3325,822,1019,2478,596,261,394,1104,960,133,7766,1262,1127,1879,488,305,292,1203,768,159,7485,1510,1050,1612,538,366,283,1422,872,168,7829,1424,860,1281,379,381,250,1298,898,111,6896,808,389,346,107,112,116,413,284,58,2627,295,62,35,5,14,19,59,50,23,568,42,6,5,0,5,3,0,4,6,58,6384,4720,9566,2655,1574,2149,5989,5249,773,39066,22,64,108,762,145,922,20,349,37,2435,112,457,225,1062,425,444,63,252,43,3082,652,2240,431,1534,1242,653,133,525,102,7506,842,2156,355,1293,1506,559,110,507,123,7454,1014,2010,385,1308,1861,542,120,644,114,8004,777,1476,278,1068,1609,511,94,715,67,6604,359,407,61,233,401,139,21,147,44,1822,119,27,5,15,45,14,0,26,20,267,17,0,0,0,0,0,0,0,10,27,3917,8838,1847,7283,7243,3786,560,3166,567,37199
CED108,28,41,329,81,50,361,218,546,47,1695,144,422,816,324,298,442,922,686,129,4193,908,2042,1848,670,888,504,2247,1097,271,10476,1751,3087,1685,598,1106,515,2240,923,293,12187,935,1214,1458,421,706,276,1947,921,183,8057,516,607,1025,303,501,230,1601,779,133,5698,114,142,217,98,125,51,339,194,25,1299,9,18,14,9,8,11,15,13,7,99,0,0,0,0,4,0,0,0,0,6,4403,7569,7394,2499,3678,2394,9518,5154,1087,43704,34,74,41,264,138,816,96,211,41,1718,179,623,169,842,738,709,301,280,91,3928,744,3087,409,1538,1890,759,482,579,273,9750,890,2725,361,1550,2405,701,536,732,234,10135,532,1352,254,1174,1869,461,457,882,127,7104,286,706,172,839,1276,341,303,691,88,4705,49,141,34,152,287,65,51,117,31,927,0,10,0,8,22,5,0,0,3,44,5,0,0,0,0,0,0,0,0,5,2719,8711,1434,6361,8619,3863,2223,3502,892,38318
CED109,28,60,552,204,69,336,91,448,18,1794,204,500,977,311,237,348,171,297,81,3124,1181,1839,1934,574,499,443,340,381,156,7339,2209,1977,1451,393,579,415,416,374,158,7970,2328,1741,1443,398,604,470,595,486,176,8238,1625,1365,1054,279,443,357,598,438,107,6282,512,572,283,80,165,142,185,136,29,2101,85,111,42,17,37,24,18,30,12,381,8,11,4,0,6,3,0,0,9,35,8188,8171,7740,2250,2622,2549,2406,2597,747,37270,22,94,58,522,177,728,23,166,13,1798,182,856,143,753,615,514,35,76,45,3217,1071,3040,295,927,1336,505,57,126,133,7485,1509,2658,225,760,1775,536,58,140,138,7810,1443,2299,242,912,2264,685,83,228,126,8289,667,1576,189,661,1995,565,59,240,48,6002,163,434,51,160,608,136,24,69,20,1670,16,32,6,8,71,14,0,17,13,173,0,0,0,0,3,3,0,3,10,24,5079,10998,1211,4710,8853,3685,335,1056,541,36469
CED110,44,15,502,208,32,558,119,797,42,2308,127,130,885,320,91,295,193,487,59,2595,585,947,1675,568,263,354,449,892,110,5849,1019,1229,1434,561,301,361,522,780,114,6339,1194,1286,1452,626,365,397,683,894,139,7041,1081,977,1229,580,314,373,863,955,112,6482,515,459,326,134,114,167,248,245,42,2256,157,49,29,8,25,11,33,24,35,361,20,5,4,0,4,8,4,5,3,46,4750,5110,7540,3004,1505,2531,3111,5079,652,33278,28,39,92,711,123,1059,25,330,47,2443,128,350,104,940,370,480,21,187,50,2624,414,1824,302,1369,914,547,37,342,80,5834,728,2091,342,1274,1235,526,31,434,114,6770,952,2144,284,1563,1710,633,67,544,115,8005,735,1693,257,1391,1661,636,73,618,85,7147,220,454,54,259,423,176,18,138,27,1769,68,23,0,21,39,16,0,10,35,208,3,0,0,0,4,0,0,0,12,20,3282,8624,1433,7516,6474,4066,263,2600,563,34816
