CED_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
CED111,188,411,264,214,255,107,50,1487,59,93,57,49,50,19,16,343,9,7,5,8,11,0,0,34,357,800,652,575,686,313,159,3546,10,36,22,21,26,6,0,118,11,24,16,13,19,9,0,92,24,57,38,36,44,15,4,208,380,856,692,610,730,326,160,3756,519,559,331,233,253,86,56,2019,4,13,12,5,4,0,0,44,899,1429,1032,841,983,411,217,5820
CED112,378,629,450,313,377,93,39,2278,139,178,91,73,81,17,6,594,35,30,21,21,12,6,0,117,734,1297,1007,727,934,276,124,5106,23,48,40,24,33,8,4,181,52,44,36,25,29,11,4,197,73,98,80,48,59,17,9,384,813,1398,1085,770,998,293,133,5487,1003,980,583,396,370,77,33,3445,20,18,17,19,6,5,0,70,1835,2388,1680,1190,1376,371,167,9003
CED113,226,458,337,208,226,34,15,1503,56,52,34,29,22,3,3,203,11,14,19,14,21,0,0,76,464,1011,832,567,729,152,70,3824,12,22,23,15,17,0,3,94,19,35,20,14,19,0,0,114,31,63,44,34,35,0,0,209,494,1071,874,601,763,154,71,4032,492,466,239,174,148,24,12,1551,8,16,15,9,4,4,0,56,1001,1555,1127,783,916,179,84,5641
CED114,384,659,438,279,327,47,15,2152,67,65,31,21,25,0,0,219,26,42,17,11,13,4,0,112,676,1257,902,677,825,184,45,4566,15,50,38,24,25,0,0,150,61,77,39,20,24,4,0,231,72,129,79,43,52,3,0,380,745,1386,982,724,879,185,46,4949,835,679,403,268,259,40,13,2492,29,33,19,12,5,0,0,104,1613,2095,1399,998,1144,233,58,7547
CED115,176,306,244,166,233,150,90,1370,102,115,81,56,98,75,44,569,14,36,24,10,17,13,9,125,453,784,600,441,643,425,256,3602,27,54,29,28,43,33,24,237,33,77,42,34,43,24,6,268,60,133,72,63,86,56,31,508,512,917,673,508,732,482,289,4108,1057,1341,781,597,758,464,261,5261,37,44,22,12,16,5,0,129,1604,2297,1474,1112,1513,951,549,9493
CED116,321,679,477,331,338,69,15,2223,73,77,52,51,30,6,6,296,24,26,8,8,15,3,0,79,564,1160,909,667,762,179,45,4293,20,31,35,18,20,7,0,131,33,36,17,13,16,4,0,126,53,69,53,36,38,7,0,257,617,1228,961,705,802,183,47,4547,680,586,356,258,234,41,18,2173,16,9,12,11,5,0,0,62,1316,1830,1330,969,1039,225,73,6786
CED117,116,180,142,111,158,82,40,832,26,29,24,26,34,15,16,162,8,4,4,3,3,8,3,26,269,600,526,410,568,322,174,2864,5,21,12,12,23,8,3,85,14,13,13,3,12,8,7,73,18,32,22,18,33,14,11,157,283,636,548,422,604,339,189,3020,131,184,132,87,116,75,46,772,3,0,4,6,0,3,0,15,423,814,686,513,719,420,236,3816
CED118,152,343,238,171,221,113,55,1294,87,98,84,56,67,39,26,460,19,13,12,9,14,12,4,68,438,941,747,577,720,401,231,4064,16,22,27,21,27,14,4,131,30,36,21,22,25,9,8,148,46,60,47,41,51,23,13,281,484,999,802,622,774,422,243,4336,583,621,388,276,289,122,78,2356,16,15,15,13,13,0,0,60,1079,1632,1201,906,1077,551,316,6750
CED119,130,295,203,169,218,125,65,1203,68,74,57,39,42,31,19,333,12,10,9,7,6,0,0,52,328,750,594,477,655,355,191,3343,13,21,14,13,8,7,0,73,13,22,23,10,13,0,0,77,23,42,36,18,23,14,0,155,350,791,626,499,679,359,195,3501,255,341,200,125,134,61,32,1150,3,12,6,6,3,0,0,25,607,1143,831,626,818,426,230,4682
CED120,314,550,381,266,279,70,28,1891,111,93,68,35,50,14,13,372,22,19,18,10,16,4,4,96,662,1164,928,689,802,264,136,4644,18,40,20,24,18,5,0,126,30,37,19,11,14,0,0,116,42,75,36,44,30,6,0,239,709,1240,964,727,839,271,136,4890,650,681,378,223,218,44,23,2217,17,15,10,19,0,4,0,74,1373,1936,1358,970,1055,313,166,7173
CED121,456,797,488,319,369,78,22,2538,106,136,78,51,56,9,0,434,31,51,27,17,12,3,0,138,804,1513,1009,725,839,225,85,5202,36,65,34,21,18,7,0,188,71,101,60,35,23,3,0,294,105,168,93,59,47,13,0,479,911,1680,1103,781,885,232,85,5682,999,1003,572,353,323,44,23,3322,16,27,18,12,6,0,0,78,1924,2702,1696,1149,1214,284,115,9083
CED122,164,264,227,171,223,92,52,1201,56,53,44,24,45,26,20,258,7,10,9,3,16,9,4,56,393,755,644,451,687,374,175,3487,12,28,21,13,17,10,5,103,13,15,16,10,15,15,5,83,28,47,32,22,29,26,10,190,420,798,677,474,719,396,184,3674,291,346,194,148,192,119,81,1376,6,6,9,0,5,0,0,38,718,1152,884,623,921,520,268,5082
CED123,354,561,368,252,289,91,53,1967,144,192,127,78,86,35,18,675,21,43,31,12,9,3,6,125,858,1442,1049,716,938,355,172,5536,35,62,46,27,28,6,4,210,39,82,49,29,14,0,0,224,78,150,100,60,44,3,6,431,936,1595,1147,780,981,363,172,5971,1296,1203,647,384,378,110,48,4069,28,23,23,14,12,0,0,106,2262,2817,1824,1176,1371,470,222,10144
CED124,337,642,476,322,306,74,22,2177,63,58,47,34,31,10,0,244,20,39,22,17,11,0,0,108,553,1095,882,643,732,176,37,4124,25,61,35,22,20,0,0,163,40,60,20,18,18,3,0,159,64,124,52,43,39,3,0,326,617,1217,939,683,770,184,37,4453,721,715,430,307,251,40,20,2486,26,41,30,24,4,0,0,128,1364,1972,1402,1012,1027,225,60,7060
CED125,358,585,403,261,335,104,52,2092,143,184,125,94,81,30,26,684,30,43,34,20,26,7,6,164,792,1427,1044,707,946,349,207,5471,36,79,31,32,44,9,9,245,76,64,34,29,26,4,3,238,114,140,68,60,69,20,13,485,900,1573,1110,767,1017,372,218,5949,1425,1453,775,548,507,169,78,4957,33,43,40,21,10,4,0,152,2370,3062,1926,1335,1531,539,297,11059
CED126,140,288,234,194,245,114,73,1284,26,49,52,41,55,32,16,264,8,8,0,8,7,3,5,33,285,638,608,553,729,363,204,3384,3,13,8,14,10,3,4,63,0,16,13,9,17,7,0,56,7,30,19,22,29,11,5,124,293,670,627,578,752,376,215,3512,133,179,159,98,126,60,53,807,6,5,0,5,5,3,0,25,429,853,784,682,883,437,264,4335
CED127,191,409,318,201,287,75,36,1516,69,94,65,52,48,20,21,366,11,13,5,0,5,0,0,36,373,897,701,527,737,245,129,3606,9,21,11,6,14,5,0,63,20,32,14,12,9,0,0,100,26,49,33,18,23,11,3,162,399,952,729,547,765,250,131,3773,454,513,252,184,199,58,31,1690,9,20,10,6,11,0,0,56,862,1477,990,743,972,316,163,5514
CED128,183,310,250,174,232,116,51,1316,65,89,56,51,69,48,27,407,18,29,18,7,17,13,4,99,416,760,582,487,693,381,196,3514,32,25,26,27,31,10,3,146,26,42,30,23,23,10,16,163,52,67,53,48,52,22,17,306,469,828,634,531,745,400,212,3816,938,1074,674,439,566,303,179,4181,26,22,20,14,5,10,0,101,1431,1924,1328,986,1324,711,392,8096
CED129,135,274,214,157,217,126,55,1172,43,70,49,23,44,27,8,261,3,19,17,0,10,3,5,55,323,751,652,507,745,462,239,3684,7,16,15,17,22,13,7,95,19,23,16,12,15,5,7,88,24,42,31,31,34,20,12,190,349,792,684,538,777,485,252,3875,233,305,164,136,168,99,65,1171,3,4,0,6,0,0,0,16,586,1099,849,682,945,583,316,5057
CED130,382,667,444,301,310,40,7,2157,54,61,42,26,25,4,0,208,18,33,32,13,13,0,0,112,661,1273,905,656,806,112,32,4448,39,80,55,43,36,4,0,264,48,88,48,38,33,8,0,263,91,171,104,84,66,12,0,528,751,1439,1011,738,875,123,28,4968,1067,911,499,318,284,46,15,3136,29,38,21,13,15,6,0,120,1844,2389,1533,1076,1173,172,41,8226
CED131,289,495,357,277,314,89,56,1881,45,52,22,14,22,13,7,176,11,20,10,8,9,6,6,63,515,1032,811,641,858,302,174,4334,21,25,33,16,20,3,3,121,31,52,38,17,17,10,0,160,45,81,70,30,40,5,4,273,559,1108,879,679,898,310,175,4612,449,454,293,194,196,56,37,1684,12,13,3,8,5,0,0,39,1021,1579,1176,876,1095,366,215,6334
CED132,107,212,185,106,158,117,66,942,29,44,25,16,30,28,13,186,8,14,0,3,5,4,3,32,309,707,552,398,598,428,235,3228,3,18,17,9,20,15,7,99,13,33,20,15,20,4,0,100,13,48,37,25,45,25,10,203,325,760,587,427,638,451,243,3433,118,195,148,111,195,147,90,1002,6,6,7,3,4,0,4,28,449,960,746,542,837,595,334,4462
CED133,392,666,537,372,416,59,14,2458,83,83,74,42,30,10,0,318,12,19,13,8,13,4,0,71,690,1207,1083,747,906,152,47,4823,20,41,39,34,22,3,0,159,53,72,54,31,22,8,0,230,70,112,95,58,46,7,4,392,761,1318,1178,807,948,157,49,5215,885,878,509,356,331,49,14,3017,28,35,31,23,8,0,0,131,1668,2235,1722,1181,1287,207,60,8360
CED134,404,607,387,256,240,19,3,1917,85,62,29,16,24,4,0,220,34,52,41,28,17,0,0,167,765,1326,975,641,664,93,19,4485,24,65,42,20,27,0,0,175,53,67,29,28,17,0,0,199,77,125,74,52,45,4,0,372,845,1453,1050,691,706,99,19,4858,1082,950,517,349,231,23,4,3155,45,53,24,24,10,0,0,159,1965,2450,1589,1068,950,127,24,8170
CED135,160,283,190,150,183,124,80,1155,53,76,44,36,59,40,31,324,16,17,11,12,8,7,6,73,415,775,491,422,584,387,282,3356,25,26,31,19,24,20,4,148,35,31,26,20,19,9,5,152,60,62,53,42,44,24,10,297,477,831,552,464,620,414,289,3650,610,721,371,268,343,213,149,2674,8,22,8,5,4,3,6,60,1094,1572,935,737,972,628,439,6384
CED136,445,804,478,371,400,85,38,2613,121,123,81,46,48,8,10,420,45,51,31,20,13,0,0,159,866,1599,1060,802,955,239,102,5627,36,59,42,38,30,11,4,204,68,88,64,43,35,0,0,295,103,145,102,80,60,10,4,502,966,1746,1164,878,1016,249,104,6134,1045,1081,591,436,334,58,35,3580,12,31,21,16,10,0,0,85,2031,2852,1777,1328,1363,305,134,9793
CED137,127,238,201,114,179,135,79,1073,30,48,34,33,44,29,32,255,9,16,15,0,3,9,6,55,343,644,579,354,548,425,244,3137,7,27,21,19,23,8,13,117,16,30,18,15,14,15,11,108,22,50,43,29,37,24,18,221,367,697,615,378,590,445,268,3361,270,378,215,187,273,190,128,1631,5,11,6,4,3,0,0,40,643,1090,833,564,866,636,396,5033
CED138,317,659,502,389,460,96,40,2461,59,69,39,36,38,14,9,262,24,22,14,14,24,5,3,102,523,1113,940,750,945,215,91,4568,18,28,24,20,16,4,0,108,23,58,39,28,16,8,0,175,46,87,62,46,33,9,0,281,570,1198,1002,794,980,223,93,4852,489,547,335,274,249,45,25,1970,15,26,15,15,9,0,0,79,1075,1770,1352,1085,1233,268,116,6900
CED139,378,712,457,337,297,58,9,2253,61,50,31,11,28,3,0,185,15,37,18,14,12,3,0,98,707,1257,936,728,783,155,37,4605,34,72,46,29,29,11,0,212,55,109,34,22,20,4,0,234,91,181,79,48,44,9,0,451,798,1436,1009,771,831,169,42,5049,934,844,431,281,246,31,11,2776,27,30,23,15,17,0,0,102,1759,2301,1469,1064,1087,200,49,7930
CED140,238,473,365,233,320,91,39,1755,86,116,79,56,66,18,7,421,8,20,15,0,8,3,0,57,490,993,854,601,860,288,140,4221,12,34,28,13,19,6,0,113,25,29,17,11,14,0,0,93,32,60,43,27,35,10,4,207,520,1054,902,632,891,300,138,4433,499,585,303,239,226,58,39,1956,5,12,5,4,7,0,0,48,1028,1646,1211,874,1128,360,174,6430
CED141,327,638,402,299,313,105,30,2113,92,78,50,48,46,13,6,343,19,16,5,6,3,4,0,64,564,1171,897,708,786,301,140,4562,14,28,20,19,29,3,0,115,34,67,33,19,20,3,0,176,48,94,48,41,52,10,0,293,616,1265,950,747,837,315,141,4859,674,668,399,279,252,44,21,2344,9,14,5,0,5,0,0,42,1291,1954,1351,1028,1093,356,160,7239
CED142,114,173,118,67,117,72,56,721,31,41,28,14,19,9,7,155,9,14,8,3,0,0,4,38,339,537,344,222,339,222,153,2161,8,10,14,9,11,10,10,73,12,18,6,10,13,3,9,74,21,22,24,14,31,18,17,142,358,559,367,238,369,239,176,2297,263,238,164,133,171,143,87,1205,6,0,6,0,6,3,6,28,621,801,537,368,543,387,263,3527
CED143,91,203,156,146,213,112,71,993,45,28,25,20,28,20,15,178,0,4,3,4,6,6,0,30,287,616,520,439,619,356,206,3039,5,17,13,9,16,5,3,69,7,8,9,10,14,3,6,56,15,29,22,25,27,10,10,121,298,638,542,458,646,363,213,3165,107,185,123,91,141,73,49,768,5,11,4,0,0,0,0,19,412,836,664,551,782,433,270,3949
CED144,153,281,231,141,225,147,96,1276,70,73,58,59,70,58,45,437,23,25,9,11,16,9,5,98,385,661,497,397,575,384,261,3157,17,22,25,18,24,17,7,134,26,49,26,20,32,22,14,181,42,68,50,39,59,35,23,318,430,726,552,432,639,415,279,3474,766,880,570,388,509,310,192,3612,19,30,23,9,5,3,0,94,1213,1640,1139,827,1156,730,471,7172
CED145,78,216,164,133,149,103,55,896,31,31,32,17,32,9,12,172,0,6,5,0,3,3,0,26,244,593,486,360,515,290,167,2651,4,17,21,10,15,10,3,81,6,13,15,9,6,3,0,51,13,28,34,15,21,13,9,129,256,619,518,380,543,304,176,2785,89,180,120,134,149,82,65,816,0,0,0,0,8,0,0,16,341,798,636,511,696,393,238,3612
CED146,200,385,261,231,278,115,62,1530,103,128,90,70,106,54,41,595,18,25,24,25,24,6,4,128,523,957,711,642,869,386,235,4323,40,62,36,24,31,22,9,217,35,58,53,48,39,20,11,258,80,122,87,68,67,38,17,477,598,1079,799,716,934,427,252,4806,1368,1495,921,584,720,342,162,5593,20,47,28,14,7,8,7,123,1992,2624,1744,1313,1664,772,418,10525
CED147,331,621,452,303,366,85,56,2214,124,137,108,46,52,23,7,498,22,23,11,13,12,3,5,85,634,1212,972,684,885,267,148,4800,19,29,21,19,18,3,0,109,33,39,21,21,22,0,0,137,48,67,47,37,36,9,0,247,684,1280,1012,724,917,275,154,5053,769,805,457,346,330,80,30,2811,18,25,18,12,0,0,0,70,1471,2101,1494,1079,1249,356,181,7930
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
