CED_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
CED111,46,131,244,229,184,140,31,3,4,1018,2219,4426,8082,7673,7735,5424,1137,88,10,36789,13,28,53,36,35,26,7,6,0,207,3,59,318,425,325,215,18,0,0,1354,132,321,762,757,1013,863,167,13,0,4031,7,50,155,159,184,140,23,0,0,715,435,857,1714,1404,1209,810,174,12,0,6612,33,68,249,292,295,244,54,8,0,1245,927,1367,1170,878,872,734,165,19,0,6135,1579,1474,983,553,403,304,91,3,0,5387,48,174,568,668,806,645,150,18,0,3069,12,82,227,261,232,106,20,6,0,951,19,213,613,710,699,358,70,9,0,2699,20,85,191,208,215,163,39,8,4,937,76,584,1481,1423,1095,690,239,39,0,5620,56,200,483,453,520,400,90,10,0,2210,36,300,1159,1489,1475,956,146,15,0,5580,175,635,1979,2099,2272,1629,392,27,0,9213,238,1324,3149,2580,2765,2163,540,35,0,12782,145,188,265,254,214,108,43,3,0,1225
CED112,66,99,214,235,240,168,51,20,6,1092,2398,3153,7012,7465,7705,5762,1300,118,9,34924,30,52,111,103,104,107,47,18,0,568,0,18,74,106,99,70,10,0,0,374,196,357,924,1016,1127,855,160,12,4,4649,9,36,145,183,207,194,20,0,0,795,504,925,2064,1911,1570,1081,259,23,0,8341,34,94,250,347,416,318,78,8,0,1540,1126,1063,1414,1257,1341,1052,263,33,3,7554,1905,813,741,592,521,411,107,23,0,5113,57,129,387,530,712,725,194,24,0,2755,47,90,208,247,226,165,25,0,0,1005,14,122,423,579,538,319,67,5,0,2071,21,75,224,235,266,157,52,8,0,1038,47,230,711,920,766,509,208,31,0,3420,72,203,449,498,540,420,119,8,0,2317,34,173,725,1196,1250,747,134,10,0,4270,116,365,1251,1392,1279,1002,269,12,0,5693,234,982,2607,2649,2893,2506,559,33,0,12462,82,122,192,169,143,112,45,6,0,874
CED113,68,92,219,236,236,181,65,18,9,1118,2285,2743,7445,8030,8972,6932,1879,250,25,38568,144,203,465,581,738,995,835,352,45,4349,8,11,56,59,51,39,9,0,0,234,225,294,721,703,792,702,184,24,0,3647,17,65,247,310,316,240,46,0,0,1248,514,903,2056,1687,1696,1318,369,31,0,8584,73,78,210,249,290,237,90,16,0,1242,1061,697,1145,937,1120,1077,320,48,5,6407,1421,782,1126,804,794,787,266,37,0,6016,42,123,367,393,596,639,206,26,4,2396,23,52,154,170,183,118,32,4,4,740,8,40,171,192,226,167,35,6,0,845,33,106,210,226,225,175,71,16,0,1070,66,244,1022,1132,1189,847,342,46,4,4900,77,158,439,421,540,507,154,7,0,2311,76,497,2410,3618,3983,2310,345,18,0,13266,174,354,1086,1416,1588,1200,350,20,0,6191,176,574,1715,1667,2036,2015,470,29,5,8689,129,167,347,267,292,267,91,12,0,1566
CED114,97,125,242,220,252,216,93,45,9,1295,2599,3087,7390,7446,8070,7243,2081,314,29,38270,281,520,1489,1601,1794,2045,1212,385,64,9398,5,18,50,81,77,57,12,5,0,306,408,698,1811,1734,1764,1431,323,32,0,8198,20,36,156,209,259,225,34,3,0,943,497,811,1629,1298,1105,1080,324,25,4,6781,87,136,336,352,415,378,131,20,0,1862,1365,814,1221,1094,1164,1167,356,24,7,7217,1348,652,890,662,707,698,226,31,0,5218,65,150,490,495,745,845,398,62,5,3254,34,48,88,73,82,64,26,5,0,412,16,62,219,236,259,172,37,4,0,994,19,50,134,126,176,127,74,11,3,723,60,190,591,543,536,458,198,36,0,2608,60,137,367,414,507,470,150,17,0,2118,57,208,829,1049,1260,989,216,16,0,4619,128,377,1283,1575,1636,1412,404,27,0,6831,190,847,2406,2221,2301,2244,578,47,0,10832,110,77,116,135,105,112,47,8,0,712
CED115,58,170,385,362,345,238,39,8,0,1601,1126,3341,6623,5393,5238,3835,791,39,5,26398,5,19,73,56,86,88,19,0,0,351,0,0,12,13,7,8,0,0,0,44,76,284,936,1153,1757,1628,330,7,0,6169,6,24,101,112,91,66,21,0,0,408,131,503,1200,890,838,714,147,8,0,4427,35,151,460,444,492,439,84,11,0,2123,471,1185,1446,1062,1000,805,163,19,0,6152,777,538,602,487,437,363,65,6,0,3269,79,411,1040,989,949,781,193,12,0,4455,16,81,224,194,125,66,8,0,0,708,22,347,954,662,379,173,37,0,0,2575,15,72,217,153,128,106,27,8,0,725,19,456,1015,679,412,243,92,10,0,2934,41,225,458,427,457,347,96,4,0,2053,29,199,687,571,489,423,97,0,0,2500,117,428,1019,689,643,519,153,7,0,3580,111,901,2079,1479,1365,1113,316,15,0,7378,45,97,157,112,91,51,24,8,0,579
CED116,88,84,179,178,184,185,63,21,5,987,2120,2288,5639,6270,7120,6658,1687,161,15,31956,58,77,171,206,222,278,182,69,8,1277,0,14,70,119,93,74,15,4,0,395,146,171,470,565,669,648,151,16,4,2841,6,35,119,132,174,169,27,3,0,676,500,844,1750,1603,1487,1282,333,25,0,7828,36,48,113,187,224,228,63,19,0,924,1108,692,1092,1047,1149,1207,340,35,0,6672,1481,742,951,834,917,781,222,33,0,5965,37,66,230,329,503,561,203,18,0,1957,28,46,88,113,85,100,40,4,0,504,20,47,177,222,263,232,64,3,0,1036,26,68,184,181,207,225,102,25,0,1018,52,129,565,735,721,696,364,43,0,3309,51,136,362,446,595,591,170,17,0,2369,89,391,1210,1441,1518,1224,208,8,0,6097,91,242,960,1229,1429,1378,385,25,0,5740,133,585,1923,2012,2365,2627,638,44,0,10323,67,86,133,163,166,172,54,20,0,858
CED117,14,113,438,367,290,150,60,12,0,1441,1003,3477,12399,10661,8875,5326,1479,148,4,43378,10,21,60,23,34,36,8,0,0,193,0,0,21,39,28,17,3,0,0,101,55,170,746,679,602,394,116,11,0,2774,0,10,129,146,137,72,14,0,0,507,100,308,1372,1151,898,530,142,12,0,4506,13,105,467,546,454,281,51,8,0,1936,481,981,1671,1100,846,512,150,32,3,5780,645,909,1324,787,476,284,65,7,0,4508,20,110,582,606,594,470,131,10,0,2530,28,200,1235,1167,930,423,114,3,0,4105,16,262,1861,2393,1833,626,129,16,0,7134,10,115,388,440,374,177,65,10,3,1581,57,838,4322,3804,2879,1436,454,56,0,13853,17,159,694,618,495,348,98,24,0,2450,19,181,1380,1510,1318,876,216,20,0,5524,156,526,2195,2082,1996,1486,446,40,0,8933,106,820,3068,2304,1951,1675,574,51,0,10558,81,254,781,608,435,271,100,19,0,2549
CED118,53,180,518,609,368,165,41,10,0,1951,2024,4049,10569,13690,8858,4934,1026,40,3,45196,11,27,57,69,88,43,18,4,0,315,0,6,36,44,36,28,3,0,0,157,108,354,1146,1843,1637,1131,230,15,4,6464,7,30,193,388,245,143,23,0,0,1036,320,724,1797,1942,1335,745,167,6,0,7034,40,210,698,1250,897,511,115,9,0,3729,996,1536,1897,2202,1425,803,179,14,0,9045,1309,735,699,675,471,277,58,0,0,4230,77,513,1532,1798,1368,899,227,13,0,6420,27,112,490,924,381,137,26,0,0,2096,40,462,1634,3105,1251,511,84,0,0,7080,34,107,351,430,237,131,50,3,0,1340,64,563,2226,3657,1463,592,168,24,0,8756,56,233,663,770,542,369,101,9,0,2731,32,312,1116,1821,1389,857,198,5,0,5736,286,586,1612,2051,1674,966,239,12,0,7431,231,1125,3251,3958,2842,1772,391,20,0,13582,67,113,194,200,129,78,28,0,0,812
CED119,36,73,255,267,246,144,48,4,0,1078,2149,3206,6907,8849,8876,5907,1329,108,3,37335,0,8,34,27,25,21,4,4,0,125,0,0,33,36,30,26,3,0,0,139,130,202,564,822,1070,849,198,30,0,3875,3,35,148,229,229,147,21,4,0,811,541,1002,1578,1774,1605,934,239,19,0,7693,29,115,347,556,691,487,100,10,3,2357,931,1025,1010,1056,1085,832,236,17,0,6192,1334,567,409,430,317,264,61,8,0,3385,61,207,585,1005,1309,902,224,17,0,4308,23,86,223,425,311,163,15,0,0,1241,6,199,864,1519,1247,657,125,8,0,4621,35,94,254,340,277,197,60,4,0,1261,83,580,1453,2030,1586,975,339,48,0,7104,60,177,368,493,554,403,115,13,0,2172,123,451,1402,1609,1586,1027,186,17,0,6404,272,525,1530,1847,1980,1516,438,31,0,8139,244,897,1833,2054,2279,1820,434,43,0,9610,120,154,246,229,196,141,52,10,0,1136
CED120,82,155,288,308,327,221,70,23,5,1478,2669,3588,8311,8663,8806,6390,1610,174,19,40217,113,185,352,415,499,646,514,193,29,2949,9,47,179,247,232,129,23,0,0,872,236,402,1102,1227,1447,1066,271,27,0,5781,20,45,231,287,293,204,34,6,0,1114,873,1411,2976,2518,1990,1327,318,24,0,11446,79,163,446,505,584,469,128,19,0,2390,1084,1000,1465,1323,1320,1128,285,24,0,7621,1687,665,605,518,455,330,87,14,0,4358,63,201,785,1043,1199,955,297,25,0,4573,23,53,148,136,147,108,25,0,0,633,13,116,359,500,484,273,64,13,0,1821,37,134,283,278,273,172,59,18,0,1255,76,317,856,933,825,623,245,34,0,3909,61,184,394,527,587,438,111,16,0,2319,42,275,1240,1563,1628,1107,192,11,0,6068,207,497,1651,1876,1888,1343,346,33,0,7841,249,859,2249,2118,2309,1963,525,38,0,10325,116,116,201,176,137,121,36,5,0,909
CED121,76,111,231,230,227,159,53,16,4,1109,2701,3381,8092,7827,7997,5650,1310,124,18,37094,70,117,246,214,288,302,223,75,11,1552,87,355,1704,1993,1773,1067,103,7,0,7096,216,431,1003,997,1099,811,171,23,0,4750,18,87,303,283,345,319,45,0,0,1397,484,892,1755,1531,1421,1123,259,29,0,7481,55,144,405,419,433,316,76,13,0,1863,1132,933,1424,1210,1248,935,214,19,0,7114,1820,768,932,665,636,413,101,13,0,5353,62,149,447,534,771,726,226,28,0,2940,20,36,108,104,101,62,26,3,0,459,11,82,453,400,334,218,36,4,0,1537,35,87,180,183,212,171,63,13,0,942,41,232,792,725,628,492,199,22,0,3136,87,262,745,683,694,505,111,12,0,3090,190,346,837,916,936,708,130,8,0,4067,124,416,1086,1341,1331,937,275,14,0,5528,272,994,2549,2465,2525,2183,501,36,0,11518,107,108,179,118,103,107,32,10,0,773
CED122,45,167,667,420,312,186,71,18,0,1875,1501,4483,14267,10647,8706,5565,1469,157,4,46805,6,23,50,33,20,21,8,0,0,158,0,5,43,32,27,6,12,0,0,122,67,186,705,691,606,463,117,12,0,2853,6,21,153,155,117,71,8,0,0,535,218,756,3130,1904,1143,699,176,26,0,8045,14,110,594,598,561,339,72,7,4,2297,658,1191,1842,1287,1015,675,210,37,6,6929,901,1130,1602,878,582,464,96,14,0,5666,56,315,1229,1145,1210,892,220,18,0,5086,37,167,821,735,531,252,37,3,0,2589,20,369,1971,2118,1499,544,103,9,0,6624,29,160,573,515,433,247,76,16,5,2051,80,992,3912,2946,1969,1092,356,48,0,11409,33,221,1068,745,566,383,137,16,4,3173,62,462,1508,1274,1236,890,205,19,0,5653,257,792,2343,2180,1895,1384,393,36,0,9281,154,887,3483,2499,2362,1938,694,68,8,12088,99,316,564,421,323,221,74,14,0,2039
CED123,77,156,376,384,314,206,54,10,5,1585,2515,4296,10391,9938,8224,5470,1161,76,4,42073,20,60,122,134,149,106,41,9,0,649,0,3,46,44,48,39,5,4,0,191,178,437,1222,1573,1524,1177,224,13,0,6344,12,75,277,374,315,202,39,7,0,1302,621,1415,2910,2379,1754,1094,233,14,0,10416,68,217,692,812,660,509,104,5,0,3057,940,1281,2070,1782,1397,967,216,15,0,8664,1771,794,671,583,412,302,72,5,0,4605,118,439,1306,1586,1446,1037,287,31,0,6250,23,80,260,287,176,106,13,0,0,945,20,266,902,1136,744,376,62,4,0,3515,30,157,359,344,258,157,61,18,0,1385,51,400,1136,1195,716,412,156,17,0,4084,70,260,677,633,494,361,78,4,0,2584,46,426,1495,1628,1463,1009,201,10,0,6281,171,595,1813,1706,1516,1081,258,22,3,7157,228,1095,3062,2887,2329,1710,421,35,0,11776,137,152,267,184,145,88,35,0,0,1014
CED124,84,66,133,153,229,183,82,32,8,976,2181,1982,4568,5614,7092,6647,1692,210,18,30012,110,135,315,375,506,716,520,214,33,2932,9,39,210,332,329,205,39,0,0,1175,154,207,481,535,703,692,175,27,4,2982,11,30,105,187,237,221,32,0,0,824,454,627,1209,1267,1441,1235,343,17,9,6595,45,70,156,232,280,217,64,19,0,1079,1128,634,891,933,1148,1144,333,41,0,6251,1375,569,648,611,635,665,178,20,0,4705,32,65,211,325,574,688,240,36,0,2183,23,20,46,59,86,90,28,4,0,346,7,51,145,176,236,224,67,9,0,918,35,52,148,176,198,191,85,26,0,909,44,110,354,527,560,550,277,46,0,2472,51,117,307,390,548,528,151,20,0,2103,40,105,408,631,915,690,130,5,0,2924,102,237,822,1206,1376,1263,350,23,0,5374,263,641,1741,1965,2658,2791,618,42,0,10721,64,61,84,115,138,133,52,18,0,654
CED125,83,200,494,449,309,181,56,5,3,1772,2200,3962,11316,10610,7778,5515,1124,66,10,42585,17,24,81,94,100,83,31,3,0,427,0,13,44,72,48,37,7,0,0,215,191,442,1430,1860,1694,1361,290,14,0,7296,10,55,199,251,191,168,28,0,0,914,450,1041,2650,2045,1349,891,181,12,0,8621,37,169,677,800,689,474,105,7,0,2967,949,1374,2231,2090,1366,1044,199,10,0,9261,1528,823,776,675,422,314,64,3,0,4607,110,425,1560,1936,1663,1320,276,24,0,7307,25,73,312,403,173,110,19,0,0,1115,11,262,1114,1263,680,367,83,4,0,3794,29,94,348,360,225,136,43,11,3,1254,55,365,1410,1460,708,400,149,8,0,4550,72,259,719,705,577,454,94,10,0,2890,53,304,1384,1555,1228,833,174,9,0,5541,155,536,2040,1792,1383,1024,284,19,0,7248,201,990,3560,3554,2562,1759,416,31,0,13073,94,129,249,190,126,80,22,0,0,895
CED126,62,125,293,423,395,271,71,24,6,1676,2139,3082,5995,8278,9736,6713,1964,270,20,38198,17,17,37,53,52,59,41,17,0,297,0,5,7,17,21,21,16,4,0,95,174,265,504,813,981,736,227,29,0,3740,5,21,76,112,154,116,40,9,0,529,459,903,1717,1864,1941,1134,304,43,0,8376,71,106,344,634,919,593,210,21,6,2905,1082,1129,1061,1134,1320,1116,357,72,5,7288,1305,780,607,591,500,384,112,13,0,4299,66,89,220,376,629,567,206,35,0,2183,52,131,329,541,675,368,96,16,0,2210,10,172,549,1236,1412,753,178,47,5,4354,34,132,257,393,451,334,139,35,0,1768,105,549,1447,2279,2644,1747,693,133,7,9605,63,157,389,597,749,504,155,21,0,2646,24,110,445,732,988,619,151,22,0,3095,251,479,1100,1489,1814,1449,438,42,3,7068,211,766,1577,1850,2327,2087,729,80,0,9632,138,154,246,290,302,207,76,17,0,1433
CED127,58,99,184,224,230,143,71,17,3,1038,1987,2736,6038,6961,8147,6230,1725,180,14,34009,79,80,217,227,304,227,97,36,9,1262,4,16,54,61,64,64,8,0,0,269,173,297,656,820,1052,858,213,21,0,4091,9,32,150,230,258,205,36,6,0,914,602,1010,1983,1829,1709,1126,309,27,0,8592,42,108,325,361,467,392,83,22,0,1791,855,793,1052,901,1028,838,271,33,3,5763,1243,601,591,441,436,332,101,12,4,3766,53,141,454,553,744,673,210,28,0,2845,20,42,145,216,237,155,57,12,0,882,9,94,286,461,461,332,80,14,0,1737,49,85,187,215,262,154,81,19,4,1057,78,263,744,949,1035,786,379,61,5,4287,71,136,334,386,473,430,101,12,0,1940,52,244,937,1304,1510,1060,261,21,0,5389,147,463,1355,1831,2242,1921,552,40,0,8556,214,683,1684,1863,2332,2171,640,44,3,9627,102,126,226,257,261,171,89,22,0,1254
CED128,61,167,377,350,266,196,48,10,4,1476,1509,3113,6608,6407,5779,4381,853,47,7,28697,10,17,44,50,74,48,16,6,0,267,0,9,20,25,25,23,4,0,0,102,89,254,838,1136,1362,1209,248,10,0,5144,0,32,130,186,171,119,23,3,0,658,291,684,1675,1438,1139,792,203,11,0,6231,36,132,452,587,549,498,116,9,0,2383,710,1096,1391,1206,1064,792,179,10,0,6459,962,499,452,390,365,302,63,3,0,3036,108,359,876,1037,1136,970,216,16,0,4714,22,73,220,214,171,88,15,0,0,804,13,359,929,956,541,327,58,3,0,3196,16,108,210,210,167,113,22,4,0,850,54,391,1065,881,505,358,119,12,0,3383,57,194,441,461,403,362,93,6,0,2024,29,234,773,752,737,583,119,3,0,3238,127,397,1077,991,862,702,170,9,0,4325,135,755,1984,1615,1568,1342,290,19,3,7706,50,90,158,116,78,59,16,4,0,569
CED129,53,133,347,581,380,205,61,12,0,1772,2391,3889,8060,12794,10538,6046,1667,150,7,45546,8,26,53,73,81,45,22,0,0,306,6,12,17,43,37,37,7,0,0,153,119,225,667,1422,1503,1058,315,28,0,5342,4,31,103,299,266,146,38,0,0,890,377,822,1592,2093,1804,973,244,27,3,7937,51,179,554,1243,1175,683,172,24,0,4086,1218,1334,1250,1886,1527,946,292,47,5,8498,1389,606,509,599,501,366,73,0,4,4050,53,136,400,846,882,680,170,6,0,3186,30,137,400,927,541,228,42,4,0,2310,41,441,1530,3085,1739,761,180,14,0,7797,52,160,337,540,383,234,70,17,3,1787,91,810,1991,3785,2223,1182,433,70,4,10585,64,162,387,648,551,397,137,19,0,2364,29,220,839,1442,1401,791,193,7,0,4913,416,717,1481,2079,2311,1440,440,27,5,8914,290,1098,2384,3166,3007,2110,690,68,0,12817,114,201,201,226,138,89,35,5,0,1011
CED130,89,92,171,177,193,163,92,44,11,1040,2362,2675,6547,6540,7058,6263,2030,337,28,33844,253,446,1134,1174,1412,1753,1416,495,67,8139,17,76,321,418,367,211,40,0,0,1447,222,460,1206,1000,809,609,168,16,3,4483,6,57,101,161,171,170,30,5,0,697,372,534,1176,959,874,843,252,37,3,5043,62,104,229,278,289,272,80,15,0,1325,1227,704,1073,946,1046,944,274,26,3,6245,1362,619,711,553,474,462,167,18,0,4369,56,104,368,450,601,686,295,58,5,2622,16,57,99,76,75,69,32,7,0,427,13,64,225,214,246,159,38,6,0,961,31,55,153,152,152,108,53,16,0,718,56,196,546,551,593,419,239,30,0,2625,36,122,427,433,472,426,134,17,0,2064,50,173,679,935,1142,843,191,18,0,4025,160,418,1345,1746,1927,1585,440,48,0,7658,223,762,2297,1956,2120,2187,545,36,0,10133,92,93,140,123,130,111,44,10,0,746
CED131,67,137,277,199,171,118,35,15,3,1027,2729,5558,10525,8757,8227,5680,1226,115,6,42819,7,31,63,55,62,56,23,10,0,309,4,67,453,483,377,195,27,0,0,1614,130,319,872,897,929,706,119,16,0,3990,4,46,223,294,275,155,25,8,0,1036,327,857,1903,1399,1097,781,180,19,0,6562,37,118,338,371,356,252,71,6,0,1548,1132,1698,1600,969,975,715,183,23,0,7295,2181,1850,1359,719,527,364,100,13,0,7125,46,188,549,612,674,687,146,11,0,2910,37,82,243,188,159,98,15,4,0,831,17,193,844,803,628,339,63,6,0,2899,25,98,267,241,238,182,78,22,0,1158,90,658,1940,1806,1190,724,253,44,0,6708,49,284,584,536,511,402,93,11,0,2465,40,375,1409,1411,1346,818,148,5,0,5550,192,827,2086,2010,1989,1436,360,23,0,8914,294,1949,4893,3615,3510,2779,598,57,0,17710,174,203,288,203,168,91,30,9,0,1175
CED132,24,112,474,453,327,197,68,19,5,1686,1251,3162,11734,11677,9118,5812,2004,270,29,45052,16,12,42,37,31,36,46,17,0,234,0,3,46,62,58,45,23,5,0,235,69,140,598,735,621,393,148,36,7,2734,0,14,128,187,110,67,21,5,0,539,67,321,1244,1128,785,487,168,29,3,4233,19,95,623,885,721,375,148,35,8,2907,582,796,1383,1126,879,619,222,42,0,5646,761,673,1039,787,474,330,123,24,0,4209,24,83,377,547,498,366,145,16,0,2064,32,189,911,1096,813,396,99,21,0,3557,23,431,2729,3792,2796,1206,296,45,12,11333,12,116,588,662,548,376,192,48,3,2548,65,1049,4977,4938,3548,2133,924,160,9,17799,24,163,644,686,541,395,153,31,0,2638,21,170,994,1092,911,647,214,29,0,4065,295,570,1596,1547,1464,1176,481,69,8,7199,144,789,2786,2430,2168,1891,817,139,6,11168,78,179,360,351,236,190,94,19,0,1508
CED133,88,97,175,224,230,200,89,33,3,1138,2279,2504,5847,6737,7882,7198,1931,223,21,34624,161,298,794,810,945,1122,804,274,61,5259,0,9,84,100,103,86,18,0,0,408,239,385,730,722,874,801,167,24,4,3942,10,17,91,153,199,172,15,0,0,658,366,557,1332,1255,1220,1053,311,26,0,6125,57,92,187,231,291,254,99,9,0,1214,1291,806,1164,1100,1271,1119,328,39,0,7117,1485,649,809,633,659,645,181,17,0,5076,46,116,296,380,535,644,242,26,0,2289,23,35,72,88,102,90,25,5,0,444,10,55,174,212,243,191,56,4,0,951,19,57,136,160,176,189,67,15,5,821,45,146,520,642,631,510,253,21,0,2786,68,150,372,440,539,568,151,18,0,2292,56,232,700,1019,1303,919,161,7,0,4392,103,272,998,1608,1730,1535,386,24,0,6646,183,728,2165,2440,3014,3216,754,44,0,12534,79,64,121,137,173,159,55,17,0,807
CED134,81,80,234,204,186,179,82,41,3,1104,1893,2535,7245,6332,6424,6008,1850,316,30,32626,261,522,1478,1430,1741,2062,1380,475,80,9433,62,311,1001,849,694,485,62,6,0,3473,190,236,606,488,420,346,108,21,0,2409,10,25,157,227,210,209,32,0,0,867,305,508,1150,840,766,742,248,27,0,4583,79,109,331,271,333,303,90,21,3,1545,925,577,1133,906,888,879,279,43,9,5633,959,460,820,612,520,599,200,23,0,4204,48,114,400,383,529,662,289,44,4,2472,24,44,69,68,56,67,27,6,0,357,10,77,194,172,166,133,19,4,0,790,12,41,128,124,112,98,55,4,0,583,58,168,500,415,369,328,147,18,0,2005,44,126,356,348,385,389,128,11,0,1781,55,269,1058,970,1160,964,216,11,0,4699,131,394,1450,1531,1477,1177,338,26,0,6525,213,717,2605,1987,1904,2015,507,25,0,9973,77,67,156,111,130,108,33,6,0,688
