CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED111,11662,8503,8389,7133,6717,5407,3097,1267,337,52514,1363,1689,1618,1677,1924,2461,2280,1468,501,14985,62,186,242,275,453,778,1055,826,357,4241,0,16,26,52,133,402,573,666,360,2225,1429,1900,1888,2002,2510,3636,3913,2960,1222,21448,1008,915,804,676,742,633,430,274,124,5601,14093,11311,11081,9809,9974,9683,7442,4496,1675,79564,11276,7399,7276,6925,6495,5359,3279,1351,467,49827,1069,2378,2242,2058,2270,2534,2476,1727,819,17571,55,436,459,439,682,1003,1192,1066,590,5919,0,31,51,120,293,553,705,833,655,3232,1129,2846,2745,2618,3242,4087,4371,3621,2064,26723,938,851,703,679,670,626,471,359,269,5561,13343,11091,10725,10223,10403,10070,8121,5338,2798,82109,22941,15897,15660,14055,13221,10768,6373,2616,808,102337,2434,4069,3852,3735,4193,4998,4759,3194,1322,32557,120,629,703,717,1133,1779,2252,1896,949,10161,0,48,79,174,427,951,1276,1492,1014,5454,2554,4746,4629,4625,5748,7721,8282,6584,3281,48174,1941,1756,1510,1352,1409,1266,900,636,388,11162
CED112,12372,6931,6433,6375,6035,4723,2850,1227,322,47278,1968,1711,1652,1875,2151,2514,2636,1494,520,16521,166,199,266,371,555,963,1329,996,340,5188,3,14,27,84,232,524,983,862,336,3073,2142,1928,1951,2325,2939,4006,4947,3349,1192,24781,1416,943,752,839,863,705,558,373,233,6686,15934,9804,9136,9544,9838,9435,8355,4949,1744,78744,12082,6021,6182,6291,6004,4963,3202,1425,488,46646,1451,2078,2265,2276,2524,2758,2952,1883,858,19045,128,416,580,657,911,1219,1535,1162,617,7234,5,32,96,195,430,816,1062,984,618,4228,1589,2520,2938,3122,3870,4793,5557,4036,2094,30509,1385,801,760,748,752,717,636,555,478,6825,15048,9341,9879,10166,10622,10472,9392,6007,3055,83974,24449,12957,12614,12669,12040,9687,6051,2649,808,93926,3416,3789,3917,4150,4675,5273,5590,3379,1372,35571,298,619,847,1031,1469,2187,2865,2154,955,12419,11,43,128,274,657,1336,2044,1851,950,7300,3729,4450,4893,5453,6808,8796,10500,7382,3282,55288,2802,1739,1510,1591,1612,1420,1192,926,707,13504
CED113,11850,6167,6677,6384,6800,6080,3930,1411,291,49596,1537,1346,1421,1702,2208,3062,2977,1520,395,16160,106,141,220,335,581,1107,1409,867,277,5042,4,7,42,67,212,467,852,684,276,2610,1644,1497,1677,2106,3008,4636,5240,3064,939,23806,1264,805,976,930,993,1048,818,416,158,7402,14765,8462,9333,9421,10800,11761,9990,4893,1394,80807,11358,5099,6144,6242,6518,5820,3810,1385,374,46750,1173,1584,2002,2188,2603,3115,2952,1601,560,17781,65,299,497,621,865,1196,1344,913,450,6249,0,26,84,153,377,687,843,639,424,3224,1240,1911,2584,2959,3844,5000,5138,3155,1434,27265,1224,738,787,764,842,952,724,425,248,6715,13817,7747,9518,9969,11208,11771,9670,4968,2059,80724,23202,11267,12824,12628,13322,11902,7739,2795,671,96347,2709,2927,3421,3894,4812,6175,5931,3120,951,33941,173,445,718,953,1449,2304,2751,1779,724,11292,5,31,123,217,592,1154,1696,1317,700,5836,2890,3402,4262,5066,6847,9632,10374,6220,2375,51073,2486,1540,1761,1696,1835,2002,1542,843,406,14113
CED114,12577,6953,7040,6284,6227,5885,3885,1595,406,50847,1886,1593,1637,1745,2126,2832,3053,1666,535,17067,124,174,286,308,566,1020,1488,1055,337,5356,5,16,38,86,211,537,1024,852,351,3114,2015,1784,1963,2139,2900,4391,5559,3567,1222,25538,1881,1093,1164,1038,1196,1195,1063,541,228,9393,16472,9831,10162,9457,10321,11469,10511,5702,1861,85777,12342,5993,6550,6100,6041,5785,3894,1729,519,48955,1427,1984,2086,2122,2407,2934,3021,2001,908,18889,103,409,530,568,770,1278,1504,1140,608,6909,5,29,88,178,417,719,970,897,518,3828,1536,2421,2700,2871,3594,4936,5495,4038,2039,29632,1753,1004,964,1039,1030,1115,918,643,281,8761,15633,9414,10217,10006,10668,11837,10314,6419,2840,87339,24924,12945,13583,12381,12264,11671,7781,3325,926,99797,3314,3576,3725,3870,4529,5772,6073,3665,1444,35963,221,581,812,876,1336,2304,2990,2197,945,12268,13,49,124,264,635,1254,1991,1742,876,6945,3544,4203,4658,5010,6496,9329,11057,7606,3261,55166,3636,2095,2126,2079,2225,2308,1983,1185,509,18150
CED115,13280,9591,9961,8085,7597,6471,3435,1173,270,59863,1171,1175,1131,1149,1590,2485,2210,1116,374,12397,36,83,132,183,371,771,908,592,277,3352,3,10,17,47,148,348,598,478,272,1923,1205,1260,1285,1370,2112,3598,3725,2190,917,17671,1642,1107,1211,1101,999,973,606,333,180,8154,16128,11964,12455,10550,10711,11037,7765,3703,1376,85684,12606,9296,9718,8751,7798,6194,3620,1171,411,59563,748,1261,1228,1300,1911,2649,2474,1324,559,13451,23,152,177,254,510,955,1025,741,418,4250,0,13,42,81,217,455,582,549,486,2421,771,1428,1442,1628,2639,4056,4089,2609,1454,20121,1540,1009,1229,1131,993,953,626,393,284,8150,14926,11729,12390,11506,11419,11205,8327,4171,2157,87839,25892,18892,19680,16830,15395,12661,7058,2345,686,119431,1916,2433,2357,2443,3501,5136,4687,2436,926,25841,55,234,308,434,881,1723,1940,1334,690,7602,10,17,55,123,371,801,1182,1031,759,4343,1983,2693,2723,3001,4748,7654,7813,4799,2377,37788,3178,2117,2441,2230,1992,1924,1226,729,462,16308
CED116,10310,5579,5274,5239,5587,6001,4878,1985,441,45296,1352,1256,1245,1454,1836,3107,4080,2231,625,17187,102,157,233,296,507,1145,1978,1437,453,6305,8,9,29,89,213,645,1257,1151,455,3854,1463,1419,1508,1836,2565,4894,7312,4821,1530,27345,1452,931,1009,975,1026,1015,911,533,192,8052,13226,7933,7789,8046,9175,11911,13103,7335,2161,80692,10028,4649,4921,5077,5538,6436,5047,1916,563,44172,1074,1462,1725,1916,2228,3461,4171,2485,948,19463,80,281,413,512,770,1388,2089,1501,770,7805,4,25,72,141,379,839,1291,1146,642,4539,1155,1763,2201,2569,3382,5691,7556,5131,2356,31809,1269,767,675,777,826,950,909,585,319,7073,12456,7180,7799,8418,9742,13064,13508,7629,3249,83053,20343,10234,10194,10312,11121,12434,9926,3902,1002,89467,2427,2714,2964,3368,4072,6565,8252,4711,1574,36651,177,434,644,805,1287,2535,4072,2942,1223,14115,8,33,100,231,596,1484,2550,2299,1093,8392,2616,3180,3709,4403,5947,10582,14872,9949,3887,59154,2725,1700,1687,1748,1852,1964,1820,1116,516,15120
CED117,9884,5649,10333,9251,7444,4763,2331,940,259,50842,877,1180,2344,2126,1952,1834,1726,879,332,13264,31,151,366,354,362,536,663,449,182,3095,0,11,20,48,103,193,341,323,148,1188,908,1346,2732,2532,2417,2566,2732,1657,657,17546,629,530,958,861,740,657,379,249,136,5125,11419,7521,14015,12639,10597,7982,5439,2849,1048,73515,9625,4991,9973,9177,7511,4837,2771,1035,305,50233,691,1814,3412,2503,2312,2020,1867,1105,536,16262,33,269,658,477,501,592,739,599,331,4205,4,10,56,70,141,238,410,388,241,1555,727,2099,4128,3049,2957,2854,3013,2091,1110,22023,599,557,999,805,653,520,395,237,196,4965,10950,7651,15105,13028,11119,8206,6183,3361,1612,77216,19511,10640,20309,18423,14954,9598,5101,1974,558,101076,1575,2995,5761,4625,4263,3854,3596,1989,868,29517,60,421,1020,836,862,1130,1402,1051,514,7299,3,22,79,118,254,432,749,713,388,2745,1633,3436,6860,5582,5373,5412,5748,3746,1770,39562,1226,1088,1953,1664,1390,1177,765,488,328,10087
CED118,19868,10101,11340,14902,8779,4893,2417,847,172,73329,1838,1608,1491,2388,2364,2417,1966,906,238,15223,69,135,202,266,445,749,928,529,151,3471,3,11,20,51,136,339,547,431,141,1682,1911,1756,1709,2707,2945,3501,3438,1868,526,20376,1424,1121,1580,1431,953,567,335,199,75,7682,23202,12978,14637,19041,12677,8964,6193,2910,778,101385,19260,8874,11639,14461,7985,4942,2823,901,241,71119,1287,1754,1986,2515,2517,2468,2184,1029,368,16112,54,292,381,465,648,862,969,591,269,4531,0,19,44,118,256,433,563,494,235,2158,1342,2072,2410,3093,3424,3761,3714,2110,873,22800,1376,784,1014,1071,764,560,372,191,98,6233,21979,11728,15064,18622,12170,9269,6909,3205,1214,100159,39128,18972,22981,29363,16763,9839,5240,1750,413,144452,3125,3368,3471,4905,4885,4881,4157,1932,608,31335,120,432,585,729,1093,1613,1895,1119,419,8002,7,32,68,168,392,773,1107,925,375,3841,3256,3829,4120,5802,6370,7271,7156,3975,1400,43179,2795,1902,2599,2498,1721,1129,714,388,175,13916
CED119,13040,7514,6409,7721,7173,5123,2743,1064,229,51009,1484,1378,1216,1594,1905,2241,2151,1162,318,13453,66,147,142,243,357,654,921,679,268,3469,4,7,13,38,101,233,530,512,246,1680,1551,1530,1372,1872,2363,3128,3597,2354,832,18604,865,644,483,570,608,484,341,292,149,4436,15452,9688,8261,10163,10147,8740,6682,3706,1211,74052,12904,6507,6218,7851,7306,5362,2994,1136,324,50608,1007,1509,1552,2002,2284,2286,2225,1431,504,14800,55,207,314,413,566,758,1013,768,446,4557,0,14,37,78,151,329,490,540,414,2062,1064,1730,1912,2494,3000,3376,3727,2740,1365,21420,782,473,436,549,552,458,385,300,276,4220,14754,8713,8565,10899,10865,9197,7110,4182,1965,76248,25939,14023,12625,15571,14483,10483,5740,2200,553,101622,2485,2888,2769,3602,4190,4531,4375,2600,820,28260,123,354,455,663,924,1417,1931,1450,717,8025,4,23,57,108,246,562,1021,1045,656,3742,2613,3266,3286,4370,5361,6506,7333,5093,2196,40020,1645,1111,917,1126,1166,946,725,595,427,8661
CED120,14844,7862,7758,7375,7009,5162,3029,1123,233,54394,2072,1591,1634,1858,2320,2720,2554,1302,350,16398,129,172,234,366,563,981,1314,852,248,4853,5,14,32,81,193,442,831,669,220,2481,2211,1774,1898,2307,3079,4139,4697,2818,813,23740,1525,950,964,969,981,837,592,354,132,7301,18574,10589,10620,10645,11072,10139,8315,4298,1177,85432,14461,6889,7416,7241,6820,5167,3066,1128,316,52493,1447,1896,2193,2367,2553,2891,2763,1428,585,18125,88,308,547,585,839,1175,1379,916,387,6228,0,29,63,154,335,655,917,713,362,3234,1536,2235,2805,3103,3731,4724,5062,3063,1330,27590,1406,770,742,869,802,719,594,395,278,6575,17403,9891,10967,11211,11358,10609,8722,4576,1927,86665,29306,14749,15170,14613,13829,10331,6092,2254,550,106883,3519,3492,3823,4224,4881,5611,5319,2730,928,34528,214,477,787,950,1408,2156,2688,1766,633,11081,10,36,95,229,530,1100,1748,1382,583,5723,3742,4007,4705,5407,6814,8861,9755,5877,2149,51330,2932,1725,1704,1834,1786,1558,1185,744,412,13880
CED121,12934,7359,7394,6610,6231,5066,3137,1195,283,50208,2313,1816,1968,2077,2346,2902,2872,1555,454,18306,181,279,346,469,667,1103,1524,1039,348,5964,4,19,46,82,270,639,1112,977,395,3551,2501,2116,2360,2632,3282,4644,5514,3569,1200,27820,1606,1233,1432,1320,1154,983,677,418,184,9008,17044,10709,11188,10558,10672,10698,9323,5180,1666,87036,12759,6042,6731,6271,5897,4924,3279,1321,369,47595,1706,2310,2722,2496,2665,3062,3120,1788,778,20645,128,462,704,765,997,1352,1629,1164,603,7811,14,28,134,205,505,865,1171,1069,666,4662,1846,2799,3563,3458,4167,5279,5919,4017,2053,33112,1466,821,773,754,785,731,602,449,290,6675,16080,9659,11063,10487,10845,10935,9803,5792,2715,87384,25697,13403,14121,12885,12129,9992,6414,2516,653,97803,4021,4125,4692,4568,5007,5958,5993,3342,1235,38946,311,743,1056,1232,1666,2453,3157,2195,954,13775,23,52,181,282,774,1511,2283,2048,1067,8214,4348,4917,5929,6094,7455,9926,11434,7586,3260,60934,3075,2052,2209,2073,1937,1715,1274,869,472,15683
CED122,12064,9388,14420,10513,7807,5436,2885,1315,407,64230,967,1343,1812,1684,1788,1987,1824,1242,438,13089,38,96,203,230,327,541,758,600,300,3089,0,6,13,27,82,226,390,457,228,1435,1004,1443,2031,1939,2199,2753,2969,2297,962,17613,967,992,1648,1251,1047,803,532,316,136,7680,14030,11823,18095,13702,11056,8995,6390,3931,1499,89527,11779,8545,14494,10632,8189,5618,3354,1551,510,64667,686,1714,2430,1951,2000,2113,2146,1608,750,15390,23,224,325,318,451,625,846,838,490,4138,0,10,34,54,144,294,404,530,328,1805,712,1949,2794,2319,2592,3026,3401,2970,1564,21327,879,826,1334,962,736,604,528,323,211,6410,13372,11324,18621,13911,11517,9249,7276,4845,2288,92410,23842,17935,28914,21143,15993,11050,6239,2870,920,128903,1651,3056,4242,3635,3786,4103,3973,2849,1190,28478,66,323,529,541,775,1165,1605,1437,789,7225,0,16,50,80,226,518,793,986,550,3235,1717,3390,4819,4257,4795,5783,6370,5275,2526,38940,1846,1816,2984,2209,1785,1407,1058,640,350,14093
CED123,16439,9044,9857,9599,7007,4698,2455,855,185,60133,2192,1843,2098,2261,2432,2466,2149,1047,227,16719,155,245,354,460,652,853,1056,607,154,4534,4,23,53,103,229,496,765,555,141,2364,2350,2104,2505,2823,3314,3820,3971,2206,525,23614,1887,1245,1488,1338,1141,763,516,339,164,8887,20682,12389,13856,13756,11460,9276,6938,3399,872,92631,16037,8006,9673,9135,6664,4723,2672,947,275,58116,1540,2418,3066,2701,2668,2637,2436,1167,369,18995,109,477,772,754,915,1128,1226,726,286,6398,6,32,113,241,460,669,832,620,299,3279,1658,2931,3949,3690,4040,4433,4494,2516,957,28671,1766,1071,1383,1238,950,690,573,420,342,8427,19462,12001,15004,14059,11657,9834,7746,3877,1577,95216,32474,17043,19526,18733,13668,9413,5129,1799,462,118250,3733,4262,5171,4957,5100,5101,4583,2212,599,35713,263,728,1127,1210,1572,1983,2280,1331,440,10930,10,52,164,345,686,1168,1601,1178,443,5642,4011,5036,6461,6510,7351,8251,8464,4725,1475,52282,3655,2310,2876,2576,2094,1451,1090,755,511,17315
CED124,9599,5256,4067,4534,5408,5713,4939,2089,464,42061,1614,1207,1103,1346,1959,3129,4035,2411,631,17429,116,180,208,296,522,1244,2050,1392,447,6446,4,18,33,81,229,628,1345,1275,470,4080,1737,1408,1344,1724,2711,4998,7423,5075,1550,27955,1316,760,574,692,825,936,943,599,225,6870,12649,7424,5974,6950,8943,11640,13312,7764,2237,76884,9520,4470,3978,4617,5511,6276,5159,2113,573,42213,1250,1458,1592,1783,2255,3374,4038,2505,944,19198,82,290,399,477,821,1431,1946,1516,694,7653,7,26,65,147,377,908,1257,1137,715,4632,1335,1764,2051,2406,3455,5718,7240,5153,2357,31483,1273,672,600,694,730,869,933,643,361,6765,12124,6908,6628,7713,9690,12861,13331,7914,3295,80459,19114,9726,8041,9152,10910,11990,10092,4205,1037,84274,2867,2665,2691,3128,4215,6503,8067,4910,1580,36622,197,462,608,775,1344,2672,3996,2906,1136,14101,7,47,92,225,603,1535,2601,2414,1186,8717,3067,3173,3393,4134,6165,10712,14670,10226,3904,59440,2592,1434,1168,1383,1558,1802,1874,1241,586,13633
CED125,19994,9756,11533,11724,7506,4879,2576,823,125,68927,2304,1906,2114,2395,2424,2796,2313,918,177,17358,135,232,266,446,606,1007,1152,654,136,4638,7,23,53,96,197,528,849,555,146,2456,2452,2166,2427,2934,3229,4333,4320,2131,461,24451,2097,1087,1103,1197,950,736,417,252,68,7909,24533,13014,15066,15860,11684,9952,7314,3202,657,101285,19629,8929,12284,11122,6937,5095,2724,786,190,67698,1658,2149,2853,2764,2588,2955,2602,1106,318,18998,97,383,592,656,907,1330,1317,710,246,6229,5,31,104,234,438,764,973,642,212,3409,1763,2565,3552,3657,3937,5039,4895,2455,780,28639,1951,1034,1236,1142,856,732,510,276,138,7870,23345,12525,17070,15925,11729,10863,8136,3517,1104,104213,39620,18692,23820,22844,14445,9976,5307,1610,317,136629,3965,4059,4970,5160,5016,5751,4924,2023,497,36352,228,615,854,1100,1512,2335,2468,1364,384,10868,19,56,152,331,629,1287,1825,1195,359,5866,4211,4730,5982,6594,7157,9374,9216,4581,1240,53090,4046,2115,2340,2335,1812,1465,929,529,209,15776
CED126,12519,7621,5740,7247,8297,6189,3542,1695,393,53246,1177,1225,922,1233,1826,2175,2324,1669,561,13116,32,98,87,172,286,547,839,886,371,3329,4,6,7,21,80,167,402,595,311,1597,1214,1328,1019,1429,2196,2895,3569,3151,1239,18039,827,594,468,563,705,638,420,304,165,4675,14567,9536,7233,9236,11194,9715,7528,5144,1803,75968,12035,6369,5509,7766,8566,6424,4013,1961,640,53293,828,1452,1212,1586,2170,2309,2465,2055,978,15054,28,193,188,243,437,610,964,985,626,4266,0,4,16,42,109,204,414,617,516,1923,850,1656,1408,1863,2723,3126,3840,3655,2121,21246,814,528,451,610,716,611,473,394,293,4883,13700,8557,7365,10239,12007,10156,8328,6012,3058,79420,24558,13994,11247,15011,16860,12613,7554,3657,1041,106542,2003,2681,2135,2816,3998,4487,4795,3724,1544,28175,59,291,277,410,729,1158,1804,1866,1000,7594,3,17,19,63,190,369,811,1210,821,3522,2064,2984,2433,3291,4918,6018,7408,6804,3363,39285,1644,1117,920,1175,1421,1242,893,698,454,9557
CED127,11038,6494,5738,5865,6379,5241,3267,1123,236,45381,1444,1430,1361,1622,2018,2504,2551,1316,334,14582,99,189,188,301,455,822,1135,757,195,4149,8,14,31,62,144,367,700,561,224,2104,1548,1633,1584,1986,2618,3693,4391,2635,745,20832,1039,681,600,621,705,612,458,266,127,5110,13626,8808,7928,8472,9694,9549,8113,4028,1112,71325,10808,5343,5218,5724,6311,5283,3576,1312,305,43883,1053,1735,1853,2047,2460,2760,2739,1572,539,16754,78,260,395,506,711,1094,1246,901,355,5543,0,23,36,147,282,548,725,647,410,2817,1128,2015,2275,2697,3452,4405,4708,3114,1311,25112,913,559,541,605,676,622,479,360,254,5014,12855,7918,8032,9029,10441,10309,8759,4791,1872,74011,21851,11836,10956,11589,12692,10520,6845,2442,539,89262,2493,3163,3211,3671,4477,5266,5294,2890,874,31334,178,453,585,808,1165,1917,2384,1653,558,9687,8,34,68,206,426,919,1421,1203,629,4917,2678,3648,3866,4683,6067,8099,9096,5749,2055,45945,1955,1240,1142,1225,1380,1235,935,632,383,10123
CED128,14911,9566,9985,8831,7178,5541,2842,1101,286,60244,1438,1255,1222,1488,1892,2494,2263,1158,328,13546,54,98,134,252,459,837,1040,666,210,3753,6,12,18,56,160,401,608,536,195,1984,1499,1363,1375,1797,2512,3737,3906,2367,735,19285,1727,1093,1209,1144,946,774,545,318,139,7894,18144,12030,12567,11774,10631,10050,7297,3787,1157,87426,14764,8648,9465,8752,7145,5536,3052,1135,372,58871,1001,1283,1355,1721,2033,2691,2390,1342,545,14346,37,157,258,340,672,1057,1092,780,361,4745,4,5,38,111,264,539,657,597,311,2520,1040,1445,1653,2170,2965,4280,4135,2715,1219,21617,1736,940,1119,1051,918,792,553,353,267,7737,17543,11036,12238,11970,11026,10610,7734,4202,1859,88217,29677,18213,19454,17577,14326,11075,5890,2237,654,119115,2439,2536,2575,3217,3922,5184,4648,2503,873,27897,91,254,396,592,1126,1896,2132,1449,569,8503,5,14,54,166,424,937,1260,1134,510,4502,2533,2811,3030,3972,5474,8014,8039,5080,1951,40900,3467,2040,2321,2199,1861,1567,1095,672,403,15631
CED129,18378,9732,7586,12478,9697,5945,3300,1269,270,68658,1596,1547,1194,1861,2134,2314,2285,1363,321,14620,55,104,113,205,402,616,945,754,219,3411,0,9,10,25,71,171,437,507,218,1449,1653,1661,1318,2097,2606,3107,3664,2622,758,19483,889,564,469,602,603,412,329,203,159,4234,20924,11957,9373,15170,12905,9462,7293,4102,1187,92376,17859,8726,8175,13289,9813,6286,3907,1442,356,69845,1044,1737,1433,2104,2399,2399,2578,1535,520,15753,44,223,218,321,501,614,1006,813,351,4084,0,17,17,60,135,245,453,499,296,1723,1090,1973,1670,2486,3031,3254,4036,2848,1168,21568,812,530,512,690,611,503,351,236,182,4431,19765,11225,10358,16461,13461,10045,8297,4522,1707,95838,36242,18451,15763,25761,19508,12230,7208,2712,620,138500,2642,3284,2631,3965,4533,4716,4856,2900,842,30376,99,327,329,527,900,1231,1951,1566,571,7497,4,22,27,90,206,416,891,1009,517,3174,2745,3633,2983,4581,5639,6363,7697,5474,1925,41049,1706,1096,983,1285,1217,919,681,440,343,8660
CED130,11534,6454,6085,5497,5384,4892,3444,1440,295,45035,1752,1426,1434,1492,1925,2656,2859,1617,442,15602,148,196,250,335,526,1011,1410,985,310,5168,18,26,41,89,216,566,924,807,291,2980,1915,1645,1724,1916,2672,4238,5193,3411,1040,23754,1780,1300,1056,989,1104,1069,889,558,234,8969,15231,9394,8865,8401,9159,10196,9525,5412,1572,77752,11180,5783,5944,5397,5428,5083,3513,1641,459,44419,1274,1935,1981,1916,2208,2688,2781,1925,766,17475,113,422,486,555,733,1249,1404,1054,529,6550,6,22,90,176,390,778,989,890,477,3824,1397,2378,2558,2647,3334,4715,5170,3876,1776,27848,1746,1227,974,898,969,1000,828,623,365,8626,14326,9382,9473,8942,9735,10798,9509,6138,2596,80894,22721,12236,12030,10894,10818,9976,6951,3078,758,89452,3029,3357,3416,3409,4131,5344,5639,3542,1207,33071,259,620,732,897,1261,2262,2806,2042,841,11719,22,50,129,262,608,1348,1915,1702,766,6805,3306,4022,4282,4571,6004,8952,10360,7285,2815,51599,3529,2528,2024,1891,2075,2067,1715,1181,598,17597
CED131,11239,8536,9443,7396,6311,4698,2687,924,266,51507,1673,1953,2360,2055,2138,2529,2247,1171,408,16528,97,251,399,436,544,918,1073,773,294,4783,5,14,51,89,211,428,714,645,309,2464,1775,2216,2808,2577,2887,3874,4036,2593,1017,23779,984,1145,1030,801,801,708,467,280,175,6389,13998,11899,13278,10781,10005,9281,7182,3802,1453,81680,11023,7619,8276,7002,6260,4768,2771,1165,432,49319,1157,2782,3156,2420,2452,2697,2420,1453,763,19293,62,527,724,646,767,1053,1225,902,562,6464,4,33,81,156,303,603,821,736,567,3300,1221,3338,3958,3225,3513,4357,4466,3085,1897,29063,914,1060,851,707,700,623,464,367,418,6105,13159,12017,13086,10934,10478,9747,7705,4621,2746,84482,22264,16160,17721,14402,12570,9467,5459,2095,697,100824,2832,4738,5509,4472,4588,5226,4666,2625,1173,35826,158,778,1123,1084,1311,1972,2299,1669,855,11247,8,47,126,244,507,1034,1536,1382,878,5767,2998,5558,6762,5806,6402,8228,8505,5682,2914,52841,1900,2203,1880,1514,1501,1325,929,645,588,12492
