CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED132,12484,6737,9977,10783,8046,5643,3357,1380,345,58754,1020,1149,1674,1828,1832,1844,1954,1296,395,12993,18,107,189,223,299,480,743,591,258,2910,0,0,19,27,68,152,309,376,198,1162,1039,1256,1890,2072,2195,2481,3013,2264,853,17060,683,465,764,754,620,463,367,260,188,4559,14201,8458,12630,13602,10863,8585,6738,3911,1384,80375,12127,5858,10728,11637,8854,6246,4164,1682,516,61805,684,1430,2142,2036,1964,1980,2224,1495,753,14704,19,198,328,324,365,511,767,718,494,3718,0,11,24,46,87,177,323,384,348,1402,705,1637,2493,2407,2410,2666,3310,2602,1595,19819,662,428,786,839,643,516,468,378,483,5208,13493,7923,14003,14883,11905,9436,7939,4658,2591,86835,24612,12596,20701,22416,16896,11888,7520,3064,862,120554,1700,2583,3821,3861,3797,3828,4180,2794,1151,27703,38,299,521,544,661,990,1507,1307,748,6626,0,8,43,76,159,330,630,763,548,2559,1744,2899,4382,4480,4610,5151,6320,4867,2447,36883,1346,892,1548,1587,1267,978,834,638,666,9771
CED133,11301,6109,5459,5428,6055,6047,4507,1613,367,46885,1693,1422,1299,1715,2230,3283,3592,1830,502,17562,129,192,267,337,584,1279,1803,1124,388,6101,3,13,34,81,245,696,1158,927,414,3569,1829,1626,1597,2135,3056,5259,6558,3877,1298,27231,1700,1101,1260,1217,1191,1266,913,469,179,9294,14832,8839,8308,8773,10301,12575,11974,5958,1846,83408,11048,5246,5282,5615,6149,6280,4601,1691,483,46395,1254,1622,1894,2040,2461,3329,3558,2030,833,19030,90,322,461,603,914,1385,1719,1241,657,7389,3,38,66,188,445,826,1080,958,646,4255,1349,1986,2419,2830,3826,5543,6361,4232,2133,30674,1589,923,927,1001,1021,1100,926,521,297,8303,13981,8147,8636,9447,10985,12912,11886,6444,2922,85376,22348,11357,10746,11043,12202,12326,9107,3301,855,93285,2945,3044,3189,3755,4686,6617,7149,3856,1336,36588,220,516,729,935,1497,2665,3524,2362,1043,13491,7,53,100,267,690,1529,2243,1889,1056,7827,3175,3612,4021,4960,6874,10808,12915,8105,3440,57903,3292,2025,2185,2213,2212,2362,1843,990,478,17595
CED134,11474,5679,6697,5244,5045,4632,2782,1176,283,43015,1940,1235,1418,1470,1776,2591,2455,1366,406,14647,119,185,203,297,528,942,1272,853,264,4675,5,11,47,86,219,600,920,691,280,2870,2065,1429,1672,1853,2530,4134,4651,2914,954,22192,2544,1437,1448,1333,1358,1475,1090,625,230,11545,16086,8548,9813,8423,8933,10240,8527,4706,1461,76753,11369,5024,6496,5236,4809,4480,2698,1245,403,41758,1349,1537,2077,1772,2034,2485,2280,1633,669,15839,82,321,503,518,717,1227,1212,923,439,5937,4,32,71,151,385,789,961,746,390,3526,1446,1888,2650,2438,3133,4499,4449,3306,1503,25306,2441,1263,1416,1307,1298,1303,974,730,420,11161,15256,8172,10566,8984,9238,10281,8120,5280,2320,78220,22847,10699,13195,10478,9852,9114,5479,2421,683,84768,3290,2772,3490,3241,3809,5072,4732,2997,1079,30486,205,502,706,813,1246,2168,2484,1780,704,10614,5,46,120,237,609,1397,1883,1437,669,6394,3509,3322,4320,4289,5663,8633,9104,6217,2456,47494,4991,2704,2864,2638,2658,2777,2065,1352,648,22705
CED135,16856,10416,17530,15271,7484,5399,2765,1027,270,77012,1216,1141,1582,1999,1915,2135,1859,997,352,13190,27,87,201,252,384,689,800,531,202,3162,0,10,30,56,109,318,449,414,192,1589,1242,1243,1813,2301,2410,3135,3106,1939,749,17936,1652,1144,1882,1535,933,799,464,255,139,8805,19746,12797,21228,19107,10828,9335,6336,3224,1157,103754,16343,8709,16303,13111,7465,5503,3032,1108,309,71888,799,1291,1865,1863,1949,2201,1979,1219,499,13662,23,203,315,331,492,755,832,697,310,3952,0,7,34,95,223,399,519,477,287,2041,831,1507,2208,2286,2666,3359,3330,2389,1099,19661,1535,939,1610,1375,819,722,482,305,183,7970,18702,11154,20127,16769,10946,9578,6847,3800,1594,99517,33195,19127,33837,28379,14949,10901,5798,2135,584,148897,2017,2433,3448,3858,3859,4331,3835,2216,850,26857,48,292,521,583,875,1442,1625,1227,514,7114,0,25,59,145,338,718,976,885,484,3624,2065,2747,4023,4588,5071,6496,6435,4331,1846,37600,3184,2082,3498,2910,1751,1518,949,562,326,16779
CED136,13355,7291,7408,6655,6010,4822,3243,1341,238,50372,2306,1870,2169,2116,2430,2822,3004,1678,408,18806,219,262,412,493,718,1251,1633,1046,281,6308,9,19,56,116,243,644,1179,938,277,3475,2536,2155,2631,2726,3392,4714,5817,3664,956,28593,1533,880,944,833,822,774,603,427,143,6958,17426,10333,10986,10214,10225,10316,9657,5433,1345,85927,13215,6029,6892,6246,5788,5057,3504,1414,331,48473,1867,2446,2953,2713,2702,3072,3258,1901,668,21572,181,542,832,819,1076,1457,1765,1216,454,8338,8,30,137,250,532,918,1301,1000,499,4676,2055,3025,3915,3777,4310,5445,6318,4116,1614,34583,1443,748,781,756,724,703,671,466,293,6594,16712,9809,11589,10778,10834,11206,10493,5994,2242,89647,26569,13323,14304,12900,11799,9878,6740,2751,571,98844,4175,4318,5125,4833,5133,5898,6256,3577,1073,40381,397,811,1240,1306,1795,2706,3393,2257,730,14647,18,52,187,367,780,1559,2474,1940,772,8145,4594,5187,6551,6500,7707,10159,12137,7777,2581,63174,2977,1628,1722,1587,1547,1477,1277,898,438,13553
CED137,12984,10802,18945,12842,8098,6233,3375,1352,376,75009,873,1130,1778,1738,1686,2180,2096,1191,451,13127,34,83,175,215,283,485,756,615,301,2936,0,4,14,39,63,186,358,402,273,1335,908,1212,1971,1996,2034,2849,3208,2205,1020,17395,868,1101,1985,1296,819,632,476,269,203,7646,14765,13118,22893,16131,10942,9713,7053,3829,1608,100054,12946,10000,18200,12318,8983,7019,3939,1520,472,75399,595,1329,2030,1710,1882,2266,2287,1464,716,14286,11,151,316,266,373,651,845,765,456,3832,0,0,26,44,96,221,364,447,408,1620,612,1488,2373,2022,2346,3136,3494,2677,1588,19734,851,781,1466,977,707,673,469,338,366,6630,14410,12261,22044,15313,12039,10831,7913,4531,2428,101763,25939,20798,37141,25160,17081,13253,7316,2867,854,150407,1474,2463,3806,3451,3569,4444,4382,2657,1165,27409,48,228,491,485,654,1129,1596,1379,758,6768,0,10,46,80,160,406,716,852,680,2952,1516,2698,4345,4017,4376,5989,6700,4882,2610,37133,1716,1880,3451,2271,1522,1312,953,609,568,14279
CED138,11195,5708,5724,6619,6513,6019,4711,1739,485,48723,1254,1061,1077,1610,2034,2786,3277,1932,620,15638,90,122,150,238,436,883,1484,1083,438,4934,6,9,24,56,135,436,864,825,429,2778,1353,1196,1256,1904,2604,4098,5627,3841,1483,23350,1544,891,928,1079,1137,1084,936,499,276,8368,14090,7798,7907,9598,10254,11198,11272,6081,2246,80437,10889,5204,6273,7129,7119,6967,5015,1989,703,51292,905,1438,1509,1959,2327,3048,3487,2178,1099,17949,64,184,260,413,621,1087,1497,1207,669,5997,5,9,31,95,232,546,923,888,635,3357,976,1625,1798,2466,3179,4683,5908,4276,2404,27307,1411,810,929,1082,1064,1097,920,637,447,8395,13272,7646,9000,10680,11362,12748,11840,6900,3549,86993,22086,10917,12000,13746,13631,12988,9728,3731,1190,100013,2155,2496,2584,3566,4362,5831,6764,4108,1720,33591,156,311,409,655,1057,1970,2981,2290,1101,10935,12,21,54,147,365,980,1784,1707,1064,6132,2321,2822,3053,4363,5784,8784,11536,8110,3884,50657,2954,1700,1857,2159,2198,2179,1855,1145,721,16767
CED139,12362,6978,6607,5671,5418,4881,3147,1354,377,46795,1858,1571,1531,1612,1875,2607,2710,1581,496,15840,138,211,277,335,539,1088,1456,958,336,5328,8,14,37,88,233,562,1088,835,314,3173,2000,1800,1840,2037,2653,4245,5251,3370,1149,24347,1544,1275,1169,1109,1081,1020,760,504,180,8641,15906,10052,9615,8826,9152,10145,9161,5231,1702,79774,12269,6251,6140,5624,5327,4811,3317,1533,513,45795,1395,2035,2029,1938,2159,2669,2739,1789,893,17647,110,450,600,585,812,1185,1488,1041,536,6806,6,38,90,183,379,809,1047,871,551,3960,1506,2519,2725,2717,3347,4667,5266,3694,1980,28415,1543,949,824,797,840,878,712,546,285,7366,15318,9713,9687,9133,9516,10358,9295,5771,2773,81571,24630,13231,12748,11298,10752,9687,6463,2889,888,92590,3247,3606,3563,3555,4040,5275,5450,3367,1392,33491,243,657,874,926,1351,2276,2936,1995,873,12133,10,53,125,270,609,1362,2132,1702,861,7130,3507,4315,4565,4753,6000,8915,10519,7062,3127,52756,3087,2222,1986,1909,1923,1895,1472,1049,462,16006
CED140,10997,6176,5480,6209,6346,5224,3357,1492,374,45653,1358,1297,1341,1632,1991,2529,2671,1720,518,15059,74,146,219,270,467,844,1284,1061,391,4749,4,11,24,67,152,427,714,835,327,2554,1438,1454,1580,1962,2608,3796,4661,3618,1235,22359,1043,679,641,644,750,729,553,355,195,5581,13476,8309,7703,8815,9696,9751,8574,5463,1804,73596,10473,5393,5080,6349,6261,5622,3944,1712,555,45387,1013,1661,1743,2034,2276,2849,3043,2021,950,17601,66,304,404,441,723,1053,1467,1204,700,6358,3,17,58,125,275,612,891,872,563,3420,1081,1982,2206,2596,3279,4516,5402,4098,2223,27378,976,563,562,655,661,720,670,492,319,5609,12529,7943,7848,9598,10200,10855,10015,6305,3093,78375,21473,11575,10564,12563,12599,10842,7300,3205,925,91040,2369,2952,3088,3660,4275,5377,5716,3747,1472,32660,142,453,617,707,1188,1894,2750,2262,1094,11108,9,29,80,184,429,1035,1602,1710,893,5972,2522,3430,3787,4556,5888,8314,10062,7718,3465,49743,2017,1242,1200,1292,1405,1446,1225,847,510,11188
CED141,11035,6295,5716,5878,5911,4786,2957,1260,280,44125,1758,1575,1519,1719,2067,2597,2759,1709,520,16214,134,187,247,346,558,987,1375,1099,343,5270,10,15,26,62,187,482,940,966,365,3054,1900,1769,1793,2129,2813,4058,5075,3776,1229,24534,1107,721,634,678,758,626,481,327,159,5488,14039,8789,8141,8684,9487,9472,8509,5367,1667,74146,10606,5132,5284,5846,5731,5037,3395,1486,422,42933,1339,1895,2000,2194,2375,2832,3100,2058,800,18590,109,378,528,592,799,1203,1538,1267,583,7006,3,19,58,152,363,658,1070,1027,588,3948,1452,2293,2585,2943,3536,4694,5713,4351,1973,29537,1066,569,587,569,601,636,605,440,239,5306,13120,7998,8448,9352,9862,10362,9706,6275,2632,77775,21636,11435,11002,11727,11642,9823,6347,2748,701,87057,3100,3470,3514,3914,4433,5424,5859,3767,1319,34800,241,561,773,937,1354,2189,2920,2367,931,12270,11,36,85,215,551,1136,2008,1998,959,6999,3352,4067,4373,5067,6347,8752,10786,8132,3205,54074,2172,1292,1220,1247,1358,1261,1082,767,395,10796
CED142,6989,9953,26468,15886,8369,5431,2677,884,190,76856,477,1386,3963,2877,2188,2051,1629,812,222,15608,23,145,486,423,493,664,716,466,118,3535,0,8,42,68,165,280,382,276,108,1335,505,1539,4488,3364,2846,3004,2716,1555,459,20471,609,1196,2927,1741,1208,930,581,311,89,9582,8101,12687,33884,20990,12424,9368,5974,2749,735,106905,6728,10113,24321,12775,6466,4521,2623,936,227,68713,373,2229,4611,2462,1663,1746,1556,860,294,15791,13,308,752,462,414,571,638,422,192,3767,0,16,61,73,150,267,298,257,154,1271,391,2553,5423,3000,2226,2584,2492,1538,634,20833,529,1174,2459,1354,792,639,451,243,131,7764,7652,13840,32205,17131,9484,7743,5557,2712,985,97307,13716,20063,50789,28662,14840,9958,5302,1814,422,145564,853,3616,8573,5337,3854,3794,3182,1670,523,31399,40,453,1240,886,910,1235,1345,887,311,7301,0,20,98,140,311,551,679,533,263,2607,891,4095,9905,6360,5071,5586,5211,3097,1093,41307,1142,2371,5389,3095,1995,1568,1021,551,211,17346
CED143,12053,6543,7623,8308,8349,5665,2929,1339,352,53158,986,1004,1107,1407,1655,2000,1764,1240,425,11593,28,85,87,149,257,440,649,629,296,2635,3,3,18,18,57,138,260,343,221,1066,1022,1098,1214,1571,1965,2584,2676,2217,943,15288,715,487,543,589,651,532,369,222,109,4222,13788,8126,9384,10472,10966,8789,5972,3780,1406,72669,11911,5837,8052,9016,8867,6030,3619,1719,483,55529,635,1456,1619,1662,1977,1998,1931,1495,716,13486,19,172,234,257,368,455,725,757,445,3427,0,7,21,34,69,166,264,383,311,1259,654,1636,1866,1951,2416,2619,2912,2643,1469,18164,639,437,603,608,692,563,365,311,235,4448,13203,7909,10524,11576,11972,9210,6898,4672,2188,78145,23959,12376,15678,17324,17213,11697,6546,3063,832,108693,1622,2459,2731,3067,3628,4006,3695,2734,1141,25080,47,261,320,406,628,899,1374,1386,743,6054,10,10,35,58,127,307,520,734,529,2323,1678,2736,3086,3526,4383,5202,5592,4855,2415,33457,1356,929,1144,1202,1340,1096,733,532,345,8668
CED144,15037,9855,12859,10254,7875,5906,3002,1293,385,66468,1285,1155,1148,1500,1771,2322,1971,1187,478,12813,44,73,139,194,316,663,818,707,276,3227,0,4,30,40,109,292,506,484,286,1755,1329,1234,1315,1732,2201,3274,3300,2373,1046,17795,1696,1185,1509,1277,977,864,526,349,167,8548,18059,12268,15677,13263,11052,10043,6830,4011,1598,92809,14409,8808,10980,9428,7893,5858,3161,1324,467,62314,733,1235,1489,1662,1935,2359,2234,1381,760,13790,22,167,256,279,511,788,903,797,499,4233,0,4,27,65,181,396,522,591,447,2230,759,1409,1768,2007,2630,3537,3660,2771,1709,20253,1534,969,1235,1096,988,815,518,363,262,7779,16699,11186,13979,12533,11507,10202,7345,4453,2431,90349,29450,18659,23833,19684,15764,11760,6163,2618,848,128780,2019,2395,2631,3167,3709,4677,4202,2563,1244,26600,66,241,392,477,830,1450,1721,1501,778,7463,6,11,56,105,292,681,1029,1070,732,3983,2084,2640,3082,3738,4832,6814,6962,5144,2753,38045,3229,2152,2741,2378,1965,1674,1049,711,429,16332
CED145,9667,5218,10802,8742,6963,4749,2806,1253,353,50551,731,748,1588,1466,1470,1469,1620,1155,442,10689,14,51,155,162,236,453,662,534,243,2503,0,6,6,20,42,126,267,307,181,968,745,804,1749,1649,1747,2043,2546,1995,864,14157,669,554,1129,830,656,495,398,309,272,5313,11073,6581,13674,11224,9365,7288,5753,3567,1494,70021,9534,5385,12048,8950,7317,4954,3344,1629,522,53684,538,1142,2262,1632,1549,1569,1795,1364,707,12550,17,130,299,224,258,400,634,600,405,2971,0,7,11,35,56,136,248,356,266,1120,555,1280,2569,1891,1862,2102,2674,2315,1372,16640,684,514,1211,823,636,504,434,445,520,5766,10774,7176,15835,11670,9818,7561,6450,4388,2412,76081,19201,10605,22850,17693,14277,9702,6150,2879,879,104229,1266,1887,3849,3100,3018,3035,3411,2519,1144,23232,31,185,455,388,498,847,1294,1138,647,5467,0,11,21,58,101,262,520,663,454,2089,1300,2083,4320,3545,3613,4150,5226,4318,2239,30791,1349,1070,2338,1656,1295,1005,825,755,785,11077
CED146,19193,11828,10298,10832,8582,6101,2766,838,173,70622,1815,1615,1374,1597,2111,2764,1949,888,223,14344,83,104,151,233,443,889,935,561,132,3537,4,11,32,73,171,439,572,468,196,1974,1907,1729,1554,1904,2728,4092,3456,1920,556,19849,2093,1210,1018,1094,933,841,464,306,212,8172,23196,14764,12879,13833,12241,11035,6694,3070,938,98652,18550,10904,10959,11115,8524,5874,2650,835,240,69657,1164,1581,1759,2002,2433,2759,2237,1067,381,15391,56,192,281,391,687,1112,1010,636,297,4665,0,17,47,117,304,588,657,561,306,2590,1220,1795,2083,2520,3427,4462,3900,2272,983,22647,1996,1084,1136,1212,1023,770,525,294,173,8219,21771,13778,14177,14845,12970,11107,7078,3399,1394,100525,37746,22741,21259,21953,17106,11978,5416,1674,412,140276,2982,3197,3124,3606,4544,5519,4189,1959,611,29731,142,300,430,633,1135,2000,1946,1201,428,8199,4,23,80,188,478,1031,1223,1033,499,4567,3129,3516,3635,4426,6149,8556,7362,4189,1533,42499,4090,2289,2158,2308,1958,1611,996,597,388,16394
CED147,12755,7356,6972,6691,6483,5301,3370,1513,362,50809,1843,1519,1582,1848,2168,2700,2697,1696,493,16548,115,214,261,333,558,965,1393,1076,357,5261,7,16,34,75,183,469,889,854,315,2834,1972,1749,1873,2255,2912,4131,4980,3622,1165,24646,1387,856,688,749,795,720,587,450,347,6583,16114,9960,9538,9699,10181,10150,8936,5585,1873,82035,12509,6415,6448,6503,6317,5328,3689,1652,448,49299,1358,2060,2235,2291,2534,3050,3263,2102,783,19672,83,356,615,635,922,1248,1605,1284,516,7259,7,37,89,174,374,749,961,990,476,3868,1445,2457,2937,3098,3831,5055,5832,4373,1773,30801,1253,733,696,693,768,712,623,528,399,6406,15197,9597,10083,10295,10917,11092,10147,6556,2620,86507,25260,13767,13416,13197,12798,10628,7060,3163,812,100108,3197,3576,3812,4138,4708,5749,5960,3797,1278,36222,204,565,871,965,1485,2214,3000,2355,869,12521,14,56,124,248,552,1218,1847,1843,794,6697,3412,4199,4811,5349,6744,9182,10810,7995,2941,55446,2634,1590,1388,1441,1563,1433,1212,982,743,12993
CED194,332,298,549,403,317,286,211,47,3,2443,36,100,168,154,165,184,159,43,9,1008,7,18,17,43,53,86,89,30,3,343,0,0,5,9,29,74,52,17,3,203,44,123,191,206,244,348,303,88,12,1552,262,241,426,496,450,318,137,35,3,2375,639,658,1164,1108,1010,949,648,166,19,6375,276,284,470,269,247,261,144,31,7,1986,50,143,154,127,122,155,96,21,4,870,5,47,53,43,56,79,50,19,8,347,0,5,15,19,36,55,44,12,4,196,57,192,223,186,204,284,190,56,16,1408,285,220,335,292,212,157,68,19,7,1605,616,703,1022,749,666,698,404,104,32,4997,610,587,1016,670,557,546,356,76,7,4427,89,244,317,279,285,344,254,66,12,1883,9,67,72,88,99,159,139,48,5,690,0,4,21,33,68,124,102,33,10,394,97,311,408,394,453,632,494,148,27,2966,555,462,763,794,661,469,210,54,14,3980
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
