CED_CODE_2021,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
CED111,2105,2056,1578,898,348,110,9598,714,1640,1564,1468,1231,721,217,52,7593,345,655,541,424,256,145,66,11,2448,373,555,513,498,318,173,75,12,2517,18,6,8,3,8,15,13,17,90,44,101,92,107,87,41,25,18,513,602,591,532,476,462,488,587,607,4328,3910,9231,8656,8012,6706,4430,2042,1065,44057,287,716,527,484,454,314,155,22,2955,262,692,686,414,288,119,22,3,2493,681,2597,2082,2446,2795,2140,1174,355,14273,501,1147,995,924,730,446,264,102,5109,106,301,305,266,194,109,31,4,1323,731,2399,1837,1600,1449,897,339,116,9364,292,1512,1566,1494,1536,1409,505,142,8459,1079,3033,3357,3301,2608,1592,586,160,15712,1010,2369,2274,2074,1759,1096,355,94,11022,579,1089,900,684,416,233,84,21,4009,537,817,776,723,467,255,129,21,3720,35,11,17,13,9,19,18,25,152,88,209,206,234,181,104,56,27,1094,1243,1306,1100,1054,962,917,1067,864,8518,7423,18193,16625,15705
CED112,2054,1964,1628,1077,393,99,9330,564,1380,1445,1458,1066,594,163,35,6711,206,372,317,230,160,106,52,12,1456,361,774,662,572,407,264,100,41,3183,8,12,0,6,9,5,3,0,52,33,66,83,76,70,46,16,5,410,565,667,633,616,581,707,947,903,5633,3078,7605,8042,7473,6274,4594,2397,1284,40737,67,220,258,264,192,203,84,14,1310,129,310,446,317,211,117,23,0,1553,406,1438,1490,1829,2129,1784,1087,291,10457,494,1157,1214,1058,876,696,352,102,5961,136,344,322,272,234,120,57,16,1498,523,1662,1707,1610,1501,1016,451,114,8574,280,1264,1346,1117,1056,1092,373,103,6629,737,2366,3136,2951,2452,1781,708,171,14298,729,1851,1978,1962,1458,883,310,61,9224,355,597,538,373,259,191,83,20,2414,500,1109,986,910,614,424,197,49,4794,26,22,8,10,9,14,3,3,88,74,143,189,201,151,113,62,18,972,1190,1368,1360,1310,1200,1373,1573,1307,10679,5645,13864,14980,14185
CED113,1951,2131,1783,1020,336,90,9316,365,1286,1495,1475,1439,852,217,27,7163,96,355,358,345,289,187,70,22,1731,277,613,560,479,358,208,95,17,2607,9,7,0,7,8,4,3,0,43,16,102,141,152,116,73,17,3,623,607,685,686,741,838,784,654,420,5416,2382,7372,7992,8268,7866,5485,2284,824,42479,61,370,436,535,516,450,184,22,2577,169,658,643,456,363,199,34,7,2523,471,1809,1857,2106,2290,1832,856,250,11473,405,1151,957,980,1041,757,321,96,5706,158,449,552,621,677,438,169,31,3106,299,1358,1250,1448,1598,1213,476,140,7769,207,959,1185,1224,1372,1378,525,105,6961,535,2378,2874,3214,2765,1680,582,136,14169,499,1806,2207,2301,2165,1465,446,67,10947,165,576,559,528,472,327,116,32,2780,402,947,881,802,604,338,142,30,4156,13,17,3,14,11,13,9,0,85,37,193,271,310,256,204,65,20,1358,1290,1612,1572,1654,1847,1672,1230,677,11551,4713,14287,15260,16205
CED114,1685,1682,1421,795,250,74,7891,400,1111,1133,1173,1132,621,145,21,5730,82,212,214,148,137,83,41,17,931,339,807,629,521,363,238,102,33,3033,20,9,6,7,7,5,0,0,69,18,80,90,83,61,45,24,4,409,866,928,926,916,1038,1059,973,568,7275,3023,7779,7603,7138,6764,4748,2399,936,40393,50,227,258,258,208,134,63,6,1212,71,364,281,150,166,73,11,6,1118,693,2113,1844,1937,2109,1710,771,178,11354,407,952,735,684,773,581,257,88,4472,250,750,834,846,737,463,194,55,4125,480,1679,1529,1342,1462,1199,504,143,8340,276,1280,1358,1281,1227,1018,466,86,6996,640,2293,2506,2511,2173,1326,448,122,12024,503,1503,1515,1570,1416,857,226,35,7634,138,330,312,221,192,136,66,25,1412,448,1176,945,790,587,369,162,53,4531,45,23,21,16,14,12,3,0,127,52,177,219,184,149,118,58,7,979,1871,2072,1930,2030,2178,2226,1791,950,15044,5922,14935,14294,13825
CED115,2137,1501,1060,476,117,23,8278,514,1320,1108,906,656,284,61,6,4845,194,353,194,148,64,36,25,5,1015,274,544,568,454,249,156,37,3,2281,18,25,20,15,12,4,4,0,93,52,127,88,79,61,32,14,3,451,868,1225,1074,872,814,657,504,431,6446,3736,8764,6970,5415,4123,2453,1042,555,33049,246,498,350,309,240,180,54,12,1888,268,867,913,444,213,56,13,0,2775,386,1515,1314,1557,1735,1224,562,161,8450,373,760,549,521,425,264,140,31,3060,32,76,83,66,62,59,18,0,401,667,1796,839,680,539,373,112,37,5042,331,1109,741,638,555,451,206,44,4077,1156,3917,3369,2295,1611,847,229,55,13479,750,1893,1536,1248,915,476,123,15,6961,294,653,342,228,124,68,39,8,1758,403,844,807,636,394,235,71,10,3402,45,43,23,29,25,17,15,5,201,92,212,177,196,184,104,42,14,1018,1831,2486,2163,1852,1759,1325,954,688,13063,6881,16662,13209,10706
CED116,1457,1634,1962,1637,658,171,9097,398,999,1232,1402,1593,1122,298,65,7096,85,278,340,259,285,231,90,28,1593,303,625,568,525,448,326,115,37,2956,13,11,5,11,8,10,8,5,62,34,62,77,107,94,78,41,20,509,652,608,640,731,861,1005,934,581,6006,2355,6166,6755,7185,8721,7545,3392,1272,43392,84,237,252,312,365,451,199,41,1938,53,198,217,173,224,174,53,9,1110,406,1475,1587,1810,2737,2942,1684,445,13079,488,1077,1071,1091,1283,1105,512,144,6772,103,315,389,424,464,321,119,34,2164,282,1496,1421,1424,1997,1561,655,193,9029,180,918,1140,1202,1793,2225,822,202,8480,529,1686,2157,2366,2923,2655,1116,262,13701,523,1362,1637,1874,2182,1743,575,118,10007,134,448,513,400,428,376,149,42,2487,437,961,883,832,734,551,210,56,4667,18,19,13,12,9,10,10,5,101,64,125,172,221,224,215,101,43,1163,1450,1581,1534,1729,1827,2043,1720,926,12803,4745,11904,12978,13870
CED117,3278,2642,1391,654,153,35,11462,515,2846,2547,2115,1451,921,286,51,10732,607,2491,1613,1064,606,246,94,14,6732,147,376,315,309,170,84,43,6,1466,10,10,3,3,6,10,4,0,43,76,299,267,245,138,98,19,9,1157,423,885,640,493,370,355,293,273,3738,3061,13711,11916,9635,6379,3995,1438,511,50645,328,1027,856,749,479,311,127,20,3896,318,963,1178,821,355,127,15,0,3773,225,1775,1442,1252,1105,726,399,114,7035,198,1059,965,890,603,336,148,49,4251,59,273,226,188,155,89,20,3,1014,422,2303,1700,1352,1123,772,256,54,7983,111,1180,1031,1082,1093,1020,320,56,5883,831,5242,6019,4718,2604,1294,319,65,21094,808,4540,4050,3397,2321,1554,510,90,17261,985,4191,2918,1851,1026,442,140,21,11567,267,748,638,559,327,159,71,20,2790,21,23,4,8,13,10,8,0,89,131,531,468,413,261,157,50,12,2021,825,1802,1390,1103,906,769,615,468,7865,5526,25654,22880,18369
CED118,4990,2725,1631,833,197,39,14459,616,1640,1914,1372,910,406,99,10,6958,241,511,476,273,120,68,25,4,1719,337,638,670,461,236,125,45,4,2515,6,14,12,10,18,15,0,0,76,38,222,379,218,142,93,21,3,1111,603,1011,1053,631,491,449,303,164,4715,3803,12878,16095,9063,5520,3217,1063,322,51951,240,765,1198,765,504,310,90,14,3888,504,2414,4966,1425,388,133,16,0,9850,585,2807,4375,2763,2325,1419,665,140,15077,435,964,950,741,461,273,116,31,3979,88,234,239,219,171,78,21,3,1057,667,2456,2271,1501,990,577,174,42,8672,305,1468,1586,1313,806,675,234,52,6435,1401,5860,8903,4955,2802,1545,414,71,25954,851,2376,2604,1977,1315,674,194,23,10020,415,880,795,440,195,122,41,7,2895,500,1058,1184,726,383,203,66,9,4145,24,31,19,16,26,24,7,4,145,92,395,634,395,284,166,63,14,2041,1534,2630,2458,1502,1019,857,594,288,10877,7645,24351,32177,18733
CED119,3010,2739,1931,1117,444,115,11701,494,1209,1549,1267,920,476,135,31,6082,265,542,543,357,155,104,61,17,2040,266,461,520,468,251,167,70,11,2214,5,9,4,10,15,5,26,92,167,19,73,124,97,82,39,14,17,467,211,350,411,352,290,332,409,395,2764,2632,7324,9400,8332,6128,3842,1748,833,40243,168,417,514,517,440,332,127,23,2540,166,477,1044,600,336,131,24,0,2773,526,1693,2113,2538,2574,1902,1052,289,12696,546,985,1091,1056,708,433,231,90,5138,80,187,243,225,182,73,37,11,1031,507,1483,1495,1372,1145,620,267,79,6976,293,1450,1432,1510,1346,1106,386,79,7599,835,2956,4826,4451,3295,2087,747,190,19377,712,1877,2250,1911,1388,793,241,52,9225,438,889,856,541,262,182,92,19,3279,360,633,764,679,400,251,122,27,3234,10,15,4,10,25,6,44,118,234,50,147,232,220,167,100,46,32,999,566,758,915,799,635,611,743,606,5636,5254,13954,17773,16444
CED120,2223,2088,1640,943,291,67,9656,586,1607,1552,1370,1045,571,153,20,6901,183,374,299,218,183,137,48,3,1445,417,817,657,525,290,179,53,13,2960,11,17,9,3,7,3,0,0,41,38,63,81,91,73,60,16,3,426,534,639,684,647,628,632,574,514,4858,3326,8528,8595,7765,6323,4367,1811,815,41529,96,286,275,299,266,245,72,19,1540,102,295,427,239,166,98,15,0,1337,664,2346,2353,2799,2540,1971,912,204,13802,782,1486,1334,1203,840,559,256,59,6506,209,483,454,448,379,270,115,30,2378,539,1580,1378,1336,1347,974,422,108,7689,313,1578,1678,1500,1214,1099,379,101,7850,818,2559,3260,3142,2520,1572,533,108,14509,768,2201,2177,1952,1467,900,275,44,9786,309,624,456,310,255,212,77,11,2251,537,1075,951,783,485,290,105,23,4253,28,22,13,15,5,7,5,0,94,71,152,184,220,167,142,49,8,992,1228,1522,1545,1474,1348,1283,1090,741,10234,6462,16199,16481,15716
CED121,2015,1983,1607,1035,377,110,9793,590,1392,1302,1264,1031,605,162,36,6378,130,271,266,201,134,131,72,20,1219,441,965,708,612,369,188,73,19,3366,15,12,6,12,10,4,0,0,54,33,59,87,69,75,38,17,14,381,563,658,630,615,576,716,766,545,5075,3293,8313,7825,7218,6297,4782,2291,1029,41050,38,258,279,258,203,238,100,26,1397,85,270,323,212,190,100,36,3,1223,898,3198,2974,3082,3217,2506,1214,331,17420,425,899,818,802,766,647,344,99,4799,171,351,377,347,288,165,60,3,1769,507,1677,1553,1367,1673,1285,500,182,8739,279,1083,1206,1045,994,1076,499,136,6319,882,2749,2830,2791,2322,1621,647,166,14013,758,1798,1700,1639,1364,902,306,86,8549,224,420,398,289,205,204,104,23,1873,585,1325,1083,894,552,327,150,35,4958,32,22,6,15,10,10,0,7,95,76,177,200,200,174,119,56,23,1020,1484,2000,1859,1663,1465,1497,1360,848,12182,6438,16231,15604,14609
CED122,3869,2837,1704,852,348,106,15420,590,2527,2063,1610,1111,619,207,55,8778,501,1555,1054,593,334,130,41,11,4209,287,723,492,460,295,168,90,24,2542,21,16,13,7,14,15,25,39,157,72,216,179,213,116,63,28,10,891,696,1334,903,626,529,526,509,397,5515,4375,16697,12414,9302,6442,4027,1989,895,56145,371,1315,849,669,542,371,186,27,4326,386,1314,1285,754,404,144,18,0,4310,736,3659,2127,1676,1768,1213,771,258,12209,442,1798,1285,897,654,356,188,57,5670,64,291,183,178,165,71,22,8,987,523,3157,2054,1589,1251,805,398,143,9918,237,1415,1168,1119,969,857,380,118,6263,1738,8134,6946,5036,3019,1583,597,175,27231,883,3906,3181,2543,1770,1064,385,98,13820,770,2379,1679,947,548,234,77,14,6660,447,1192,877,777,501,278,139,35,4244,55,32,22,22,28,24,36,54,272,151,424,340,370,226,132,78,25,1743,1556,3078,2156,1562,1219,1059,951,629,12205,8360,32089,24147,18144
CED123,3009,2148,1458,827,215,41,11018,726,1947,1676,1267,898,380,78,12,6980,244,573,353,188,109,59,32,7,1567,510,994,729,473,295,141,34,8,3192,16,11,13,10,10,9,6,0,68,51,110,146,109,54,26,11,4,507,837,1271,1117,793,595,583,569,464,6224,4296,11470,10532,7386,5145,3187,1343,639,44002,163,466,422,305,220,142,54,10,1787,228,780,1304,423,183,86,15,0,3016,675,2442,2643,2407,2220,1545,702,161,12788,777,1387,1065,863,584,376,178,28,5258,150,368,282,217,142,48,21,9,1235,703,2139,1738,1242,916,637,242,63,7675,348,1648,1399,1123,864,661,217,44,6302,1123,3937,4860,3382,2313,1411,382,66,17473,999,2722,2360,1814,1229,608,143,29,9891,435,938,586,317,205,108,52,9,2653,658,1369,1180,708,456,229,82,20,4699,21,21,15,11,17,8,8,0,108,102,231,297,243,172,98,39,7,1192,1793,2679,2394,1767,1287,1137,1005,673,12729,8176,21130,20541,14824
CED124,1291,1569,1899,1469,586,143,8212,374,880,1100,1223,1263,806,227,23,5903,72,157,184,213,207,169,59,30,1091,276,566,519,490,441,352,121,33,2794,15,4,4,4,15,3,4,0,46,15,24,41,72,89,60,28,5,339,565,559,627,684,883,1134,1106,754,6311,2271,5039,5968,6854,8159,6832,3298,1272,39691,21,92,164,217,267,338,138,40,1273,61,131,160,178,198,170,32,0,931,436,1178,1535,1959,2690,2971,1670,386,12827,342,665,756,959,1117,1036,496,152,5528,179,337,376,515,500,324,143,30,2415,384,1228,1268,1582,2122,1621,676,171,9045,165,816,1011,1098,1475,1791,713,163,7236,448,1281,1805,2247,2705,2365,1041,218,12106,480,1122,1425,1647,1703,1265,403,59,8100,127,255,265,307,299,287,112,40,1694,395,813,805,780,689,580,227,46,4340,33,5,7,10,22,7,7,0,90,52,63,95,158,218,179,67,27,863,1253,1092,1279,1450,1855,2286,2057,1160,12430,4376,9086,10961,13105
CED125,3458,2070,1634,884,217,34,12174,712,2255,2106,1331,986,416,79,6,7892,237,553,311,156,99,51,23,9,1438,406,989,792,419,270,157,41,6,3093,21,11,10,10,15,17,33,21,136,46,139,230,131,83,51,7,3,685,801,1181,1081,715,621,581,428,195,5607,4080,13019,12083,7422,5555,3355,1176,346,47031,195,546,552,390,269,165,60,16,2201,276,1094,1824,639,229,85,10,0,4155,635,2503,2714,2409,2499,1757,717,93,13324,602,1401,1062,775,502,388,166,41,4930,90,227,251,157,146,83,28,5,993,679,2511,2112,1391,973,597,181,32,8471,359,2000,1576,1110,826,672,207,44,6800,1088,4986,6070,3483,2560,1485,374,58,20098,974,3093,2847,1885,1355,630,147,20,10951,407,957,571,286,174,97,46,9,2550,539,1430,1319,684,430,268,90,12,4765,33,24,19,15,24,25,52,27,217,81,267,430,290,198,140,40,8,1454,1666,2260,2294,1564,1276,1082,769,309,11222,7634,23291,23655,15082
CED126,2765,3257,2110,1403,764,243,12611,332,968,1412,1585,1151,725,300,69,6548,287,712,823,691,393,226,104,44,3275,186,354,457,543,355,224,154,29,2310,3,0,0,5,12,8,9,12,47,25,105,139,181,101,69,47,29,689,313,384,484,491,402,387,566,563,3584,2342,6418,9024,9944,7499,5291,3184,1433,45134,176,344,486,682,566,460,243,59,3015,182,376,691,722,457,177,40,4,2653,307,1136,1447,2025,2089,1624,1206,416,10257,456,1051,1233,1345,996,593,365,147,6178,103,218,294,364,280,135,73,20,1490,403,1272,1392,1447,1441,1026,658,261,7898,169,923,1208,1372,1384,1271,680,210,7212,799,2849,4719,5640,3947,2711,1467,416,22541,519,1474,2090,2416,1781,1263,577,129,10254,482,1122,1274,1070,651,392,186,49,5229,270,564,725,822,514,308,212,45,3454,11,3,9,12,17,11,15,17,79,52,175,252,313,217,147,94,43,1285,657,786,972,1010,839,769,961,846,6837,4582,12294,16788,19236
CED127,1607,1881,1574,1008,392,92,8162,473,1175,1362,1469,1391,947,326,51,7195,204,496,543,478,379,278,69,31,2479,328,602,509,448,240,162,69,18,2380,6,5,9,8,6,6,9,0,50,26,81,125,120,90,70,39,8,563,346,415,454,474,432,447,476,384,3423,2543,6466,7452,7987,7259,5454,2430,875,40468,100,328,355,475,425,416,181,36,2318,128,349,380,347,272,150,25,5,1648,464,1515,1636,2118,2317,1706,938,226,10922,559,1044,1011,1025,821,556,223,64,5308,156,454,445,469,409,234,89,18,2266,443,1154,1331,1519,1567,1156,524,166,7873,255,1230,1491,1571,1796,1823,641,153,8953,561,1872,2462,2924,2563,1818,688,163,13060,648,1698,1981,2156,2011,1538,558,108,10696,362,821,918,778,646,453,127,37,4146,443,859,741,688,405,255,111,33,3539,17,15,16,13,11,11,12,0,92,61,156,255,251,203,161,85,16,1183,763,892,962,1008,921,875,834,554,6804,4963,12393,13973,15347
CED128,2506,1799,1323,618,159,40,9207,531,1464,1268,1063,750,283,64,6,5430,175,357,272,154,74,43,19,4,1087,286,570,614,416,275,126,46,15,2347,10,27,13,16,11,12,3,0,97,43,132,102,89,63,33,4,0,471,719,1088,1012,787,693,584,482,381,5741,3356,8695,8071,6044,4670,2533,1099,536,35007,222,473,419,325,304,156,47,6,1959,267,819,1023,438,204,76,12,0,2834,426,1649,1720,1899,2028,1410,579,144,9855,522,1081,856,751,559,300,145,35,4243,42,126,105,118,90,63,21,3,568,513,1536,951,789,680,403,137,47,5064,280,1202,946,720,674,491,221,51,4588,1058,3685,4011,2771,2057,1077,314,59,15035,750,2106,1696,1395,1055,499,119,27,7652,273,597,415,248,169,92,45,9,1844,397,820,871,633,392,213,82,16,3413,21,36,27,24,22,19,11,3,164,78,219,237,188,172,102,27,9,1028,1623,2290,2146,1640,1424,1187,906,602,11816,6473,16638,15415,11946
CED129,5195,3729,2142,1357,499,89,16249,580,1301,1872,1582,991,639,168,35,7171,321,592,671,419,174,109,60,15,2360,286,438,495,523,264,147,83,15,2253,16,8,3,6,15,16,9,0,71,30,112,243,163,137,95,28,10,816,284,480,619,392,363,327,328,271,3062,3113,9216,14849,11140,7005,4727,2016,634,52710,234,591,939,874,698,451,175,27,3996,252,1066,3703,1726,669,224,38,0,7676,388,1705,3383,2930,2536,1876,1118,258,14205,469,825,1022,1012,600,342,219,62,4551,86,169,232,213,144,95,50,14,989,638,1953,2234,1930,1400,1024,435,105,9723,291,1209,1599,1717,1244,1116,495,131,7790,1101,4656,9029,6751,4114,2693,1053,174,29568,893,2059,2586,2293,1512,1005,324,73,10748,525,930,1041,633,282,171,100,23,3718,362,625,802,758,411,242,124,22,3348,29,13,15,17,21,24,14,0,126,72,205,400,321,238,166,67,20,1502,612,920,1216,857,698,659,578,477,6020,5949,16919,28214,22038
CED130,1445,1593,1437,924,343,88,7576,386,1125,1137,1177,1081,648,198,40,5794,70,209,186,179,173,93,55,23,983,342,544,490,385,298,163,51,8,2282,12,14,9,3,7,6,0,0,47,27,57,74,84,58,55,18,5,379,1148,894,866,918,934,970,940,536,7204,3348,7060,6945,6885,6732,5033,2602,968,39579,95,301,304,270,244,245,120,23,1609,78,218,224,149,118,98,16,4,897,579,1675,1583,1558,1815,1530,770,184,9694,310,750,631,640,687,565,254,70,3907,343,713,800,782,675,481,255,50,4096,534,1673,1365,1326,1589,1273,587,174,8521,243,1034,1224,1207,1275,1230,524,114,6864,562,1946,2086,2278,2077,1398,570,127,11038,494,1522,1571,1672,1528,1018,359,60,8229,110,325,284,268,263,183,81,25,1540,488,831,784,641,487,313,113,22,3675,29,32,16,3,8,8,3,0,89,56,124,160,201,151,131,50,19,891,2330,1913,1799,1945,1993,1967,1706,846,14503,6239,13059,12835,12943
CED131,2183,1939,1458,840,253,85,9590,697,1823,1598,1405,1119,665,225,45,7582,319,841,587,364,239,128,53,25,2563,442,638,499,464,268,153,60,15,2535,17,7,0,13,5,12,5,3,62,43,107,122,111,88,54,21,5,542,726,689,572,512,469,491,584,684,4719,4253,10943,9335,8083,6501,4367,2003,1102,46592,220,757,597,474,386,303,123,29,2883,165,600,605,348,191,114,25,0,2047,633,2734,2306,2213,2261,1775,897,299,13122,477,1279,964,788,703,425,212,69,4902,113,347,308,299,182,95,41,6,1394,860,3422,2481,2243,1943,1101,467,141,12658,372,1569,1550,1361,1334,1383,499,149,8215,1127,3508,3642,3204,2482,1448,482,131,16014,955,2715,2294,2084,1659,1097,367,81,11253,574,1331,961,586,396,213,85,30,4174,624,1034,854,710,448,234,103,33,4052,29,20,10,24,5,14,8,3,102,95,200,230,236,186,114,52,12,1123,1531,1555,1250,1165,1039,998,987,977,9489,7756,21066,18051,15727
CED132,4992,3804,2271,1355,543,198,17769,418,2308,2380,1997,1428,1110,475,120,10242,336,1161,1092,721,419,241,120,48,4131,125,352,360,310,183,129,54,18,1531,4,0,0,4,10,12,3,0,46,33,166,206,204,163,108,72,26,985,284,754,754,501,395,423,409,547,4069,2569,13068,14031,10691,7720,5796,2963,1497,58324,304,975,963,787,696,596,337,80,4734,277,1289,2298,1180,637,261,47,4,5988,253,2082,2153,1454,1428,1101,744,260,9481,158,885,789,648,539,392,205,79,3689,45,215,216,157,128,81,53,20,914,403,2463,2105,1652,1505,1238,769,345,10475,110,1071,912,916,1026,1211,642,216,6102,1199,7375,9079,7102,4528,2794,1180,324,33584,672,3676,3707,3352,2465,1944,905,229,16949,575,1868,1733,1100,648,410,159,71,6554,203,594,660,500,329,195,78,21,2583,20,12,7,6,12,20,8,0,87,58,291,367,342,265,187,112,41,1668,569,1478,1490,1009,768,752,683,752,7498,4853,24270,26457,20222
CED133,1457,1728,1741,1177,414,100,8326,390,1111,1321,1543,1584,882,206,31,7059,82,298,357,328,270,189,97,12,1640,378,632,568,519,387,241,87,18,2822,9,8,4,4,4,10,4,0,46,27,57,79,103,101,61,18,3,455,836,887,935,929,983,1021,859,594,7052,2872,6565,7502,8028,8350,6389,2644,1028,43370,46,181,281,284,318,344,124,23,1609,103,201,237,229,194,121,40,4,1120,468,1367,1400,1645,2289,2208,1051,277,10702,269,744,791,843,1127,985,326,91,5183,222,525,622,668,637,414,110,28,3225,391,1380,1533,1751,2051,1605,588,141,9452,212,938,1379,1318,1587,1802,574,164,7968,590,1694,2073,2465,2481,1868,677,154,11993,489,1485,1790,2141,2167,1393,353,64,9881,189,487,578,525,456,361,154,23,2766,513,961,887,840,663,413,173,35,4480,23,20,7,6,12,10,9,0,100,62,133,164,211,258,166,62,21,1077,1826,2095,2137,2131,2206,2092,1569,916,14970,5413,12211,13879,15054
