CED_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
CED125,..,146,5362,10061,7249,6433,5058,2078,324,36712,..,662,2647,1485,1024,674,289,76,6,6858,..,34,155,375,496,372,199,105,32,1749,23140,..,..,..,..,..,..,..,..,23140,..,4948,..,..,..,..,..,..,..,4948,..,4917,3424,1168,467,167,20,0,0,10173,..,654,736,348,286,353,279,161,63,2880,..,277,390,224,168,116,46,25,0,1254,..,264,505,306,281,274,205,68,8,1900,..,227,859,936,1004,1033,867,468,134,5534,274,227,268,162,119,89,65,20,3,1233,23418,12347,14341,15070,11091,9510,7024,2996,578,96383,..,348,7952,10044,6727,6191,4222,1352,131,36976,..,947,2794,1452,984,590,217,42,3,7029,..,329,1495,2162,2015,1207,629,315,148,8299,21988,..,..,..,..,..,..,..,..,21988,..,5448,..,..,..,..,..,..,..,5448,..,3316,2199,522,264,142,34,0,0,6466,..,561,413,186,271,659,760,450,207,3505,..,248,266,95,56,43,28,6,0,753
CED126,..,42,1743,5903,7468,6356,5110,3551,878,31051,..,228,1667,1269,1166,877,429,169,21,5829,..,6,30,142,447,317,133,64,44,1180,13977,..,..,..,..,..,..,..,..,13977,..,4839,..,..,..,..,..,..,..,4839,..,3063,1788,527,387,211,25,0,0,6006,..,243,227,96,113,148,156,103,67,1152,..,208,363,174,149,136,73,13,5,1118,..,294,574,186,190,196,152,78,18,1688,..,136,364,453,707,929,873,735,367,4563,130,160,161,114,103,110,84,39,11,917,14109,9216,6914,8866,10736,9282,7037,4744,1409,72315,..,97,2529,6721,7821,6103,4802,2741,438,31264,..,347,1885,1383,1108,781,336,78,15,5933,..,26,195,707,1475,830,334,280,199,4047,13123,..,..,..,..,..,..,..,..,13123,..,4807,..,..,..,..,..,..,..,4807,..,2063,1148,287,222,134,25,0,0,3882,..,200,147,48,77,214,387,353,202,1632,..,204,272,130,99,99,52,15,5,880
CED127,..,68,2434,4771,5670,5765,5178,2513,508,26912,..,467,1815,1316,1263,928,499,159,26,6467,..,12,77,228,375,293,154,70,38,1237,12954,..,..,..,..,..,..,..,..,12954,..,3412,..,..,..,..,..,..,..,3412,..,3531,1726,607,405,174,28,0,0,6468,..,245,207,124,133,167,155,95,65,1180,..,182,243,117,102,88,57,22,6,813,..,162,345,164,203,243,231,99,13,1467,..,133,438,573,947,1302,1273,708,250,5623,174,191,191,140,118,118,91,39,6,1073,13131,8403,7476,8041,9209,9080,7668,3711,907,67620,..,149,3186,5238,6052,5866,4630,1833,238,27190,..,667,1916,1343,1215,845,448,106,12,6565,..,84,575,1113,1509,805,410,281,166,4952,12193,..,..,..,..,..,..,..,..,12193,..,3641,..,..,..,..,..,..,..,3641,..,2208,1013,299,200,121,30,0,0,3862,..,178,104,38,90,253,345,309,164,1484,..,211,152,59,44,52,29,11,0,554
CED128,..,122,3570,6732,6550,6561,5032,2532,562,31661,..,216,1027,721,582,479,207,54,8,3304,..,12,76,214,381,345,207,131,69,1436,16937,..,..,..,..,..,..,..,..,16937,..,5295,..,..,..,..,..,..,..,5295,..,4404,4626,1479,785,307,48,3,0,11655,..,533,594,311,342,376,290,184,76,2709,..,197,433,218,187,154,60,20,4,1269,..,304,761,413,282,269,179,59,13,2288,..,120,501,752,821,988,774,479,207,4643,122,138,173,144,103,103,59,30,14,885,17058,11347,11762,10986,10046,9577,6865,3494,952,82088,..,426,5329,7363,6545,6243,4177,1562,211,31857,..,346,1073,714,575,421,138,47,3,3314,..,130,831,1591,1792,1269,707,549,304,7171,16385,..,..,..,..,..,..,..,..,16385,..,5711,..,..,..,..,..,..,..,5711,..,2873,2908,729,454,245,58,6,0,7290,..,432,381,175,324,597,736,532,299,3476,..,169,236,108,85,85,31,11,9,728
CED129,..,51,3344,11976,10162,7511,5812,3148,583,42593,..,239,1272,875,718,429,201,64,11,3806,..,5,31,164,380,263,114,70,36,1071,20367,..,..,..,..,..,..,..,..,20367,..,6791,..,..,..,..,..,..,..,6791,..,3638,2900,779,397,136,15,0,0,7864,..,300,320,149,126,181,166,147,79,1455,..,147,254,126,79,63,28,11,4,714,..,267,429,159,155,98,103,38,5,1261,..,96,412,464,509,457,513,368,188,3001,116,146,119,86,73,60,54,31,9,688,20483,11672,9077,14783,12587,9205,7008,3871,917,89602,..,125,5041,12977,9978,7031,5256,2192,257,42849,..,381,1394,860,698,340,159,38,3,3875,..,54,287,1079,1530,891,399,240,146,4616,19275,..,..,..,..,..,..,..,..,19275,..,6876,..,..,..,..,..,..,..,6876,..,2551,2027,438,232,126,30,0,0,5403,..,285,251,94,128,488,717,466,262,2686,..,142,193,81,55,40,26,6,3,553
CED130,..,97,2209,4022,4617,5298,5387,3191,733,25551,..,851,2063,1177,1030,866,533,154,19,6698,..,28,128,336,352,250,134,105,54,1385,13633,..,..,..,..,..,..,..,..,13633,..,2590,..,..,..,..,..,..,..,2590,..,2553,1095,492,411,217,37,0,0,4813,..,401,276,126,155,209,184,92,25,1474,..,262,303,135,106,68,39,11,0,934,..,504,663,203,224,291,251,99,15,2258,..,397,857,854,1159,1855,1819,1041,347,8338,292,365,237,210,179,134,170,78,23,1692,13930,8055,7836,7565,8236,9190,8567,4774,1219,69369,..,190,2992,4436,5002,5622,4899,2479,303,25929,..,1215,2149,1201,1050,831,396,91,11,6945,..,297,1226,1457,1240,668,344,314,222,5773,12862,..,..,..,..,..,..,..,..,12862,..,2762,..,..,..,..,..,..,..,2762,..,1657,551,218,206,169,39,0,0,2836,..,330,134,57,131,274,332,208,128,1589,..,232,190,48,48,46,22,6,3,597
CED131,..,78,2564,5399,5062,4852,4023,2184,550,24715,..,894,3470,1671,1137,788,416,111,16,8502,..,12,109,305,494,307,145,84,52,1510,13225,..,..,..,..,..,..,..,..,13225,..,3499,..,..,..,..,..,..,..,3499,..,2436,1371,559,426,270,45,0,0,5114,..,486,399,116,126,182,150,74,53,1588,..,381,503,131,111,66,39,10,0,1241,..,2042,2274,541,406,384,219,70,14,5942,..,411,1306,1166,1415,1672,1441,783,347,8544,226,539,396,226,177,121,104,36,9,1828,13449,10777,12391,10113,9355,8640,6579,3357,1042,75710,..,151,3491,5721,5392,4773,3648,1678,278,25123,..,1292,3593,1605,1146,748,297,75,7,8758,..,109,633,1396,1667,893,433,322,251,5713,12453,..,..,..,..,..,..,..,..,12453,..,3464,..,..,..,..,..,..,..,3464,..,1627,891,244,183,137,41,5,0,3125,..,424,262,66,130,247,289,208,125,1755,..,376,292,63,45,48,16,4,4,841
CED132,..,38,2997,8127,6859,5261,4313,2502,658,30758,..,373,3608,1854,1034,717,421,170,24,8217,..,0,24,161,344,268,102,47,42,996,13405,..,..,..,..,..,..,..,..,13405,..,4616,..,..,..,..,..,..,..,4616,..,1349,1235,386,246,127,26,0,0,3370,..,311,301,101,92,104,96,63,43,1109,..,120,300,114,63,42,22,5,0,665,..,615,1518,419,220,203,147,60,17,3204,..,319,1710,1590,1324,1242,1031,676,271,8166,227,308,233,157,130,111,85,35,18,1303,13640,8054,11921,12917,10316,8083,6248,3560,1064,75810,..,64,4098,8664,6809,5120,3991,1769,312,30821,..,560,3802,1648,928,571,318,74,7,7912,..,13,162,954,1443,867,350,226,182,4194,12781,..,..,..,..,..,..,..,..,12781,..,4286,..,..,..,..,..,..,..,4286,..,1009,949,292,207,120,29,0,0,2605,..,282,343,118,114,226,311,238,147,1777,..,139,281,94,57,34,18,5,0,634
CED133,..,82,1823,3769,4656,5877,6600,3595,862,27265,..,632,1900,1414,1428,1392,866,253,42,7929,..,20,132,339,501,369,195,117,81,1750,13574,..,..,..,..,..,..,..,..,13574,..,2735,..,..,..,..,..,..,..,2735,..,3067,1449,727,566,348,62,0,0,6218,..,367,258,137,180,282,270,134,77,1698,..,291,322,179,167,141,98,25,5,1241,..,345,544,271,378,587,467,126,24,2744,..,198,529,649,1172,2175,2183,1110,400,8421,192,273,237,191,214,227,171,83,15,1610,13766,8011,7200,7683,9259,11392,10918,5446,1513,75179,..,165,2481,4401,5076,6250,6134,2694,424,27627,..,911,2100,1488,1499,1342,689,133,17,8182,..,223,1131,1596,1669,871,471,379,306,6636,12792,..,..,..,..,..,..,..,..,12792,..,2778,..,..,..,..,..,..,..,2778,..,1990,737,284,283,213,51,0,0,3555,..,298,164,68,150,354,453,298,207,1987,..,306,260,89,110,83,46,12,5,906
CED134,..,68,2500,3823,3991,4834,4374,2487,583,22670,..,766,2251,1185,1007,839,414,121,16,6599,..,38,175,251,388,295,168,86,63,1474,13885,..,..,..,..,..,..,..,..,13885,..,2052,..,..,..,..,..,..,..,2052,..,2544,1169,561,449,223,40,0,0,4991,..,513,294,120,177,240,231,111,50,1729,..,249,269,110,96,91,47,13,3,889,..,361,562,169,203,252,231,83,18,1887,..,395,964,767,1181,1887,1714,991,326,8217,265,314,289,218,203,180,172,91,22,1757,14154,7298,8473,7209,7697,8848,7395,3991,1082,66145,..,152,3270,4213,4311,4985,3973,1897,271,23068,..,1131,2400,1154,1010,770,306,72,9,6860,..,319,1318,1374,1199,636,384,284,186,5700,13090,..,..,..,..,..,..,..,..,13090,..,2189,..,..,..,..,..,..,..,2189,..,1535,576,212,181,169,28,4,0,2698,..,401,180,62,153,314,299,209,97,1719,..,238,178,49,46,33,24,13,5,590
CED135,..,244,6923,12368,6409,5528,4008,2054,566,38112,..,414,1911,1005,607,378,178,67,8,4567,..,11,68,222,309,322,159,92,64,1258,18496,..,..,..,..,..,..,..,..,18496,..,4797,..,..,..,..,..,..,..,4797,..,2627,2865,881,538,219,37,4,0,7161,..,862,1131,359,225,264,229,97,64,3238,..,579,1117,383,181,126,58,13,0,2458,..,1817,3783,1036,465,382,234,59,20,7792,..,357,1630,1464,1249,1413,1015,542,204,7876,149,199,263,157,129,87,59,23,12,1084,18645,11912,19698,17871,10116,8719,5972,2962,940,96839,..,633,10237,11073,6166,5063,3387,1389,232,38181,..,571,1933,936,536,322,133,29,6,4460,..,79,646,1397,1625,1149,550,399,212,6062,17536,..,..,..,..,..,..,..,..,17536,..,4661,..,..,..,..,..,..,..,4661,..,1886,1955,533,361,170,39,0,0,4942,..,528,603,191,208,570,631,455,225,3413,..,510,648,172,80,82,30,12,3,1537
CED136,..,123,3039,5232,5278,5784,6050,3492,662,29661,..,912,2999,1608,1325,903,492,182,22,8447,..,23,173,410,541,358,169,95,58,1825,16453,..,..,..,..,..,..,..,..,16453,..,3282,..,..,..,..,..,..,..,3282,..,3871,1755,725,583,233,39,0,0,7211,..,469,357,157,176,248,214,126,34,1782,..,318,358,174,169,99,56,17,3,1199,..,331,489,237,269,336,305,93,8,2064,..,240,864,877,1151,1513,1511,946,305,7409,266,258,279,192,185,152,117,54,12,1507,16719,9834,10326,9609,9676,9622,8955,4989,1116,80841,..,205,4136,5681,5645,6070,5665,2614,310,30325,..,1347,3100,1627,1300,846,405,125,12,8772,..,288,1459,1826,1868,922,446,328,215,7358,15782,..,..,..,..,..,..,..,..,15782,..,3465,..,..,..,..,..,..,..,3465,..,2578,975,313,207,139,51,0,0,4264,..,346,152,76,169,402,449,319,164,2074,..,284,192,72,58,48,27,9,7,698
CED137,..,248,6118,9325,6723,6234,4764,2611,830,36858,..,677,4080,1677,836,602,317,89,16,8299,..,4,39,184,323,306,115,75,74,1122,14096,..,..,..,..,..,..,..,..,14096,..,4429,..,..,..,..,..,..,..,4429,..,2037,2418,684,486,228,40,0,0,5902,..,898,903,228,174,208,188,104,75,2774,..,760,1291,345,188,111,44,22,6,2755,..,2566,3991,896,381,308,210,62,12,8434,..,489,2109,1542,1077,1076,890,531,255,7964,145,145,267,165,115,128,77,23,16,1073,14239,12248,21219,15042,10293,9208,6648,3518,1287,93699,..,482,8048,9061,6967,5979,4310,1846,316,37002,..,979,4225,1497,805,545,234,53,7,8348,..,26,304,1096,1672,1236,507,370,305,5522,13723,..,..,..,..,..,..,..,..,13723,..,4753,..,..,..,..,..,..,..,4753,..,1667,1997,502,332,235,44,3,0,4783,..,678,718,220,214,497,562,433,293,3610,..,689,856,211,113,79,40,7,3,1989
CED138,..,24,1495,4246,4804,5360,6029,3616,961,26542,..,349,1932,1833,1525,1333,933,274,41,8207,..,7,81,293,544,342,188,90,71,1625,12936,..,..,..,..,..,..,..,..,12936,..,2728,..,..,..,..,..,..,..,2728,..,2739,1324,653,482,303,65,0,0,5572,..,282,217,108,133,217,239,107,67,1368,..,284,437,238,184,166,88,30,3,1428,..,330,973,424,425,565,517,184,42,3461,..,144,404,663,1008,1683,1906,1143,530,7489,143,217,212,184,181,205,209,55,24,1429,13083,7108,7078,8638,9289,10178,10168,5498,1745,72771,..,72,2199,4922,5220,5727,5517,2757,491,26895,..,541,2301,1852,1520,1277,726,181,18,8424,..,104,612,1464,1829,925,480,404,334,6152,12146,..,..,..,..,..,..,..,..,12146,..,2963,..,..,..,..,..,..,..,2963,..,1880,756,306,217,247,69,4,0,3470,..,245,154,66,118,313,467,272,207,1848,..,345,440,188,128,135,66,31,4,1340
CED139,..,119,2535,4475,4784,5491,5366,3064,729,26559,..,862,2274,1107,897,788,413,149,20,6518,..,18,124,290,375,252,127,74,55,1326,14799,..,..,..,..,..,..,..,..,14799,..,2744,..,..,..,..,..,..,..,2744,..,2982,1145,524,377,247,40,0,0,5318,..,372,239,129,125,195,188,98,50,1398,..,217,235,98,78,64,38,12,6,746,..,475,649,241,205,247,212,76,15,2119,..,399,954,798,1230,1742,1732,1061,421,8346,171,280,279,168,143,149,135,61,27,1417,14969,8470,8428,7829,8224,9186,8242,4595,1326,71275,..,227,3285,4986,5168,5653,4985,2294,381,26979,..,1278,2310,1098,941,698,330,96,9,6773,..,316,1160,1390,1354,619,336,290,218,5687,14140,..,..,..,..,..,..,..,..,14140,..,2958,..,..,..,..,..,..,..,2958,..,1840,607,193,177,144,38,0,0,2996,..,300,116,58,102,241,316,207,114,1460,..,235,99,53,27,34,13,4,4,469
CED140,..,48,1821,4895,5323,5499,5263,3362,794,26991,..,464,1851,1346,1189,902,539,226,26,6544,..,6,63,280,477,317,147,104,64,1454,12755,..,..,..,..,..,..,..,..,12755,..,3310,..,..,..,..,..,..,..,3310,..,2959,1658,615,421,243,26,5,0,5927,..,240,226,122,147,197,205,114,65,1315,..,204,276,138,105,108,38,21,0,889,..,291,573,210,267,323,271,124,26,2086,..,159,588,645,1098,1475,1440,1057,432,6895,174,206,162,143,140,128,99,36,14,1098,12926,7881,7212,8399,9166,9187,8020,5045,1414,69256,..,121,2548,5465,5469,5720,4964,2502,379,27169,..,720,1985,1354,1140,877,432,135,15,6654,..,118,658,1305,1674,958,427,321,251,5720,11823,..,..,..,..,..,..,..,..,11823,..,3463,..,..,..,..,..,..,..,3463,..,2049,946,264,212,187,44,0,0,3713,..,214,121,70,86,292,412,317,187,1698,..,210,168,66,67,61,36,12,3,622
CED141,..,54,2087,4674,5135,5383,5482,3464,816,27096,..,524,2132,1344,1138,874,399,178,24,6601,..,7,121,327,571,299,145,111,75,1657,13352,..,..,..,..,..,..,..,..,13352,..,3210,..,..,..,..,..,..,..,3210,..,3438,1651,651,541,315,53,0,0,6646,..,305,232,116,141,208,173,101,63,1336,..,232,267,118,110,79,62,14,9,880,..,254,438,185,227,300,228,112,19,1771,..,139,551,671,991,1403,1315,952,404,6433,230,230,241,160,155,122,111,49,12,1310,13582,8407,7707,8244,9010,8981,7961,4982,1417,70289,..,90,2883,5128,5399,5664,5248,2697,395,27506,..,825,2211,1420,1092,783,349,132,14,6821,..,166,888,1436,1691,874,430,351,290,6132,12393,..,..,..,..,..,..,..,..,12393,..,3282,..,..,..,..,..,..,..,3282,..,2188,850,255,221,177,43,0,0,3733,..,246,156,57,99,309,371,291,161,1692,..,242,172,58,57,45,21,8,0,603
CED142,..,88,4002,6331,3671,2922,2230,1158,291,20692,..,1379,10042,5105,2424,1389,587,149,15,21091,..,7,37,162,280,183,89,39,29,836,7410,..,..,..,..,..,..,..,..,7410,..,1577,..,..,..,..,..,..,..,1577,..,714,728,306,209,89,9,0,0,2053,..,621,722,196,91,89,80,42,21,1859,..,525,1366,363,94,58,26,6,8,2443,..,3671,7603,1893,761,491,299,96,13,14827,..,1319,5120,4349,3271,2843,1754,821,224,19697,116,533,710,351,250,196,112,47,10,2328,7533,10426,30326,19059,11060,8257,5188,2353,614,94813,..,153,4984,5858,3170,2641,1911,777,111,19596,..,1854,9475,3219,1263,716,269,61,3,16856,..,32,276,814,1128,770,323,201,111,3653,7005,..,..,..,..,..,..,..,..,7005,..,1687,..,..,..,..,..,..,..,1687,..,515,576,230,148,71,14,0,0,1555,..,690,760,217,114,222,220,126,79,2429,..,465,1164,320,84,29,17,13,3,2092
CED143,..,34,1748,5828,7141,5593,3857,2487,703,27389,..,240,3177,1968,1255,754,402,172,22,8001,..,4,16,160,362,264,86,42,32,963,13096,..,..,..,..,..,..,..,..,13096,..,4560,..,..,..,..,..,..,..,4560,..,1804,1181,363,243,128,28,0,0,3747,..,216,219,69,75,90,82,60,46,852,..,134,322,111,59,46,28,12,4,723,..,404,1273,361,196,187,135,59,12,2619,..,167,779,995,1005,1092,856,605,359,5854,172,177,192,139,121,114,60,31,10,1014,13267,7732,8902,9992,10460,8268,5531,3476,1185,68816,..,56,2540,6618,7297,5241,3568,1895,312,27526,..,429,3545,1816,1096,627,305,80,8,7909,..,12,111,724,1356,827,283,231,186,3730,12571,..,..,..,..,..,..,..,..,12571,..,4477,..,..,..,..,..,..,..,4477,..,1365,886,188,158,117,36,0,0,2752,..,177,186,65,63,151,235,249,133,1262,..,159,306,72,51,46,23,5,4,665
CED144,..,185,4131,7406,6410,6116,4333,2567,764,31915,..,240,1384,735,533,426,219,41,9,3590,..,0,58,185,316,328,188,127,86,1291,16819,..,..,..,..,..,..,..,..,16819,..,5390,..,..,..,..,..,..,..,5390,..,3424,3615,1282,758,307,52,3,0,9441,..,657,882,361,320,344,258,163,87,3072,..,389,836,417,360,227,83,15,4,2318,..,923,2503,970,633,453,241,103,25,5849,..,201,915,823,914,1130,950,594,264,5791,137,138,257,163,125,107,70,21,8,1027,16957,11540,14578,12341,10357,9447,6393,3638,1244,86509,..,667,6093,7693,6559,5545,3664,1593,296,32110,..,349,1389,728,553,364,153,25,0,3565,..,75,668,1302,1840,1286,664,482,355,6672,15595,..,..,..,..,..,..,..,..,15595,..,5557,..,..,..,..,..,..,..,5557,..,2356,2422,715,447,266,51,0,0,6267,..,477,444,161,236,545,634,487,297,3280,..,316,449,173,140,97,39,11,6,1242
CED145,..,9,1560,4884,5096,3931,3233,2051,606,21365,..,237,4397,2459,1326,862,495,217,31,10025,..,0,15,144,304,224,90,52,30,853,10237,..,..,..,..,..,..,..,..,10237,..,3366,..,..,..,..,..,..,..,3366,..,996,851,241,212,95,23,0,0,2418,..,151,238,66,53,80,85,43,27,742,..,61,412,86,41,28,13,12,5,653,..,639,2939,609,234,188,164,67,23,4861,..,264,1640,1651,1285,1216,1037,645,318,8053,183,254,367,194,128,91,73,31,12,1327,10415,5976,12415,10322,8672,6721,5211,3108,1048,63895,..,30,2379,5383,5015,3697,3019,1508,238,21257,..,439,4759,1964,1039,546,351,113,10,9219,..,6,90,625,1265,712,235,195,165,3296,9989,..,..,..,..,..,..,..,..,9989,..,3321,..,..,..,..,..,..,..,3321,..,745,680,162,125,111,25,4,0,1851,..,190,242,63,41,109,156,171,109,1086,..,100,341,63,49,33,7,3,6,618
CED146,..,179,4076,9013,8290,7547,4742,2003,406,36256,..,282,1146,904,760,454,196,47,4,3794,..,26,81,251,394,388,201,108,48,1501,21771,..,..,..,..,..,..,..,..,21771,..,6885,..,..,..,..,..,..,..,6885,..,5464,4952,1440,667,255,22,0,0,12796,..,649,647,353,370,461,324,173,78,3059,..,191,294,199,205,177,69,17,10,1164,..,136,264,150,189,213,137,44,6,1142,..,118,491,593,670,891,629,367,138,3893,204,148,205,132,115,109,75,32,11,1016,21980,14080,12158,13040,11659,10488,6389,2793,700,93285,..,515,6383,9766,8203,6581,3703,1191,139,36473,..,420,1300,914,680,413,135,24,9,3897,..,221,1172,1891,2109,1508,696,370,189,8156,20472,..,..,..,..,..,..,..,..,20472,..,7383,..,..,..,..,..,..,..,7383,..,3570,3240,687,351,193,26,3,0,8060,..,556,437,158,321,754,916,606,315,4064,..,162,207,124,92,72,37,10,14,719
CED147,..,79,2792,5496,5835,6096,5914,3665,875,30754,..,597,2343,1305,1185,863,490,191,39,7013,..,24,112,314,489,346,180,109,66,1630,15173,..,..,..,..,..,..,..,..,15173,..,3434,..,..,..,..,..,..,..,3434,..,4128,2087,849,629,293,56,0,0,8044,..,421,269,152,154,227,197,121,55,1601,..,223,289,132,110,88,34,21,8,895,..,245,399,174,214,288,218,97,15,1645,..,135,541,622,928,1357,1241,886,378,6084,223,215,235,157,132,104,97,49,21,1237,15404,9490,9080,9201,9674,9668,8422,5123,1451,77513,..,150,3817,5885,6145,6225,5658,2793,376,31051,..,896,2476,1268,1166,768,387,122,20,7096,..,207,987,1592,1734,1019,473,429,286,6722,14326,..,..,..,..,..,..,..,..,14326,..,3851,..,..,..,..,..,..,..,3851,..,2821,1193,334,256,216,42,0,0,4862,..,326,181,67,128,372,422,373,196,2066,..,253,177,59,66,44,33,12,3,649
CED194,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,239,260,455,361,287,227,184,54,4,2077,239,260,455,361,287,227,184,54,4,2077,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
