UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL113012,1941,1825,790,63,4619,1374,180,6172,228,17,14,0,260,319,8,583,14,17,10,0,39,15,6,59,241,31,26,0,303,331,14,649,16,17,20,5,58,42,3,96,0,0,0,0,0,7,0,5,0,3,0,0,11,3,0,12,0,0,0,0,0,6,0,6,21,14,21,5,69,51,3,122,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,9,3,0,9,3,3,3,0,6,13,0,22,2213,1879,853,61,5006,1768,196,6974
UCL113013,928,1132,425,32,2523,814,109,3444,38,23,34,8,94,165,19,268,0,0,3,0,6,9,0,17,38,21,31,8,97,175,19,290,27,13,19,0,55,114,3,181,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,19,0,55,125,3,187,3,0,5,0,8,16,0,24,5,0,0,0,5,27,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,0,13,41,0,60,9,4,0,0,14,6,0,19,1004,1171,478,46,2700,1167,135,4001
UCL113014,881,1052,499,30,2470,808,114,3385,56,26,43,0,125,215,12,351,10,7,19,0,34,85,3,124,63,39,55,0,153,299,24,477,4,3,0,0,10,13,0,23,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,17,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,9,0,18,956,1097,562,33,2640,1140,137,3920
UCL113015,1272,1028,316,20,2631,677,87,3395,133,44,65,0,240,244,14,491,314,168,127,7,613,231,38,884,440,209,187,7,851,475,48,1376,36,3,20,0,67,118,4,185,27,6,8,0,46,44,6,98,91,20,24,3,135,134,15,278,0,0,0,0,0,0,0,0,155,32,48,9,243,297,25,565,3,0,0,0,3,5,0,9,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,0,0,0,7,9,0,18,7,9,3,0,17,12,0,39,1882,1281,563,29,3754,1477,159,5391
UCL113016,961,1258,726,46,2990,815,85,3894,88,30,118,6,240,322,18,582,24,12,37,0,68,81,6,161,113,42,151,7,309,406,29,745,9,0,3,0,8,44,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,3,3,0,14,45,0,54,13,0,5,0,21,43,3,68,17,0,0,0,18,30,3,53,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,11,37,4,8,3,52,79,4,134,3,0,3,0,7,8,0,21,1118,1312,892,55,3377,1350,121,4853
UCL113017,1036,1514,497,48,3089,813,88,3991,47,47,48,3,143,155,15,314,27,9,29,0,56,108,9,178,75,53,78,8,206,265,27,490,25,20,25,3,75,163,7,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,25,3,77,163,7,254,10,0,0,0,10,22,0,40,0,0,0,0,0,0,0,5,3,0,4,0,8,6,0,10,0,0,0,0,0,0,0,3,15,0,0,0,17,31,3,54,5,3,3,0,10,17,0,30,1158,1585,606,53,3399,1291,131,4819
UCL113018,1262,826,509,28,2631,995,107,3730,44,8,18,0,70,63,3,140,4,4,0,0,10,11,0,22,50,15,22,0,82,73,4,160,7,0,7,0,15,27,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,15,27,6,44,4,0,0,0,6,8,0,18,0,0,4,0,4,25,0,26,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,3,3,0,12,34,0,49,4,0,0,0,4,0,0,3,1330,847,539,32,2744,1130,117,3993
UCL113019,1690,1407,934,74,4104,1382,185,5675,110,27,69,8,215,475,17,705,10,0,10,0,20,23,3,43,125,27,78,8,232,501,22,751,67,23,50,8,149,422,22,591,3,0,0,0,9,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,23,55,7,157,445,22,629,3,0,0,0,4,20,0,29,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,7,3,0,8,3,0,13,7,7,5,0,23,23,3,51,9,7,7,0,20,24,0,44,1909,1463,1078,95,4537,2382,232,7155
UCL113020,1734,1058,481,27,3302,1182,119,4599,61,8,23,3,92,132,3,232,59,9,32,0,107,123,5,237,119,20,54,3,198,258,10,464,24,15,20,3,60,72,3,138,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,24,15,22,3,57,81,3,145,0,0,3,0,7,8,0,15,28,5,5,5,44,77,0,121,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,8,34,6,7,5,53,88,3,138,8,8,4,0,12,6,0,19,1919,1097,570,41,3628,1611,129,5370
UCL114001,522,440,194,13,1168,397,31,1598,65,24,48,0,140,226,13,378,10,5,8,0,24,28,4,53,72,32,56,6,165,255,11,427,5,0,5,0,12,20,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,12,20,0,36,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,9,0,3,0,0,4,6,0,10,604,475,258,18,1350,683,50,2081
UCL114002,466,499,144,10,1124,320,23,1472,14,12,18,0,48,22,3,71,27,33,35,0,100,30,3,133,43,53,51,0,149,54,8,207,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,3,0,3,0,5,3,0,9,31,0,7,0,38,46,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,3,9,0,41,47,4,92,11,0,0,0,8,13,0,23,544,554,209,10,1320,441,41,1801
UCL114003,571,553,240,32,1390,430,249,2061,64,38,36,4,146,102,52,296,48,52,34,0,137,53,41,233,109,97,67,3,282,154,95,532,55,29,31,3,122,158,34,315,7,3,4,0,11,5,7,22,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,61,32,34,3,140,164,38,342,7,0,3,0,16,47,6,62,4,4,7,0,14,30,3,43,0,0,0,0,0,12,0,8,3,0,4,0,8,8,0,17,21,8,10,0,40,95,9,137,16,4,4,0,22,39,6,66,776,698,358,43,1866,880,390,3137
UCL114004,1079,400,216,8,1701,585,60,2343,164,13,27,0,199,286,14,501,13,3,14,0,25,33,0,58,174,16,42,0,227,323,14,560,39,16,26,0,83,112,4,203,3,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,31,0,85,124,4,212,57,8,5,4,70,143,6,218,7,0,0,0,7,29,0,39,0,0,0,0,3,0,0,6,3,0,3,0,7,7,0,19,68,5,11,4,86,185,6,276,5,0,0,0,9,14,0,22,1367,434,293,15,2110,1229,78,3419
UCL114005,842,791,552,52,2233,911,88,3227,11,5,9,0,19,40,0,63,0,0,0,0,3,10,0,8,11,5,8,0,23,46,0,71,45,30,49,8,138,333,26,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,49,8,138,335,26,495,11,0,3,0,8,31,0,49,0,0,0,0,3,14,0,16,0,0,0,0,0,0,0,0,5,3,3,0,8,7,3,19,16,4,6,0,27,54,4,80,5,0,3,0,6,7,0,12,918,827,612,61,2428,1348,115,3891
UCL114006,665,514,308,13,1503,684,62,2253,17,3,4,0,27,60,4,90,6,0,0,0,3,14,0,18,23,7,4,0,34,72,4,112,14,5,11,0,26,117,11,158,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,11,0,26,124,11,163,0,0,0,0,0,3,0,0,0,3,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,3,3,0,6,10,0,17,4,5,3,0,17,14,0,30,4,7,4,0,9,26,0,42,708,533,332,21,1590,919,75,2589
UCL114007,751,422,230,24,1428,659,55,2143,17,0,3,0,22,82,3,102,0,3,0,0,5,10,0,15,22,0,5,0,29,90,3,119,6,0,4,0,12,54,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,12,54,0,67,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,12,3,3,0,0,9,7,0,17,0,0,0,0,0,7,0,9,781,432,239,24,1478,813,61,2352
UCL114008,663,447,202,13,1322,524,39,1884,24,0,10,3,33,76,6,117,0,0,0,0,0,0,0,0,24,0,10,3,33,78,6,118,16,14,15,0,40,82,8,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,15,0,40,86,8,130,3,0,0,0,4,0,0,4,10,0,0,0,7,11,0,21,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,13,0,0,0,15,13,0,29,9,7,0,0,12,3,0,11,720,467,218,23,1425,698,50,2177
UCL114009,844,702,379,42,1966,830,61,2863,25,4,7,0,36,78,3,122,0,0,0,0,0,3,0,3,26,4,9,0,36,83,4,128,24,4,8,3,42,165,12,218,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,8,3,42,171,12,224,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,3,4,3,0,0,3,5,0,12,0,3,4,0,5,4,0,17,903,711,403,50,2065,1104,77,3242
UCL114010,719,538,301,17,1576,711,62,2344,6,4,5,0,18,37,0,57,0,0,0,0,5,0,0,5,8,5,3,0,24,36,0,57,33,3,22,3,57,166,12,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,22,3,57,166,12,232,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,4,3,0,0,5,23,3,28,12,3,5,0,19,13,0,33,772,555,327,22,1675,950,75,2700
UCL114011,688,589,322,26,1624,669,66,2354,16,3,12,0,31,82,0,113,6,0,0,0,6,0,0,6,22,3,12,0,33,82,0,115,9,4,10,0,19,111,4,135,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,0,19,110,4,139,0,0,0,0,3,13,0,15,4,0,0,0,4,3,0,4,4,0,4,0,9,0,0,7,8,3,0,3,15,8,0,23,19,3,8,3,27,23,0,48,0,3,0,0,3,10,0,10,738,599,348,29,1713,888,67,2675
UCL114012,524,367,261,19,1172,634,58,1866,0,0,0,0,4,27,0,34,0,0,0,0,0,3,0,3,0,0,0,0,4,27,0,31,9,9,11,0,32,84,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,0,32,84,0,115,0,0,0,0,0,7,0,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,12,8,5,3,0,18,19,0,40,550,386,269,21,1228,776,57,2064
UCL114013,727,747,354,31,1853,712,71,2635,40,15,6,0,54,68,0,127,3,0,3,0,5,23,0,32,39,17,10,0,62,84,4,157,15,4,16,3,43,133,10,187,3,0,5,0,10,11,0,18,6,0,0,0,8,28,0,38,0,0,0,0,0,0,0,0,24,11,21,3,57,176,13,241,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,9,5,4,0,0,10,10,0,17,4,4,3,0,11,10,0,22,799,776,379,35,1992,994,88,3075
UCL114014,357,906,160,8,1432,185,20,1627,8,3,3,0,14,6,0,25,5,24,3,0,29,12,7,44,17,28,6,0,45,21,7,73,64,57,32,0,149,44,3,199,15,6,9,0,28,18,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,58,38,0,181,60,3,246,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,0,0,4,0,10,5,0,8,0,0,0,0,0,0,0,3,449,996,209,6,1665,269,27,1958
UCL114015,872,758,543,36,2205,833,92,3134,31,12,10,0,62,78,5,141,4,4,5,0,8,15,0,26,37,14,16,0,72,91,3,164,34,18,30,0,85,254,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,18,30,0,85,257,7,351,5,0,0,0,3,12,0,23,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,11,4,3,0,0,13,24,3,39,10,8,3,0,23,25,3,49,964,806,593,38,2398,1227,111,3739
UCL114016,647,624,268,22,1563,527,44,2137,27,15,11,7,55,101,4,163,3,0,0,0,3,16,0,21,30,13,16,7,61,119,4,183,28,11,21,3,64,115,12,189,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,21,3,63,117,8,194,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,4,0,0,4,3,0,8,4,3,0,0,4,13,0,22,3,5,3,0,9,13,0,22,711,658,309,27,1704,788,61,2556
UCL114017,458,615,132,5,1217,195,55,1465,72,63,45,3,188,83,13,280,77,74,46,0,203,66,24,289,152,135,92,3,387,146,39,570,21,22,13,0,57,25,3,86,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,13,0,58,22,3,89,0,0,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,6,10,0,10,4,0,0,0,7,10,0,19,647,779,244,5,1677,381,101,2152
UCL114018,837,1247,296,18,2398,343,42,2780,3,0,7,0,13,15,5,34,0,0,0,0,0,0,0,0,3,0,7,0,13,15,5,34,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,6,3,0,5,0,5,0,0,5,0,4,0,0,4,3,0,8,846,1253,314,20,2429,368,47,2839
UCL114019,922,495,175,6,1601,474,46,2112,88,17,23,0,128,185,8,327,113,27,39,3,180,161,11,345,197,40,60,3,303,343,21,671,61,12,24,0,101,155,5,257,8,3,0,0,12,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15,24,0,106,160,12,282,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,9,0,0,0,9,9,0,16,7,3,0,0,11,15,0,28,13,7,4,0,20,9,0,32,1207,561,268,13,2044,1004,77,3129
UCL114020,536,554,383,41,1523,478,68,2073,10,17,10,3,44,45,8,89,8,3,0,0,10,8,0,14,18,20,10,3,54,55,8,108,57,19,51,3,131,282,16,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53,19,52,3,132,285,16,432,11,0,0,0,8,16,0,26,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,12,4,0,0,20,7,3,29,17,4,3,0,24,30,3,58,5,3,0,0,8,9,0,15,633,599,447,54,1738,853,91,2677
UCL114021,765,748,314,18,1841,615,65,2519,50,15,16,0,86,176,9,274,7,3,11,0,24,11,3,31,56,19,30,0,106,182,11,302,12,8,9,0,26,52,3,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,9,0,26,54,3,79,6,0,3,0,9,35,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,5,0,11,10,3,3,0,12,43,0,51,3,5,0,0,8,17,5,28,850,782,357,17,2007,909,84,2993
UCL114022,769,811,479,23,2078,586,100,2770,17,16,26,7,58,112,9,178,4,12,8,0,24,31,9,58,17,20,36,7,78,144,10,237,70,9,21,5,104,253,17,375,3,0,0,0,3,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,21,5,109,276,20,397,3,0,3,0,8,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,5,24,0,33,3,8,0,0,10,6,0,21,865,846,546,31,2288,1034,134,3457
UCL114023,640,320,296,27,1282,610,65,1956,26,7,15,0,47,111,3,157,12,6,3,0,20,3,3,27,34,7,19,0,68,111,4,188,47,15,42,4,116,190,10,313,9,6,9,0,25,24,3,48,11,0,0,0,11,14,0,24,0,0,0,0,0,0,0,0,68,17,55,4,142,230,11,382,15,0,0,0,22,33,0,54,55,4,0,4,66,114,6,183,0,0,0,0,0,0,0,0,6,0,3,0,10,5,0,17,78,5,6,6,95,152,8,250,0,0,3,0,3,7,0,11,826,352,370,41,1589,1108,88,2790
UCL114024,540,537,249,23,1345,415,52,1814,10,10,9,0,24,52,5,81,6,3,3,0,9,9,0,25,13,9,10,0,32,62,4,102,20,11,21,0,49,149,4,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,21,0,49,149,4,207,5,0,0,0,5,8,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,4,5,0,0,0,8,13,0,18,3,0,0,0,4,8,0,12,580,562,281,19,1445,640,66,2154
UCL114025,874,917,482,22,2298,837,55,3195,28,12,13,0,50,62,8,120,0,0,0,0,0,13,0,13,28,12,13,0,50,83,8,138,30,11,16,0,58,199,8,265,0,0,3,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,22,0,61,204,7,273,0,3,0,0,4,6,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,3,3,0,9,4,3,3,0,9,14,0,23,10,7,0,0,13,16,0,31,945,949,518,30,2444,1148,73,3666
UCL114026,552,715,159,12,1439,225,46,1720,66,29,33,0,129,71,9,211,54,42,37,4,136,67,0,211,120,68,74,6,270,143,12,422,9,5,13,0,29,26,4,56,3,0,8,0,14,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,21,0,49,33,6,83,17,0,0,0,18,17,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,21,19,0,43,0,7,3,0,13,3,0,16,712,801,259,12,1784,424,69,2283
UCL114027,504,369,120,10,1000,261,24,1280,111,23,30,4,167,238,3,406,91,48,30,3,175,71,10,251,199,70,64,4,335,306,14,654,18,5,0,0,25,51,0,75,26,3,4,0,32,35,0,65,18,3,4,0,26,27,0,45,0,0,0,0,0,0,0,0,57,6,14,0,77,104,0,186,0,0,0,0,0,3,0,3,11,0,0,0,10,14,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,12,4,29,6,0,0,0,6,10,0,15,771,445,196,19,1434,694,34,2170
UCL114028,713,337,177,12,1230,465,44,1739,33,6,13,0,56,104,3,163,0,0,0,0,7,14,0,16,37,9,15,0,55,118,3,181,34,10,19,0,72,78,13,161,10,0,0,0,10,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,26,0,84,89,13,186,7,0,0,0,9,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,0,16,14,0,27,4,0,0,0,6,3,3,13,810,361,213,14,1401,690,57,2150
UCL114029,684,627,247,18,1580,454,72,2104,3,4,0,0,9,9,0,15,9,0,3,0,6,4,0,9,10,4,3,0,14,12,0,26,3,0,4,0,5,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,9,0,0,12,0,0,0,0,0,0,0,0,5,3,0,0,6,4,0,16,0,0,0,0,0,0,0,0,696,637,255,18,1606,480,74,2167
UCL114030,636,561,286,26,1505,555,36,2095,9,0,4,0,14,64,0,79,0,0,3,0,8,20,3,24,10,3,8,0,21,79,3,106,21,6,8,3,31,73,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,8,3,31,73,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,8,3,15,668,573,299,30,1564,721,43,2323
UCL114031,665,582,358,19,1625,503,47,2176,39,17,43,3,100,116,9,227,0,3,0,0,8,7,0,13,37,21,46,3,106,121,9,238,23,8,3,0,31,88,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,3,0,31,88,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,4,0,9,5,3,14,8,0,4,0,7,4,3,22,0,0,0,0,3,0,0,3,733,603,412,25,1773,721,63,2558
UCL114032,821,373,181,14,1389,520,44,1956,42,13,26,0,85,107,4,193,22,7,7,0,39,32,7,79,67,16,32,0,123,141,13,274,39,15,32,0,88,114,13,208,19,4,0,0,24,22,4,51,0,0,0,0,3,8,0,10,0,0,0,0,0,0,0,0,55,20,36,0,112,141,12,273,5,0,0,0,7,5,0,19,27,0,0,0,31,44,0,75,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,15,36,0,0,0,41,57,7,107,6,0,0,0,9,5,0,12,991,411,254,19,1672,864,79,2618
UCL114033,251,140,69,0,465,181,8,653,26,0,0,0,26,12,0,42,0,0,0,0,0,0,0,0,29,0,0,0,29,12,0,43,30,0,0,0,35,61,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,35,61,4,100,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,0,0,3,4,0,9,4,0,0,0,4,0,0,4,316,146,70,0,527,266,13,815
UCL114034,488,585,204,16,1292,438,35,1766,32,16,8,0,59,129,11,196,3,0,3,0,3,7,0,9,32,16,9,0,61,137,11,203,5,0,3,0,7,14,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,14,3,20,0,0,0,0,0,6,0,6,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,9,4,0,0,0,10,4,0,9,3,0,0,0,4,3,0,7,534,600,218,17,1366,587,53,2007
UCL114035,611,568,382,25,1594,655,77,2325,22,7,21,0,48,142,8,199,0,0,0,0,0,3,0,3,22,12,21,0,46,141,8,202,31,15,23,4,74,174,8,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,23,4,74,174,8,257,4,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,7,0,0,0,0,3,3,0,8,670,596,432,29,1725,974,96,2792
