UCL_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
UCL115045,441,272,139,12,872,369,34,1272,17,4,0,0,24,33,0,60,0,0,5,0,11,6,0,18,17,3,9,0,27,43,0,71,4,0,3,0,7,16,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,16,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,8,0,0,6,0,9,3,0,12,0,0,0,0,4,4,0,6,466,282,155,13,917,435,39,1385
UCL115046,117,97,56,3,267,117,15,401,0,3,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,5,0,0,3,4,0,12,0,0,0,0,0,0,0,0,119,100,56,3,278,132,14,423
UCL115047,278,130,67,0,482,192,13,686,5,4,3,0,17,14,3,32,0,0,0,0,5,3,0,7,13,4,4,0,17,21,3,41,0,0,3,0,4,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,8,292,131,79,3,506,226,16,753
UCL115048,130,123,62,0,314,126,9,447,5,0,3,0,11,35,0,53,0,0,0,0,0,0,0,0,5,0,3,0,11,35,3,49,3,0,0,0,3,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,23,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,141,123,67,0,331,184,10,529
UCL115049,126,77,49,3,262,167,10,433,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,4,0,0,9,134,77,51,3,266,189,8,464
UCL115050,99,147,29,0,276,43,7,326,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,104,152,35,0,290,44,7,341
UCL115051,239,178,110,6,536,275,9,825,3,0,0,0,3,16,0,19,0,0,0,0,0,0,0,0,3,0,0,0,3,16,0,19,0,3,5,0,7,19,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,19,0,32,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,3,0,0,3,243,182,116,6,552,313,9,880
UCL115052,315,220,123,11,671,279,21,967,5,8,7,0,27,48,7,75,5,4,3,0,10,9,0,20,9,7,11,0,35,60,7,96,14,3,9,0,27,62,7,96,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,9,0,27,62,7,94,0,0,0,0,3,4,0,3,14,0,3,0,15,16,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,19,22,0,47,5,0,3,0,4,3,0,8,360,234,150,8,750,425,36,1215
UCL115053,218,373,81,6,683,109,120,906,43,3,0,0,42,62,6,108,0,0,0,0,0,0,3,3,43,3,0,0,42,62,6,114,0,4,0,0,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,9,266,381,79,6,730,168,126,1028
UCL115054,222,159,89,8,479,148,18,646,62,22,24,0,102,141,14,255,30,23,25,3,75,50,12,137,93,38,48,3,181,188,20,387,25,12,9,0,51,71,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,9,0,51,71,3,128,22,0,3,0,24,25,0,48,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,26,4,3,0,29,25,0,57,0,0,0,0,0,3,0,4,372,213,152,9,743,430,50,1224
UCL115055,151,76,18,3,246,81,9,339,76,15,17,0,105,81,4,188,26,8,14,0,53,20,3,71,104,23,29,0,157,101,9,264,3,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,12,3,0,0,0,3,0,0,3,7,7,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,15,0,0,17,3,0,0,0,3,0,0,3,265,104,53,5,429,188,17,637
UCL115056,219,124,91,4,437,219,17,677,4,0,3,0,10,40,0,52,0,0,0,0,0,0,0,0,4,0,3,0,10,40,0,52,5,0,0,0,6,25,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,25,3,30,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,5,3,5,0,0,7,4,0,14,0,0,0,0,0,0,0,0,234,128,92,4,459,293,21,767
UCL115057,153,232,94,3,483,90,16,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,4,32,40,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12,4,32,40,0,70,0,0,0,0,0,5,0,5,3,0,3,0,4,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,20,0,3,0,0,3,0,0,3,171,240,109,6,527,141,22,686
UCL115058,92,90,64,0,252,75,6,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,15,12,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,97,73,3,267,88,7,363
UCL115059,113,188,50,3,358,64,13,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,113,192,50,3,358,70,13,436
UCL115060,74,167,41,0,282,56,3,337,0,0,0,0,0,0,0,0,4,3,8,0,12,6,0,26,4,3,8,0,12,6,0,26,6,0,6,0,17,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,9,8,6,0,18,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,173,54,0,319,73,3,393
UCL115061,420,507,98,3,1034,220,32,1283,15,6,10,0,25,12,0,39,14,3,3,0,27,9,3,39,26,9,15,0,53,23,3,73,23,7,3,0,37,85,0,119,6,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,3,0,43,92,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,477,530,113,4,1135,328,29,1494
UCL115062,247,186,155,15,612,295,18,924,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,4,0,10,36,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,36,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,9,258,192,162,14,624,329,25,981
UCL115063,205,380,92,5,687,88,11,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,380,94,5,690,91,11,788
UCL115064,281,175,129,13,592,301,25,916,6,0,0,0,6,14,0,25,0,0,0,0,0,0,0,0,6,0,0,0,6,14,0,25,3,3,3,0,7,47,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,47,3,59,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,0,0,3,0,0,0,7,8,3,16,9,3,0,0,10,20,3,35,0,0,0,0,0,0,0,3,300,180,137,10,620,383,26,1032
UCL115065,113,267,29,0,409,34,6,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,268,29,0,410,34,6,451
UCL115066,195,85,39,7,323,142,6,474,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,0,5,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,14,0,17,0,0,0,0,0,0,0,0,18,0,0,0,18,20,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,18,18,0,35,0,3,0,0,3,0,0,3,215,89,37,7,346,181,8,535
UCL115067,258,146,74,9,488,308,24,816,10,0,0,0,9,29,0,36,0,0,0,0,0,0,0,0,10,0,0,0,9,31,0,41,0,0,4,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,7,3,0,0,0,4,9,0,10,0,0,0,0,0,0,0,3,271,150,78,9,506,347,24,875
UCL115068,224,349,127,10,700,200,19,924,0,0,4,0,8,9,0,9,0,0,0,0,0,0,0,0,0,0,4,0,8,9,0,9,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,226,351,133,10,715,210,19,945
UCL115069,177,168,92,9,443,201,15,655,0,7,5,0,7,31,0,39,0,0,0,0,0,0,0,0,0,7,5,0,7,31,0,39,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,0,10,3,0,0,0,10,10,0,19,0,4,0,0,4,4,0,13,187,178,99,5,465,252,16,733
UCL115070,261,181,36,0,484,63,5,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,267,181,36,0,486,63,5,554
UCL115071,225,159,87,15,473,206,14,698,3,0,0,0,7,17,0,21,0,0,0,0,0,4,0,5,3,3,0,0,5,24,0,33,3,0,0,0,3,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,7,0,17,3,4,0,0,9,7,3,25,0,0,0,0,0,4,0,6,231,165,94,15,502,262,16,773
UCL115072,184,178,105,5,472,178,27,679,5,3,3,0,12,4,4,15,0,0,0,0,0,0,0,0,5,3,3,0,12,7,4,21,3,3,0,0,10,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,3,197,182,109,6,494,211,30,732
UCL115073,234,152,79,8,479,261,18,762,7,0,4,0,10,18,0,27,0,0,0,0,0,0,0,0,7,0,4,0,10,18,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,4,0,0,11,0,0,11,9,4,0,0,17,4,0,23,3,3,0,0,7,4,0,9,252,161,84,8,508,289,21,820
UCL115074,519,167,93,8,784,241,16,1043,23,4,12,0,37,46,3,81,37,9,10,0,52,28,3,81,58,12,15,0,85,75,3,166,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,10,0,16,0,0,0,0,0,0,0,3,4,3,0,0,12,40,0,45,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,9,4,3,0,14,39,0,52,0,0,0,0,0,0,0,0,589,182,109,12,885,369,23,1279
UCL115075,238,191,90,9,534,256,15,801,3,0,0,0,6,17,3,24,0,0,0,0,0,0,0,0,3,0,3,0,8,17,3,27,12,3,13,0,19,28,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,13,0,19,28,0,51,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,4,0,6,255,197,105,9,563,313,17,891
UCL115076,167,281,113,6,569,120,19,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,166,282,118,6,572,120,19,714
UCL115077,108,93,41,3,239,106,11,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,20,0,27,3,0,0,0,3,3,0,4,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,10,0,0,0,0,0,0,0,0,112,96,45,5,253,132,14,401
UCL115078,141,96,60,3,299,150,12,461,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,149,97,60,3,307,185,12,505
UCL115079,317,214,78,10,616,214,18,853,8,0,0,0,9,24,0,33,0,0,0,0,0,0,0,0,8,0,0,0,9,24,0,33,6,4,3,0,9,16,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,9,16,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,5,0,14,0,0,0,0,0,0,0,0,327,216,87,10,636,265,23,927
UCL115080,262,74,60,7,408,191,19,616,6,3,9,0,15,19,0,40,3,0,4,0,8,3,0,7,15,3,7,0,24,26,0,46,18,0,9,0,25,44,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,25,44,0,68,14,0,0,0,17,20,0,33,12,0,0,0,11,16,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,32,37,3,63,0,0,0,0,3,0,0,6,318,80,78,7,489,290,18,803
UCL115081,70,87,28,8,190,59,22,273,6,6,3,0,18,9,7,35,31,11,11,0,55,54,18,128,40,19,15,0,73,66,21,163,25,5,7,0,37,36,24,102,13,3,3,0,17,23,7,46,3,4,0,0,5,19,5,31,0,0,0,0,0,0,0,0,41,16,10,3,63,81,38,184,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,8,3,0,0,12,10,0,20,155,131,58,5,342,211,86,646
UCL115082,109,156,48,0,309,68,9,382,3,3,3,0,11,6,0,15,0,0,0,0,0,0,0,0,3,3,3,0,11,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,159,48,0,319,77,9,399
UCL115083,202,131,27,5,366,86,10,466,4,3,0,0,10,10,0,17,0,0,3,0,7,0,0,7,3,5,3,0,14,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,5,212,133,33,5,388,97,8,494
UCL115084,364,345,197,14,917,363,42,1312,6,3,3,0,8,22,0,38,0,0,0,0,3,0,0,4,5,3,5,0,14,24,7,40,0,3,0,0,3,29,0,36,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,34,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,4,0,7,373,349,200,19,939,422,45,1404
UCL115085,126,86,58,4,277,207,20,503,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,0,3,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,7,0,0,0,8,8,0,12,131,88,60,4,289,245,20,549
UCL115086,141,87,49,7,277,96,8,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,3,0,14,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,14,9,0,16,32,0,0,0,33,45,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,32,0,0,0,35,50,3,86,0,0,0,0,0,0,0,0,177,86,52,7,324,154,16,489
UCL115087,174,166,66,6,418,126,14,562,6,3,5,0,19,33,0,45,0,0,0,0,0,0,0,0,6,3,5,0,19,33,0,45,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,182,173,77,5,442,162,14,621
UCL115088,125,126,28,0,282,63,8,353,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,3,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,131,32,0,293,80,11,383
