UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL121047,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,3,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,9,22,0,3,0,0,0,27,19,0,3,0,0,0,19,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,18,0,5,0,83
UCL121048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,3,0,4,3,0,0,0,0,0,6,13,0,3,0,0,0,14,12,0,4,0,0,0,15,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,14,0,5,0,53
UCL121049,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,3,0,6,0,0,0,16,10,0,3,0,0,0,14,9,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,0,18,0,14,0,59
UCL121050,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,7,8,0,3,0,0,0,10,16,0,0,0,0,0,13,49,0,0,0,0,0,53,47,0,12,0,0,0,62,33,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,20,0,3,6,180
UCL121051,0,0,3,0,0,0,11,0,0,0,0,0,0,0,6,0,10,0,0,0,20,6,0,12,0,7,0,21,6,0,3,0,0,0,12,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,33,6,9,0,76
UCL121052,0,0,3,0,3,3,10,0,0,0,0,0,0,0,6,19,6,0,0,0,22,7,0,7,0,0,0,12,16,0,3,0,0,0,19,19,0,4,0,0,0,25,21,0,5,0,0,0,24,21,0,5,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,94,25,27,0,3,3,157
UCL121053,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,13,0,0,0,0,0,15,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,10,0,0,0,45
UCL121054,0,3,5,6,3,5,16,3,0,0,0,0,0,3,5,0,3,0,9,0,19,6,4,17,0,4,0,30,5,0,4,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,10,29,6,12,8,87
UCL121055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL121056,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,11,0,0,0,0,0,7,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,26
UCL121057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,14,8,4,5,0,0,29,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,13,5,0,0,54
UCL121058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,17
UCL121059,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,7,7,0,0,0,0,0,6,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,30
UCL121060,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,12,0,3,0,0,0,15,5,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,3,36
UCL121061,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,19
UCL121062,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,3,19
UCL121063,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,0,0,0,3,8,0,3,0,0,0,15,8,0,7,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,0,3,0,57
UCL121064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,4,8,0,3,0,0,0,9,5,0,3,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12,0,3,0,34
UCL121065,0,0,9,0,4,3,18,0,5,3,0,0,0,8,3,0,3,0,0,0,14,9,0,22,0,0,0,32,3,0,3,0,0,0,8,5,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,44,0,7,7,83
UCL121066,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,7,0,0,0,7,0,0,6,0,0,0,10,20,0,3,0,0,0,19,38,0,6,0,0,0,41,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,67,0,22,0,8,3,97
UCL121067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,9
UCL121068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,10,0,0,0,0,0,11,6,0,4,0,0,0,5,8,0,4,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,15,0,0,0,38
UCL121069,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,0,4,3,0,3,0,0,0,9,13,0,6,0,0,0,19,10,0,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,21,0,0,0,53
UCL121070,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,12,0,3,0,22,5,0,6,0,0,0,13,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,28,5,3,0,47
UCL121071,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,7,0,0,0,0,0,9,13,0,4,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,0,4,43
UCL121072,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,9
UCL121073,0,0,7,0,5,3,9,0,0,0,0,0,0,3,8,6,10,0,0,0,22,11,0,3,0,0,0,18,8,3,0,0,0,0,11,36,0,5,0,3,0,41,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73,10,29,3,5,5,130
UCL121074,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,0,0,0,0,0,5,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,18,0,0,0,29
UCL121075,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,0,0,0,8,0,0,0,0,0,0,5,10,0,7,0,0,0,9,10,0,3,0,0,0,13,16,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,22,0,0,0,64
UCL121076,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,10,12,0,4,0,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,16,0,0,0,33
UCL121077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,15
UCL121078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,14,0,3,0,0,0,19,12,0,8,0,0,0,15,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,17,0,3,0,67
UCL121079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,5,0,8,0,0,0,12,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,24
UCL121080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,0,0,0,5,20,0,6,0,0,0,24,17,0,4,0,0,0,23,10,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,25,0,3,4,84
UCL121081,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,3,0,0,0,0,3,0,6,0,0,0,8,25,0,10,0,3,0,34,15,0,3,0,0,0,16,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,0,7,3,89
UCL121082,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,22
UCL121083,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,9,0,0,0,0,0,6,8,0,0,0,0,0,8,18,0,0,0,0,0,14,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,8,0,0,3,49
UCL121084,0,0,3,0,0,7,10,0,0,0,0,0,0,0,0,7,6,0,0,0,13,10,3,9,0,3,0,25,12,0,3,0,0,0,12,18,0,7,0,0,0,21,7,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,41,0,6,7,98
UCL121085,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,3,9,0,6,0,0,0,14,12,0,8,0,3,0,22,9,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,18,0,4,0,57
UCL121086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,3,0,4,0,0,0,6,4,0,5,0,0,0,16,11,0,4,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,5,19,3,0,0,45
UCL121087,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,6,10,0,0,0,0,0,9,11,0,4,0,0,0,14,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,10,0,0,4,50
UCL121088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,16,0,0,0,0,0,21,17,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,3,0,0,0,48
UCL121089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,10
UCL121090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,7,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,24
UCL121091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,8,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,4,3,0,0,0,0,0,3,11,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,13,0,43
UCL121092,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,3,0,0,0,4,4,0,0,0,0,0,6,14,0,5,0,0,0,21,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,19,0,0,0,47
UCL121093,0,0,0,3,0,4,7,0,4,0,10,0,0,11,10,6,5,5,0,0,28,3,3,13,3,0,0,19,3,0,10,0,0,0,15,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,13,32,18,7,7,97
UCL121094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9
UCL121095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,20,0,4,0,0,0,22,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,41
UCL121096,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,10,5,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,6,0,33
UCL121097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,0,4,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,22
