UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL115126,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,8,15,3,0,0,0,20,22,0,0,0,0,27,71,0,0,3,0,72,43,0,0,0,0,43,25,0,0,0,0,27,11,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,0,14,0,0,0,0,14,246,9,3,3,0,259
UCL115127,18,0,0,0,0,18,14,0,0,0,0,14,13,0,0,0,0,13,13,0,0,0,0,15,15,3,0,0,0,15,77,4,0,0,0,84,116,3,0,0,0,120,152,3,0,0,0,156,85,0,0,0,0,85,40,0,0,0,0,40,7,0,0,0,0,7,21,0,0,0,0,21,568,14,0,0,0,586
UCL115128,22,0,0,0,0,22,22,0,0,0,0,17,12,0,0,0,0,15,14,0,3,0,0,18,30,0,0,0,0,30,98,0,0,0,0,104,113,4,0,0,0,111,100,0,0,0,0,105,24,0,0,0,0,24,16,0,0,0,0,16,11,0,0,0,0,11,23,3,0,0,0,29,476,10,3,0,0,491
UCL115129,8,0,0,0,0,10,5,3,0,0,0,8,3,0,0,0,0,3,5,0,3,0,0,11,14,0,0,0,0,14,19,0,3,0,0,20,23,0,3,0,0,24,27,0,0,0,0,29,6,0,0,0,0,7,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,128,9,10,0,0,147
UCL115130,12,0,0,0,0,8,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,6,0,0,0,0,11,30,3,0,0,0,33,28,4,0,0,0,29,29,3,0,0,0,32,19,0,0,0,0,20,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,156,8,3,0,0,168
UCL115131,22,0,0,0,0,22,30,0,0,0,0,31,21,0,0,0,0,21,37,0,0,0,0,35,59,3,0,0,0,59,123,0,0,3,0,121,64,0,0,0,0,69,39,0,0,0,0,36,11,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,4,9,0,0,0,0,11,418,7,7,5,0,431
UCL115132,10,0,0,0,0,11,18,0,0,0,0,19,12,0,0,0,0,12,24,0,0,0,0,24,36,0,0,0,0,36,61,0,0,0,0,61,25,0,0,0,0,29,27,0,0,0,0,29,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,12,0,0,0,0,12,241,0,0,3,0,242
UCL115133,5,0,0,0,0,5,7,0,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,3,18,0,0,0,0,18,31,0,0,0,0,28,53,0,0,0,0,53,81,0,0,0,0,81,37,0,0,0,0,37,23,0,0,0,0,23,5,0,0,0,0,5,18,0,0,0,0,18,277,0,0,0,0,281
UCL115134,17,0,0,0,0,17,8,0,0,0,0,14,9,0,0,0,0,9,15,0,0,0,0,15,11,0,0,0,0,11,46,0,0,0,0,48,69,7,0,0,0,76,139,3,0,0,0,143,67,0,0,0,0,69,36,0,0,3,0,42,15,0,0,0,0,15,16,0,0,0,0,16,449,16,0,3,0,464
UCL115135,12,0,0,0,0,12,11,0,0,0,0,10,12,0,0,0,0,12,18,0,0,0,0,18,23,0,0,0,0,30,42,0,0,0,0,44,40,0,0,0,0,47,27,0,0,0,0,26,3,0,0,0,0,0,8,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,7,214,0,0,8,0,219
UCL115136,12,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,21,0,0,3,0,17,15,0,0,0,0,16,22,0,0,0,0,20,7,0,0,0,0,7,8,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,98,3,0,3,0,104
UCL115137,10,0,0,0,0,10,5,0,0,0,0,5,8,0,0,0,0,8,12,0,0,0,0,12,19,0,0,0,0,19,51,0,0,0,0,51,22,0,0,0,0,22,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,156,0,0,0,0,156
UCL115138,19,0,0,0,0,19,4,0,0,0,0,4,13,0,0,0,0,9,15,0,0,0,0,16,20,0,0,0,0,20,32,0,0,0,0,32,41,0,3,0,0,45,21,0,0,0,0,21,15,0,0,0,0,15,8,0,0,0,0,8,4,0,0,0,0,4,15,0,0,0,0,15,195,0,10,0,0,202
UCL115139,18,0,0,0,0,18,8,0,0,0,0,8,11,0,0,0,0,11,26,0,0,0,0,26,26,0,0,0,0,26,80,0,0,0,0,80,57,0,0,0,0,57,39,0,0,0,0,39,6,0,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,4,5,0,0,0,0,5,279,0,0,0,0,284
UCL115140,14,0,0,0,0,19,4,0,0,0,0,5,3,0,0,0,0,3,13,0,0,0,0,13,15,0,0,0,0,14,40,0,3,0,0,40,45,0,0,0,0,47,37,0,0,0,0,41,12,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,14,0,0,0,0,14,214,3,5,0,0,223
UCL115141,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,8,0,0,0,0,8,26,0,0,0,0,28,31,0,0,0,0,31,35,0,0,0,0,35,14,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,137,5,0,0,0,141
UCL115142,22,0,0,0,0,22,10,0,0,0,0,10,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,14,29,3,3,0,0,37,45,0,0,0,0,43,49,0,0,0,0,49,27,0,0,0,0,27,19,0,0,0,0,22,14,0,0,0,0,14,8,0,0,0,0,8,245,4,4,0,0,254
UCL115143,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,17,19,0,0,0,0,20,33,0,0,0,0,33,14,0,0,0,0,14,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,125,0,0,0,0,129
UCL115144,3,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,15,5,0,0,0,0,5,19,0,0,0,0,18,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,0,3,77
UCL115145,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,8,23,0,0,0,0,23,23,0,0,0,0,24,27,0,0,0,0,27,29,0,0,0,0,29,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,3,149,0,3,3,0,160
UCL115146,4,0,0,3,0,8,3,0,0,0,0,4,3,0,0,3,0,7,8,0,0,5,0,12,18,0,0,7,0,22,45,0,0,14,0,63,47,0,0,28,0,75,24,0,0,13,0,42,8,0,0,3,0,11,3,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,8,169,4,0,78,4,255
UCL115147,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,17,0,0,0,0,17,19,0,0,0,0,19,31,0,0,0,0,34,11,0,0,0,0,11,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,8,102,0,0,0,3,110
UCL115148,12,0,0,0,0,12,10,0,0,0,0,10,9,0,0,0,0,9,23,0,0,0,0,23,31,0,0,0,0,32,21,0,0,0,0,21,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,132,0,0,0,0,133
UCL115149,12,0,0,0,0,12,4,0,0,0,0,4,13,0,0,0,0,13,20,0,0,0,0,20,18,0,0,0,0,18,49,0,0,0,0,49,22,0,0,0,0,22,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,157,0,0,0,0,161
UCL115150,8,0,0,0,0,13,20,0,0,0,0,21,24,0,0,0,0,27,41,0,0,7,0,51,62,0,0,8,0,67,97,0,0,8,0,111,57,0,0,7,0,61,36,0,0,4,0,43,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,22,377,0,0,38,0,423
UCL115151,7,0,0,0,0,7,7,0,0,0,0,7,8,0,0,0,0,8,18,0,3,0,0,21,21,0,0,0,0,21,21,0,0,0,0,22,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,101,0,4,0,3,103
UCL115152,8,0,0,0,0,8,3,0,0,0,0,3,12,0,0,0,0,15,20,0,0,0,0,20,22,0,0,0,0,22,26,0,0,0,0,26,18,0,0,0,0,18,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,124,0,0,0,0,122
UCL115153,3,0,0,0,0,5,17,0,0,0,0,17,18,0,0,0,0,18,29,0,0,0,0,29,52,0,0,0,0,50,77,0,0,3,0,78,38,0,0,0,0,38,26,0,0,0,0,26,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,3,3,11,0,0,0,0,11,284,0,0,3,3,289
UCL115154,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,13,0,0,0,0,13,32,0,0,0,0,32,31,0,0,0,0,31,84,0,0,0,0,84,67,0,0,0,0,67,44,0,0,0,0,44,13,0,0,0,0,13,9,0,0,0,0,9,319,0,0,0,0,319
UCL115155,11,0,0,0,0,11,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,28,0,0,0,0,28,54,0,0,0,0,55,66,0,0,0,0,66,52,0,0,0,0,52,15,0,0,0,0,15,10,0,0,0,0,10,267,0,0,0,0,270
UCL115156,26,0,0,0,0,25,15,0,0,0,0,15,19,0,0,0,0,22,30,0,0,0,0,31,59,3,0,5,0,70,147,0,3,0,0,149,97,0,0,0,0,96,54,0,0,0,0,54,12,0,0,0,0,12,8,0,0,0,0,3,0,0,0,0,0,3,28,0,0,0,0,28,493,3,3,7,4,514
UCL115157,6,0,5,0,0,11,3,0,0,0,0,3,13,0,0,0,0,9,14,0,0,0,0,14,13,0,3,0,0,17,45,4,7,0,0,55,44,0,3,0,0,49,72,4,0,0,0,77,19,0,0,0,0,19,12,0,0,0,0,16,3,0,0,0,0,3,9,3,0,0,0,7,245,14,17,0,0,282
UCL115158,20,0,0,0,0,20,9,0,0,0,0,9,13,3,0,0,0,15,14,3,0,0,0,11,18,0,0,0,0,16,53,8,0,0,0,59,58,0,0,0,0,61,81,0,0,0,0,78,24,0,0,0,0,27,12,0,0,0,0,17,3,0,0,0,0,3,17,0,0,0,0,19,329,24,0,3,0,352
UCL115159,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,4,28,0,0,0,0,35,45,0,0,0,0,40,51,0,0,0,0,51,21,0,0,0,0,21,16,0,0,0,0,16,5,0,0,0,0,5,17,0,0,0,0,17,216,3,0,0,0,219
UCL115160,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,5,9,0,0,0,0,10,16,3,0,0,0,22,30,3,0,0,0,33,51,0,0,0,0,51,18,0,0,0,0,18,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,152,5,0,4,0,161
UCL115161,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,12,0,0,0,0,12,53,0,0,0,0,53,33,0,0,0,0,33,16,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,130,0,0,0,0,135
UCL121001,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,16,0,0,0,0,16,20,0,0,0,0,20,23,0,0,0,0,21,14,0,0,0,0,14,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,103,0,0,0,0,105
UCL121002,4,0,0,0,0,4,7,0,0,0,0,7,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,41,0,0,0,0,41
UCL121003,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,13,0,0,0,0,13,12,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,60,0,0,0,0,62
UCL121004,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,24,0,0,0,0,24,10,0,0,0,0,10,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,79,0,0,0,0,79
UCL121005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,12,0,0,0,0,12,19,0,0,0,0,19,20,0,0,0,0,20,17,0,0,0,0,17,3,0,0,0,0,3,3,0,0,0,0,3,94,0,0,0,0,94
UCL121006,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,5,0,0,0,0,5,10,0,0,0,0,10,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,63,0,0,0,0,63
UCL121007,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,13,0,0,0,0,16,43,0,0,0,0,43,20,0,0,0,0,24,6,3,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,112,3,0,0,0,117
UCL121008,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,19,0,0,0,0,19,17,0,0,0,0,15,17,0,0,0,0,17,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,95,0,0,0,0,92
UCL121009,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
UCL121010,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,19,0,0,0,0,19,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,73,0,0,0,0,79
UCL121011,3,0,0,0,0,3,10,0,0,0,0,10,10,0,0,0,0,13,9,0,0,0,0,9,13,0,0,0,0,13,27,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,83,0,0,0,0,87
UCL121012,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,15,0,0,0,0,15,22,0,0,0,0,22,22,0,0,0,0,22,26,0,0,0,0,26,12,0,0,0,0,12,11,0,0,0,0,11,142,0,0,0,0,142
UCL121013,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,21,0,0,0,0,27
UCL121014,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,22,0,0,0,0,22,16,0,0,0,0,15,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,87,0,0,0,0,93
UCL121015,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,15,0,0,0,0,17,18,0,0,0,0,18,17,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,82,0,0,0,0,81
UCL121016,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,6,0,0,0,0,6,24,0,0,0,0,24,45,0,0,0,0,45,30,0,0,0,0,30,5,0,0,0,0,5,6,0,0,0,0,6,9,0,0,0,0,9,5,0,0,0,0,5,142,0,0,0,0,142
UCL121017,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,10,13,0,0,0,0,13,21,0,0,0,0,21,25,0,0,0,0,25,9,0,0,0,0,9,5,0,0,0,0,5,3,0,0,0,0,3,90,0,0,0,0,90
UCL121018,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,12,0,0,0,3,14,14,0,0,0,0,14,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,83,0,0,0,3,84
UCL121019,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,11,12,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,55
UCL121020,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,0,0,17,12,0,0,0,0,12,13,0,0,0,0,13,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,68,0,0,0,0,68
UCL121021,11,0,0,0,0,11,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,10,8,0,0,0,0,8,10,0,0,0,0,10,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,65
UCL121022,3,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,9,5,0,0,0,0,11,8,0,0,0,0,8,40,0,0,0,0,40,16,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,109,0,3,0,0,114
UCL121023,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,24,0,0,0,0,24,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,65,0,0,0,0,65
UCL121024,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,8,0,0,0,0,8,18,0,0,0,0,22,20,0,0,0,0,20,23,0,0,0,0,23,7,0,0,0,0,7,3,0,0,0,0,3,104,3,0,0,0,105
UCL121025,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,13,0,0,0,0,11,11,0,0,0,0,10,9,0,0,0,0,12,11,0,0,0,3,15,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,5,4,0,0,0,0,7,73,3,6,0,3,87
UCL121026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,7,0,0,0,0,0,3,7,3,0,0,0,9,14,4,0,0,0,18,12,0,0,0,0,12,5,0,0,0,0,4,5,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,56,17,0,0,0,75
UCL121027,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,15,12,0,0,0,0,12,21,0,0,0,0,23,42,0,0,0,0,45,24,0,0,0,0,27,23,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,7,150,4,0,0,3,160
UCL121028,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,14,0,0,0,0,14,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,67,0,0,0,0,67
UCL121029,4,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,12,17,0,0,0,0,17,23,0,0,0,0,23,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,77,0,0,0,0,78
UCL121030,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
UCL121031,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14,20,0,0,0,0,20,25,0,0,0,0,25,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,97,0,0,5,0,95
UCL121032,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,15,0,0,0,0,20,18,3,0,0,0,23,15,0,0,0,0,15,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,89,3,0,0,0,87
UCL121033,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,8,0,0,0,0,7,16,0,0,0,0,16,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,61,0,0,0,0,57
UCL121034,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,7,16,0,0,0,0,15,20,0,0,0,0,20,9,0,0,0,0,9,12,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,7,84,0,0,0,3,86
UCL121035,9,0,0,0,0,9,4,0,0,0,0,4,3,0,0,0,0,3,8,0,0,0,0,8,9,0,0,0,0,9,33,0,0,0,0,33,40,0,0,0,0,40,35,0,0,0,0,35,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,3,5,0,0,0,0,5,163,0,0,0,0,168
UCL121036,6,0,0,0,0,6,3,0,0,0,0,3,7,0,0,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,18,0,0,0,0,18,24,0,0,0,0,24,30,0,0,0,0,30,19,0,0,0,0,19,13,0,0,0,0,13,10,0,0,0,0,10,9,0,0,0,0,9,141,0,0,0,0,141
UCL121037,8,0,0,0,0,8,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,8,20,0,0,0,0,20,23,0,0,0,0,23,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,94,0,0,0,0,94
UCL121038,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,11,0,0,0,0,11,7,0,0,0,0,7,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,60,0,0,0,0,63
UCL121039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,13,0,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,49,0,0,0,0,47
UCL121040,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,10,0,0,0,0,10,7,0,0,0,0,4,11,0,0,0,0,7,5,0,0,0,0,5,64,0,0,0,0,65
UCL121041,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,18,0,0,0,0,18,15,0,0,0,0,15,22,0,0,0,0,22,13,0,0,0,0,13,15,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0,0,6,95,0,0,0,0,95
UCL121042,9,0,0,0,0,9,4,0,0,0,0,4,9,0,0,0,0,9,15,0,0,0,0,15,14,0,0,0,0,14,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,71,0,0,0,0,71
