UCL_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
UCL114005,32,0,4,0,0,36,40,0,3,0,0,41,35,0,3,0,0,38,64,0,0,0,0,64,92,0,3,0,0,95,316,0,6,0,0,324,168,0,0,0,0,170,72,0,0,0,0,72,16,0,0,0,0,19,8,0,0,0,0,5,9,0,0,0,0,9,32,0,0,0,0,32,878,0,20,5,0,902
UCL114006,28,0,0,0,0,28,28,0,0,0,0,34,27,0,0,0,0,27,66,0,0,0,0,66,101,0,0,0,0,96,208,0,0,0,0,215,106,0,0,0,0,103,88,0,0,0,0,88,16,0,0,0,0,16,20,0,0,0,0,20,5,0,0,0,0,8,33,0,0,0,0,31,716,4,3,4,4,732
UCL114007,20,0,0,0,0,22,27,0,0,0,0,30,34,0,0,0,0,34,64,0,0,0,0,64,80,0,0,0,0,80,166,3,0,0,0,170,98,0,0,0,0,98,52,0,0,0,0,53,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,30,0,0,0,0,30,594,3,3,0,0,600
UCL114008,29,0,0,0,0,27,23,0,0,0,0,19,14,0,0,0,0,13,67,0,0,0,0,65,61,3,0,0,0,69,160,0,0,0,0,168,113,0,0,0,0,115,64,0,0,0,0,64,15,0,0,0,0,15,13,0,0,0,0,15,4,0,0,0,0,4,26,0,0,0,0,31,586,15,4,3,0,607
UCL114009,27,0,0,0,0,27,29,0,0,0,0,34,49,0,0,0,0,53,81,0,3,0,0,82,117,3,0,0,0,121,198,0,3,0,3,205,134,0,0,0,0,137,72,0,0,0,0,72,25,0,0,0,0,25,16,0,0,0,0,12,5,0,0,0,0,5,40,0,0,0,0,40,807,3,4,0,3,825
UCL114010,40,0,0,0,0,44,32,0,0,0,0,33,31,0,0,0,0,34,107,3,0,0,0,112,119,0,0,0,0,118,173,0,0,0,0,182,85,0,0,0,0,86,59,0,0,0,0,62,28,0,0,0,0,28,11,0,0,0,0,11,8,0,0,0,0,8,44,0,0,0,0,43,742,3,6,0,9,751
UCL114011,19,0,0,0,0,25,24,0,0,0,0,24,29,0,0,0,0,29,73,0,0,0,0,74,125,0,0,0,0,131,236,0,0,0,3,236,119,0,0,0,0,119,62,0,0,0,0,68,25,0,0,0,0,25,12,0,0,0,0,15,7,0,0,3,0,8,41,0,0,0,0,43,779,5,3,9,3,796
UCL114012,25,0,0,0,0,30,23,0,0,0,0,23,30,0,0,0,0,36,73,0,0,0,0,74,86,0,0,0,0,89,128,0,0,0,3,129,62,0,0,0,0,62,38,0,0,0,0,34,11,0,0,0,0,11,4,0,0,0,0,4,7,0,0,0,0,7,18,0,0,0,0,23,515,3,0,0,6,531
UCL114013,33,0,0,0,0,40,11,0,0,0,0,11,19,0,0,0,0,19,43,0,0,0,0,47,70,0,0,0,0,70,185,3,3,0,3,193,176,0,0,0,0,184,138,0,0,0,0,133,42,0,0,0,0,38,24,0,0,0,0,23,10,0,0,0,0,10,38,0,0,0,0,39,789,3,6,3,9,816
UCL114014,28,0,0,0,0,27,5,0,0,0,0,6,12,0,3,0,0,12,17,0,6,0,0,22,33,0,4,0,0,35,87,4,15,0,0,107,90,7,17,0,0,106,227,4,36,0,0,270,189,7,24,0,0,215,168,10,13,0,0,191,41,0,3,0,0,47,37,0,3,0,0,45,932,34,117,5,3,1085
UCL114015,32,0,0,0,0,34,24,0,0,0,0,30,29,0,0,0,0,27,84,0,0,0,0,87,114,0,0,0,7,120,291,3,0,0,3,301,156,3,0,3,0,164,93,0,0,0,0,100,21,0,0,0,0,21,19,0,0,0,0,19,4,0,0,0,0,4,40,3,0,0,0,43,917,5,10,4,8,945
UCL114016,19,0,3,0,0,24,10,0,0,0,0,10,24,0,4,0,0,22,46,4,0,0,0,49,72,0,0,0,0,74,203,0,3,0,0,213,138,3,0,0,0,142,89,3,0,0,0,89,22,0,0,0,0,24,22,0,0,0,0,22,9,0,0,0,0,15,29,0,3,0,0,30,685,11,11,0,0,718
UCL114017,39,12,0,0,0,49,22,3,0,0,0,26,9,6,0,0,0,11,13,6,0,0,0,23,20,0,0,0,0,18,68,16,3,0,0,93,83,25,4,0,0,110,124,34,7,0,0,168,84,22,0,0,0,107,78,14,0,0,0,87,49,3,0,0,0,55,29,6,0,0,0,34,604,152,18,0,0,776
UCL114018,37,0,0,0,0,37,25,0,0,0,0,25,27,0,0,0,0,29,44,0,0,0,0,48,48,0,0,0,0,54,178,3,0,0,0,181,275,0,0,0,0,279,349,0,0,0,0,354,152,0,0,0,0,152,123,0,0,0,0,122,43,0,0,0,0,43,69,0,0,0,0,69,1368,3,4,3,0,1377
UCL114019,39,4,0,0,0,49,24,7,0,0,0,29,10,7,0,0,0,20,29,13,6,0,0,52,41,18,3,0,0,57,113,25,9,0,3,151,118,10,4,4,0,135,134,5,0,0,0,141,54,0,0,0,0,52,35,4,0,0,0,44,19,0,0,0,0,19,19,3,3,0,0,24,638,83,31,3,12,769
UCL114020,17,0,0,0,0,20,10,0,0,0,0,11,21,0,0,0,0,23,46,0,0,0,0,44,58,0,3,0,0,61,194,5,3,0,0,202,123,3,3,0,0,127,73,0,0,0,0,70,18,0,0,0,0,18,23,0,0,0,0,20,12,0,0,0,0,12,36,3,0,0,0,43,624,12,18,3,0,663
UCL114021,37,0,0,0,0,45,22,0,0,0,0,26,15,0,0,0,0,12,25,0,0,0,0,28,35,3,3,0,0,39,118,6,3,0,0,131,213,0,0,0,0,220,212,5,0,0,0,218,91,4,0,0,0,89,60,0,0,0,0,65,26,0,0,0,0,25,37,3,0,0,0,38,890,25,9,0,3,928
UCL114022,43,0,3,0,0,47,31,0,0,0,0,31,20,0,4,0,0,23,50,3,0,0,0,51,62,3,0,0,0,58,171,8,4,0,0,182,245,8,0,0,0,250,243,0,0,0,5,248,64,0,0,0,0,63,32,0,0,0,0,32,10,0,0,0,0,10,42,0,0,0,0,46,1007,23,17,0,9,1054
UCL114023,31,0,0,0,0,38,25,0,4,0,0,25,18,0,3,8,0,25,31,0,0,0,0,30,36,0,3,0,0,43,102,7,3,0,0,107,73,3,3,0,0,81,54,0,0,0,0,54,17,0,0,0,0,17,10,0,0,0,0,10,3,0,0,0,0,3,24,0,0,0,0,24,416,13,12,6,0,452
UCL114024,19,0,0,0,3,27,13,0,0,0,0,17,16,0,0,0,0,16,30,0,0,0,0,29,48,0,0,0,0,52,139,0,0,0,0,139,146,3,0,0,0,148,110,0,0,0,0,107,18,0,0,0,0,18,17,0,0,0,0,17,10,0,0,0,0,11,36,0,0,0,0,39,606,6,6,4,3,620
UCL114025,39,0,0,0,0,39,26,0,0,0,0,30,28,0,0,0,0,28,75,0,0,0,0,75,99,0,0,0,0,101,319,3,0,0,0,323,222,0,0,0,0,220,126,0,0,0,0,128,43,0,0,0,0,47,25,0,0,0,0,25,16,0,0,0,0,16,40,0,0,0,0,43,1070,7,5,0,3,1087
UCL114026,23,3,0,0,0,26,5,5,0,0,0,13,7,0,0,0,0,7,28,4,3,0,0,31,30,8,0,0,0,36,82,13,0,0,0,98,109,33,0,0,0,136,201,20,0,0,0,226,136,3,0,0,0,136,61,3,0,0,0,63,27,0,0,0,0,24,28,3,0,0,0,25,728,93,3,0,8,836
UCL114027,20,4,0,0,0,23,7,0,0,0,0,17,9,4,0,0,0,14,17,6,0,0,0,29,19,7,0,0,0,28,43,11,3,0,0,63,70,14,3,0,0,93,104,10,6,0,0,124,46,3,0,0,0,54,22,4,0,0,0,26,22,0,0,0,0,24,10,3,0,0,0,19,392,80,15,0,3,496
UCL114028,21,0,0,0,0,26,16,3,0,0,0,20,6,0,0,0,0,8,14,0,5,0,0,24,24,0,0,0,0,25,77,0,7,0,0,88,81,0,0,0,0,87,75,0,0,0,0,79,31,0,0,0,0,31,9,0,0,0,0,9,16,0,0,0,5,17,15,0,3,0,0,19,389,12,20,3,3,431
UCL114029,40,0,0,0,0,39,18,0,0,0,0,20,13,0,0,0,0,13,32,0,0,0,0,32,40,0,0,0,0,39,146,0,3,0,0,155,194,0,0,0,0,197,192,0,0,0,0,196,59,0,0,0,0,64,32,0,0,0,0,32,8,0,0,0,0,9,38,0,0,0,0,38,823,0,5,3,0,840
UCL114030,25,0,0,0,0,25,15,0,0,0,0,15,9,0,0,0,0,8,46,0,0,0,0,44,70,0,3,0,0,77,159,0,3,0,0,162,152,0,0,0,0,154,105,0,0,0,0,105,29,0,0,0,0,29,24,0,0,0,0,24,6,0,0,0,0,6,27,0,0,0,0,27,667,0,10,0,3,680
UCL114031,21,3,0,0,0,25,15,0,0,0,0,14,9,0,0,0,0,9,30,5,0,0,0,39,43,0,0,0,0,47,169,5,0,0,0,168,192,0,0,0,0,190,150,3,0,0,0,155,29,0,0,0,0,29,19,0,0,0,0,19,5,0,0,0,0,5,29,0,0,0,0,32,710,15,4,3,3,730
UCL114032,25,0,0,0,0,32,10,3,0,0,0,14,11,3,0,0,0,16,18,0,3,0,0,17,33,0,6,0,0,34,75,5,8,0,0,89,89,5,4,0,0,100,71,4,3,0,0,83,26,0,0,0,0,32,24,0,3,0,0,25,13,0,0,0,4,13,12,3,0,0,0,19,408,32,27,0,3,465
UCL114033,14,0,0,0,0,14,0,0,0,0,0,3,3,0,0,0,0,3,12,0,3,0,0,18,16,0,0,0,0,21,52,0,3,0,0,57,37,0,0,0,0,37,40,0,0,0,0,40,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,5,8,0,0,0,0,11,205,0,10,0,0,221
UCL114034,43,4,0,0,0,42,11,3,0,0,0,14,13,3,0,0,0,16,14,0,0,0,0,14,49,3,0,0,0,45,96,3,0,0,0,103,156,0,0,0,0,159,184,5,0,0,0,191,69,0,0,0,0,69,38,0,0,0,0,38,9,0,0,0,0,9,20,0,0,0,0,21,714,22,3,0,0,744
UCL114035,31,0,0,0,0,33,27,0,0,0,0,28,17,0,0,0,0,17,47,3,3,0,0,56,102,0,3,0,0,107,188,4,0,0,0,188,128,0,0,0,0,128,63,0,0,0,0,63,9,0,0,0,0,9,9,0,0,0,0,9,7,0,0,0,0,5,27,0,0,0,0,27,661,10,8,0,0,679
UCL115001,8,0,0,0,0,8,7,0,0,0,0,7,3,0,0,0,0,3,10,0,0,0,0,10,9,0,0,0,0,9,49,0,0,3,0,53,64,0,0,0,0,68,59,0,0,0,0,55,12,0,0,0,0,15,11,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,11,238,0,4,5,0,245
UCL115002,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,8,23,0,0,0,0,23,33,0,0,0,0,30,57,0,0,0,0,57,42,0,0,0,0,45,34,0,0,0,0,34,10,0,0,0,0,10,4,0,0,0,0,8,233,5,0,0,0,239
UCL115003,7,0,0,0,0,7,8,0,0,0,0,8,4,0,0,0,0,4,13,0,0,0,0,16,8,0,0,0,0,8,32,0,0,0,0,32,22,0,0,0,0,22,28,0,0,0,0,33,9,0,0,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,147,3,0,3,0,155
UCL115004,8,0,0,0,0,8,10,0,0,0,0,10,14,0,0,0,0,14,16,0,0,0,0,16,19,0,0,0,0,19,26,0,0,0,0,22,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,101,0,0,0,0,105
UCL115005,8,0,0,0,0,8,11,0,0,0,0,11,8,0,0,0,0,8,8,0,0,0,0,8,10,0,0,0,0,13,28,0,0,0,0,28,38,0,0,0,0,38,47,0,0,0,0,47,29,0,0,0,0,29,26,0,0,0,0,26,9,0,0,0,0,9,10,0,0,0,0,8,233,3,3,0,0,237
UCL115006,7,0,0,0,0,9,9,0,0,0,0,9,6,0,0,0,0,10,15,0,0,0,0,15,17,0,0,0,0,17,54,3,0,0,0,54,78,0,0,0,0,80,149,0,0,0,0,153,89,0,0,0,0,89,44,0,0,0,0,44,18,0,0,0,0,18,22,0,0,0,0,22,518,9,0,0,0,528
UCL115007,6,0,0,0,0,9,4,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,21,0,0,0,0,22,20,0,0,0,0,20,8,0,0,0,0,8,7,0,0,0,0,13,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,89,3,0,0,0,92
UCL115008,16,0,0,0,0,16,9,0,0,0,0,9,8,3,0,0,0,10,8,0,0,0,0,7,19,0,0,0,0,21,49,0,0,0,0,49,40,0,0,0,0,40,30,0,0,0,0,30,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,4,13,0,0,0,0,13,190,5,0,0,0,195
UCL115009,3,0,0,0,0,7,11,0,0,0,0,11,17,0,0,0,0,17,15,0,0,0,0,15,18,0,0,0,0,18,9,0,0,0,0,9,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,83,0,0,0,0,80
UCL115010,10,0,0,0,0,10,9,0,0,0,0,9,7,0,0,0,0,7,14,0,0,0,0,16,24,0,0,0,0,24,43,0,0,0,0,43,39,0,0,0,0,39,32,0,0,0,0,32,12,0,0,0,0,12,11,0,0,0,0,11,3,0,0,0,0,3,10,0,0,0,0,10,214,0,0,0,0,209
UCL115011,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,25,0,0,0,0,26,18,0,0,0,0,18,32,0,0,0,0,32,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,117,0,0,0,0,118
UCL115012,16,0,0,0,0,23,13,0,0,0,0,17,13,3,0,0,0,12,24,0,0,0,0,27,33,0,0,0,0,33,98,0,0,0,3,97,86,0,0,0,0,88,54,0,0,0,0,56,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,14,0,0,0,0,17,379,10,0,0,8,392
UCL115013,21,0,0,0,0,21,17,0,0,0,0,24,9,0,0,0,0,9,14,0,0,0,0,14,20,0,0,0,0,27,74,0,0,0,0,72,77,0,0,0,0,77,58,0,0,0,0,66,13,0,0,0,0,13,12,0,0,0,0,12,3,0,0,0,0,3,21,0,0,0,0,21,357,3,3,0,0,365
UCL115014,10,0,0,0,0,10,3,4,0,0,0,9,3,0,0,0,0,4,7,0,0,0,0,7,16,0,0,0,0,17,19,0,0,0,0,25,26,0,0,0,0,25,16,0,0,0,0,17,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,112,10,4,0,0,126
UCL115015,16,3,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,11,14,0,0,0,0,15,30,0,0,0,0,33,46,0,0,0,0,42,20,0,0,0,0,18,16,0,0,0,0,12,9,0,0,0,0,9,7,0,0,0,0,13,165,9,3,0,3,184
UCL115016,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,16,0,0,0,0,13,14,0,0,0,0,14,9,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,70,0,0,0,0,75
UCL115017,47,0,0,0,0,45,26,0,0,0,0,26,14,0,0,0,0,14,24,0,0,0,0,24,32,0,0,0,0,32,80,5,0,0,0,88,119,0,0,0,0,123,120,0,0,0,0,120,43,0,0,0,0,48,22,0,0,0,0,22,14,0,0,0,0,14,25,0,0,0,0,25,562,4,0,0,0,574
UCL115018,12,0,0,0,0,12,4,0,0,0,0,4,9,0,0,0,0,9,22,3,0,0,0,24,38,0,0,0,0,38,85,0,0,0,0,88,82,0,0,0,0,82,44,0,0,0,0,44,14,0,0,0,0,14,7,0,0,0,0,7,5,0,0,0,0,5,16,0,0,0,0,16,338,4,0,0,0,344
UCL115019,5,0,0,0,0,5,8,0,0,0,0,8,3,0,0,0,0,3,14,0,0,0,0,20,25,0,0,0,0,31,26,0,0,0,0,26,18,0,0,0,0,18,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,121,0,0,0,0,130
UCL115020,14,0,0,0,0,14,4,0,0,0,0,4,8,0,0,0,0,14,9,0,0,0,0,11,21,0,0,0,0,21,51,0,0,0,0,51,65,0,0,0,0,71,81,0,0,0,0,81,46,0,0,0,0,46,24,0,0,0,0,24,10,0,0,0,0,10,6,0,0,0,0,9,333,4,0,0,0,339
UCL115021,6,0,0,0,0,6,6,0,0,0,0,6,4,0,0,0,0,4,14,0,0,0,0,14,25,0,0,0,0,25,24,0,0,0,0,23,22,0,0,0,0,22,22,0,0,0,0,23,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,7,133,0,3,0,0,134
UCL115022,4,0,0,0,0,4,18,0,0,0,0,18,10,0,0,0,0,10,23,0,0,0,0,23,28,0,0,0,0,26,30,0,0,0,0,28,18,0,0,0,0,14,7,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,7,139,0,0,3,5,147
UCL115023,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,38,0,0,0,0,35,47,0,0,0,0,47,100,0,0,0,0,100,55,0,0,0,0,55,25,0,0,0,0,26,3,0,0,0,0,3,9,0,0,0,0,9,302,0,0,0,3,305
UCL115024,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,3,9,3,0,0,0,6,21,0,0,0,0,21,28,0,0,0,0,28,27,0,0,0,0,34,6,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,10,119,9,0,0,0,131
UCL115025,15,0,0,0,0,15,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,10,0,0,0,0,10,63,0,3,0,0,70,90,3,0,0,0,89,123,3,0,0,0,127,35,0,0,0,0,35,14,0,0,0,0,14,8,0,0,0,0,8,14,0,0,0,0,14,387,5,3,0,0,400
UCL115026,6,0,0,0,0,7,10,4,0,0,0,16,3,0,0,0,0,3,16,0,0,0,0,15,13,0,0,0,0,17,31,5,3,0,0,36,41,3,0,0,0,42,51,0,0,0,0,52,18,0,0,0,0,18,8,0,0,0,0,8,6,0,0,0,0,6,12,0,0,0,0,12,213,10,7,0,0,230
UCL115027,8,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,8,0,0,0,0,11,11,0,0,0,0,16,16,0,0,0,0,21,7,0,0,0,0,8,9,0,0,0,0,9,7,0,0,0,0,8,10,0,3,0,0,11,93,4,7,0,0,107
UCL115028,5,0,0,0,0,5,9,0,0,0,0,9,7,0,0,0,0,7,5,0,0,0,0,5,14,0,0,0,0,14,19,0,0,0,0,19,14,0,0,0,0,14,9,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,100,0,3,0,0,105
UCL115029,19,0,0,0,0,24,10,0,0,0,0,9,12,0,0,0,0,10,18,0,0,0,0,18,18,0,0,0,0,18,40,0,0,0,0,40,39,0,0,0,0,39,57,0,0,0,0,60,33,0,0,0,0,33,18,0,0,0,0,18,10,0,0,0,0,10,14,0,0,0,0,18,294,4,0,0,0,296
UCL115030,13,0,0,0,0,13,11,0,0,0,0,11,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,25,0,0,0,0,25,16,0,0,0,0,16,56,0,0,0,0,56,36,0,0,0,0,41,65,0,0,0,0,65,19,0,0,0,0,19,12,0,0,0,0,17,269,0,0,0,0,273
UCL115031,8,0,0,0,0,12,4,0,0,0,0,4,4,0,0,0,0,4,10,0,0,0,0,10,20,0,0,0,0,25,37,0,0,0,0,41,60,0,0,0,0,60,147,0,0,0,0,152,137,0,0,0,0,138,115,0,0,0,0,115,41,0,0,0,0,45,27,0,0,0,0,27,610,3,0,3,0,621
UCL115032,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,7,21,0,0,0,0,21,41,0,0,0,0,41,64,0,0,0,0,64,97,0,0,0,0,93,34,0,0,0,0,34,26,0,0,0,0,26,8,0,0,0,0,8,21,0,0,0,0,21,328,0,0,0,0,330
UCL115033,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,18,0,0,0,0,20,19,0,0,0,0,21,87,0,0,0,0,93,104,0,0,0,0,105,91,0,0,0,0,91,19,0,0,0,0,19,7,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,17,391,4,0,0,0,402
UCL115034,22,0,0,0,0,19,3,0,0,0,0,3,8,0,0,0,0,8,14,0,0,0,0,14,17,0,0,0,0,17,45,0,0,0,0,49,47,0,0,0,0,49,50,0,0,0,0,50,23,0,0,0,0,23,11,0,0,0,0,11,4,0,0,0,0,4,13,0,0,0,0,18,260,4,0,0,0,263
UCL115035,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,23,0,0,0,0,23,31,0,0,0,0,31,38,0,0,0,0,38,20,0,0,0,0,20,18,0,0,0,0,18,8,0,0,0,0,8,7,0,0,0,0,7,168,0,0,0,0,168
UCL115036,11,0,0,0,0,11,11,0,0,0,0,11,6,0,0,0,0,9,13,0,0,0,0,18,14,0,0,0,0,17,42,0,3,0,0,45,22,0,0,0,0,21,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,142,0,0,0,0,149
UCL115037,16,0,0,0,0,16,4,0,0,0,0,4,10,0,0,0,0,10,21,0,0,0,0,21,46,0,0,0,0,46,78,0,0,0,0,83,58,0,0,0,0,56,48,0,0,0,0,48,5,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,14,311,0,0,4,0,319
UCL115038,10,0,0,0,0,10,3,0,0,0,0,3,7,0,0,0,0,7,10,0,0,0,0,10,16,0,0,0,0,16,39,0,0,0,0,39,32,0,0,0,0,32,52,0,0,0,0,52,21,0,0,0,3,23,8,0,0,0,0,9,10,0,0,0,0,10,10,0,0,0,0,10,207,0,0,0,3,206
UCL115039,10,0,0,0,0,10,12,0,0,0,0,12,15,0,0,0,0,15,29,0,0,0,0,29,60,0,0,0,0,60,49,0,0,0,0,55,25,0,0,0,0,25,16,0,0,0,0,16,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,14,0,0,0,0,14,241,0,0,0,0,239
UCL115040,13,0,0,0,0,13,3,0,0,0,0,3,9,0,0,0,0,9,20,0,0,0,0,20,23,0,0,0,0,23,59,0,0,0,3,63,41,0,0,0,0,41,31,0,0,0,0,31,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,204,0,0,0,3,204
UCL115041,9,0,0,0,3,14,13,0,0,0,0,17,8,0,0,0,0,11,25,0,0,0,0,24,34,0,0,0,0,39,58,3,0,0,0,61,20,0,0,0,0,20,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,14,193,9,3,0,4,209
UCL115042,4,0,0,0,0,4,20,0,0,0,0,20,19,0,0,0,0,19,26,0,0,0,0,26,30,0,0,0,0,28,39,0,0,0,0,35,21,0,0,0,0,25,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,180,0,0,3,0,187
UCL115043,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,9,15,0,0,0,0,15,37,0,0,0,0,37,51,0,0,0,0,51,49,0,0,0,0,53,22,0,0,0,0,22,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,209,0,0,0,0,212
UCL115044,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,22,0,0,0,0,22,24,0,0,0,0,22,56,0,0,0,0,62,49,0,0,0,0,49,26,0,0,0,0,26,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,9,0,0,0,0,9,213,3,0,0,0,219
UCL115045,18,0,0,0,0,22,7,0,0,0,0,7,3,0,0,0,0,3,7,0,0,0,0,11,21,0,0,0,0,21,79,0,0,0,0,81,61,0,0,0,0,63,74,0,0,0,0,74,21,0,0,0,0,21,19,0,0,0,0,14,7,0,0,0,0,7,11,0,0,0,0,17,336,8,0,0,0,346
UCL115046,7,0,0,0,0,7,13,0,0,0,0,14,5,0,0,0,0,5,19,0,0,0,0,19,24,0,0,0,0,24,31,0,0,0,0,31,19,0,0,0,0,20,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,138,0,0,0,0,143
UCL115047,10,0,0,0,0,9,9,0,0,0,0,7,8,0,0,0,0,5,12,0,0,0,0,12,14,0,0,0,0,13,44,0,0,0,0,44,29,0,0,0,0,29,21,0,0,0,0,25,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,176,3,3,0,0,186
