UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL115159,10,62,48,680,14,800,0,0,0,9,0,9,0,0,0,7,0,7,0,0,0,0,0,0,11,5,3,10,0,28,73,53,39,480,14,663,4,0,0,0,0,4,3,0,0,3,0,8,4,3,0,24,0,41,3,0,0,6,0,9,0,0,0,0,0,4,3,0,0,0,0,7,17,13,0,140,4,176,14,3,4,19,0,38,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,12,0,25,3,0,4,0,0,11,3,4,3,3,0,12,0,0,0,3,0,3,0,0,0,0,0,0,12,10,10,133,5,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,22,10,3,21,3,58,5,4,0,10,69,84,163,100,71,1133,98,1562
UCL115160,0,47,39,489,7,593,0,0,0,5,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,0,3,0,0,14,64,21,42,379,12,515,12,0,4,3,0,12,0,0,0,4,0,4,0,0,3,31,3,40,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,5,8,128,0,161,3,0,7,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,15,0,8,4,0,0,12,0,3,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,8,16,5,7,76,0,109,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,9,18,5,4,16,0,36,3,0,0,7,42,53,131,69,67,857,54,1177
UCL115161,12,25,13,349,8,401,0,0,0,10,0,13,5,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,6,20,23,10,310,12,372,4,0,0,0,0,4,0,0,0,0,0,6,6,0,3,34,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,111,4,125,58,20,5,101,8,198,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,3,90,3,103,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,22,5,0,6,4,34,0,4,3,10,65,83,139,52,30,705,96,1022
UCL121001,4,19,6,397,10,436,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,0,3,3,3,0,0,0,9,32,10,7,254,9,310,4,0,0,0,0,4,0,0,0,0,0,3,6,0,0,26,0,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,107,0,116,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,6,3,3,46,3,66,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,13,3,0,3,0,18,0,3,0,10,39,49,62,30,14,664,65,829
UCL121002,3,11,8,305,9,342,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,4,223,13,262,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,3,42,7,49,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,35,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,11,0,0,0,4,30,35,34,20,17,504,53,626
UCL121003,5,23,21,221,6,269,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,4,0,18,49,11,15,213,0,292,0,0,0,0,0,0,0,0,0,4,0,4,5,3,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,62,0,78,6,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,11,7,0,0,0,0,10,7,7,8,61,0,85,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,16,4,3,19,0,41,0,0,0,7,39,46,121,33,34,449,43,682
UCL121004,3,19,8,291,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,40,20,12,192,0,261,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,49,0,66,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,3,48,0,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,13,3,0,0,16,23,34,64,31,16,472,23,615
UCL121005,0,34,10,217,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10,36,27,12,143,8,228,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,19,0,38,4,4,3,6,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,35,0,45,12,7,5,13,0,37,0,0,0,0,0,0,4,3,0,3,0,10,0,0,0,0,0,3,6,8,3,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,10,3,0,40,0,54,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,22,4,4,15,0,47,0,0,0,3,26,27,104,62,26,354,33,581
UCL121006,3,13,10,242,3,280,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,25,19,15,183,3,241,0,0,0,0,0,0,3,0,3,3,0,7,9,3,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,66,0,84,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,45,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,0,4,0,21,0,0,0,4,26,27,47,32,29,437,32,575
UCL121007,4,28,26,364,4,434,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,3,0,11,59,37,30,263,10,396,0,0,0,0,0,0,3,0,4,3,0,8,14,13,3,26,0,53,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,13,9,4,120,3,149,5,3,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,7,0,3,0,0,0,7,11,13,12,77,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,23,3,8,6,0,35,3,0,0,0,48,55,132,67,58,641,63,957
UCL121008,0,21,7,312,7,345,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,9,28,16,13,312,9,385,0,0,0,0,0,0,0,0,0,3,0,6,3,5,0,24,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,126,0,138,4,4,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,8,0,4,0,8,0,0,0,0,0,3,0,0,0,0,0,0,13,4,8,82,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,19,0,0,0,21,102,120,72,42,21,691,113,934
UCL121009,0,0,3,95,0,100,0,0,3,288,25,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,78,6,93,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,0,7,0,0,0,13,33,43,13,5,11,467,62,551
UCL121010,0,21,15,410,10,454,0,0,0,6,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,19,5,255,3,293,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,28,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,3,3,62,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,59,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,8,3,0,0,18,84,104,29,32,20,676,96,856
UCL121011,0,15,14,390,16,437,0,0,0,103,4,106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,30,30,19,280,10,366,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,17,0,25,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,96,0,108,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,67,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,4,3,4,0,27,0,0,0,13,55,70,61,36,26,737,86,950
UCL121012,3,22,15,365,5,406,0,0,0,8,0,8,0,0,0,4,0,4,3,0,0,0,0,5,5,4,0,3,0,16,39,18,18,320,7,402,0,0,0,0,0,0,0,0,0,3,0,3,5,5,0,19,0,37,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,84,0,89,4,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,7,7,5,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,7,6,3,87,0,114,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,9,8,0,7,0,28,0,0,0,8,25,34,87,45,26,671,34,856
UCL121013,0,7,3,313,0,330,0,3,0,236,5,243,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,9,3,156,0,180,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,3,71,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,4,0,19,0,0,0,19,91,111,26,22,9,699,94,851
UCL121014,5,37,30,171,4,239,0,0,0,0,0,0,12,0,0,0,0,20,0,0,0,0,0,0,9,9,0,3,0,20,63,28,25,194,0,305,6,0,0,0,0,6,3,0,0,3,0,10,6,0,4,16,0,28,3,0,0,3,0,3,3,0,0,0,0,4,7,0,0,0,0,4,26,4,4,83,3,120,4,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,23,7,0,0,0,0,3,5,0,0,0,0,5,14,8,3,67,0,90,0,0,0,0,0,0,3,3,0,0,0,8,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,3,0,14,27,8,8,5,0,54,3,0,0,8,38,43,175,59,53,395,44,722
UCL121015,0,24,5,211,8,248,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,9,31,23,8,133,3,201,0,0,0,0,0,0,0,0,0,3,0,8,10,3,0,12,0,23,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,6,6,3,4,52,0,67,4,3,0,8,0,18,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,3,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,29,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,21,0,0,0,0,33,38,69,43,19,347,46,522
UCL121016,0,44,13,424,13,493,0,0,0,7,0,7,0,0,0,5,0,4,0,0,0,0,0,3,4,4,3,0,0,13,20,36,16,303,12,387,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,38,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,64,8,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,6,0,71,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,4,9,0,24,0,0,0,15,49,69,48,56,27,711,68,913
UCL121017,3,5,18,295,0,320,0,0,0,0,0,0,5,0,0,5,0,12,0,0,0,0,0,0,5,3,0,0,0,9,29,12,16,229,5,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,82,3,90,3,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,70,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,13,7,0,0,9,0,11,0,0,0,11,22,26,64,17,27,522,28,657
UCL121018,3,14,15,147,0,185,0,0,0,13,0,13,5,3,0,9,0,14,0,0,0,0,0,0,4,3,0,0,0,11,39,24,16,133,4,216,0,0,0,0,0,0,4,0,3,0,0,6,14,0,0,13,0,34,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,14,8,73,0,97,6,4,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,0,0,0,0,6,11,3,4,36,0,56,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,4,4,0,0,17,0,0,4,3,28,35,89,40,36,321,33,516
UCL121019,3,18,20,283,4,328,0,0,0,0,0,0,3,0,0,6,0,13,0,0,0,4,0,4,0,0,0,0,0,7,18,8,11,205,5,241,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,5,68,0,81,3,0,0,13,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,63,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,5,8,5,0,37,0,3,0,8,43,58,52,23,25,504,52,660
UCL121020,0,10,14,317,7,352,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,14,12,282,5,348,3,0,0,0,0,3,0,0,0,0,0,0,5,0,3,19,3,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,3,57,0,64,3,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,10,6,52,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,4,6,0,11,5,0,0,7,82,91,65,27,28,588,93,795
UCL121021,3,17,3,155,4,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,17,56,14,8,124,7,207,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,32,0,47,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,35,0,55,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,6,0,22,0,0,0,3,66,68,110,23,19,276,80,501
UCL121022,0,33,12,405,14,465,0,4,0,30,0,28,6,0,0,3,0,14,0,0,0,0,0,0,9,0,0,3,0,11,35,31,6,376,11,453,7,0,0,0,0,6,0,0,0,0,0,0,7,4,0,31,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,6,0,110,3,131,7,4,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,5,0,91,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,9,4,13,0,32,0,0,3,8,106,118,87,54,24,791,124,1094
UCL121023,3,10,16,274,3,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,7,9,183,9,216,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,44,0,48,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,41,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,7,0,4,7,0,18,0,0,0,6,30,41,37,16,28,442,38,565
UCL121024,4,23,31,192,0,259,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,7,3,5,7,0,17,43,21,23,157,3,247,4,0,0,0,0,3,0,0,0,0,0,0,4,3,3,12,0,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,10,6,4,3,72,0,85,13,3,0,6,0,22,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,9,7,62,0,77,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,17,31,12,9,7,0,50,0,0,0,6,22,27,115,43,51,382,20,608
UCL121025,0,28,23,306,11,370,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,35,34,20,310,5,398,3,0,3,0,0,10,4,0,0,7,0,12,7,3,0,20,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,8,99,4,135,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,3,0,3,0,7,3,0,0,4,0,5,3,0,0,0,0,3,0,0,0,0,0,0,11,11,4,80,0,104,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,3,0,9,0,39,0,0,0,4,71,79,97,57,43,636,87,917
