UCL_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
UCL115015,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,5,0,0,0,17,0,0,0,0,4,0,0,0,0,8,5,9,13,15,17,16,3,3,0,72,0,0,0,0,3,3,0,0,0,9,3,0,3,4,9,5,3,0,0,33,0,3,4,4,4,3,0,0,0,21,0,0,3,3,3,9,0,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,4,6,5,0,7,5,3,0,27,0,0,6,3,0,3,4,0,0,18,0,0,8,10,8,6,0,0,0,31,0,0,0,0,3,7,3,0,0,12,0,0,0,7,3,10,0,0,0,26,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,3,0,0,0,18,0,0,4,0,4,3,0,0,0,16
UCL115016,0,0,0,3,5,3,3,0,0,20,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,3,3,3,0,8,0,0,0,0,17,0,0,6,0,5,0,0,0,0,15,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,0,0,0,32,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
UCL115017,0,0,0,0,0,3,3,0,0,11,0,0,7,5,10,9,0,0,0,35,3,9,11,9,11,11,3,0,0,42,0,0,7,4,6,4,0,0,0,19,3,15,24,22,25,26,4,0,0,116,0,0,0,0,4,7,3,0,0,20,4,7,20,13,10,15,5,5,0,79,10,9,16,25,17,12,4,0,0,86,0,0,3,5,5,10,3,0,0,34,0,0,0,0,4,6,3,0,0,15,0,0,0,3,7,4,0,0,0,16,0,0,3,8,3,5,0,0,3,17,5,0,8,14,13,16,4,0,0,61,0,0,0,9,3,10,5,0,0,30,0,0,8,11,22,20,3,0,0,69,0,4,10,13,22,24,3,0,0,77,0,3,8,13,18,15,8,0,0,66,0,3,5,8,8,5,3,0,0,33,0,0,8,10,5,7,3,0,0,30,0,6,3,11,12,9,3,0,0,38
UCL115018,0,0,3,6,0,4,3,0,0,18,0,0,25,15,20,6,0,0,0,67,5,7,14,23,25,17,3,0,0,88,0,0,4,10,3,0,0,0,0,15,5,6,21,23,13,10,0,0,0,78,0,6,3,4,8,3,0,0,0,23,14,11,17,5,8,4,0,0,0,63,9,6,4,4,0,0,0,0,0,31,0,7,4,11,13,9,6,0,0,49,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,0,3,0,8,4,0,0,0,13,0,0,9,9,12,15,0,0,0,47,0,0,3,0,3,3,0,0,0,14,0,0,3,0,14,7,0,0,0,23,0,0,0,3,0,0,0,0,0,6,5,5,3,6,8,9,0,0,0,38,5,3,5,10,9,11,0,0,0,38
UCL115019,0,6,12,9,15,13,11,0,0,70,0,0,0,0,0,0,0,0,0,0,3,5,16,12,10,5,0,0,0,49,0,0,0,0,0,4,0,0,0,3,7,6,6,4,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,9,0,3,3,3,6,0,0,0,0,13,3,0,3,3,4,3,7,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,7,9,0,0,0,28,0,0,5,3,3,0,0,0,0,8,0,0,0,4,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,13,0,0,3,3,0,3,0,0,3,17
UCL115020,0,3,0,7,0,4,3,0,0,16,0,0,0,3,0,0,0,0,0,3,0,3,3,9,12,9,0,0,0,28,0,0,3,3,7,3,0,0,0,17,8,11,20,38,38,24,5,0,0,129,0,0,0,4,8,0,0,0,0,15,14,8,9,8,17,4,3,0,0,58,11,5,6,3,11,7,0,0,0,42,3,0,0,3,8,5,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,5,0,0,0,0,13,0,0,4,3,11,3,0,0,0,24,0,0,0,3,9,9,0,0,0,25,0,0,10,7,13,3,0,0,0,34,0,0,3,11,14,17,0,0,0,54,0,3,0,8,11,8,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,3,0,0,0,21,3,0,0,0,3,3,7,0,0,17
UCL115021,3,0,12,4,16,13,4,0,0,51,0,0,0,0,0,0,0,0,0,3,0,3,4,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,4,9,13,4,8,0,0,0,45,0,0,3,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,0,15,3,0,0,5,0,3,0,0,0,12,0,0,0,4,6,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,11,12,5,0,0,0,35,0,0,0,0,4,4,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,4,0,0,0,13,0,0,3,3,0,5,0,0,0,9
UCL115022,0,4,4,0,5,3,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,8,0,0,8,7,8,0,0,0,0,24,0,0,4,0,0,0,0,0,0,4,0,4,5,3,3,7,3,0,0,31,0,0,9,3,4,5,0,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,0,12,0,3,19,10,20,14,0,0,0,66,0,0,16,4,9,3,0,0,0,30,0,0,7,6,11,5,0,0,0,31,0,0,5,3,0,0,0,0,0,8,3,4,0,4,5,4,3,0,0,18,3,3,3,0,3,4,4,0,0,22
UCL115023,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,6,0,0,8,8,10,8,0,0,0,39,0,0,0,0,3,0,0,0,0,3,3,15,21,16,14,11,3,0,0,87,0,0,4,7,11,0,0,0,0,22,3,4,5,3,10,0,0,0,0,31,10,0,0,0,0,0,0,0,0,11,0,0,3,6,9,5,3,0,0,30,0,4,6,7,5,3,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,4,0,3,3,3,3,3,0,0,0,13,0,0,4,0,6,3,0,0,0,8,0,0,3,7,17,9,0,0,0,37,0,0,3,9,7,5,0,0,0,24,0,0,0,6,5,4,0,0,0,17,0,0,0,0,3,0,0,0,0,9,0,0,3,0,3,3,0,0,0,9,3,3,4,4,4,3,0,0,0,24
UCL115024,0,0,4,0,3,3,9,0,0,18,0,0,0,3,0,0,0,0,0,3,0,3,6,4,3,3,3,0,0,13,0,0,3,3,0,0,0,0,0,5,0,5,12,13,12,5,4,0,0,47,0,0,3,0,4,4,0,0,0,7,0,3,0,3,5,0,0,0,0,17,5,3,0,6,3,3,0,0,0,15,0,0,7,0,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,3,15,10,4,0,0,0,29,0,0,3,4,3,3,0,0,0,17,0,0,3,0,0,3,0,0,0,4,0,0,3,0,7,0,0,0,0,13,3,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,5,4,0,14
UCL115025,0,0,3,3,0,3,0,0,0,9,0,3,50,71,44,30,4,0,0,208,0,4,16,23,9,9,0,0,0,61,0,0,7,7,5,3,0,0,0,21,4,4,17,12,18,11,3,0,0,76,4,0,6,10,3,0,0,0,0,29,7,7,8,3,4,7,0,0,0,33,16,7,8,7,3,5,0,0,0,42,0,3,3,8,7,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,3,0,0,16,0,7,5,3,3,3,0,0,0,21,0,0,8,10,4,3,0,0,0,28,0,0,0,3,5,3,0,0,0,16,0,0,0,0,4,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,4,24,14,3,5,0,0,0,55,0,0,6,5,4,4,0,0,0,17
UCL115026,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,3,4,0,0,0,0,10,4,15,15,14,26,18,0,0,0,99,0,0,0,0,0,0,0,0,0,3,13,3,3,8,13,7,0,0,0,49,7,0,5,4,5,3,0,0,0,32,0,0,0,0,3,5,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,7,5,5,3,0,0,18,0,3,0,3,9,4,0,0,0,15,0,0,6,4,12,12,0,0,0,36,0,0,0,9,4,15,0,0,0,35,0,0,3,7,13,5,3,0,0,31,0,3,7,3,3,0,0,0,0,15,0,0,0,3,3,3,0,0,0,9,4,0,3,4,8,0,0,0,0,18
UCL115027,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,5,3,0,0,19,0,0,0,3,0,0,0,0,0,7,0,4,12,12,11,12,0,0,0,59,0,0,0,0,4,0,0,0,0,4,4,3,3,4,3,4,0,0,0,19,5,0,4,8,14,8,0,0,0,42,0,3,3,3,0,5,0,0,0,17,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,0,3,5,4,8,10,0,0,0,20,0,0,0,0,8,9,3,0,0,25,0,0,3,0,10,11,5,0,0,28,0,0,0,9,0,3,0,0,0,13,0,0,0,4,5,0,0,0,0,11,0,0,0,3,0,0,0,0,0,12
UCL115028,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,6,4,10,3,0,0,0,29,0,0,0,3,0,0,0,0,0,8,4,0,0,3,7,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,13,0,0,9,0,3,6,0,0,0,17,0,0,0,4,7,8,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,3,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,3,4,0,3,0,0,0,8,0,0,0,5,3,3,0,0,0,9
UCL115029,3,0,3,0,0,0,3,4,0,11,0,0,0,0,3,0,0,0,0,3,0,8,3,8,11,10,0,0,0,45,0,0,3,0,8,3,0,0,0,11,9,8,7,9,18,15,3,0,0,70,0,0,0,0,0,3,0,0,0,10,7,0,4,4,3,8,4,0,0,32,15,0,4,7,3,9,4,3,0,40,0,0,0,3,4,10,3,0,0,25,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,5,11,8,6,0,0,37,0,0,3,4,4,5,7,0,0,16,0,0,3,3,14,8,7,3,0,35,0,3,0,5,3,7,4,0,0,19,0,0,4,3,9,11,6,0,0,35,0,0,0,0,3,0,7,0,0,17,0,0,3,3,6,3,0,0,0,15,0,3,4,3,8,4,7,0,0,28
UCL115030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,0,0,0,29,0,0,0,0,0,3,0,0,0,7,6,15,21,21,20,12,4,0,0,100,0,3,0,0,3,5,0,0,0,17,3,7,0,6,0,7,6,0,0,27,0,0,0,3,3,3,0,0,0,12,3,0,7,6,13,9,3,0,0,40,0,0,3,0,6,4,0,0,0,15,0,0,0,4,5,3,3,0,0,14,0,0,0,0,0,0,3,0,0,8,0,0,4,14,17,14,4,0,0,55,0,0,7,3,7,3,3,0,0,19,0,0,10,7,16,15,0,0,0,41,0,0,3,0,0,9,4,0,0,23,0,0,7,7,8,4,4,0,0,25,0,0,3,0,3,3,5,0,0,18,0,4,0,0,3,0,0,0,0,12,3,4,3,5,6,3,0,0,0,25
UCL115031,0,0,3,0,6,0,0,0,0,12,0,0,3,3,3,3,0,0,0,11,3,0,11,9,11,4,0,0,0,42,0,0,8,3,3,3,0,0,0,17,3,20,52,45,30,19,0,0,0,175,0,0,0,3,14,3,0,0,0,19,9,5,8,13,8,11,3,0,0,54,10,6,12,7,0,0,0,0,0,36,0,0,3,9,11,8,4,0,0,43,0,0,5,3,10,3,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,4,0,0,11,0,0,8,22,14,6,3,0,0,59,0,3,0,3,5,3,5,0,0,26,0,7,27,74,82,44,6,0,0,234,3,3,8,12,10,12,0,0,0,38,0,3,5,3,5,3,0,0,0,23,0,0,3,0,0,3,0,0,0,6,3,0,21,10,6,4,0,0,0,46,0,3,5,15,9,0,0,0,0,37
UCL115032,0,0,3,0,3,0,0,0,0,7,0,0,0,8,3,7,0,0,0,18,3,6,18,13,11,18,0,0,0,75,0,0,4,5,3,0,0,0,0,14,12,9,27,30,18,13,0,0,0,101,0,0,3,0,4,3,0,0,0,8,0,5,9,8,6,3,3,0,0,37,4,3,4,0,0,3,0,0,0,13,0,0,11,6,13,9,3,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,10,0,3,3,7,3,0,0,0,0,14,3,0,3,13,8,4,0,0,0,27,0,0,3,3,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,6,6,9,0,0,0,0,24,5,0,11,6,9,5,0,0,0,35
UCL115033,0,0,3,3,0,4,3,0,0,17,0,0,3,9,0,0,0,0,0,9,7,11,24,16,14,12,0,0,0,75,0,0,3,4,5,5,0,0,0,17,7,10,24,18,17,9,4,0,0,89,0,3,5,9,6,10,0,0,0,37,12,7,15,13,17,4,3,0,0,81,15,7,10,3,0,3,0,0,0,39,0,0,15,11,14,10,4,0,0,57,0,3,0,3,4,0,0,0,0,10,0,0,0,3,5,3,0,4,0,10,0,0,6,0,3,3,0,0,0,12,0,0,7,3,6,0,3,0,0,27,0,0,5,6,0,4,3,0,0,18,0,0,10,13,13,13,0,0,0,48,0,3,10,14,12,6,0,0,0,43,0,3,9,12,15,11,0,0,0,50,3,3,0,0,0,0,0,0,0,9,3,3,6,9,13,10,0,0,0,41,0,0,9,4,5,5,0,0,0,24
UCL115034,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,3,7,13,8,0,0,0,34,0,0,0,4,6,3,0,0,0,13,3,14,16,23,37,22,0,0,0,122,0,0,0,3,3,4,0,0,0,11,16,14,9,19,8,5,0,0,0,63,12,3,3,4,4,0,0,0,0,28,0,0,0,3,8,13,0,0,0,18,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,9,0,0,0,0,6,9,4,0,0,22,0,3,3,3,9,8,0,0,0,30,0,9,20,16,31,8,3,0,0,86,0,0,0,3,8,4,3,0,0,20,0,0,4,7,5,11,0,0,0,25,0,0,0,0,0,3,0,0,0,7,0,0,3,3,6,4,0,0,0,18,3,0,0,4,4,5,0,3,0,25
UCL115035,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,3,9,8,12,3,0,0,38,0,0,0,0,4,0,0,0,0,3,3,0,9,13,4,3,0,0,0,32,0,0,0,3,0,0,0,0,0,4,4,3,0,4,5,3,3,0,0,25,10,3,3,4,0,0,0,0,0,25,0,0,0,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,7,3,4,5,3,0,0,21,0,0,3,0,0,0,0,0,0,8,0,7,5,6,18,11,0,0,0,42,0,5,4,3,7,7,0,0,0,34,0,0,0,3,6,9,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,9
UCL115036,0,4,5,9,9,10,0,0,0,41,0,0,3,0,0,0,0,0,0,3,3,4,5,8,3,8,0,0,0,35,0,0,3,0,3,0,0,0,0,4,0,6,4,4,9,3,0,0,0,26,0,0,3,3,0,0,0,0,0,6,3,0,10,0,3,0,3,0,0,18,0,0,3,0,0,5,3,0,0,13,0,0,0,3,5,6,0,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,3,7,9,4,0,0,18,0,0,0,0,6,0,3,0,0,11,0,0,4,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,8,0,0,0,0,3,4,0,0,0,16
UCL115037,0,3,6,9,5,15,5,3,0,44,5,39,154,125,100,64,0,0,0,484,0,3,6,5,3,3,0,0,0,24,0,0,3,3,4,5,0,0,0,16,0,3,6,9,10,12,3,0,0,49,0,0,0,0,3,0,0,0,0,12,8,0,5,0,3,8,0,0,0,31,0,0,3,11,5,0,0,0,0,22,0,0,3,3,6,11,4,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,4,8,0,3,0,0,0,12,0,3,3,9,13,31,9,0,0,67,0,4,11,5,3,0,0,0,0,25,0,3,0,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,5,11,9,6,4,3,0,0,0,35,0,10,4,11,3,0,0,0,0,32
UCL115038,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,7,7,4,10,0,0,0,37,0,0,0,0,0,0,0,0,0,3,4,15,29,13,15,9,0,0,0,81,0,3,0,0,0,3,0,0,0,10,9,6,13,3,9,5,0,0,0,35,10,9,3,3,0,0,0,0,0,18,0,0,3,4,10,7,0,0,0,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,3,0,0,14,0,0,3,3,6,8,0,0,0,19,0,0,8,4,8,5,0,0,0,23,0,0,0,3,7,3,3,0,0,17,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,0,14,3,0,0,6,3,0,3,0,0,16
UCL115039,0,11,19,8,12,9,4,3,0,71,0,12,13,8,5,6,0,0,0,41,0,8,22,13,8,3,0,0,0,54,0,6,3,4,3,4,0,0,0,17,0,3,12,6,7,12,3,0,0,44,0,3,0,3,4,3,5,0,0,26,3,0,10,4,0,6,8,0,0,35,0,3,4,3,4,5,3,0,0,22,0,4,8,3,10,3,4,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,4,0,13,0,0,0,0,0,0,0,0,0,3,0,3,9,12,12,19,0,0,0,60,0,0,6,0,3,3,0,0,0,19,0,3,3,10,3,13,0,0,0,27,0,0,0,3,0,0,0,0,0,9,0,3,3,6,3,12,3,0,0,25,3,3,15,6,4,11,6,3,0,47
UCL115040,0,0,3,5,8,9,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,6,9,9,9,5,3,0,0,38,0,0,0,3,3,0,0,0,0,8,0,8,12,9,5,8,0,0,0,44,0,5,7,4,9,5,4,0,0,28,5,6,0,3,0,3,0,0,0,22,0,0,4,3,3,0,0,0,0,9,0,3,6,3,5,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,15,20,8,0,0,0,43,0,0,3,3,5,4,0,0,0,16,0,0,3,3,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,4,7,0,0,0,0,0,12,0,0,3,0,4,0,0,0,0,11
UCL115041,0,4,4,3,8,5,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,8,8,6,9,0,0,0,32,0,0,0,0,3,0,0,0,0,3,3,7,12,4,5,8,3,0,0,50,3,0,3,0,8,7,7,0,0,23,0,0,5,4,8,6,5,0,0,25,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,22,18,10,12,3,0,0,69,0,4,3,4,3,12,0,0,0,27,0,0,5,3,7,0,4,0,0,20,0,0,0,0,3,4,0,0,0,6,6,3,0,9,7,3,3,0,0,21,0,8,3,3,11,3,3,0,0,27
