UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL115084,4,12,3,0,0,0,0,19,13,8,0,3,0,0,0,20,5,6,0,3,0,0,0,13,130,162,94,56,63,8,3,509,0,0,0,0,0,0,0,0,145,178,101,66,61,11,3,561,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,62,67,37,23,32,7,0,216,0,0,3,0,0,0,0,6,66,70,36,27,40,7,0,239,207,250,141,93,98,12,3,803
UCL115085,3,0,0,0,0,0,0,4,3,3,0,0,0,0,0,12,4,3,0,0,0,0,0,14,35,37,15,21,24,4,0,127,0,0,0,0,0,0,0,0,40,44,15,23,23,8,0,150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,16,12,10,6,10,0,0,54,0,0,3,0,0,0,0,3,18,12,14,12,10,0,0,69,59,60,36,29,36,3,0,218
UCL115086,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,10,0,3,0,0,5,0,0,9,27,27,15,8,16,3,0,100,0,0,0,0,0,0,0,4,31,32,23,8,19,3,3,127,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,15,21,16,4,7,0,0,67,0,0,0,0,3,0,0,3,16,28,21,6,10,0,0,80,47,65,39,18,35,3,3,208
UCL115087,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,12,3,5,0,0,0,0,0,8,76,67,46,23,42,3,0,256,0,0,0,0,0,0,0,0,92,70,48,23,41,3,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,31,26,20,7,4,0,0,94,0,0,0,0,0,0,0,0,36,26,28,7,9,0,0,107,122,99,79,32,51,7,0,384
UCL115088,0,3,0,0,0,0,0,6,3,3,3,0,3,0,0,18,0,3,5,4,0,0,0,10,37,48,19,22,29,8,4,170,0,0,0,0,0,0,0,0,43,55,29,27,31,11,4,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,7,3,6,0,0,21,0,0,0,0,0,0,0,0,6,4,7,3,4,0,0,25,45,62,35,31,36,13,8,227
UCL115089,4,4,3,0,3,0,0,18,4,9,4,0,0,0,0,16,16,6,3,3,5,0,0,30,74,84,37,25,44,5,0,273,0,0,0,0,0,0,0,3,102,100,42,29,47,5,3,328,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,12,38,48,29,17,24,3,0,165,0,3,3,0,0,0,0,8,43,54,42,16,32,10,0,190,138,151,82,49,80,12,3,522
UCL115090,7,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,63,63,22,4,17,0,0,174,0,0,0,0,0,0,0,0,70,66,24,8,24,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,15,9,12,0,0,72,0,0,3,0,0,0,0,5,20,24,12,10,10,0,0,75,84,89,41,17,34,0,0,265
UCL115091,7,5,0,0,3,3,0,20,0,15,4,8,4,0,0,33,12,0,3,0,4,0,0,26,96,126,68,52,60,12,3,419,0,0,0,0,0,0,0,5,113,152,77,66,80,12,3,505,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,3,0,0,3,12,26,22,13,21,3,0,96,0,0,0,0,0,0,0,3,9,27,27,14,21,3,0,114,127,178,99,85,106,20,3,619
UCL115092,5,9,0,0,0,0,0,17,3,4,0,0,4,0,0,13,13,7,0,3,0,0,0,24,78,80,34,16,32,4,0,249,0,4,0,0,0,0,0,9,97,104,44,22,35,7,0,302,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,10,3,4,0,3,0,0,0,13,17,46,34,16,13,0,0,123,3,0,0,0,0,0,0,3,26,50,34,22,17,0,0,147,122,151,73,39,53,8,0,452
UCL115093,4,4,0,0,4,0,0,21,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,7,21,30,16,8,6,0,0,81,0,0,0,0,0,0,0,0,39,36,15,5,9,0,0,107,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,38,22,7,9,0,0,106,0,3,0,0,0,0,0,3,28,40,29,15,10,0,0,123,68,77,43,20,18,0,0,234
UCL115094,0,3,0,0,3,0,0,9,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,3,97,93,54,35,36,3,0,321,0,0,0,0,0,0,0,3,99,106,60,41,42,7,0,353,0,3,0,0,0,0,0,5,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,3,33,56,28,24,29,3,0,174,0,3,3,0,0,0,0,7,35,61,35,25,30,3,0,194,130,170,91,65,71,12,0,545
UCL115095,6,3,0,0,0,0,0,10,7,0,0,0,0,0,0,9,3,3,0,0,3,0,0,9,49,58,56,18,33,3,0,218,0,0,0,0,0,0,0,0,61,62,55,23,37,3,0,237,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,15,3,0,0,0,0,0,0,0,25,30,30,15,20,5,0,128,0,0,0,0,0,0,0,0,24,32,30,15,27,11,0,138,91,95,86,31,66,14,0,380
UCL115096,8,10,0,0,5,0,0,23,8,0,3,0,4,0,0,18,3,4,3,6,3,0,0,18,48,65,30,18,32,3,0,197,0,0,0,0,0,0,0,0,59,79,41,26,41,3,0,252,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,6,8,22,12,13,15,4,0,72,0,3,0,0,0,0,0,4,11,28,16,18,17,4,0,84,75,108,53,41,55,11,0,344
UCL115097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,9,61,70,35,32,21,6,0,220,0,0,0,0,0,0,0,0,67,71,36,29,21,5,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,29,40,31,20,31,0,0,153,0,0,0,0,0,0,0,3,34,43,32,19,33,3,0,159,102,112,63,49,56,7,0,394
UCL115098,0,5,0,0,0,0,0,4,11,6,5,3,3,0,0,25,3,7,3,0,0,0,0,13,27,38,23,8,20,4,0,125,0,0,0,0,0,0,0,0,45,62,27,9,21,4,0,166,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,12,8,9,3,0,0,36,0,0,0,0,0,0,0,0,10,13,11,6,5,0,0,51,54,74,39,18,34,4,0,215
UCL115099,0,4,4,0,0,0,0,10,3,0,0,0,0,0,0,6,9,3,3,0,0,0,0,16,106,67,42,29,37,7,0,290,0,0,0,0,0,0,0,0,114,77,48,27,41,7,0,326,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,16,14,15,3,0,74,3,0,0,0,0,0,0,5,19,16,20,10,14,3,0,88,135,94,67,46,57,10,0,414
UCL115100,10,3,7,4,3,3,0,25,5,5,4,3,4,0,0,18,3,0,3,0,0,0,0,10,62,72,46,23,19,5,0,218,0,0,3,0,0,0,0,5,75,83,53,31,30,7,0,277,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,0,5,27,48,21,20,20,0,0,128,3,0,0,0,0,0,0,4,33,52,21,25,22,0,0,149,111,131,82,52,48,9,0,431
UCL115101,20,27,16,8,12,0,0,77,19,24,22,7,5,0,0,77,18,21,9,9,6,0,0,58,66,79,53,33,32,9,4,281,0,0,0,0,0,0,0,3,127,148,101,58,59,9,4,495,0,10,11,5,10,0,0,35,3,5,8,4,9,8,0,48,0,4,3,3,5,3,0,23,10,15,11,16,20,0,0,77,0,0,3,0,0,0,0,9,20,30,39,33,50,15,4,177,143,184,137,85,104,19,4,676
UCL115102,5,14,4,4,4,0,0,25,11,10,6,9,4,0,0,42,4,6,13,8,4,4,0,46,110,105,64,47,48,4,0,375,4,3,0,0,0,0,0,5,135,138,82,66,65,12,8,503,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,10,4,9,0,0,0,29,0,0,0,0,0,0,0,0,8,8,10,10,3,3,0,42,146,149,91,74,66,12,8,542
UCL115103,3,4,0,0,3,0,0,7,7,6,3,0,3,0,0,16,6,0,3,0,0,0,0,12,65,77,39,35,28,4,0,240,0,0,0,0,0,0,0,0,75,88,46,36,36,4,0,279,0,0,0,0,0,3,0,6,0,0,3,3,3,0,0,11,0,0,0,0,5,0,0,5,33,25,20,12,23,0,0,108,3,0,0,0,0,0,0,5,36,29,23,16,27,3,0,133,114,112,70,46,56,8,0,416
UCL115104,9,8,3,0,0,0,0,19,3,0,0,0,0,0,0,7,4,0,0,0,0,0,0,7,127,144,73,32,58,7,0,442,0,0,0,0,0,0,0,0,145,149,75,36,62,7,0,475,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,64,36,24,28,0,0,221,5,3,0,0,0,0,0,9,66,70,37,25,34,0,0,240,212,221,112,65,88,7,0,711
UCL115105,9,6,0,0,0,0,0,19,8,4,0,0,0,0,0,15,4,5,0,0,0,0,0,10,133,143,70,46,68,5,4,466,3,3,0,0,0,0,0,5,152,161,75,45,66,5,4,516,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,90,104,51,22,34,4,0,304,3,0,0,9,0,0,0,15,92,112,55,31,37,4,0,330,245,271,129,81,106,11,4,844
UCL115106,4,8,3,0,0,0,0,17,0,0,0,0,0,0,0,3,7,3,3,0,0,0,0,11,78,71,54,23,37,8,0,275,5,3,3,0,0,0,0,8,91,86,60,28,40,10,0,315,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,15,7,5,4,0,95,3,3,0,0,0,0,0,7,36,31,19,7,11,4,0,105,126,120,77,34,47,9,0,422
UCL115107,8,14,3,0,0,0,0,29,3,9,3,0,0,0,0,23,5,4,3,6,0,0,0,20,106,70,32,36,42,5,0,295,0,0,0,0,0,0,0,0,118,103,43,43,44,5,0,358,0,0,3,0,0,0,0,9,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,5,23,32,18,14,19,8,4,122,3,8,0,0,0,0,0,9,32,52,28,17,23,11,3,157,146,147,71,63,67,16,7,516
UCL115108,15,9,6,4,7,4,0,50,20,26,16,8,10,0,0,81,25,24,18,4,3,0,0,74,97,95,50,36,55,14,0,348,8,3,0,0,0,0,0,12,158,166,89,50,77,24,0,567,3,7,4,0,4,0,0,17,4,10,11,3,8,0,0,41,0,4,9,7,13,3,0,32,28,38,29,21,31,14,0,155,3,3,0,0,0,0,0,5,40,60,51,35,53,17,0,258,200,226,140,84,129,37,0,820
UCL115109,7,7,0,0,5,0,0,20,12,15,4,0,0,0,0,36,9,5,3,0,3,0,0,26,148,157,49,31,41,11,0,444,0,3,0,0,0,0,0,0,176,182,61,34,48,16,0,527,0,0,0,6,0,0,0,3,4,3,3,0,0,0,0,13,0,4,0,0,0,0,0,10,48,56,38,29,18,8,0,187,0,0,0,0,0,0,0,5,50,65,41,33,19,8,0,212,233,244,99,69,73,24,0,738
UCL115110,3,0,0,0,3,0,0,9,3,8,0,0,0,0,0,14,0,3,7,0,0,0,0,8,35,44,24,18,14,5,3,143,0,0,0,0,0,0,0,0,44,55,29,13,21,4,3,173,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,20,25,17,9,10,0,0,77,0,0,0,0,0,0,0,0,20,25,21,9,10,0,0,83,66,78,54,22,27,7,4,259
UCL115111,0,0,0,0,3,0,0,7,0,3,3,3,3,0,0,16,3,0,0,0,3,0,0,12,30,51,32,29,23,8,0,169,0,3,0,0,0,0,0,3,34,59,38,32,36,8,0,202,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,0,3,0,0,0,0,0,8,11,26,17,11,11,0,0,89,0,0,0,0,0,0,0,0,10,37,25,13,17,3,0,105,44,89,56,49,50,11,0,304
UCL115112,9,3,12,9,6,3,0,39,22,21,13,5,12,3,0,77,16,8,4,0,10,3,0,48,154,158,66,45,62,21,6,508,0,0,0,0,0,0,0,0,196,187,90,64,90,29,10,667,0,0,3,0,0,0,3,12,0,8,5,0,0,0,0,12,3,5,0,3,4,0,0,16,26,30,21,14,26,6,0,128,5,0,0,0,0,0,0,5,32,46,33,18,32,11,7,174,223,233,125,81,119,38,16,844
UCL115113,7,6,3,0,6,4,0,25,18,24,18,5,4,4,0,70,13,9,13,3,4,0,0,36,200,153,58,35,38,9,8,510,0,0,0,0,0,0,0,0,236,197,92,51,52,19,8,648,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,14,14,10,10,5,5,0,53,0,0,0,0,0,0,0,0,9,16,10,9,9,5,0,63,245,207,98,60,65,24,8,710
UCL115114,0,0,4,0,0,0,0,9,3,3,0,0,0,0,0,8,0,3,0,0,4,0,0,7,51,62,39,22,32,3,3,218,0,0,0,0,0,0,0,0,58,68,42,26,41,6,3,235,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,25,27,13,12,18,0,0,85,0,0,0,0,0,0,0,0,26,28,13,10,17,0,0,99,77,92,62,39,58,6,7,334
UCL115115,3,4,0,0,0,0,0,9,0,0,0,3,0,0,0,7,3,3,0,0,0,0,0,10,77,85,53,45,43,10,0,311,0,0,3,0,0,0,0,3,84,92,60,46,43,12,0,335,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,3,52,44,28,29,38,3,0,183,0,3,0,0,3,3,0,8,51,55,25,28,47,6,0,206,134,151,84,75,93,13,0,547
UCL115116,9,9,11,0,4,3,0,42,11,14,7,7,3,3,0,47,12,7,8,6,0,0,0,35,172,140,77,54,70,26,7,547,0,0,0,0,0,0,0,3,205,179,102,67,86,28,9,676,3,0,0,0,0,0,0,3,3,7,5,10,3,0,3,25,3,3,3,0,3,0,0,10,46,47,41,17,18,11,7,187,0,0,0,0,0,0,0,0,54,58,44,28,23,11,8,233,253,236,147,95,116,37,19,903
UCL115117,3,3,0,0,0,0,0,13,3,13,3,9,0,0,0,30,11,3,0,0,0,0,0,21,48,62,43,25,19,5,0,202,0,0,0,0,0,0,0,3,66,90,50,30,23,6,0,266,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,6,13,3,11,6,0,0,41,0,0,0,0,0,0,0,3,6,12,6,13,14,0,0,55,68,101,61,43,33,5,0,322
UCL115118,12,16,4,4,7,0,0,40,10,19,6,5,6,3,0,50,17,11,10,6,4,0,0,46,162,145,86,50,54,9,0,509,0,0,0,0,0,0,0,0,200,194,106,71,65,13,3,652,0,0,4,0,0,0,0,3,0,0,3,7,4,0,0,13,3,0,3,0,11,3,0,24,39,67,45,18,33,3,0,205,0,0,3,0,0,0,0,3,35,73,63,25,41,6,4,247,242,260,167,92,112,21,8,899
UCL115119,23,14,5,3,6,0,0,61,11,9,0,4,3,0,0,32,11,4,8,4,9,0,0,36,187,219,130,70,97,18,0,722,0,0,0,0,0,0,0,0,238,249,144,84,117,20,0,854,0,0,0,0,3,0,0,3,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,37,64,47,24,22,3,0,206,0,0,0,0,0,0,0,3,37,66,52,26,33,3,0,222,271,324,198,115,149,21,3,1075
UCL115120,7,0,0,0,3,0,0,13,9,12,0,5,4,0,0,29,4,15,3,6,0,0,0,27,97,96,46,26,32,11,4,319,0,0,7,0,0,0,0,5,122,119,57,33,40,12,4,382,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,15,11,12,8,18,7,0,70,0,0,0,0,0,0,0,0,18,15,18,9,15,8,0,83,139,136,74,43,58,14,4,468
UCL115121,7,13,8,3,4,0,0,38,20,25,10,11,14,3,4,94,6,16,15,3,3,3,0,53,208,242,165,84,106,38,10,866,0,0,0,0,0,0,0,0,251,301,193,107,134,47,21,1044,0,0,0,0,3,0,0,5,3,0,0,0,4,0,0,17,0,0,0,0,3,0,0,8,37,30,26,18,29,4,5,153,0,3,0,0,0,0,0,11,46,40,31,21,39,13,5,185,296,338,225,127,168,52,22,1230
UCL115122,0,0,3,0,0,0,0,4,5,3,3,0,0,0,0,11,12,5,0,0,0,0,0,23,27,37,27,25,47,7,4,175,0,0,0,0,0,0,0,0,44,45,33,25,47,15,4,214,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,3,3,7,7,0,0,22,0,0,0,0,0,0,0,5,3,4,12,3,12,0,0,33,50,52,42,32,57,16,4,253
UCL115123,0,6,4,0,0,0,0,9,3,5,0,0,0,0,0,10,15,10,0,0,0,0,0,20,39,53,23,20,21,3,0,167,0,0,0,0,0,0,0,0,52,78,28,23,25,3,0,204,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,3,0,0,0,0,0,3,9,16,18,11,9,5,0,70,0,3,0,0,0,0,0,9,13,25,17,12,9,5,0,85,63,102,47,34,32,5,0,287
UCL115124,13,10,5,0,4,0,0,37,18,17,7,4,3,0,0,53,19,12,6,0,4,0,0,48,61,58,35,13,26,4,3,203,0,3,0,0,0,0,0,3,103,99,64,26,41,5,3,341,3,0,0,0,3,0,0,9,8,10,3,3,10,3,0,32,6,5,3,3,4,0,0,21,8,12,11,11,17,0,0,61,0,0,0,3,3,0,0,3,15,27,21,21,33,4,0,127,119,129,82,50,71,13,8,468
UCL115125,6,7,3,3,4,3,0,37,6,4,12,0,3,3,0,35,6,3,3,4,6,3,0,24,60,44,23,29,34,19,6,213,0,0,0,0,0,0,0,0,84,60,43,36,53,28,11,313,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,3,0,22,0,0,0,0,0,0,0,0,3,3,4,7,9,3,3,25,83,64,50,43,59,31,14,338
UCL115126,7,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,4,3,4,0,16,67,71,38,18,28,6,0,225,0,0,0,0,0,0,0,0,71,77,44,21,30,6,0,252,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,15,0,0,0,0,0,0,0,3,30,28,18,12,13,0,0,102,0,0,3,0,0,0,0,4,29,30,28,13,20,3,0,125,103,106,71,36,47,6,3,378
UCL115127,20,14,12,4,11,3,3,69,17,24,16,5,10,4,0,82,22,17,5,3,6,0,0,54,212,203,99,62,63,12,8,656,4,4,3,0,0,0,0,7,269,260,134,81,80,24,15,864,0,6,0,0,0,0,0,6,3,0,3,0,3,0,0,17,3,6,3,0,4,0,0,20,52,57,31,29,47,17,7,236,3,10,0,0,0,0,0,14,67,78,38,31,54,20,6,292,337,339,172,114,139,42,17,1159
UCL115128,3,7,3,3,0,0,0,23,7,16,12,3,14,4,0,45,7,9,4,3,3,0,0,18,153,171,95,51,56,7,3,527,0,0,0,0,0,0,0,3,171,198,110,63,70,9,4,620,0,4,3,0,0,0,0,4,11,4,0,0,0,0,0,15,0,3,4,0,0,0,0,14,43,56,34,18,30,3,4,185,4,5,0,0,0,0,0,12,52,70,39,19,27,3,4,229,222,269,150,81,101,17,7,848
UCL115129,0,0,6,3,0,0,0,13,3,0,3,6,3,0,0,16,7,0,3,0,0,0,0,12,40,52,23,20,18,0,0,158,0,0,0,0,0,0,0,0,55,58,30,27,17,5,0,198,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,4,3,9,12,5,0,32,0,0,0,0,0,0,0,0,8,3,7,9,18,5,0,42,62,60,37,34,36,4,0,238
UCL115130,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,13,4,4,0,3,0,0,0,14,33,38,23,19,27,3,3,145,0,0,0,0,0,0,0,4,51,42,32,23,31,3,3,180,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,7,16,4,9,3,0,0,41,0,0,0,0,0,0,0,0,7,22,7,8,5,0,0,52,60,62,40,28,33,3,3,233
UCL115131,17,16,3,3,9,0,0,43,3,3,0,3,3,0,0,11,3,5,0,0,0,0,0,10,173,153,72,47,68,13,0,521,0,3,0,0,0,0,0,7,197,179,75,60,76,13,0,590,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,10,0,0,3,0,0,0,0,6,44,48,32,26,36,3,0,192,4,5,0,0,0,0,0,12,46,61,40,31,34,7,0,218,240,238,113,89,112,11,0,812
UCL115132,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,16,0,5,0,0,4,0,0,15,66,71,51,29,38,0,0,266,5,3,0,0,0,0,0,11,80,95,54,32,44,3,0,309,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,3,0,0,4,28,48,24,20,18,3,0,139,4,0,0,0,0,0,0,10,37,51,26,21,24,3,3,162,119,147,83,51,73,7,0,476
UCL115133,0,0,0,0,4,3,0,12,6,4,5,0,3,0,0,26,3,14,3,0,3,0,0,22,67,95,66,43,37,13,7,330,3,3,0,0,0,0,0,7,84,119,75,43,50,15,9,395,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,13,18,15,10,7,0,0,57,0,3,0,3,0,0,0,8,17,19,15,13,16,3,3,79,100,135,96,56,58,21,7,475
UCL115134,0,11,3,3,5,4,0,30,11,14,8,12,10,4,0,59,7,14,10,8,10,3,0,47,143,139,71,42,51,7,8,462,0,4,0,0,0,0,0,3,163,187,94,58,72,21,10,605,0,3,3,0,0,0,0,10,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,10,21,29,24,10,16,3,3,111,3,0,0,0,0,0,0,4,24,37,23,18,23,5,3,134,187,218,124,72,96,33,10,737
UCL115135,7,6,0,0,3,0,0,21,7,4,3,0,0,0,0,14,0,0,0,0,0,0,0,7,69,76,36,15,29,5,0,236,0,0,0,0,0,0,0,0,85,90,46,16,28,7,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,22,23,17,8,4,0,0,76,0,3,0,3,3,0,0,7,26,31,22,10,12,0,0,92,107,120,61,28,41,7,0,369
UCL115136,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,4,0,3,0,0,0,0,7,31,30,15,16,16,0,0,95,0,0,0,0,0,0,0,0,38,30,12,14,16,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,5,0,0,26,0,0,0,0,0,0,0,0,0,5,7,0,4,0,0,25,35,38,22,20,21,0,0,136
UCL115137,3,3,4,0,3,0,0,12,6,7,3,0,3,0,0,28,3,0,0,0,0,0,0,3,62,49,37,21,23,6,0,191,0,0,0,0,0,0,0,0,79,55,42,19,27,6,0,234,0,0,0,0,0,0,0,3,0,3,0,5,3,0,0,9,0,0,0,0,0,0,0,0,16,17,7,7,6,3,0,59,0,0,0,0,0,0,0,0,19,17,11,12,14,3,0,70,97,77,53,36,37,9,0,305
UCL115138,3,0,0,0,0,0,0,6,0,3,0,3,0,0,0,5,9,0,0,0,3,0,0,18,41,40,23,21,22,3,0,151,0,0,0,0,0,0,0,0,48,44,25,24,30,5,0,180,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,7,17,19,5,7,19,3,0,67,0,0,0,3,3,0,0,7,20,26,9,9,17,5,0,83,72,72,33,34,44,8,0,266
UCL115139,0,6,0,0,0,0,0,6,0,3,4,0,3,0,0,8,0,3,4,0,3,0,0,9,103,98,45,35,41,6,0,326,5,0,0,0,0,0,0,5,108,108,50,33,52,6,0,353,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,3,0,0,3,0,9,27,35,29,14,11,0,0,120,0,3,0,0,0,0,0,3,26,44,33,19,17,0,0,138,134,154,86,53,65,8,4,490
UCL115140,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,12,10,3,4,0,0,0,0,12,50,52,27,30,21,4,0,188,3,0,0,0,0,0,0,3,63,71,33,30,26,4,0,222,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,12,0,0,0,0,0,0,0,8,22,31,32,12,15,0,0,112,0,0,0,0,0,0,0,10,27,44,31,18,14,0,3,142,85,109,66,45,42,6,4,359
