UCL_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
UCL115005,7,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,3,4,5,7,0,0,6,4,8,0,30,0,0,0,0,3,0,3,0,0,11,12,0,34,0,3,0,6,8,0,63,0,0,0,0,0,0,4,0,0,10,15,12,3,0,0,44,0,7,0,83,18,0,14,22,4,3,0,12,0,78,3,0,0,0,3,0,9,0,0,17,3,10,3,0,4,0,0,0,0,22,7,8,0,0,4,0,0,0,0,15,0,0,0,0,4,14,0,0,0,22,3,47,8,0,6,0,0,0,0,64,6,3,3,0,4,3,0,13,0,33,3,3,0,4,8,0,0,3,0,28,14,54,0,5,3,0,0,0,0,77,3,69,3,31,15,0,0,0,3,133,3,13,3,3,0,0,0,0,0,20,0,4,11,7,3,0,0,3,0,30,10,6,7,3,3,4,0,9,4,45
UCL115006,0,0,3,0,0,0,0,3,0,10,0,0,16,0,0,0,13,3,0,26,25,9,35,0,13,3,25,22,0,137,4,0,10,0,3,0,7,0,0,20,24,5,108,0,17,4,17,29,4,201,10,6,0,0,11,10,0,7,0,40,28,8,10,0,8,103,12,20,0,194,13,0,0,20,0,15,3,24,0,73,9,4,3,0,17,3,71,8,0,122,0,0,3,0,0,3,0,0,0,12,3,3,0,0,22,0,3,3,0,33,5,3,3,0,5,7,0,0,0,24,4,21,13,0,20,3,0,3,0,57,0,3,6,0,4,0,0,23,0,37,11,17,5,25,20,0,3,9,3,93,15,63,0,20,11,0,0,3,3,114,9,44,12,71,19,0,0,8,0,159,9,0,3,3,0,0,0,0,0,14,3,4,50,6,9,0,0,0,0,79,6,3,21,6,7,10,9,4,9,75
UCL115007,13,0,5,0,3,0,8,6,0,29,0,0,0,0,0,0,4,0,0,4,0,3,8,0,4,0,0,3,0,20,0,0,3,0,0,0,4,0,0,7,3,0,13,0,0,0,0,8,0,25,0,3,0,0,0,4,0,0,0,6,4,3,3,0,3,22,3,9,0,45,19,0,8,18,7,0,0,12,0,66,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,13,0,18,0,0,0,6,3,0,0,3,0,18,3,29,0,3,0,0,0,0,0,39,0,17,3,18,5,0,0,3,3,47,0,0,5,0,0,0,0,0,0,7,0,3,8,0,0,0,0,0,0,13,0,0,3,0,4,3,3,3,6,24
UCL115008,12,0,3,0,4,0,3,21,0,50,0,0,0,0,0,0,0,0,0,0,21,3,22,0,4,3,11,31,0,95,0,0,3,0,0,0,0,0,0,3,9,0,19,0,7,0,14,5,0,64,0,6,0,0,0,6,0,4,0,12,8,4,3,0,8,39,0,6,0,59,31,0,11,33,3,3,4,17,4,107,0,0,0,0,9,3,16,0,0,28,0,3,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,4,0,5,3,0,9,0,0,0,0,25,0,0,0,0,3,0,0,11,0,14,4,0,8,0,7,0,0,0,0,18,3,35,0,17,0,0,0,0,0,53,5,17,3,29,4,0,0,7,0,73,0,0,5,0,0,0,0,0,0,7,5,3,17,3,6,0,0,3,0,27,5,3,3,0,3,0,0,8,7,34
UCL115009,14,0,3,0,0,0,0,13,0,30,0,0,0,0,0,0,4,0,0,3,5,0,3,0,0,0,0,0,0,10,0,0,5,0,0,3,0,0,0,9,0,0,9,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,14,0,0,0,27,4,0,0,11,0,0,0,0,0,23,3,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,12,0,14,0,0,0,5,4,0,9,9,0,28,0,17,0,9,7,0,0,4,0,32,4,21,4,21,7,0,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,13,3,0,0,0,3,4,0,0,0,11
UCL115010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,6,5,6,3,0,30,0,0,3,0,0,0,0,4,0,6,9,0,40,0,13,0,8,16,0,84,0,0,0,0,0,3,0,0,0,4,13,0,9,0,5,46,4,8,0,78,6,0,3,13,3,4,3,13,0,44,0,0,0,0,5,0,12,0,0,23,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,11,0,3,0,0,3,0,0,0,0,14,0,0,3,0,3,0,0,9,0,22,4,10,18,11,5,0,3,6,0,58,3,27,0,10,0,0,0,0,0,43,8,28,0,48,10,0,0,8,0,99,0,0,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,14,0,0,9,0,0,0,3,0,6,17
UCL115011,13,0,5,0,0,0,9,57,0,89,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,21,3,0,0,0,0,0,0,3,0,11,7,0,4,0,0,16,0,0,0,25,7,0,0,7,0,0,0,5,0,28,0,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,3,3,0,7,19,0,46,0,3,0,3,0,0,0,0,0,8,0,15,0,7,7,0,0,3,0,32,0,9,0,27,4,0,0,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,12,0,0,3,0,3,0,3,8,10,32
UCL115012,20,0,3,0,0,0,0,23,0,46,0,0,0,0,0,0,0,0,0,0,13,9,22,3,20,7,23,149,8,254,0,0,6,0,0,0,9,0,0,19,10,0,59,0,12,0,20,26,0,126,0,3,0,0,3,11,0,0,0,18,29,0,16,0,6,128,0,32,0,219,21,0,26,44,3,21,0,30,3,147,4,0,0,0,13,0,21,0,3,42,4,7,3,0,3,3,0,0,0,15,0,3,0,0,14,0,0,0,0,14,0,0,0,0,0,10,0,0,0,17,3,19,5,0,15,0,0,0,0,47,0,4,3,4,5,0,0,34,0,54,0,18,3,11,26,0,8,16,4,88,0,59,0,19,8,3,0,9,0,100,13,99,12,103,36,0,6,18,0,281,4,3,0,6,0,0,0,0,0,12,3,4,28,0,0,0,0,5,0,46,0,5,7,0,7,7,4,8,12,44
UCL115013,11,0,0,0,0,0,0,8,0,20,0,0,0,0,0,0,4,0,0,3,7,0,17,4,3,0,11,10,0,55,0,3,0,0,3,0,0,0,0,8,13,0,52,0,3,0,5,19,0,91,5,0,4,0,4,8,0,0,0,22,24,3,4,3,0,79,3,12,0,135,8,0,21,35,0,3,0,16,0,81,3,0,0,0,12,0,6,0,0,26,3,10,8,0,3,0,3,0,0,23,3,3,0,0,4,0,0,0,0,12,0,0,0,0,0,9,0,0,0,14,9,37,3,0,10,0,0,0,0,60,5,0,13,9,0,0,0,15,0,47,0,18,0,8,15,0,4,3,0,57,13,93,0,16,7,0,0,3,0,141,11,113,7,84,22,0,4,10,3,252,3,18,0,0,0,0,0,0,0,23,0,5,16,4,4,3,0,0,0,31,6,5,0,0,7,8,3,5,12,42
UCL115014,5,0,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,4,4,8,0,24,0,0,0,0,0,0,3,3,0,3,15,0,32,0,3,0,5,12,0,64,0,0,0,0,0,3,0,0,0,8,12,3,3,0,0,41,0,3,0,67,16,0,10,28,0,3,0,18,0,80,3,3,0,0,3,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,11,7,0,11,0,0,0,0,28,0,0,3,3,8,0,0,5,0,14,0,7,0,5,4,0,0,0,0,14,7,17,0,12,3,0,0,0,0,43,3,22,3,15,0,0,0,0,0,39,3,3,0,0,0,0,0,0,0,9,0,0,16,0,3,0,0,4,0,20,3,4,8,0,0,3,0,3,4,26
UCL115015,8,0,0,0,0,0,0,8,0,18,0,0,3,0,0,0,0,0,0,3,8,0,10,3,0,3,3,4,0,30,0,0,0,0,0,0,0,0,0,9,17,0,32,0,8,0,8,11,0,79,0,0,0,0,3,3,0,0,0,8,22,4,3,0,0,50,0,3,0,81,10,0,16,14,0,0,0,5,0,47,3,4,0,0,6,0,5,0,0,20,4,8,0,0,0,0,0,0,0,8,3,3,0,0,3,0,0,0,0,10,3,0,0,0,0,9,0,0,0,12,7,35,4,0,9,0,0,0,0,57,3,4,9,0,7,0,0,11,0,30,3,16,6,8,18,0,0,0,0,56,3,45,0,5,4,0,0,0,0,64,12,58,3,19,20,0,0,6,0,118,3,3,3,0,0,0,0,0,0,19,0,5,14,0,4,0,0,0,0,29,4,3,3,0,0,0,3,0,3,20
UCL115016,9,0,0,0,0,0,3,7,0,30,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,4,0,19,0,0,0,0,3,0,0,0,0,6,6,4,3,0,0,16,0,3,0,28,6,0,3,8,0,0,0,10,0,32,0,0,0,0,4,0,7,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,8,0,10,7,4,7,3,8,0,5,5,0,44,3,13,0,3,3,0,0,0,0,28,0,12,6,24,4,0,0,6,0,51,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,5
UCL115017,6,0,0,0,0,0,0,0,0,10,3,3,5,0,0,0,20,0,0,35,12,6,18,7,7,3,7,6,0,60,3,3,7,0,3,0,3,0,0,17,25,9,60,0,9,0,12,16,0,133,8,3,0,0,0,4,3,0,0,21,19,7,12,0,12,73,5,21,4,147,53,4,36,49,14,9,0,46,0,215,8,3,0,0,4,5,17,0,0,43,4,19,4,0,3,0,0,4,0,38,3,15,0,0,12,0,0,0,0,35,0,4,0,0,9,22,5,5,0,40,7,75,13,0,18,0,0,3,0,126,4,3,10,9,7,0,0,30,0,65,13,35,3,20,35,0,0,11,0,126,12,161,4,24,11,0,0,4,0,225,20,130,6,78,24,0,3,8,0,269,9,27,3,3,8,0,0,0,0,51,9,6,27,11,9,0,0,0,0,66,9,18,10,3,10,8,3,3,3,67
UCL115018,13,0,3,0,3,0,0,11,0,24,0,3,15,0,3,0,45,5,0,77,5,0,28,3,3,4,21,40,0,100,3,0,8,0,3,0,8,0,0,19,0,0,44,0,6,0,8,17,0,88,8,0,4,0,8,3,8,7,0,36,17,3,10,0,3,76,3,27,0,143,12,0,15,28,3,3,0,23,0,82,0,0,0,0,8,0,39,4,0,60,0,0,0,0,0,5,0,0,0,9,0,0,0,0,7,0,0,0,0,7,0,0,0,0,3,4,0,3,0,9,0,9,3,0,19,0,0,0,0,29,0,0,5,0,8,0,0,16,0,37,13,13,5,8,17,0,13,14,0,80,4,31,3,19,12,0,0,0,0,74,4,48,3,75,19,0,3,9,0,159,3,3,3,3,0,0,0,0,0,9,3,0,30,10,8,0,5,6,0,67,3,0,5,0,3,3,9,12,17,56
UCL115019,29,6,7,0,3,0,22,17,0,84,0,0,0,0,0,0,0,0,0,0,6,7,12,0,3,0,23,15,0,67,0,0,3,0,0,0,0,0,0,4,0,0,11,0,0,0,20,8,0,41,0,0,0,0,0,4,0,0,0,6,4,0,7,0,3,21,0,0,0,41,8,0,6,20,0,0,0,7,0,49,0,0,3,0,4,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,22,0,0,3,4,0,0,0,8,0,18,9,3,3,3,7,0,4,12,0,41,0,23,0,8,3,0,0,0,0,43,0,11,0,22,3,0,0,6,3,45,0,0,0,0,0,0,0,3,0,0,0,0,14,0,3,0,3,3,0,21,0,0,0,0,0,0,3,3,4,19
UCL115020,10,0,5,0,4,0,0,3,0,27,0,0,0,0,0,0,0,0,0,6,7,0,18,0,0,3,3,4,0,37,7,3,11,0,11,0,0,3,0,30,16,9,66,0,12,3,10,26,3,145,3,0,3,0,3,0,9,3,0,24,27,0,11,3,7,71,0,17,0,129,19,0,13,43,5,10,8,18,0,114,0,3,0,0,7,0,21,0,0,31,0,0,3,0,0,0,0,0,0,6,5,3,0,0,7,0,0,0,0,15,0,3,0,0,7,17,0,0,0,31,6,19,11,0,16,0,0,0,0,52,0,6,3,3,4,0,0,21,0,38,8,12,3,22,18,0,3,4,0,59,14,112,4,24,18,0,0,7,0,170,4,76,9,56,24,0,0,7,0,173,0,0,0,3,0,0,0,0,0,5,0,3,24,3,3,0,0,3,0,41,3,3,0,5,0,0,3,5,10,31
UCL115021,13,0,18,0,0,3,0,22,0,57,0,0,0,0,0,0,3,0,0,3,0,0,12,0,3,0,0,5,0,23,0,0,0,0,0,0,0,0,0,3,11,0,17,0,3,0,9,10,0,45,0,0,0,0,0,7,0,0,0,11,7,0,5,0,0,24,3,3,0,42,13,0,4,7,0,3,0,8,0,33,4,0,0,0,0,0,13,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,4,0,0,0,10,0,0,0,0,4,0,0,0,0,11,0,0,3,0,0,0,0,5,0,5,4,6,3,3,10,0,9,14,0,53,7,18,0,9,3,0,0,3,0,41,3,18,3,22,5,0,0,4,0,53,0,0,0,0,0,0,0,0,0,6,0,5,8,0,0,0,0,0,0,14,7,0,0,0,0,0,0,6,6,16
UCL115022,7,0,0,0,0,0,9,9,0,34,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,3,3,0,7,0,0,5,0,0,0,0,0,0,8,3,0,13,0,0,0,5,6,0,29,0,0,0,0,0,9,0,0,0,9,3,0,11,3,0,36,8,12,0,68,15,0,12,3,0,0,3,0,0,41,3,0,0,0,3,0,7,0,0,9,3,6,3,0,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,17,0,0,3,6,3,0,0,13,0,26,8,22,3,43,20,0,14,6,3,126,7,60,0,40,3,0,0,0,0,115,13,35,8,42,11,0,0,11,0,120,4,3,0,0,0,0,0,4,0,9,0,6,9,3,0,0,0,8,0,29,0,0,3,0,3,3,0,10,14,30
UCL115023,0,0,0,0,0,0,0,6,0,5,3,0,4,0,0,0,0,0,0,9,5,0,18,0,3,7,4,3,0,45,0,0,3,0,0,0,0,0,0,3,6,0,52,0,9,0,10,17,0,89,5,4,3,0,0,5,3,0,0,26,7,0,12,0,5,32,0,10,0,65,4,0,6,23,0,3,0,10,0,48,5,0,3,0,13,4,20,0,0,39,0,7,3,0,3,3,3,6,0,21,3,0,0,0,11,0,0,0,0,15,0,0,0,0,4,12,0,0,0,12,5,13,0,0,10,0,0,0,0,27,0,0,3,4,0,0,3,9,0,18,12,14,6,16,7,0,4,9,3,61,9,58,3,7,10,0,0,0,0,84,7,26,0,42,15,3,0,0,0,97,3,3,5,3,3,0,0,0,0,16,0,0,12,6,7,0,0,4,0,26,0,4,9,0,6,0,5,4,8,31
UCL115024,13,0,3,0,0,0,4,10,0,26,0,0,0,0,0,0,3,0,0,3,4,0,15,0,0,3,3,3,0,35,0,0,3,0,0,0,0,0,0,10,11,3,17,0,0,0,14,15,0,49,7,0,0,0,4,3,0,0,0,10,6,0,5,0,0,28,0,0,0,43,13,0,10,13,0,0,0,12,0,45,8,0,0,0,4,0,8,0,0,24,0,3,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,5,15,3,0,4,0,0,0,0,25,0,0,0,0,4,0,0,0,0,12,8,18,0,14,14,0,3,4,3,60,8,32,0,10,3,0,0,0,3,53,3,18,0,17,8,0,0,3,0,42,3,12,3,3,0,0,0,3,0,20,0,0,5,0,0,0,0,0,0,15,3,3,3,0,3,0,5,3,6,28
UCL115025,3,0,0,0,3,0,3,3,0,14,11,9,68,0,19,3,132,5,5,247,10,4,24,4,14,6,10,14,3,93,0,3,3,0,3,0,4,3,0,22,13,0,21,0,9,0,36,18,0,95,7,3,9,0,5,7,5,6,0,34,10,3,3,0,3,62,8,13,0,103,15,0,32,33,3,8,0,36,0,128,6,0,3,3,8,0,21,0,0,43,0,0,0,0,0,0,0,0,0,6,0,3,0,0,13,0,0,0,0,10,0,3,0,0,3,8,0,0,0,19,3,7,13,0,13,0,3,0,0,35,4,3,9,3,9,0,6,14,0,48,7,4,3,18,21,0,3,0,0,62,3,40,0,11,12,0,0,3,0,68,3,36,0,36,10,0,0,3,3,93,0,4,5,3,0,0,0,3,0,15,3,6,51,0,5,0,5,5,0,80,5,3,3,3,4,3,3,8,3,37
UCL115026,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,0,7,0,6,0,0,0,0,19,0,0,4,0,0,0,10,0,0,15,15,3,66,0,6,3,4,5,0,114,0,0,0,0,0,0,0,0,0,3,14,3,5,6,7,63,0,3,0,105,18,0,14,18,0,5,0,14,0,76,3,0,0,0,0,0,8,0,0,16,0,0,3,0,5,0,0,0,0,11,3,3,0,0,4,0,0,0,0,11,3,0,0,0,4,6,0,0,0,14,3,16,3,0,11,0,0,0,0,29,3,0,3,0,3,0,0,18,0,37,14,16,4,13,18,0,0,6,0,73,10,78,0,16,10,0,0,0,0,106,11,66,6,43,18,0,3,3,0,155,0,4,8,3,0,0,3,0,0,16,0,4,11,3,5,0,0,3,0,21,4,5,10,0,3,0,0,0,5,31
UCL115027,3,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,3,0,0,3,3,0,13,0,0,3,0,5,0,27,0,0,0,0,0,0,0,0,0,3,6,3,40,0,0,0,3,10,0,63,0,0,0,0,4,3,0,0,0,5,14,0,3,0,3,40,0,6,0,71,26,0,10,17,3,5,0,19,0,78,0,0,0,0,3,0,12,0,0,23,0,3,0,0,3,0,0,0,0,11,0,3,0,0,5,0,0,0,0,11,0,0,0,0,3,5,0,0,0,12,0,11,5,0,9,0,0,0,0,26,0,3,0,5,3,0,0,15,0,26,0,9,5,5,7,0,3,8,0,32,4,35,5,8,7,0,0,0,0,60,6,35,0,31,11,0,0,3,0,95,0,9,0,4,0,0,0,0,0,19,3,0,10,4,3,0,0,0,0,23,4,0,3,4,6,0,0,0,0,26
UCL115028,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,6,10,0,34,0,0,6,0,0,0,4,0,0,10,0,0,13,0,3,3,3,7,0,31,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,30,0,0,0,41,11,0,17,20,3,0,0,8,0,53,0,0,3,0,5,3,16,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,13,0,0,4,3,0,0,4,5,0,18,0,8,0,8,4,0,0,0,0,25,0,18,0,24,8,0,0,14,0,62,0,0,3,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,6,3,3,18
UCL115029,0,0,0,0,3,0,0,9,0,14,0,0,0,0,3,0,0,0,0,7,13,6,19,0,5,0,11,7,0,57,0,0,5,0,0,0,7,3,0,11,15,0,49,0,9,0,3,8,0,83,3,4,0,0,0,7,3,0,0,19,14,0,7,0,3,40,0,9,0,73,24,0,8,24,8,12,0,19,0,106,3,3,0,4,8,0,14,0,0,35,4,6,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,0,0,12,0,0,0,0,4,8,0,0,0,17,8,28,3,0,30,3,0,0,0,71,0,6,15,0,5,0,0,15,0,43,3,13,7,28,10,0,3,0,0,66,8,44,0,12,10,0,0,0,0,87,6,67,7,28,24,0,0,8,0,139,0,15,3,3,0,3,0,0,0,23,0,0,12,3,5,0,0,3,0,29,5,3,5,4,3,0,3,0,7,36
UCL115030,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,5,12,0,3,3,0,5,0,44,3,0,5,0,0,0,0,0,0,9,18,4,65,0,3,0,0,18,0,106,6,0,4,0,3,3,3,0,0,20,11,3,3,0,6,39,4,9,0,69,11,0,6,13,0,0,0,3,0,35,4,5,3,4,14,3,15,3,0,56,3,8,3,0,4,0,0,0,0,20,5,9,0,0,10,3,0,0,0,22,3,0,0,0,3,5,0,0,0,15,10,56,4,0,18,0,0,5,0,100,3,0,4,7,3,3,0,15,0,31,7,24,6,25,13,0,0,5,4,87,9,61,5,10,8,0,0,3,3,96,5,57,6,30,13,0,0,0,0,122,3,16,0,8,0,0,0,0,0,32,5,0,13,4,3,0,0,0,0,27,7,3,6,0,3,0,4,9,3,41
UCL115031,5,0,0,0,0,0,0,3,0,14,0,0,3,0,0,0,8,0,0,11,11,8,28,3,3,5,3,0,0,62,3,3,8,0,3,0,3,3,0,21,22,3,113,0,10,0,16,17,0,184,15,3,3,0,6,4,3,0,0,37,21,3,10,0,12,59,0,8,0,118,19,3,11,30,6,7,0,19,0,96,10,4,3,0,17,0,23,0,0,62,8,14,7,0,6,3,0,0,0,36,3,3,0,0,20,0,0,0,0,32,8,3,0,0,10,16,0,0,0,35,24,54,10,0,30,0,0,0,0,116,5,7,8,3,11,0,3,12,0,47,150,103,11,47,153,0,7,7,12,488,5,89,9,20,17,0,0,0,3,143,10,39,3,48,27,0,3,0,0,128,4,4,3,3,0,0,0,0,0,14,4,6,45,5,8,3,0,3,0,80,6,8,10,5,16,3,4,4,9,67
