UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL115065,9,14,4,7,17,3,0,0,0,54,7,12,9,24,23,4,0,4,0,89,26,16,65,20,31,8,5,7,5,177,0,0,0,0,3,0,0,0,0,10,3,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,104,215,84,76,115,24,11,17,16,661
UCL115066,3,6,0,3,3,0,0,0,0,21,0,8,0,3,6,0,0,3,0,21,16,6,61,8,14,11,3,12,3,141,0,0,0,3,3,3,0,0,0,11,0,0,0,4,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,9,4,0,0,3,0,0,3,3,0,14,37,53,65,25,42,15,13,26,8,275
UCL115067,3,10,0,3,5,3,0,0,0,26,0,0,3,16,6,0,0,3,0,31,25,7,58,23,15,10,18,19,0,177,3,0,4,3,3,0,0,6,0,19,0,0,0,0,6,0,3,3,0,13,3,0,0,3,0,0,0,0,0,5,3,3,0,0,0,3,0,6,0,13,47,86,73,51,41,14,25,41,0,379
UCL115068,8,10,0,3,8,3,0,0,0,29,4,15,5,12,4,7,4,0,0,52,27,14,207,53,35,16,49,33,12,449,3,0,0,0,3,3,4,3,0,21,0,0,3,12,4,3,4,4,3,28,0,0,0,0,3,0,0,4,0,10,3,0,6,3,0,5,10,4,3,32,59,94,222,95,67,38,81,47,23,705
UCL115069,7,4,3,3,3,0,0,0,0,22,10,3,4,10,0,0,4,0,0,31,15,4,97,33,15,8,48,15,4,239,0,0,0,3,7,0,5,3,0,21,0,3,0,4,0,3,0,3,0,16,0,0,0,0,0,0,0,3,0,6,0,3,5,0,4,0,3,8,0,21,37,73,110,58,34,20,64,35,4,426
UCL115070,0,7,3,4,4,4,0,0,0,27,3,7,3,9,10,3,0,0,0,35,15,12,71,35,17,17,15,22,6,200,0,0,0,0,3,4,3,5,0,14,4,0,0,5,3,5,0,0,0,22,0,0,0,0,5,0,0,0,0,8,4,0,3,5,0,3,3,0,0,16,36,84,85,71,44,36,27,32,6,412
UCL115071,9,11,0,0,3,3,0,0,0,29,3,8,4,13,0,3,0,4,0,40,16,3,67,25,17,15,23,42,0,215,0,0,0,0,10,0,0,3,0,17,3,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,7,0,4,3,0,4,6,6,3,34,53,75,78,61,40,33,30,59,8,431
UCL115072,0,7,0,8,3,0,0,3,0,24,0,5,0,5,3,3,0,6,0,30,24,7,61,25,21,5,16,35,0,196,0,0,0,3,3,0,0,0,0,9,3,5,0,0,10,0,3,3,0,21,0,0,0,0,0,0,0,5,0,10,3,4,7,3,0,3,0,3,0,30,41,67,75,54,52,21,25,61,0,400
UCL115073,3,9,3,9,3,0,4,0,0,30,7,5,9,16,8,0,0,7,0,44,25,0,66,22,19,10,23,28,4,194,0,0,0,0,3,0,0,8,0,13,0,0,0,0,3,0,0,4,0,15,3,3,0,0,0,0,0,0,0,9,0,4,3,4,0,3,3,7,0,29,54,70,81,59,39,17,34,51,4,408
UCL115074,3,11,0,7,0,3,0,3,0,33,10,10,0,15,6,8,0,0,0,46,21,17,69,34,13,20,13,28,3,220,0,3,0,3,4,3,0,3,0,15,0,0,3,4,6,0,0,6,0,24,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,4,0,3,0,18,58,112,77,69,40,36,14,45,4,467
UCL115075,12,14,3,3,3,0,0,0,0,37,10,0,6,10,3,0,0,3,0,33,23,7,74,37,29,11,34,25,8,252,3,0,3,3,7,0,0,3,0,15,3,3,0,3,0,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,0,3,4,3,27,66,96,92,68,57,27,43,43,7,493
UCL115076,9,7,3,5,0,0,0,0,0,31,12,10,3,20,13,4,4,3,0,63,25,23,146,36,31,23,31,30,7,350,0,0,0,4,0,0,3,8,0,22,6,4,0,3,7,3,3,8,0,29,0,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,13,3,27,60,103,163,76,59,46,45,59,12,619
UCL115077,3,0,0,3,0,0,0,3,0,8,5,0,0,4,4,0,4,3,0,23,15,3,42,12,8,0,12,19,0,111,3,0,0,0,0,0,0,3,0,7,3,0,0,0,6,0,0,3,0,9,0,0,0,0,0,0,3,4,0,11,3,0,3,3,0,0,3,4,3,24,45,43,50,31,23,3,33,42,3,264
UCL115078,0,4,0,4,3,0,0,0,0,14,4,10,0,3,10,0,0,5,0,28,12,5,41,14,9,9,20,10,3,125,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,6,4,0,20,26,50,43,40,30,17,24,26,3,258
UCL115079,3,3,0,4,3,0,0,0,0,15,9,11,0,12,6,4,0,3,0,52,28,7,98,26,25,15,26,23,3,254,0,0,0,0,5,6,0,8,0,19,0,0,0,3,0,7,0,4,0,16,0,0,0,0,0,0,0,0,0,0,3,0,9,4,4,4,3,4,0,26,64,85,125,59,64,29,35,47,5,521
UCL115080,0,7,3,3,0,0,0,0,0,17,4,3,0,6,0,0,0,0,0,17,6,3,43,18,5,11,6,27,3,123,4,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,0,15,26,38,49,40,18,25,7,40,3,237
UCL115081,6,4,0,6,10,5,3,3,0,40,10,6,11,8,5,14,3,3,0,61,39,8,111,40,21,27,20,29,13,303,4,0,0,5,9,0,0,0,0,14,9,3,0,3,5,4,0,4,0,29,0,3,0,3,0,7,0,7,0,15,3,0,7,9,4,0,4,3,3,38,96,118,141,115,65,68,35,73,19,731
UCL115082,3,5,0,6,0,0,3,0,0,20,6,7,7,8,5,0,3,4,0,46,13,10,75,20,21,16,13,11,3,190,0,0,0,0,3,0,3,3,0,7,3,4,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,4,3,0,16,35,74,83,41,44,28,20,24,8,363
UCL115083,6,16,3,3,3,0,0,0,0,23,3,7,3,8,5,0,3,0,0,27,14,5,31,28,23,15,10,6,6,139,0,0,0,3,4,3,0,3,0,11,0,0,0,0,5,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,34,103,46,53,49,21,19,8,6,335
UCL115084,0,8,0,15,6,0,0,3,0,36,14,15,3,32,17,5,3,10,0,103,41,21,133,92,38,31,53,43,3,452,0,0,0,3,13,5,3,10,0,40,0,3,3,9,4,3,4,7,0,36,3,0,0,0,4,0,3,5,0,13,7,3,7,7,8,6,7,13,3,59,80,142,152,174,106,51,78,100,8,904
UCL115085,0,3,4,4,0,0,0,0,0,10,0,0,3,3,0,0,0,0,0,13,3,3,38,9,7,3,15,15,3,91,0,0,0,0,0,0,0,0,0,4,0,0,3,3,6,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,15,27,43,29,15,8,15,15,3,171
UCL115086,0,0,0,0,3,0,0,0,0,9,3,3,0,0,5,0,0,0,0,13,9,9,47,21,9,5,11,16,0,122,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,3,0,0,9,12,28,53,33,24,14,14,22,4,201
UCL115087,0,3,3,3,0,0,0,0,0,11,4,7,5,23,9,7,0,4,0,46,15,9,96,25,24,13,18,26,3,225,0,3,0,3,4,0,0,3,0,11,3,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,8,7,0,17,25,95,100,58,35,24,29,40,6,411
UCL115088,4,3,3,8,6,5,0,3,0,35,5,6,6,3,4,0,0,0,0,30,19,7,52,11,20,9,3,7,0,133,0,0,0,0,4,0,3,0,0,9,3,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,56,122,75,31,55,19,9,20,3,390
UCL115089,3,10,3,7,4,0,3,0,0,33,8,3,3,15,5,4,0,3,0,42,15,10,63,29,31,12,11,32,3,213,0,0,3,3,7,3,0,5,0,20,5,3,0,8,6,3,0,9,0,31,0,0,0,0,0,0,0,0,0,7,3,5,0,8,0,3,0,5,0,21,43,103,85,74,48,24,18,62,6,470
UCL115090,3,4,0,3,3,0,0,3,0,18,3,0,0,4,3,0,0,3,0,19,22,3,34,8,9,3,3,9,0,93,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,12,33,49,41,25,20,12,4,17,3,203
UCL115091,3,22,3,6,10,3,0,0,0,47,15,20,8,17,10,5,3,6,0,86,33,20,123,45,28,27,23,41,9,339,0,0,0,5,7,3,0,3,0,19,3,0,0,6,7,3,0,3,0,29,0,3,0,3,0,0,0,0,0,12,0,6,3,0,0,3,0,6,0,24,89,197,138,93,83,42,33,59,8,754
UCL115092,4,11,4,8,0,0,0,3,0,34,13,14,7,10,17,5,3,3,0,70,16,12,113,32,22,15,29,27,11,270,0,0,5,3,4,3,0,0,3,23,3,4,0,3,3,4,0,8,0,33,0,0,0,3,0,0,0,4,0,9,3,3,3,3,3,4,3,4,0,25,59,98,128,75,62,36,43,51,12,565
UCL115093,3,4,0,8,0,0,0,0,0,17,4,7,4,13,7,4,0,3,0,38,4,3,21,20,10,3,8,3,0,80,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,3,3,3,0,0,0,5,0,22,26,68,30,51,20,7,10,15,0,240
UCL115094,5,5,3,6,0,4,0,3,0,22,3,14,6,24,10,5,0,5,0,63,25,17,85,43,29,19,22,29,6,277,4,0,0,0,8,3,0,3,0,24,3,0,4,4,10,0,0,4,0,28,0,3,0,0,0,0,0,0,0,6,0,4,0,9,3,3,0,11,5,37,54,104,102,107,60,37,27,59,15,556
UCL115095,3,14,3,6,0,0,0,3,0,34,5,8,3,16,4,3,0,0,0,41,20,11,49,26,20,15,9,37,8,196,0,0,0,6,5,0,0,3,0,19,4,0,0,4,3,4,0,3,0,20,0,0,0,0,0,0,0,0,0,11,3,0,0,3,4,0,5,9,0,31,49,144,61,74,50,21,12,59,11,487
UCL115096,8,11,3,4,5,3,0,0,0,36,12,12,3,10,9,0,0,5,0,48,21,12,79,33,22,19,6,30,3,233,0,0,0,0,4,0,4,3,0,15,3,0,0,4,5,3,0,0,0,22,0,0,0,0,3,0,0,0,0,5,3,5,0,0,3,0,0,3,4,14,71,139,95,70,74,32,14,43,10,545
UCL115097,0,6,0,3,0,0,0,0,0,14,9,7,0,18,5,0,0,0,0,41,19,6,62,28,23,5,20,20,7,188,0,0,0,3,0,3,0,5,0,9,0,0,0,9,8,0,3,0,0,22,0,0,0,0,3,0,0,0,0,6,0,0,3,4,3,3,0,5,3,16,39,53,71,62,48,13,30,34,10,351
UCL115098,3,3,0,8,5,0,0,0,0,28,9,3,0,0,0,0,0,0,0,21,10,8,36,12,0,17,11,15,4,112,0,0,0,0,8,0,0,3,0,13,0,3,3,6,0,7,0,0,0,15,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,3,3,7,34,97,48,38,26,22,11,20,6,304
UCL115099,3,4,0,6,8,3,0,0,0,28,5,11,4,12,4,3,0,8,0,40,32,7,46,18,19,14,13,15,3,176,3,0,4,4,3,0,0,3,0,12,0,0,0,8,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,11,51,77,59,56,50,23,17,34,6,373
UCL115100,0,7,0,6,4,4,0,0,0,30,3,8,6,15,8,6,3,0,0,54,21,5,96,29,26,17,19,35,0,246,0,0,4,3,3,0,0,3,0,14,3,3,0,0,3,0,0,0,0,17,0,0,0,0,4,0,0,0,0,3,4,3,3,0,0,3,0,4,3,18,38,98,121,68,55,38,24,44,5,501
UCL115101,10,27,5,14,11,5,3,9,0,86,9,16,5,17,9,7,0,12,0,80,36,12,93,43,12,24,14,29,0,256,4,0,5,3,0,3,0,0,0,12,5,0,4,7,9,0,3,0,0,25,0,3,0,0,0,0,0,3,0,4,0,7,0,5,4,0,3,4,0,26,102,289,134,110,73,55,27,65,10,857
UCL115102,18,10,9,0,14,3,0,0,0,64,19,16,3,11,29,3,0,0,0,82,20,17,61,15,24,4,12,10,3,168,4,0,0,0,0,0,0,0,0,11,3,0,0,3,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,18,164,200,82,55,112,18,17,19,14,683
UCL115103,3,8,5,9,4,3,0,0,0,40,5,4,7,17,4,4,0,3,0,49,38,18,116,48,26,26,19,31,0,321,3,5,0,3,3,3,0,9,0,21,0,0,0,8,7,7,0,3,0,30,0,0,0,0,3,0,0,0,0,6,7,4,0,3,3,4,0,10,5,35,91,154,134,98,72,49,22,59,8,698
UCL115104,11,14,3,14,8,0,0,3,0,50,7,12,8,24,11,5,0,7,0,74,42,14,121,43,31,20,28,47,3,340,0,0,3,3,7,0,3,10,0,23,3,3,3,3,6,3,0,7,0,38,0,3,0,0,0,0,0,9,0,14,9,0,0,5,3,4,7,15,4,48,90,148,154,110,76,37,32,97,13,753
UCL115105,8,5,0,10,11,0,0,0,0,36,10,9,0,27,13,3,3,0,0,69,34,21,142,52,29,16,40,32,0,365,8,3,0,4,0,7,3,3,0,31,7,3,0,8,8,3,4,4,0,31,0,0,0,3,0,0,0,0,0,3,5,3,4,3,3,0,3,0,6,27,97,161,154,118,73,36,53,45,5,734
UCL115106,8,4,0,6,0,0,0,0,0,24,8,0,3,13,7,3,0,0,0,32,23,6,75,21,18,3,31,22,3,204,0,0,0,0,3,0,5,4,0,12,0,0,3,3,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,3,3,3,6,4,0,7,4,3,5,25,60,86,86,65,32,17,43,41,5,449
UCL115107,0,11,0,10,0,0,3,0,0,27,4,3,5,11,11,4,3,3,0,44,30,8,98,27,16,12,42,24,5,268,8,3,0,3,4,5,3,3,0,24,0,0,0,7,0,3,3,4,0,28,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,10,5,0,27,55,82,112,62,42,27,66,46,12,505
UCL115108,12,32,7,20,18,6,0,8,0,104,17,21,12,40,17,11,4,12,0,128,39,17,179,60,34,25,22,41,10,433,0,0,4,3,5,8,0,7,0,27,7,12,9,12,12,15,7,7,0,64,0,6,0,4,3,0,0,0,0,15,3,5,4,8,3,8,3,10,6,44,122,384,231,196,128,85,36,95,20,1300
UCL115109,11,25,0,14,9,3,3,0,0,63,11,28,0,38,17,3,0,3,0,100,37,23,121,59,53,27,22,41,0,379,0,0,0,0,8,7,3,7,0,21,5,11,0,8,19,5,0,4,0,48,0,0,0,0,0,0,0,0,0,7,3,0,7,8,7,10,3,3,0,41,98,267,131,142,130,62,31,64,4,936
UCL115110,0,4,0,5,3,3,0,4,0,16,4,7,0,9,4,3,0,0,0,27,9,9,41,20,8,5,10,12,0,124,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,12,22,61,47,46,23,13,9,19,7,254
UCL115111,3,15,0,7,3,0,0,0,0,31,4,6,4,13,11,3,0,6,0,46,19,9,65,20,16,4,18,13,3,168,3,0,0,3,0,0,0,4,0,15,3,0,3,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,3,0,3,0,14,60,97,83,60,51,13,19,25,4,413
UCL115112,17,19,11,18,12,3,3,0,0,81,19,15,15,35,22,8,5,6,0,118,54,29,184,47,48,29,45,31,3,473,0,3,0,5,13,5,3,3,0,26,5,6,3,3,11,3,3,8,0,43,0,0,0,0,0,0,0,0,3,7,5,5,5,3,7,5,3,3,0,42,158,315,220,140,135,69,71,53,3,1166
UCL115113,25,9,3,9,16,3,0,0,0,72,19,20,7,22,33,15,0,4,0,118,68,16,185,32,52,18,24,25,4,433,10,0,0,0,3,3,0,0,0,16,6,4,0,3,12,0,0,3,0,30,0,0,3,0,4,0,0,0,0,11,3,4,3,3,6,3,0,0,0,25,172,176,205,90,150,47,31,34,15,919
UCL115114,0,10,3,3,5,0,4,0,0,30,4,3,3,10,4,4,3,0,0,29,9,10,63,33,13,10,40,10,0,189,0,0,0,0,7,0,0,3,0,11,0,0,0,9,0,0,8,3,0,21,0,0,0,0,0,0,3,0,0,6,0,0,6,5,0,0,3,0,3,21,19,45,77,62,38,19,55,19,11,347
UCL115115,5,15,0,14,3,3,0,0,0,35,5,9,0,8,3,3,0,3,0,38,19,10,91,36,20,15,52,30,3,276,0,0,0,4,8,3,0,3,0,22,3,4,4,14,6,3,4,3,0,35,0,0,0,0,0,0,0,0,0,4,3,11,0,6,4,3,5,10,3,49,46,133,101,86,54,32,60,46,10,573
UCL115116,10,27,3,15,7,7,0,3,0,74,24,16,14,37,25,14,6,7,4,144,48,36,209,67,70,23,39,31,9,527,0,0,3,3,12,5,3,0,0,26,8,3,7,6,8,4,6,3,0,50,0,5,3,0,9,0,3,0,0,21,4,0,3,8,0,0,11,0,3,26,121,254,246,158,152,69,64,55,19,1143
UCL115117,3,9,6,12,7,0,0,0,0,40,3,4,3,7,8,0,0,0,0,30,24,6,72,15,18,12,20,27,0,196,0,0,0,3,3,0,0,0,0,8,0,0,3,3,4,7,0,4,0,17,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,55,111,88,49,54,20,29,32,0,439
UCL115118,17,24,10,7,15,0,0,4,0,77,17,14,14,27,19,16,0,4,3,117,47,20,161,56,55,22,31,56,7,455,3,0,5,4,7,6,0,5,0,26,0,3,0,10,11,3,4,7,0,40,0,3,0,0,0,0,0,0,0,7,3,7,0,0,3,0,3,3,3,22,116,296,199,137,146,59,38,107,14,1119
UCL115119,18,23,7,7,12,3,0,9,0,81,13,17,15,29,21,3,8,12,0,127,56,27,243,55,54,27,120,47,17,635,3,0,3,0,10,10,4,3,0,29,0,0,5,3,3,14,3,4,0,36,3,3,3,0,3,3,0,3,0,19,3,6,16,8,8,3,8,22,0,71,153,316,314,117,132,63,156,120,25,1395
UCL115120,16,18,4,12,9,0,0,0,0,59,11,14,13,27,8,3,0,4,0,77,35,21,162,44,33,15,28,22,8,352,0,3,0,5,3,3,0,3,0,18,0,0,4,12,4,3,0,3,0,34,0,0,0,0,0,0,0,3,0,12,0,3,3,3,0,3,0,6,0,18,89,200,189,113,91,33,27,54,12,804
UCL115121,14,17,8,16,12,3,3,0,0,73,27,26,11,40,34,7,3,3,3,154,100,29,277,54,99,37,86,62,14,751,0,3,3,3,15,0,0,4,0,30,12,4,3,7,25,12,6,8,0,66,3,3,0,0,3,6,0,3,3,21,4,3,8,6,4,3,4,3,9,56,195,253,317,151,215,73,108,94,38,1446
UCL115122,3,4,0,0,7,7,0,3,0,26,5,4,3,10,9,0,0,0,0,30,10,4,35,10,14,8,3,5,0,98,3,0,0,3,3,0,0,0,0,11,5,0,0,4,9,0,0,3,0,16,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,53,108,48,40,51,20,3,15,0,346
UCL115123,0,3,0,4,4,3,0,3,3,22,4,3,5,12,3,5,0,0,0,25,15,6,58,15,15,6,11,19,0,139,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,15,34,57,67,34,24,25,15,24,7,289
UCL115124,4,23,7,13,9,3,0,4,0,66,0,13,0,18,4,10,0,3,0,57,30,11,83,20,20,13,4,34,0,219,0,3,0,0,0,6,0,0,0,7,3,0,3,3,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,4,0,16,75,219,101,83,57,41,11,57,7,656
UCL115125,13,12,3,8,3,4,0,0,0,52,0,9,7,8,5,7,0,3,0,44,19,5,67,9,10,4,3,6,3,131,0,0,0,0,0,0,0,0,0,7,3,3,0,0,8,0,0,0,0,12,0,3,0,0,0,0,0,0,0,10,4,3,0,4,0,0,0,0,0,17,94,237,85,62,55,32,3,13,5,588
UCL115126,0,11,0,5,3,3,0,0,0,28,10,9,3,16,10,5,0,3,0,44,28,19,114,49,19,27,29,21,11,316,0,0,0,0,3,3,3,5,0,14,3,3,0,3,3,6,0,3,0,24,0,0,3,0,3,0,0,0,0,8,0,0,5,3,4,0,4,3,3,25,59,94,126,92,53,38,42,41,17,564
UCL115127,12,24,4,11,5,3,0,0,0,64,7,25,10,49,18,12,3,12,0,133,54,30,227,78,55,30,63,60,12,616,3,0,3,5,11,6,3,5,0,37,0,0,3,12,13,8,4,4,0,48,0,3,0,4,4,5,0,0,0,17,8,5,11,0,12,11,7,10,0,68,109,231,268,186,143,71,89,101,21,1217
UCL115128,8,5,3,9,13,3,0,3,0,45,8,9,13,29,20,0,3,9,0,101,28,18,194,83,47,21,43,30,9,470,3,0,5,9,3,15,5,3,0,43,3,0,3,9,7,9,3,10,0,46,0,0,0,0,0,3,0,0,0,9,3,3,5,5,3,4,13,3,5,49,73,118,227,151,108,62,67,58,22,877
UCL115129,3,11,0,3,6,0,0,0,0,26,9,3,3,6,10,7,0,3,0,37,24,4,57,17,12,6,3,14,0,140,0,0,0,0,0,3,0,0,0,7,3,0,6,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,4,6,0,3,3,3,0,0,21,62,164,77,47,52,17,10,20,0,448
UCL115130,0,8,3,9,3,7,4,0,0,39,4,5,0,15,3,3,0,0,0,37,17,10,75,20,12,15,8,7,0,160,3,0,0,0,3,3,0,4,0,12,3,3,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,5,0,21,34,58,89,62,37,39,19,19,0,360
UCL115131,15,11,10,9,0,3,0,0,0,48,10,9,5,26,12,4,0,0,0,75,58,23,172,53,32,30,34,34,3,442,0,0,3,3,11,12,0,5,0,38,7,3,0,9,9,8,3,4,0,40,0,0,0,0,0,0,0,0,0,3,8,3,8,4,4,7,0,7,4,54,129,209,197,117,97,65,44,59,14,926
UCL115132,3,3,0,3,3,3,0,0,0,16,3,8,5,13,8,0,0,0,0,49,25,8,84,51,20,19,25,28,4,268,0,4,0,3,5,0,0,3,0,22,3,0,0,13,0,9,0,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,5,9,8,40,66,87,101,107,60,36,34,53,14,556
UCL115133,3,12,0,3,5,3,0,0,0,28,6,10,7,9,10,3,0,3,0,52,26,12,110,37,25,11,25,26,3,266,0,3,0,4,7,0,3,0,0,23,0,0,3,10,3,0,6,4,0,25,0,0,0,3,0,0,3,0,0,7,0,6,0,0,9,8,0,3,0,23,47,107,122,83,68,25,39,40,10,536
UCL115134,4,13,3,9,5,0,0,0,0,42,13,15,10,21,16,3,3,0,0,85,42,18,163,49,40,31,32,39,4,431,3,0,0,3,9,3,3,0,0,21,0,0,3,0,11,3,0,3,0,35,0,3,4,0,7,0,0,0,0,16,4,0,6,0,3,5,3,3,0,29,102,188,206,109,110,55,46,57,14,886
UCL115135,7,8,0,7,4,0,0,4,0,39,12,7,4,14,4,0,0,3,0,42,38,4,76,31,12,8,26,25,3,222,0,0,0,0,6,0,0,0,0,7,3,0,0,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,9,3,10,6,0,0,3,4,0,39,80,90,94,62,44,12,31,45,5,461
UCL115136,0,10,0,7,10,0,0,0,0,22,6,5,0,3,3,3,4,3,0,18,13,3,40,16,14,3,12,7,3,109,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,47,48,26,35,8,16,12,6,221
UCL115137,4,4,3,0,0,4,0,0,0,18,5,4,3,12,3,0,0,3,0,25,17,0,54,23,16,3,21,21,3,162,3,0,0,7,0,4,0,0,0,12,0,3,0,3,3,0,3,4,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,15,40,49,61,53,27,11,29,36,4,312
UCL115138,4,15,4,3,3,0,0,4,0,34,3,11,3,15,15,3,0,0,0,49,27,9,75,38,25,11,9,17,3,222,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,4,3,8,0,22,0,0,0,0,0,3,0,0,0,6,3,0,8,0,0,0,0,0,3,17,56,115,99,77,59,29,17,31,3,483
UCL115139,5,6,0,4,7,3,0,3,0,37,10,7,3,11,18,0,0,4,0,48,32,10,98,25,32,11,16,35,8,276,0,0,3,0,6,3,0,3,0,18,0,6,7,12,6,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,8,4,26,70,127,121,81,83,33,21,57,14,607
UCL115140,4,12,4,8,8,0,0,0,0,31,7,15,4,10,9,8,0,3,0,60,23,16,77,34,28,12,19,35,6,253,0,0,0,5,3,0,0,3,0,14,0,0,0,3,3,3,0,8,0,17,0,0,0,0,0,0,0,3,0,3,3,3,6,4,9,0,0,5,3,35,56,148,95,83,63,27,28,58,9,566
