UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL115110,0,0,0,0,0,0,0,3,4,0,0,0,0,6,6,0,4,0,0,0,10,4,0,0,0,0,0,0,3,3,0,0,3,0,15,3,3,3,3,4,0,13,8,6,0,0,0,0,12,3,4,0,3,0,0,19,3,10,3,0,0,0,22,3,4,0,0,0,0,10,3,0,0,0,0,0,6,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,45,22,16,9,0,138
UCL115111,3,3,0,0,0,0,8,3,0,0,0,0,0,3,4,4,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,7,8,9,0,0,3,0,15,3,8,0,0,0,0,10,7,12,0,0,4,0,21,7,5,0,0,0,0,18,3,10,0,0,0,0,9,0,3,3,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,4,3,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,46,57,20,4,11,0,132
UCL115112,3,0,3,0,3,0,11,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,3,0,9,3,0,0,0,14,4,3,6,0,3,0,19,4,6,9,0,6,0,25,9,13,4,0,3,0,29,10,11,4,0,3,4,30,10,18,3,3,0,0,36,10,16,13,7,0,0,41,10,27,11,0,4,0,58,4,21,3,0,0,0,32,5,9,3,0,0,0,27,19,31,10,0,0,0,59,7,41,10,0,3,0,61,4,12,0,0,0,0,17,4,0,0,0,0,0,8,3,7,3,0,0,0,14,120,223,87,19,27,9,481
UCL115113,3,0,4,0,0,0,10,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,3,3,0,0,0,3,0,0,0,0,0,0,5,5,7,7,4,0,0,13,3,4,3,3,0,0,9,4,10,0,0,0,0,12,4,4,4,0,0,0,14,5,8,3,4,0,0,29,0,12,0,0,0,0,18,4,20,7,0,0,0,40,4,13,0,0,0,0,21,6,20,4,3,0,0,32,15,31,8,0,0,0,54,31,71,12,0,0,0,120,8,31,3,0,0,0,47,5,10,0,0,0,0,12,3,6,9,0,0,0,16,111,260,75,16,9,0,463
UCL115114,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,7,3,3,0,0,0,0,8,8,3,3,0,3,0,13,9,4,3,0,0,0,20,11,11,4,10,5,0,34,7,12,5,0,0,0,22,3,5,0,0,3,0,14,8,5,4,0,3,0,19,4,7,0,0,0,0,8,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,6,0,3,0,0,9,62,64,33,17,18,0,184
UCL115115,3,0,0,0,0,0,6,0,3,0,0,0,0,3,7,3,0,0,0,0,10,5,0,3,0,0,0,12,3,8,0,3,0,3,14,9,8,4,4,0,0,28,10,20,3,0,3,0,38,6,10,3,7,0,0,27,8,12,0,0,0,0,23,6,13,0,0,3,0,21,5,3,0,0,0,0,9,3,4,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,71,78,18,20,20,3,210
UCL115116,0,7,0,0,3,0,9,0,0,0,0,0,0,3,5,0,0,0,0,0,9,3,0,0,0,4,0,8,3,3,3,0,0,0,14,9,5,3,0,0,0,17,3,3,8,0,9,0,24,5,3,0,0,0,0,12,0,6,0,0,3,0,13,3,12,6,0,3,0,33,5,16,0,4,0,0,25,20,24,11,7,5,0,59,3,12,4,3,0,0,20,7,11,5,0,0,0,20,6,20,9,4,0,0,38,8,28,8,4,3,0,54,0,8,3,0,0,0,7,3,3,0,0,0,0,7,3,10,8,0,4,0,23,95,167,74,27,41,3,394
UCL115117,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,3,3,3,0,0,0,0,3,5,3,0,0,0,0,9,0,5,3,3,0,0,8,8,8,4,0,0,0,16,0,10,0,3,0,0,14,10,10,3,3,0,0,19,3,9,0,0,3,0,16,12,10,3,0,0,0,23,0,4,4,0,0,0,10,4,6,3,0,0,0,7,7,9,0,0,0,0,15,3,8,0,0,0,0,14,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,11,69,76,17,12,5,0,179
UCL115118,3,3,0,0,0,0,8,3,0,0,3,0,0,4,3,4,0,0,0,0,9,4,4,3,0,3,0,9,5,6,6,3,3,0,25,5,6,7,7,5,0,29,16,7,11,4,4,0,40,13,11,16,6,10,0,48,14,21,3,0,9,0,51,12,22,9,3,4,0,45,9,17,5,3,0,0,38,13,17,3,3,0,0,39,6,8,0,0,0,0,18,3,9,0,0,0,0,8,3,17,4,4,0,0,27,5,12,0,0,3,0,18,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,0,0,0,11,118,178,65,32,40,3,433
UCL115119,5,0,0,0,0,0,13,0,0,0,0,0,0,3,3,0,4,0,0,0,9,3,3,0,0,0,0,11,6,0,3,3,0,0,14,7,5,13,0,0,0,32,11,11,12,4,8,0,45,12,14,6,8,3,0,41,11,19,5,3,4,0,40,15,23,3,3,0,0,54,12,21,4,0,0,0,38,17,37,6,0,0,0,58,0,12,4,0,0,0,23,4,10,3,0,0,0,18,8,28,11,0,3,0,48,12,27,8,0,3,0,49,4,4,0,0,0,0,11,3,0,0,0,0,0,6,5,8,3,0,0,0,22,137,236,82,25,26,3,513
UCL115120,6,0,3,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,5,0,4,0,0,3,0,6,4,7,0,0,3,0,15,4,8,0,3,0,0,15,7,9,3,6,3,0,29,5,12,3,0,0,0,23,9,15,3,0,0,0,30,9,8,3,0,3,3,30,3,19,0,0,0,0,23,0,3,0,0,0,0,3,3,16,3,0,0,0,23,3,8,6,0,0,0,20,3,0,0,0,0,0,7,0,0,0,0,0,0,0,5,3,5,0,0,0,11,84,115,26,16,20,4,257
UCL115121,3,0,4,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,11,5,0,4,0,0,0,9,3,3,8,4,0,0,22,7,9,10,4,3,0,31,11,9,3,0,5,0,24,14,25,9,5,3,0,51,17,17,8,0,0,0,45,14,31,15,0,3,0,64,9,29,3,5,4,0,45,22,32,20,3,5,0,83,7,20,4,5,3,0,40,5,19,3,3,0,0,28,18,49,14,4,0,0,93,24,55,29,4,5,0,115,3,19,0,0,0,0,26,3,9,3,0,0,0,14,12,13,12,3,3,0,45,180,340,163,42,32,0,759
UCL115122,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,3,3,0,0,0,8,0,4,4,0,0,0,8,3,0,0,0,0,0,4,4,7,0,0,0,0,14,0,4,4,0,0,0,11,3,6,0,0,0,0,11,0,4,0,0,0,0,3,0,8,0,0,0,0,6,3,3,3,0,0,0,6,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,44,25,3,0,0,108
UCL115123,10,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,5,4,0,0,0,0,8,3,8,0,3,0,0,18,3,3,0,3,0,0,9,9,3,3,0,0,0,15,3,7,3,0,0,0,14,0,9,0,0,0,0,9,0,5,0,0,0,0,9,3,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,9,50,55,18,13,6,0,138
UCL115124,3,3,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,3,0,0,11,3,3,3,0,0,0,6,0,7,0,0,0,0,8,3,8,0,3,0,0,11,5,9,3,5,0,0,23,7,11,3,4,3,0,28,12,9,3,4,3,0,35,3,8,0,0,0,0,16,5,6,0,0,3,0,15,9,14,4,0,0,0,20,7,4,0,0,0,0,11,0,0,3,0,0,0,4,0,0,0,0,0,0,0,7,0,3,0,0,0,5,60,93,24,23,16,4,222
UCL115125,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,8,3,0,4,0,0,0,6,4,0,0,0,0,0,3,0,3,5,0,0,0,5,3,4,3,0,0,0,10,0,3,0,0,0,0,9,3,12,4,0,0,0,21,0,3,0,0,0,0,4,0,0,0,0,0,0,3,3,3,3,0,0,0,9,8,16,3,0,0,0,36,5,13,4,0,0,0,25,4,3,0,0,0,0,5,3,4,0,0,0,0,6,36,89,36,4,8,0,172
UCL115126,10,0,4,0,0,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,6,3,0,0,0,0,0,7,12,3,0,0,3,0,18,7,3,0,4,5,0,20,13,5,7,3,0,0,21,7,20,0,3,0,0,34,7,3,0,0,0,0,14,12,8,3,0,0,0,21,6,10,0,0,0,0,12,3,4,0,0,0,0,10,0,3,0,0,0,0,6,3,0,0,0,0,0,3,3,0,0,3,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,0,0,15,88,63,24,18,9,0,204
UCL115127,3,6,0,0,0,0,11,0,0,0,4,3,0,8,7,0,3,0,0,0,9,5,3,5,0,3,0,12,4,0,3,0,0,0,12,4,0,3,3,3,0,16,3,9,6,3,5,0,28,16,12,11,3,9,0,45,9,24,8,5,4,0,49,7,27,10,3,3,0,54,10,30,4,0,0,0,48,12,39,15,5,0,0,74,7,17,0,0,0,0,32,7,14,3,0,0,0,26,19,21,8,0,3,0,53,8,19,9,0,3,0,34,3,3,3,0,0,0,7,0,0,0,0,0,0,3,11,3,3,0,0,0,21,122,233,103,39,35,3,538
UCL115128,7,3,0,0,3,3,15,0,0,0,0,0,0,0,10,0,0,3,0,0,15,4,0,4,0,0,0,11,3,5,0,0,3,0,11,14,4,4,0,0,0,30,8,8,10,3,6,0,36,17,19,3,3,7,0,51,13,25,7,7,3,0,57,17,23,4,3,0,0,51,4,13,3,3,0,0,27,15,21,7,3,0,0,46,6,7,0,0,0,0,17,0,3,0,0,0,0,3,6,4,7,0,0,0,13,7,8,0,0,0,0,14,0,3,0,0,0,0,4,4,0,0,0,0,0,3,8,6,0,0,0,0,22,146,152,58,30,24,5,420
UCL115129,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,3,0,0,0,4,0,0,0,0,0,0,4,7,5,3,0,0,0,15,0,3,0,0,0,0,3,3,4,0,0,0,0,11,0,3,5,0,3,0,11,0,3,3,0,0,0,9,4,8,0,0,0,0,14,4,3,0,0,0,0,9,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,6,0,0,0,0,9,6,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,47,48,10,3,9,0,116
UCL115130,0,0,0,0,0,0,7,3,0,0,0,0,0,3,6,0,3,0,0,0,9,3,0,0,0,0,0,3,4,0,0,0,0,0,3,3,3,0,3,0,0,8,3,0,0,4,4,0,12,7,7,0,0,0,0,15,5,3,0,0,0,0,10,3,11,0,0,0,0,14,3,3,3,0,0,0,10,6,3,0,0,0,0,12,3,4,0,0,0,0,9,0,6,0,0,0,0,6,8,6,0,0,0,0,16,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,3,9,58,45,19,5,10,3,138
UCL115131,6,0,3,0,0,0,5,0,0,0,0,0,0,3,3,4,8,3,0,0,22,8,3,9,0,0,0,21,8,10,4,3,3,0,27,13,22,10,4,5,0,50,15,18,10,3,0,0,44,18,26,13,5,0,0,60,11,22,3,3,0,0,40,8,10,6,0,0,0,24,0,5,3,0,0,0,6,6,12,3,3,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,3,0,0,0,12,107,140,70,23,11,0,357
UCL115132,4,0,0,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,0,0,10,3,4,3,0,0,0,7,6,6,4,0,3,0,16,9,9,3,0,3,0,25,7,11,0,0,3,0,29,7,9,0,0,7,0,18,3,3,3,0,0,0,12,3,3,0,0,0,0,5,0,0,3,0,0,0,5,6,5,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,3,3,0,0,0,9,67,63,20,4,16,3,174
UCL115133,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,6,0,6,4,0,0,0,7,3,7,3,0,0,0,16,0,3,4,0,0,0,10,5,6,3,0,0,0,21,0,20,6,0,0,0,31,0,9,4,0,3,0,16,7,13,6,0,0,0,32,3,16,0,0,0,0,20,3,4,0,0,0,0,5,4,17,4,0,0,0,24,8,9,6,0,0,0,26,3,0,0,0,0,0,9,0,0,0,0,0,0,0,4,9,3,3,3,0,19,49,126,51,13,10,0,255
UCL115134,0,0,3,0,0,0,8,0,0,0,0,0,0,5,3,0,0,0,0,0,5,4,0,0,0,0,0,3,3,0,3,0,0,0,13,4,10,0,0,0,0,10,5,3,5,3,0,0,19,12,10,3,0,7,0,32,3,13,5,6,4,0,31,3,17,10,0,0,0,36,3,28,12,3,0,0,46,13,44,13,0,4,0,74,8,11,0,0,4,0,20,3,9,0,0,0,0,16,14,18,9,3,0,0,52,15,17,8,0,0,0,41,0,7,0,0,0,0,9,3,3,3,0,0,0,7,9,0,3,3,3,0,17,99,195,77,26,27,7,432
UCL115135,3,5,0,0,0,0,11,0,0,0,0,0,0,3,8,0,0,0,0,0,9,10,0,0,0,0,0,11,6,0,0,0,0,0,12,6,13,4,3,0,0,23,9,8,0,0,0,0,19,4,5,0,0,4,0,12,6,8,0,0,0,0,23,4,8,3,0,0,0,23,3,6,0,3,0,0,13,3,7,3,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,79,66,22,16,10,4,189
UCL115136,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,3,6,0,0,0,0,7,3,4,0,0,0,0,4,0,4,0,0,0,0,4,4,9,0,0,0,0,13,5,0,0,0,0,0,8,0,3,0,0,0,0,4,0,0,4,0,0,0,4,0,5,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,8,33,27,14,3,7,0,84
UCL115137,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,0,0,0,7,3,3,3,0,0,0,6,6,3,0,0,0,0,14,6,15,3,0,3,0,21,4,11,5,0,0,0,23,7,4,0,0,0,0,12,0,3,3,0,0,0,6,0,0,0,0,0,0,8,3,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,43,53,15,8,3,0,135
UCL115138,9,0,3,0,0,0,15,0,0,0,0,0,0,4,3,0,0,0,0,0,3,3,3,0,0,0,0,10,6,0,5,0,0,0,12,4,0,3,0,0,0,15,3,0,3,0,0,0,13,5,3,5,0,3,0,17,3,6,0,3,0,0,17,6,11,3,0,0,0,19,5,0,0,0,0,0,5,4,3,3,0,0,0,7,0,0,3,0,0,0,4,0,3,0,0,0,0,3,3,0,4,0,0,0,8,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,66,40,29,11,8,0,154
UCL115139,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,0,0,3,0,9,9,5,4,0,3,0,19,9,8,4,0,0,0,25,13,14,3,3,4,0,30,11,20,0,3,0,0,30,5,16,0,0,0,0,30,4,9,4,4,0,0,17,9,7,3,0,0,0,18,5,7,0,0,0,0,14,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,71,104,22,17,16,0,222
UCL115140,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,5,3,3,3,3,0,0,13,6,3,0,0,0,0,12,0,3,0,3,3,0,9,8,9,0,3,0,0,25,10,5,0,0,0,0,23,3,10,0,3,0,0,23,9,3,0,3,0,0,15,0,7,0,0,4,0,14,3,0,0,0,0,0,3,0,3,0,0,0,0,4,3,7,0,0,0,0,9,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,6,66,54,24,20,13,0,172
UCL115141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,3,0,0,0,8,3,5,3,0,0,0,10,3,3,0,0,0,0,13,3,4,0,0,0,0,6,5,8,0,0,0,0,14,0,10,3,0,0,0,14,7,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,51,15,5,8,0,124
UCL115142,9,4,0,0,0,0,13,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,5,5,0,0,0,0,0,7,3,0,0,0,0,0,11,5,0,0,0,0,0,8,8,8,0,0,3,0,17,3,4,6,0,0,0,14,9,4,5,0,3,0,23,0,6,3,0,3,0,11,3,9,6,0,0,0,16,3,9,3,0,0,0,8,3,3,0,0,0,0,3,7,6,3,0,0,0,18,6,11,3,0,0,0,18,4,6,0,0,0,0,6,3,4,0,0,0,0,6,0,3,0,0,0,0,3,80,81,29,7,10,0,212
UCL115143,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,5,0,0,8,5,0,0,0,3,0,8,7,3,3,0,3,0,14,4,8,0,0,0,0,13,11,6,4,0,0,0,21,0,3,0,3,0,0,5,0,7,0,0,0,0,10,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,38,38,12,11,10,0,110
UCL115144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0,3,3,3,3,3,0,0,11,0,6,0,0,0,0,9,0,5,0,3,0,0,7,5,0,0,0,0,0,9,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,9,9,3,0,62
UCL115145,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,0,0,8,0,5,3,3,0,0,9,0,5,6,0,0,0,13,0,6,0,0,0,0,11,3,6,3,0,4,0,21,0,0,0,0,0,0,3,6,12,3,0,0,0,14,0,0,0,0,0,0,6,0,3,3,3,0,0,7,3,9,0,4,0,0,23,9,7,4,0,0,0,23,4,3,5,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,3,40,65,28,16,4,0,148
UCL115146,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,8,0,3,0,0,0,0,4,0,3,4,0,0,0,9,6,10,3,0,3,0,21,3,6,3,0,0,0,22,11,13,3,0,0,0,33,11,19,4,0,3,0,33,8,24,0,0,3,0,32,4,13,0,0,0,0,18,7,9,3,3,0,0,20,3,0,0,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,54,114,32,16,15,0,223
UCL115147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,6,6,3,5,4,0,0,20,6,5,0,3,0,0,19,4,9,0,0,0,0,20,3,0,0,3,3,0,8,3,3,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,12,8,4,0,94
UCL115148,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,4,0,0,0,0,6,3,0,0,0,0,0,6,6,4,4,0,0,0,21,3,9,0,3,3,0,17,6,7,0,0,3,0,12,0,5,0,0,0,0,7,0,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,4,32,33,10,7,11,0,98
UCL115149,3,0,0,0,3,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,4,0,3,0,0,11,8,5,3,3,0,0,15,8,0,4,5,0,0,16,8,14,4,0,3,0,29,3,13,0,0,0,0,16,3,8,0,0,0,0,12,3,7,0,0,0,0,10,0,7,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,38,61,17,12,7,0,143
UCL115150,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,3,0,0,16,9,7,5,7,0,0,23,9,0,5,3,9,0,28,14,15,10,5,7,0,49,7,21,8,6,0,0,51,18,18,6,3,4,0,46,4,13,8,0,0,0,28,11,11,3,3,3,0,23,0,8,0,0,0,0,14,3,13,3,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,14,87,119,51,39,26,0,325
UCL115151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,4,0,0,4,3,0,15,10,4,0,3,3,0,23,3,3,0,3,0,0,6,4,8,0,0,0,0,11,3,0,0,0,0,0,7,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,33,23,5,7,10,0,81
