UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL115068,4,4,0,3,3,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,7,6,0,5,0,0,0,14,3,4,3,0,3,0,15,3,0,3,0,0,0,15,10,12,0,0,3,0,24,16,16,11,0,7,0,47,6,17,0,3,0,0,28,11,32,3,0,0,0,49,13,16,3,0,0,0,36,8,23,3,3,0,0,44,0,10,6,0,0,0,19,3,3,0,0,0,0,12,3,12,3,0,0,0,18,4,13,0,3,0,0,18,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,12,0,6,0,0,17,97,183,49,24,21,0,379
UCL115069,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,7,3,5,3,0,0,15,5,6,0,0,0,0,19,3,13,3,0,0,0,18,5,12,0,0,0,0,16,3,11,3,0,0,0,17,3,11,3,0,0,0,11,4,10,0,3,3,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,5,42,77,24,13,8,0,157
UCL115070,3,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,3,0,0,0,4,0,3,0,0,0,0,3,10,3,3,0,0,0,10,3,3,0,0,0,0,10,6,3,3,0,0,0,13,12,7,0,5,0,0,21,7,16,4,3,0,0,24,5,12,0,0,0,0,17,4,6,3,0,0,0,12,10,14,3,3,0,0,28,3,3,0,0,0,0,12,0,3,0,0,0,0,3,3,4,3,0,0,0,14,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,9,71,90,24,11,5,0,199
UCL115071,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,3,0,10,7,7,0,0,0,0,14,8,9,4,0,3,0,26,11,10,3,0,0,0,28,3,12,0,3,0,0,18,3,4,0,0,0,0,7,3,8,4,0,0,0,16,4,5,0,0,0,0,8,0,10,0,0,0,0,10,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,0,0,0,7,56,65,14,13,13,0,162
UCL115072,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,3,9,5,3,3,0,0,19,7,9,3,0,4,0,25,8,14,3,0,0,0,25,3,20,3,0,0,0,28,5,8,0,3,3,0,24,5,3,3,0,3,0,8,0,0,0,0,0,0,5,3,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,46,77,26,9,15,0,174
UCL115073,3,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,3,3,3,0,3,3,3,0,16,4,14,4,0,3,0,33,18,12,7,5,0,0,39,12,12,0,0,0,0,29,8,9,5,0,0,0,12,3,8,0,0,0,0,11,3,6,0,0,0,0,12,0,0,0,0,0,0,3,3,7,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,68,70,23,13,17,3,195
UCL115074,7,4,0,0,0,0,7,0,0,0,0,0,0,4,8,0,0,0,0,0,11,0,0,0,0,0,0,3,3,3,0,0,0,0,3,3,0,0,0,3,0,11,7,3,0,0,0,0,8,8,6,3,3,0,0,16,5,6,0,0,3,0,12,7,4,3,0,0,0,18,3,10,0,4,0,0,19,4,5,0,0,0,0,17,4,3,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,13,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,9,73,62,20,8,11,0,179
UCL115075,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,0,0,3,0,10,4,3,0,0,0,0,10,10,12,6,0,3,0,26,5,8,5,3,3,0,26,6,12,3,0,0,0,14,3,4,5,3,0,0,10,0,9,5,0,0,0,8,0,0,3,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,8,44,53,27,9,8,3,148
UCL115076,0,7,3,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,7,5,0,0,0,0,0,5,3,0,0,0,0,0,3,3,4,3,3,3,0,19,3,9,5,3,5,0,29,9,15,0,8,3,0,35,14,24,3,3,4,0,54,5,23,4,8,3,0,45,7,27,8,3,0,0,47,13,20,6,6,5,0,51,8,8,4,0,0,0,18,5,6,0,0,0,0,10,7,8,4,3,0,0,26,0,9,0,3,0,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0,0,9,7,3,3,0,0,20,102,158,59,38,28,3,392
UCL115077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,4,0,0,0,0,8,6,7,0,3,0,0,13,3,7,0,0,0,0,13,0,7,0,0,0,0,8,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,22,28,13,3,7,0,66
UCL115078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,3,3,0,0,0,0,3,6,3,0,0,5,0,13,3,7,0,0,0,0,15,8,5,3,0,0,0,23,4,6,0,0,3,0,7,0,8,0,0,0,0,10,3,6,0,0,0,0,11,0,0,0,0,0,0,0,7,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,46,46,13,3,9,0,125
UCL115079,10,3,0,0,0,0,7,7,0,0,0,0,0,4,8,0,0,0,0,0,9,4,0,0,0,0,0,0,3,0,3,0,0,0,9,12,9,3,0,3,0,27,6,18,3,0,0,0,39,11,18,4,10,5,0,45,9,19,6,0,3,0,35,8,18,3,0,0,0,38,0,4,0,0,0,0,7,3,9,0,0,0,0,15,5,3,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,91,121,35,11,12,0,274
UCL115080,5,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,3,0,9,0,5,4,0,0,0,7,3,4,0,3,0,0,9,8,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,20,6,10,8,0,65
UCL115081,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,0,0,0,0,12,5,3,0,0,0,0,9,5,6,0,0,0,0,17,3,12,0,3,0,0,15,4,10,0,0,0,0,18,0,3,0,0,0,0,5,4,12,0,0,0,0,15,3,0,3,0,0,0,5,0,7,0,0,0,0,7,0,4,0,0,0,0,3,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,4,8,51,61,14,0,10,4,132
UCL115082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,0,0,0,0,6,8,4,3,0,0,0,12,3,5,0,3,0,0,12,3,10,3,0,3,0,16,6,22,5,3,0,0,32,3,9,4,4,0,0,21,0,8,3,0,0,0,15,5,6,0,0,0,0,6,0,0,3,0,0,0,6,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,7,0,0,0,0,11,0,0,3,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,0,0,0,13,41,80,32,14,7,0,165
UCL115083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,6,0,0,0,0,8,9,4,0,0,0,0,12,0,3,3,0,0,0,10,3,8,0,0,0,0,9,7,4,3,0,0,0,13,0,9,0,0,0,0,11,3,8,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,36,55,13,3,3,4,115
UCL115084,6,0,3,0,0,0,7,4,0,0,0,0,0,3,4,3,0,0,0,0,7,7,4,4,0,0,0,12,16,5,3,5,3,0,29,17,19,6,5,3,0,52,21,19,5,5,6,0,60,16,28,6,7,9,0,62,3,14,0,3,0,0,24,8,17,7,3,5,0,41,6,13,3,0,0,0,22,3,20,0,0,0,0,24,0,4,0,0,0,0,6,0,0,0,0,0,0,3,3,3,3,0,0,0,9,0,5,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,3,0,0,14,118,156,53,34,26,3,385
UCL115085,0,3,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,9,0,3,0,0,0,0,5,0,0,0,0,0,0,7,3,4,0,0,0,0,11,0,3,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,24,27,7,4,3,0,65
UCL115086,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,7,3,0,3,0,0,0,5,0,0,3,0,0,0,3,7,5,3,0,0,0,8,4,10,0,0,0,0,17,9,0,3,0,0,0,12,6,8,3,0,0,0,17,3,7,0,3,0,0,15,0,6,5,0,0,0,12,5,3,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32,21,6,3,0,107
UCL115087,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,3,0,0,3,0,10,4,4,3,3,3,0,23,4,13,3,6,0,0,25,10,19,4,3,0,3,37,6,11,4,0,0,0,22,9,8,3,0,0,0,23,0,3,3,0,0,0,10,4,5,3,0,0,0,7,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,59,77,27,18,7,6,187
UCL115088,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,4,0,7,0,0,0,0,10,11,6,0,0,0,0,12,0,0,0,0,0,0,8,0,6,3,0,0,0,9,3,7,0,0,0,0,13,0,4,0,0,0,0,3,3,4,0,0,0,0,12,0,3,0,0,0,0,8,0,8,0,0,0,0,8,6,3,0,0,0,0,14,5,12,3,0,0,0,25,3,0,0,0,0,0,11,0,3,0,0,0,0,4,0,0,0,0,0,0,8,49,67,28,8,7,0,158
UCL115089,4,0,0,0,0,0,7,5,0,0,0,0,0,10,10,3,0,0,0,0,17,3,0,0,0,3,0,7,5,6,3,0,4,0,22,3,3,3,0,3,0,16,0,12,0,3,0,0,20,10,11,6,0,4,0,35,11,20,3,0,0,0,31,3,17,3,0,0,0,24,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,70,90,23,14,15,3,221
UCL115090,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,9,3,4,0,0,0,0,9,0,11,0,0,0,0,9,5,3,0,5,0,0,14,3,10,0,0,0,0,11,0,3,0,0,0,0,7,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,42,4,3,3,0,83
UCL115091,4,0,3,0,0,0,7,4,0,0,3,0,0,5,7,0,0,0,0,0,3,5,0,3,0,0,0,7,5,3,0,0,6,0,20,5,7,3,0,3,0,16,9,8,8,0,0,0,31,3,8,6,3,0,0,21,5,13,3,0,0,0,25,14,21,9,0,3,0,47,7,21,3,3,0,0,29,10,16,4,3,3,0,33,5,11,3,0,0,0,22,3,0,0,0,0,0,3,5,11,0,0,0,0,19,3,5,4,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,0,0,0,0,7,93,138,56,19,21,0,327
UCL115092,3,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,8,3,0,0,0,0,0,4,6,4,0,0,0,0,17,9,4,0,0,3,0,13,10,7,0,0,0,0,18,11,4,3,0,0,0,19,17,11,3,0,0,0,30,13,16,6,0,0,0,35,8,10,0,0,0,0,18,8,12,4,3,0,0,27,8,3,0,0,0,0,6,4,0,0,0,0,0,7,6,9,0,0,3,0,14,3,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,7,4,3,0,0,0,0,8,115,72,33,12,17,0,243
UCL115093,3,0,0,0,0,0,3,3,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,3,3,5,0,0,0,0,9,4,3,0,0,0,0,6,3,3,0,0,0,0,10,3,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,32,16,9,0,4,0,62
UCL115094,3,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,10,4,3,0,0,3,0,8,8,0,4,0,3,0,19,6,8,3,7,0,0,28,5,6,0,3,4,0,24,3,17,4,4,5,0,36,7,18,4,3,0,0,26,3,10,0,0,3,0,21,3,6,0,0,0,0,9,3,8,0,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,9,61,84,21,20,19,0,204
UCL115095,6,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,3,0,0,0,0,12,10,0,3,0,0,0,15,0,5,3,0,0,0,11,4,9,3,0,3,0,16,0,9,0,0,4,0,15,3,8,7,3,0,0,15,0,7,0,0,0,0,7,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,46,50,22,11,13,3,140
UCL115096,11,0,0,0,0,0,7,6,0,0,0,0,0,5,3,0,0,0,0,0,3,5,0,0,0,0,0,6,3,0,3,0,0,0,8,8,3,3,0,0,0,18,4,9,4,3,0,0,14,9,6,4,3,0,0,25,8,9,0,3,0,0,20,7,5,6,0,3,0,23,3,3,0,3,0,0,11,8,9,0,0,0,0,24,3,7,0,0,0,0,14,0,0,0,0,0,0,6,7,4,3,0,0,0,10,6,4,0,0,0,0,9,4,5,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,85,63,29,14,6,0,203
UCL115097,0,0,0,0,0,0,6,0,0,0,0,3,0,3,8,0,0,0,0,0,13,4,3,0,0,0,0,11,4,9,3,4,3,0,19,10,8,3,0,5,0,28,7,8,3,0,0,0,28,3,7,0,0,0,0,11,0,4,3,0,0,0,15,3,9,0,0,0,0,8,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,5,51,65,13,10,17,3,158
UCL115098,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,3,0,0,0,16,9,7,3,0,0,0,14,0,3,0,0,0,0,6,4,3,0,0,0,0,7,0,7,0,0,0,0,11,8,5,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,42,18,3,3,0,109
UCL115099,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,3,3,3,3,3,0,0,17,7,3,0,0,0,0,15,4,8,3,0,0,0,18,6,12,4,0,0,0,30,3,11,0,0,0,0,13,0,13,3,3,0,0,17,3,3,3,0,0,0,9,0,0,4,0,0,0,7,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,3,4,3,0,0,11,38,81,33,11,6,0,167
UCL115100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,4,0,0,0,7,0,0,0,4,5,0,14,3,7,0,0,0,0,8,3,4,3,3,0,0,23,14,12,3,0,0,0,31,10,9,0,3,0,0,18,0,15,7,0,0,0,27,6,6,3,0,3,0,13,6,5,4,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,13,62,70,30,11,11,0,196
UCL115101,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,3,0,10,5,0,0,0,0,0,10,6,3,3,3,0,0,16,4,5,0,0,0,0,8,10,9,4,3,3,0,29,8,14,3,5,3,0,33,4,8,0,4,3,0,22,4,8,3,0,3,0,22,3,13,0,3,9,0,28,3,15,4,0,7,0,32,3,7,0,3,0,0,14,0,3,0,0,0,0,3,5,11,0,3,0,0,20,4,8,0,3,4,0,13,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,4,0,0,6,0,12,65,119,26,26,35,0,282
UCL115102,3,0,0,0,0,0,10,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,4,0,0,0,11,0,3,3,4,0,0,7,4,7,3,0,0,0,15,3,7,3,0,0,0,13,3,13,7,0,0,0,20,3,7,3,0,0,0,17,12,20,3,0,0,0,35,3,11,0,0,0,0,13,3,13,0,0,0,0,15,10,36,10,0,0,0,52,25,46,14,4,0,0,98,4,14,0,0,0,0,17,10,3,0,0,0,0,14,3,6,3,0,0,0,14,103,186,50,16,7,0,360
UCL115103,5,0,0,0,3,0,11,4,0,0,0,0,0,8,6,0,0,0,0,0,6,8,0,0,0,0,0,8,5,3,0,0,0,0,10,5,3,0,0,4,0,14,14,3,3,4,4,0,28,8,10,0,0,0,0,16,10,8,0,0,0,0,26,10,7,0,3,0,0,27,6,5,4,0,0,0,14,4,8,3,0,0,0,18,4,3,0,0,0,0,10,0,0,0,0,0,0,4,3,3,0,0,0,0,8,4,5,0,0,0,0,8,4,0,0,0,0,0,6,0,0,0,0,0,0,0,7,3,0,0,0,0,9,108,71,20,14,9,0,223
UCL115104,6,3,0,0,0,0,13,0,3,0,0,0,0,0,9,3,3,0,0,0,14,6,4,0,0,3,0,15,4,5,10,5,0,0,27,17,32,6,3,0,0,61,20,13,10,5,4,0,49,12,25,6,0,0,0,48,11,17,4,4,0,0,36,0,12,3,0,0,0,18,0,3,0,0,0,0,8,7,3,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,0,15,94,144,44,28,15,0,325
UCL115105,6,0,3,0,0,0,13,3,0,0,0,0,0,4,7,0,0,0,0,3,15,3,3,0,0,3,0,5,3,3,9,3,7,0,23,16,19,12,3,5,0,50,18,22,3,9,5,0,55,6,16,6,5,0,0,38,10,18,3,3,0,0,38,3,14,0,0,4,0,18,7,8,0,3,0,0,12,0,11,5,0,0,0,15,0,5,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,5,0,0,0,0,12,97,129,55,26,20,5,323
UCL115106,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,4,3,4,0,0,0,0,13,0,16,3,0,4,0,20,4,14,3,3,0,0,23,3,11,0,3,0,0,19,6,6,0,0,0,0,14,0,6,0,0,3,0,7,0,5,0,0,0,0,5,3,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,32,73,14,12,8,0,134
UCL115107,4,0,0,0,0,0,9,0,0,0,0,0,0,3,0,4,0,0,0,0,6,4,0,0,0,0,0,7,3,0,3,0,0,0,5,3,8,6,0,0,0,17,13,8,0,3,0,0,25,18,16,3,4,6,0,40,5,19,4,4,0,0,33,8,13,4,0,3,0,22,3,4,3,4,0,0,12,3,10,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,6,0,0,0,0,10,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,69,95,33,11,10,0,225
UCL115108,4,3,4,0,3,0,12,6,3,0,0,0,0,10,3,0,3,0,3,0,8,3,8,3,0,0,0,14,7,0,0,4,4,0,17,10,7,3,4,3,0,24,7,7,6,3,3,0,31,11,8,12,7,6,0,39,7,14,3,3,6,0,27,15,15,3,5,7,0,44,11,15,0,5,3,0,32,17,19,9,6,3,0,47,3,16,3,0,0,0,25,3,6,0,0,0,0,12,11,15,5,0,3,0,26,8,12,3,0,0,0,27,3,0,0,0,0,0,3,0,3,0,0,0,0,7,4,10,3,3,3,0,27,118,151,62,44,49,0,425
UCL115109,7,3,3,0,0,0,10,3,0,0,0,0,0,7,7,0,0,0,0,0,7,4,0,0,0,0,0,6,11,3,3,0,0,0,19,4,7,3,4,3,0,21,5,3,0,0,3,0,13,11,12,7,5,0,0,37,10,15,5,3,3,0,34,15,23,3,0,0,0,41,8,22,0,0,0,0,33,9,19,0,0,0,0,35,4,7,0,0,0,0,8,3,5,0,0,0,0,6,4,4,0,0,0,0,13,4,8,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,0,16,112,131,36,31,10,0,316
