UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL115002,0,0,7,0,0,5,0,7,0,22,0,0,14,4,0,0,0,6,6,26,8,4,27,7,3,3,8,10,5,67,9,5,32,0,4,3,20,9,4,88,17,8,23,7,0,4,24,6,3,91,3,8,18,4,6,3,12,14,0,67,0,0,4,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,41,23,124,16,18,17,63,53,16,368,0,0,0,8,0,13,0,0,0,26,0,0,3,8,8,13,0,0,0,32,7,19,6,11,16,5,3,4,0,66,6,17,0,15,24,4,0,3,0,77,7,21,4,11,25,11,3,4,0,92,5,9,3,5,14,3,0,6,0,52,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,69,19,61,91,55,5,18,0,340
UCL115003,0,0,7,0,0,6,0,10,0,24,0,0,9,0,0,0,0,4,0,12,6,4,11,3,3,3,6,9,4,50,5,17,18,0,0,0,4,10,0,52,9,6,16,0,3,0,3,10,0,49,8,15,17,9,0,4,14,8,0,75,0,4,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,36,52,70,18,6,15,25,44,5,276,0,0,0,3,0,6,0,3,0,13,3,0,0,4,3,0,0,3,0,11,6,15,0,8,3,4,0,10,0,44,4,14,0,9,14,4,0,7,0,44,8,16,0,14,9,11,0,11,0,75,7,24,0,15,17,3,0,6,3,78,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,75,3,47,50,29,0,41,3,286
UCL115004,0,0,4,4,0,0,3,5,0,14,3,4,4,0,0,3,3,11,0,25,3,0,6,0,0,0,9,10,0,31,3,0,12,4,0,3,9,15,0,44,9,0,13,3,3,0,14,17,0,61,9,7,11,0,3,3,15,14,0,64,4,3,4,0,3,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,14,49,13,7,12,58,63,5,261,0,0,0,6,0,0,0,0,0,8,0,0,0,5,4,0,0,0,0,10,0,8,7,7,5,3,3,3,0,39,4,5,0,11,7,0,0,11,0,37,3,6,3,17,14,3,3,10,3,57,3,13,3,9,5,0,3,11,7,48,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,16,51,39,10,8,33,9,214
UCL115005,0,0,3,7,0,3,0,8,0,19,0,0,8,7,0,0,0,0,3,17,5,7,14,5,0,3,4,4,0,38,29,28,21,6,7,10,12,3,5,121,19,28,18,6,3,5,3,10,0,96,7,17,12,8,8,8,3,3,4,69,0,5,0,0,0,4,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,91,69,33,13,28,19,42,9,386,0,0,0,9,0,14,0,3,0,22,0,4,0,11,0,3,0,3,0,19,12,18,0,5,5,9,0,0,0,54,20,49,8,16,25,9,0,3,3,127,16,49,6,12,15,11,0,5,0,116,9,22,3,7,9,0,0,5,0,53,3,4,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,142,23,49,55,50,0,24,7,405
UCL115006,0,0,23,3,0,4,5,20,0,59,0,3,27,4,0,0,0,13,0,60,17,5,75,7,3,4,27,18,3,154,27,14,56,13,12,8,38,12,6,179,47,14,49,7,6,6,37,23,5,198,20,17,20,3,6,3,30,14,3,121,6,3,3,7,3,4,14,3,0,38,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,116,60,259,41,36,37,144,97,17,808,0,0,0,10,0,22,0,11,0,49,4,4,5,12,11,19,3,3,0,64,10,20,3,21,22,29,0,10,0,121,20,51,8,28,32,26,8,7,0,184,14,26,10,27,46,27,7,13,0,169,9,21,3,13,34,10,3,22,0,114,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,60,127,30,118,156,126,19,64,6,710
UCL115007,0,0,3,0,0,0,0,3,0,8,0,0,5,0,0,0,0,4,0,12,3,3,3,3,0,0,3,6,3,26,7,3,4,0,0,3,3,3,0,26,11,0,9,7,0,3,6,6,0,44,9,13,8,5,3,3,8,12,4,60,4,0,4,0,0,0,9,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,24,44,15,6,8,31,40,9,206,0,0,4,6,0,3,0,0,0,12,0,3,0,3,3,5,0,0,0,18,0,10,0,3,0,3,0,0,0,17,4,9,3,3,6,3,0,3,0,31,6,11,3,12,3,3,0,8,0,54,0,14,0,3,12,3,0,6,8,53,0,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,14,30,27,22,3,31,8,203
UCL115008,0,0,4,0,0,3,0,4,0,16,3,0,10,0,0,3,3,8,0,29,15,6,30,7,0,0,5,11,0,75,17,4,22,0,5,3,13,14,3,74,16,10,17,3,3,0,10,9,0,70,13,3,15,3,3,9,13,9,0,64,4,0,5,0,0,0,0,4,0,18,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,71,27,98,15,7,23,47,69,8,361,0,0,0,4,0,12,0,3,0,23,0,3,0,5,0,8,0,4,0,22,6,18,0,16,13,0,0,7,0,74,6,11,3,8,23,7,0,14,0,71,12,8,0,16,19,12,0,14,0,74,4,14,0,12,12,3,0,11,0,57,3,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,63,9,70,65,40,0,56,3,336
UCL115009,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,3,0,6,3,3,3,3,3,0,3,4,0,26,0,0,4,4,0,3,3,12,0,27,4,0,3,4,3,0,4,3,0,26,11,0,7,0,0,0,3,8,0,31,0,0,3,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,8,21,18,4,6,14,33,4,137,0,0,0,0,0,3,0,0,0,8,0,3,0,3,3,0,0,0,0,8,3,8,0,5,3,0,0,3,0,27,0,0,0,4,0,0,0,0,0,15,3,10,3,5,4,6,0,6,0,35,5,11,3,6,10,3,0,3,0,37,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,10,29,25,18,0,19,0,147
UCL115010,0,0,4,0,0,3,0,6,0,18,0,0,17,3,0,3,0,10,0,34,3,3,21,4,0,0,7,3,0,45,11,3,16,3,0,4,12,12,0,62,8,0,21,7,8,6,9,13,3,66,6,3,6,3,0,6,6,13,0,54,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,16,94,24,10,27,40,50,5,291,0,0,4,6,0,8,0,5,0,24,0,0,3,10,0,4,0,0,0,25,3,8,0,12,12,3,0,3,0,48,3,14,0,14,5,6,0,0,0,48,6,15,0,11,8,10,0,3,0,62,3,13,3,16,15,5,0,3,5,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,12,63,48,43,0,21,7,278
UCL115011,0,0,5,0,0,0,0,3,0,10,0,0,3,0,0,0,4,5,7,19,8,4,8,4,0,0,6,13,0,43,5,0,3,0,0,0,9,9,0,35,3,0,8,0,0,0,14,14,0,40,6,4,9,0,3,0,13,6,0,45,0,0,3,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,9,42,5,6,0,54,57,13,210,0,0,0,5,0,0,0,0,0,7,0,3,0,4,0,0,0,4,0,12,0,9,0,3,0,4,0,22,0,38,3,3,0,6,7,4,0,11,0,37,0,3,0,12,7,3,0,13,0,37,4,5,0,7,11,0,0,15,0,49,0,3,0,4,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,4,45,27,16,3,57,3,187
UCL115012,0,0,4,0,0,11,0,24,0,42,0,3,42,4,4,15,7,24,3,94,9,16,33,9,4,7,13,71,0,162,14,13,36,9,3,5,19,49,6,150,21,25,23,12,11,14,12,45,0,158,18,11,23,13,8,6,30,30,5,149,15,8,3,3,0,4,7,8,0,35,0,7,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,3,79,83,151,55,34,61,84,251,18,813,0,0,5,16,0,31,0,11,0,63,3,4,3,18,10,10,0,13,0,67,10,32,7,22,24,21,3,24,0,134,12,38,6,26,21,19,4,19,0,139,9,45,8,32,37,22,0,24,0,181,9,31,3,23,42,20,4,23,0,151,4,10,0,8,8,3,0,6,5,39,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,53,152,37,144,138,131,10,110,15,786
UCL115013,0,0,3,7,0,8,0,14,0,32,0,0,9,0,0,8,0,3,0,29,9,9,30,12,3,3,5,12,0,89,14,33,28,7,6,13,9,14,5,121,17,35,29,5,3,7,4,11,3,114,10,27,27,12,6,8,14,15,0,120,8,3,6,3,0,3,0,0,0,24,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,63,113,127,42,24,45,37,71,5,528,0,0,0,6,0,13,0,8,0,27,0,3,3,11,0,9,0,0,0,17,7,24,3,23,7,5,0,0,0,77,15,52,4,30,22,17,0,11,3,155,24,57,7,19,22,12,7,10,3,167,17,52,5,31,17,9,0,10,0,136,3,15,0,0,3,0,0,3,0,25,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,201,23,123,80,67,3,41,9,616
UCL115014,0,0,3,0,0,4,0,6,0,9,0,0,8,0,0,5,0,4,0,15,4,4,18,3,0,0,3,4,0,36,3,5,16,3,0,4,0,4,0,43,7,4,11,3,3,3,4,10,0,51,14,13,14,5,0,0,5,13,0,63,6,3,0,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,71,15,0,15,14,38,3,232,0,0,0,6,0,6,0,0,0,14,0,0,3,3,3,3,0,0,0,14,0,4,0,7,3,9,0,0,0,29,6,8,4,11,4,12,0,0,0,44,9,12,6,14,12,6,0,5,0,62,7,11,3,8,15,19,0,7,0,72,3,3,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,44,21,56,37,47,0,16,4,256
UCL115015,0,0,0,3,0,0,0,0,0,8,3,3,9,3,0,0,0,3,0,23,10,13,23,3,0,3,3,6,0,63,16,16,24,3,3,3,0,3,0,68,15,16,11,0,0,5,3,5,0,65,14,28,18,3,3,7,4,11,0,88,8,8,3,0,3,3,3,0,0,27,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,68,84,93,20,15,24,22,32,6,353,0,0,0,3,0,3,0,0,0,14,0,3,5,8,0,9,0,3,0,23,5,22,6,9,4,6,0,0,3,49,4,25,8,4,14,10,0,3,0,69,18,28,0,4,13,10,0,3,3,77,13,29,3,8,26,7,0,6,0,96,3,11,0,0,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,117,26,40,62,50,0,17,9,362
UCL115016,0,0,3,0,0,3,0,3,0,12,0,0,4,0,0,0,0,9,0,15,5,3,7,4,0,0,3,0,0,20,3,7,6,3,0,0,4,0,0,22,10,0,3,0,0,0,8,11,0,34,4,3,3,3,0,0,6,3,0,33,6,0,4,0,0,0,3,3,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,19,35,9,7,3,23,27,0,156,0,0,0,3,0,4,0,3,0,10,0,3,0,3,0,0,0,0,0,4,0,3,3,3,3,0,0,0,0,14,6,5,4,8,4,3,0,0,0,30,0,4,0,6,7,6,0,12,0,40,4,7,0,8,7,0,0,3,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,5,28,28,14,0,18,0,143
UCL115017,0,0,0,3,0,10,0,10,0,22,0,9,23,3,3,7,0,12,0,54,15,22,43,12,3,10,11,16,0,131,31,38,28,16,9,8,19,15,0,170,29,65,32,22,15,11,20,19,5,210,31,62,36,12,21,14,21,28,0,223,17,23,5,3,3,0,6,10,0,65,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,125,213,178,67,51,60,80,105,5,895,0,0,7,8,0,4,0,0,0,23,3,4,3,17,7,5,0,3,0,48,16,33,12,22,9,19,0,10,0,112,21,59,9,24,28,11,0,6,4,164,35,95,19,28,41,19,0,14,0,249,16,95,4,24,38,10,0,16,0,219,11,23,3,3,20,4,0,0,0,75,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,98,311,54,129,143,81,3,55,12,896
UCL115018,0,0,15,5,0,4,3,26,0,50,0,0,27,6,0,6,7,5,0,61,10,9,37,0,3,7,32,27,4,126,10,8,33,3,0,6,44,21,0,121,7,10,25,14,6,3,37,23,5,137,14,10,18,3,4,6,19,30,3,94,6,0,0,3,0,0,9,4,0,28,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,50,36,160,35,19,29,153,138,14,625,0,0,3,12,7,13,0,9,0,44,0,4,3,17,0,14,0,3,0,49,12,18,8,36,24,13,0,7,0,119,12,28,3,15,27,6,6,11,4,119,14,17,5,21,32,16,7,16,0,131,6,10,5,18,24,3,0,15,0,88,3,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,87,27,115,117,75,9,67,11,554
UCL115019,0,0,12,3,0,0,0,3,0,17,0,0,5,0,0,0,14,3,3,26,4,4,12,5,0,0,18,11,0,58,10,4,6,3,0,0,23,7,0,55,13,8,7,3,0,0,13,11,0,53,12,6,7,0,3,0,16,14,0,56,10,0,0,0,0,0,3,3,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,45,25,60,10,7,4,81,54,9,289,0,0,4,10,3,3,0,3,0,21,0,3,0,0,0,5,0,3,0,14,7,5,0,8,6,6,0,4,0,36,3,11,3,6,13,11,0,0,0,45,3,5,4,10,19,4,3,12,0,54,5,5,3,12,9,0,3,6,3,45,3,0,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,15,42,46,32,8,25,3,232
UCL115020,3,0,3,6,0,13,6,14,0,48,0,3,15,7,0,3,8,9,0,35,7,9,25,4,0,3,5,5,0,61,20,17,36,4,3,10,8,12,0,116,29,27,44,18,10,10,20,18,0,172,17,20,24,3,3,10,15,22,0,107,3,3,4,0,0,0,3,3,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,83,153,46,24,43,55,87,9,568,0,0,4,11,0,14,0,10,0,42,0,3,0,12,3,0,0,0,0,21,9,19,10,16,12,4,0,0,0,69,12,41,6,29,25,15,0,0,0,126,15,61,8,25,44,13,0,6,7,177,9,40,7,20,19,16,0,5,3,128,3,4,0,5,9,0,0,7,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,170,32,110,114,68,0,28,14,588
UCL115021,0,0,5,0,0,0,0,6,0,11,0,0,10,0,0,0,0,7,0,20,7,3,16,0,0,3,0,10,0,38,4,0,16,6,3,0,7,5,3,46,10,3,18,3,3,4,13,9,0,59,13,8,15,3,0,3,11,7,0,57,3,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,7,74,18,10,13,38,49,5,249,0,0,0,0,0,6,0,0,0,9,0,3,3,0,4,5,0,0,0,15,0,5,3,4,5,3,0,3,0,29,9,12,6,9,3,0,0,3,0,43,12,11,0,10,14,10,0,3,0,53,7,7,0,5,16,6,0,9,0,49,3,5,0,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,41,7,38,45,28,0,23,0,214
UCL115022,0,0,3,0,0,0,0,4,0,9,0,3,5,0,3,5,3,4,0,28,12,14,21,21,3,0,7,5,3,92,7,6,17,7,3,3,10,11,0,55,9,8,7,19,6,0,18,13,3,84,16,6,8,4,0,0,6,13,3,58,0,0,4,0,0,3,5,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,44,63,53,16,13,45,47,11,339,0,3,0,0,0,6,0,0,0,6,0,7,3,11,3,4,0,3,0,29,9,32,3,25,12,0,0,8,0,100,5,25,0,17,7,8,0,9,0,77,13,10,3,16,14,6,0,8,5,79,3,6,0,10,4,7,0,9,3,51,0,3,0,9,3,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,90,10,93,53,33,0,35,8,359
UCL115023,0,0,6,0,0,3,0,8,0,17,8,0,22,3,0,0,0,9,0,40,11,5,33,7,3,6,10,6,0,81,7,18,20,7,3,9,15,3,3,81,12,20,30,6,13,5,11,6,0,111,11,15,14,3,4,0,7,9,0,66,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,55,132,25,28,28,48,44,5,406,0,0,0,7,0,7,0,6,0,23,0,3,0,15,8,8,0,0,0,26,4,17,3,8,20,4,0,5,0,67,5,26,6,22,18,6,0,6,0,87,6,21,3,13,21,7,0,11,0,87,6,11,0,12,10,3,0,0,3,46,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,79,18,72,83,34,5,22,3,346
UCL115024,0,0,3,0,0,0,0,7,0,9,0,0,5,0,0,0,6,4,0,15,6,8,15,5,3,0,10,9,0,49,5,9,14,3,0,3,8,8,0,48,12,13,13,3,3,3,7,4,0,54,13,5,9,3,0,4,12,5,3,51,7,3,4,0,7,0,0,4,0,23,4,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,48,37,60,15,6,13,36,37,11,258,0,0,0,3,0,6,0,0,0,9,0,3,0,5,0,0,0,3,0,15,3,17,4,8,9,5,0,3,0,45,7,16,3,11,7,5,0,3,0,54,6,18,0,7,17,0,3,3,0,57,13,13,10,9,8,9,0,0,0,55,3,4,0,0,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,36,67,21,39,48,28,3,14,5,266
UCL115025,0,0,7,0,0,3,0,16,0,28,3,3,25,3,0,5,3,6,0,50,19,8,74,9,0,7,50,19,0,181,15,10,54,7,6,4,62,16,3,187,15,9,27,6,6,3,42,10,6,116,17,5,16,0,5,0,35,9,3,96,3,4,0,0,0,0,7,3,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,68,40,209,25,22,22,205,84,15,680,0,0,3,12,7,14,0,3,0,32,4,4,3,16,5,5,3,3,0,42,8,38,11,28,36,22,18,12,4,164,9,17,15,17,43,11,5,15,0,138,11,18,9,14,24,22,7,16,0,107,6,11,0,12,19,12,3,5,0,68,0,3,3,3,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,91,37,91,132,76,33,54,3,565
UCL115026,0,3,7,0,0,13,0,10,0,28,0,0,22,0,0,3,0,5,0,31,15,6,22,5,0,3,4,3,0,57,17,20,23,6,0,3,4,7,0,84,20,23,29,9,3,11,13,5,0,114,12,27,23,3,0,9,7,10,4,89,0,8,0,0,0,7,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,76,127,31,7,41,29,43,3,426,0,0,0,13,6,16,0,3,0,37,0,0,4,8,7,6,0,0,0,29,5,21,0,16,5,4,0,4,0,44,12,33,4,14,24,9,0,8,0,98,7,42,5,20,26,11,0,6,0,129,12,30,5,15,16,6,0,4,4,95,0,4,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,127,23,81,94,51,3,21,6,441
UCL115027,0,0,9,0,0,0,0,3,0,17,0,0,4,0,0,0,3,8,0,18,7,8,15,4,0,3,0,9,0,40,11,14,17,3,4,3,4,11,0,64,14,12,19,7,9,3,4,8,0,72,17,14,14,6,0,5,7,15,0,78,4,3,3,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,46,87,23,11,17,25,45,3,304,0,0,0,0,0,6,0,0,0,12,0,0,0,5,0,0,0,0,0,18,5,7,3,10,10,6,0,3,0,49,10,22,3,15,17,3,0,3,0,72,16,19,4,19,10,3,0,3,3,85,9,14,7,12,8,16,0,7,0,62,3,0,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,69,17,58,55,39,3,29,6,311
UCL115028,0,0,7,0,0,0,0,3,0,12,0,0,0,0,0,0,3,3,0,12,0,4,8,3,0,0,7,6,0,29,0,0,9,0,0,3,9,3,3,33,5,0,11,3,7,3,19,11,0,54,4,0,14,0,4,0,10,6,3,41,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,50,16,9,10,44,34,4,194,0,0,0,6,0,3,0,0,0,10,0,0,0,7,0,6,0,3,0,17,0,5,0,3,3,9,0,0,0,16,3,5,5,6,5,7,0,0,0,30,6,6,7,7,13,7,0,9,0,55,10,4,3,7,8,3,0,4,0,38,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,19,41,28,32,0,25,3,187
UCL115029,0,0,7,4,0,11,0,18,0,35,0,0,13,8,0,0,4,3,0,24,3,3,20,8,0,0,3,8,3,47,10,14,26,6,0,0,5,5,3,72,25,17,24,15,6,3,13,10,3,119,17,21,23,8,5,9,13,3,4,103,8,21,9,3,9,3,4,3,0,58,3,5,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,70,78,123,48,22,24,42,52,10,465,0,0,0,7,3,18,0,0,0,36,0,0,6,3,5,6,0,8,0,21,9,8,5,7,7,4,0,5,0,43,11,21,3,10,19,5,0,6,0,77,17,45,8,25,32,10,3,7,0,143,9,36,6,11,29,12,0,10,0,114,3,16,0,0,10,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,128,20,66,106,59,6,33,3,474
