UCL_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
UCL112003,..,14,34,10,15,4,0,4,3,5,88,..,3,8,3,0,3,8,0,3,0,31,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,11,3,0,3,3,0,6,0,39,..,0,0,0,0,0,0,0,0,0,0,..,17,40,8,19,14,8,5,5,11,126,20,39,9,0,0,0,3,4,9,3,92,3,13,18,3,3,3,26,67,76,14,227,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,13,18,3,3,3,26,67,83,17,233,0,0,0,0,0,0,0,0,0,0,0,27,50,28,3,3,11,25,71,86,21,327,70,18,29,6,6,0,5,11,0,3,150,25,25,37,13,6,7,32,20,13,3,179,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,27,25
UCL112004,..,9,44,4,8,3,9,5,4,3,95,..,0,21,0,3,3,3,3,0,0,33,..,0,0,0,0,0,0,0,5,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,21,0,3,3,3,3,7,3,39,..,0,0,0,0,0,0,0,0,0,0,..,11,60,3,12,8,12,10,5,6,141,17,56,14,4,0,3,10,0,3,3,114,3,6,9,3,3,3,3,7,5,0,35,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,6,11,3,3,3,3,7,5,3,42,0,0,0,0,0,0,0,0,0,0,0,20,61,23,6,3,5,7,5,7,5,151,18,7,18,4,4,3,6,4,5,0,70,11,4,110,10,14,11,10,11,4,4,194,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,17,8
UCL112005,..,3,8,0,6,0,4,0,0,0,28,..,0,3,3,3,0,3,0,0,0,16,..,0,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,3,4,3,0,3,3,0,0,20,..,0,0,0,0,0,0,0,0,0,0,..,3,15,4,4,0,9,3,0,3,47,3,12,12,4,0,0,3,0,0,0,29,4,0,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,3,3,25,0,0,0,0,0,0,0,0,0,6,6,7,8,16,3,0,3,3,3,8,8,64,34,8,17,3,4,3,7,5,0,0,68,3,9,28,0,6,0,6,3,3,5,61,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9
UCL112006,..,19,86,22,23,21,3,23,10,18,224,..,13,69,5,40,46,54,35,24,6,286,..,0,0,0,0,3,17,26,28,4,76,..,0,0,0,0,0,0,7,0,0,9,..,13,68,7,44,56,66,60,46,9,367,..,0,0,0,0,0,0,0,0,0,0,..,31,153,33,61,77,72,89,61,35,596,26,55,36,3,6,6,4,14,6,7,167,6,33,62,26,27,35,42,20,22,9,284,0,0,0,0,5,10,8,19,23,3,70,0,0,0,0,0,0,0,0,4,0,5,6,35,65,31,31,44,48,44,43,14,361,0,0,0,0,0,0,0,0,0,0,3,30,93,103,30,34,49,50,57,50,20,531,67,31,62,24,28,19,16,23,3,5,270,31,25,146,19,26,18,33,29,10,8,359,0,3,10,3,12,11,17,25,12,3,97,0,0,3,0,0,0,0,0,0,0,5,31,26
UCL112007,..,3,22,10,19,12,4,4,3,4,79,..,0,42,10,13,23,15,17,13,4,140,..,0,0,0,0,3,4,13,11,0,36,..,0,0,0,0,0,0,0,0,0,0,..,0,42,10,12,25,17,30,27,3,172,..,0,0,0,0,0,0,0,0,0,3,..,6,61,26,28,38,25,38,33,11,253,14,15,15,7,5,3,10,6,0,3,76,5,12,38,9,6,16,16,7,7,5,128,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,5,12,38,9,9,16,19,7,4,6,138,0,0,0,0,0,0,0,0,0,0,0,16,33,52,15,18,21,29,12,5,13,218,33,9,35,12,12,3,5,12,10,3,132,15,22,283,43,51,46,46,41,33,9,596,0,0,4,0,6,8,3,12,6,0,39,0,0,0,0,3,0,0,0,0,0,3,15,26
UCL112008,..,4,32,7,6,8,3,8,0,0,67,..,0,21,3,3,3,15,13,4,0,52,..,0,0,0,0,0,0,0,4,4,10,..,0,0,0,0,0,0,0,0,0,0,..,0,21,3,3,3,15,15,13,3,69,..,0,0,0,0,0,0,0,0,0,0,..,6,45,6,7,11,17,24,10,3,135,8,8,15,3,0,0,0,3,0,4,43,0,5,23,3,5,0,10,3,4,0,58,0,0,0,0,0,0,0,6,12,3,18,0,0,0,0,0,0,0,0,0,0,0,0,4,22,3,5,0,8,10,16,3,78,0,0,0,0,0,0,0,0,0,19,19,9,13,37,12,5,3,11,16,16,28,147,32,5,15,10,8,7,3,8,0,0,91,11,21,76,13,12,16,26,32,9,3,228,0,3,10,3,0,3,3,5,9,3,40,0,0,0,0,0,0,0,0,0,0,3,11,24
UCL112009,..,3,19,10,3,3,3,3,0,0,47,..,0,7,4,4,8,3,3,3,3,39,..,0,0,0,0,0,0,3,11,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,7,4,7,11,3,11,13,3,53,..,0,0,0,0,0,0,0,0,0,0,..,3,30,13,6,15,5,9,13,3,109,15,37,20,0,8,3,3,0,3,0,85,6,21,25,0,3,9,6,11,0,3,76,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,21,25,0,3,9,10,11,4,6,84,0,0,0,0,0,0,0,0,0,0,3,22,56,46,3,10,11,12,15,4,9,176,57,17,7,3,3,9,3,9,0,5,117,7,7,42,10,11,10,9,15,16,0,139,0,0,3,0,0,0,3,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,7,7
UCL112010,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL112011,..,7,32,3,4,10,12,10,0,7,85,..,3,8,0,3,13,15,6,0,10,64,..,0,0,0,0,0,4,5,8,0,14,..,0,0,0,0,0,0,0,0,0,0,..,3,8,0,3,13,14,8,8,10,78,..,0,0,0,0,0,0,0,0,0,0,..,17,42,11,9,20,27,19,10,11,162,28,26,22,0,0,8,0,10,3,5,100,0,4,4,3,6,7,10,11,0,3,48,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,6,7,17,14,4,3,55,0,0,0,0,0,0,0,0,0,23,23,31,26,30,4,5,11,17,22,3,30,173,58,15,26,9,3,5,0,6,0,0,128,20,19,65,12,25,19,22,14,12,4,213,0,0,3,0,3,3,0,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,20,23
UCL112012,..,15,43,13,20,14,11,3,3,9,120,..,12,30,16,33,24,4,8,6,3,132,..,0,3,0,0,0,0,0,8,0,16,..,0,0,0,0,0,0,0,0,0,0,..,12,35,16,33,24,11,15,16,3,150,..,0,0,0,0,0,0,0,0,0,0,..,20,75,22,46,39,19,19,15,9,273,17,28,27,0,0,10,5,3,4,9,107,6,27,33,10,10,3,20,15,3,3,124,0,0,0,0,4,0,0,4,0,0,7,0,0,3,0,0,0,0,0,0,0,3,6,27,36,10,12,3,17,12,3,8,134,0,0,0,0,0,0,0,0,0,0,0,25,47,62,6,14,18,23,14,10,12,241,70,24,35,6,12,8,3,8,7,4,178,15,35,156,48,66,29,28,33,11,4,428,0,3,8,3,4,7,5,8,3,4,43,0,0,0,0,0,0,0,0,0,0,0,15,36
UCL112013,..,10,64,8,13,30,14,12,7,16,184,..,4,25,19,10,9,11,6,0,4,78,..,0,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,4,24,19,10,9,10,4,0,4,88,..,0,0,0,0,0,0,0,0,0,0,..,14,86,27,27,41,26,14,6,20,268,31,50,35,3,3,14,4,4,0,5,140,0,13,16,6,3,3,4,4,5,3,57,0,0,0,0,0,0,3,3,0,3,11,0,0,0,0,0,0,0,0,0,4,4,0,13,16,6,3,6,5,7,5,8,73,0,0,0,0,0,0,0,0,0,0,0,31,58,50,8,11,19,8,7,4,18,214,79,29,62,14,17,16,17,19,13,7,276,15,24,68,15,17,7,13,14,3,3,187,0,0,6,0,0,3,3,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,16,25
UCL112014,..,0,15,10,7,9,7,9,3,4,69,..,0,14,7,11,11,20,25,9,0,115,..,0,0,0,0,0,4,4,10,3,17,..,0,0,0,0,0,0,0,0,0,0,..,0,14,7,11,11,25,31,21,5,135,..,0,0,0,0,0,0,0,0,0,0,..,3,29,14,17,24,29,47,25,12,202,13,20,13,11,3,4,12,0,5,6,83,0,9,14,0,11,18,15,36,21,8,133,0,0,3,0,0,0,6,23,17,28,82,0,0,0,0,0,0,0,0,0,0,3,0,5,17,0,11,19,21,61,39,35,218,0,0,0,0,0,0,0,0,0,0,0,14,24,29,12,15,26,33,60,45,40,301,38,12,29,4,9,9,0,8,3,9,116,10,13,133,17,34,39,55,56,30,11,404,0,7,5,5,9,7,5,44,20,35,131,0,0,0,0,0,0,3,0,0,0,7,10,22
UCL112015,..,9,43,17,21,15,9,14,6,12,145,..,8,62,27,65,71,51,34,8,4,338,..,0,0,0,7,11,10,13,18,10,62,..,0,0,0,0,0,0,0,0,0,3,..,8,64,32,69,82,57,53,27,18,406,..,0,0,0,0,0,0,0,0,0,0,..,26,105,46,84,91,69,67,32,24,550,29,35,21,3,6,11,3,4,0,4,110,10,37,60,3,29,22,28,21,4,5,222,0,0,0,0,3,3,3,7,6,7,23,0,0,0,0,0,0,0,0,0,0,0,10,37,65,3,31,27,34,26,5,13,250,0,0,0,0,0,0,0,0,0,0,0,34,75,81,5,30,36,38,30,9,17,361,74,27,43,14,21,3,18,5,4,3,219,34,55,169,46,87,61,63,78,26,17,632,0,3,14,8,17,18,9,20,16,7,110,0,0,3,0,0,0,0,0,0,0,0,34,58
UCL113001,..,5,13,11,3,5,0,6,3,3,53,..,0,0,3,4,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,4,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,0,..,5,14,8,13,4,0,6,3,3,61,6,20,6,0,3,4,3,3,3,3,49,0,0,9,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,16,16,3,3,3,3,3,4,7,65,31,9,19,9,9,10,3,0,0,3,92,3,4,35,3,10,7,3,5,0,3,74,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4
UCL113002,..,3,10,0,3,0,0,0,0,3,27,..,0,0,0,0,3,0,0,3,5,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,5,9,..,0,0,0,0,0,0,0,0,0,0,..,3,10,0,4,8,0,0,3,8,40,3,9,5,0,0,0,0,0,0,0,20,0,0,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,9,4,3,0,0,0,0,0,0,27,11,4,5,0,3,3,0,0,0,4,30,3,4,14,0,0,8,3,0,3,3,38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4
UCL113003,..,0,12,0,8,4,0,0,0,3,26,..,0,3,0,6,0,0,3,0,3,21,..,0,0,0,0,0,0,0,0,3,7,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,6,0,0,3,0,3,28,..,0,0,0,0,0,0,0,0,0,0,..,0,12,3,11,3,0,4,4,5,52,3,3,9,0,0,0,4,0,0,3,20,0,0,0,0,0,3,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,13,0,0,0,0,0,0,0,0,0,3,3,3,3,10,0,0,5,3,5,0,6,30,21,3,9,3,4,5,3,0,0,0,46,0,3,18,3,4,8,3,3,3,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL113004,..,4,10,0,3,3,0,4,3,5,27,..,0,0,0,3,0,0,5,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,7,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,4,10,3,3,3,0,7,3,6,38,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,17,7,4,7,0,6,0,0,0,0,5,29,3,3,16,3,0,4,3,6,3,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
UCL113005,..,3,8,0,4,3,0,0,0,0,17,..,3,3,0,3,3,0,0,0,3,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,3,3,0,0,0,3,12,..,0,0,0,0,0,0,0,0,0,0,..,9,8,0,5,8,0,0,0,5,33,3,9,0,0,0,0,0,0,0,3,24,0,0,0,0,0,4,3,4,0,0,17,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,4,4,4,6,3,43,23,3,15,3,0,0,0,3,0,4,48,4,5,18,3,5,14,5,3,5,0,55,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5
UCL113006,..,4,10,7,3,3,0,0,0,0,26,..,0,7,0,0,0,3,0,0,4,19,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,3,0,0,4,19,..,0,0,0,0,0,0,0,0,0,0,..,4,22,7,3,3,3,4,0,4,50,3,0,0,3,4,0,0,3,0,3,21,0,3,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,5,12,3,4,0,0,3,0,8,38,22,9,9,3,6,0,0,0,0,0,41,3,3,23,3,5,6,9,4,3,0,59,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3
UCL113007,..,6,27,15,11,10,8,5,3,13,98,..,15,37,15,22,26,30,15,0,12,170,..,0,0,0,0,6,7,4,9,5,32,..,0,0,0,0,0,0,0,0,0,3,..,15,40,18,23,36,33,21,13,21,205,..,0,0,0,0,0,0,0,0,0,0,..,18,65,36,32,45,44,30,16,32,299,15,39,11,4,4,3,7,17,3,6,116,9,42,56,10,14,20,21,34,20,14,247,0,0,0,0,0,3,6,17,15,14,58,0,0,0,0,0,0,0,0,0,0,0,9,42,56,10,16,22,27,42,33,29,300,0,0,0,0,0,0,0,0,0,0,0,28,79,69,15,21,29,41,63,42,34,417,34,28,25,14,13,3,8,11,9,5,154,33,56,180,25,49,50,35,44,23,25,517,0,10,27,3,13,23,26,34,22,44,199,3,0,3,0,0,0,0,0,0,0,6,41,64
UCL113008,..,0,0,0,0,0,3,0,3,0,14,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,8,3,22,6,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,15,0,0,0,0,0,0,0,0,0,4,4,6,3,0,3,0,0,0,6,3,7,27,7,0,3,0,3,0,0,0,0,0,16,3,0,10,3,6,4,10,3,7,4,47,0,0,0,0,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0
UCL113009,..,11,27,3,10,15,7,3,0,3,82,..,0,0,0,0,3,5,0,3,3,12,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,5,0,4,3,12,..,0,0,0,0,0,0,0,0,0,0,..,11,26,4,10,14,9,4,4,9,93,9,25,13,0,0,3,3,0,0,6,65,4,7,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,13,31,11,0,0,3,6,3,3,6,80,26,15,23,8,8,3,0,0,7,4,92,8,5,13,0,0,3,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5
UCL113010,..,0,8,0,0,0,0,0,0,0,15,..,0,3,0,3,4,3,0,0,0,11,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,10,4,3,3,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,13,0,6,4,3,3,0,3,37,0,6,10,0,0,0,0,0,0,0,25,0,3,3,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,5,0,0,0,3,0,42,19,0,8,3,0,0,0,3,0,0,40,0,0,18,3,4,0,3,0,0,4,40,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113011,..,4,12,0,0,0,0,0,0,3,21,..,0,0,0,0,0,0,9,0,0,8,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,3,10,3,0,15,..,0,0,0,0,0,0,0,0,0,0,..,4,13,0,3,0,3,8,3,3,37,3,7,0,0,0,0,0,0,0,0,14,0,10,4,7,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,7,0,0,3,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,3,12,4,9,0,0,3,0,0,3,38,11,8,8,0,0,0,0,3,0,6,36,5,8,12,0,4,3,6,7,3,3,43,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,8
UCL113012,..,9,26,4,0,6,4,0,4,3,56,..,0,12,3,3,4,0,0,0,0,23,..,0,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,12,3,3,8,0,3,3,0,29,..,0,0,0,0,0,0,0,0,0,0,..,9,32,4,3,14,10,4,10,4,92,33,32,24,4,0,6,8,3,4,10,115,5,6,22,4,4,3,3,6,3,3,51,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,8,6,21,4,4,3,3,9,3,3,61,0,0,0,0,0,0,0,0,0,0,0,34,33,45,10,9,13,7,11,7,14,172,48,12,28,7,8,4,0,0,0,7,106,29,7,27,12,7,4,7,5,0,3,106,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,7
UCL113013,..,0,3,0,0,0,0,0,0,3,13,..,0,9,0,9,5,0,4,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,9,5,0,4,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,6,5,0,4,0,3,32,3,4,3,3,3,0,0,0,0,0,15,0,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,3,3,0,0,3,0,27,10,8,18,0,0,0,0,3,0,3,49,0,5,14,3,9,3,0,0,0,4,42,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10
