UCL_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
UCL121114,0,3,5,19,10,33,0,0,0,0,0,0,19,10,33,4,8,15,0,0,3,3,0,3,6,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,33,29,55,64,58,123
UCL121115,9,13,18,35,26,63,13,16,33,13,17,28,63,62,125,16,22,35,14,16,31,12,11,27,44,46,92,0,3,3,0,0,0,10,5,10,3,3,8,0,0,0,12,12,20,4,13,18,0,0,0,3,0,3,7,3,7,0,0,0,13,24,38,0,0,0,0,0,0,0,0,0,0,0,0,24,29,53,160,176,339
UCL121116,9,0,8,26,18,48,3,4,11,5,0,3,36,24,61,13,28,37,0,5,7,0,0,0,13,33,49,0,0,0,6,0,6,3,0,6,3,7,6,0,0,0,13,5,12,0,3,3,0,3,3,0,3,3,0,8,8,0,0,0,0,11,16,0,0,0,0,5,4,0,0,0,0,5,4,45,43,85,113,119,234
UCL121117,8,7,14,26,30,59,3,7,17,4,4,12,36,50,84,23,30,47,4,6,11,6,3,11,30,36,70,0,4,4,0,0,0,3,6,11,0,8,7,0,0,0,8,12,25,0,0,5,0,3,3,0,0,0,3,9,6,0,0,0,3,9,15,0,0,0,0,0,0,0,0,0,0,0,0,22,18,40,105,140,241
UCL121118,7,7,8,6,20,29,0,4,4,0,3,3,6,25,29,11,10,19,0,0,0,3,4,8,12,13,23,0,6,7,0,0,3,0,0,0,3,0,4,0,0,0,5,10,12,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,3,3,37,40,73,64,95,159
UCL121119,7,8,13,30,24,57,11,9,21,0,0,3,43,37,79,11,14,22,7,7,11,0,0,3,20,18,37,0,0,0,0,3,3,8,0,7,0,7,9,0,0,0,14,11,21,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,4,5,0,0,0,0,3,7,0,0,0,0,3,7,24,19,44,105,101,206
UCL121120,6,7,8,18,20,37,4,11,19,0,0,0,24,31,52,9,22,33,3,6,6,0,0,0,15,25,43,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,0,0,0,3,3,9,0,0,0,0,4,3,0,0,0,6,8,11,0,0,0,0,0,0,0,0,0,0,0,0,31,36,70,81,109,189
UCL121121,5,3,6,21,20,42,0,0,0,0,0,3,17,25,46,13,18,33,3,0,7,4,8,7,22,25,49,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,48,54,103,104,112,215
UCL121122,6,3,10,22,17,39,19,12,29,0,0,0,39,34,71,6,8,19,13,16,34,3,4,3,25,28,54,0,0,0,0,0,0,5,3,11,0,3,3,0,0,0,5,6,15,0,0,0,0,0,0,0,4,4,0,3,5,0,0,0,3,12,11,0,0,0,0,3,3,0,0,0,0,3,3,16,19,32,93,105,195
UCL121123,4,0,4,8,13,23,4,4,9,0,0,0,12,21,31,14,10,26,0,0,0,0,0,0,14,11,26,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,0,0,3,25,26,53,67,64,130
UCL121124,3,4,9,21,20,38,3,5,8,0,0,0,24,19,41,9,12,19,3,4,11,0,0,0,10,12,28,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,25,26,52,69,74,139
UCL121125,5,5,7,17,32,45,0,0,3,7,7,16,23,38,68,23,17,34,3,0,3,0,6,8,25,20,52,0,0,3,0,0,0,3,3,4,0,3,7,0,0,0,7,9,16,4,5,6,0,3,3,0,0,0,0,5,5,0,0,0,4,14,17,0,0,0,0,4,6,0,0,0,0,8,9,28,24,50,92,124,216
UCL121126,14,14,24,43,48,91,4,3,9,5,10,11,50,61,110,33,35,65,4,9,17,7,11,22,50,53,102,0,0,0,0,3,3,5,0,5,3,8,13,0,0,0,4,16,23,5,4,9,0,3,3,0,4,4,4,8,7,0,0,0,10,14,26,0,0,0,0,0,3,0,0,0,0,5,3,27,32,63,157,190,349
UCL122001,3,5,6,19,4,28,3,0,3,0,0,0,25,4,27,8,12,17,0,0,0,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,4,0,0,0,3,0,7,33,32,70,72,61,137
UCL122002,3,0,3,8,0,8,0,0,0,0,0,0,8,0,8,3,0,4,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,25,18,39
UCL122003,3,3,8,16,15,26,3,6,3,3,3,3,19,17,32,6,8,16,3,5,5,6,3,7,13,15,33,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,6,4,7,3,6,6,0,0,0,0,0,0,0,4,8,0,0,0,3,8,16,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,55,54,107
UCL122004,0,0,0,4,10,11,0,5,7,0,0,0,6,15,17,3,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,10,16,21,22,31,61
UCL122005,0,3,3,10,5,13,0,0,0,0,0,0,10,5,13,7,13,15,0,0,0,0,0,0,6,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,34,77,60,57,113
UCL122006,0,3,8,9,12,20,0,0,0,0,0,0,9,12,19,4,8,16,0,0,0,0,0,0,4,11,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,33,31,64
UCL122007,3,5,6,9,17,27,0,0,0,0,0,0,9,17,27,15,19,33,0,0,0,0,0,0,16,19,36,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,13,22,39,51,66,114
UCL122008,7,3,6,16,16,27,3,4,4,0,0,0,13,17,33,7,4,13,3,3,3,0,0,3,12,13,19,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,16,35,46,58,102
UCL122009,6,3,9,11,10,23,0,0,0,5,0,3,14,14,25,6,12,15,0,0,0,3,3,3,9,16,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,15,8,20,43,43,92
UCL122010,5,3,8,15,10,21,4,3,5,3,5,10,14,19,39,8,3,13,4,3,6,3,3,8,17,15,29,0,0,0,0,3,3,3,0,3,4,3,4,0,0,0,8,7,16,3,4,4,0,3,4,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,5,10,14,49,59,106
UCL122011,0,4,5,10,12,21,0,0,0,3,3,7,12,12,24,7,7,12,0,0,3,6,0,5,15,8,19,3,0,3,0,0,0,6,3,6,0,0,0,0,0,0,7,3,11,0,5,7,0,3,3,0,0,0,0,3,3,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,43,41,86
UCL122012,3,0,3,24,14,41,0,0,0,0,0,0,24,17,41,8,9,15,0,0,0,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,21,14,33,60,48,105
UCL122013,0,0,0,15,12,23,0,0,0,0,0,0,15,12,23,8,9,15,0,0,0,0,0,0,8,9,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,27,36,64
UCL122014,3,6,10,11,14,23,0,0,0,0,0,0,11,14,23,8,10,18,0,4,8,0,0,0,6,15,18,0,0,0,0,3,3,0,0,0,0,3,3,0,0,3,0,6,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,8,0,0,0,0,0,0,0,7,8,20,21,42,42,63,104
UCL122015,4,3,5,17,7,24,0,0,0,0,0,4,21,5,29,0,7,9,4,0,4,0,0,3,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,24,41,45,47,91
UCL122016,0,0,0,7,11,16,0,0,0,0,0,0,7,12,13,3,0,3,3,0,0,4,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,20,22,42
UCL122017,7,0,8,9,8,19,3,3,9,0,0,0,13,9,19,10,4,13,0,0,0,0,0,0,13,4,15,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,5,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,7,14,38,31,65
UCL122018,6,3,5,18,10,28,3,7,7,0,0,0,16,18,39,12,3,14,0,0,0,0,0,0,12,3,16,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,0,4,7,0,3,3,0,0,0,3,0,3,0,0,0,5,8,8,0,0,0,0,0,4,0,0,0,0,3,0,16,14,23,48,49,96
UCL122019,0,6,8,8,4,16,0,0,0,0,0,0,8,4,16,24,16,39,0,0,0,3,0,3,27,16,38,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,23,22,48,63,56,115
UCL122020,3,0,4,7,14,23,0,0,0,0,0,0,7,15,19,5,8,8,0,0,3,0,0,0,4,4,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,3,0,0,0,0,0,3,0,0,0,0,0,3,10,16,30,31,46,74
UCL122021,3,0,3,12,9,21,0,0,0,0,0,0,12,9,21,8,5,16,0,0,4,0,0,0,10,11,16,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,34,40,38,83
UCL122022,0,0,3,7,0,6,0,0,4,0,0,0,7,3,8,3,3,3,5,8,8,0,0,0,5,5,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,4,7,0,3,3,3,0,3,0,0,0,3,4,4,11,10,22,29,35,64
UCL122023,6,0,9,13,13,23,7,3,10,3,0,8,20,16,41,7,12,23,4,0,4,0,4,4,16,13,27,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,7,7,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,16,17,32,56,68,123
UCL122024,6,3,9,7,0,9,3,3,4,11,4,8,17,9,26,3,3,10,5,3,4,10,4,12,22,5,28,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,5,8,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,5,10,0,0,0,0,3,0,0,0,0,0,3,7,7,10,13,54,38,88
UCL122025,6,0,5,25,15,41,0,0,0,0,0,0,25,15,41,7,7,20,0,0,0,0,0,3,11,7,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,20,15,40,61,57,123
UCL122026,3,0,3,7,4,13,3,0,5,0,0,0,11,9,18,14,6,17,0,0,0,0,0,0,14,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,16,29,44,37,82
UCL122027,6,4,8,10,16,27,0,3,3,0,0,0,14,15,33,12,9,20,0,0,3,0,0,0,15,9,23,0,0,0,0,3,3,3,4,4,3,3,7,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,3,3,24,29,53,69,71,142
UCL122028,0,4,7,13,22,30,0,0,0,0,0,0,14,22,29,5,4,14,3,0,4,0,0,0,8,6,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,7,20,39,46,82
UCL122029,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,4,3,6,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,20,12,25
UCL122030,5,4,5,7,24,29,0,0,0,0,0,4,8,23,32,11,12,23,0,0,0,3,0,4,13,10,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22,18,33,52,61,113
UCL122031,0,0,7,8,9,13,0,0,3,4,0,6,13,7,21,4,4,8,0,3,3,3,3,5,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,28,28,56
UCL122032,3,4,10,6,3,15,0,0,5,3,8,15,15,13,30,11,4,16,0,3,3,0,0,3,10,8,24,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,0,3,0,3,3,3,7,5,0,0,0,3,6,14,0,0,3,0,0,0,0,0,0,0,0,0,28,19,39,65,53,123
UCL122033,5,4,14,14,10,24,13,9,25,0,0,0,26,18,45,4,3,4,19,9,32,0,0,3,24,14,38,0,0,0,0,0,0,5,3,11,0,0,0,0,0,0,5,3,11,0,3,3,0,0,0,0,0,0,3,3,5,0,0,0,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,64,50,114
UCL122034,8,10,11,24,14,41,0,3,4,0,0,0,25,17,39,9,10,18,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,10,9,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,24,18,45,69,71,138
UCL122035,3,0,3,4,5,16,0,0,0,0,0,0,4,7,11,4,4,5,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,18,21,41
UCL122036,3,8,7,9,7,18,0,0,3,3,0,4,11,11,22,7,4,6,3,0,3,0,0,0,9,4,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,23,29,44,72
UCL122037,3,0,3,3,8,14,3,0,3,3,4,8,14,11,22,4,7,10,4,3,5,0,3,3,6,13,18,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,15,35,35,62
UCL122038,0,5,3,13,12,28,0,0,0,0,3,3,13,18,33,7,8,17,0,0,0,0,3,3,9,13,23,0,0,0,0,0,0,3,0,6,0,0,5,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,27,44,49,71,117
UCL122039,7,3,17,18,25,45,3,0,8,3,0,6,21,29,53,10,6,20,0,0,0,0,4,3,12,8,25,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,16,13,27,58,60,121
UCL122040,6,3,9,16,12,26,3,0,3,0,3,3,16,13,35,7,8,19,0,0,0,0,0,0,13,8,21,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,0,0,3,0,0,0,6,4,9,0,0,0,0,0,0,0,0,0,0,0,4,21,26,51,65,57,116
UCL122041,4,3,9,6,9,21,0,0,0,0,3,6,10,14,26,4,6,12,3,0,3,0,5,5,5,16,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14,19,34,38,60,98
UCL122042,3,3,11,5,6,13,6,0,7,0,3,0,7,11,18,8,10,22,0,0,0,0,0,0,13,15,27,0,0,0,0,3,3,0,3,3,5,4,8,0,0,0,3,10,17,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,18,23,41,54,64,118
UCL122043,3,3,5,11,7,21,0,0,3,4,0,7,15,14,23,11,9,16,3,4,9,0,0,0,15,13,23,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,6,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,46,37,88
UCL122044,7,3,5,13,7,22,7,0,7,0,0,0,16,12,33,11,8,14,3,0,3,0,0,0,13,8,14,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,8,11,16,51,33,83
UCL122045,0,0,0,4,3,7,0,3,3,0,0,0,4,3,13,0,4,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,69,44,43,90
UCL122046,3,0,5,6,4,14,0,0,0,0,0,0,6,7,15,7,7,15,3,0,3,0,0,0,7,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,17,34,29,66
UCL122047,0,0,0,5,3,14,3,4,3,0,0,0,8,13,22,3,4,5,8,7,15,0,3,3,10,8,22,0,3,3,0,0,0,3,0,7,0,0,0,0,0,0,3,4,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,28,29,56,58,52,112
UCL122048,3,3,4,14,14,26,0,0,0,0,0,3,13,13,31,0,5,6,0,0,0,0,0,0,4,10,15,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,5,7,0,0,6,0,4,4,0,0,0,0,7,7,0,0,0,0,7,14,0,0,0,0,3,3,0,0,0,0,3,3,20,19,34,45,61,105
UCL122049,0,0,0,5,3,14,0,0,0,0,0,0,7,3,14,3,5,12,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,0,4,0,4,3,0,0,0,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,21,34,39,35,69
UCL122050,3,4,4,6,3,9,0,3,3,0,0,0,8,3,14,6,11,13,0,0,0,0,0,0,6,11,13,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,29,36,40,73
UCL122051,3,3,6,13,12,20,0,0,0,0,0,0,13,12,20,12,9,20,0,0,0,0,0,0,12,9,20,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,13,21,32,40,48,92
UCL122052,3,3,8,16,17,33,3,0,9,0,0,0,21,19,39,13,10,25,12,7,14,0,0,0,20,15,38,0,0,0,0,0,0,3,0,3,0,8,7,0,0,0,0,7,11,0,0,0,0,0,5,0,0,0,3,4,4,0,0,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,12,11,27,75,67,140
UCL122053,0,0,4,10,6,19,0,0,0,0,0,0,10,6,19,3,6,10,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,13,22,33,24,58
UCL122054,0,3,3,6,10,15,0,0,0,0,0,0,6,10,15,4,7,12,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,19,17,38,33,44,80
UCL122055,3,3,10,11,19,29,0,0,0,0,0,0,13,24,33,0,7,10,3,0,4,0,0,0,8,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,8,0,0,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,3,9,17,36,54,89
UCL122056,3,0,3,6,9,16,10,8,15,0,0,0,13,11,25,3,3,8,3,15,15,3,0,8,10,18,25,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,32,46,79
UCL122057,4,3,7,11,3,12,3,0,3,0,0,0,12,3,14,7,3,9,3,3,4,0,0,0,12,9,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,21,21,39,53,42,94
UCL122058,4,4,10,18,17,33,4,0,4,0,0,0,21,17,37,6,6,15,0,0,0,0,0,0,6,6,15,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,46,102,85,83,171
UCL122059,5,4,9,14,21,36,0,10,11,3,0,3,22,30,49,12,6,19,3,3,10,4,3,9,18,16,31,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,3,8,9,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,4,3,7,0,0,0,0,0,0,4,4,8,21,20,40,75,80,152
UCL122060,0,0,4,17,13,35,0,0,0,0,0,0,21,13,35,10,14,22,0,0,0,0,0,0,10,17,23,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,22,25,47,56,64,126
