UCL_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL114010,5,0,23,25,3,74,0,30,0,154,12,21,63,49,18,32,7,55,3,262,37,93,75,65,55,34,26,114,5,498,68,107,72,62,82,51,37,66,11,562,72,89,65,74,92,40,56,71,7,581,71,85,70,60,67,41,65,83,12,552,18,27,20,10,25,18,19,14,3,156,10,0,0,3,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,5,296,423,389,351,343,286,218,431,51,2782
UCL114011,0,3,19,26,3,64,0,49,3,168,14,29,73,36,8,41,15,38,6,264,41,128,85,65,60,48,47,71,8,554,64,103,78,50,52,42,48,66,8,508,64,81,79,63,88,49,49,72,22,566,72,62,69,46,58,45,54,64,6,477,25,16,10,3,21,5,17,19,7,123,11,0,0,3,0,0,3,0,3,26,0,0,0,0,0,0,0,0,3,5,296,429,424,304,283,300,228,367,62,2691
UCL114012,5,0,13,22,5,43,3,27,0,123,10,12,30,23,20,22,8,27,3,154,26,50,65,42,26,36,27,38,5,318,31,59,27,52,41,24,27,44,10,319,46,54,44,34,57,19,20,51,10,338,40,55,52,45,49,25,35,48,5,364,24,13,4,11,11,10,6,12,3,94,3,3,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,189,245,247,240,210,181,130,257,37,1726
UCL114013,0,6,28,29,9,76,3,53,0,201,18,33,61,38,27,50,39,48,3,311,56,150,140,76,83,60,170,75,11,827,81,88,81,74,64,34,102,61,19,610,84,79,78,71,69,62,109,92,10,651,81,86,59,42,74,37,69,74,10,532,35,16,10,13,12,9,18,17,3,139,3,0,0,0,0,0,3,3,5,13,0,0,0,0,0,0,0,0,0,4,355,463,472,343,335,326,513,416,60,3282
UCL114014,3,3,53,41,12,50,4,38,8,207,9,32,93,62,27,38,11,31,9,305,54,166,131,67,78,34,25,32,12,593,117,220,129,82,139,63,48,55,12,856,116,143,111,86,152,57,65,52,14,796,46,87,60,53,81,38,34,41,4,441,7,14,10,0,14,0,5,5,0,57,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,350,672,584,389,502,277,193,251,51,3265
UCL114015,0,6,36,28,10,84,9,52,4,230,21,49,76,63,24,57,6,81,6,387,69,123,137,75,51,80,28,152,16,739,74,113,81,107,63,43,42,140,13,672,69,112,76,101,79,91,50,130,10,715,56,97,70,84,64,52,48,81,7,566,21,20,25,12,22,10,18,16,5,144,10,3,0,0,0,0,0,3,9,28,3,0,0,0,0,0,0,0,3,10,330,521,506,472,311,418,207,653,73,3483
UCL114016,5,3,35,10,6,51,3,40,0,156,14,32,57,44,21,20,21,64,3,280,58,100,117,41,49,31,36,138,10,573,65,96,87,48,65,23,47,101,14,541,95,96,82,53,97,48,57,118,12,678,85,75,53,46,80,47,55,98,9,543,28,17,7,4,25,7,14,18,4,124,0,0,3,0,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,344,420,437,245,343,230,249,569,65,2910
UCL114017,0,3,12,28,3,90,3,53,3,195,3,22,39,37,12,35,4,18,0,172,44,158,74,70,37,35,10,29,3,466,111,259,102,69,84,41,15,41,16,733,130,245,80,98,91,60,22,39,7,761,83,184,66,48,83,53,16,51,4,589,30,44,7,3,12,19,4,5,4,130,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,401,912,384,359,325,327,81,232,39,3059
UCL114018,0,3,32,30,12,103,11,70,6,265,11,27,85,67,26,55,24,59,3,358,71,123,207,125,118,51,60,56,15,833,124,211,199,136,178,56,94,62,17,1076,116,142,179,119,196,75,89,87,15,1009,73,98,70,49,96,44,56,52,15,552,14,15,6,13,13,10,13,7,3,100,0,3,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,412,631,787,532,645,388,341,385,74,4201
UCL114019,0,3,31,25,7,65,4,33,3,170,9,15,56,48,6,37,14,26,7,223,30,75,100,55,43,42,15,50,0,416,65,103,84,69,62,52,19,33,11,490,107,117,97,85,108,73,26,67,4,683,112,115,70,94,80,82,22,85,13,666,42,17,19,10,21,42,9,20,8,193,0,6,5,0,3,3,4,0,0,22,0,0,0,0,0,0,0,0,0,4,373,451,461,385,321,385,113,319,51,2861
UCL114020,0,4,23,13,5,43,8,23,7,124,13,30,59,56,25,41,21,36,6,281,53,167,116,89,67,54,38,33,3,607,84,106,88,76,83,46,44,63,4,603,58,83,77,72,96,45,70,73,11,588,78,86,50,43,67,37,56,62,11,487,40,23,18,13,20,10,27,18,7,173,11,4,4,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,340,503,428,364,374,276,257,310,55,2895
UCL114021,3,0,34,38,3,90,0,65,7,243,12,16,80,38,29,42,14,30,3,267,62,95,146,96,62,47,56,76,14,652,79,136,114,89,80,44,46,58,10,667,88,132,113,90,97,65,74,107,11,769,74,104,92,49,96,48,61,86,7,608,17,45,24,10,28,18,23,20,3,186,9,8,0,0,6,0,3,0,0,25,0,0,0,0,0,0,0,0,0,3,348,540,601,410,408,359,271,433,58,3424
UCL114022,5,0,17,31,6,73,9,46,3,197,6,20,68,43,15,42,9,44,4,242,39,87,130,57,57,48,46,95,11,571,76,136,129,97,79,61,47,81,14,716,94,132,113,110,121,80,78,99,12,842,60,120,65,100,88,53,56,88,14,644,27,21,15,17,21,11,18,7,6,137,0,4,0,0,5,0,3,3,0,19,0,0,0,0,0,0,0,0,0,6,312,520,539,453,390,380,258,465,60,3372
UCL114023,0,0,8,18,3,27,0,38,0,98,4,10,22,18,8,16,6,30,6,122,21,34,47,42,25,19,12,40,4,256,26,48,48,40,32,16,22,42,4,287,38,58,42,56,42,32,29,56,8,365,56,78,53,67,53,35,24,48,7,419,18,13,7,11,12,4,9,6,6,85,10,3,0,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,184,237,232,251,180,149,100,272,46,1647
UCL114024,0,3,24,17,8,77,5,36,3,183,7,24,55,38,15,27,16,27,0,212,53,131,99,74,61,38,49,44,9,557,58,78,86,55,50,35,51,48,12,468,55,85,75,47,54,32,70,73,10,515,54,57,59,35,62,38,48,76,8,432,19,11,13,4,15,12,16,10,0,110,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,259,400,414,269,264,253,262,316,48,2493
UCL114025,6,10,33,40,14,102,8,50,9,278,14,39,96,49,44,67,21,39,6,382,86,156,162,101,72,73,104,64,16,833,97,145,120,73,93,63,77,57,16,747,99,121,103,109,142,62,100,89,12,833,75,102,79,62,79,44,95,87,12,641,27,17,14,12,20,10,11,14,3,135,12,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,424,595,612,446,468,422,431,402,80,3880
UCL114026,0,0,16,26,4,55,3,41,3,154,0,10,38,38,7,22,3,21,4,152,43,101,89,55,62,42,20,32,3,461,95,186,137,91,105,49,26,68,13,760,70,117,90,76,94,41,24,54,7,566,36,92,60,64,59,37,29,46,10,424,8,10,10,11,11,8,7,6,7,79,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,270,513,444,363,343,249,122,266,43,2604
UCL114027,0,0,15,20,4,51,3,25,3,130,7,6,34,26,7,23,8,21,0,130,20,31,61,25,27,26,11,18,7,234,51,62,78,47,57,27,26,29,3,379,85,81,72,56,67,55,35,36,5,484,48,83,46,48,54,30,27,27,4,382,17,15,11,8,24,16,4,12,9,117,0,4,0,0,6,3,0,3,3,22,0,0,0,0,0,0,0,0,3,3,233,292,326,239,241,233,110,175,40,1881
UCL114028,0,0,15,10,3,37,0,23,4,88,6,5,30,15,4,12,8,15,0,101,15,36,39,20,19,21,15,23,6,199,45,44,51,47,48,19,18,49,0,321,52,71,44,51,57,34,25,43,11,384,44,62,54,51,41,31,15,56,9,354,25,9,9,5,21,10,0,8,0,91,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,188,224,235,209,185,172,80,216,37,1547
UCL114029,7,3,31,24,0,52,3,23,6,150,7,17,61,38,11,39,5,47,3,240,26,50,103,53,55,43,32,51,7,417,48,69,93,61,77,49,43,53,7,508,63,57,93,81,83,60,65,63,11,570,42,41,55,52,50,32,52,48,8,384,7,15,9,6,9,5,12,4,3,73,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,205,258,445,319,292,279,219,292,40,2346
UCL114030,3,0,23,16,9,42,0,33,3,129,8,9,47,46,10,38,14,33,0,212,30,97,99,42,40,34,54,65,7,460,41,94,74,53,63,33,66,63,5,490,51,65,82,55,69,57,80,90,6,547,64,52,57,30,56,25,78,66,3,442,13,10,14,10,11,12,17,14,3,101,4,0,3,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,216,330,397,252,258,228,311,363,34,2401
UCL114031,0,0,18,15,6,60,7,23,3,130,8,14,54,29,22,31,12,25,3,200,33,48,80,60,60,40,28,69,9,414,58,63,92,70,71,51,51,68,8,528,45,71,83,73,66,43,65,79,11,534,39,62,59,63,55,42,51,48,6,421,14,5,5,3,11,8,10,10,3,84,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,196,260,382,318,293,288,216,317,41,2324
UCL114032,0,0,18,22,0,41,0,23,3,115,4,5,29,21,3,17,3,9,3,102,26,86,57,43,26,17,14,27,4,304,58,85,69,38,37,26,6,39,6,360,61,72,69,62,62,42,22,63,6,458,52,87,45,53,67,39,20,48,8,425,17,23,14,7,12,17,7,13,4,111,0,4,0,0,3,3,0,0,0,8,0,3,0,0,0,0,0,0,0,4,221,373,301,249,213,201,77,225,33,1888
UCL114033,0,0,18,7,0,9,0,10,0,42,0,0,6,13,5,9,0,10,0,46,18,25,29,19,6,3,9,15,0,130,22,19,37,15,12,17,3,18,3,151,27,19,32,25,21,14,19,22,5,178,27,14,13,14,21,12,18,23,3,154,10,6,14,10,8,4,0,4,0,69,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,108,84,147,99,83,71,50,109,15,778
UCL114034,3,3,21,36,6,41,6,41,0,162,5,18,53,47,20,24,4,32,6,214,53,95,99,71,52,27,21,41,7,474,88,128,72,55,72,33,31,35,10,530,65,93,57,64,111,39,39,34,9,512,59,59,42,62,58,27,38,39,4,385,9,24,3,11,12,8,8,8,10,93,3,3,3,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,4,290,425,356,343,338,202,148,235,55,2390
UCL114035,0,0,30,20,12,62,0,41,4,170,10,33,65,36,18,40,5,49,0,259,49,94,91,66,45,58,27,104,9,538,89,84,72,58,57,64,32,97,6,558,72,63,66,60,70,58,53,86,4,535,39,48,37,55,63,53,31,67,3,392,15,9,14,6,27,8,17,12,0,110,3,7,0,0,0,4,0,0,3,17,0,0,0,0,0,0,0,0,0,3,280,339,372,303,289,344,171,463,30,2590
UCL115001,0,0,9,3,3,24,0,16,0,46,3,0,19,6,12,10,3,8,0,63,12,14,60,13,17,17,30,23,0,187,10,6,43,15,19,9,50,20,4,168,19,16,25,17,18,10,40,27,8,176,8,11,17,11,12,0,25,23,0,117,3,3,0,3,4,0,7,8,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,57,169,71,81,80,156,126,11,801
UCL115002,0,0,10,4,0,19,0,7,0,50,0,5,10,10,8,14,0,6,6,53,13,20,33,10,20,4,6,15,5,131,19,22,30,21,28,13,16,7,4,162,27,27,29,19,30,18,22,8,3,183,9,16,18,13,20,9,12,22,0,116,0,3,4,0,4,0,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,66,94,135,82,111,71,67,68,12,709
UCL115003,0,0,7,6,0,12,0,7,0,36,3,3,6,5,3,3,0,7,0,28,14,23,9,12,7,5,6,23,4,97,9,33,18,9,14,5,4,12,0,100,25,22,18,23,17,7,3,18,0,123,19,42,19,22,18,7,11,11,4,154,5,7,3,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,71,128,73,70,54,43,27,86,6,557
UCL115004,0,0,4,11,0,0,3,6,0,21,3,7,4,7,4,3,3,10,0,33,3,8,13,9,8,3,16,9,0,72,12,8,12,13,7,5,6,23,0,82,15,8,15,16,17,3,14,21,3,122,9,18,16,11,10,5,19,22,7,114,7,4,4,0,7,0,3,0,3,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,49,52,63,65,53,25,68,95,15,475
UCL115005,0,0,3,12,0,14,0,10,0,47,0,4,8,15,0,8,0,4,3,33,14,26,10,8,6,12,4,5,0,97,46,76,34,21,24,14,12,8,4,245,40,79,24,18,16,20,4,17,3,216,12,40,16,9,18,10,3,9,3,121,5,13,0,0,0,7,0,5,0,31,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,123,235,88,86,70,80,25,61,15,784
UCL115006,0,0,23,10,0,33,5,31,0,108,5,10,35,17,9,20,7,14,3,122,29,30,80,27,30,30,26,25,3,272,49,62,61,34,48,32,43,20,7,362,59,48,59,36,59,34,39,37,7,365,23,35,29,19,46,14,33,35,7,236,11,3,3,6,5,6,14,3,0,49,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,178,184,290,152,192,165,162,166,21,1522
UCL115007,0,0,5,6,0,3,0,3,0,23,0,8,9,4,3,4,0,11,0,31,4,10,3,3,0,3,3,6,6,48,14,12,7,0,4,3,3,5,0,58,25,11,14,18,8,6,5,20,0,100,12,22,12,5,18,8,14,19,9,116,4,0,4,3,3,3,11,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,66,53,46,32,33,30,69,16,404
UCL115008,0,0,4,4,0,18,0,9,0,34,3,3,10,7,3,10,3,10,0,53,17,22,30,20,17,3,5,24,0,146,24,21,23,11,23,11,13,26,3,149,28,22,14,19,17,11,10,27,0,146,17,13,16,20,16,12,13,16,0,123,11,3,5,3,0,0,0,6,0,39,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,107,86,103,82,76,60,47,119,15,701
UCL115009,0,0,0,0,0,3,0,0,0,14,0,3,0,3,3,3,0,3,0,9,4,13,10,10,8,0,3,11,0,57,4,7,7,8,4,5,3,14,0,42,8,10,5,8,5,6,4,11,0,58,12,11,7,6,10,3,3,10,0,70,3,5,4,4,0,0,0,9,0,29,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,36,43,36,45,32,26,11,56,0,291
UCL115010,3,0,5,9,0,7,0,14,0,38,0,3,23,13,0,11,0,10,0,60,9,12,25,15,20,4,7,7,0,95,10,18,16,24,10,8,12,12,0,110,13,18,24,19,17,14,8,17,3,131,8,19,8,17,11,18,6,16,5,111,0,3,3,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,73,107,86,59,68,41,71,13,568
UCL115011,0,0,4,5,0,0,0,3,0,14,0,3,3,4,0,0,3,10,7,30,9,7,10,4,0,3,11,30,0,88,6,3,3,6,13,4,9,18,0,67,6,3,8,12,7,3,16,21,0,79,12,14,11,11,12,3,13,21,0,96,0,3,3,3,4,0,4,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,33,42,50,32,14,60,116,13,402
UCL115012,0,0,10,20,0,41,0,29,4,110,4,7,44,17,19,22,9,35,3,159,16,45,36,33,26,27,11,93,0,295,28,53,38,30,20,21,22,63,9,290,31,68,32,47,44,35,14,70,3,346,23,39,26,41,49,29,34,55,8,302,16,13,4,10,9,6,7,12,7,81,0,5,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,4,6,137,232,188,196,172,188,97,360,31,1599
UCL115013,0,0,3,15,0,17,0,16,0,60,0,4,11,10,0,10,0,9,0,48,17,30,35,30,17,11,5,9,0,163,33,89,32,38,29,22,9,22,4,278,41,100,33,27,24,21,8,22,4,283,28,73,26,37,27,21,14,20,3,254,8,21,6,7,7,4,0,7,0,49,4,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,129,315,146,169,99,111,43,111,18,1144
UCL115014,0,0,3,6,0,9,0,8,0,26,0,0,10,8,3,4,0,5,0,30,5,5,21,8,3,4,3,9,0,62,9,12,16,16,4,10,0,4,3,87,12,18,18,17,11,11,4,11,0,111,20,26,12,11,18,21,5,17,0,137,12,3,0,0,3,3,4,3,0,27,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,69,89,68,40,63,19,57,6,483
UCL115015,0,0,3,4,0,3,0,5,0,21,3,10,18,10,0,6,0,3,0,50,11,32,31,14,6,10,4,6,4,113,21,48,24,9,18,15,0,3,0,145,29,39,11,7,12,18,3,13,7,143,24,49,22,12,30,16,4,11,3,180,11,19,3,3,12,7,3,0,0,54,4,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,112,196,115,64,81,73,22,45,14,716
UCL115016,0,0,3,3,0,3,0,4,0,20,0,4,4,3,3,0,0,8,0,21,6,8,10,6,9,3,3,0,0,37,5,10,10,8,3,3,4,3,0,53,9,8,8,13,9,3,8,16,0,71,10,16,3,8,7,0,6,13,0,70,6,3,4,0,0,0,3,4,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,42,49,41,40,37,17,23,46,0,298
UCL115017,0,0,9,10,0,12,0,13,0,50,7,11,27,22,5,16,0,11,0,103,29,56,53,31,9,28,11,24,3,247,53,99,37,38,38,18,19,22,4,338,61,155,49,49,51,26,18,36,8,459,49,155,46,38,54,25,24,46,0,441,24,44,6,8,27,10,6,10,0,136,0,6,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,4,226,531,232,203,197,142,83,161,17,1783
UCL115018,0,0,18,18,7,14,3,36,0,89,3,4,33,25,3,20,7,13,3,111,18,30,42,34,27,21,34,28,4,243,18,32,40,21,28,16,45,36,7,237,19,29,31,33,40,21,47,42,5,265,17,18,22,24,25,14,20,41,3,179,7,3,0,3,3,0,9,9,3,39,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,96,115,191,148,133,100,164,204,25,1179
UCL115019,0,0,14,11,3,8,0,5,0,37,0,3,5,0,0,5,14,7,3,41,6,12,16,7,6,6,20,14,0,97,11,19,15,10,13,11,23,8,0,100,14,12,16,10,19,4,13,22,0,108,17,14,9,14,10,0,16,18,3,106,10,3,0,0,4,0,3,4,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,70,61,72,56,54,30,88,83,16,517
UCL115020,3,0,12,22,3,25,6,25,0,90,4,4,15,16,3,3,8,9,0,57,14,35,30,24,12,11,5,5,0,129,34,62,44,35,31,19,8,15,3,238,46,83,55,37,58,24,20,25,7,348,23,64,27,22,20,30,12,27,0,234,5,11,10,4,7,4,3,5,4,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,126,257,181,153,134,109,54,116,16,1157
UCL115021,0,0,5,0,0,6,0,9,0,20,0,3,9,3,4,5,0,7,0,35,6,4,17,5,5,9,0,15,0,65,15,13,16,18,4,0,7,11,3,87,15,9,16,11,17,10,14,11,0,115,22,18,13,6,14,10,11,19,0,109,7,5,0,5,3,3,0,5,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,50,81,55,49,43,37,71,4,468
UCL115022,0,3,3,0,0,6,0,4,0,15,0,9,9,13,8,9,3,11,0,58,19,50,20,51,18,6,4,10,3,184,14,29,16,25,10,11,10,11,0,131,19,21,9,30,17,9,14,17,8,156,18,15,12,13,4,7,6,22,3,110,0,4,4,4,3,5,5,5,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,76,133,73,142,70,48,52,81,21,697
UCL115023,0,0,8,7,3,13,0,14,0,42,9,4,22,16,8,9,0,9,0,67,13,26,40,17,24,11,12,15,0,149,14,37,25,27,20,14,15,11,0,167,21,41,31,19,34,16,16,14,3,200,20,28,14,11,13,10,7,7,4,112,0,0,0,0,10,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,138,147,105,103,64,48,68,10,756
UCL115024,0,0,4,3,0,6,0,7,0,21,0,3,7,5,0,0,6,7,0,32,10,23,14,10,13,8,10,8,4,95,17,21,21,14,9,8,6,8,0,106,20,27,13,7,21,3,9,8,3,114,26,22,18,6,8,13,12,7,4,107,7,10,4,0,10,4,0,6,0,42,3,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,84,109,77,54,56,42,38,53,15,521
UCL115025,0,0,7,14,7,18,0,18,0,60,3,8,25,13,5,10,6,13,3,88,26,51,89,34,39,25,62,29,3,352,30,32,65,28,50,18,68,29,3,327,22,27,34,12,26,20,46,31,6,224,24,17,17,10,24,13,37,18,3,162,3,3,4,3,6,4,7,5,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,107,131,250,116,152,106,234,135,18,1250
UCL115026,0,3,8,12,3,27,0,11,0,63,0,0,22,8,9,4,0,7,0,55,17,24,21,18,5,10,4,5,0,109,30,47,30,17,24,7,10,13,0,178,27,60,33,30,33,22,9,14,0,240,22,52,24,21,16,9,7,12,8,180,3,10,0,0,6,7,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,203,150,110,102,88,34,65,13,864
UCL115027,0,0,9,3,3,9,0,3,0,31,0,0,4,7,0,3,3,8,0,31,11,20,16,12,8,6,3,9,0,85,21,31,24,17,15,6,4,17,4,134,26,33,27,23,16,4,4,10,3,151,21,26,17,12,12,14,15,22,0,140,4,7,3,3,4,0,3,4,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,87,116,101,86,70,55,29,78,5,615
UCL115028,0,0,6,7,0,6,0,3,0,21,0,0,3,8,0,3,3,5,3,29,0,6,13,7,3,7,7,5,0,49,4,5,8,9,6,7,9,5,4,66,10,11,13,14,16,9,19,25,0,113,12,7,18,10,11,6,10,10,3,84,4,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,36,67,53,38,47,46,55,11,376
UCL115029,0,0,7,12,3,25,0,15,0,72,0,0,15,6,5,6,3,8,0,44,9,15,26,11,7,5,3,14,3,91,22,35,28,16,22,9,5,11,3,148,40,61,29,42,34,12,14,20,3,260,29,56,29,21,34,21,13,15,4,217,13,37,9,3,21,7,5,4,0,101,3,5,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,122,205,145,113,131,82,45,88,17,945
UCL115030,0,0,12,13,0,11,0,8,0,44,4,8,25,17,6,9,3,7,0,68,11,27,23,15,14,9,0,11,3,107,24,56,20,22,20,11,0,7,0,157,47,83,40,22,28,6,12,20,6,266,32,72,22,15,27,7,9,14,3,205,6,26,3,6,15,11,0,5,0,70,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,127,266,145,107,108,62,27,71,16,929
UCL115031,0,0,17,27,8,29,0,20,3,104,4,6,25,23,12,15,3,4,0,95,45,70,87,37,73,10,11,18,3,347,112,121,60,33,101,21,22,16,11,489,110,86,44,37,109,23,20,17,7,449,57,55,32,16,46,11,19,10,0,239,13,13,4,0,11,3,0,3,5,57,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,348,354,273,172,353,105,70,86,26,1794
UCL115032,0,0,20,13,3,19,5,14,3,70,0,7,13,14,8,12,5,12,3,70,18,20,37,17,33,16,22,25,3,194,21,19,44,25,36,19,26,29,0,220,17,21,25,19,26,19,29,15,3,174,16,7,22,13,10,8,22,16,0,117,0,3,0,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,82,161,93,112,91,123,113,8,863
UCL115033,0,0,18,8,7,32,7,26,0,99,3,21,19,11,6,23,5,11,0,99,29,69,64,41,34,47,15,21,4,324,32,85,40,38,43,18,21,30,0,305,37,65,38,33,51,18,26,33,3,297,15,50,32,26,39,19,11,17,3,214,5,10,3,7,10,7,6,3,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,125,293,209,166,180,166,90,140,16,1391
UCL115034,0,0,10,15,0,39,0,9,0,79,4,8,31,11,11,20,0,11,0,102,12,22,19,21,16,14,7,11,3,137,29,49,32,20,27,21,10,27,0,211,41,57,42,58,28,21,16,31,5,304,29,46,32,22,32,12,11,28,0,209,3,7,0,6,7,7,0,3,4,42,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,117,183,170,155,118,136,49,120,19,1084
UCL115035,0,0,9,10,3,29,3,18,0,67,0,3,11,12,0,8,0,3,0,33,13,22,12,9,8,4,0,4,0,77,20,37,12,9,27,5,4,3,0,121,27,52,14,22,29,17,4,11,0,176,13,48,7,10,14,4,5,3,0,102,3,6,4,0,0,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,169,70,72,73,73,25,44,3,605
