UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL115002,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,20,38,32,23,17,3,0,148,5,19,15,18,12,4,0,0,66,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,8,3,3,5,0,0,22,0,5,4,11,4,4,0,0,30,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,3,4,7,9,4,3,0,34,23,56,74,82,58,29,13,3,338,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,11,7,12,6,4,3,0,42,3,7,12,20,9,0,0,0,60,3,18
UCL115003,0,3,0,0,3,3,0,0,9,0,3,0,0,0,3,0,0,4,8,7,8,17,28,34,13,3,120,3,8,7,13,29,8,3,0,73,0,3,5,0,7,0,0,0,22,0,3,4,0,4,0,0,0,14,3,0,3,4,15,7,0,0,31,0,5,9,9,6,14,4,0,38,0,0,3,3,3,0,0,0,21,0,3,0,0,3,0,0,0,10,0,0,3,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,12,15,5,11,5,20,13,7,88,22,49,57,62,108,98,44,14,446,0,4,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,5,10,13,19,7,0,5,67,0,12,14,12,26,11,3,0,76,6,6
UCL115004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,14,12,4,3,0,47,0,0,3,3,3,0,0,0,18,4,3,0,5,9,0,0,0,31,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,6,0,0,5,0,0,0,0,0,3,0,0,0,4,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,7,10,9,17,9,0,69,28,28,31,39,37,31,15,5,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,7,6,8,14,6,3,3,43,3,4,4,3,0,3,0,0,26,3,3
UCL115005,0,0,4,3,4,0,0,0,10,0,0,0,3,0,0,0,0,3,0,5,17,21,16,11,3,4,75,0,7,11,11,6,3,0,0,45,0,0,7,4,4,0,4,0,20,0,4,6,11,3,3,0,0,25,0,4,3,5,8,7,0,0,25,0,3,17,11,8,10,0,0,43,0,3,6,3,12,4,0,0,26,3,4,8,3,6,0,0,0,29,0,0,10,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,7,4,13,7,8,6,10,7,66,19,43,105,93,84,43,14,15,411,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,6,24,25,18,15,6,0,94,0,10,16,16,13,5,7,0,57,3,4
UCL115006,0,0,3,0,0,3,0,0,7,0,5,0,3,3,3,0,0,9,8,56,51,82,55,36,34,9,337,16,26,26,22,20,15,8,0,118,3,13,7,0,3,0,0,0,26,3,4,0,11,3,0,0,0,15,0,3,3,3,3,0,0,0,16,3,14,21,8,7,5,3,3,66,3,4,5,8,4,0,0,0,29,0,3,0,0,6,3,0,0,13,0,4,5,3,3,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,12,16,17,11,9,24,17,7,114,53,142,137,156,116,85,71,17,780,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,11,10,8,31,21,17,11,9,0,96,6,10,27,12,20,3,3,0,82,8,32
UCL115007,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,4,12,15,9,8,4,58,0,0,3,4,11,13,3,0,27,0,3,5,9,0,3,0,0,23,0,0,4,0,0,3,0,0,9,0,0,0,0,3,3,0,0,13,0,0,0,3,3,0,0,0,12,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,12,12,12,18,10,70,16,22,20,42,48,46,36,13,239,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,15,8,3,4,41,3,4,8,3,8,3,0,0,37,0,5
UCL115008,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,10,19,23,15,21,16,16,3,117,4,3,3,12,6,3,0,0,31,3,12,3,3,3,0,0,0,30,0,0,3,4,0,0,0,0,7,0,4,0,4,3,4,0,0,17,3,0,4,3,3,6,0,0,22,0,6,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,9,3,5,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,7,17,9,11,7,10,23,13,3,88,37,65,58,51,60,54,38,10,374,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,7,4,17,7,14,12,11,3,0,70,3,12,9,6,9,3,3,0,48,0,10
UCL115009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,5,9,15,8,3,57,0,0,0,0,3,6,3,0,15,0,0,3,3,0,0,0,0,10,0,3,3,0,0,0,0,0,13,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,8,7,13,10,17,14,3,73,8,30,22,31,33,43,37,8,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,6,0,8,15,5,0,6,41,0,7,0,4,5,9,0,0,28,0,3
UCL115010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,11,18,28,22,33,11,3,131,4,11,8,13,3,13,4,0,55,0,3,7,0,3,0,0,0,11,0,0,3,3,0,0,0,0,11,0,0,0,3,3,0,0,0,9,3,4,3,7,11,8,3,0,38,0,3,3,0,0,3,0,0,18,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,3,4,13,11,9,9,67,28,45,46,61,65,73,28,13,359,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,11,14,7,14,10,3,0,57,0,3,7,6,14,7,0,0,36,8,17
UCL115011,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,12,8,11,13,12,4,5,67,0,3,0,3,4,9,3,0,15,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,3,3,3,0,20,3,3,0,0,6,3,0,0,19,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,5,9,11,14,4,4,54,11,33,24,34,41,39,16,7,209,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,6,8,3,3,3,30,3,3,3,3,5,3,0,0,24,0,11
UCL115012,0,0,3,3,9,4,3,0,24,3,4,3,3,3,0,0,0,18,18,30,24,33,44,30,27,4,217,12,22,15,14,14,12,10,0,98,3,3,9,14,5,3,0,0,39,0,5,6,12,10,3,7,3,40,0,0,3,5,10,0,3,0,23,10,3,17,9,7,9,6,0,63,0,10,13,7,8,6,3,0,46,0,4,5,0,7,3,0,0,17,8,17,6,12,3,5,3,0,55,0,0,0,0,0,0,0,3,4,0,0,3,0,0,3,0,0,4,32,21,18,23,29,18,27,8,182,81,131,126,139,149,92,78,28,828,0,0,6,3,0,0,0,0,7,0,0,5,3,3,0,0,0,7,0,0,0,3,3,0,0,3,20,0,0,0,0,0,0,0,0,0,3,3,8,3,3,0,0,0,16,5,16,16,47,39,17,14,8,157,3,9,20,21,21,9,6,3,94,24,35
UCL115013,0,0,8,10,3,5,3,0,20,3,0,3,3,3,0,0,0,8,4,18,23,17,38,29,12,0,137,3,11,14,13,19,12,7,3,82,3,8,11,15,10,3,0,0,42,0,3,9,13,9,0,0,0,39,0,4,8,11,15,6,3,0,54,3,4,13,9,13,4,9,0,54,0,4,10,11,15,11,0,0,58,0,6,10,4,10,6,0,0,44,4,12,11,4,6,5,0,0,37,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,5,0,13,18,12,11,17,16,19,9,4,104,36,84,123,124,161,95,49,13,692,0,3,5,0,3,4,0,0,12,0,3,0,0,3,0,0,0,9,0,0,3,3,0,0,3,0,9,0,0,0,0,3,0,0,0,7,0,3,7,4,4,0,0,0,24,3,17,33,36,39,27,8,5,165,0,11,29,25,35,25,3,3,128,3,19
UCL115014,0,0,0,0,3,5,0,0,10,0,0,0,0,4,0,0,0,6,3,10,7,19,36,38,19,3,133,0,5,9,10,13,9,3,0,48,3,0,3,6,0,6,3,0,21,0,0,3,0,6,0,0,0,5,0,0,0,0,8,9,0,0,20,0,0,3,7,9,13,0,0,28,0,0,3,0,3,10,3,0,19,0,0,0,0,3,4,0,0,11,0,3,3,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,7,8,16,12,11,0,60,17,20,38,55,96,108,40,9,390,0,0,0,0,4,3,0,0,11,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,3,0,0,8,0,3,9,15,10,8,3,4,55,0,5,7,6,16,21,4,0,57,3,0
UCL115015,0,0,4,0,3,3,3,0,24,0,0,0,0,0,0,0,0,5,0,15,17,14,32,33,25,18,156,4,13,12,7,11,10,11,0,55,0,8,0,0,0,5,4,0,20,0,6,10,4,6,0,5,0,27,0,0,0,3,11,6,3,0,29,0,5,13,7,13,14,19,0,61,0,8,0,8,5,18,4,3,47,0,4,3,0,3,0,0,3,17,3,3,7,3,3,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,13,3,6,6,16,10,15,17,76,19,56,70,55,97,109,93,41,552,0,0,4,3,0,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,6,4,0,3,0,0,0,9,0,0,0,0,0,0,4,0,9,3,11,13,16,24,22,25,3,121,0,11,14,7,23,28,18,4,104,3,10
UCL115016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,7,13,8,4,48,3,5,0,4,4,3,0,0,18,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,6,3,4,0,4,3,4,3,0,20,0,0,3,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,3,5,10,9,10,16,3,78,13,20,25,36,35,38,32,16,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,10,8,6,3,3,33,0,7,3,4,8,3,0,0,26,3,5
UCL115017,3,3,4,3,14,15,4,0,43,7,4,9,13,3,0,0,0,34,5,31,27,34,55,52,21,6,232,9,9,20,10,29,11,17,0,110,3,10,12,13,10,7,4,0,58,3,6,4,22,16,14,3,0,73,0,10,5,17,22,22,5,0,87,3,8,17,22,25,32,9,11,129,4,17,23,37,32,24,11,0,137,3,9,11,19,10,7,4,0,75,3,16,16,8,4,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,5,12,20,26,23,32,12,4,127,50,127,179,225,256,229,90,25,1172,0,0,6,13,10,12,0,0,45,0,0,3,7,0,4,0,0,14,0,0,3,0,3,4,3,0,19,0,0,3,8,0,0,0,0,10,3,11,8,6,10,0,0,0,39,9,15,33,49,51,53,22,3,232,3,15,24,28,55,49,19,0,190,8,23
UCL115018,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,6,18,39,29,30,24,20,9,0,176,7,13,17,11,8,3,0,0,63,0,9,3,4,4,4,0,0,27,0,5,3,7,5,3,3,0,22,0,0,0,8,3,3,3,0,20,3,16,14,3,9,6,0,0,52,0,3,3,9,8,0,0,0,24,0,0,0,3,0,0,0,0,9,13,7,7,7,0,3,0,0,34,0,0,0,0,0,0,0,0,4,3,0,3,0,3,0,0,0,8,19,16,18,36,13,26,13,12,155,69,120,102,116,76,72,36,17,593,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,9,24,17,18,14,6,3,3,108,4,13,19,6,12,7,4,0,60,11,26
UCL115019,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,3,19,20,20,14,14,4,0,92,0,3,0,4,5,4,0,0,19,0,8,9,10,10,8,0,0,40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,9,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,3,10,6,11,5,7,0,52,18,38,51,43,49,25,13,5,250,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,7,6,9,3,4,4,36,0,7,11,8,3,5,0,3,30,4,4
UCL115020,0,4,0,0,0,0,4,0,8,0,3,3,0,0,4,0,0,16,7,13,31,42,41,57,22,3,215,7,6,16,38,25,11,7,0,119,0,3,11,6,3,6,0,0,31,0,0,3,3,3,0,3,0,20,0,3,10,12,12,16,3,0,65,0,3,8,17,16,20,0,3,73,0,7,8,7,10,11,3,0,47,0,0,3,0,3,0,0,0,13,0,6,5,12,3,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,11,16,17,16,10,3,73,35,59,106,166,130,141,58,13,706,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,12,13,37,45,9,13,0,123,3,18,28,24,24,23,7,0,129,3,16
UCL115021,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,5,9,5,13,17,16,16,3,3,73,6,3,4,3,4,11,3,0,29,0,3,4,7,5,10,3,3,46,0,0,3,0,4,0,0,0,6,0,0,0,0,3,3,0,0,11,0,3,0,3,5,0,0,0,18,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,11,13,10,6,0,54,26,20,38,47,52,54,20,8,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,9,14,10,9,0,0,41,0,9,7,4,3,4,3,0,39,0,9
UCL115022,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,12,8,8,12,11,3,0,0,52,3,3,4,8,7,0,3,0,27,0,3,3,3,0,0,0,0,16,0,4,4,3,0,0,0,0,15,0,10,3,0,4,0,0,0,20,3,3,0,4,7,0,0,0,17,0,18,3,8,0,3,0,0,36,0,4,0,0,3,0,0,0,10,0,7,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,21,12,22,32,12,9,3,143,43,79,52,70,64,18,12,3,353,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,5,13,7,11,4,7,0,0,53,3,27,11,4,4,3,0,0,54,6,17
UCL115023,0,3,3,0,3,0,0,0,12,4,3,3,0,0,0,0,0,11,3,25,15,33,14,15,0,3,113,6,8,12,11,10,0,0,0,56,0,3,0,3,4,0,0,0,16,0,3,0,5,0,0,0,0,13,0,0,7,4,4,0,0,0,22,8,6,3,10,9,5,3,0,37,0,3,7,8,3,0,0,0,21,0,3,7,3,3,0,0,0,9,3,3,4,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,9,9,8,3,0,0,37,39,64,73,93,69,23,10,6,375,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,6,15,17,4,15,0,0,57,0,15,11,14,11,9,3,0,55,3,12
UCL115024,0,0,0,7,0,3,0,0,9,3,0,0,0,0,0,0,0,8,0,7,17,8,10,6,5,5,51,3,3,4,3,6,5,3,0,31,0,0,3,3,0,3,0,0,21,0,5,0,3,3,0,0,0,10,0,0,4,0,3,3,0,0,20,0,3,0,8,0,5,3,0,17,0,0,3,9,5,7,3,0,28,3,0,0,0,3,0,3,0,11,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,6,6,3,8,10,8,3,47,14,32,41,46,41,45,27,13,275,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,11,4,5,8,3,15,8,3,0,43,3,7,9,8,8,15,3,0,49,0,14
UCL115025,0,0,3,0,3,0,0,0,7,0,8,0,0,3,0,0,0,11,22,78,87,48,49,25,3,3,318,0,14,11,6,9,3,0,0,47,0,6,3,3,3,0,0,0,17,0,3,3,4,0,0,0,0,10,0,3,3,5,4,0,0,0,17,3,14,10,4,3,3,0,0,45,0,5,4,4,0,0,3,0,20,0,0,0,0,3,0,0,0,7,3,8,12,6,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,19,14,16,15,14,18,8,3,95,51,155,156,96,101,51,17,3,623,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,4,8,0,0,4,0,0,0,15,0,0,6,0,0,0,0,0,7,0,7,3,0,0,0,0,0,10,3,22,17,17,19,10,0,0,87,3,24,10,4,8,0,0,0,57,17,46
UCL115026,0,0,0,4,3,7,3,0,18,0,0,4,0,3,4,0,0,8,3,14,17,31,30,26,29,15,160,10,11,15,19,30,15,7,0,106,0,3,3,10,3,3,0,0,25,0,3,3,6,9,3,3,0,30,0,0,7,7,15,14,3,0,53,4,6,12,7,8,7,6,3,50,0,10,10,10,6,12,4,3,55,0,3,0,3,0,0,0,0,12,5,3,3,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,12,8,16,19,5,82,36,63,78,111,124,107,73,28,618,0,0,3,3,0,8,0,0,14,0,4,0,0,0,0,0,0,7,0,0,3,0,3,3,3,0,10,0,0,0,4,0,0,0,0,8,0,3,8,3,0,4,0,0,13,5,10,14,27,24,13,20,3,110,0,5,16,21,26,20,3,7,101,6,6
UCL115027,0,4,6,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,8,12,14,22,21,9,5,92,3,3,8,13,14,6,3,0,46,0,0,0,4,8,0,0,0,14,0,0,3,3,12,3,0,0,23,0,0,3,6,8,3,3,0,27,0,7,8,4,3,0,3,0,24,4,3,3,6,6,3,0,0,28,3,3,0,0,3,0,0,0,18,3,3,7,3,4,3,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,12,9,14,20,14,8,0,85,23,46,54,75,109,65,31,8,406,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,15,7,15,22,10,3,0,76,0,5,10,14,17,7,5,3,61,5,3
UCL115028,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,7,15,26,17,12,3,78,3,0,0,11,8,4,4,0,32,0,3,0,3,0,3,0,0,15,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,8,4,7,8,8,13,8,3,61,13,23,27,52,48,49,25,9,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,6,0,0,40,0,3,3,6,6,3,0,0,19,3,3
