UCL_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL112003,7520,8239,15758,1141,1208,2353,2977,3368,6344,36,60,90,109,132,246,15,24,36,27,28,56,23,28,54,19,17,37,30,26,59,0,0,0,3226,3697,6919,330,386,718,102,92,195,4800,5383,10180,889,954,1840,13206,14577,27780
UCL112004,4757,5473,10228,940,1062,2003,2576,3134,5716,63,57,124,102,115,221,8,12,22,17,29,49,12,4,17,10,10,21,55,57,117,0,0,0,2845,3423,6268,176,240,416,36,27,61,4000,4750,8752,655,803,1458,9416,11019,20438
UCL112005,5160,5419,10575,1469,1692,3162,1607,1849,3453,27,29,57,104,119,220,9,7,16,15,21,34,8,13,22,3,9,19,9,15,23,0,0,0,1778,2064,3842,56,70,124,56,96,151,3366,3912,7275,1533,832,2367,10054,10162,20213
UCL112006,10808,11656,22468,2283,2556,4840,4826,5477,10298,249,299,550,616,621,1239,66,60,122,103,118,221,47,50,98,42,53,92,60,56,113,0,0,0,6003,6730,12740,618,817,1430,206,232,435,9111,10342,19450,1741,1909,3651,21661,23908,45570
UCL112007,7379,8156,15534,1491,1794,3288,4010,4305,8313,94,122,211,203,216,419,25,30,59,52,47,94,11,10,21,21,23,44,40,35,76,0,0,0,4460,4787,9241,378,444,821,81,72,155,6414,7095,13511,1274,1402,2678,15064,16650,31720
UCL112008,5283,5540,10827,1804,1904,3710,1406,1480,2888,44,45,88,97,110,202,22,13,34,31,36,68,10,15,22,8,3,11,138,160,296,3,0,4,1744,1869,3616,212,210,423,37,48,87,3795,4038,7830,1420,930,2343,10498,10505,21006
UCL112009,6455,7161,13616,1247,1400,2643,2622,2925,5545,78,81,163,405,424,833,27,52,77,34,51,90,15,18,32,22,46,70,16,12,31,0,0,0,3219,3610,6826,179,216,391,123,89,210,4756,5319,10075,1151,1193,2349,12366,13675,26040
UCL112010,581,551,1130,72,79,152,50,67,115,151,174,326,6,5,7,25,29,53,10,11,17,0,0,3,7,6,12,0,0,0,0,0,0,251,285,536,8,9,15,6,3,6,332,376,709,77,61,137,989,984,1975
UCL112011,6934,7281,14211,1585,1733,3320,2962,3361,6318,90,106,204,199,198,395,30,30,58,60,72,127,28,25,54,28,18,45,92,86,175,4,3,6,3488,3895,7382,230,285,512,116,121,243,5424,6035,11455,1839,1271,3109,14193,14584,28777
UCL112012,8120,8674,16794,1945,2130,4076,4152,4651,8805,109,86,195,196,224,425,43,38,82,75,83,156,16,29,41,15,13,27,35,53,95,0,0,3,4641,5180,9827,392,448,843,106,94,201,7082,7860,14934,1282,1337,2614,16485,17866,34345
UCL112013,9647,10842,20490,2390,2694,5080,5130,5780,10913,190,194,382,424,409,836,56,51,106,55,80,137,53,58,111,42,51,90,76,102,172,0,0,0,6027,6727,12752,385,417,803,136,144,287,8937,9977,18919,1474,1686,3167,20062,22513,42571
UCL112014,7365,8100,15462,1644,1911,3553,3365,3908,7270,82,84,168,284,323,613,31,30,59,45,54,101,18,13,26,25,15,40,19,17,37,0,0,0,3865,4446,8312,549,456,1003,92,90,189,6151,6909,13062,1522,1513,3034,15040,16514,31553
UCL112015,10962,11758,22723,2244,2615,4855,4834,5518,10349,313,348,662,399,440,843,112,97,204,67,89,157,26,26,49,64,60,127,137,141,280,0,3,3,5953,6714,12672,820,753,1581,135,99,234,9163,10186,19344,1427,1457,2887,21555,23406,44959
UCL113001,3745,4210,7954,1009,1129,2138,1383,1550,2931,83,90,169,286,323,607,18,13,29,31,28,52,8,17,27,18,19,41,13,26,37,0,0,0,1844,2051,3896,141,153,292,57,56,110,3045,3390,6434,674,781,1455,7466,8384,15847
UCL113002,2635,2874,5516,498,568,1063,1061,1141,2201,67,63,133,91,94,189,11,16,27,22,22,48,9,17,29,7,9,16,181,170,349,0,0,0,1455,1529,2984,53,71,132,48,43,91,2052,2213,4266,487,511,996,5181,5599,10778
UCL113003,5185,5424,10609,1181,1390,2576,362,431,794,74,88,163,82,89,174,170,197,365,43,46,89,25,18,42,24,14,40,11,11,28,0,0,0,798,894,1698,82,83,164,36,30,67,2098,2398,4497,773,744,1518,8056,8568,16622
UCL113004,1311,1358,2668,234,259,493,107,110,222,593,663,1252,36,36,73,3,3,6,15,11,20,0,3,0,10,14,19,3,0,3,0,0,0,759,845,1602,39,49,82,5,6,16,1032,1160,2195,204,241,442,2548,2759,5304
UCL113005,4667,5155,9822,1080,1232,2311,2062,2260,4322,51,47,96,149,148,301,12,16,25,17,15,31,14,16,28,7,4,10,13,20,39,0,0,0,2319,2520,4843,85,110,187,63,99,164,3540,3966,7511,835,945,1780,9048,10064,19113
UCL113006,3992,4418,8413,1282,1534,2808,1039,1130,2170,40,39,79,182,223,400,8,12,16,27,32,60,3,6,6,22,21,40,15,7,23,0,0,0,1331,1468,2807,56,73,130,59,45,101,2729,3121,5846,863,651,1517,7584,8190,15772
UCL113007,4602,4773,9373,1341,1511,2852,887,904,1788,120,95,221,70,67,141,37,26,56,7,5,15,9,8,8,11,6,16,22,27,52,0,0,0,1169,1141,2311,543,507,1051,48,35,86,3104,3196,6302,891,936,1818,8595,8903,17497
UCL113008,2497,2672,5168,648,820,1476,531,577,1102,18,17,31,74,51,124,3,3,4,5,6,16,4,3,5,3,5,6,3,3,10,0,0,0,637,668,1302,55,45,102,36,46,86,1382,1584,2964,1089,719,1809,4966,4979,9939
UCL113009,3648,3743,7392,637,660,1299,1292,1412,2702,35,37,67,60,45,110,8,4,14,20,18,40,12,11,22,5,8,6,41,41,76,0,0,0,1465,1574,3037,135,133,268,38,20,51,2272,2390,4662,353,344,699,6271,6474,12747
UCL113010,4610,4534,9140,905,933,1844,1462,1566,3027,19,18,42,66,77,143,3,4,4,7,11,22,6,5,6,9,7,19,3,0,9,0,0,0,1582,1688,3271,47,57,100,50,50,99,2589,2732,5319,539,624,1166,7736,7892,15627
UCL113011,3078,3119,6197,748,855,1601,780,904,1688,8,15,23,22,31,54,13,6,16,7,10,15,3,4,3,0,0,0,8,13,20,0,0,0,842,975,1816,57,53,116,29,23,55,1676,1909,3593,486,548,1035,5239,5580,10822
UCL113012,4562,4794,9355,903,948,1856,2147,2338,4486,78,66,146,114,139,252,15,15,33,42,38,76,3,11,13,11,8,18,10,15,31,0,0,0,2423,2626,5052,134,154,287,44,41,88,3508,3776,7283,518,557,1070,8582,9127,17716
UCL113013,2153,2297,4448,892,941,1839,1064,1092,2153,14,11,26,117,117,232,15,11,28,11,8,26,4,7,11,0,4,6,5,10,13,0,0,0,1241,1256,2501,66,75,140,19,28,47,2224,2304,4525,513,545,1062,4895,5146,10037
UCL113014,2479,2374,4857,797,825,1624,848,954,1800,20,23,37,113,116,225,7,11,15,12,19,28,4,4,7,9,8,19,3,0,6,0,0,0,1014,1126,2139,90,102,193,40,37,77,1937,2087,4028,363,347,709,4782,4812,9597
UCL113015,3000,3211,6213,1046,1123,2173,1369,1425,2794,79,83,163,140,130,271,22,24,43,25,29,54,18,18,39,20,28,46,22,31,53,0,0,0,1696,1756,3453,134,150,287,74,111,180,2947,3146,6093,509,547,1057,6455,6911,13369
UCL113016,3325,3433,6752,779,865,1646,1164,1230,2398,35,35,77,83,88,168,20,17,32,13,15,29,8,9,15,18,25,42,12,11,20,0,0,0,1358,1424,2781,30,62,93,36,31,70,2203,2380,4589,497,509,1006,6027,6326,12348
UCL113017,3294,3288,6580,1080,1082,2159,858,926,1781,23,23,50,171,197,370,16,21,39,35,44,77,4,3,8,17,11,30,11,4,11,0,0,0,1139,1227,2362,102,128,229,41,40,79,2362,2471,4838,416,408,828,6074,6165,12235
UCL113018,2470,2538,5004,579,717,1293,1056,1126,2180,34,37,66,54,64,116,7,12,20,13,12,26,12,14,24,10,19,31,41,30,75,7,3,7,1228,1312,2542,29,33,61,33,25,54,1867,2088,3949,331,361,691,4665,4983,9642
UCL113019,4388,4841,9232,1295,1490,2785,1363,1483,2841,21,34,58,118,118,234,3,3,6,15,13,26,12,8,19,10,10,16,6,14,15,0,0,0,1541,1674,3215,74,93,166,73,91,160,2976,3349,6325,711,775,1490,8082,8965,17048
UCL113020,3191,3358,6552,972,1044,2013,1008,1118,2130,40,36,72,72,91,165,10,11,14,31,19,53,10,9,20,7,7,9,93,95,192,0,0,0,1268,1390,2663,69,87,158,43,45,82,2352,2568,4916,462,525,985,6008,6445,12452
UCL114001,1184,1501,2692,252,315,568,399,505,900,7,10,17,72,84,160,0,3,3,15,22,30,4,8,7,0,3,4,3,3,10,0,0,0,497,630,1133,25,26,50,13,19,36,791,994,1784,140,178,313,2117,2679,4789
UCL114002,1261,1261,2519,191,194,388,581,636,1213,13,15,36,50,41,91,3,0,0,14,8,20,0,0,3,5,4,6,4,8,11,0,0,0,675,716,1392,34,37,62,9,11,17,903,954,1857,190,247,441,2351,2467,4816
UCL114003,1727,1829,3557,443,449,892,590,691,1284,152,189,340,188,199,387,12,17,32,24,35,63,10,12,29,3,3,7,5,16,22,0,0,3,993,1169,2164,272,321,595,37,38,73,1746,1978,3726,754,770,1521,4223,4575,8807
UCL114004,1920,2064,3989,441,516,958,645,649,1298,34,33,60,87,87,172,8,6,10,14,8,15,5,4,11,3,10,9,6,6,16,0,0,0,795,803,1599,27,39,67,24,14,40,1293,1374,2664,305,349,649,3517,3785,7304
UCL114005,2425,2705,5125,669,765,1438,603,661,1266,14,15,29,140,148,293,9,10,15,10,7,10,7,3,4,9,5,18,0,4,4,0,0,0,788,852,1640,27,42,63,44,43,82,1524,1695,3223,444,452,895,4394,4861,9247
UCL114006,1634,1724,3358,373,393,766,332,360,688,24,38,57,39,44,89,5,7,11,8,6,15,4,7,12,11,8,22,68,66,133,0,0,0,491,541,1030,38,41,81,20,12,28,917,986,1907,487,319,808,3039,3031,6072
UCL114007,1511,1660,3173,405,429,830,299,338,638,13,16,27,19,31,53,3,9,15,11,6,17,0,8,5,3,3,8,34,34,70,0,0,0,390,439,830,35,40,76,17,7,27,838,921,1757,232,230,460,2583,2815,5396
UCL114008,1477,1584,3060,293,316,602,148,157,308,213,216,429,31,30,63,11,11,26,11,10,16,0,3,5,0,3,6,3,12,11,0,0,0,422,439,861,27,36,62,10,12,18,743,798,1545,232,245,475,2453,2620,5078
UCL114009,2169,2253,4421,578,648,1230,479,594,1073,14,18,31,42,40,80,3,0,3,4,10,9,0,3,3,0,0,7,20,18,39,0,0,0,561,684,1252,9,31,42,15,9,25,1172,1382,2556,370,408,778,3705,4044,7751
UCL114010,1757,1856,3614,485,529,1013,198,238,435,148,182,334,27,26,55,10,10,21,13,9,20,5,3,10,7,5,15,4,0,5,0,0,0,411,477,888,73,74,144,12,21,31,984,1098,2077,361,412,774,3100,3360,6463
UCL114011,1813,1859,3668,599,626,1221,347,388,735,11,13,22,47,39,82,3,3,9,6,6,17,3,0,3,4,5,12,17,15,32,0,0,0,430,477,910,21,23,41,16,14,29,1070,1138,2208,346,336,681,3226,3336,6558
UCL114012,1223,1336,2562,415,507,926,231,214,448,10,14,16,74,89,162,0,7,10,0,7,15,5,0,5,0,3,8,0,0,3,0,0,0,326,330,664,23,32,46,26,18,48,789,886,1679,274,323,598,2286,2548,4836
UCL114013,1843,1927,3775,552,623,1179,575,633,1215,6,6,16,115,121,243,3,5,8,18,20,34,4,3,8,3,6,12,3,3,10,0,0,0,740,798,1538,63,52,113,25,22,49,1377,1494,2873,347,366,710,3569,3787,7354
UCL114014,1823,1860,3683,269,296,566,477,476,955,11,5,12,16,16,31,0,0,0,7,6,19,0,0,0,0,0,3,0,0,0,0,0,0,509,510,1019,42,41,82,10,11,21,835,856,1694,112,102,218,2771,2821,5590
UCL114015,2210,2441,4650,765,884,1648,537,666,1201,6,11,20,127,138,262,7,9,11,10,12,19,3,9,8,4,10,14,0,0,0,0,0,0,701,845,1541,79,85,172,21,18,34,1566,1832,3398,387,409,794,4166,4677,8845
UCL114016,1714,1787,3499,555,613,1170,283,336,622,32,25,64,57,56,110,4,16,20,7,7,15,3,5,9,0,0,0,5,3,9,0,0,0,400,457,850,101,90,192,13,12,28,1067,1170,2236,346,402,747,3125,3360,6482
UCL114017,1446,1534,2979,327,348,679,474,539,1015,40,62,106,115,138,258,12,7,18,17,24,42,3,3,7,4,4,8,10,12,22,0,0,0,680,802,1479,89,109,200,22,22,44,1128,1278,2407,175,150,317,2745,2960,5702
UCL114018,2148,2161,4306,480,494,975,869,877,1748,36,35,76,89,103,191,37,27,64,23,23,49,7,9,15,47,55,97,26,17,42,0,0,0,1126,1149,2271,41,56,94,26,14,41,1674,1714,3384,300,289,585,4122,4163,8280
UCL114019,1733,1894,3635,489,550,1038,507,594,1104,188,189,374,39,42,89,8,9,17,23,29,45,9,8,15,13,7,19,97,106,197,0,0,0,874,983,1851,47,54,94,20,22,43,1435,1600,3033,270,324,593,3436,3813,7251
UCL114020,1783,1736,3516,487,578,1064,356,419,777,14,9,26,85,87,168,4,7,10,7,4,13,0,3,3,3,4,7,3,5,5,0,0,0,476,536,1006,66,56,120,29,28,56,1054,1199,2249,501,504,1002,3336,3435,6771
UCL114021,1814,1945,3757,425,452,877,880,902,1783,17,29,41,30,34,65,6,4,6,5,8,9,9,12,17,4,5,9,16,25,42,0,0,0,960,1018,1976,155,136,287,16,17,30,1550,1620,3173,252,223,473,3610,3789,7402
UCL114022,2191,2375,4559,422,470,895,749,883,1633,34,42,70,239,275,506,12,14,30,21,26,45,9,6,17,14,15,26,4,5,6,0,0,4,1086,1261,2348,52,57,103,24,26,50,1587,1815,3403,374,411,781,4141,4605,8742
UCL114023,1526,1679,3203,295,371,668,508,564,1068,32,29,56,80,103,183,14,10,19,11,13,24,13,7,19,4,4,8,7,6,18,0,0,0,660,733,1396,33,40,68,28,29,56,1020,1172,2192,304,339,645,2853,3186,6041
UCL114024,1497,1529,3029,392,433,825,305,334,634,15,11,22,71,77,151,0,0,3,4,9,14,0,0,0,0,0,0,0,3,0,0,0,0,406,428,837,24,32,57,5,9,18,830,900,1737,315,368,687,2641,2803,5443
UCL114025,2463,2620,5080,769,880,1650,529,602,1131,16,28,46,70,69,139,12,9,30,16,14,30,9,0,8,4,4,9,6,14,20,0,0,0,670,742,1407,70,61,134,27,25,54,1537,1708,3244,429,505,936,4426,4834,9261
UCL114026,1333,1417,2754,441,450,892,478,582,1063,45,49,93,301,362,666,4,4,10,19,28,51,11,7,17,7,11,16,6,10,8,0,0,0,870,1061,1926,49,63,114,32,24,56,1397,1591,2984,145,154,299,2877,3164,6042
UCL114027,1269,1417,2684,353,388,744,454,461,916,16,24,42,53,43,99,7,6,9,8,12,18,4,3,4,3,5,9,10,10,20,0,0,0,557,561,1119,38,51,89,6,19,28,960,1021,1981,195,210,408,2425,2648,5078
UCL114028,1330,1347,2670,287,307,588,424,444,870,16,25,40,62,76,136,3,3,8,5,7,14,0,0,0,3,3,3,3,5,14,0,0,0,528,555,1085,26,39,66,3,4,8,844,906,1751,179,196,377,2349,2449,4795
UCL114029,1525,1472,2998,259,273,531,732,756,1487,5,9,16,25,28,58,0,4,4,3,5,10,0,0,0,0,0,0,0,3,4,0,0,0,774,805,1582,20,19,43,19,19,45,1080,1115,2196,138,127,267,2745,2719,5464
UCL114030,1603,1645,3255,412,476,888,307,336,646,22,23,46,45,37,80,3,0,3,9,5,11,3,10,15,5,0,3,11,23,43,0,0,0,400,441,841,37,43,77,5,8,20,851,967,1823,354,368,723,2813,2982,5800
UCL114031,1596,1710,3301,419,524,950,598,706,1296,16,14,30,63,67,125,3,9,12,19,17,37,3,8,7,5,4,5,8,10,15,0,0,0,702,822,1530,18,26,44,20,24,44,1168,1401,2567,279,305,585,3044,3408,6451
UCL114032,1477,1559,3036,366,444,812,333,373,704,22,28,49,204,210,410,8,4,16,24,12,37,8,9,20,12,7,25,12,16,25,0,0,0,623,658,1285,58,56,114,21,13,35,1067,1174,2242,250,248,500,2798,2988,5780
UCL114033,544,567,1115,77,81,156,34,32,68,145,140,286,3,4,14,0,3,4,5,3,4,0,5,4,3,9,13,0,0,0,0,0,0,196,197,396,6,7,19,14,7,17,296,294,586,74,92,166,914,951,1866
UCL114034,1357,1471,2828,335,408,741,279,301,584,6,19,26,32,41,73,12,6,21,0,0,3,7,3,10,3,3,9,132,161,300,0,0,3,481,538,1016,37,45,83,8,20,34,867,1014,1875,183,194,379,2402,2681,5088
UCL114035,1617,1819,3434,618,734,1353,448,539,987,20,17,40,45,37,78,14,8,17,11,8,17,3,0,4,9,7,14,28,35,65,0,0,0,573,655,1230,33,40,72,16,12,29,1241,1440,2681,270,284,553,3127,3538,6669
UCL115001,531,530,1061,90,75,166,141,177,317,3,4,4,11,8,23,0,3,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,159,187,351,6,10,12,3,7,3,258,272,533,90,80,175,884,888,1776
UCL115002,465,447,915,21,29,48,159,145,304,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,152,317,7,3,4,0,4,4,192,185,380,28,28,53,691,658,1350
UCL115003,435,434,865,57,76,140,113,105,219,16,23,33,33,29,65,0,0,0,4,6,10,3,0,3,0,0,3,0,5,3,0,0,0,177,164,339,29,33,58,3,4,10,269,272,541,82,78,160,783,786,1568
UCL115004,335,313,649,75,84,154,38,37,79,37,32,69,4,12,11,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,85,160,9,4,13,0,0,0,167,172,336,53,64,116,557,540,1096
UCL115005,354,386,735,64,89,152,148,183,325,17,25,43,28,33,67,0,0,0,7,12,21,0,0,3,0,0,0,0,0,3,0,0,0,212,260,464,36,32,63,0,3,8,304,380,693,67,84,148,723,850,1574
UCL115006,908,896,1802,87,93,183,414,404,822,0,3,3,9,7,10,0,0,0,0,0,0,0,0,0,4,0,5,3,4,4,0,0,0,431,421,849,7,11,14,11,9,16,527,534,1064,93,84,175,1530,1512,3038
UCL115007,281,316,597,78,98,171,21,25,49,68,68,141,3,3,6,0,4,5,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,107,110,221,0,3,3,4,0,3,188,207,401,55,57,117,530,578,1108
UCL115008,441,407,845,93,77,178,21,25,48,129,146,277,13,6,24,0,0,3,6,3,8,0,0,0,5,0,5,0,0,0,0,0,0,174,183,360,7,14,30,6,9,13,284,285,573,75,73,146,796,764,1562
UCL115009,295,340,630,49,62,110,75,85,168,0,0,0,10,14,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,99,189,7,3,10,3,0,3,141,166,307,73,58,130,507,568,1073
UCL115010,397,407,803,102,110,207,105,138,237,3,8,9,9,9,16,3,3,8,8,5,14,3,0,4,0,0,3,4,4,14,0,0,3,131,175,307,7,4,4,3,5,6,246,291,536,51,72,128,691,771,1459
UCL115011,301,274,578,51,48,101,55,40,92,7,10,14,11,11,18,0,4,3,0,3,3,0,0,0,0,0,0,10,3,9,0,0,0,77,71,147,19,32,52,3,0,6,150,153,298,42,58,97,494,484,974
UCL115012,1052,1130,2179,286,341,629,245,259,504,22,25,50,18,15,35,0,0,7,3,7,8,4,3,6,6,4,8,21,28,52,0,0,0,316,347,664,22,18,38,8,8,21,632,720,1351,180,177,358,1861,2021,3884
UCL115013,656,790,1447,214,293,505,220,257,475,25,33,60,40,31,77,0,3,3,12,13,20,3,0,3,8,8,15,0,7,4,0,0,0,315,353,666,17,25,43,12,22,30,560,692,1249,96,98,197,1311,1580,2889
UCL115014,377,374,749,99,106,203,89,116,209,29,30,55,15,13,25,0,0,0,3,0,3,0,0,0,0,0,0,11,15,27,0,0,0,146,173,319,6,7,11,0,0,3,255,284,536,60,64,124,688,727,1410
UCL115015,432,544,974,101,128,224,244,294,535,4,14,25,9,13,27,0,0,0,3,4,11,0,5,0,0,0,0,0,5,13,0,0,0,274,342,614,15,12,28,3,12,13,390,488,878,50,53,104,876,1090,1961
UCL115016,291,331,620,63,80,145,44,64,105,3,3,4,8,13,17,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,59,80,140,0,0,0,0,0,3,127,157,286,68,72,139,477,560,1040
