UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL115046,0,7,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,3,0,0,27,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,6,3,15,4,9,4,0,0,34,9,5,15,5,3,0,0,35,0,0,0,3,0,0,0,3,14,23,17,15,6,0,0,74
UCL115047,3,6,6,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,9,10,0,0,47,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,9,11,11,9,10,0,0,52,16,13,4,4,4,0,0,40,0,0,0,0,0,0,0,0,25,28,11,7,11,0,0,88
UCL115048,6,9,7,6,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,14,14,16,0,0,53,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,7,3,4,0,0,0,0,0,5,10,13,14,10,18,0,0,63,10,7,4,8,0,0,0,29,0,0,0,0,0,0,0,3,19,20,17,15,20,0,0,93
UCL115049,4,3,3,0,4,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,7,6,9,4,0,0,28,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,10,9,9,8,4,0,0,37,5,13,3,3,4,0,0,26,0,0,0,0,0,0,0,0,10,20,15,14,12,0,0,58
UCL115050,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,7,0,0,20,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,3,5,9,12,6,9,0,0,36
UCL115051,3,20,4,9,4,0,0,34,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,10,26,4,11,13,4,0,59,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,11,3,7,0,3,0,0,0,12,9,34,11,11,13,4,0,76,18,20,13,8,0,0,0,56,0,0,0,0,0,0,0,0,28,50,20,22,14,4,0,139
UCL115052,7,27,6,11,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,27,13,17,17,0,0,88,0,0,0,0,6,4,0,8,3,3,0,0,0,0,0,6,3,10,0,0,6,4,0,15,13,34,13,20,21,4,0,108,27,24,24,9,8,0,0,93,0,0,0,0,0,0,0,0,45,63,38,24,29,4,0,201
UCL115053,5,16,10,6,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,21,16,10,23,0,3,88,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,13,7,3,0,0,0,0,0,13,17,28,22,10,24,0,3,99,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,28,19,10,28,0,3,103
UCL115054,3,18,10,12,10,0,0,55,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,26,14,10,22,3,0,91,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,8,12,30,19,10,24,3,0,101,10,19,10,3,10,0,0,55,0,0,0,0,0,0,0,0,25,52,28,19,35,3,0,157
UCL115055,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,4,5,0,3,0,0,20,9,7,3,0,0,0,0,26,0,0,0,0,0,0,0,0,15,9,8,3,0,3,0,46
UCL115056,3,8,6,4,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,11,9,0,0,46,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,10,13,10,9,9,0,0,55,4,13,6,0,5,0,0,38,0,0,0,0,0,0,0,0,14,27,20,17,19,4,0,97
UCL115057,10,15,11,4,9,0,0,42,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,10,33,18,12,19,0,0,91,0,3,0,0,0,0,0,5,4,0,0,0,0,0,0,3,4,3,0,0,0,0,0,9,16,35,23,7,17,0,0,102,14,10,5,3,6,0,0,40,0,0,3,0,0,0,0,3,23,51,31,13,22,0,0,139
UCL115058,3,0,3,3,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,8,6,6,0,0,35,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,3,4,3,0,0,0,0,12,4,13,8,6,10,0,0,48,13,14,9,3,0,0,0,46,0,0,0,0,0,0,0,0,19,29,18,13,8,0,0,96
UCL115059,3,6,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,10,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,10,3,0,34,3,0,3,4,4,0,0,7,0,0,0,0,0,0,0,0,8,13,3,3,17,3,0,48
UCL115060,0,7,5,4,6,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,9,6,3,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,5,12,5,9,8,3,3,39,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,16,7,7,8,3,3,48
UCL115061,4,6,7,8,13,9,0,43,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,21,11,10,23,10,0,84,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,0,3,3,0,10,9,21,13,10,21,13,3,97,0,5,4,0,3,0,0,21,0,0,0,0,0,0,0,0,11,33,19,11,25,12,4,112
UCL115062,6,20,10,5,6,0,0,55,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,15,25,15,15,10,0,0,76,0,3,5,3,0,0,0,14,0,3,0,0,0,0,0,9,0,10,4,8,0,0,0,21,17,30,16,22,12,0,0,99,35,31,20,13,15,0,0,108,0,0,0,0,0,0,0,4,54,60,42,29,24,0,0,213
UCL115063,3,15,6,0,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,26,10,14,22,4,3,89,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,5,11,31,11,17,23,4,3,94,6,3,5,5,4,0,0,29,0,0,0,0,0,0,0,0,20,35,18,20,24,6,3,122
UCL115064,4,5,7,6,6,0,0,31,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,4,10,15,7,15,0,0,61,0,0,0,3,0,0,0,5,0,4,3,0,3,0,0,9,0,5,5,3,3,0,0,12,3,14,19,13,20,0,0,69,26,18,9,9,12,0,0,74,0,0,0,0,0,0,0,0,33,32,28,17,27,5,0,146
UCL115065,0,4,4,0,0,0,0,7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,6,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,0,6,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,14,6,0,6,0,0,36
UCL115066,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,14,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,8,6,3,3,0,0,24
UCL115067,5,5,4,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,11,0,6,4,0,35,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,13,10,7,9,4,0,44,9,9,3,0,5,0,0,32,0,0,0,0,0,0,0,0,13,21,20,5,17,4,0,75
UCL115068,4,12,8,8,10,4,0,36,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,11,17,12,8,15,5,0,69,0,0,3,0,0,0,0,5,3,3,0,3,0,0,0,11,3,3,3,3,0,0,0,11,13,25,16,13,14,3,0,82,28,25,19,5,8,0,0,87,0,0,0,0,3,0,0,0,43,44,34,20,20,3,0,171
UCL115069,3,12,8,3,7,0,0,35,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,6,17,12,9,13,3,0,51,0,3,0,0,0,0,0,11,3,3,0,0,0,0,0,7,5,10,0,0,0,0,0,12,14,25,12,6,13,3,0,63,33,12,3,0,3,0,0,62,0,0,0,0,0,0,0,0,45,36,15,11,16,3,0,123
UCL115070,0,0,3,7,4,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,4,7,5,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,3,0,0,27,8,11,10,4,0,0,0,30,0,0,0,0,0,0,0,0,12,16,14,9,3,0,0,60
UCL115071,9,11,11,0,8,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,16,6,12,3,0,65,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,5,4,0,0,0,0,0,7,13,23,13,6,11,3,0,71,12,12,8,3,5,0,0,35,0,0,0,0,0,0,0,0,22,32,19,11,21,3,0,113
UCL115072,5,16,7,4,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,13,7,13,0,0,58,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,7,0,4,0,0,0,0,0,10,9,24,16,7,13,0,0,72,21,17,5,6,3,0,0,44,3,0,0,0,0,0,0,0,30,46,16,10,9,0,0,120
UCL115073,0,6,3,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,0,7,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,13,7,0,7,0,0,30,24,18,9,6,9,0,0,66,0,0,0,0,0,0,0,5,28,28,15,12,17,3,0,102
UCL115074,3,8,11,4,14,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,7,15,4,11,0,0,47,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,11,5,13,15,4,14,0,0,53,17,0,8,7,8,0,4,33,0,0,0,0,0,0,0,0,20,15,21,7,20,0,4,91
UCL115075,5,10,12,12,12,0,0,44,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,15,14,16,14,0,0,70,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,5,0,0,0,0,8,9,20,13,14,14,0,0,73,8,10,11,3,7,0,0,34,0,0,0,0,0,0,0,0,24,24,21,20,17,0,0,114
UCL115076,13,16,15,3,13,0,0,65,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,14,26,23,11,19,3,0,95,3,0,0,0,0,0,0,3,3,4,0,4,0,0,0,17,7,4,0,4,0,0,0,16,20,28,23,12,24,3,0,109,19,16,6,3,0,0,0,38,0,0,0,0,0,0,0,0,33,43,25,15,21,3,0,155
UCL115077,9,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,7,3,3,0,0,18,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,11,8,7,3,7,0,0,29
UCL115078,5,4,3,5,5,0,0,23,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,13,6,8,0,0,33,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,14,5,14,0,0,43,7,12,6,10,4,0,0,35,0,0,0,0,0,0,0,0,12,18,15,17,17,0,0,78
UCL115079,0,0,6,6,7,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,8,12,10,10,3,0,55,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,13,9,9,10,12,3,0,58,13,10,4,0,0,0,0,27,0,0,0,0,0,0,0,0,27,21,14,12,12,3,0,86
UCL115080,3,12,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,4,8,0,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,5,0,0,0,0,0,12,10,22,6,4,10,0,0,49,12,11,0,8,3,0,0,37,0,0,0,0,0,0,0,0,18,35,9,9,18,0,0,88
UCL115081,0,0,0,3,0,3,0,12,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,3,7,10,14,4,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,8,7,10,14,4,0,38,0,5,0,0,3,0,0,5,0,0,0,0,0,0,0,0,5,11,12,9,14,4,0,50
UCL115082,0,4,5,3,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,9,9,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,9,9,3,0,39,5,13,9,3,3,0,0,39,0,0,0,0,0,0,0,0,8,22,16,14,12,3,0,77
UCL115083,4,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,0,8,0,0,22,10,3,3,0,0,0,0,14,0,4,0,0,0,0,0,4,12,15,9,3,8,0,0,44
UCL115084,17,20,11,12,8,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,27,37,26,17,20,3,0,128,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,24,39,24,23,25,7,0,136,37,35,13,5,12,0,0,103,0,0,0,0,0,0,0,0,66,70,36,27,40,7,0,239
UCL115085,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,16,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,4,3,6,7,0,0,21,14,6,12,4,0,0,0,41,0,0,0,0,0,0,0,0,18,12,14,12,10,0,0,69
UCL115086,0,5,0,0,3,0,0,17,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,4,13,8,0,3,0,0,25,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,10,0,5,3,3,0,0,0,10,3,10,9,3,3,0,0,33,15,13,11,0,3,0,0,47,0,0,0,0,0,0,0,3,16,28,21,6,10,0,0,80
UCL115087,7,9,11,4,3,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,15,15,6,3,0,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,15,15,6,3,0,0,60,19,12,7,3,4,0,0,47,0,0,0,0,0,0,0,0,36,26,28,7,9,0,0,107
UCL115088,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,4,0,0,21,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,7,3,4,0,0,25
UCL115089,6,14,9,5,6,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,20,14,6,13,3,0,77,0,5,3,3,3,0,0,16,3,4,0,3,0,0,0,12,3,9,8,6,4,0,0,28,15,32,24,12,19,3,0,105,26,19,17,7,8,3,0,86,0,0,0,0,0,0,0,3,43,54,42,16,32,10,0,190
UCL115090,3,3,4,4,7,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,3,9,0,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,8,0,0,0,0,0,9,5,17,3,3,14,0,0,39,12,8,7,4,0,0,0,37,0,0,0,0,0,0,0,0,20,24,12,10,10,0,0,75
UCL115091,4,14,8,8,10,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,20,21,13,18,3,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,21,13,18,3,0,75,8,11,7,3,9,0,0,35,0,0,0,0,0,0,0,0,9,27,27,14,21,3,0,114
UCL115092,9,21,10,8,11,0,0,64,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,28,14,12,14,3,0,87,0,3,3,0,0,0,0,8,3,0,0,0,0,0,0,12,3,3,3,3,0,0,0,19,13,38,18,16,18,3,0,107,15,14,14,4,0,0,0,41,0,0,0,0,0,0,0,0,26,50,34,22,17,0,0,147
UCL115093,3,6,9,3,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,12,10,3,3,0,0,40,3,3,0,0,0,0,0,11,3,3,0,0,0,0,0,5,6,11,0,0,0,0,0,15,12,22,17,5,5,0,0,57,24,19,11,3,8,0,0,64,0,0,0,0,0,0,0,0,28,40,29,15,10,0,0,123
UCL115094,11,18,8,5,14,3,0,60,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,16,26,16,9,17,3,0,89,0,0,0,0,3,0,0,8,0,3,0,6,0,0,0,8,0,5,3,4,3,0,0,18,19,30,20,14,21,3,0,107,18,31,18,11,6,0,0,86,0,0,0,0,0,0,0,0,35,61,35,25,30,3,0,194
UCL115095,3,3,8,0,9,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,8,26,3,0,55,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,4,5,3,0,0,0,0,0,7,9,9,12,8,26,3,0,67,19,20,15,8,4,3,0,71,0,3,0,0,0,0,0,3,24,32,30,15,27,11,0,138
UCL115096,3,10,9,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,8,17,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,12,8,17,4,0,60,7,4,5,5,0,0,0,24,0,3,0,0,0,0,0,3,11,28,16,18,17,4,0,84
UCL115097,4,4,6,4,14,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,11,11,9,20,0,0,55,0,0,3,3,0,0,0,5,3,3,4,0,3,0,0,13,3,5,5,3,0,0,0,16,14,11,16,16,26,0,0,78,20,29,14,11,9,3,0,85,0,0,0,0,0,0,0,0,34,43,32,19,33,3,0,159
UCL115098,3,6,3,4,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,10,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,10,3,0,0,33,4,5,8,3,0,0,0,16,0,0,0,0,0,0,0,0,10,13,11,6,5,0,0,51
UCL115099,4,5,3,3,5,0,0,19,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,7,6,9,0,0,44,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,7,10,13,10,10,8,0,0,51,9,12,3,3,3,3,0,34,3,0,0,0,0,0,0,3,19,16,20,10,14,3,0,88
UCL115100,3,17,3,8,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,3,11,17,0,0,61,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,12,5,20,9,13,15,0,0,75,26,27,11,7,3,0,0,75,0,0,0,0,0,0,0,0,33,52,21,25,22,0,0,149
UCL115101,10,16,16,14,22,8,0,88,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,22,21,24,32,5,3,120,0,0,0,3,3,0,0,10,0,0,3,0,3,0,0,6,0,0,3,3,5,0,0,9,9,22,26,22,41,6,4,133,10,10,11,5,7,3,0,41,0,0,0,0,0,0,0,5,20,30,39,33,50,15,4,177
UCL115102,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,7,9,11,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,5,10,10,3,3,0,35,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,8,10,10,3,3,0,42
UCL115103,11,6,13,5,13,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,19,13,12,3,0,73,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,0,4,0,0,0,0,11,15,14,19,14,19,3,0,83,21,14,9,4,12,0,0,57,0,0,0,0,0,0,0,0,36,29,23,16,27,3,0,133
UCL115104,12,25,12,10,9,0,0,70,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,39,21,12,18,0,0,110,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,4,5,6,5,3,0,0,0,17,21,45,20,21,23,0,0,126,45,31,20,9,12,0,0,108,0,0,0,0,0,0,0,3,66,70,37,25,34,0,0,240
UCL115105,12,14,5,9,11,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,23,40,21,15,23,7,0,128,0,0,0,3,0,0,0,10,3,3,4,0,0,0,0,16,9,3,5,6,0,0,0,20,27,51,25,19,28,7,0,156,63,64,28,13,5,0,0,170,0,0,0,0,0,0,0,3,92,112,55,31,37,4,0,330
UCL115106,3,10,3,0,0,0,0,19,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,17,7,4,11,0,0,42,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,12,5,3,0,0,0,0,0,14,14,19,7,4,11,3,0,52,22,13,10,0,0,0,0,50,0,0,0,0,0,0,0,0,36,31,19,7,11,4,0,105
UCL115107,11,20,6,3,5,3,0,52,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,28,13,8,14,4,0,79,0,4,0,0,0,0,0,10,0,3,0,0,0,0,0,4,0,9,3,0,0,0,0,16,17,31,12,12,18,10,0,92,12,16,11,6,4,0,3,60,0,0,0,0,0,0,0,3,32,52,28,17,23,11,3,157
UCL115108,14,29,22,14,27,8,0,111,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,18,36,36,25,38,17,0,165,0,3,0,0,4,0,0,5,0,3,3,0,0,0,0,5,0,4,3,0,3,0,0,11,19,41,38,25,41,17,0,179,26,17,15,12,12,0,0,77,0,0,0,0,0,0,0,0,40,60,51,35,53,17,0,258
UCL115109,9,27,15,12,5,3,0,71,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,16,36,24,23,18,4,0,118,0,4,4,3,3,0,0,19,0,9,0,0,0,0,0,7,0,12,4,3,3,0,0,25,19,42,29,26,22,4,0,146,34,20,7,5,3,0,0,67,0,0,0,0,0,0,0,0,50,65,41,33,19,8,0,212
UCL115110,5,9,14,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,18,6,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,9,8,20,18,6,0,0,0,47,18,8,5,0,3,0,0,34,0,0,0,3,0,0,0,0,20,25,21,9,10,0,0,83
UCL115111,0,20,11,4,6,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,11,10,3,0,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,3,28,13,11,10,3,0,73,9,9,10,4,3,0,0,26,0,0,0,0,0,0,0,0,10,37,25,13,17,3,0,105
UCL115112,12,17,13,5,17,3,0,63,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,13,28,24,13,30,10,7,127,3,4,0,0,0,0,0,5,3,4,3,0,0,0,0,10,6,8,4,0,0,0,0,18,19,32,32,13,29,10,7,146,7,9,4,8,3,3,0,28,0,0,0,0,0,0,0,0,32,46,33,18,32,11,7,174
