UCL_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL121057,0,0,0,0,0,11,20,3,6,41,0,0,0,0,0,0,0,0,0,0,3,3,7,8,6,10,15,7,0,63,31,51,73,90,118,111,111,47,8,643
UCL121058,0,0,0,0,3,7,3,0,0,16,0,3,0,0,0,0,0,0,0,5,0,0,0,5,3,4,0,0,0,13,32,46,76,89,106,123,32,4,3,508
UCL121059,0,0,0,0,5,13,9,0,3,29,0,0,0,0,0,0,0,0,0,0,15,3,3,16,21,14,18,9,0,96,42,64,99,200,248,239,207,71,11,1178
UCL121060,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,10,7,16,61,55,79,100,72,26,16,428
UCL121061,0,0,0,0,0,3,6,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,14,11,4,17,18,3,0,64,29,31,75,119,143,163,111,33,6,713
UCL121062,0,0,0,0,3,0,5,4,3,19,0,0,0,0,0,0,0,0,0,0,0,3,4,7,9,10,10,3,0,54,38,46,83,132,156,142,103,32,10,745
UCL121063,0,0,0,0,0,3,10,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,4,6,10,0,31,11,23,34,54,121,117,87,56,15,515
UCL121064,0,0,3,0,3,11,18,14,5,62,0,0,0,0,0,0,0,0,0,0,4,4,4,3,12,24,13,26,4,95,18,24,55,48,91,158,177,94,15,683
UCL121065,0,0,0,0,5,8,19,11,11,55,0,0,0,0,0,0,0,0,0,0,5,3,3,3,7,11,15,12,7,73,30,39,64,62,97,125,120,88,53,673
UCL121066,0,0,0,0,5,7,15,4,0,41,0,0,0,0,0,0,0,0,0,0,3,0,11,12,5,29,28,19,3,99,31,31,137,147,172,334,270,97,15,1237
UCL121067,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,13,30,30,76,100,64,12,5,3,347
UCL121068,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,10,6,18,46,60,112,85,54,15,0,402
UCL121069,0,0,0,0,3,9,10,10,3,40,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,6,7,3,0,37,17,51,70,82,80,80,67,43,9,507
UCL121070,0,3,0,4,4,12,19,12,7,70,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,10,13,13,0,54,8,22,40,64,84,120,120,68,17,549
UCL121071,0,0,0,0,3,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,8,5,4,0,29,12,40,63,71,86,106,85,30,6,506
UCL121072,0,0,0,0,0,0,7,13,5,28,0,0,0,0,0,0,0,3,5,3,0,3,0,0,9,8,7,33,63,114,12,26,44,32,73,56,102,129,75,551
UCL121073,0,0,0,4,9,16,23,25,16,90,0,0,3,0,0,0,0,0,0,0,11,3,5,16,18,16,15,22,8,108,31,34,103,110,104,128,115,88,45,756
UCL121074,0,0,0,0,5,14,13,6,3,40,0,0,0,0,0,0,0,0,0,0,3,0,13,12,11,15,10,10,0,81,25,34,113,86,99,103,53,33,5,555
UCL121075,0,0,0,0,3,0,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,5,3,10,13,12,8,0,57,5,28,84,82,111,89,69,36,3,513
UCL121076,0,0,0,0,4,4,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,13,37,60,85,79,122,66,57,10,9,523
UCL121077,0,0,0,0,3,6,4,0,3,15,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,9,4,3,34,24,12,33,69,72,84,73,22,11,399
UCL121078,0,0,0,0,0,0,3,11,0,18,0,0,0,0,0,0,0,0,0,0,3,3,3,4,13,7,4,5,0,46,21,37,83,117,121,104,83,43,10,628
UCL121079,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,4,3,8,3,3,0,0,29,16,25,46,74,81,76,50,9,6,384
UCL121080,0,0,0,3,6,3,9,16,0,30,0,0,0,0,0,0,0,0,0,0,3,3,4,4,14,23,5,4,0,63,14,36,82,93,129,230,127,72,9,787
UCL121081,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,5,0,19,13,27,21,6,9,9,105,27,37,107,121,155,143,112,54,16,786
UCL121082,0,0,0,0,3,3,9,7,0,23,0,0,0,0,0,3,0,0,0,4,0,0,0,6,3,0,3,3,0,16,24,29,83,126,91,90,69,19,6,531
UCL121083,0,0,0,0,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,8,8,0,31,16,16,82,161,104,141,127,32,9,685
UCL121084,0,0,0,0,3,8,17,13,10,53,0,0,0,0,0,0,0,0,0,0,7,3,6,15,13,12,24,12,20,109,20,35,66,100,112,121,148,73,39,713
UCL121085,0,0,0,4,6,3,13,11,3,45,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,10,3,0,34,26,24,46,69,85,78,95,38,12,473
UCL121086,0,0,0,0,3,0,5,0,3,17,0,0,0,0,0,0,0,0,0,3,5,3,10,5,8,9,11,4,0,46,19,41,76,71,94,59,42,17,7,432
UCL121087,0,0,0,0,4,4,5,3,3,21,0,0,0,0,0,0,0,0,0,0,0,3,10,4,9,14,3,4,3,41,17,42,105,84,135,150,105,37,15,690
UCL121088,0,0,3,0,0,5,9,0,0,19,0,0,0,0,0,0,0,0,0,0,6,3,4,3,5,8,4,3,0,35,15,27,106,80,74,77,33,11,0,424
UCL121089,3,0,0,3,5,4,12,5,3,31,0,0,0,0,0,0,0,0,0,3,6,0,0,3,8,8,7,4,0,37,24,46,71,120,158,131,89,30,12,672
UCL121090,0,0,0,0,3,3,3,4,3,19,0,0,0,0,0,0,0,0,0,0,5,3,0,7,10,8,3,3,0,36,15,31,53,66,127,121,74,26,11,520
UCL121091,0,0,0,0,3,11,8,4,4,29,0,0,0,0,0,0,0,0,0,4,3,0,5,13,8,14,13,3,0,54,37,66,139,160,151,106,81,29,10,779
UCL121092,0,0,0,3,5,9,5,3,7,38,0,0,0,0,0,0,0,0,0,0,3,7,7,11,13,4,13,5,0,64,28,58,103,144,112,91,72,21,16,660
UCL121093,0,0,0,0,9,15,12,14,3,59,0,0,0,0,0,0,0,0,0,0,3,3,4,15,10,9,20,14,5,83,25,37,42,80,95,113,94,72,21,583
UCL121094,0,0,0,0,0,0,3,4,6,18,0,0,0,0,0,0,0,0,0,0,3,3,10,3,7,6,6,0,0,36,13,29,45,55,95,92,61,35,15,435
UCL121095,0,0,0,3,0,0,7,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,9,3,0,26,11,15,44,47,70,78,97,39,8,400
UCL121096,0,0,0,0,3,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,3,7,0,0,32,11,22,41,61,133,118,70,21,6,490
UCL121097,0,0,0,0,3,9,9,7,6,36,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10,6,7,3,0,35,23,19,47,80,143,171,134,38,13,650
UCL121098,0,0,3,0,0,10,8,7,8,40,0,0,0,0,0,0,3,0,0,4,0,3,9,5,8,3,23,12,4,62,11,18,75,58,77,95,111,58,19,513
UCL121099,0,0,0,0,0,7,4,3,3,15,0,0,9,0,0,0,0,0,0,9,0,0,0,4,4,10,15,3,0,34,18,24,106,105,112,177,152,46,21,744
UCL121100,0,0,0,0,3,3,6,7,3,33,0,0,0,0,0,0,0,0,0,3,3,3,7,8,9,15,23,18,7,95,35,59,92,157,180,147,141,55,18,883
UCL121101,0,0,0,0,0,5,8,4,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,11,11,11,3,51,14,36,67,101,104,176,154,57,13,722
UCL121102,0,0,0,0,6,10,28,20,11,70,0,0,0,0,0,0,0,0,0,0,5,0,8,4,15,7,5,18,3,76,33,33,92,92,121,140,123,78,28,730
UCL121103,0,0,0,0,0,7,14,12,3,35,0,0,0,0,0,0,0,0,0,3,0,3,3,5,3,11,12,3,3,44,13,34,47,83,104,97,75,60,32,546
UCL121104,0,0,0,0,3,9,20,11,7,54,0,0,0,0,0,0,0,0,0,4,0,3,4,0,7,14,10,8,6,62,15,30,73,54,83,150,110,46,24,583
UCL121105,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,10,0,0,38,14,16,54,63,74,123,192,39,8,593
UCL121106,0,0,3,0,3,11,11,15,13,58,0,0,0,0,0,0,0,3,0,3,11,0,7,12,12,13,22,19,11,103,24,36,91,75,110,143,109,80,36,702
UCL121107,0,0,0,0,0,10,6,3,0,20,0,0,0,0,0,0,0,0,0,0,5,7,3,3,8,13,14,4,0,59,23,35,70,71,114,145,92,31,4,587
UCL121108,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,9,3,0,0,37,5,12,30,79,69,83,72,24,8,383
UCL121109,0,0,0,0,0,6,11,10,8,37,0,0,0,0,0,0,0,3,0,3,3,0,8,9,7,9,9,8,7,65,16,48,87,101,94,119,114,68,22,679
UCL121110,0,0,0,0,3,9,27,9,7,66,0,0,0,0,0,0,3,0,0,3,3,0,9,8,6,12,10,22,10,85,16,39,69,71,77,103,139,68,42,625
UCL121111,0,0,0,4,0,7,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,6,5,7,12,9,10,3,5,64,17,51,104,97,103,106,69,15,5,566
UCL121112,0,0,0,0,0,3,3,15,4,22,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,8,5,8,3,38,16,15,50,67,56,71,49,42,16,391
UCL121113,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,0,0,0,20,14,18,60,81,99,126,73,17,4,492
UCL121114,0,0,0,0,0,3,13,9,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,19,0,53,10,7,27,33,62,155,163,66,11,535
UCL121115,0,0,0,0,4,3,3,7,0,21,0,0,0,0,0,0,0,0,0,0,4,9,3,7,10,5,3,0,0,51,37,58,63,147,178,117,60,16,7,678
UCL121116,3,0,0,0,3,5,9,7,0,27,0,0,0,0,0,0,0,0,0,0,4,4,12,14,20,10,3,19,0,80,21,16,58,78,114,100,59,46,7,502
UCL121117,0,0,3,3,7,3,8,9,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,15,9,0,34,32,24,62,115,137,137,111,41,15,669
UCL121118,3,0,7,7,10,17,11,7,8,71,0,0,0,0,0,0,0,0,0,0,12,7,23,8,6,9,5,0,0,64,44,44,105,63,68,57,29,9,8,425
UCL121119,0,0,0,0,6,6,10,6,0,19,0,0,0,0,0,0,0,0,0,3,3,0,4,6,9,3,7,0,0,31,18,27,70,90,84,60,56,16,0,418
UCL121120,0,0,4,3,3,9,4,3,3,37,0,0,0,0,0,0,0,0,0,0,4,4,10,8,7,10,7,4,9,67,13,42,64,88,77,77,61,30,18,470
UCL121121,0,0,3,3,7,11,13,12,0,47,0,0,0,0,0,0,0,0,0,0,5,0,6,7,12,20,30,11,8,97,12,20,31,72,105,202,172,65,19,701
UCL121122,0,0,0,0,0,5,15,8,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,9,3,0,26,16,35,45,71,79,70,75,33,3,441
UCL121123,0,0,0,0,0,12,8,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,9,4,5,0,41,6,28,57,59,75,91,51,27,14,410
UCL121124,0,0,0,0,0,10,13,11,3,37,0,0,0,0,0,0,0,0,0,4,3,4,10,3,3,12,10,5,0,48,8,26,52,50,64,82,63,40,16,400
UCL121125,0,0,3,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,5,8,10,8,3,11,0,0,49,22,57,74,110,82,71,40,21,3,482
UCL121126,0,0,3,0,3,12,5,8,0,29,0,0,0,0,0,0,0,0,0,0,7,3,3,8,8,11,6,5,0,53,42,48,122,174,159,147,94,39,7,823
UCL122001,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,10,13,6,15,9,7,8,0,59,14,11,38,36,44,20,13,10,0,206
UCL122002,0,0,0,0,0,3,4,5,4,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,3,0,17,8,12,12,10,26,45,39,21,4,182
UCL122003,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,15,40,50,53,42,41,4,0,248
UCL122004,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,22,3,3,15,31,29,66,29,4,5,187
UCL122005,0,0,0,0,3,4,4,10,3,31,0,0,0,0,0,0,0,0,0,0,5,7,8,4,13,10,11,8,0,70,9,23,27,26,63,63,65,49,15,339
UCL122006,0,0,0,3,0,6,13,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,16,9,0,13,31,27,48,54,20,12,203
UCL122007,0,0,0,3,7,14,15,19,3,62,0,0,0,0,0,0,3,0,0,5,0,0,0,3,4,8,10,11,11,55,10,13,18,40,50,99,71,45,17,362
UCL122008,0,0,3,0,0,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,5,5,0,0,33,6,19,40,35,40,26,26,7,0,206
UCL122009,0,0,0,0,0,6,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,8,3,4,0,29,6,16,50,46,35,51,40,12,3,257
UCL122010,0,0,0,0,5,4,3,3,6,14,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,4,0,0,0,8,14,20,37,43,56,39,28,13,5,254
UCL122011,0,0,0,0,5,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,9,19,20,30,31,71,76,16,4,0,256
UCL122012,0,0,0,0,8,11,5,7,3,31,0,0,0,0,0,0,0,0,0,0,3,0,7,6,0,9,9,7,3,36,9,16,35,31,38,49,38,17,15,251
UCL122013,0,0,0,0,3,7,5,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,20,5,6,16,25,19,44,43,11,0,170
UCL122014,0,0,0,0,0,11,12,6,0,32,0,0,0,0,0,0,0,0,0,3,0,4,8,3,3,10,4,7,0,36,11,16,46,39,35,57,29,18,0,246
UCL122015,0,0,0,0,3,5,8,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,8,3,0,30,7,10,25,33,49,62,42,17,3,254
UCL122016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,3,3,7,26,22,42,54,16,3,177
UCL122017,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,12,14,17,28,28,39,30,19,6,4,187
UCL122018,0,0,0,0,0,4,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,8,3,22,6,12,37,42,36,55,40,18,5,258
UCL122019,0,0,0,0,9,15,17,7,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,21,3,3,42,7,11,20,32,54,80,82,33,17,343
UCL122020,0,0,0,0,3,3,3,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,5,3,5,0,21,11,10,23,34,53,45,38,14,3,226
UCL122021,0,0,0,3,0,3,9,9,0,29,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,8,8,14,0,44,4,10,20,19,36,67,51,42,13,265
UCL122022,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,16,9,3,4,28,34,35,36,9,0,149
UCL122023,0,0,0,0,3,0,3,5,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,19,8,24,22,35,71,82,55,42,10,339
UCL122024,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,14,9,14,25,38,53,81,69,15,5,310
UCL122025,0,0,0,0,0,3,4,3,0,15,0,0,0,0,0,0,0,0,0,0,9,0,0,3,9,7,6,7,0,41,12,17,39,49,55,73,88,51,4,389
UCL122026,0,0,0,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,5,7,3,0,22,9,13,25,42,47,40,43,8,3,220
UCL122027,0,0,0,0,0,4,8,8,0,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,10,11,9,0,50,14,13,50,52,75,78,52,34,0,383
UCL122028,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,19,8,5,23,40,27,29,22,5,3,170
UCL122029,0,0,0,0,4,3,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14,5,3,9,13,28,39,47,36,11,195
UCL122030,0,0,0,3,6,13,12,9,14,55,0,0,0,0,0,0,0,0,0,3,3,6,4,3,8,9,6,7,0,35,7,22,23,37,53,73,56,36,15,321
UCL122031,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,5,9,24,31,39,37,11,4,157
UCL122032,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,4,3,13,4,8,0,0,36,6,8,33,32,80,63,40,9,0,274
UCL122033,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,10,14,36,57,36,32,13,3,0,192
UCL122034,0,0,0,3,7,8,4,0,0,16,0,0,0,0,0,0,3,0,0,3,0,3,9,0,4,3,0,0,3,28,8,14,73,69,71,50,31,15,5,336
UCL122035,0,0,0,0,0,0,3,4,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,6,3,20,7,0,10,12,25,34,28,47,12,170
UCL122036,0,0,0,0,0,3,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,3,0,20,3,14,38,25,34,31,20,16,4,192
UCL122037,0,0,0,0,0,3,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,0,12,6,6,14,26,25,45,23,15,3,159
UCL122038,0,0,0,0,0,10,8,12,0,29,0,0,0,0,0,0,0,0,0,3,0,0,10,5,9,13,9,5,3,51,8,13,34,30,51,88,52,27,7,309
UCL122039,0,0,7,3,4,9,17,6,5,51,0,0,0,0,0,0,0,0,0,3,0,0,10,3,3,5,0,0,0,26,15,16,57,64,37,55,49,16,9,323
UCL122040,0,0,0,0,0,3,4,4,0,14,0,0,0,0,0,0,0,0,0,3,4,0,0,11,3,8,9,11,5,45,3,11,23,39,40,62,61,24,11,267
UCL122041,0,0,0,0,5,8,6,4,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,0,27,8,14,23,41,57,73,46,23,3,288
UCL122042,0,0,0,0,3,3,5,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,16,3,6,0,41,10,11,49,36,56,81,46,13,4,307
UCL122043,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,6,4,0,0,15,22,18,23,55,39,48,25,4,0,226
UCL122044,0,0,0,0,0,10,4,10,0,20,0,0,0,0,0,0,0,0,0,0,3,3,4,3,5,0,4,0,0,23,7,10,35,33,46,48,30,21,5,240
UCL122045,0,0,0,0,0,6,10,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,4,6,8,9,17,4,0,64,15,6,17,22,29,40,39,8,4,175
UCL122046,0,0,0,0,4,6,0,3,4,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,0,0,22,3,11,29,27,29,41,42,23,10,215
UCL122047,0,0,0,0,0,0,0,5,5,18,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,12,13,10,0,62,10,18,20,23,62,113,96,46,20,408
UCL122048,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,6,4,4,0,23,8,5,11,35,48,58,53,20,0,241
UCL122049,0,0,0,0,3,11,13,5,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,9,0,28,6,7,12,28,45,64,67,34,9,270
UCL122050,0,0,0,0,0,4,8,5,5,20,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,4,5,4,28,10,11,23,20,38,49,41,25,15,232
UCL122051,0,0,0,0,8,0,3,8,0,17,0,0,0,0,0,0,0,0,0,0,4,3,0,7,3,8,9,9,0,39,5,13,28,28,34,41,31,25,0,223
UCL122052,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,6,6,4,7,3,0,0,27,11,16,37,71,61,65,47,8,3,311
UCL122053,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,3,17,3,7,14,26,36,42,32,8,9,178
UCL122054,0,0,3,0,3,6,21,11,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,9,14,3,44,5,6,16,28,45,54,69,42,9,281
UCL122055,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,3,3,25,6,12,26,44,52,67,82,35,11,330
UCL122056,0,0,0,0,0,8,11,3,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,3,8,13,34,29,42,41,25,11,214
UCL122057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,11,9,0,0,37,8,20,28,30,57,49,33,4,0,232
UCL122058,0,0,0,0,3,3,6,4,0,19,0,0,0,0,0,0,0,0,0,0,3,0,10,9,14,28,16,5,0,95,16,10,35,60,57,103,74,33,6,387
UCL122059,0,0,4,0,3,9,6,3,0,28,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,11,3,0,35,11,26,49,48,66,73,57,29,3,358
UCL122060,0,0,0,0,0,6,7,9,0,25,0,0,0,0,0,0,0,0,0,0,6,3,3,7,0,8,9,3,7,39,15,22,48,46,45,70,41,27,8,329
UCL122061,0,0,3,0,3,3,6,3,4,31,0,0,0,0,0,0,0,0,0,0,5,0,3,7,4,5,4,4,0,38,13,15,41,59,57,67,60,25,8,358
UCL122062,0,0,0,0,4,7,15,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11,3,14,25,14,23,26,18,0,0,126
UCL122063,0,0,0,0,3,3,9,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,16,11,15,37,32,56,29,26,14,3,215
UCL122064,3,0,0,3,0,11,7,3,0,23,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,0,3,13,12,14,45,33,35,42,22,20,6,222
UCL122065,0,0,0,4,3,11,3,12,4,39,0,0,0,0,0,0,3,0,0,8,0,6,6,9,3,10,6,10,11,61,4,28,34,39,61,47,35,35,12,296
UCL122066,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,11,7,9,0,0,0,32,8,15,41,97,85,52,20,10,0,320
UCL122067,0,0,0,0,0,3,4,0,3,16,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,3,0,0,20,10,16,12,45,63,81,64,16,8,318
UCL122068,0,0,0,0,0,4,4,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,8,0,17,0,13,15,21,44,73,54,33,14,260
UCL122069,0,0,0,0,0,0,4,3,3,12,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,3,0,14,19,21,23,44,56,46,41,12,9,263
UCL122070,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,7,0,0,20,18,16,35,54,56,77,60,13,9,339
UCL122071,0,0,0,0,3,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,22,17,18,12,4,4,0,80,3,3,38,21,40,27,17,14,0,170
UCL122072,0,0,0,0,0,3,7,3,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,6,7,3,0,29,3,6,12,37,49,54,64,24,5,255
UCL122073,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,16,11,19,50,46,65,51,45,21,10,318
UCL122074,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,4,7,7,0,36,0,14,17,21,28,42,39,25,11,190
UCL122075,0,0,0,0,0,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,4,4,21,0,8,21,18,36,55,48,25,8,228
UCL122076,0,0,0,0,3,4,6,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,21,16,17,40,60,47,49,27,19,5,279
UCL122077,0,0,0,0,3,7,12,6,0,35,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,14,11,9,0,38,5,10,10,25,40,51,54,31,5,232
UCL122078,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,10,17,32,29,40,32,32,5,0,199
UCL122079,0,0,0,0,0,5,9,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,3,3,16,29,30,33,37,6,0,161
UCL122080,0,0,0,0,0,5,9,6,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,3,11,5,28,3,9,13,24,40,100,102,55,21,369
UCL122081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,9,5,9,26,52,24,20,9,0,152
UCL122082,0,0,0,0,0,8,6,16,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,13,8,11,25,41,43,65,49,31,3,270
UCL122083,0,0,0,0,0,0,0,9,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,12,0,23,3,7,11,20,44,54,43,47,18,247
UCL122084,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,3,0,0,0,14,13,16,34,40,40,51,37,8,0,233
UCL122085,0,0,0,0,0,0,4,5,0,16,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,4,5,0,0,31,13,22,49,60,60,83,48,22,8,360
