UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL121047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,0,3,0,10,4,0,3,0,8,33,0,3,0,34,28,3,0,0,37,22,3,3,0,37,24,3,3,0,35,15,14,3,0,29,6,6,0,0,9,12,11,0,0,29,6,9,0,0,12,0,8,0,0,8,3,3,0,0,4,3,0,0,0,3,10,13,4,0,26,3,0,0,0,3,192,66,26,0,289
UCL121048,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,9,9,3,3,0,13,4,0,0,0,8,3,6,6,0,14,6,7,3,0,16,0,4,3,0,11,3,5,0,0,11,7,21,3,0,22,3,14,0,0,20,0,8,0,0,11,3,0,0,0,4,0,3,0,0,3,7,5,3,0,14,0,0,4,0,3,46,82,29,0,157
UCL121049,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,0,0,0,15,5,0,4,0,13,52,0,3,0,53,14,4,4,0,18,10,3,0,0,18,13,11,0,0,20,3,0,0,0,3,8,3,0,0,11,7,3,0,0,13,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,6,0,0,0,5,141,28,20,0,186
UCL121050,4,0,0,0,4,3,0,0,0,3,4,0,3,0,5,0,0,4,0,4,8,3,10,0,19,8,0,7,0,13,36,0,10,3,45,20,4,13,0,35,23,10,6,0,36,25,13,4,0,41,5,6,8,0,15,5,3,0,0,8,8,7,4,3,20,12,7,0,0,17,4,0,0,0,11,4,0,0,0,4,5,4,0,0,14,4,11,8,0,21,3,0,0,0,0,177,75,66,10,322
UCL121051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,5,0,13,3,0,6,0,13,26,5,7,0,44,15,3,7,0,26,15,8,4,0,24,8,5,3,0,13,5,8,0,0,18,4,3,0,0,7,7,13,3,0,19,0,6,0,0,9,0,5,0,0,5,0,4,0,0,6,0,3,0,0,3,15,13,3,0,30,7,0,0,0,8,118,80,43,3,241
UCL121052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,3,3,3,0,5,20,0,8,0,25,11,0,5,0,18,15,0,6,0,18,7,10,0,0,20,8,0,0,0,11,5,0,0,0,6,14,3,0,0,16,10,4,0,0,17,3,7,0,0,12,0,0,0,0,0,4,5,0,0,5,5,9,3,0,20,8,0,0,0,9,115,46,31,0,195
UCL121053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,0,3,0,5,14,0,3,0,18,12,3,8,0,20,19,4,4,0,25,10,5,3,0,15,6,9,0,0,19,7,6,0,0,11,4,16,0,0,25,13,25,0,0,36,7,12,0,0,15,5,9,0,0,14,7,22,0,0,26,5,21,4,0,30,0,0,0,0,0,124,120,31,0,275
UCL121054,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,4,0,3,0,6,0,0,4,0,7,19,0,3,0,28,3,4,3,0,15,16,8,3,0,31,16,11,0,0,24,7,10,0,0,12,8,9,0,0,18,4,6,0,0,17,0,6,0,0,10,0,3,0,0,3,0,0,0,0,3,0,5,0,0,3,11,9,8,0,28,3,0,0,0,3,103,72,32,0,207
UCL121055,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,7,0,0,6,6,3,0,0,16,5,6,0,0,6,6,9,3,0,20,3,10,0,0,16,6,12,0,0,25,3,19,0,0,24,3,11,0,0,17,6,10,0,0,15,7,13,0,0,21,0,19,3,0,26,0,0,0,0,5,63,122,12,0,203
UCL121056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,6,15,0,0,0,15,11,3,0,0,13,13,5,3,0,16,8,10,0,0,12,9,8,0,0,17,4,4,0,0,8,6,24,0,0,26,8,4,0,0,8,4,7,0,0,15,0,0,0,0,0,3,3,0,0,8,7,15,0,0,21,0,0,0,0,3,81,87,12,0,176
UCL121057,0,0,0,0,4,7,0,0,0,7,0,0,0,0,0,0,0,3,0,3,3,0,3,0,12,11,0,13,0,23,21,0,9,0,36,9,9,3,0,18,7,14,3,0,25,3,8,9,0,24,3,11,0,0,16,3,8,3,0,15,9,21,0,0,23,3,3,0,0,6,3,4,0,0,4,0,3,0,0,3,0,0,0,0,0,3,19,3,0,21,0,0,0,0,0,79,100,58,4,241
UCL121058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,10,4,5,8,0,12,3,8,3,0,18,8,11,8,0,22,0,10,4,0,13,6,9,0,0,16,9,15,5,0,30,0,14,0,0,16,0,12,0,0,12,0,0,0,0,0,0,10,0,0,13,3,15,3,0,22,0,0,0,0,0,56,108,28,0,195
UCL121059,5,0,0,0,5,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,9,0,3,0,8,11,0,3,0,11,23,0,0,0,21,20,3,3,0,27,24,15,3,0,47,24,17,3,0,41,15,17,5,0,33,14,12,3,0,31,14,29,3,0,46,9,24,0,0,40,7,18,0,0,29,8,18,0,0,25,10,18,0,0,31,17,40,7,0,64,0,0,0,0,9,205,213,41,0,457
UCL121060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,11,0,9,15,0,8,0,23,12,4,0,0,20,13,9,5,0,24,4,7,3,0,17,7,8,0,0,16,4,4,0,0,9,11,10,3,0,19,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,18,0,0,0,0,0,74,59,35,4,169
UCL121061,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,3,0,6,16,0,3,0,15,6,0,0,0,10,15,7,0,0,15,15,10,0,3,24,6,3,3,0,18,14,9,0,0,22,14,13,0,0,27,7,33,0,0,39,10,9,0,0,12,3,5,0,0,7,8,18,0,0,23,14,19,0,0,32,0,3,0,0,4,123,123,19,3,268
UCL121062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,8,10,0,0,0,10,3,0,5,0,8,12,3,0,0,15,7,10,3,0,14,5,4,3,0,17,11,10,4,0,25,8,24,3,0,37,10,26,0,0,37,10,13,0,0,23,3,5,3,0,17,5,21,0,0,28,7,13,3,0,18,4,0,0,0,5,98,137,28,0,268
UCL121063,3,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,8,0,0,0,10,8,0,6,0,14,23,0,10,0,28,12,4,8,0,24,11,12,6,0,26,14,11,3,0,26,4,5,0,0,10,5,4,0,0,10,3,7,0,0,15,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,3,0,8,0,0,0,0,3,88,60,36,0,190
UCL121064,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,13,0,0,0,9,8,3,4,0,11,49,0,0,0,56,15,3,5,0,21,13,8,4,0,26,10,6,3,0,25,5,0,0,0,11,3,7,3,0,14,8,5,0,0,17,0,7,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,17,3,0,25,0,0,0,0,3,134,65,31,0,231
UCL121065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,6,0,12,24,3,0,0,27,16,0,4,0,24,7,9,3,0,17,10,9,3,0,24,5,5,3,0,15,3,9,0,0,10,5,3,3,0,15,4,8,0,0,11,3,0,0,0,3,3,0,0,0,4,0,8,0,0,9,5,14,0,0,18,3,0,4,0,9,100,67,39,0,210
UCL121066,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,15,15,0,0,0,15,40,7,0,0,43,28,3,6,0,41,33,15,10,0,57,24,20,8,0,51,11,15,5,0,30,16,15,0,0,34,22,17,3,0,42,14,17,0,0,28,13,6,0,0,15,4,3,0,0,5,6,4,0,0,8,19,17,5,0,45,3,0,0,0,7,267,138,37,3,452
UCL121067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,5,3,3,0,0,6,0,5,0,0,3,4,6,0,0,9,5,7,0,0,12,5,6,0,0,13,0,16,0,0,16,0,3,0,0,9,3,38,0,0,42,5,7,0,0,16,0,0,0,0,0,29,97,6,0,135
UCL121068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,4,3,0,0,8,3,0,3,0,6,0,3,4,0,8,7,4,0,0,10,3,4,0,0,13,6,15,0,0,22,5,3,0,0,14,10,12,0,0,18,0,7,0,0,10,10,11,3,0,21,6,7,5,0,20,0,0,0,0,0,60,63,17,0,149
UCL121069,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,5,0,5,4,5,0,0,4,3,0,9,0,19,10,0,10,0,22,5,0,3,0,12,3,3,4,0,18,9,7,3,0,15,4,0,3,0,9,7,4,0,0,20,6,12,3,0,18,6,3,0,0,12,0,5,0,0,6,0,4,0,0,4,0,5,0,0,5,4,7,0,0,17,3,0,0,0,3,76,60,39,0,180
UCL121070,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,3,0,5,0,10,23,3,3,0,28,11,3,0,0,14,7,6,7,0,16,10,14,0,0,23,0,7,4,0,9,6,3,0,0,13,6,9,3,0,17,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,16,10,0,0,0,9,98,56,28,8,191
UCL121071,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,12,0,3,0,16,7,3,0,0,16,8,3,3,0,14,4,6,4,0,16,3,3,0,0,8,17,3,0,0,16,9,12,3,0,21,4,5,3,0,15,0,3,0,0,4,0,0,0,0,0,3,5,0,0,9,0,14,0,0,14,4,0,0,0,4,77,54,21,0,160
UCL121072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,21,3,0,0,24,4,0,0,0,5,15,4,0,0,19,8,0,0,0,11,3,3,0,0,9,3,6,0,0,5,3,6,0,0,10,0,7,0,0,3,5,8,0,0,16,0,3,0,0,7,3,12,0,0,18,0,10,0,0,11,3,3,0,0,6,92,60,4,0,161
UCL121073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,0,7,0,15,0,0,6,0,11,25,0,10,0,31,6,3,11,0,22,6,3,6,3,18,16,8,0,0,22,3,10,0,0,13,0,9,0,0,19,8,13,0,0,25,0,5,0,0,11,3,9,0,0,12,3,0,0,0,3,0,0,0,0,5,7,9,9,0,24,3,3,3,0,7,97,79,62,9,246
UCL121074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,3,0,5,0,6,15,0,3,0,19,5,7,8,0,19,6,12,4,0,19,10,6,0,0,13,0,9,3,0,16,0,9,0,0,15,10,24,0,0,31,4,6,0,0,11,0,5,0,0,5,0,6,0,0,6,0,3,0,0,3,0,11,0,0,13,0,0,0,0,0,61,94,32,0,181
UCL121075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,8,0,17,7,0,3,0,17,11,5,3,0,22,5,8,4,0,14,0,5,0,0,15,3,10,3,0,11,8,17,0,0,27,5,3,0,0,11,3,8,0,0,10,3,5,0,0,9,3,3,0,0,5,4,13,9,0,22,0,3,0,0,5,69,83,39,0,193
UCL121076,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,6,0,0,3,0,5,11,0,7,0,20,10,7,6,0,17,6,3,7,0,18,0,3,0,0,9,6,10,3,0,10,3,13,3,0,18,8,20,0,0,32,4,14,0,0,14,0,20,0,0,21,0,7,0,0,4,0,4,0,0,4,4,10,0,0,12,0,0,0,0,3,57,103,36,0,207
UCL121077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,0,15,6,0,0,0,9,13,10,3,0,24,4,7,0,0,10,9,8,0,0,15,0,11,0,0,13,6,12,0,0,16,0,6,0,0,11,0,4,0,0,11,0,3,0,0,9,0,3,0,0,3,5,6,4,0,19,0,0,0,0,0,61,73,13,0,141
UCL121078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,4,0,6,9,3,8,0,18,13,4,0,0,17,14,0,3,0,19,11,11,5,0,26,8,4,3,0,17,13,12,0,0,23,16,20,4,0,31,3,3,0,0,7,9,7,0,0,18,0,7,0,0,5,0,10,0,0,5,3,17,4,0,25,3,0,0,0,3,105,100,33,0,240
UCL121079,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,7,3,0,0,0,3,0,4,3,0,6,8,0,0,0,10,7,5,0,0,12,5,6,0,0,14,0,9,3,0,10,4,5,0,0,10,7,17,0,0,21,3,11,0,0,15,0,6,0,0,6,3,3,0,0,8,3,3,0,0,9,3,16,3,0,20,0,0,0,0,0,55,77,14,0,144
UCL121080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,11,4,0,5,0,12,31,0,3,0,38,13,0,3,0,17,23,12,0,0,29,22,5,3,0,33,4,3,0,0,14,5,3,3,0,20,10,16,3,0,24,8,3,0,0,16,0,6,0,0,8,3,5,0,0,4,9,10,0,0,13,9,9,10,0,27,0,0,0,0,0,146,84,42,0,275
UCL121081,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,5,0,0,0,6,3,0,4,0,10,14,0,6,0,22,3,11,6,4,24,10,18,7,0,32,6,10,3,0,19,9,5,0,0,14,6,4,0,0,8,17,10,5,0,30,10,7,0,0,21,7,6,0,0,8,0,0,0,0,0,0,0,0,0,0,14,10,3,0,19,0,0,0,0,0,106,84,41,3,231
UCL121082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,0,12,7,6,3,0,12,0,0,0,0,7,7,11,5,0,23,0,3,0,0,3,11,7,0,0,21,4,6,3,0,14,3,19,0,0,21,3,15,0,0,24,3,9,0,0,12,0,27,0,0,30,3,8,3,0,14,0,0,0,0,0,63,114,24,0,193
UCL121083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,7,0,0,0,7,11,0,0,0,14,8,0,0,0,9,13,9,4,0,25,14,3,0,0,19,6,17,3,0,24,9,12,5,0,21,16,25,0,0,44,7,12,0,0,16,4,20,0,0,24,8,12,0,0,15,10,19,0,0,26,10,11,0,0,17,0,3,0,0,3,126,132,24,0,276
UCL121084,0,0,0,0,0,0,0,0,0,3,3,0,9,0,11,0,0,3,0,4,6,0,0,0,6,5,3,10,0,19,20,0,7,0,29,13,4,0,0,18,11,7,7,0,23,4,4,0,0,14,3,8,3,0,13,5,6,3,0,13,10,12,3,0,22,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,6,0,0,4,0,5,4,0,12,3,3,0,0,3,99,68,44,0,215
UCL121085,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,7,6,3,3,0,13,21,0,3,0,27,8,6,5,0,25,11,9,5,0,32,7,11,0,0,22,0,7,0,0,10,7,4,0,0,9,3,12,0,0,15,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,9,0,21,0,0,0,0,0,78,64,35,5,179
UCL121086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,4,0,3,0,3,10,0,0,0,9,8,4,15,0,24,3,3,3,0,15,4,16,3,0,23,4,4,0,0,12,9,8,0,0,17,4,14,3,0,23,5,10,0,0,13,0,3,0,0,4,0,3,0,0,5,0,0,0,0,0,3,6,3,0,13,0,0,0,0,0,52,66,46,7,164
UCL121087,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,4,3,0,3,0,12,18,3,8,0,24,4,0,7,0,15,6,3,7,0,18,13,8,4,0,20,4,8,8,0,13,4,7,3,0,12,9,16,3,0,29,11,10,0,0,20,6,9,0,0,10,3,9,0,0,9,5,16,0,0,19,6,20,0,0,26,0,4,0,0,5,100,111,41,3,254
UCL121088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,10,0,7,3,0,5,0,8,3,0,0,0,5,8,4,0,0,9,4,3,0,0,7,0,6,0,0,16,7,6,0,0,9,3,17,0,0,22,5,13,3,0,23,0,9,0,0,9,0,0,0,0,6,3,3,0,0,5,3,13,0,0,20,0,0,0,0,3,52,92,26,0,162
UCL121089,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,9,0,0,0,9,4,0,8,0,11,10,3,3,0,16,6,3,4,0,12,8,10,0,0,22,7,15,3,0,27,9,11,0,0,19,8,6,0,0,16,9,19,0,0,34,3,20,0,0,25,3,0,0,0,3,4,8,0,0,13,0,12,0,0,12,3,10,3,0,19,0,0,3,0,0,96,125,30,4,250
UCL121090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,9,4,0,0,12,11,3,0,0,18,9,10,7,0,23,12,4,0,0,18,3,11,0,0,10,3,9,0,0,12,7,14,0,0,21,8,13,0,0,18,0,10,0,0,10,3,3,0,0,6,0,4,0,0,11,9,11,3,0,19,0,0,0,0,0,75,90,17,0,185
UCL121091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,0,10,0,0,0,0,5,13,3,3,0,16,5,8,5,0,17,10,15,10,0,31,4,10,0,0,19,6,10,0,0,16,3,7,3,0,8,26,35,0,0,63,0,23,5,0,33,0,14,0,0,17,0,8,0,0,8,3,9,0,0,13,3,20,6,0,25,0,9,0,0,9,78,165,37,0,280
UCL121092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,3,0,0,3,0,7,14,0,12,0,27,12,3,9,0,17,5,10,3,0,18,8,6,3,0,18,4,11,4,0,17,5,18,0,0,27,4,24,4,0,28,0,18,0,0,16,0,13,0,0,11,0,3,0,0,4,0,8,0,0,8,4,14,0,0,19,0,0,0,0,0,67,118,49,4,230
UCL121093,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,7,0,7,8,0,6,3,18,4,3,13,0,19,17,0,8,0,20,3,3,5,0,14,6,6,4,0,18,3,0,0,0,5,3,7,0,0,7,0,3,0,0,4,0,7,3,0,12,0,7,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,14,0,24,6,0,0,0,9,62,53,62,7,185
UCL121094,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,4,9,0,0,0,15,3,0,0,0,3,3,8,0,0,11,6,3,3,0,9,3,0,0,0,3,8,3,0,0,11,5,5,3,0,14,3,14,0,0,14,4,11,0,0,10,3,5,0,0,11,10,19,0,0,25,7,17,0,0,18,0,0,0,0,0,80,74,10,0,164
UCL121095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,19,0,3,0,23,11,0,0,0,10,10,9,4,0,16,10,0,0,0,10,8,4,3,0,16,6,3,0,0,5,13,5,0,0,20,0,9,0,0,7,5,4,0,0,5,0,3,0,0,3,0,4,0,0,4,8,10,0,0,15,0,0,0,0,3,88,45,20,3,155
UCL121096,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,9,0,0,0,10,3,0,3,0,9,11,5,0,0,18,9,4,3,0,12,10,3,0,0,14,13,8,3,0,22,4,8,0,0,15,9,7,0,0,18,9,12,0,0,18,3,13,0,0,13,0,4,0,0,5,7,3,0,0,6,0,4,0,0,4,4,3,0,0,12,0,0,0,0,4,90,76,21,0,182
UCL121097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11,6,0,3,0,13,12,0,6,0,14,9,5,3,0,18,7,3,3,0,13,24,4,0,0,27,14,3,3,0,17,3,10,0,0,15,9,17,0,0,28,8,7,0,0,20,0,7,0,0,11,3,6,0,0,15,11,12,0,0,25,8,16,0,0,33,6,3,0,0,4,135,93,30,3,262
UCL121098,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,6,0,11,5,3,3,0,10,11,0,4,0,24,4,0,9,0,15,6,5,3,0,15,4,5,3,0,14,5,0,0,0,11,3,8,3,0,6,5,5,0,0,18,3,6,0,0,8,3,5,0,0,9,0,0,0,0,3,0,0,0,0,0,5,10,4,0,18,3,0,0,0,4,82,52,35,4,174
UCL121099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,7,0,0,0,10,29,3,3,0,38,16,3,3,0,21,19,4,4,0,30,6,4,0,0,14,7,9,0,0,13,7,19,0,0,28,25,17,0,0,40,8,13,0,0,26,8,9,0,0,21,5,7,0,0,12,3,9,0,0,10,7,11,3,0,18,4,0,0,0,3,163,102,22,3,283
UCL121100,4,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,0,5,0,12,4,0,3,0,6,26,3,3,0,27,12,15,6,0,27,17,13,6,0,38,11,14,5,0,25,7,8,0,0,13,4,15,4,0,24,10,27,3,0,40,4,7,0,0,15,0,8,0,0,7,5,0,0,0,7,6,6,3,0,14,5,22,9,0,33,8,0,0,0,12,134,134,50,0,322
UCL121101,0,0,0,0,3,3,0,0,0,4,3,0,6,0,5,0,0,0,0,0,3,0,4,0,11,4,0,4,0,13,14,4,8,0,23,18,8,5,0,29,13,11,3,0,26,12,9,3,0,29,5,11,0,0,19,12,4,0,0,18,7,8,0,0,20,7,12,0,0,20,3,0,0,0,7,0,3,0,0,7,0,0,0,0,3,13,7,7,0,23,0,0,0,0,3,125,76,41,4,252
UCL121102,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,3,0,7,3,0,4,0,8,6,0,6,0,9,33,0,5,0,35,13,7,5,0,23,11,7,5,0,25,9,12,3,0,26,10,18,0,0,23,9,8,0,0,16,14,15,0,0,29,0,5,0,0,9,3,6,0,0,6,0,0,0,0,0,0,3,0,0,3,8,10,4,0,14,3,4,3,0,10,119,89,49,0,255
UCL121103,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,6,6,0,0,0,6,0,0,4,0,7,16,0,3,0,21,6,0,6,0,14,11,10,0,0,23,12,14,4,0,22,0,11,3,0,14,3,3,5,0,10,8,14,0,0,22,5,4,0,0,5,3,7,0,0,6,0,0,0,0,0,3,0,0,0,7,4,3,0,0,11,5,0,0,0,9,84,77,25,0,190
UCL121104,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,0,5,0,13,9,0,11,0,19,25,3,4,0,34,4,4,5,0,18,3,6,8,0,16,6,3,3,0,14,3,0,3,0,7,7,3,0,0,9,6,7,3,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,14,0,0,0,0,0,84,43,50,4,176
UCL121105,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,4,0,0,0,9,5,0,0,0,11,20,0,0,0,25,18,3,0,0,23,21,4,3,0,28,8,8,3,0,22,6,3,3,0,15,13,6,3,0,24,9,8,0,0,19,3,10,0,0,12,8,0,0,0,4,3,3,0,0,5,8,5,0,0,12,5,9,0,0,19,0,0,0,0,0,147,62,15,0,231
