UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL112006,6,28,32,39,68,69,21,66,9,339,3,0,4,0,3,4,7,25,3,55,13,16,17,35,146,126,58,88,4,506,3,0,0,12,31,30,19,19,4,128,35,66,68,114,255,384,186,405,22,1543,3,13,6,19,75,43,60,50,0,276,36,175,101,135,252,196,93,171,11,1171,25,251,92,132,131,85,62,123,13,918,23,36,65,53,86,88,60,133,7,545,3,3,6,8,47,35,7,31,0,139,3,4,4,7,21,33,26,45,0,144,9,7,14,11,23,30,25,51,0,172,7,29,30,27,64,91,40,109,0,403,14,45,33,68,50,68,20,39,3,332,16,25,27,37,213,119,70,67,0,573,14,56,35,52,94,106,45,83,3,484,32,48,73,111,197,159,77,107,9,816,4,33,13,10,38,19,15,19,3,167,6,36,23,25,86,123,47,81,7,438,16,41,25,38,75,72,35,56,95,454
UCL112007,5,19,9,14,24,45,26,80,3,206,11,7,0,0,9,5,28,92,0,153,15,27,25,39,199,239,87,129,8,767,10,0,0,7,38,45,22,25,0,143,22,21,37,51,208,327,185,305,12,1168,6,8,6,9,72,87,61,81,4,348,16,68,49,69,260,122,96,147,3,821,6,114,44,41,90,64,30,89,10,491,27,21,33,30,78,80,66,165,6,510,6,5,10,3,27,14,6,27,0,95,5,8,8,4,15,35,18,34,0,128,0,5,3,3,11,24,23,25,0,91,3,18,11,17,61,76,41,98,0,318,5,18,15,32,58,44,11,30,0,216,23,17,9,13,222,134,82,73,6,577,9,28,23,43,87,64,42,75,6,372,16,26,32,41,168,147,56,86,8,570,3,21,7,9,43,24,9,19,0,132,10,16,9,24,112,96,56,94,0,410,10,14,12,19,61,82,34,43,82,356
UCL112008,3,4,8,17,27,31,14,32,0,132,0,0,3,0,8,21,30,45,0,105,9,13,12,15,128,105,56,84,3,421,3,4,7,0,35,23,20,24,0,105,20,24,33,40,136,205,107,198,15,764,3,3,6,4,27,27,19,37,0,123,11,60,34,56,137,68,47,73,6,499,8,83,51,36,43,30,14,37,5,309,15,14,22,43,74,47,38,142,7,401,0,6,4,3,13,11,4,10,0,49,3,0,0,0,11,9,7,14,0,51,3,4,0,3,13,12,5,17,0,64,4,10,13,10,23,34,17,33,0,138,3,20,12,25,24,27,8,14,4,138,23,11,12,23,253,160,64,61,6,610,10,18,17,30,47,43,19,33,7,215,14,18,28,38,95,55,17,40,4,312,0,14,9,7,9,3,5,12,0,61,3,17,11,7,54,52,29,52,0,228,11,8,13,19,35,38,13,42,42,226
UCL112009,3,31,15,23,65,37,13,18,3,204,7,0,0,0,3,3,4,21,0,39,10,10,16,45,127,121,65,69,6,466,4,7,0,3,25,25,6,16,0,78,10,30,40,55,145,179,88,101,6,650,0,7,5,6,47,27,29,24,0,150,14,103,64,96,166,92,80,109,4,733,3,94,45,46,60,35,22,37,8,359,10,27,26,37,26,31,45,82,3,281,0,4,9,4,13,10,11,3,0,55,3,5,3,4,19,28,14,10,0,85,4,8,7,3,12,9,9,15,0,69,3,17,13,28,41,53,18,43,4,211,8,31,19,25,28,28,7,20,5,178,6,15,18,25,146,51,35,36,0,339,7,39,30,44,124,70,34,76,0,421,15,54,55,98,139,100,31,51,3,538,7,20,3,8,7,7,0,8,0,67,3,17,17,23,84,64,37,46,3,289,5,16,17,20,42,46,15,24,58,246
UCL112010,0,7,3,9,8,4,10,16,0,48,0,0,0,0,0,0,0,5,0,3,0,0,0,3,9,7,5,11,0,41,0,0,0,0,9,8,0,0,0,20,0,0,0,3,10,23,13,27,0,88,0,0,3,0,3,3,7,4,0,22,0,6,0,0,11,3,6,9,3,42,3,7,7,4,0,0,3,4,0,23,3,0,0,4,4,6,3,23,0,45,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,9,0,0,0,3,0,4,3,4,0,19,0,3,3,0,6,0,0,6,0,19,0,0,3,0,4,14,7,7,0,39,0,3,4,3,4,4,0,3,0,23,0,0,0,0,7,3,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,3,6,4,0,22,0,0,3,4,5,4,3,3,3,28
UCL112011,5,9,9,11,11,6,8,27,3,93,3,0,0,0,11,10,6,18,0,47,13,21,25,21,133,127,100,116,3,547,0,0,0,4,46,25,12,11,0,106,17,28,28,52,151,245,117,170,20,835,7,7,14,14,23,14,22,18,0,122,16,99,40,55,134,79,72,71,8,567,17,117,72,54,46,38,34,51,9,434,11,31,35,32,55,46,31,83,11,341,0,4,0,3,5,10,4,8,0,37,4,0,0,0,4,10,13,13,0,43,0,5,3,0,8,12,8,14,0,45,3,14,8,12,32,48,21,44,5,181,4,21,22,39,55,17,16,14,6,200,36,12,26,21,251,215,286,139,9,1006,0,17,13,19,31,26,13,30,0,153,18,43,45,62,94,73,24,40,0,408,0,3,8,9,12,5,8,9,3,53,4,14,12,22,54,46,43,59,7,254,11,27,17,13,48,42,22,28,65,274
UCL112012,12,14,21,15,26,31,30,47,0,196,28,3,7,10,44,43,168,419,13,737,19,15,18,24,176,163,107,161,11,690,4,0,3,4,37,37,17,15,0,118,27,41,36,63,178,290,156,289,15,1088,9,12,4,5,47,49,39,68,3,237,31,86,61,72,150,114,101,125,13,755,16,108,56,50,78,57,31,77,10,484,11,26,24,42,66,76,55,172,7,481,0,4,4,3,15,24,9,26,0,83,3,6,3,8,19,27,16,38,0,114,3,6,6,4,10,13,8,29,0,80,8,9,24,28,54,76,42,73,0,311,3,30,19,25,26,45,21,30,0,219,14,24,12,26,204,118,104,81,3,593,6,40,21,34,93,74,50,87,3,418,27,45,36,81,181,221,63,102,10,767,5,15,0,3,16,17,3,11,0,74,3,20,13,14,64,93,62,120,4,398,8,19,12,12,61,44,26,52,68,300
UCL112013,3,6,12,5,13,6,11,14,0,77,11,0,0,0,8,4,4,21,0,47,8,22,12,32,110,96,38,82,5,407,15,3,8,29,114,127,57,59,0,410,48,55,77,125,225,427,182,380,24,1536,4,10,12,11,39,47,44,39,3,205,19,142,60,105,193,150,79,152,3,902,21,185,66,119,109,84,56,117,14,765,21,52,47,49,55,60,38,118,9,445,3,13,5,4,19,23,11,18,0,95,6,9,7,10,33,51,20,44,3,171,3,17,7,4,27,27,23,60,0,161,6,34,19,33,48,82,32,118,3,382,11,52,29,45,48,61,22,35,7,311,25,23,14,36,190,108,71,58,8,527,16,39,32,47,124,113,56,86,3,525,25,53,67,156,173,186,68,98,3,832,3,40,12,9,18,24,14,21,0,141,7,19,20,19,83,67,43,79,3,337,5,30,16,31,50,40,25,41,78,314
UCL112014,8,21,13,23,45,78,34,34,4,258,3,0,0,0,9,10,14,41,0,84,9,22,27,59,211,337,140,132,10,950,0,3,0,13,33,36,6,11,0,111,25,33,33,51,177,257,148,200,9,928,11,12,3,7,51,95,66,64,4,316,24,95,59,68,174,100,87,111,12,728,15,112,55,56,56,60,23,83,5,469,12,35,32,50,86,102,73,166,10,565,4,4,3,6,23,17,11,15,3,91,3,0,0,3,21,41,15,21,0,111,0,7,8,11,10,14,14,27,0,88,3,15,10,8,40,53,37,62,0,229,3,22,30,33,48,53,22,30,8,237,20,23,11,15,191,88,69,61,0,484,11,29,18,29,80,77,35,71,3,343,18,24,37,48,140,122,48,52,7,495,0,23,5,4,14,12,10,7,0,74,8,16,14,18,93,72,48,67,4,345,11,25,20,29,77,88,35,32,83,394
UCL112015,7,18,29,26,29,55,23,73,4,273,0,0,0,0,3,4,5,26,0,37,31,30,16,70,393,355,172,189,10,1264,8,3,8,7,76,57,36,37,3,233,37,45,42,84,289,522,244,363,18,1633,9,18,14,15,79,129,72,102,0,432,31,211,80,105,236,165,147,174,16,1160,7,179,81,62,96,67,43,107,8,647,24,31,44,47,121,115,101,248,17,743,3,12,6,3,28,36,27,37,0,146,7,4,4,8,36,54,36,47,0,194,0,10,5,5,15,21,20,39,0,120,11,27,30,28,90,98,55,118,3,447,13,35,31,33,66,56,19,41,4,294,48,19,26,25,362,244,188,211,5,1141,15,54,41,51,191,161,84,136,7,742,23,37,50,90,224,171,66,121,3,782,3,28,3,9,18,18,11,21,0,113,5,21,19,27,108,148,75,122,4,519,21,35,24,19,97,113,42,65,93,514
UCL113001,5,13,11,6,16,14,3,14,0,82,5,0,0,0,0,6,3,10,0,25,0,5,12,12,75,38,24,36,3,201,0,3,0,3,19,8,3,7,0,42,21,22,34,62,73,136,43,85,6,483,0,0,5,7,6,21,7,10,0,56,8,55,38,44,88,36,34,50,3,362,3,54,30,45,38,27,12,59,3,269,9,16,13,19,32,21,22,36,0,168,0,0,0,0,8,9,3,4,0,30,0,5,5,0,15,15,3,11,0,56,3,9,4,0,6,3,7,9,3,47,3,16,11,12,22,34,14,50,3,165,0,20,15,18,23,9,0,15,3,100,7,13,10,14,75,39,38,26,6,224,5,17,19,19,34,32,13,28,0,170,9,15,28,54,53,31,17,32,10,247,0,9,3,3,4,12,6,6,0,44,4,10,6,10,21,33,18,31,3,129,7,20,15,11,30,13,3,15,37,144
UCL113002,0,3,12,3,3,9,3,17,0,46,0,0,0,0,0,0,0,4,0,0,4,7,3,3,25,18,13,17,3,89,0,3,0,4,7,11,3,0,0,27,11,15,17,31,52,87,35,47,8,309,0,3,3,5,9,7,6,4,0,32,3,47,34,28,56,26,19,38,3,262,3,48,26,30,35,18,12,32,8,212,6,4,14,11,16,16,5,35,0,114,0,3,3,3,6,4,0,5,0,24,3,0,0,0,4,0,0,5,0,14,3,3,3,3,3,5,0,4,0,27,0,3,3,10,5,11,6,15,0,55,0,20,8,13,5,7,0,3,3,74,6,4,6,14,52,18,20,10,0,125,3,9,11,10,13,9,5,13,0,65,6,6,15,22,24,14,3,11,0,102,0,6,0,4,7,0,5,0,0,28,0,6,3,9,16,18,15,23,3,91,5,15,8,16,15,21,9,10,14,108
UCL113003,3,3,10,6,10,16,9,29,0,84,29,3,10,11,35,50,134,382,17,672,9,0,3,5,23,32,11,27,0,119,6,3,0,3,50,35,6,18,0,119,17,21,17,22,63,74,18,69,6,310,0,10,0,3,19,12,21,35,0,95,17,53,29,27,81,49,24,60,0,345,4,74,26,43,34,23,15,27,4,244,13,21,14,23,42,33,17,50,9,228,3,0,0,3,26,7,5,0,0,42,0,6,3,0,5,11,0,5,0,23,0,4,0,5,3,3,0,4,0,22,4,6,3,4,7,12,7,9,0,61,3,15,3,14,16,6,9,4,0,76,10,10,7,9,119,45,38,30,5,270,3,8,15,16,29,22,20,41,0,155,10,5,17,20,73,90,15,26,3,266,3,4,5,3,7,3,3,5,0,30,5,17,9,12,32,38,13,24,0,158,10,12,3,6,27,17,18,26,45,165
UCL113004,3,7,3,0,7,23,11,19,0,72,0,0,0,0,0,0,0,0,0,10,5,10,3,9,33,24,24,45,3,150,0,0,0,3,3,6,3,10,0,25,7,6,8,5,29,58,34,49,3,197,0,0,3,0,4,13,8,13,0,48,4,17,5,8,17,16,7,21,0,99,4,29,14,10,26,19,10,36,4,151,3,3,3,5,16,4,16,26,0,73,0,3,0,0,0,3,0,0,0,8,0,0,0,0,3,3,3,3,0,14,0,0,0,0,0,3,3,8,0,16,0,7,3,4,3,13,6,12,0,45,0,3,3,3,4,8,0,3,0,19,0,3,0,0,19,29,3,8,0,71,0,0,3,0,14,10,11,10,0,44,0,0,4,3,14,8,8,9,0,45,5,0,0,3,6,7,0,7,0,28,0,3,0,6,4,13,3,8,0,38,0,0,0,6,10,8,8,12,13,57
UCL113005,9,0,7,16,21,11,17,30,3,103,3,0,0,0,3,3,5,14,0,32,3,10,4,11,36,20,16,26,0,123,9,0,3,3,26,8,21,13,4,79,11,45,44,51,67,163,42,114,8,537,0,0,3,3,6,5,7,8,0,31,12,83,34,42,67,48,38,50,7,374,12,91,42,48,71,38,21,53,9,385,12,14,21,9,23,15,13,36,0,141,0,3,0,0,3,0,4,3,0,18,0,3,0,0,0,16,9,9,3,44,0,9,8,0,5,11,5,19,0,53,4,7,12,8,14,16,12,30,0,102,3,25,17,16,13,9,3,12,5,115,7,8,5,6,56,20,31,17,3,160,9,14,12,22,24,22,15,20,0,135,9,15,26,41,38,38,8,29,3,206,3,10,4,4,7,0,4,3,3,40,9,9,6,5,27,31,12,31,0,136,3,9,9,6,21,10,6,9,41,127
UCL113006,4,9,7,12,14,16,9,35,3,113,3,0,0,0,0,0,0,11,0,14,7,7,9,15,89,45,27,30,3,237,0,0,0,4,18,22,3,10,0,66,5,17,19,32,72,80,38,97,3,367,3,3,7,3,8,15,13,13,0,56,5,29,20,47,70,50,26,45,5,299,5,48,24,28,21,26,13,31,3,200,14,16,16,16,37,25,17,72,3,210,0,0,3,3,10,6,0,3,0,34,0,0,0,0,10,3,4,9,0,24,0,3,4,5,10,4,4,10,0,40,0,8,0,10,10,24,3,14,0,72,3,17,12,18,20,9,6,12,0,88,8,7,16,21,128,60,61,37,7,339,9,12,15,15,25,25,15,19,0,127,10,21,23,42,67,42,24,22,3,251,3,12,5,3,3,5,0,9,0,44,4,4,6,9,38,39,16,34,0,152,10,8,13,10,32,9,7,16,31,138
UCL113007,13,23,29,36,96,82,56,123,5,472,0,0,0,0,0,0,0,13,0,17,19,25,38,39,340,351,171,122,15,1116,0,0,0,3,44,22,12,18,0,103,5,15,14,31,104,138,74,136,6,535,6,10,4,5,31,48,32,38,0,169,10,62,25,29,105,68,40,73,7,421,0,43,18,15,31,16,27,36,3,194,3,10,13,15,24,35,15,54,4,168,0,5,0,0,4,8,6,6,0,28,0,0,0,0,11,5,3,10,0,36,0,0,3,0,6,7,6,12,0,43,0,0,5,4,26,26,17,42,0,121,3,7,5,11,21,14,4,17,0,84,5,4,6,3,86,33,34,28,8,214,4,5,9,10,24,24,18,28,0,129,6,4,11,12,54,47,8,25,0,173,0,3,0,0,8,6,3,0,0,21,3,9,3,10,49,45,32,38,3,197,6,20,20,18,49,57,26,22,38,249
UCL113008,3,6,6,6,8,3,3,4,3,46,0,0,0,0,6,3,0,0,0,8,9,9,3,16,47,14,20,20,0,136,0,0,0,0,12,0,4,0,0,23,3,7,16,12,45,49,22,45,8,211,0,0,0,0,7,3,5,8,0,31,6,28,20,18,65,20,22,20,3,208,0,30,15,14,14,12,3,6,0,99,5,13,16,18,21,14,10,30,3,127,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,12,0,0,0,0,3,3,0,0,0,8,0,3,0,0,3,4,3,7,0,23,0,9,13,15,16,7,0,3,0,67,3,5,3,9,52,23,10,13,3,128,3,9,0,17,10,11,7,7,0,65,6,7,10,33,30,16,11,14,3,127,0,3,0,0,0,0,0,0,0,8,4,7,6,4,17,15,7,19,5,75,6,9,0,6,14,9,6,5,18,71
UCL113009,0,3,0,5,5,7,0,5,0,23,5,0,0,0,29,15,20,41,0,113,10,7,4,12,41,47,38,57,0,217,0,0,0,0,16,13,15,9,0,54,16,29,36,36,66,202,69,129,12,596,0,3,0,0,13,15,11,28,0,74,4,37,9,19,37,26,14,33,0,193,5,95,24,18,28,23,10,37,4,237,4,17,14,13,29,22,17,58,3,173,0,0,0,3,4,6,9,7,0,25,3,6,0,0,4,16,13,9,0,59,3,4,4,3,3,3,4,9,0,34,3,18,8,12,30,39,14,47,0,182,5,11,5,10,6,14,9,8,0,77,18,5,8,12,117,62,96,37,0,351,14,24,19,19,32,45,20,39,8,223,10,15,12,18,40,56,29,28,0,197,4,12,9,0,4,13,3,3,0,51,3,10,0,7,19,29,12,22,0,104,6,10,11,0,8,27,15,21,14,110
UCL113010,5,4,0,8,18,20,3,3,0,59,22,6,17,14,87,72,81,122,4,422,14,7,8,14,110,141,88,63,10,451,0,0,0,3,32,22,8,11,0,77,11,20,22,38,85,150,71,105,4,519,0,0,4,7,37,32,21,23,0,116,9,30,29,23,59,38,26,30,3,237,4,70,18,11,28,20,9,13,3,191,10,12,23,15,41,38,27,66,3,231,0,0,0,0,9,6,0,0,0,14,0,0,0,0,4,4,3,6,0,23,0,4,0,0,7,14,3,5,0,33,0,3,7,4,17,41,20,14,0,103,7,20,13,21,31,27,8,15,4,142,9,10,12,13,37,34,26,6,4,137,0,11,5,14,19,10,7,16,0,84,4,12,12,13,35,28,16,17,0,144,0,7,0,3,6,4,0,0,0,22,3,5,8,6,64,51,25,34,0,195,4,15,7,14,52,48,18,22,33,214
UCL113011,0,3,0,0,0,6,3,3,0,15,9,0,3,4,52,108,65,77,3,326,3,8,4,10,32,74,31,34,0,195,3,0,0,10,56,22,17,13,0,127,8,13,12,15,39,55,29,47,5,218,0,4,0,0,7,21,16,10,0,53,3,22,18,26,41,24,15,22,3,175,9,43,16,21,22,17,5,24,3,158,10,7,18,14,31,27,16,31,0,148,0,0,0,0,5,3,3,0,0,17,0,3,3,0,3,5,3,4,0,21,0,3,0,0,0,5,8,11,0,24,3,4,3,7,13,11,4,13,0,54,0,6,11,11,8,5,0,5,3,50,4,3,11,13,94,38,24,12,0,200,3,3,11,3,12,7,5,6,0,52,3,5,9,5,23,6,11,12,0,70,0,3,0,3,6,0,0,0,0,21,0,0,12,8,26,22,12,12,0,98,3,10,6,4,29,21,0,16,23,111
UCL113012,3,4,0,7,3,13,3,9,3,42,4,0,0,3,27,25,31,43,0,138,12,6,11,12,131,104,75,75,3,432,5,0,6,3,35,25,11,15,0,95,18,30,39,48,128,189,75,164,8,700,3,3,0,8,26,21,11,26,0,93,5,35,41,27,42,39,23,45,3,257,3,43,25,25,20,11,7,15,3,155,8,15,12,20,31,44,30,74,4,249,0,4,0,0,19,21,4,7,0,59,4,0,5,3,9,15,3,12,0,54,0,0,5,3,3,9,7,12,0,36,3,15,17,8,21,45,17,25,4,147,7,20,16,17,23,31,7,9,0,129,4,12,8,4,66,37,17,23,0,168,9,37,11,16,44,46,20,45,3,237,7,15,31,32,57,55,17,28,0,246,3,11,3,0,8,4,3,3,4,36,3,17,14,11,31,58,26,32,3,183,8,14,16,14,33,45,15,29,39,208
UCL113013,4,0,7,13,12,14,6,29,0,88,29,5,9,15,62,91,160,339,6,719,3,4,6,5,32,22,12,25,3,122,0,4,0,0,7,9,12,0,0,36,5,13,13,23,53,109,42,67,6,330,0,4,0,5,22,15,9,23,0,81,5,24,10,19,49,33,24,37,3,204,5,35,8,18,12,14,19,34,4,148,3,10,7,15,18,11,9,12,3,86,0,0,0,0,3,3,3,8,0,25,3,0,0,0,3,3,4,0,0,10,0,0,0,3,0,6,6,15,0,27,0,4,0,3,11,11,7,20,0,61,0,9,5,6,4,5,5,7,0,53,3,6,0,6,49,25,14,9,0,119,0,6,6,4,17,10,16,18,0,81,0,0,0,10,21,13,6,17,0,65,0,4,0,3,5,3,3,9,0,26,0,3,4,4,13,32,12,66,3,145,3,3,5,3,14,10,3,15,15,69
UCL113014,0,9,4,3,4,10,3,0,0,37,28,7,15,35,98,97,250,284,16,833,9,11,0,7,38,16,19,22,0,113,6,0,0,4,86,40,24,28,0,192,3,8,16,12,23,39,22,48,3,174,3,0,0,3,13,19,29,38,0,100,5,14,22,16,30,31,14,13,0,140,3,35,20,13,13,9,9,13,0,114,4,5,6,5,14,13,13,25,3,87,0,3,0,0,3,7,0,0,0,15,0,0,0,0,0,3,0,3,0,11,0,0,0,0,4,0,7,4,0,21,0,3,5,0,7,12,6,13,0,42,4,4,0,13,11,14,15,21,0,84,3,3,5,5,38,16,11,18,0,99,0,0,3,9,13,7,0,14,0,45,0,5,3,0,9,12,6,11,0,42,0,3,0,0,0,0,0,4,0,13,3,3,3,7,28,21,19,23,0,112,0,9,3,8,17,11,13,14,19,89
UCL113015,3,0,4,0,3,8,4,6,0,30,4,0,0,3,5,5,10,14,0,42,5,5,5,16,49,46,34,39,3,210,0,0,0,0,6,9,0,10,0,30,18,22,31,31,61,147,53,82,6,436,0,3,4,3,8,6,7,13,0,50,14,59,32,29,25,19,15,28,0,227,10,60,36,42,47,39,21,51,9,314,6,10,8,19,28,37,21,35,0,163,0,4,0,3,5,6,0,5,0,26,0,8,0,3,6,10,0,4,0,44,0,3,7,4,5,14,3,8,0,44,5,9,9,13,26,40,22,27,0,158,7,13,13,18,11,25,4,13,6,108,13,9,9,12,106,87,67,44,4,351,9,15,4,13,15,15,8,15,0,94,4,14,9,16,34,25,8,25,0,131,3,4,5,7,6,5,5,4,0,38,0,3,10,5,16,12,16,20,0,82,3,15,11,11,21,30,8,19,26,136
UCL113016,3,0,0,0,11,5,3,8,0,29,5,0,3,3,16,11,21,27,0,86,10,13,6,9,114,94,71,49,3,365,3,3,0,0,11,12,3,12,0,41,6,8,19,22,89,128,52,78,11,413,0,3,7,5,35,19,13,20,0,94,11,28,23,36,56,25,27,30,0,243,3,51,20,12,16,12,8,9,0,135,9,14,14,20,42,45,34,82,3,257,0,6,0,3,3,6,3,3,0,25,0,0,0,3,13,5,8,4,0,35,3,5,0,0,3,7,5,7,0,31,0,6,4,7,18,18,13,9,0,71,3,15,5,21,16,20,7,4,0,90,13,7,6,8,82,82,47,19,3,275,0,10,10,9,11,18,3,8,0,69,0,5,10,17,25,20,7,8,3,98,0,8,3,7,3,5,0,3,0,28,3,12,6,6,35,40,27,36,0,162,0,16,8,16,40,32,12,20,16,149
UCL113017,0,3,0,3,9,3,3,15,0,36,55,7,26,41,141,176,328,467,19,1252,3,0,10,3,39,49,29,46,0,184,3,0,4,4,75,28,24,24,0,167,12,5,19,15,54,69,44,89,9,315,4,4,3,0,14,18,24,41,0,111,6,32,23,20,47,11,18,15,0,173,3,53,16,11,20,11,5,19,6,150,3,11,12,11,14,12,10,45,3,130,0,3,0,0,0,0,3,3,0,15,0,0,0,0,3,3,0,3,0,7,3,3,0,0,0,4,7,10,0,31,0,5,0,3,16,15,10,21,0,67,3,9,7,13,24,13,12,32,3,111,0,8,3,4,33,33,26,53,4,168,3,8,3,7,11,13,5,23,0,77,0,6,3,14,8,13,4,13,0,54,0,8,0,0,3,3,0,0,0,16,7,8,0,9,34,45,29,45,4,179,0,3,3,10,18,19,11,28,29,123
UCL113018,0,0,3,0,0,0,3,4,0,6,0,0,0,0,0,0,0,11,0,9,3,6,3,8,36,26,15,19,3,120,0,0,3,0,10,5,3,8,0,29,12,19,26,37,62,95,37,48,8,334,0,4,0,3,5,6,3,10,0,32,3,30,20,18,40,25,14,26,0,180,0,26,16,17,19,17,3,10,0,115,3,12,5,15,24,21,12,23,0,118,0,0,0,3,0,0,0,3,0,11,0,0,0,0,3,3,3,3,0,11,0,0,0,0,3,6,4,10,0,23,0,10,0,6,7,18,4,4,0,48,3,18,8,15,16,10,3,5,0,79,6,3,5,12,65,46,56,24,0,214,0,3,5,3,3,3,0,8,3,34,0,4,14,14,28,12,3,10,0,90,0,7,0,8,3,4,0,3,0,28,0,3,3,14,11,14,13,16,0,83,7,8,11,11,14,15,6,10,24,100
