UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL115040,6,0,3,3,8,11,10,22,0,72,7,3,4,19,23,29,7,13,3,106,0,0,3,8,15,27,10,13,0,88,7,10,14,11,28,15,3,8,0,90,7,3,7,6,23,9,4,3,0,74,0,18,8,9,10,9,0,5,0,56,4,4,0,7,10,14,9,7,0,60,3,12,8,15,11,19,5,9,0,79,0,0,0,0,0,0,0,0,3,5,25,66,49,76,137,138,53,87,7,638
UCL115041,3,4,3,7,10,22,6,35,0,88,8,7,8,20,25,22,24,29,0,142,3,7,4,8,28,18,12,19,4,104,9,22,16,39,33,8,3,10,3,139,0,8,14,15,29,9,6,9,0,80,4,15,14,21,16,8,3,9,0,84,5,3,4,4,9,6,11,4,3,49,3,31,12,11,24,16,7,8,0,111,3,0,0,0,0,0,0,0,8,13,35,88,71,118,176,109,73,112,19,814
UCL115042,3,4,5,5,10,11,9,30,0,86,11,3,3,7,18,25,21,18,0,109,5,8,3,9,28,27,7,11,4,107,9,12,17,24,35,8,8,0,8,118,7,9,15,16,26,18,6,3,3,101,0,9,8,10,9,11,3,3,0,57,3,0,4,3,18,11,5,12,5,66,3,15,12,23,25,15,4,13,6,124,3,0,0,0,3,0,0,0,8,18,41,71,62,102,175,133,67,89,31,774
UCL115043,0,0,0,3,8,9,10,21,0,58,8,5,11,19,14,20,10,15,0,96,3,4,8,3,20,28,6,31,0,105,5,14,17,25,12,3,3,8,0,84,0,13,7,12,14,10,3,6,0,63,0,17,9,4,10,9,3,4,0,51,4,3,5,6,8,3,6,7,5,40,5,20,9,13,21,14,13,9,6,107,0,0,0,0,0,0,3,0,3,15,26,71,67,84,106,91,57,109,8,621
UCL115044,0,6,3,11,7,12,11,38,0,92,7,3,14,11,18,20,20,18,3,107,8,7,13,22,44,39,10,13,3,161,10,10,15,27,18,6,10,5,0,107,3,11,19,17,20,17,4,5,0,86,8,9,12,21,7,4,3,5,3,71,3,3,3,6,24,12,3,11,0,66,3,19,8,12,23,12,8,13,4,105,0,0,0,0,3,4,3,0,4,14,43,76,93,121,163,128,73,108,20,818
UCL115045,0,3,3,8,14,22,14,30,3,95,12,13,23,24,45,46,17,30,4,206,6,11,18,28,48,56,13,40,10,220,13,29,27,31,35,19,12,9,0,171,3,28,22,20,33,15,0,7,3,128,5,20,13,12,23,11,9,5,0,107,3,3,10,12,12,13,3,14,0,68,8,40,22,13,19,15,10,12,0,137,3,0,0,0,5,7,3,5,3,26,55,149,140,148,214,211,69,148,28,1155
UCL115046,3,3,3,3,3,5,3,16,0,43,0,7,5,5,4,11,6,14,0,51,4,0,0,6,14,22,10,15,0,73,5,15,6,7,7,4,5,3,3,50,4,3,9,12,11,3,3,3,0,46,0,9,5,0,3,4,0,3,0,29,6,4,3,0,9,3,5,12,0,45,5,16,7,14,6,6,9,4,4,69,0,0,0,0,0,0,0,0,4,7,19,59,37,55,51,69,35,67,11,408
UCL115047,0,3,0,7,8,9,5,22,0,52,4,12,14,17,6,15,9,11,0,96,5,16,7,11,26,19,5,7,0,101,3,16,12,25,14,6,0,4,0,88,3,6,9,11,10,14,7,5,3,63,0,16,9,10,13,3,0,3,0,60,0,5,5,0,3,7,4,8,0,31,4,11,5,10,15,4,7,3,0,55,0,0,0,0,0,0,0,0,0,6,18,85,79,101,92,74,41,60,8,555
UCL115048,3,0,0,3,3,5,4,12,0,32,0,3,10,0,4,5,9,8,0,46,7,3,9,8,14,20,19,21,0,97,3,11,10,18,7,8,0,0,0,49,3,6,5,14,13,11,8,4,0,67,0,14,6,9,8,0,3,0,0,44,5,4,7,3,22,23,19,29,5,113,0,19,12,11,9,8,0,6,3,80,3,0,0,0,0,0,0,0,5,14,23,61,56,67,85,79,55,91,17,541
UCL115049,0,0,0,4,3,3,5,10,0,29,3,7,7,3,8,4,3,4,0,38,5,9,6,12,7,12,6,7,0,55,0,14,8,9,3,0,3,0,0,44,0,10,13,16,7,3,0,3,0,40,0,3,6,6,5,4,0,3,0,27,3,0,6,0,7,7,3,11,0,37,4,14,9,10,13,0,3,3,0,60,6,0,0,0,0,0,0,0,0,9,22,49,42,60,52,38,28,37,8,339
UCL115050,0,0,3,8,8,7,6,17,0,52,8,14,12,7,15,24,8,16,4,108,0,4,5,7,27,28,7,16,8,112,3,13,3,8,11,0,3,5,0,43,0,9,12,9,18,19,8,0,0,83,4,6,7,3,5,3,3,4,0,38,3,8,0,9,13,9,4,9,0,62,0,6,5,0,4,14,6,8,0,34,0,0,3,0,0,0,0,0,4,8,21,59,51,50,109,114,51,76,15,539
UCL115051,0,0,3,7,13,10,3,23,0,72,7,7,8,6,20,12,7,14,0,92,9,14,3,13,34,25,17,18,0,139,9,19,19,19,16,7,5,10,3,102,4,7,17,9,25,8,5,4,0,84,5,15,6,9,11,4,4,5,5,73,4,3,4,5,25,13,5,18,3,89,7,31,21,11,11,12,7,6,3,104,0,0,0,0,3,3,0,0,0,6,46,101,88,84,160,110,56,93,16,748
UCL115052,0,8,4,11,21,8,3,28,4,90,6,10,11,20,13,30,9,16,0,122,6,13,11,18,43,33,22,23,3,182,7,29,12,38,17,9,8,15,0,139,3,17,13,22,21,12,3,10,3,107,4,35,14,27,21,9,7,11,0,126,4,4,3,4,14,21,12,40,0,109,13,51,23,28,29,21,13,25,8,199,0,0,0,0,3,3,0,3,5,16,43,166,106,168,178,148,85,168,22,1084
UCL115053,3,9,0,0,26,28,22,31,0,122,21,33,42,30,117,96,47,46,10,440,5,16,11,19,63,64,27,46,4,244,19,99,44,38,50,17,22,20,11,314,7,27,27,22,52,22,16,11,3,183,13,72,24,14,23,19,7,13,5,184,0,6,4,0,12,20,7,16,3,72,8,48,27,17,21,30,6,3,6,163,3,0,0,0,3,0,0,0,3,10,85,299,174,126,363,296,154,193,47,1741
UCL115054,4,3,4,7,17,18,19,32,0,112,9,18,26,30,43,31,22,22,0,190,6,10,11,14,30,34,21,13,3,151,3,32,23,45,28,12,9,11,3,160,0,13,13,15,24,7,3,4,0,97,3,37,12,16,15,0,9,5,0,96,4,7,3,13,10,12,8,16,0,73,5,34,20,22,18,13,10,5,4,137,0,3,0,3,0,4,0,0,12,17,37,157,111,164,195,134,96,113,26,1029
UCL115055,7,0,3,0,4,11,3,11,0,39,3,6,11,6,11,16,0,11,0,69,3,6,3,3,21,18,12,11,0,85,7,15,8,24,10,7,9,0,0,80,5,5,3,4,11,11,4,3,0,54,0,13,13,9,9,7,3,8,3,59,0,0,3,0,9,0,0,4,0,23,0,11,5,5,12,3,0,3,3,39,0,0,0,3,0,0,0,3,8,11,21,58,61,59,88,71,37,50,15,462
UCL115056,8,4,0,3,7,12,8,42,0,82,4,11,14,19,19,17,13,9,3,102,0,3,5,3,14,27,8,16,3,87,6,24,9,23,9,6,7,10,4,100,7,9,7,17,27,9,7,7,0,77,0,13,8,5,16,6,8,9,0,68,16,9,6,7,16,12,3,4,3,77,3,13,12,13,19,20,7,7,0,93,0,0,0,0,0,3,0,4,5,7,40,82,67,89,119,122,55,106,16,692
UCL115057,3,3,0,3,23,30,14,15,3,90,5,8,3,14,38,25,16,18,0,132,3,5,8,7,86,104,68,37,0,314,5,18,17,23,46,36,27,20,4,188,3,3,13,11,37,29,18,12,0,131,3,35,13,8,15,9,4,7,3,90,7,3,3,3,22,18,6,27,3,97,3,26,16,16,25,21,8,12,6,123,3,0,0,0,3,3,3,3,3,23,39,94,73,87,296,268,162,145,23,1197
UCL115058,0,0,3,0,0,0,7,3,0,18,0,3,6,6,21,6,7,3,0,49,0,3,4,6,15,17,3,13,0,63,4,4,5,8,6,6,0,3,0,40,0,0,9,4,19,3,4,4,0,39,0,7,11,5,10,4,0,5,0,42,0,3,3,0,11,4,0,6,0,30,0,10,7,9,17,10,5,4,0,68,0,0,0,0,0,0,0,0,4,12,10,34,52,37,92,51,25,45,15,351
UCL115059,3,3,5,7,9,20,17,36,0,91,0,12,9,16,29,34,7,24,0,131,0,4,3,3,19,45,18,27,4,127,0,12,13,11,9,13,0,0,0,67,3,9,9,14,24,17,10,7,0,93,0,23,14,13,15,6,7,3,0,78,0,0,3,3,10,12,6,10,4,50,0,6,9,9,4,14,9,9,0,64,0,0,0,0,0,0,0,4,7,10,11,68,65,69,123,161,70,122,19,711
UCL115060,3,0,4,8,14,21,6,34,0,95,3,9,22,12,25,20,11,33,0,138,0,3,9,5,12,41,10,24,0,101,3,10,6,11,4,3,5,3,0,43,4,14,12,15,22,5,9,3,0,95,0,25,3,10,8,12,3,4,0,54,0,0,4,3,3,9,4,6,0,24,0,11,3,4,3,6,0,0,0,36,0,0,0,0,0,0,0,0,3,5,23,76,59,72,87,112,54,111,7,602
UCL115061,8,20,15,20,29,51,33,99,0,265,24,44,70,65,96,97,53,72,0,522,13,21,19,33,47,77,34,44,3,294,14,50,47,36,32,24,18,16,5,249,8,41,32,41,31,24,11,14,0,209,4,41,20,13,19,14,3,12,0,138,3,6,4,4,6,12,4,35,0,78,10,59,24,12,14,16,3,6,0,146,8,0,0,0,3,0,0,3,4,26,101,277,237,233,280,321,163,304,26,1928
UCL115062,3,3,6,4,17,10,5,39,0,86,7,4,5,14,27,19,20,17,0,113,7,3,3,13,24,40,14,26,3,140,7,23,17,43,36,16,11,8,8,166,3,13,19,14,27,0,3,7,3,94,0,18,12,16,8,5,3,6,8,77,6,4,3,4,13,11,6,25,0,72,3,34,25,16,19,17,10,9,6,142,0,3,0,0,0,0,0,0,3,12,37,104,95,119,175,120,72,144,33,902
UCL115063,3,4,5,4,19,22,11,44,4,122,8,8,7,18,28,34,6,20,3,142,9,15,6,20,48,95,46,60,5,314,3,20,23,32,23,17,15,9,6,144,18,21,29,25,50,37,18,16,3,217,0,28,24,7,28,15,4,11,0,104,0,4,7,3,19,25,23,40,5,126,3,27,14,25,22,33,17,15,3,160,0,0,0,0,3,0,6,3,13,28,49,128,119,128,238,285,137,222,42,1356
UCL115064,5,7,3,12,13,8,12,31,0,100,5,12,11,14,16,18,6,19,0,95,3,10,11,7,32,26,9,30,4,132,4,21,14,18,16,3,4,3,4,94,0,12,3,12,15,3,8,0,3,62,3,16,14,24,10,7,10,7,0,86,11,0,9,5,23,9,0,18,0,81,3,29,17,11,27,7,3,12,6,113,0,0,0,0,0,0,0,0,3,3,34,105,76,107,152,96,59,110,23,763
UCL115065,7,0,3,3,22,34,20,41,0,123,29,9,8,20,57,62,24,22,3,229,4,3,0,3,33,24,6,21,0,99,5,16,9,8,22,14,19,6,0,102,12,12,17,15,61,28,20,18,3,183,0,8,8,7,12,10,3,5,0,57,0,3,0,0,3,7,3,6,0,23,0,4,4,3,6,3,4,5,3,39,3,3,0,0,7,5,6,0,0,19,63,57,47,60,219,185,106,128,15,876
UCL115066,0,4,3,3,5,10,5,16,0,54,0,6,3,13,5,12,0,15,3,57,0,3,3,7,16,17,10,16,4,81,7,0,9,4,8,6,5,0,0,41,5,13,8,3,18,11,6,3,0,62,3,4,10,4,8,6,3,0,0,38,0,5,0,7,3,7,0,0,0,25,11,15,8,4,14,7,5,5,0,65,0,0,0,0,0,0,0,0,0,5,31,53,41,50,81,78,37,55,13,432
UCL115067,3,4,4,4,13,23,8,29,4,92,7,5,10,12,16,24,8,15,3,93,0,8,8,7,17,22,18,11,8,104,4,18,3,15,11,9,4,4,3,70,0,9,10,10,14,7,9,4,0,63,0,8,3,13,4,6,7,3,3,52,0,7,4,3,18,15,9,18,0,73,0,26,11,9,17,19,14,12,3,102,0,0,0,0,0,0,0,0,0,4,18,86,63,63,114,120,77,93,22,666
UCL115068,7,3,5,10,14,15,11,29,0,84,3,6,10,17,20,23,12,11,0,99,11,8,12,20,49,62,45,66,0,266,9,30,22,25,20,9,0,3,4,126,3,8,18,23,28,14,9,10,0,110,6,25,21,17,15,6,3,10,3,103,11,0,7,13,28,22,34,68,0,189,8,39,26,17,25,18,8,8,3,160,0,0,0,0,0,7,0,8,7,26,57,120,117,138,208,173,118,212,28,1167
UCL115069,4,6,4,0,10,9,5,30,3,65,4,5,15,8,14,12,6,10,0,72,4,5,5,11,23,32,18,36,0,138,3,8,20,20,11,10,3,10,0,81,7,11,3,6,7,9,6,6,0,55,0,22,14,10,14,3,0,0,0,63,6,3,4,4,12,16,30,44,3,124,5,20,9,15,12,8,3,11,0,95,0,0,0,0,0,0,0,4,0,8,38,82,77,76,107,101,76,136,9,709
UCL115070,3,3,5,0,7,10,8,15,0,50,10,6,16,17,21,4,7,12,0,86,6,9,10,10,22,18,9,19,0,105,0,7,18,19,17,4,4,10,3,79,3,13,13,8,11,10,7,3,0,71,6,24,10,9,15,0,5,3,0,79,3,0,5,3,10,6,3,15,0,49,0,12,9,17,10,15,9,4,3,74,0,3,0,0,0,0,0,3,0,4,28,82,79,89,117,70,39,85,8,588
UCL115071,0,5,5,7,7,21,3,26,6,83,0,5,11,13,17,11,12,11,0,82,3,9,8,14,22,23,7,23,3,103,3,17,19,23,10,5,6,3,3,83,3,9,8,10,20,11,3,0,3,77,0,18,19,20,14,7,6,7,0,90,3,0,9,4,15,6,13,15,3,62,3,31,11,22,38,23,16,9,8,158,0,0,0,0,0,3,0,0,5,13,17,94,84,111,145,111,69,103,26,760
UCL115072,3,4,4,0,13,18,4,32,0,83,3,3,7,16,13,17,8,3,3,74,3,17,11,5,34,31,11,13,5,122,0,9,12,12,19,5,4,4,0,71,3,13,16,16,28,14,3,6,0,88,0,14,13,18,17,0,3,3,0,71,3,10,3,6,13,17,8,13,0,74,6,24,24,15,57,20,15,11,4,170,0,0,0,0,0,0,0,0,4,5,26,91,96,84,188,112,65,96,16,765
UCL115073,8,0,3,11,12,13,5,37,0,91,4,4,10,4,8,24,0,15,0,76,3,7,3,9,28,30,15,10,0,112,3,17,12,21,18,6,7,9,0,90,5,6,17,10,24,6,0,6,0,79,3,17,7,11,4,4,0,7,0,54,0,0,9,0,17,11,4,19,3,66,5,22,11,13,30,26,6,6,0,115,0,3,0,0,0,0,0,4,0,10,30,71,77,74,147,128,47,112,10,692
UCL115074,0,7,0,3,13,18,10,31,8,87,6,9,16,23,15,24,9,11,0,119,3,3,6,7,27,19,11,12,0,94,7,22,18,30,13,12,3,4,0,110,3,17,18,14,14,16,3,3,0,80,0,17,13,20,15,3,8,6,3,78,0,4,5,3,8,4,3,10,0,47,5,25,18,11,13,12,0,17,6,107,0,0,0,0,0,0,0,0,12,13,20,106,94,121,110,107,50,97,26,729
UCL115075,3,8,4,13,18,16,8,48,0,126,3,5,5,8,19,21,12,26,0,102,5,10,6,13,30,30,13,36,7,151,4,16,14,26,14,11,3,5,3,99,3,12,19,16,18,17,4,5,3,95,0,23,13,8,16,10,9,12,0,93,13,5,7,5,19,25,13,35,8,125,10,32,12,32,25,13,14,16,5,159,0,3,0,0,4,0,0,0,16,21,38,115,92,118,158,144,73,189,34,963
UCL115076,0,4,0,4,17,35,11,23,3,98,0,10,12,15,30,18,11,10,0,111,4,8,12,13,44,52,25,42,7,210,4,23,22,30,19,10,8,9,3,130,7,6,3,19,28,27,12,11,0,109,4,34,15,24,19,13,6,8,0,122,3,7,5,3,26,24,7,31,0,114,7,22,18,15,28,26,11,15,0,155,3,4,0,0,3,0,0,3,4,20,41,119,90,126,219,199,99,158,21,1061
UCL115077,0,3,5,6,4,3,11,30,0,72,3,0,4,0,13,6,5,15,0,43,3,6,3,7,15,13,5,13,4,73,4,7,7,11,4,3,0,6,0,54,0,4,3,13,9,5,3,0,0,43,0,3,6,10,3,0,0,4,0,25,3,0,6,5,17,14,9,16,6,76,5,14,4,18,13,20,9,28,3,114,0,0,0,0,0,0,0,0,5,5,20,51,49,75,75,63,47,112,15,502
UCL115078,7,0,0,4,3,10,4,18,0,48,6,5,3,3,4,8,10,12,0,49,3,0,7,3,12,22,5,14,3,69,7,10,11,7,9,6,4,3,0,62,0,5,9,15,11,9,0,3,0,52,0,10,5,7,11,4,4,3,0,47,0,4,4,0,10,6,10,11,5,52,3,22,10,8,11,6,3,6,0,81,0,0,0,0,0,0,0,0,3,12,26,66,50,51,69,74,35,72,12,458
UCL115079,7,3,3,7,7,23,18,34,0,109,3,9,18,18,22,21,3,9,0,97,5,5,5,12,38,41,15,29,0,157,3,17,18,19,15,5,3,4,3,89,5,17,18,13,26,12,8,6,3,116,4,28,9,8,16,4,3,8,3,89,7,0,3,5,21,21,11,26,0,91,0,35,10,20,41,26,11,11,3,156,0,0,0,0,3,5,0,0,0,13,42,124,87,103,186,161,79,123,19,918
UCL115080,0,3,7,0,3,4,8,21,0,43,0,0,3,7,9,6,6,3,3,41,0,3,3,10,12,14,3,7,0,60,0,10,14,13,9,3,0,0,0,49,0,7,14,3,0,0,3,0,0,27,0,15,8,9,10,3,0,5,0,55,0,0,0,0,3,3,0,8,3,21,7,19,11,12,7,3,3,3,3,76,0,3,0,3,0,0,0,0,3,12,12,67,64,59,52,41,24,48,9,377
UCL115081,0,5,3,3,13,29,18,75,3,156,3,13,18,10,18,12,19,31,0,127,9,5,6,17,37,29,34,41,5,181,3,19,20,34,33,20,13,30,3,174,4,11,12,10,25,18,14,11,0,102,3,11,13,15,31,15,18,19,0,127,3,0,4,9,18,10,13,14,0,68,3,28,21,37,26,18,10,18,3,159,0,0,0,0,4,3,3,3,6,26,28,94,94,132,199,155,152,244,23,1122
UCL115082,0,0,0,5,6,7,12,14,0,52,7,4,8,13,20,18,7,3,0,79,0,5,5,9,21,29,16,18,0,109,0,17,9,12,8,8,0,3,0,64,0,7,11,14,19,11,6,3,0,65,0,27,4,9,7,7,7,7,0,71,0,5,0,4,3,7,5,9,0,44,3,11,8,7,14,10,4,8,0,62,4,0,0,0,0,0,4,0,0,11,27,65,50,69,101,101,56,67,3,556
UCL115083,0,3,0,0,6,12,5,13,0,46,3,10,11,14,18,25,13,16,0,106,0,0,3,5,9,16,5,9,0,54,7,3,9,11,18,3,3,3,0,65,7,4,7,4,20,12,3,3,0,70,0,21,9,11,5,3,5,4,4,59,3,0,0,3,9,6,4,6,0,39,0,11,10,3,11,10,3,0,0,52,0,0,0,0,0,3,0,0,0,4,21,57,52,56,106,90,46,65,8,495
UCL115084,4,3,11,6,20,23,18,38,0,128,11,6,18,18,38,33,16,18,0,152,3,7,11,5,57,59,18,29,3,201,9,44,26,36,68,24,8,18,4,244,15,16,20,35,40,32,8,3,0,166,3,33,16,23,14,21,3,10,3,127,13,9,5,12,39,34,23,28,5,168,15,40,28,46,87,59,27,17,9,326,0,0,0,3,4,3,3,0,9,20,61,166,136,181,379,290,135,167,29,1536
UCL115085,0,3,0,0,3,3,0,5,0,15,0,3,3,5,4,10,3,6,0,28,3,7,3,3,15,9,5,8,0,59,0,4,8,13,9,5,0,0,3,44,0,3,4,12,3,3,0,0,0,26,0,11,0,3,0,0,0,4,0,18,0,0,8,0,14,0,14,3,0,37,7,17,12,8,11,0,3,6,0,57,4,0,0,0,0,0,0,0,0,9,19,42,36,40,56,33,24,35,3,293
UCL115086,0,5,0,4,11,6,0,11,3,35,3,4,4,10,5,4,3,3,0,35,3,3,0,7,22,13,3,14,0,71,0,3,8,15,3,3,3,4,0,41,0,3,3,10,12,6,0,3,0,43,4,10,3,9,6,5,0,0,0,34,3,3,3,4,9,9,4,18,0,52,4,10,8,3,13,5,3,4,0,57,0,0,0,0,0,0,0,0,3,9,19,47,36,61,74,61,23,52,8,375
UCL115087,0,3,3,4,3,9,4,12,0,39,0,3,13,17,22,30,3,11,0,101,4,3,4,3,39,34,21,17,4,133,5,15,13,13,18,14,13,3,0,90,3,8,4,14,31,10,3,0,0,71,6,18,13,9,13,11,0,0,3,70,3,6,6,7,7,5,5,17,4,56,4,12,4,21,31,21,5,9,4,118,0,0,0,0,5,4,0,0,7,13,27,71,62,85,164,124,59,72,22,683
UCL115088,0,0,5,3,10,11,13,30,0,77,6,11,14,22,15,35,10,25,0,133,3,3,4,4,16,24,18,15,0,85,3,9,8,10,9,5,0,3,0,42,3,12,13,15,12,14,3,8,0,84,0,10,6,3,6,14,4,7,0,47,0,0,3,3,4,8,0,3,0,17,0,10,7,5,7,9,0,3,0,43,0,0,0,0,0,3,0,3,0,6,12,52,63,63,75,121,48,98,3,535
UCL115089,4,3,3,7,13,13,5,24,0,74,4,8,10,12,28,18,13,11,0,107,4,11,7,11,21,37,11,18,3,126,6,17,22,19,13,8,4,7,3,96,3,7,12,23,23,17,3,3,0,92,3,15,8,14,13,5,4,6,0,78,3,7,7,3,13,11,9,18,0,80,3,32,17,21,28,27,13,3,4,152,0,0,3,0,0,0,0,0,13,16,35,104,93,113,163,139,65,92,16,819
UCL115090,0,3,0,7,7,15,10,33,0,74,0,3,5,4,3,21,8,13,3,53,0,0,9,9,13,13,8,15,0,61,3,6,5,6,7,3,3,7,0,42,0,10,4,8,8,9,3,3,3,46,3,13,3,4,0,4,4,5,3,45,0,3,3,3,0,0,5,6,3,24,3,15,7,8,3,13,8,7,0,66,0,0,4,0,0,0,0,0,6,8,15,51,43,53,37,89,49,82,19,436
UCL115091,3,3,3,11,23,22,15,38,0,120,5,28,22,20,38,42,21,34,0,213,5,11,15,19,48,43,16,23,3,191,6,33,23,40,16,19,8,9,0,151,3,14,23,34,44,18,3,10,0,145,8,41,21,18,21,8,4,3,0,120,3,7,7,9,9,14,14,18,0,69,4,41,13,10,17,18,8,10,0,124,0,0,3,0,3,0,3,4,4,21,35,184,130,163,206,185,90,145,15,1152
UCL115092,9,9,3,4,16,12,17,19,0,89,5,8,13,8,22,18,16,18,0,105,5,13,6,10,30,36,20,32,4,156,6,17,27,22,17,7,9,13,3,114,7,16,10,17,36,19,4,10,0,116,0,28,21,16,9,3,0,13,0,88,8,6,9,11,17,17,16,18,0,86,0,36,18,23,13,14,9,12,0,115,0,0,3,0,4,0,0,4,3,15,34,122,108,113,153,124,87,128,10,884
UCL115093,4,4,0,0,3,11,3,12,0,36,5,3,3,3,22,14,5,22,0,80,3,4,7,4,9,3,3,3,0,34,3,14,9,18,18,6,0,11,3,78,0,3,8,4,8,5,3,5,0,41,0,3,10,7,5,3,0,3,0,37,4,7,3,6,3,8,3,10,0,31,0,11,8,11,5,5,3,0,0,51,0,0,0,0,0,0,0,3,3,5,14,52,44,61,73,56,24,64,15,396
UCL115094,0,0,6,12,18,5,7,23,0,75,13,3,17,14,23,21,11,21,0,110,8,9,15,12,36,24,14,15,0,125,5,16,22,39,24,11,4,13,6,143,9,10,16,13,33,14,4,3,0,102,5,24,11,9,19,8,12,8,4,98,0,4,12,3,14,13,3,14,0,68,3,34,18,26,22,18,10,6,3,138,0,3,0,5,0,3,0,0,8,16,43,103,109,130,183,116,68,109,19,870
UCL115095,0,3,3,10,4,20,3,27,0,69,8,15,13,28,28,26,9,16,0,150,3,9,7,10,21,14,10,12,3,94,9,23,16,35,10,3,11,10,0,122,3,6,14,18,24,9,3,3,0,77,5,17,18,18,11,10,4,6,0,80,0,7,4,5,5,4,3,11,3,47,8,28,16,24,14,11,12,15,3,121,0,0,0,0,3,0,0,3,10,14,33,106,104,145,124,99,43,94,17,768
UCL115096,3,7,7,15,10,18,12,23,0,98,13,9,20,19,20,28,13,27,0,151,0,4,8,18,24,25,19,23,4,122,3,28,21,12,14,10,5,11,0,102,9,11,13,18,39,14,7,3,0,116,8,25,17,18,19,9,5,8,3,105,0,3,3,3,6,3,4,6,0,31,0,22,9,21,10,14,8,3,3,91,0,0,3,0,0,4,0,3,3,9,36,121,100,119,141,124,74,104,13,826
UCL115097,3,3,3,5,7,8,4,25,0,65,0,3,3,11,11,9,7,9,0,56,5,0,4,7,31,18,9,13,3,96,0,11,14,24,16,9,3,9,0,89,0,9,14,11,20,10,3,5,0,72,0,14,6,8,7,9,4,0,0,47,3,4,3,5,11,9,10,16,0,66,3,24,14,19,22,9,7,5,0,99,0,0,0,0,3,0,0,0,4,12,15,78,58,90,131,91,51,82,15,601
UCL115098,0,6,0,3,5,9,3,15,0,57,5,11,12,13,12,18,8,20,0,100,0,0,3,3,11,17,9,14,0,58,3,12,6,7,9,3,4,3,3,56,3,14,6,6,4,5,0,3,0,41,5,13,10,8,0,6,8,4,0,60,0,3,0,3,3,0,0,3,0,17,3,11,6,6,9,3,0,0,0,43,0,0,0,0,0,0,0,3,3,12,18,76,47,50,63,70,33,73,8,441
UCL115099,0,3,3,0,10,16,10,23,3,79,7,4,9,9,14,23,9,10,0,86,7,4,7,9,28,26,15,10,0,106,4,16,11,14,14,7,3,7,0,79,0,15,11,11,24,17,7,6,0,87,0,14,4,8,14,10,9,8,0,66,3,0,4,6,11,12,4,11,0,51,3,18,10,12,16,14,11,6,0,84,0,3,0,0,4,0,0,3,3,18,22,74,55,66,140,126,70,80,9,644
UCL115100,0,0,0,10,13,13,11,23,3,67,4,10,17,17,23,15,5,15,3,111,5,7,16,15,41,35,13,23,7,152,3,22,20,21,13,6,5,9,5,98,7,13,12,22,36,9,3,6,3,118,9,26,16,19,15,10,3,6,3,105,3,9,10,6,4,8,8,8,0,67,6,31,11,20,14,14,8,4,6,111,0,0,3,0,0,0,0,0,9,17,34,124,98,136,161,105,54,89,39,843
UCL115101,7,8,9,21,15,27,11,33,0,138,23,53,48,62,42,39,21,26,6,308,11,18,19,25,35,40,12,15,7,177,6,37,29,41,17,9,4,9,0,160,8,21,11,26,19,12,5,4,3,110,4,35,22,27,18,13,13,8,3,138,3,3,3,14,12,9,4,5,0,59,7,49,29,23,15,11,3,4,9,148,0,0,0,0,0,3,0,0,5,12,62,218,174,236,187,159,72,110,31,1248
UCL115102,7,6,9,11,32,49,30,54,0,192,15,9,22,19,47,54,37,27,0,229,4,9,4,10,10,27,17,18,0,104,3,15,9,16,10,11,4,9,3,76,13,13,15,19,57,39,14,13,4,187,0,15,3,13,10,7,3,3,0,46,0,7,3,3,5,6,0,14,0,30,5,14,3,10,6,5,0,4,0,55,3,0,0,0,3,3,0,3,0,18,40,86,72,94,179,210,110,147,10,945
