UCL_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL115011,10,19,43,35,40,45,11,3,0,210,0,4,17,3,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,0,18,0,0,0,0,5,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,4,5,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,7,3,8,3,4,0,0,29,4,0,3,8,10,17,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115012,42,94,162,150,158,149,35,14,3,813,0,0,3,0,4,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,8,15,21,17,18,15,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,18,11,22,17,34,22,9,0,0,131,26,14,12,17,4,7,3,0,0,82,0,0,0,0,0,3,3,0,0,13,0,0,4,4,0,3,0,0,0,6,0,0,3,3,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,4,8,6,4,5,3,0,0,25,0,3,3,6,10,5,5,0,0,33,0,0,3,9,16,3,0,0,0,36,0,3,9,27,18,13,3,0,0,70,5,10,34,33,71,52,12,0,0,209,3,0,0,0,4,0,0,0,0,9,0,3,3,4,0,5,0,0,0,17
UCL115013,32,29,89,121,114,120,24,9,0,528,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,8,14,9,13,21,23,9,0,3,0,84,5,7,14,9,6,6,0,0,0,45,0,0,0,0,0,3,0,0,0,5,0,0,0,5,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,7,0,0,3,14,3,6,3,0,0,26,0,0,5,3,6,7,0,0,0,21,0,0,0,18,8,3,0,0,0,35,0,0,8,25,41,27,0,0,0,97,3,5,23,45,58,53,11,0,0,196,0,0,0,3,3,0,0,0,0,10,0,0,3,3,0,7,0,0,0,12
UCL115014,9,15,36,43,51,63,15,0,0,232,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,3,8,9,18,0,0,0,45,3,8,6,7,11,10,3,0,0,52,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,3,9,3,0,0,16,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,5,8,12,4,0,0,0,31,0,0,5,8,14,3,0,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,8
UCL115015,8,23,63,68,65,88,27,10,0,353,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,3,3,10,10,9,3,0,0,52,4,3,0,3,5,5,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,5,0,0,3,0,3,0,0,0,0,6,0,0,3,13,3,0,3,0,0,24,0,0,0,3,0,3,3,0,0,11,0,0,0,5,10,6,0,0,0,24,0,0,5,14,10,14,6,0,0,50,0,10,15,13,20,33,7,0,0,92,0,4,0,0,0,4,0,0,0,13,0,0,9,3,0,5,0,0,0,18
UCL115016,12,15,20,22,34,33,17,6,0,156,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,0,0,16,0,3,5,3,7,3,0,0,0,17,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,0,0,0,3,3,4,0,0,0,16,0,0,3,5,3,5,0,0,0,20,4,0,7,9,12,14,3,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115017,22,54,131,170,210,223,65,10,3,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,17,0,3,0,3,3,0,0,0,0,6,3,4,16,13,13,9,4,0,0,66,4,12,29,23,30,17,15,0,0,122,0,0,0,0,0,4,0,0,0,12,0,0,0,4,5,3,3,0,0,21,0,0,4,0,7,3,0,0,0,14,0,3,4,6,10,3,4,0,0,28,0,0,4,20,27,9,6,0,0,68,0,0,0,7,10,10,0,0,0,31,0,0,8,12,24,8,6,0,0,58,0,3,14,20,43,51,11,0,0,150,0,12,20,35,56,64,10,3,0,202,0,0,4,10,5,3,0,0,0,21,4,0,4,8,9,7,3,0,0,39
UCL115018,50,61,126,121,137,94,28,3,0,625,0,0,0,0,3,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,0,4,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,3,0,5,0,0,0,0,12,0,0,3,0,3,3,0,0,0,14,15,15,18,10,13,7,3,0,0,83,13,3,6,17,12,3,0,0,0,51,0,0,3,3,5,3,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,5,3,4,3,0,0,0,23,0,0,3,4,3,8,0,0,0,24,0,0,7,8,10,4,0,0,0,35,3,3,13,19,14,14,0,0,0,61,0,12,40,27,40,19,0,0,0,136,0,0,0,0,0,0,0,0,0,8,3,4,5,9,3,7,0,0,0,26
UCL115019,17,26,58,55,53,56,20,0,5,289,0,0,0,0,3,8,3,0,0,15,0,0,0,0,0,0,0,0,0,0,5,4,3,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,9,8,3,3,0,0,31,8,0,6,0,6,8,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,14,0,0,0,0,7,3,0,0,0,13,0,0,3,5,3,3,3,0,0,13,0,0,3,13,9,3,0,0,0,30,0,3,5,8,10,10,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9
UCL115020,48,35,61,116,172,107,27,0,0,568,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,3,8,0,0,0,0,9,0,0,3,5,3,4,0,0,0,14,0,0,0,3,0,0,0,0,0,3,9,0,13,12,18,24,3,0,0,72,20,6,6,12,12,9,0,0,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,13,0,0,3,9,5,4,0,0,0,18,0,0,3,6,8,4,8,0,0,26,0,0,0,3,3,7,3,0,0,17,0,0,7,4,8,4,0,0,0,25,3,5,18,31,41,22,3,0,0,122,0,4,14,29,51,38,6,0,0,145,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,4,0,0,0,18
UCL115021,11,20,38,46,59,57,14,3,0,249,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,5,3,8,7,0,0,0,25,0,3,6,0,4,5,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,0,0,0,0,16,0,0,3,8,9,5,3,0,0,32,0,0,3,14,17,15,3,0,0,48,0,0,0,0,0,0,3,0,0,5,0,0,3,0,3,0,0,0,0,4
UCL115022,9,28,92,55,84,58,15,3,0,339,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,3,4,12,12,4,0,0,41,0,3,4,3,3,5,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,3,6,8,0,0,0,18,0,3,18,22,16,3,0,0,0,57,0,4,31,22,12,10,3,0,0,87,0,11,23,12,24,13,3,0,0,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7
UCL115023,17,40,81,81,111,66,9,0,0,406,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,3,4,7,3,9,0,0,0,32,14,7,6,3,3,3,0,0,0,33,0,5,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,7,0,0,4,0,3,0,0,0,0,10,0,3,0,4,5,4,0,0,0,12,0,0,6,4,0,0,0,0,0,11,0,0,3,0,7,0,0,0,0,7,0,0,0,13,8,3,0,0,0,27,0,0,14,17,20,14,0,0,0,57,0,6,15,25,23,11,3,0,0,79,0,0,3,5,0,0,0,0,0,10,0,0,4,7,3,4,0,0,0,16
UCL115024,9,15,49,48,54,51,23,10,3,258,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,4,5,3,8,4,3,0,30,3,9,3,10,5,0,0,0,0,26,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,4,6,16,9,0,0,0,29,0,3,11,12,10,9,0,0,0,39,0,0,7,7,8,11,3,0,0,36,0,0,3,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL115025,28,50,181,187,116,96,23,3,0,680,0,0,3,0,0,0,3,0,0,8,0,0,20,10,3,0,0,0,0,37,0,0,7,7,3,7,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,3,0,0,0,18,0,0,0,0,3,0,0,0,0,8,6,5,18,9,18,8,3,0,0,62,15,17,17,10,16,5,0,0,0,83,0,0,5,4,4,3,3,0,0,16,0,0,3,0,0,0,0,0,0,3,0,0,5,6,0,0,0,0,0,11,0,0,3,8,6,0,0,0,0,11,0,0,7,8,6,4,0,0,0,21,0,0,10,15,5,5,0,0,0,32,0,4,10,10,3,7,0,0,0,28,3,6,13,12,8,4,3,0,0,55,0,3,29,20,17,17,4,0,0,88,0,0,0,4,0,0,0,0,0,5,3,0,5,10,0,3,0,0,0,27
UCL115026,28,31,57,84,114,89,20,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,14,5,0,7,14,6,0,0,0,56,9,7,6,8,7,3,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,4,0,4,0,0,0,13,0,0,6,3,4,10,0,0,0,21,0,0,0,11,16,10,0,0,0,35,0,3,4,21,23,18,3,0,0,74,0,7,17,22,44,32,3,0,0,118,3,0,0,0,0,0,0,0,0,5,0,0,5,3,6,0,0,0,0,16
UCL115027,17,18,40,64,72,78,20,3,0,304,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,3,9,7,14,0,0,0,45,3,4,6,10,10,8,3,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,3,4,3,0,3,0,0,14,0,0,0,7,10,3,0,0,0,19,0,0,4,3,0,3,0,0,0,8,0,0,7,6,14,8,0,0,0,32,0,3,10,12,20,20,4,0,0,64,0,0,0,0,3,0,0,0,0,7,0,0,3,5,0,0,0,0,0,8
UCL115028,12,12,29,33,54,41,11,0,0,194,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,3,6,4,7,3,0,0,0,30,4,7,3,4,8,8,0,0,0,32,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,0,0,22,0,7,4,8,16,12,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
UCL115029,35,24,47,72,119,103,58,8,0,465,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,0,9,0,3,0,0,5,3,0,0,0,12,7,0,8,3,12,9,4,0,0,40,20,8,3,4,17,10,3,0,0,69,0,0,0,3,0,4,0,0,0,9,0,0,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,6,0,3,0,0,0,16,0,3,3,4,12,17,3,0,0,36,0,3,0,0,9,11,0,0,0,25,0,0,3,9,10,5,0,0,0,27,0,0,4,12,29,20,10,0,0,63,4,3,12,22,27,26,5,0,0,105,0,0,3,3,4,0,0,0,0,8,0,0,8,0,4,3,0,0,0,14
UCL115030,22,33,63,81,124,110,40,3,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,8,4,8,6,5,8,0,0,0,46,7,4,0,6,4,0,0,0,0,28,0,3,0,5,6,3,0,0,0,11,0,4,3,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,12,0,0,0,3,4,0,3,0,0,11,0,0,3,12,11,16,0,0,0,46,0,0,0,3,10,0,0,0,0,17,0,3,3,7,12,9,0,0,0,40,0,3,5,11,23,25,8,0,0,78,3,7,4,20,35,21,9,0,0,100,0,0,0,0,7,3,0,0,0,17,0,0,7,3,3,0,0,0,0,14
UCL115031,44,49,184,245,229,136,27,9,0,919,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,4,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,0,15,0,0,3,3,0,0,0,0,0,11,17,11,3,12,15,10,8,0,0,59,24,4,6,8,9,4,0,0,0,59,0,3,3,8,8,6,3,0,0,27,0,5,4,0,3,3,0,0,0,17,0,0,7,11,12,0,0,0,0,29,0,0,3,11,7,0,0,0,0,27,0,0,10,20,14,10,6,0,0,58,0,0,3,3,12,3,0,0,0,23,0,8,52,102,67,24,4,0,0,251,3,0,22,32,28,14,3,0,0,105,4,6,21,20,26,24,3,0,0,105,3,0,0,0,4,0,0,0,0,10,3,3,3,8,7,3,0,0,0,33
UCL115032,37,31,99,114,89,67,8,0,0,454,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,7,6,10,9,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,10,8,9,15,16,20,9,0,0,0,75,12,4,3,3,5,0,0,0,0,27,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,4,4,3,0,0,0,0,10,0,0,3,0,5,3,0,0,0,11,0,0,6,9,5,0,0,0,0,22,3,4,11,21,4,9,0,0,0,49,8,8,17,25,16,15,0,0,0,88,0,0,5,0,0,0,0,0,0,5,0,0,3,6,0,0,0,0,0,12
UCL115033,49,52,161,148,146,114,28,0,0,709,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,4,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,16,15,24,15,13,11,4,0,0,109,19,6,19,7,9,8,0,0,0,62,0,0,0,3,0,6,0,0,0,11,0,0,3,3,0,0,0,0,0,9,0,0,7,7,3,0,0,0,0,16,0,3,9,3,0,3,0,0,0,18,0,0,7,4,12,3,0,0,0,29,0,0,3,7,4,0,0,0,0,16,0,0,10,4,7,12,0,0,0,32,0,8,28,38,37,19,0,0,0,133,4,3,32,43,46,29,9,0,0,165,0,0,0,3,3,0,0,0,0,11,0,0,4,8,7,0,0,0,0,23
UCL115034,37,52,65,100,157,111,17,3,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,7,0,0,0,22,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,22,9,13,10,10,6,0,0,0,78,4,9,8,0,12,3,0,0,0,38,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,3,4,0,0,4,0,0,0,9,0,0,0,4,7,0,3,0,0,15,0,0,7,4,8,11,0,0,0,25,0,0,0,5,9,6,0,0,0,21,0,0,9,7,15,13,0,0,0,48,0,6,4,23,23,18,3,0,0,78,3,4,19,28,39,33,9,0,0,130,0,0,0,0,0,0,0,0,0,4,3,7,3,7,8,0,0,0,0,26
UCL115035,27,19,41,61,77,60,14,0,0,305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,15,5,9,4,12,4,0,0,0,42,12,3,0,3,4,0,0,0,0,26,0,0,0,7,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,0,0,18,0,0,0,4,3,0,0,0,0,12,0,0,3,8,8,3,0,0,0,20,0,0,3,12,21,12,0,0,0,48,0,0,9,9,30,10,0,0,0,70,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,5
UCL115036,18,20,47,36,57,61,13,4,0,261,0,0,3,3,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,6,3,6,3,14,5,0,0,0,42,3,3,3,5,5,7,0,0,0,34,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,5,0,3,0,3,6,0,0,0,0,10,0,0,10,12,5,8,0,0,0,38,0,7,12,14,18,22,4,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4
UCL115037,29,84,229,204,169,164,32,3,0,909,0,0,0,0,3,4,0,0,0,11,0,12,46,23,23,6,0,0,0,104,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,7,5,3,0,0,0,0,14,0,3,4,0,0,0,0,0,0,10,9,10,21,16,18,14,0,0,0,95,18,5,19,10,14,13,4,0,0,89,0,0,3,3,3,3,3,0,0,12,0,0,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,15,0,0,3,0,8,0,0,0,0,9,0,0,9,6,4,0,0,0,0,21,0,6,7,8,7,6,0,0,0,25,0,4,6,15,7,12,3,0,0,48,0,6,28,19,19,14,0,0,0,83,5,5,31,21,25,26,0,0,0,118,0,0,0,0,3,0,0,0,0,5,0,0,10,3,3,3,0,0,0,16
