LGA_CODE_2016,C06_0_74_REA,C06_0_74_ST_HA,C06_0_74_Per_no_sa_ho,C06_0_74_Ho_co_op_c_c_g,C06_0_74_Oth_land_typ,C06_0_74_LLT_NS,C06_0_74_Tot,C06_75_99_REA,C06_75_99_ST_HA,C06_75_99_Pe_no_sa_ho,C06_75_99_H_c_op_c_c_gr,C06_75_99_Oth_lan_typ,C06_75_99_Lan_type_ns,C06_75_99_Tot,C06_100_149_REA,C06_100_149_ST_HA,C06_100_149_Pe_no_sa_ho,C06_100_149_H_c_o_c_c_g,C06_100_149_Ot_lan_ty,C06_100_149_Lan_typ_ns,C06_100_149_Tot,C06_150_199_REA,C06_150_199_ST_HA,C06_150_199_Pe_no_sa_ho,C06_150_199_H_c_o_c_c_g,C06_150_199_Ot_lan_ty,C06_150_199_Lan_ty_ns,C06_150_199_Tot,C06_200_224_REA,C06_200_224_ST_HA,C06_200_224_Pe_no_sa_ho,C06_200_224_H_c_o_c_c_g,C06_200_224_Ot_lan_ty,C06_200_224_Lan_ty_ns,C06_200_224_Tot,C06_225_274_REA,C06_225_274_ST_HA,C06_225_274_Pe_no_sa_ho,C06_225_274_H_c_o_c_c_g,C06_225_274_Ot_la_typ,C06_225_274_Lan_ty_ns,C06_225_274_Tot,C06_275_349_REA,C06_275_349_ST_HA,C06_275_349_Pe_no_sa_ho,C06_275_349_H_c_o_c_c_g,C06_275_349_Ot_lan_ty,C06_275_349_Lan_ty_ns,C06_275_349_Tot,C06_350_449_REA,C06_350_449_ST_HA,C06_350_449_Pe_no_sa_ho,C06_350_449_H_c_o_c_c_g,C06_350_449_Ot_lan_ty,C06_350_449_Lan_ty_ns,C06_350_449_Tot,C06_450_549_REA,C06_450_549_ST_HA,C06_450_549_Pe_no_sa_ho,C06_450_549_H_c_o_c_c_g,C06_450_549_Oth_lan_typ,C06_450_549_Lan_ty_ns,C06_450_549_Tot,C06_550_649_REA,C06_550_649_ST_HA,C06_550_649_Pe_no_sa_ho,C06_550_649_H_c_o_c_c_g,C06_550_649_Ot_lan_ty,C06_550_649_Lan_ty_ns,C06_550_649_Tot,C06_650_749_REA,C06_650_749_ST_HA,C06_650_749_Pe_no_sa_ho,C06_650_749_H_co_op_c_ch_gr,C06_650_749_Oth_lan_typ,C06_650_749_LLT_NS,C06_650_749_Tot,C06_750_849_REA,C06_750_849_ST_HA,C06_750_849_Pe_no_sa_ho,C06_750_849_H_co_op_c_ch_gr,C06_750_849_Oth_lan_typ,C06_750_849_LLT_NS,C06_750_849_Tot,C06_850_950_REA,C06_850_949_ST_HA,C06_850_949_Pe_no_sa_ho,C06_850_949_H_co_op_c_ch_gr,C06_850_949_Oth_lan_typ,C06_850_949_LLT_NS,C06_850_949_Tot,C06_950_over_REA,C06_950_over_ST_HA,C06_950over_Pe_no_sa_ho,C06_950ov_H_co_op_c_ch_gr,C06_950over_Oth_lan_typ,C06_950over_LLT_NS,C06_950_over_Tot,C06_R_NS_REA,C06_R_NS_ST_HA,C06_R_NS_Pe_no_sa_ho,C06_R_NS_H_co_op_c_ch_gr,C06_R_NS_Oth_lan_typ,C06_R_NS_Land_typ_ns,C06_Rent_not_statd_Tot,C06_Tot_REA,C06_Tot_ST_HA,C06_T_Pe_no_sa_ho,C06_Tot_Ho_co_op_co_ch_gr,C06_Tot_Oth_lan_typ,C06_Tot_LLT_NS,C06_T_T,C11_0_74_REA,C11_0_74_ST_HA,C11_0_74_Per_no_sa_ho,C11_0_74_Ho_co_op_c_c_g,C11_0_74_Oth_land_typ,C11_0_74_LLT_NS,C11_0_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Pe_no_sa_ho,C11_75_99_H_c_op_c_c_gr,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Pe_no_sa_ho,C11_100_149_H_c_o_c_c_g,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_co_op_c_ch_gr,C11_550_649_Oth_lan_typ,C11_550_649_LLT_NS,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Pe_no_sa_ho,C11_650_749_H_co_op_c_ch_gr,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Pe_no_sa_ho,C11_750_849_H_co_op_c_ch_gr,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Pe_no_sa_ho,C11_850_949_H_co_op_c_ch_gr
LGA12730,10,44,43,20,41,67,226,63,14,24,4,3,0,113,165,42,66,5,18,4,300,158,3,34,3,12,0,214,15,0,0,0,0,0,19,9,0,4,0,0,0,9,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,9,12,8,5,13,3,50,439,118,176,43,90,74,947,3,6,42,3,36,42,137,22,6,15,0,3,0,50,129,63,68,21,11,4,292,185,26,40,3,12,3,265,40,0,16,0,3,0,60,52,0,3,0,0,0,64,17,0,4,0,3,0,25,9,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12750,6,114,86,45,53,107,409,23,73,38,36,17,0,181,174,109,252,50,36,14,636,597,41,297,13,34,10,990,342,17,154,0,19,0,528,360,10,99,0,10,0,481,100,0,22,0,12,0,135,16,0,4,0,5,0,30,8,0,6,0,9,0,22,3,0,0,0,7,0,8,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,6,0,0,0,24,22,21,49,4,23,13,137,1662,390,1029,156,218,135,3591,3,32,107,8,37,92,277,8,99,14,15,8,3,144,68,131,115,61,30,8,410,288,47,215,20,30,8,613,262,39,167,15,15,0,495,570,37,218,0,16,4,848,461,6,141,0,16,0,619,170,0,38,3,7,0,221,17,0,6,0,0,0,25,0,0,6,0,0,0,4,0,0,0,0,4,0,7,0,0,0,0,0,0,7,0,0,0,0
LGA12850,27,1190,215,92,23,189,1747,22,538,32,59,10,12,674,906,1184,304,82,95,39,2600,2457,474,655,40,197,48,3862,1231,284,523,27,117,22,2203,2433,172,462,3,130,13,3218,825,14,148,0,40,4,1030,109,0,44,0,8,0,163,21,5,12,0,5,3,48,5,4,0,0,0,0,9,8,0,4,0,0,0,11,0,0,0,0,0,0,3,3,4,0,0,0,0,3,41,59,11,7,4,0,121,173,254,126,18,61,34,668,8262,4181,2542,323,682,376,16371,49,391,244,25,21,158,888,5,945,10,30,5,8,1000,91,984,137,103,35,8,1359,283,676,257,80,71,12,1373,477,231,268,44,69,9,1093,1490,266,430,63,91,19,2362,2412,321,622,35,156,36,3579,3032,86,616,9,170,29,3942,575,7,103,0,23,7,717,103,10,19,0,10,0,142,29,3,4,4,0,0,40,8,8,3,0,0,0,17,4,0,3,0
LGA12870,11,17,64,10,54,53,201,20,9,13,0,12,0,56,128,9,118,6,24,0,279,182,12,85,0,13,7,289,55,0,27,0,3,0,82,29,0,7,0,0,0,36,3,0,4,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,3,0,11,3,13,0,35,420,52,342,23,120,57,1005,0,13,49,3,29,38,137,8,10,8,10,10,0,51,80,20,76,7,12,5,202,148,4,89,3,9,0,254,71,0,49,0,3,0,132,142,0,39,0,12,0,184,39,0,22,0,4,0,64,6,0,3,0,0,0,9,3,0,3,0,3,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA12900,11,78,54,0,46,64,247,29,30,22,0,9,3,96,108,47,70,4,26,3,269,197,12,70,0,3,0,280,14,0,3,0,0,0,21,7,0,4,0,3,0,11,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,18,17,3,12,9,67,386,195,241,15,102,71,1002,7,20,50,6,36,49,162,10,50,10,3,5,0,83,93,56,68,4,14,0,237,216,21,82,0,12,0,338,50,0,25,0,0,0,77,21,0,10,0,3,0,43,11,0,6,0,4,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,21,463,198,31,24,210,951,9,166,20,19,3,3,212,70,282,129,34,13,10,532,736,90,257,19,41,14,1154,1133,39,316,7,18,7,1526,2356,60,379,11,23,15,2844,2629,41,360,4,22,17,3067,1056,6,179,3,10,9,1278,182,0,39,3,0,3,229,54,3,17,0,3,0,77,29,0,9,0,0,0,36,5,3,3,0,0,0,11,9,0,0,0,0,0,6,41,24,15,0,3,0,86,142,100,84,19,22,22,377,8462,1274,2006,148,180,313,12386,34,156,229,31,26,121,599,0,432,13,18,8,3,474,24,235,79,38,7,3,392,85,175,133,35,17,3,457,107,53,120,8,22,3,317,406,50,197,16,31,3,702,1683,64,394,10,35,16,2201,3524,56,535,12,45,15,4184,1817,5,303,3,22,8,2157,584,3,98,7,9,3,700,176,0,34,0,3,0,217,72,3,14,0,0,0,89,26,0,6,0
LGA12950,0,13,36,0,20,19,92,17,27,17,8,3,5,70,94,22,60,8,11,0,196,8,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,3,7,0,3,0,17,126,69,124,14,46,26,407,0,7,35,4,16,26,82,8,23,15,3,3,0,51,54,28,42,10,10,0,145,55,3,50,10,12,0,122,12,0,11,0,0,0,20,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13010,14,35,60,9,20,43,183,66,24,23,20,10,0,141,176,32,75,12,12,8,309,99,0,31,0,0,0,125,7,0,4,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,6,9,0,7,0,33,370,96,213,45,46,52,824,3,3,35,0,27,32,100,9,3,11,9,4,3,42,108,35,58,22,12,4,237,150,29,66,4,7,0,257,83,6,12,3,4,0,115,55,3,13,0,3,0,76,8,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13310,15,191,71,28,31,66,396,75,124,36,21,13,4,276,376,129,145,8,26,3,693,557,76,209,5,41,3,887,149,11,66,0,7,0,238,125,0,33,0,0,0,162,30,0,4,0,0,0,35,3,0,3,0,0,0,9,0,0,6,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,0,16,23,56,20,8,14,3,126,1364,601,600,68,141,87,2850,11,61,60,7,37,57,231,18,161,12,18,9,3,220,153,149,95,18,33,3,459,348,95,156,8,32,3,644,209,47,112,0,12,0,383,356,4,109,3,24,3,501,249,4,65,0,5,0,331,58,0,15,0,0,0,80,4,0,3,0,0,0,10,4,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0
LGA13340,12,12,69,4,41,58,201,15,3,42,0,3,3,71,57,10,107,3,25,3,207,44,0,47,0,6,0,95,12,0,12,0,0,0,30,10,0,6,0,0,0,14,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,15,3,17,4,41,159,31,301,16,99,62,677,4,4,42,4,32,57,138,8,5,8,5,0,3,31,39,11,72,4,17,0,141,67,0,86,0,6,0,163,33,0,29,0,3,0,68,29,0,22,0,3,0,54,23,0,10,0,0,0,38,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,21,88,92,44,47,101,388,22,59,26,10,8,4,129,278,102,103,14,44,3,548,442,58,153,3,42,3,695,255,9,75,3,8,6,352,197,6,28,0,7,3,237,62,0,3,0,5,0,77,8,0,3,0,0,0,10,3,0,3,0,0,0,9,0,0,3,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,3,0,0,21,30,20,25,8,27,12,119,1320,352,520,82,195,123,2594,23,31,85,12,47,81,283,18,73,18,11,3,0,118,188,101,89,9,39,3,435,360,81,134,16,33,3,630,228,10,101,4,25,5,373,351,10,71,0,13,3,442,152,0,34,0,3,0,189,84,0,15,0,0,0,104,7,0,0,0,0,0,9,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA13510,12,72,55,4,50,76,270,23,36,30,0,9,0,90,118,99,96,0,23,5,338,100,14,53,0,16,0,181,20,0,9,0,3,0,26,7,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,0,0,11,3,15,8,0,15,0,40,274,232,258,5,114,84,968,6,25,59,0,42,59,184,13,61,6,0,4,0,85,70,53,57,0,10,4,205,126,48,78,0,15,0,269,50,4,41,0,3,0,102,46,0,18,0,3,0,66,23,0,12,0,3,0,34,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13550,16,61,60,14,60,69,278,30,33,30,5,6,0,96,223,61,139,12,20,4,462,158,13,75,0,11,0,257,30,0,16,0,3,0,45,21,0,13,0,0,0,27,10,0,3,0,0,0,15,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,8,11,16,0,14,3,52,490,182,336,41,119,77,1247,4,8,52,4,55,41,164,3,15,11,9,7,0,48,83,46,65,14,12,3,218,146,56,56,9,14,0,285,95,26,48,3,3,0,184,136,14,40,0,7,0,199,87,3,19,0,0,0,119,46,0,13,0,7,0,64,11,0,3,0,0,0,14,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0
LGA13660,3,12,67,7,80,80,247,17,3,24,0,4,0,56,52,0,63,0,18,0,135,3,0,14,0,3,0,18,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,22,0,42,81,12,184,12,138,83,505,0,3,48,3,70,68,187,4,4,19,0,3,0,32,37,14,49,5,23,0,123,31,3,37,0,10,0,85,12,0,13,0,0,0,22,5,0,3,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,11,221,92,33,33,107,492,4,105,24,6,7,3,149,64,196,108,19,186,10,585,454,101,181,4,164,0,909,495,81,185,3,20,5,796,956,25,166,0,33,0,1183,416,3,84,0,5,3,506,100,0,32,0,0,0,140,39,0,10,0,0,0,49,7,0,4,0,0,0,13,0,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,15,15,3,0,0,3,38,54,46,40,7,29,3,183,2607,801,938,75,488,134,5047,8,37,107,21,47,97,318,3,83,10,12,3,0,105,22,183,76,35,18,3,337,91,159,103,21,83,5,460,147,75,109,9,118,3,462,367,68,166,13,60,7,678,1018,68,231,12,34,9,1368,785,7,133,7,27,4,965,167,0,28,0,3,0,202,67,0,15,0,0,0,80,17,0,4,0,0,0,28,4,0,4,0,0,0,14,8,3,3,0
LGA13850,3,14,15,0,54,23,110,8,8,14,4,3,0,37,80,23,61,3,14,3,188,19,0,13,0,3,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,5,7,0,10,0,25,108,59,117,4,85,28,409,3,11,13,0,35,15,78,3,11,7,3,6,0,25,46,24,54,3,10,0,137,30,3,42,0,8,0,85,6,0,5,0,0,0,11,6,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,12,61,105,13,95,124,403,34,41,48,9,7,0,138,230,58,163,5,25,4,487,255,25,76,0,14,0,375,96,0,30,0,3,0,127,29,0,9,0,4,0,48,3,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,11,8,23,4,37,0,83,668,196,462,25,192,132,1688,4,14,81,6,85,93,284,10,22,25,12,8,0,78,126,47,104,12,19,3,316,286,42,135,7,23,3,496,148,7,63,0,3,0,228,176,0,23,3,0,0,207,65,0,18,0,3,3,85,5,0,3,0,0,0,11,0,0,0,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14000,22,213,149,118,33,166,709,5,75,16,63,6,7,163,47,100,106,47,36,4,338,133,52,146,22,54,4,405,215,16,144,8,5,0,391,1078,35,276,8,18,6,1421,2222,27,460,12,51,9,2789,1534,9,299,7,20,14,1879,463,0,76,3,8,5,559,128,0,24,0,0,0,156,40,3,7,0,0,0,49,31,0,3,0,0,0,36,4,0,3,0,0,0,11,26,6,9,3,0,0,50,71,45,66,67,18,17,288,6021,586,1780,363,250,236,9236,17,75,193,32,39,145,495,0,196,4,48,0,0,257,15,128,59,81,10,6,301,38,79,93,61,17,0,291,43,27,99,12,39,3,219,172,32,158,39,18,5,422,537,27,259,21,23,3,868,1988,27,462,18,41,6,2538,1666,12,300,7,22,5,2016,642,3,110,3,3,0,762,292,0,47,0,6,0,347,117,5,33,0,3,0,157,40,0,7,0
LGA14100,7,138,9,4,3,32,202,0,27,0,0,0,0,30,3,39,6,8,4,0,60,12,15,10,0,4,0,47,34,10,13,0,0,0,48,56,9,18,0,0,0,79,104,4,29,0,0,0,137,131,3,30,0,0,0,160,82,0,20,0,0,0,100,36,0,6,0,0,0,44,27,0,4,0,0,0,32,19,0,3,0,0,0,21,10,0,3,0,0,0,12,34,8,6,0,0,0,57,10,14,6,4,3,3,36,562,262,160,23,18,44,1068,0,43,20,3,7,20,90,0,129,0,3,0,3,138,0,52,3,7,0,0,59,0,28,7,3,6,0,42,3,3,11,0,0,0,19,24,8,21,0,3,0,56,63,4,29,3,3,0,100,127,5,25,3,0,0,162,114,0,23,0,0,0,144,93,0,22,0,0,0,115,46,0,10,0,0,0,56,39,0,3,0,0,0,41,29,0,8,0
LGA14170,59,830,236,140,34,274,1578,34,284,28,113,3,11,474,420,323,280,142,41,10,1212,2148,135,565,70,74,22,3008,2153,53,544,24,30,10,2809,3894,61,651,23,38,20,4686,3875,54,792,17,41,27,4793,3758,19,775,17,23,5,4597,1633,5,352,7,11,0,2004,531,0,136,0,0,3,677,228,0,68,0,3,0,306,101,0,21,0,4,0,127,49,0,12,0,0,0,60,99,34,40,4,4,5,177,240,132,164,20,30,47,638,19219,1926,4660,574,328,434,27144,44,259,273,43,39,183,841,20,692,23,59,7,7,805,83,339,136,174,19,0,752,308,249,250,128,18,10,962,438,71,253,44,41,3,846,1259,78,375,47,39,5,1807,3399,92,701,41,49,12,4300,5551,34,929,21,49,31,6616,3466,19,636,12,28,16,4171,2473,11,425,6,11,4,2934,1290,6,239,3,5,4,1559,619,9,142,3,3,5,782,318,3,74,0
LGA14200,6,67,70,44,43,94,329,36,32,40,3,13,0,128,226,76,134,30,31,7,505,219,9,109,5,16,0,360,44,0,20,3,3,0,68,22,0,3,0,0,0,25,3,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,11,11,23,19,12,24,8,87,563,220,396,105,142,108,1535,0,23,58,38,40,100,262,13,49,20,12,4,0,102,132,48,95,12,34,0,318,205,43,74,6,22,0,364,102,8,50,3,7,0,175,222,3,40,5,11,0,281,77,0,21,3,4,0,100,27,0,0,0,6,0,42,7,0,3,0,3,0,11,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14300,3,33,21,17,12,22,101,15,15,12,0,0,0,45,74,25,36,0,6,0,142,52,0,11,0,4,0,71,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,11,0,28,150,79,85,24,40,23,403,3,4,18,11,15,19,73,4,17,5,0,0,0,25,38,14,28,0,3,4,82,61,16,30,0,4,0,107,43,0,20,0,0,0,62,40,0,5,0,0,0,45,11,0,3,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14350,8,116,93,71,34,95,414,24,66,38,30,9,3,167,259,104,201,57,54,11,689,593,36,195,11,30,9,879,208,0,62,0,7,3,279,141,3,18,0,0,0,169,40,0,9,0,0,0,51,16,0,3,0,6,0,25,19,0,0,0,3,0,26,0,0,4,0,4,0,11,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,0,0,0,21,30,17,31,5,8,8,101,1344,360,667,173,165,127,2833,7,36,86,13,17,78,236,3,72,17,11,5,0,112,102,96,103,59,34,5,404,403,104,166,45,35,10,759,292,40,107,12,23,0,475,414,17,104,4,10,4,555,210,0,46,0,3,4,271,64,0,11,0,3,0,82,35,3,3,0,0,0,41,3,0,0,0,0,0,7,3,0,4,0,0,0,4,0,0,0,0,4,0,3,0,0,0,0
LGA14400,3,11,25,17,5,32,99,0,3,4,6,0,0,17,32,14,43,6,8,0,111,129,10,61,4,7,0,208,116,4,39,0,6,0,170,270,3,79,0,6,0,364,231,0,58,0,9,0,297,37,0,9,0,0,0,45,9,0,0,0,3,0,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,0,16,3,4,0,39,841,51,341,40,57,32,1360,0,0,43,11,7,34,98,0,12,0,12,0,0,27,6,9,20,10,0,3,53,43,16,38,7,8,0,111,55,8,47,0,6,0,111,123,8,66,0,3,0,201,258,0,102,0,8,0,376,316,3,72,0,9,0,392,83,0,18,0,4,0,100,22,0,3,0,0,0,25,6,0,0,0,7,0,13,3,0,0,0,0,0,3,0,0,0,0
LGA14500,3,0,117,75,26,121,348,0,4,3,10,0,0,18,5,6,45,17,9,3,78,16,6,45,0,7,4,82,37,0,46,0,3,0,83,127,3,74,3,8,0,213,442,0,148,4,29,3,619,544,3,147,0,18,3,712,491,0,127,0,5,0,623,371,0,70,0,5,0,445,214,0,37,0,3,0,258,133,0,26,0,0,0,165,89,0,17,0,0,0,113,193,0,55,0,4,0,261,51,3,49,20,7,3,141,2725,28,992,132,123,149,4157,7,0,128,22,14,102,276,4,7,6,41,6,3,63,12,8,24,36,5,0,84,8,4,38,11,3,0,60,9,0,35,3,3,0,46,33,3,60,0,6,0,104,102,0,104,5,14,0,227,442,0,131,3,11,4,593,703,3,146,8,18,6,877,687,0,123,8,13,4,836,521,0,102,4,3,0,627,369,0,69,3,0,0,443,278,0,57,0
LGA14550,0,15,74,21,16,65,192,11,15,32,18,3,0,78,101,11,127,3,21,3,262,87,3,51,0,3,0,153,19,0,10,0,0,0,33,10,0,6,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,4,15,0,7,0,30,238,45,316,44,55,66,763,3,6,52,17,19,44,128,0,9,9,3,0,0,21,24,14,70,26,15,0,148,65,13,82,0,11,0,164,29,0,40,0,8,0,78,110,3,36,0,0,0,147,40,0,12,0,0,0,58,4,0,8,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
