LGA_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
LGA17850,8,63,52,1644,37,1793,0,0,0,9,0,8,0,0,0,3,0,3,3,0,0,0,0,4,6,0,0,13,0,18,75,55,51,1005,22,1209,0,0,0,0,0,3,6,0,0,4,0,10,7,5,0,100,0,122,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,6,13,16,12,254,7,306,3,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,4,10,3,3,0,0,18,0,0,0,0,0,4,0,0,0,0,0,3,18,21,13,247,7,298,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,8,18,10,4,18,6,51,3,4,3,70,60,145,168,111,81,2695,132,3188,4,58
LGA17900,23,128,93,2924,101,3268,0,3,0,420,8,428,20,0,0,7,0,27,43,0,0,5,0,49,33,8,4,4,0,52,206,108,77,1556,69,2017,25,0,4,7,0,26,0,0,0,25,0,28,77,15,4,133,6,227,15,3,3,3,3,25,26,9,0,3,0,40,8,0,0,3,0,14,50,21,20,449,8,550,20,4,0,26,0,43,0,0,0,0,0,0,3,0,0,4,0,9,4,0,0,0,0,4,3,0,0,0,0,3,11,0,0,0,0,13,13,0,4,3,0,19,21,0,5,0,0,29,5,0,0,0,0,8,50,28,21,337,3,442,76,9,3,3,4,89,11,0,0,0,0,12,9,4,0,4,0,20,0,0,0,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0,3,3,0,10,0,19,163,16,8,45,7,244,41,4,8,245,457,756,815,233,158,5094,645,6942,20,109
LGA17950,0,46,52,1374,30,1498,0,0,0,39,0,39,7,0,0,3,0,9,0,0,0,0,0,0,5,5,3,3,0,19,34,36,26,834,19,950,0,0,0,0,0,0,0,0,0,5,0,9,5,4,0,38,0,50,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,12,276,3,314,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,9,4,0,18,3,0,0,0,0,3,0,0,0,0,0,0,14,13,8,172,0,205,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,13,0,7,6,0,26,0,0,3,127,78,213,89,83,63,2386,128,2748,3,44
LGA18020,24,212,153,4661,148,5202,0,6,0,59,5,68,20,0,4,38,8,76,0,0,0,0,0,0,49,8,3,22,0,91,303,189,127,2824,120,3565,12,0,3,0,0,14,4,7,0,25,0,28,54,23,6,284,15,387,12,6,0,11,0,28,15,0,0,0,0,19,10,0,0,4,0,18,40,31,28,778,41,911,17,9,0,33,0,58,0,0,0,3,0,7,3,3,0,6,0,13,0,0,0,0,0,0,5,4,0,10,0,16,5,4,0,3,0,11,21,4,8,11,3,48,17,3,0,0,0,19,3,0,0,0,0,5,79,43,40,600,26,784,3,0,0,0,0,3,10,0,0,0,0,10,3,4,0,4,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,13,0,40,95,18,15,57,10,195,18,17,5,311,355,703,700,380,263,7817,655,9808,17,186
LGA18050,558,2376,1627,8974,326,13866,0,5,4,23,0,38,1223,94,77,85,17,1501,242,27,15,24,5,312,384,109,70,85,11,652,5852,1511,984,5747,315,14403,245,6,33,7,6,298,575,67,34,103,16,798,1187,196,133,586,32,2126,859,174,59,315,31,1432,1095,90,52,88,27,1353,357,32,29,10,12,437,1857,434,293,3492,129,6202,1128,229,112,436,37,1939,247,0,3,0,8,264,165,37,5,57,9,273,39,6,0,0,0,47,139,28,21,49,3,238,261,23,15,6,10,316,606,84,87,15,8,801,1098,144,90,124,20,1475,1685,88,62,87,27,1955,1166,393,255,1843,72,3726,183,20,11,15,9,238,1911,94,61,19,31,2111,365,23,21,31,15,452,66,9,9,0,3,86,127,3,5,3,0,133,84,5,3,6,0,101,179,32,11,97,5,332,6623,727,525,468,183,8530,774,104,64,369,9539,10841,26178,4367,2888,16686,10586,60713,612,2512
LGA18100,5,76,56,1719,68,1928,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,5,20,7,3,5,0,41,125,80,55,1187,21,1474,0,0,0,0,0,3,0,0,0,3,0,3,17,3,3,79,0,108,7,0,0,3,0,4,4,0,0,0,0,4,0,0,4,0,0,8,20,15,16,341,3,389,8,4,0,35,0,45,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,0,3,0,15,0,0,0,0,0,0,8,4,3,4,0,12,0,3,0,3,0,5,0,0,0,0,0,3,27,16,13,249,6,317,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,21,20,18,6,20,3,67,9,4,3,107,66,190,246,138,115,2996,147,3636,3,78
LGA18200,14,136,76,2847,113,3193,0,11,0,137,8,162,10,0,0,18,0,27,15,0,0,4,0,18,27,3,10,7,0,50,151,116,95,1893,74,2324,3,0,3,0,0,6,6,0,0,7,0,15,21,17,9,306,8,366,13,3,0,21,0,43,9,3,0,0,0,17,14,0,0,0,0,14,25,30,14,498,13,580,139,37,9,115,11,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,19,10,8,6,3,0,24,20,5,7,3,3,39,13,3,0,10,0,22,3,3,0,3,0,11,40,22,25,456,8,551,9,4,0,3,0,18,3,0,0,0,0,3,0,0,0,5,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,4,16,0,28,78,25,9,33,0,146,17,5,4,240,300,567,565,272,172,5273,495,6778,17,109
LGA18230,91,981,656,21983,681,24395,0,18,3,390,21,432,154,16,17,155,9,344,10,4,0,13,0,34,159,60,49,144,3,422,947,850,595,13132,464,15984,66,0,8,0,4,82,24,16,10,111,4,165,150,74,73,1110,29,1442,71,20,12,64,6,173,39,14,0,17,0,69,103,6,7,17,3,136,152,181,77,4249,86,4752,110,67,12,278,14,481,7,0,0,0,0,7,62,5,6,28,0,104,6,0,0,0,0,6,33,19,3,46,5,107,24,13,5,25,3,74,64,45,29,33,6,177,64,17,12,34,0,131,14,7,0,4,0,27,236,221,144,2608,55,3265,3,7,0,4,0,14,29,6,4,12,0,48,19,6,3,38,4,67,30,6,7,4,5,60,7,0,0,0,3,8,15,0,0,0,0,12,27,17,6,84,3,141,447,121,47,242,18,872,59,29,48,1285,2639,4058,2760,1736,1152,36502,3826,45966,81,975
LGA18250,548,2483,1841,12168,323,17358,0,4,0,5,0,14,9642,157,243,149,161,10351,500,54,27,34,5,624,365,135,81,64,10,659,4953,1832,1174,7629,313,15900,496,9,54,0,15,574,257,61,36,125,18,495,688,164,100,630,28,1603,542,104,51,215,8,915,392,51,12,49,7,507,1008,24,27,6,12,1081,1042,517,306,3777,91,5733,1166,233,103,518,58,2077,1704,0,16,7,39,1764,379,50,19,64,17,524,112,11,9,10,0,138,76,22,17,32,0,151,87,0,12,0,0,106,528,95,94,32,18,765,305,52,34,61,0,447,223,28,28,52,3,334,1118,410,304,2449,68,4349,174,17,5,16,3,223,368,55,19,11,10,460,196,9,16,17,0,241,130,9,14,0,3,158,64,11,0,0,0,71,133,4,9,0,3,144,150,38,23,122,0,334,6097,497,414,402,132,7536,576,54,56,379,3701,4766,30247,4329,3100,21164,4771,63604,551,2497
LGA18350,217,1958,1386,15060,466,19085,3,5,0,40,0,47,271,12,12,34,13,347,74,15,7,12,0,110,377,131,68,152,16,741,3575,1671,1201,10135,368,16944,57,7,6,0,0,69,73,29,13,105,3,219,467,140,79,827,29,1538,154,51,10,85,5,315,130,24,5,23,0,186,57,10,3,12,0,84,605,349,180,3677,93,4915,390,127,33,364,19,933,20,0,4,0,0,20,37,12,7,36,0,95,32,5,0,4,0,46,109,32,15,68,3,230,47,28,19,16,13,118,160,83,42,26,5,311,178,37,16,60,6,295,53,12,17,33,0,120,871,435,274,2704,70,4352,69,7,3,7,6,94,55,23,9,14,0,105,71,14,10,31,0,123,14,3,4,5,0,24,19,0,0,0,0,19,21,0,0,0,0,21,103,36,21,91,8,255,965,276,180,330,60,1802,143,86,50,682,1916,2878,7807,3380,2208,26051,2832,42272,192,1845
LGA18400,205,1857,1235,15759,475,19528,0,8,0,103,9,121,111,17,9,56,10,193,172,32,9,35,9,258,331,110,50,130,11,630,2933,1436,1070,8444,308,14186,86,0,22,0,4,113,63,13,16,71,4,160,415,122,79,688,37,1342,151,51,10,84,9,302,97,22,4,34,7,161,62,15,10,6,0,88,547,254,182,2690,101,3769,591,217,69,533,35,1446,10,0,0,0,0,10,188,21,11,28,7,247,12,0,0,6,0,27,485,136,67,274,23,996,44,18,3,10,3,81,162,79,65,43,3,355,150,24,15,30,0,222,66,8,3,29,0,112,598,308,205,1713,63,2881,122,30,11,42,13,221,62,14,8,14,0,96,62,13,3,22,3,101,6,0,5,0,0,8,21,6,0,0,0,32,11,0,0,0,0,12,89,30,27,91,3,242,1061,246,137,290,29,1762,169,80,66,777,1609,2703,7614,3134,2053,25014,2526,40344,240,1808
LGA18450,1408,7797,5469,54340,1911,70925,15,24,17,361,23,438,2625,70,76,205,68,3044,1271,153,63,172,32,1688,1676,536,302,724,56,3289,13436,6220,4407,31957,1557,57579,859,36,149,23,30,1092,336,67,42,326,12,780,2345,661,393,2831,127,6361,1886,325,111,636,77,3029,436,85,34,89,12,653,720,58,26,32,9,850,2171,1124,724,11309,350,15671,6184,1284,534,2619,264,10895,199,6,14,13,3,236,1044,137,99,122,71,1475,5207,367,130,364,175,6234,909,272,115,366,40,1696,398,93,57,40,26,609,491,204,179,101,18,989,1053,166,101,273,19,1611,255,45,29,85,4,412,3849,1719,1219,7832,279,14890,1974,152,69,121,56,2373,248,29,39,13,3,328,1112,128,97,162,44,1541,218,23,5,3,8,257,947,62,26,11,51,1096,698,10,12,7,15,741,714,233,139,511,22,1620,7909,1170,800,1354,277,11514,1473,387,242,2720,8034,12855,56408,14467,9594,91166,12578,184210,1206,7514
LGA18500,421,2211,1506,8650,284,13073,0,3,0,11,0,18,1280,100,77,77,36,1573,137,19,25,26,0,209,325,94,53,60,3,544,5004,1518,1043,6631,310,14503,151,9,12,0,0,174,472,57,40,142,12,724,932,191,104,594,29,1845,755,173,58,382,46,1411,953,106,66,91,20,1237,322,28,33,6,0,392,1119,453,267,3544,106,5488,758,227,86,376,29,1480,139,7,0,7,0,155,163,67,33,139,9,413,19,7,0,0,0,32,97,25,5,12,4,144,70,15,3,7,0,94,498,71,63,18,12,665,992,161,90,155,28,1409,643,91,60,80,25,905,1064,374,249,2324,58,4067,141,14,3,19,10,184,1342,100,62,14,18,1540,202,13,16,27,3,268,56,5,10,0,0,72,75,4,0,3,3,82,75,0,0,0,0,80,125,33,21,103,6,281,4227,628,471,468,105,5891,363,66,56,337,5931,6763,19008,4189,2703,17461,6806,50162,424,2276
LGA18710,52,511,387,5652,129,6727,0,0,0,14,0,10,28,7,6,8,0,52,64,11,3,34,3,110,135,36,26,46,6,249,796,386,288,3293,92,4855,11,0,0,0,0,18,20,10,5,40,0,72,135,54,24,291,3,499,20,11,0,15,0,52,21,6,4,4,0,38,16,3,0,3,0,29,136,108,61,1280,22,1611,67,22,7,86,3,190,4,0,0,3,0,5,7,4,4,3,0,28,4,3,0,0,0,8,27,8,3,26,3,58,4,3,3,4,0,15,44,14,7,12,0,71,34,13,7,5,4,75,11,5,0,7,3,22,174,83,72,777,17,1131,14,3,0,3,0,26,11,4,0,5,0,26,17,5,0,11,0,33,8,3,3,4,0,17,0,0,0,0,0,0,4,0,0,0,0,9,28,12,3,38,4,77,222,66,36,111,14,447,18,12,10,229,428,709,1765,836,592,9257,678,13133,59,518
LGA19399,3,31,22,484,12,545,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,3,0,0,0,0,6,37,29,24,303,7,398,4,0,0,0,0,4,0,0,0,0,0,0,3,7,3,40,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,86,0,111,5,3,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,0,0,3,0,0,6,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,4,17,3,8,79,0,106,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,16,4,3,15,0,35,0,0,0,17,25,47,90,58,48,817,43,1055,0,24
LGA19499,66,318,236,2724,128,3476,3,3,3,49,5,66,295,3,17,14,16,337,25,0,0,3,0,37,89,25,18,28,3,158,818,258,181,1793,115,3163,55,0,5,0,0,59,36,8,0,23,0,62,132,50,22,193,14,412,57,16,0,17,6,97,16,7,0,7,0,34,143,4,0,0,3,151,189,53,32,633,32,942,117,31,11,78,4,245,47,0,0,0,3,51,90,20,8,12,4,129,15,4,4,4,0,24,30,10,4,11,0,53,75,3,11,9,4,93,63,17,11,0,0,87,46,9,3,9,0,62,24,5,0,10,3,34,190,65,38,459,20,774,19,0,0,8,0,30,46,0,3,0,0,55,39,0,0,13,0,56,9,0,0,0,0,10,31,0,0,3,0,35,72,0,4,0,0,70,24,3,4,25,5,64,662,77,31,90,29,891,112,10,7,150,994,1275,3075,583,405,4798,1314,10175,81,372
LGA19799,0,3,0,15,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,13,3,3,31,16,70,6,0
