LGA_CODE_2016,C11_CFNC_BA_1000_1499,C11_CFNC_BA_1500_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000_mr,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Ne_Nil,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_299,C11_CFNC_BNW_300_399,C11_CFNC_BNW_400_499,C11_CFNC_BNW_500_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_999,C11_CFNC_BNW_1000_1499,C11_CFNC_BNW_1500_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000mr,C11_CFNC_BNW_Ns,C11_CFNC_BNW_T,C11_CFNC_LFns_N,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_299,C11_CFNC_LFns_300_399,C11_CFNC_LFns_400_499,C11_CFNC_LFns_500_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_999,C11_CFNC_LFns_1000_1499,C11_CFNC_LFns_1500_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000m,C11_CFNC_LFns_Ns,C11_CFNC_LFns_T,C11_CFNC_T_N,C11_CFNC_T_1_149,C11_CFNC_T_150_299,C11_CFNC_T_300_399,C11_CFNC_T_400_499,C11_CFNC_T_500_649,C11_CFNC_T_650_799,C11_CFNC_T_800_999,C11_CFNC_T_1000_1499,C11_CFNC_T_1500_1999,C11_CFNC_T_2000_2499,C11_CFNC_T_2500_2999,C11_CFNC_T_3000_3999,C11_CFNC_T_4000m,C11_CFNC_T_Ns,C11_CFNC_T_T,C11_CFC_BFT_N,C11_CFC_BFT_1_149,C11_CFC_BFT_150_299,C11_CFC_BFT_300_399,C11_CFC_BFT_400_499,C11_CFC_BFT_500_649,C11_CFC_BFT_650_799,C11_CFC_BFT_800_999,C11_CFC_BFT_1000_1499,C11_CFC_BFT_1500_1999,C11_CFC_BFT_2000_2499,C11_CFC_BFT_2500_2999,C11_CFC_BFT_3000_3999,C11_CFC_BFT_4000_mr,C11_CFC_BFT_Ns,C11_CFC_BFT_Tot,C11_CFC_BPT_N,C11_CFC_BPT_1_149,C11_CFC_BPT_150_299,C11_CFC_BPT_300_399,C11_CFC_BPT_400_499,C11_CFC_BPT_500_649,C11_CFC_BPT_650_799,C11_CFC_BPT_800_999,C11_CFC_BPT_1000_1499,C11_CFC_BPT_1500_1999,C11_CFC_BPT_2000_2499,C11_CFC_BPT_2500_2999,C11_CFC_BPT_3000_3999,C11_CFC_BPT_4000m,C11_CFC_BPT_Ns,C11_CFC_BPT_T,C11_CFC_1F1P_N,C11_CFC_1F1P_1_149,C11_CFC_1F1P_150_299,C11_CFC_1F1P_300_399,C11_CFC_1F1P_400_499,C11_CFC_1F1P_500_649,C11_CFC_1F1P_650_799,C11_CFC_1F1P_800_999,C11_CFC_1F1P_1000_1499,C11_CFC_1F1P_1500_1999,C11_CFC_1F1P_2000_2499,C11_CFC_1F1P_2500_2999,C11_CFC_1F1P_3000_3999,C11_CFC_1F1P_4000m,C11_CFC_1F1P_Ns,C11_CFC_1F1P_Tot,C11_CF_1E1A_N,C11_CF_1E1A_1_149,C11_CF_1E1A_150_299,C11_CF_1E1A_300_399,C11_CF_1E1A_400_499,C11_CF_1E1A_500_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_999,C11_CF_1E1A_1000_1499,C11_CF_1E1A_1500_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000m,C11_CF_1E1A_Ns,C11_CF_1E1A_T,C11_CF_1F1NW_N,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_299,C11_CF_1F1NW_300_399,C11_CF_1F1NW_400_499,C11_CF_1F1NW_500_649,C11_CF_1F1NW_650_799,C11_CF_1F1NW_800_999,C11_CF_1F1NW_1000_1499,C11_CF_1F1NW_1500_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000mo,C11_CF_1F1NW_Ns,C11_CF_1F1NW_T,C11_CF_1P1NW_N,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_299,C11_CF_1P1NW_300_399,C11_CF_1P1NW_400_499,C11_CF_1P1NW_500_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_999,C11_CF_1P1NW_1000_1499,C11_CF_1P1NW_1500_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000_mr,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_N,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_299,C11_CF_1A1NW_300_399,C11_CF_1A1NW_400_499,C11_CF_1A1NW_500_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_999,C11_CF_1A1NW_1000_1499,C11_CF_1A1NW_1500_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000m,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_N,C11_CF_BA_1_149,C11_CF_BA_150_299,C11_CF_BA_300_399,C11_CF_BA_400_499,C11_CF_BA_500_649,C11_CF_BA_650_799,C11_CF_BA_800_999,C11_CF_BA_1000_1499,C11_CF_BA_1500_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000_more,C11_CF_BA_Ns,C11_CF_BA_Tot,C11_CF_BNW_N,C11_CF_BNW_1_149,C11_CF_BNW_150_299,C11_CF_BNW_300_399,C11_CF_BNW_400_499,C11_CF_BNW_500_649,C11_CF_BNW_650_799,C11_CF_BNW_800_999,C11_CF_BNW_1000_1499,C11_CF_BNW_1500_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000_more,C11_CF_BNW_Ns,C11_CF_BNW_Tot
LGA10850,0,0,0,0,0,0,0,12,4,3,10,7,0,100,40,37,22,3,3,0,0,4,4,228,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43,50,7,3,10,7,3,131,73,89,110,82,57,27,45,21,69,745,0,0,0,0,0,0,0,3,13,28,27,16,46,14,16,166,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,22,0,0,0,4,0,0,9,15,46,60,49,30,35,9,23,263,0,0,0,0,0,0,0,0,10,8,13,3,11,0,6,46,0,0,0,0,0,0,3,9,41,46,9,24,11,0,6,165,0,0,0,0,0,0,0,8,3,3,0,0,0,0,4,26,0,0,0,0,0,0,0,0,5,7,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,6,8,3,13,8,0,0,0,0,3,49
LGA10900,4,6,11,0,3,3,9,49,41,10,89,44,32,720,410,499,407,96,53,29,34,14,83,2559,0,0,5,0,0,15,3,0,3,0,5,0,0,0,407,444,47,15,115,70,71,888,645,853,1303,927,860,548,646,234,593,7810,3,0,3,0,0,7,7,24,89,181,261,235,471,296,225,1799,0,0,3,0,3,9,19,45,87,70,80,41,28,8,28,422,0,3,0,0,0,8,22,71,369,557,658,411,556,132,258,3054,0,0,0,0,0,3,11,7,57,75,99,72,89,36,35,486,7,7,3,5,9,12,46,112,400,397,141,394,98,35,135,1796,5,0,7,5,4,30,42,36,109,72,32,30,21,5,35,423,0,0,0,0,0,0,0,12,30,27,7,19,4,0,12,108,0,0,0,0,0,0,0,0,9,14,22,12,11,9,18,103,5,0,10,10,13,51,66,65,133,68,41,20,16,5,64,575
LGA10950,0,0,0,0,0,0,0,3,0,0,4,0,0,32,9,10,3,0,0,0,0,0,4,73,0,0,0,0,0,3,5,0,0,0,0,0,0,0,24,31,6,0,14,0,3,49,22,30,33,30,16,9,10,11,41,276,0,0,0,0,3,0,0,3,5,12,17,5,9,4,15,84,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,25,6,9,6,0,10,69,0,0,0,0,0,0,0,0,7,0,3,0,4,0,3,21,0,0,0,0,0,5,3,12,27,15,0,13,0,0,8,85,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
LGA11100,0,0,10,0,6,3,0,29,58,5,61,17,8,477,110,111,68,16,3,10,0,0,47,993,0,0,3,0,3,10,3,7,3,0,0,0,0,0,199,236,61,13,81,34,53,530,238,286,425,330,339,181,278,119,283,3250,4,0,0,0,0,0,7,13,101,150,218,171,249,168,99,1175,0,0,0,0,0,10,5,17,51,32,21,15,6,3,9,167,3,3,3,0,0,7,9,44,179,241,208,156,230,65,89,1235,0,0,0,0,0,4,3,9,32,38,40,32,52,27,21,248,4,0,8,8,26,27,77,98,233,164,68,144,39,18,64,969,3,0,4,5,11,24,46,30,49,30,9,10,6,3,16,255,0,0,0,4,3,3,6,8,18,6,3,10,4,0,11,68,0,0,0,0,0,0,3,4,0,13,7,13,14,6,9,66,16,6,13,5,13,55,47,58,129,72,40,15,26,13,61,557
LGA11150,0,0,0,0,0,0,3,9,0,0,8,0,0,18,0,3,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,3,0,8,0,3,30,17,26,41,26,23,14,13,5,37,242,0,0,3,0,0,0,3,3,15,8,15,5,5,0,19,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,15,10,5,4,3,8,53,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,0,0,0,0,0,0,0,4,7,3,3,4,0,0,4,31,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,3,0,0,0,0,0,0,25
LGA11200,0,0,0,0,0,0,0,0,0,0,3,3,0,16,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,3,0,4,4,0,19,5,7,14,16,13,3,12,0,17,119,0,0,0,0,0,0,3,0,7,3,4,0,7,0,7,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,3,0,0,0,3,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,0,0,3,3,3,0,5,0,0,0,0,0,16,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,3,7,8,0,0,0,0,0,3,28
LGA11250,3,3,3,0,0,0,4,20,15,0,24,6,8,436,157,149,45,10,3,0,0,3,54,912,0,0,0,0,0,8,4,4,0,0,0,0,0,0,148,169,18,0,34,15,18,511,246,241,253,193,159,68,82,15,243,2102,5,0,0,0,0,0,4,0,22,45,56,53,74,30,34,319,0,0,0,0,0,0,4,3,17,6,8,3,5,0,3,45,3,0,0,0,0,0,4,19,96,90,90,46,54,9,24,434,0,0,0,0,0,0,0,3,15,9,15,9,15,0,8,79,0,0,0,0,4,0,15,31,86,60,24,25,10,9,28,285,0,0,3,0,6,8,13,20,22,14,3,0,3,0,13,101,0,0,0,0,0,3,0,7,9,8,4,3,0,0,3,32,0,0,0,0,0,0,0,0,3,4,5,0,3,0,3,18,3,0,3,0,7,30,32,20,33,20,4,0,0,0,25,182
LGA11300,3,5,0,3,0,4,0,22,105,14,61,19,17,345,74,86,44,29,11,9,0,4,37,839,3,0,0,0,0,7,0,3,0,3,0,0,0,0,151,169,119,19,78,50,54,413,203,242,335,292,238,137,167,87,219,2650,0,0,3,0,0,0,3,21,67,79,133,103,181,210,64,862,4,0,3,3,0,10,12,18,23,21,16,7,18,8,10,146,3,3,0,4,3,8,7,32,124,138,125,115,160,84,64,856,0,0,0,0,0,0,7,3,20,23,21,12,38,18,22,159,3,3,9,10,22,12,51,76,179,122,50,143,36,23,46,770,0,0,8,12,17,18,35,35,43,30,19,16,9,3,24,274,0,0,3,0,0,0,4,6,16,7,3,0,6,0,12,73,0,0,0,0,0,0,0,0,3,3,3,0,5,4,8,24,21,3,15,9,11,42,29,32,82,66,26,20,45,16,58,478
LGA11350,5,3,0,3,7,0,5,37,23,4,31,19,12,300,130,129,134,39,21,17,14,11,31,918,0,0,0,0,0,13,3,3,0,0,0,0,0,0,197,220,36,3,53,42,35,418,274,362,528,282,200,106,131,57,271,2797,0,0,0,0,4,3,4,18,47,57,64,29,52,25,53,361,0,0,0,3,6,6,16,39,83,38,34,7,10,4,36,288,0,0,5,3,0,7,20,47,171,157,110,57,67,20,70,747,0,0,3,0,0,3,5,3,19,19,22,10,8,8,17,117,3,0,3,6,6,7,33,60,128,71,31,50,14,6,42,458,0,0,0,5,12,25,43,60,69,20,9,9,7,3,35,299,0,0,0,0,0,4,3,5,12,4,4,3,0,4,10,54,0,0,0,0,0,3,3,4,0,4,3,8,0,0,9,44,14,0,5,14,8,35,28,23,62,23,3,5,4,0,35,265
LGA11400,0,5,8,0,3,0,3,24,8,0,21,8,10,188,65,60,38,6,10,3,3,0,23,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,110,27,0,33,16,34,257,143,175,265,159,133,60,84,27,165,1575,3,0,3,4,0,0,8,11,41,43,69,51,65,26,52,382,0,0,0,0,0,0,3,3,10,4,10,6,0,3,3,44,3,0,0,6,0,0,12,23,103,102,88,40,64,14,54,515,0,0,0,0,0,0,0,3,15,11,13,11,11,0,4,73,0,0,0,0,3,8,22,38,67,50,16,23,9,8,17,259,0,0,0,0,0,4,4,5,9,6,0,0,0,0,14,50,0,0,0,0,0,0,4,3,10,6,3,0,0,0,4,26,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,13,0,0,5,4,0,7,8,12,18,5,3,3,0,0,6,80
LGA11450,3,11,7,4,4,4,4,44,40,0,61,11,16,498,208,190,95,43,24,13,6,13,47,1260,0,0,0,0,0,6,9,9,10,3,0,0,0,0,214,247,50,5,81,35,43,563,343,394,565,596,719,405,383,129,329,4635,3,3,3,0,0,0,4,20,108,234,443,340,553,289,198,2194,0,0,0,0,3,7,6,11,43,42,33,22,14,7,23,218,6,0,0,0,0,9,15,64,336,592,662,360,463,132,176,2827,0,0,0,0,0,0,4,7,43,63,126,68,81,31,41,460,3,3,5,7,11,11,50,112,373,375,117,314,109,40,116,1635,6,0,8,5,6,10,17,27,51,52,19,17,4,5,22,250,0,0,0,3,3,0,4,15,21,19,8,9,6,0,20,112,0,0,0,0,0,0,0,0,7,23,12,10,19,14,19,94,14,3,8,4,15,35,34,29,68,59,27,12,10,9,45,363
LGA11500,20,15,14,4,7,0,6,83,124,15,182,53,42,1370,461,423,245,55,17,11,5,6,106,3104,7,0,3,0,3,23,15,19,13,7,3,3,0,0,547,638,163,30,222,102,134,1582,858,954,1820,1492,1286,580,557,122,863,10768,18,3,6,0,3,3,10,46,334,686,1074,714,797,428,422,4548,0,0,0,3,3,18,19,50,105,74,87,34,27,9,41,467,10,10,8,0,7,18,47,95,753,949,826,411,497,168,309,4116,3,0,0,0,0,3,12,34,113,160,171,85,103,38,58,784,16,10,10,18,60,80,268,463,1351,866,384,441,182,72,378,4596,4,7,29,24,30,93,94,126,218,119,83,36,24,5,92,984,5,3,3,8,8,12,32,43,92,57,30,30,4,3,67,391,0,0,0,0,0,0,3,4,18,35,47,21,19,15,50,211,34,9,67,47,63,264,234,201,413,209,110,56,41,13,205,1959
LGA11520,11,6,6,9,16,10,10,75,154,15,131,38,29,682,218,287,225,104,58,35,38,25,77,2109,0,0,3,0,0,9,5,4,3,0,3,0,0,0,488,524,184,20,159,70,75,771,399,521,852,773,852,708,1188,803,656,8024,3,0,0,0,5,4,8,19,69,141,224,222,536,694,154,2082,0,0,3,0,0,11,16,16,64,43,37,22,42,30,25,322,6,4,6,0,3,12,18,45,207,292,388,412,780,371,156,2704,0,0,0,0,0,4,3,7,42,39,61,37,135,107,41,478,10,5,3,3,22,11,70,104,271,293,101,617,200,92,123,1926,3,0,10,12,20,18,33,40,68,46,32,52,36,21,38,430,0,0,6,0,0,3,11,3,21,16,6,28,9,11,23,138,0,0,0,0,0,0,0,4,13,15,9,4,17,16,24,110,21,4,29,11,11,40,46,56,153,128,78,38,47,25,96,790
LGA11570,36,21,22,14,10,7,24,179,558,69,707,180,133,4219,1222,1056,541,135,44,24,31,25,354,9300,19,3,21,3,8,110,27,46,22,11,0,3,3,0,1229,1507,636,108,860,368,488,4795,2194,2301,3086,2120,1755,899,1009,383,1916,22910,20,10,8,0,3,16,33,157,683,1057,1487,921,1402,879,600,7278,8,3,12,10,6,69,90,193,328,221,127,79,89,34,129,1414,17,14,13,9,14,61,121,311,1363,1535,1431,869,1155,355,503,7757,3,4,4,3,3,25,39,63,207,243,235,179,231,81,123,1441,49,31,71,70,267,327,892,1262,2689,1544,638,926,370,146,686,9963,11,38,107,179,255,431,521,538,675,366,162,112,66,40,291,3790,14,10,21,25,42,54,99,112,223,114,43,57,26,12,176,1032,0,0,7,0,0,7,12,27,65,56,65,39,49,32,103,462,215,77,327,235,285,1037,772,652,1483,819,456,232,236,77,916,7825
LGA11600,0,0,0,0,0,0,0,3,4,0,5,0,3,34,9,8,5,0,0,0,0,0,4,71,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,22,7,0,12,3,4,44,28,36,40,38,27,11,10,10,24,298,0,0,0,0,0,3,3,0,7,10,12,5,8,0,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,18,19,20,6,8,0,10,87,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,17,0,0,0,0,0,0,11,8,18,0,3,0,0,0,10,54,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,5,0,0,3,3,0,0,0,0,0,4,16
LGA11650,48,48,38,20,40,5,24,266,232,33,558,174,132,5285,2421,2469,1341,434,192,94,85,58,505,14006,7,0,13,0,5,126,45,46,23,8,4,3,4,3,1736,2034,296,55,668,284,339,6031,3370,3956,4807,3364,2768,1415,1461,508,2646,31962,17,3,5,4,5,12,26,76,540,867,1403,906,1276,572,715,6443,0,0,11,10,9,32,54,133,344,252,172,75,73,37,139,1353,12,12,21,8,10,35,97,295,2016,2425,2146,1226,1432,326,865,10930,8,0,5,0,3,9,25,69,290,349,378,190,222,74,171,1797,14,16,14,10,37,61,302,558,1994,1556,444,1104,292,89,532,7017,6,8,17,25,47,128,173,227,398,206,97,66,57,15,172,1635,3,4,3,0,4,16,37,57,138,91,42,59,29,5,93,582,0,0,3,0,0,7,3,22,54,50,73,41,49,24,64,392,38,9,71,60,67,327,382,284,634,321,141,54,56,18,365,2814
LGA11700,0,0,0,0,0,0,0,3,0,0,5,0,0,19,4,4,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,5,0,0,30,19,26,27,13,13,3,12,4,29,193,0,0,0,0,0,0,3,3,3,3,6,3,4,4,4,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,5,6,4,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,3,16,7,0,4,0,0,3,37,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,3,3,0,0,0,0,0,0,24
LGA11720,6,4,11,3,4,0,8,47,33,3,79,29,34,930,290,261,147,35,17,14,7,3,98,1978,0,0,9,0,0,22,0,6,4,0,3,0,0,0,287,339,44,11,109,42,56,1070,466,490,702,522,435,290,282,64,473,5047,4,3,0,0,0,0,4,6,88,134,204,120,201,88,82,929,0,0,0,0,0,0,6,16,31,25,22,14,10,3,8,145,3,3,4,3,0,0,17,34,299,380,272,250,249,65,131,1703,0,0,0,0,0,0,3,8,55,63,50,46,35,10,19,294,3,6,3,0,9,16,38,110,330,252,87,222,59,22,117,1273,0,0,0,3,5,12,43,54,79,41,15,20,15,0,34,323,0,0,0,3,0,3,7,7,31,18,3,19,5,0,19,127,0,0,0,0,0,3,0,0,5,10,9,13,15,3,13,73,8,0,14,5,13,77,84,76,125,56,26,9,8,3,73,579
LGA11730,5,10,8,3,4,0,7,44,39,7,134,39,39,1395,460,477,271,64,32,14,8,7,109,3112,0,0,3,0,0,25,5,16,3,3,0,0,0,0,397,453,57,20,176,76,104,1629,772,886,974,463,301,149,140,51,582,6382,5,0,0,0,3,16,8,27,124,170,144,84,84,19,93,784,0,0,0,0,3,13,21,42,75,46,14,3,8,3,21,244,4,0,6,0,4,15,38,83,359,306,197,65,72,13,105,1260,0,0,0,3,0,0,10,10,42,30,12,12,13,3,19,156,3,3,3,4,14,28,73,107,271,137,42,36,10,10,49,798,3,0,4,7,8,46,54,74,81,31,11,7,0,0,36,353,0,0,0,3,0,5,3,6,17,12,0,7,0,0,12,74,0,0,0,0,0,3,3,3,7,11,7,3,4,3,12,54,13,3,20,12,19,107,101,87,119,43,15,10,3,0,68,617
LGA11750,4,0,0,0,0,0,0,9,3,0,5,5,0,52,15,11,4,3,0,0,0,0,9,106,0,0,0,0,0,4,0,0,0,0,0,0,0,0,53,56,12,0,6,3,5,73,27,36,54,46,53,35,46,19,67,488,3,0,0,0,0,0,5,3,11,4,10,25,32,19,12,119,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,7,15,25,22,25,17,0,18,132,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,18,0,0,0,0,0,3,7,0,21,23,6,48,11,0,10,129,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,0,0,0,0,0,3,6,4,5,0,0,0,0,0,4,24
LGA11800,15,13,6,7,4,0,9,67,38,8,134,49,50,1269,582,583,362,103,42,16,16,11,104,3358,0,0,6,0,0,38,11,12,0,3,0,0,0,0,469,540,61,15,173,89,104,1530,896,1041,1370,807,607,256,280,82,651,7950,7,0,3,0,0,3,20,38,146,256,297,140,184,61,132,1286,0,0,0,3,0,13,31,54,116,65,52,14,16,7,38,415,7,4,4,0,0,16,41,107,463,478,338,161,156,52,148,1976,0,0,0,0,0,0,11,16,56,78,66,37,29,7,26,328,4,4,3,8,8,18,76,120,387,229,70,138,30,8,62,1150,3,0,14,6,12,54,58,89,120,36,14,16,6,0,35,465,0,0,0,0,3,3,12,15,35,21,4,0,0,3,13,111,0,0,0,0,0,0,0,3,9,24,11,4,10,3,7,78,10,3,15,14,21,113,103,80,153,58,20,7,3,7,97,691
LGA12000,0,3,0,0,0,0,0,4,4,0,9,3,0,111,24,24,4,0,0,0,0,0,8,186,0,0,0,0,0,0,3,0,0,0,0,0,0,0,32,39,13,0,10,4,10,129,62,58,63,44,30,16,13,8,41,496,0,0,0,0,0,0,3,3,15,16,13,10,18,9,19,111,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,15,0,0,0,0,3,3,8,12,38,28,14,6,9,0,15,145,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,18,0,3,0,0,0,0,9,9,24,13,6,6,0,0,6,73,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,15,4,0,0,0,0,0,32
LGA12150,0,3,0,0,0,0,3,10,4,0,8,0,0,65,16,18,8,3,0,0,0,0,7,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,12,0,10,7,9,73,41,64,65,36,30,14,17,6,51,442,0,0,0,0,0,0,0,3,14,20,16,7,6,3,23,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,3,3,24,13,22,3,0,0,14,84,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,15,0,0,0,0,0,3,5,8,22,7,0,4,0,0,10,57,0,0,0,0,3,0,4,7,4,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,4,4,3,9,6,0,0,0,0,6,46
LGA12350,0,3,0,0,0,0,3,15,17,3,39,5,4,287,78,92,38,10,4,5,4,0,29,612,0,0,0,0,0,9,3,0,0,0,0,0,0,0,85,100,17,4,52,14,21,353,151,215,240,120,74,39,39,23,151,1508,3,0,0,0,0,9,4,5,42,41,39,24,23,8,42,246,0,0,0,0,0,3,5,8,11,6,7,3,3,0,4,45,0,0,0,0,0,11,14,28,115,72,55,27,17,8,37,372,0,0,0,0,0,0,0,0,5,17,13,0,4,0,5,44,0,0,0,0,6,11,16,27,65,41,6,10,7,4,22,214,0,0,0,0,3,6,3,16,14,6,0,0,0,0,3,56,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,9,0,4,0,0,0,3,20,0,0,3,0,3,20,16,15,37,7,0,0,0,0,19,117
LGA12380,27,17,14,7,8,4,13,122,370,40,365,125,68,2026,606,515,241,69,26,12,9,4,168,4655,10,0,8,8,11,41,16,19,23,0,3,0,0,0,738,884,424,67,468,253,323,2327,1292,1377,2031,1363,1183,636,634,192,1112,13681,11,3,8,6,3,10,25,93,395,696,979,605,828,496,320,4474,9,0,14,4,6,42,58,101,167,108,73,33,32,16,69,742,12,9,6,3,3,31,73,179,699,765,721,389,491,156,269,3815,3,6,4,0,3,15,21,46,122,126,151,101,127,57,65,843,29,14,41,52,140,211,580,764,1793,1088,408,619,219,79,396,6446,19,20,65,102,153,259,310,316,381,209,97,61,58,20,191,2243,7,7,18,14,33,49,58,71,145,74,26,30,18,11,129,689,4,3,5,0,3,0,10,14,46,26,33,21,21,16,60,262,172,52,238,188,167,739,519,457,836,513,263,144,117,62,550,5024
LGA12700,0,3,0,3,0,0,0,11,3,0,17,3,5,142,61,57,42,18,4,3,3,0,17,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,58,14,4,18,15,19,180,107,121,178,113,64,53,47,15,87,1043,0,0,0,0,0,3,0,3,14,17,41,26,38,14,18,185,0,0,0,0,0,5,0,3,12,5,3,3,0,0,0,37,0,0,0,3,0,7,8,7,50,64,71,32,42,7,28,312,0,0,0,0,0,0,0,0,9,8,12,10,5,0,3,43,0,0,0,0,0,0,5,19,42,39,13,21,12,0,15,181,0,0,0,0,0,4,12,5,16,10,4,3,0,0,7,62,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,14,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,13,3,0,3,0,0,8,12,10,21,8,3,0,0,3,11,82
