LGA_CODE_2016,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950_over_REA,C11_950_over_ST_HA,C11_950over_Pe_no_sa_ho,C11_950ov_H_co_op_c_ch_gr,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T,C16_0_74_REA,C16_0_74_ST_HA,C16_0_74_Per_no_sa_ho,C16_0_74_Ho_co_op_c_c_g,C16_0_74_Oth_land_typ,C16_0_74_LLT_NS,C16_0_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Pe_no_sa_ho,C16_75_99_H_c_op_c_c_gr,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Pe_no_sa_ho,C16_100_149_H_c_o_c_c_g,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Pe_no_sa_ho,C16_150_199_H_c_o_c_c_g,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Pe_no_sa_ho,C16_200_224_H_c_o_c_c_g,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Pe_no_sa_ho,C16_225_274_H_c_o_c_c_g,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Pe_no_sa_ho,C16_275_349_H_c_o_c_c_g,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Pe_no_sa_ho,C16_350_449_H_c_o_c_c_g,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Pe_no_sa_ho,C16_450_549_H_c_o_c_c_g,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Pe_no_sa_ho,C16_550_649_H_c_o_c_c_g,C16_550_649_Ot_lan_ty,C16_550_649_Lan_ty_ns,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Pe_no_sa_ho,C16_650_749_H_co_op_c_ch_gr,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Pe_no_sa_ho,C16_750_849_H_co_op_c_ch_gr,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Pe_no_sa_ho,C16_850_949_H_co_op_c_ch_gr,C16_850_949_Oth_lan_typ,C16_850_949_LLT_NS,C16_850_949_Tot,C16_950_over_REA,C16_950_over_ST_HA,C16_950over_Pe_no_sa_ho,C16_950ov_H_co_op_c_ch_gr,C16_950over_Oth_lan_typ,C16_950over_LLT_NS,C16_950_over_Tot,C16_R_NS_REA,C16_R_NS_ST_HA,C16_R_NS_Pe_no_sa_ho,C16_R_NS_H_co_op_c_ch_gr,C16_R_NS_Oth_lan_typ,C16_R_NS_Land_typ_ns,C16_Rent_not_statd_Tot,C16_Tot_REA,C16_Tot_ST_HA,C16_T_Pe_no_sa_ho,C16_Tot_Ho_co_op_co_ch_gr,C16_Tot_Oth_lan_typ,C16_Tot_LLT_NS,C16_T_T
LGA12380,0,0,11,52,4,19,0,4,3,75,244,287,227,40,42,57,898,12673,4173,3484,569,575,357,21824,78,244,314,32,17,158,847,10,209,11,51,10,0,296,65,1458,91,67,21,10,1711,131,761,167,162,25,12,1255,129,355,145,50,20,6,714,324,317,184,55,40,0,921,1392,220,411,60,58,12,2151,7187,238,1072,56,204,42,8799,4615,87,767,14,182,25,5697,1485,11,293,11,53,11,1868,466,3,78,3,9,5,571,132,5,40,0,3,0,183,28,6,12,3,3,0,47,54,0,22,0,4,0,81,296,244,244,69,66,53,978,16401,4164,3860,637,715,341,26119
LGA12700,0,0,0,0,0,0,0,0,0,0,11,0,10,0,4,0,31,228,37,229,13,45,27,582,0,0,30,0,10,29,77,0,3,3,0,0,0,8,8,15,18,0,8,0,43,23,12,27,0,3,3,64,20,0,25,0,3,0,48,48,5,46,0,11,0,108,81,0,28,0,4,0,123,46,0,16,0,0,0,56,5,0,3,0,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,15,0,8,0,27,243,31,219,3,47,38,575
LGA12730,0,0,0,3,0,0,0,0,0,3,6,5,9,0,12,3,46,466,116,202,28,80,52,948,5,3,34,0,31,22,86,4,6,5,3,4,0,18,95,22,40,3,11,8,182,102,56,51,5,8,6,225,82,15,21,0,4,0,127,99,3,26,0,4,0,134,91,0,16,0,0,0,106,27,0,0,0,0,0,36,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,4,19,0,24,0,62,516,116,218,17,91,32,999
LGA12750,0,0,0,5,0,5,0,4,0,22,21,20,54,9,20,3,131,1867,416,1094,125,197,119,3825,3,15,89,3,23,76,207,4,15,8,12,5,0,43,30,134,68,17,11,9,269,141,106,135,50,39,3,472,157,40,136,9,16,9,367,418,39,203,11,19,8,694,588,50,238,11,16,5,913,433,9,133,3,16,0,586,44,0,19,0,4,0,68,6,0,3,0,0,0,7,0,0,3,0,3,0,5,4,0,4,0,3,0,13,0,0,4,0,0,0,4,7,0,3,0,3,0,18,33,29,46,11,19,3,144,1863,427,1095,124,176,111,3800
LGA12850,0,0,10,38,0,20,0,5,0,64,168,251,199,27,54,34,727,8749,4179,2919,421,715,325,17311,60,190,306,21,24,129,728,3,166,12,4,0,0,187,38,1218,70,32,24,16,1397,119,859,149,107,48,10,1292,141,474,162,40,37,6,862,554,390,243,65,57,9,1320,2530,342,540,75,121,31,3631,3982,399,872,42,258,34,5595,2712,107,414,24,142,19,3410,539,15,91,6,22,5,683,134,3,20,0,3,0,165,39,0,7,0,0,0,51,19,0,3,0,3,0,26,21,0,5,0,0,0,34,195,210,188,28,50,40,717,11101,4372,3083,447,793,303,20099
LGA12870,0,0,0,3,0,0,0,0,0,9,10,3,17,4,8,0,44,513,51,362,30,100,52,1098,6,0,51,0,35,40,132,8,8,12,3,7,0,31,62,18,39,0,4,3,121,129,8,75,8,10,3,231,73,0,59,4,8,0,145,170,0,49,0,3,3,228,126,0,25,0,4,0,153,13,0,6,0,0,0,25,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,4,4,11,3,7,0,36,593,37,332,16,79,55,1119
LGA12900,0,0,0,3,0,4,0,0,0,11,11,13,16,0,18,3,61,432,165,268,12,94,55,1032,0,9,42,0,36,29,119,0,14,13,0,8,0,34,57,54,40,7,13,3,165,109,30,63,3,11,3,222,91,19,46,0,4,3,156,100,4,45,0,3,0,149,39,4,16,0,3,0,64,8,0,10,0,0,0,21,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,10,4,28,5,55,414,138,278,15,105,42,990
LGA12930,0,0,34,43,0,14,0,7,0,68,172,116,169,26,29,38,545,8753,1363,2348,195,260,215,13147,37,61,270,29,20,127,529,0,67,5,10,0,0,90,18,512,37,16,5,3,596,52,200,89,32,17,4,387,64,104,96,25,4,0,300,139,85,101,25,42,0,392,501,68,231,10,29,6,850,3396,60,475,16,36,8,3994,3759,32,473,12,35,8,4323,1989,14,285,4,38,3,2333,668,0,104,3,7,0,788,232,0,45,0,3,0,290,71,0,14,0,0,0,88,98,4,28,0,0,0,131,179,67,188,25,27,24,511,11206,1277,2448,202,269,198,15600
LGA12950,0,0,0,0,0,0,0,0,0,0,4,0,7,0,9,0,16,137,61,158,23,46,30,447,0,0,24,0,15,26,68,0,0,5,0,0,0,7,26,23,20,7,3,3,86,63,19,35,4,11,3,136,29,3,24,3,4,0,68,27,0,16,0,0,0,48,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,4,0,23,158,54,144,16,35,38,444
LGA13010,0,0,0,0,0,3,0,0,0,6,11,7,10,7,14,0,54,439,83,212,48,77,42,903,0,0,31,0,17,35,80,7,0,7,0,0,0,12,71,13,31,18,7,3,144,110,17,52,6,4,3,194,78,8,42,0,5,0,135,149,16,26,3,8,0,201,55,3,22,0,0,0,79,6,0,5,0,0,0,14,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,5,4,14,3,16,3,47,487,69,239,30,57,43,923
LGA13310,0,0,0,4,0,12,0,0,0,15,29,28,41,7,18,6,120,1447,562,683,66,178,77,3013,12,42,55,4,27,43,171,3,34,4,6,0,0,52,38,189,42,20,16,3,317,167,105,82,39,15,11,418,129,36,86,0,3,0,264,319,49,103,3,13,3,498,612,26,140,3,20,4,802,366,8,74,0,5,3,457,53,0,7,0,0,0,64,5,0,3,0,0,0,11,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,40,29,32,10,15,0,123,1736,516,636,91,120,70,3172
LGA13340,0,0,0,4,0,0,0,0,0,4,8,0,12,4,18,3,48,212,20,294,13,89,64,689,0,0,49,4,24,43,114,0,7,8,3,0,0,14,28,9,48,3,7,0,97,47,5,73,0,14,0,143,49,0,40,0,6,0,98,46,0,31,0,4,0,84,40,0,18,0,3,0,58,10,0,7,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,12,0,35,228,21,282,12,73,50,664
LGA13450,0,0,0,9,0,0,0,0,0,10,17,21,27,4,27,11,115,1436,334,580,62,190,111,2715,0,14,71,12,40,35,170,5,18,8,3,12,0,46,64,89,63,7,21,3,243,323,105,96,21,49,10,600,180,27,82,3,22,3,318,392,34,104,3,24,7,557,360,3,85,0,15,0,477,218,0,35,0,4,0,253,15,3,6,0,4,0,23,3,0,0,0,3,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,19,25,5,19,5,101,1587,306,577,55,216,61,2810
LGA13510,0,0,0,3,0,4,0,0,0,6,9,17,12,0,19,4,51,346,204,286,0,112,63,1011,3,16,48,3,35,52,163,4,9,12,0,3,0,24,48,71,59,0,5,0,180,85,53,51,0,14,3,203,71,21,52,0,4,0,143,133,8,52,0,5,0,191,55,0,23,0,3,0,87,7,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,4,19,0,19,0,45,412,183,315,3,92,58,1063
LGA13550,0,0,0,3,0,7,0,0,0,8,13,3,26,3,23,3,74,643,169,342,47,134,48,1383,3,0,41,0,49,40,136,0,3,11,3,3,0,22,25,19,31,12,12,4,102,87,39,42,10,8,3,188,87,24,46,12,4,5,171,141,22,43,7,14,0,223,216,4,52,0,6,3,282,183,0,23,0,6,0,215,44,0,7,0,5,0,52,3,0,3,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,21,9,14,4,16,7,71,813,126,315,41,119,64,1475
LGA13660,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,0,39,95,22,173,8,133,76,497,3,0,50,3,64,65,180,5,0,3,0,0,0,10,24,11,48,3,9,0,90,28,0,43,0,7,0,84,26,0,19,0,8,0,60,33,0,11,0,3,0,44,8,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,0,36,119,14,199,13,114,69,526
LGA13800,0,0,11,16,0,0,0,3,0,23,46,46,49,10,39,13,201,2760,713,1053,142,437,139,5245,8,17,104,10,33,86,251,3,15,0,3,5,0,28,6,83,31,8,6,0,130,23,214,58,33,12,5,342,30,80,60,14,29,5,222,137,93,88,4,107,3,431,513,58,148,5,29,4,766,1397,82,208,12,22,12,1724,658,16,94,0,12,0,776,164,3,30,0,3,0,194,68,0,12,0,0,0,81,28,3,6,0,0,0,34,21,0,0,0,0,0,18,13,0,5,0,4,0,22,45,41,46,8,19,3,168,3112,701,889,107,283,110,5210
LGA13850,0,0,0,0,0,0,0,0,0,0,6,3,8,0,8,0,23,103,38,137,4,74,18,379,0,3,14,0,31,20,62,0,7,3,0,0,0,9,30,14,35,0,6,3,90,48,13,24,0,6,4,95,18,0,15,0,0,0,33,13,0,11,0,0,0,22,4,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,17,116,31,116,0,55,23,348
LGA13910,0,0,0,0,0,3,0,3,0,8,10,7,27,3,17,4,67,827,142,493,46,162,115,1794,3,5,82,3,68,84,247,4,8,3,0,3,0,16,48,31,72,18,12,3,183,174,50,97,8,14,4,347,130,30,102,3,8,3,283,295,13,77,3,13,0,404,190,0,37,0,3,0,231,44,0,10,0,0,0,55,3,0,0,0,0,0,9,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,12,11,30,7,30,0,87,905,140,522,49,148,103,1871
LGA14000,3,0,53,62,0,16,0,5,0,78,96,42,90,51,41,13,327,5729,645,1927,381,257,183,9127,7,27,186,16,20,118,372,0,33,7,28,0,0,69,7,258,33,71,9,0,374,15,99,55,68,10,3,244,19,43,59,52,14,0,184,59,31,79,33,28,3,241,220,32,165,40,26,4,481,1083,28,296,52,28,6,1492,2241,11,380,13,30,8,2675,1499,10,220,0,13,7,1750,844,0,102,3,9,3,957,416,0,40,3,5,0,467,202,0,23,0,0,0,229,148,0,20,0,0,0,166,105,45,111,67,20,18,365,6872,622,1771,429,209,171,10073
LGA14100,0,0,31,59,0,20,0,0,0,76,16,6,7,5,0,3,40,610,284,201,32,22,23,1174,3,10,29,0,0,14,60,0,17,0,0,0,0,20,0,147,0,3,0,0,149,3,42,3,8,0,0,63,0,19,3,0,0,0,20,0,15,11,0,12,0,30,31,9,6,0,0,0,45,88,8,17,0,4,0,116,120,0,24,6,0,0,148,119,0,18,0,0,0,132,94,0,13,0,0,0,107,52,0,8,0,0,0,62,42,0,7,0,0,0,48,102,0,27,0,0,0,128,3,10,15,3,3,3,44,655,278,177,22,18,24,1167
LGA14170,5,0,400,396,0,115,0,3,8,522,294,152,191,42,42,32,748,19966,2021,4758,628,362,319,28046,49,95,307,32,29,195,701,3,113,13,31,3,0,170,40,886,69,57,10,10,1060,121,327,150,146,15,5,772,195,154,158,44,8,9,578,654,126,203,62,36,6,1086,1583,106,394,38,44,7,2177,4977,84,801,37,40,24,5966,4984,29,733,15,30,10,5798,3308,15,561,6,32,4,3921,2467,17,361,0,17,5,2865,1592,7,250,0,9,7,1861,987,3,167,0,0,0,1160,1241,0,252,0,8,3,1510,280,111,211,55,44,41,741,22485,2074,4632,526,329,330,30363
LGA14200,0,0,0,4,0,8,0,0,0,14,11,18,21,4,18,7,82,795,206,394,89,154,105,1750,9,11,54,64,29,63,223,4,6,17,3,3,0,32,42,61,62,15,16,0,193,173,42,69,13,22,3,315,109,24,80,3,7,0,229,246,28,59,10,11,9,367,292,9,55,3,5,0,364,68,3,11,0,0,0,81,0,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,21,4,19,8,77,968,197,430,110,117,75,1899
LGA14300,0,0,0,0,0,0,0,0,0,3,0,8,14,0,4,0,23,194,58,133,17,31,23,456,3,4,21,0,13,19,57,3,0,6,12,0,0,16,17,15,15,3,3,0,60,35,16,31,0,0,0,75,33,4,25,0,3,0,67,74,0,15,0,0,0,93,63,0,10,0,0,0,69,16,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,3,3,3,25,244,46,134,15,28,24,487
LGA14350,0,0,0,9,0,6,0,5,0,17,27,19,42,9,17,3,113,1568,394,687,151,161,103,3069,5,15,68,0,7,71,170,0,13,13,4,0,3,29,34,87,59,14,12,3,213,146,90,132,43,16,3,440,167,38,97,11,21,0,347,383,58,132,11,14,6,601,450,21,146,11,20,5,651,214,0,39,0,3,0,262,25,0,6,0,3,0,35,7,0,0,0,0,0,10,3,0,0,0,0,0,4,0,0,3,0,4,0,4,0,0,0,0,4,0,3,3,0,0,0,5,0,8,17,16,31,7,15,6,93,1467,333,737,106,127,102,2872
LGA14400,0,0,0,3,0,3,0,3,0,8,15,8,6,13,8,3,51,927,61,420,58,64,39,1579,0,0,40,3,13,28,89,0,7,0,3,0,0,16,0,7,11,4,4,0,35,7,18,26,15,0,0,68,5,11,23,0,5,0,45,41,14,27,0,5,0,89,114,17,61,0,3,3,196,311,3,95,0,11,3,427,269,0,46,0,3,0,325,88,0,15,0,3,0,103,38,0,8,0,3,0,50,6,0,0,0,5,0,10,0,0,0,0,3,0,3,0,0,6,0,4,0,15,6,4,20,12,11,0,59,908,76,383,41,84,42,1532
LGA14500,0,0,335,587,0,137,0,6,4,726,70,3,66,20,13,6,181,3827,29,1222,159,106,129,5475,9,0,167,18,19,101,314,0,0,3,22,3,3,26,4,8,16,31,5,0,60,7,5,21,23,4,0,66,6,3,29,12,5,0,52,19,3,39,3,17,0,75,61,0,57,10,21,0,149,193,3,102,5,31,0,333,830,0,144,3,9,3,990,1007,0,144,12,10,5,1171,807,0,120,5,10,3,945,517,0,75,0,8,0,600,404,3,64,0,0,0,467,1113,0,202,0,5,0,1322,82,0,90,24,16,7,218,5064,29,1269,164,156,129,6810
LGA14550,0,0,0,0,0,0,0,0,0,0,3,3,19,4,3,0,32,288,47,320,55,53,46,802,0,3,47,5,9,45,120,0,0,4,0,3,0,9,11,21,37,3,4,0,78,54,6,76,0,7,5,154,46,9,53,0,4,0,111,98,0,56,0,7,5,169,71,4,34,0,3,3,107,12,0,4,0,0,0,22,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,0,8,3,28,300,41,332,20,45,60,802
LGA14600,0,0,0,0,0,5,0,0,0,5,3,4,16,0,8,0,38,124,114,233,64,132,73,736,0,9,43,6,51,34,151,3,5,7,3,6,0,23,14,23,53,7,7,0,109,44,42,62,33,9,3,197,22,11,25,3,6,0,66,27,5,36,0,7,0,73,8,0,8,0,0,0,21,5,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,4,14,3,43,123,99,252,60,106,35,689
LGA14650,0,0,10,29,0,14,0,4,6,57,141,196,135,46,48,32,600,8130,3459,3577,423,563,297,16453,6,128,259,16,37,151,589,0,97,15,31,15,3,159,50,1122,122,91,50,11,1446,238,693,224,111,76,18,1361,284,271,258,59,58,3,927,600,254,378,46,44,8,1324,2360,390,806,19,59,20,3650,3749,92,862,8,48,15,4772,1394,8,216,0,16,4,1645,315,3,52,0,11,0,384,64,4,12,0,4,0,88,29,0,9,0,0,0,33,5,0,3,0,0,0,5,9,5,15,0,3,0,33,128,167,136,40,32,23,523,9229,3226,3364,419,447,248,16937
LGA14700,0,0,66,132,0,31,0,3,0,169,52,7,24,6,10,10,100,2574,204,697,76,73,55,3685,7,7,53,16,4,40,133,0,10,4,20,0,0,39,6,84,15,11,0,0,121,8,25,13,10,3,0,55,9,11,11,3,0,0,43,14,0,18,3,10,0,51,95,3,43,0,3,0,154,483,11,104,3,14,0,613,1242,4,154,3,14,3,1420,766,3,82,0,3,0,858,365,0,46,0,11,0,418,226,0,39,0,6,0,275,147,0,30,0,0,0,177,265,0,48,0,0,0,314,64,3,20,6,3,5,112,3695,164,692,97,73,59,4778
LGA14750,0,0,0,0,0,0,0,0,0,3,5,7,16,0,18,3,43,503,128,274,22,90,51,1070,3,4,29,3,26,36,101,8,4,3,0,3,0,14,52,43,44,6,8,0,156,154,29,77,3,12,4,284,85,5,55,3,9,0,157,133,14,60,0,6,0,220,99,0,22,0,4,4,132,16,0,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,7,7,3,10,0,32,565,112,308,13,78,48,1131
LGA14850,0,0,0,4,0,3,0,3,0,19,28,29,53,8,17,10,151,2211,536,1514,136,228,131,4755,3,17,90,10,15,84,218,5,27,6,7,3,0,48,49,182,81,30,21,3,373,200,98,147,68,51,9,566,180,46,150,29,14,0,422,494,30,250,20,15,0,809,816,27,413,9,19,3,1286,467,10,189,0,17,4,687,73,0,35,0,3,0,121,14,0,10,0,0,0,20,3,0,4,0,0,0,7,3,0,0,0,0,0,6,0,0,3,0,0,0,5,0,0,3,0,0,0,7,30,33,57,7,20,3,147,2339,469,1436,193,183,110,4728
LGA14870,0,0,0,7,0,3,0,0,0,12,15,18,26,0,11,0,65,887,415,458,21,70,64,1925,4,39,46,0,16,34,133,0,9,7,0,0,0,17,20,167,47,5,5,3,240,128,75,88,9,13,3,307,115,36,63,3,10,0,219,270,34,100,3,11,3,417,290,23,55,0,3,5,376,116,3,16,0,0,0,141,16,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,15,32,18,3,8,3,79,969,417,437,28,65,46,1954
LGA14900,3,0,11,42,0,14,0,0,3,57,131,307,122,26,62,50,697,8411,4237,2151,350,979,298,16429,24,244,215,32,34,164,715,3,181,3,25,4,3,217,21,1310,46,56,28,9,1460,57,783,75,74,30,11,1026,66,341,90,33,23,7,556,288,344,147,32,368,11,1187,1939,302,300,36,143,18,2746,3597,313,617,32,130,23,4709,3296,79,438,12,83,14,3919,1114,9,122,0,24,3,1279,243,7,41,0,6,0,295,65,3,5,0,0,0,73,15,0,3,0,0,0,19,41,0,11,0,0,0,51,203,232,137,32,68,34,708,10973,4151,2246,354,942,298,18970
LGA14920,0,0,0,0,0,4,0,0,0,3,9,0,18,0,26,4,55,271,60,306,40,129,63,869,0,4,37,3,54,30,131,3,8,4,0,0,0,19,18,21,46,21,15,3,127,81,20,50,12,12,0,184,38,4,53,3,3,0,102,89,5,44,0,3,0,144,64,3,15,0,7,0,78,6,0,3,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,8,5,24,0,28,0,59,311,65,280,45,125,40,864
LGA14950,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,28,4,99,14,34,9,186,0,0,24,0,10,16,50,0,5,3,3,0,0,13,6,0,16,5,3,0,25,8,4,34,0,5,0,51,8,0,14,0,0,0,23,12,0,7,0,0,0,22,7,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,49,12,100,9,20,15,204
LGA15050,0,0,5,12,3,5,0,0,0,24,59,82,46,11,23,8,227,3602,1392,1029,94,323,89,6529,10,67,77,3,15,42,208,3,50,5,10,4,0,77,27,470,36,8,11,3,555,217,290,71,40,34,3,662,169,107,81,8,11,3,380,366,111,169,0,168,9,817,1613,159,325,5,47,10,2147,2362,15,248,0,16,10,2649,292,3,30,0,3,0,331,42,0,10,0,0,0,52,8,0,3,0,0,0,12,3,0,0,0,0,0,6,0,4,0,0,0,0,6,3,0,3,0,0,0,5,61,74,39,15,22,3,221,5165,1352,1106,91,321,90,8121
LGA15240,0,0,3,23,0,26,0,5,0,58,77,60,103,23,52,16,335,5232,865,2117,325,454,266,9260,8,26,198,14,60,172,486,8,37,10,17,10,0,83,101,299,186,42,38,11,674,532,214,263,126,81,10,1237,481,81,273,35,35,11,921,1199,80,337,24,36,16,1685,1814,46,373,9,30,17,2300,1038,13,234,12,22,7,1323,167,0,35,0,4,0,206,9,0,4,0,3,5,21,9,3,7,0,0,0,20,0,0,4,0,0,0,5,0,0,0,0,5,0,4,8,0,12,0,9,0,31,91,48,88,26,36,19,313,5482,855,2027,307,375,264,9314
LGA15270,0,0,0,4,0,7,0,0,0,16,28,17,30,3,24,4,102,1191,278,516,31,181,109,2308,13,0,98,0,45,76,233,3,10,8,0,0,0,18,35,27,38,3,4,0,114,121,77,60,18,9,3,291,106,34,81,6,12,0,238,224,36,77,5,13,0,347,466,33,95,3,10,3,615,368,14,53,3,3,0,440,59,0,16,0,3,0,80,7,0,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,24,13,27,0,19,9,92,1438,243,548,36,124,94,2486
LGA15300,0,0,0,3,0,0,0,0,0,4,17,9,19,5,42,3,93,635,335,331,173,396,119,1982,3,13,60,18,138,89,321,4,23,0,15,23,4,72,33,70,50,54,49,3,260,193,107,67,60,29,7,454,75,36,41,0,14,0,175,120,20,45,6,5,0,187,119,7,30,0,11,3,166,72,0,12,0,5,0,92,29,0,3,0,11,0,45,4,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,11,28,22,7,60,4,130,662,310,338,156,341,106,1921
LGA15350,0,0,117,368,0,112,0,3,0,489,38,0,40,11,7,3,98,2791,45,787,56,29,57,3766,7,0,51,3,3,49,112,0,0,0,3,0,0,7,0,21,10,3,0,0,39,0,7,6,18,0,0,36,9,0,11,9,0,0,28,12,3,16,0,3,0,36,45,3,26,0,0,3,77,463,0,105,0,0,4,575,662,0,115,0,0,0,780,544,0,75,0,3,0,620,294,0,57,0,0,0,356,203,0,41,0,0,0,248,146,0,30,0,0,0,173,502,0,124,0,3,0,634,48,0,36,5,10,6,102,2938,41,714,48,24,57,3823
