LGA_CODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
LGA17200,13,0,37,65,3,22,128,15515,3875,2027,1279,22695,24020,7127,9590,63432,3,0,0,0,6,3,3,0,11,0,0,0,0,0,0,0,493,493,49,35,14,4,101,72,72,51,293,47,36,14,8,104,75,72,544,793,93,35,40,6,179,320,38,53,587,20669,7535,3717,1668,33589,29226,10355,11977,85150,417,608,152,29,1205,374,144,132,1851,988,607,253,48,1904,1036,464,265,3667,3601,2585,1107,251,7544,3276,2614,1254,14688,4588,3190,1363,305,9446,4308,3084,1517,18355,658,160,108,35,955,1321,333,512,3128,2430,687,465,150,3733,4026,1176,1340,10270,17099,4568,1856,1122,24646,21345,8312,8218,62521,14,3,0,0,14,9,9,3,36,20193,5414,2430,1312,29348,26702,9836,10077,75958,4,0,0,0,3,3,0,7,14,7,0,0,0,7,35,0,605,641,69,37,9,3,124,151,90,95,467,76,37,12,3,132,187,96,702,1122,114,57,16,9,194,289,87,143,716,25387,9308,3975,1654
LGA17310,5,0,5,21,0,0,26,215,71,161,22,461,979,76,142,1653,20,10,6,0,35,78,8,93,208,5,0,0,0,7,9,0,0,15,6,8,4,0,29,29,6,7,69,35,19,14,0,70,108,11,102,292,8,6,3,0,20,12,3,9,34,6083,5892,2753,220,14945,5609,586,869,22009,5671,5718,2446,198,14034,4342,546,1217,20136,218,80,148,21,469,936,74,145,1627,55,22,34,0,113,206,27,43,392,276,105,186,24,582,1147,97,190,2020,41,28,37,3,113,277,13,71,472,4,3,3,0,6,11,0,3,21,4,0,0,0,8,13,0,0,13,3,0,0,0,3,0,0,0,3,46,25,44,4,125,300,12,72,516,33,7,4,0,43,70,0,199,308,4,3,0,0,10,5,0,4,20,53,36,111,8,217,63,14,10,309,91,47,121,8,263,137,16,217,637,42,24,20,0,90,43,9,21,160,6121,5924,2813,235
LGA17350,0,0,0,0,0,0,3,14,3,5,0,22,94,0,3,123,0,0,0,0,0,0,0,12,16,0,3,0,0,5,0,0,0,9,3,0,0,0,6,0,0,0,7,5,3,0,0,11,4,0,16,34,0,0,0,0,0,0,0,0,3,714,593,220,14,1537,708,47,61,2356,701,603,224,11,1535,566,49,91,2246,8,3,0,0,9,28,0,4,44,0,0,0,0,0,0,0,0,0,8,3,0,0,9,28,0,4,44,11,11,5,0,25,93,0,11,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,5,0,25,93,0,11,123,4,0,0,0,4,4,0,14,15,0,0,0,0,0,0,0,0,3,6,0,0,0,7,10,0,0,19,8,0,0,0,12,11,0,13,34,3,4,0,0,11,3,0,0,14,738,613,228,11
LGA17400,0,0,0,0,0,0,0,11,3,6,0,16,59,0,4,76,9,12,3,0,26,29,0,28,88,3,0,3,3,11,8,0,5,25,3,0,0,0,3,3,0,0,8,15,13,5,3,40,41,0,38,118,0,0,0,0,7,4,0,0,5,861,587,285,29,1765,858,58,183,2867,887,470,263,17,1631,839,58,266,2805,4,3,0,0,11,46,0,6,61,0,0,0,0,0,0,0,0,0,4,3,0,0,11,46,0,6,61,7,3,3,0,10,25,0,8,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,10,25,0,8,45,11,5,0,0,10,8,0,74,92,0,0,0,0,0,4,0,13,15,3,0,0,0,4,6,3,0,13,12,3,0,0,15,24,3,83,126,3,0,0,0,3,14,0,0,22,909,483,264,18
LGA17420,13,0,53,18,0,5,72,572,337,194,21,1128,724,100,125,2083,7,3,0,0,13,28,0,3,46,0,0,0,0,3,0,0,0,5,4,0,0,0,4,4,0,0,13,9,5,0,0,19,30,0,3,57,8,7,0,0,15,20,0,0,30,10734,23509,3845,354,38439,5053,697,929,45111,9141,23073,3099,289,35602,3353,458,877,40297,334,116,81,6,536,415,15,57,1014,964,2157,563,40,3725,753,139,121,4737,1293,2271,646,47,4255,1168,156,174,5752,146,142,63,13,363,260,12,23,654,242,242,113,18,616,243,30,45,933,318,259,98,15,692,326,71,80,1168,9,0,5,0,11,3,0,0,20,716,644,280,40,1685,835,113,146,2784,18,4,4,0,21,17,3,12,54,0,8,0,0,9,4,0,0,11,3,8,0,0,13,7,0,0,25,22,21,3,0,41,28,4,12,88,22,53,10,0,91,37,0,4,133,11195,26052,4048,380
LGA17550,16,4,47,63,3,10,123,1045,354,517,46,1955,1951,243,476,4620,294,38,53,6,391,659,30,418,1502,0,0,3,0,5,12,0,36,53,16,5,9,0,31,27,3,5,71,310,51,61,6,431,695,31,469,1626,15,4,4,0,26,18,0,11,59,10162,8172,4191,291,22817,9569,1266,2220,35880,7210,7436,2789,198,17635,4500,796,1360,24287,1145,435,535,58,2171,1890,173,235,4478,587,383,367,15,1356,786,107,194,2444,1730,816,905,71,3524,2677,287,429,6918,397,140,243,14,795,1149,110,190,2242,318,120,215,18,672,614,83,217,1586,301,49,55,6,415,317,22,166,919,3,0,0,0,4,0,0,0,5,1020,307,516,35,1884,2084,218,571,4752,334,29,41,3,413,692,29,710,1832,3,4,6,0,18,24,3,220,264,12,11,6,0,30,12,0,9,53,352,44,53,5,453,729,34,938,2153,96,36,10,0,154,119,11,111,385,10413,8653,4272,317
LGA17620,0,0,0,10,0,0,10,33,13,10,0,61,128,15,20,224,15,3,0,0,22,66,0,32,116,0,0,0,0,0,0,0,4,6,6,3,0,0,7,8,0,5,24,21,7,3,0,29,74,0,40,145,0,4,0,0,3,3,0,3,11,1553,1566,509,35,3661,1427,157,265,5515,1445,1429,477,36,3393,1193,123,394,5097,18,13,4,0,39,52,7,14,109,0,0,0,0,0,0,0,0,0,18,13,4,0,39,52,7,14,109,34,14,17,0,68,160,12,26,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,17,0,68,161,12,26,266,17,0,0,0,17,42,3,34,94,0,0,0,0,4,3,0,3,6,4,0,0,0,4,4,0,4,8,17,0,0,0,18,54,3,37,116,17,18,3,0,38,13,0,3,54,1533,1477,508,36
LGA17640,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,15,8,0,0,0,8,5,0,6,18,0,0,0,0,0,0,0,3,4,3,4,0,0,12,3,0,0,23,13,4,0,0,20,18,0,7,40,3,0,0,0,3,0,0,0,4,951,773,239,28,1998,775,29,119,2915,946,762,222,27,1959,760,48,251,3013,12,3,0,0,13,52,0,3,66,3,0,0,0,3,3,0,0,12,11,3,0,0,16,56,0,3,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,7,5,0,6,19,3,7,0,0,12,4,0,0,21,6,4,0,0,9,0,0,0,14,14,11,3,0,30,17,0,9,50,9,7,0,0,17,15,0,3,34,975,790,225,28
LGA17650,0,0,0,0,0,0,0,7,0,10,0,17,40,4,3,64,3,0,0,0,4,12,0,14,30,0,0,0,0,3,3,0,0,3,6,4,0,0,8,3,0,0,12,8,6,3,0,17,16,0,14,44,0,0,0,0,0,0,0,0,4,702,710,214,25,1645,516,40,73,2275,724,617,216,23,1583,560,54,132,2321,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,0,0,16,3,0,3,0,4,25,0,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,25,0,3,38,3,0,0,0,4,12,0,16,29,0,0,0,0,3,0,0,3,4,3,4,0,0,11,0,0,0,11,8,4,3,0,15,14,0,14,44,3,4,3,0,11,4,0,3,17,738,626,228,23
LGA17750,4,0,10,9,0,0,20,406,109,179,36,727,1320,179,121,2352,7,0,0,0,16,39,0,60,113,3,6,0,0,8,0,0,3,14,10,6,6,0,30,26,14,9,81,23,17,5,0,47,71,14,73,203,3,3,3,0,11,13,0,0,18,5835,6511,2573,265,15184,5536,998,627,22345,5360,6293,2484,212,14351,3940,726,810,19819,160,56,36,6,264,440,37,62,801,39,12,13,7,63,90,26,11,187,199,67,48,6,328,531,62,77,993,324,180,158,26,692,1259,129,183,2257,13,0,3,0,16,58,3,14,90,10,0,0,0,10,18,0,10,38,3,3,0,0,5,4,0,0,7,345,186,158,32,722,1345,128,203,2396,18,0,3,0,21,22,3,44,97,0,0,0,0,0,0,0,5,14,37,48,23,0,105,31,15,23,166,54,47,23,0,127,54,21,70,270,19,24,3,0,52,15,3,11,80,5977,6620,2723,251
LGA17850,0,0,0,0,0,0,0,0,0,0,0,3,27,0,3,36,0,0,0,0,0,6,0,12,23,0,0,0,0,0,0,0,0,0,4,0,3,0,8,7,0,0,7,5,0,3,0,12,14,0,12,36,0,0,0,0,0,0,0,0,0,429,320,96,12,854,347,14,49,1265,383,305,88,3,781,327,20,129,1254,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,20,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,20,0,4,28,3,0,0,0,3,5,0,8,15,0,0,0,0,3,0,0,8,11,4,0,0,0,4,0,0,0,4,4,4,0,0,8,3,0,12,26,5,4,0,0,10,5,0,0,21,400,314,89,3
LGA17900,0,0,0,3,0,0,3,8,0,16,0,25,69,10,25,126,31,15,10,0,55,114,4,173,344,3,5,0,0,10,28,0,14,58,4,3,4,0,10,16,0,3,30,43,21,17,4,83,156,3,187,433,5,0,3,0,11,3,0,3,17,587,529,314,32,1460,941,90,425,2922,472,384,315,30,1205,623,67,259,2145,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,9,11,3,4,3,28,68,4,33,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,17,3,0,0,0,3,0,0,0,3,16,3,8,3,29,86,3,33,147,3,0,0,0,5,25,3,155,188,32,15,8,0,61,84,11,104,253,3,0,0,0,3,3,0,3,9,40,18,8,0,65,113,13,258,450,19,13,14,4,47,34,3,54,141,553,422,343,44
LGA17950,0,0,0,0,0,0,0,4,0,3,0,10,35,0,0,44,0,0,0,0,4,16,0,11,26,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,5,3,0,3,0,8,18,0,11,37,0,0,0,0,0,0,0,0,0,319,295,118,10,740,344,23,47,1149,296,243,102,5,651,269,21,98,1039,0,0,3,0,4,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,14,8,0,3,0,10,28,3,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,10,28,3,3,39,0,0,0,0,3,6,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,13,3,0,0,0,7,6,0,3,15,301,251,112,5
LGA18020,0,0,0,0,0,0,3,9,0,9,0,26,90,10,11,128,6,0,0,0,6,16,0,45,67,3,8,0,0,9,9,0,0,14,4,5,0,0,15,16,0,0,29,17,7,0,0,29,37,0,43,107,3,4,0,0,6,7,0,0,11,1160,904,374,44,2480,1091,90,235,3900,1107,751,361,36,2258,972,65,380,3684,6,0,0,0,9,34,0,3,49,3,0,0,0,4,0,0,0,6,9,4,0,0,9,37,0,3,55,11,5,4,0,20,45,3,12,79,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,13,0,0,0,0,0,0,0,0,0,8,5,10,0,17,54,3,15,89,11,5,0,0,15,9,0,51,76,0,0,0,0,0,0,0,8,8,5,0,0,0,7,10,0,0,17,15,4,0,0,18,20,0,62,102,17,15,3,0,31,24,0,9,68,1156,775,375,36
LGA18050,5,0,9,7,3,3,26,4123,1816,893,228,7060,5847,2127,2435,17472,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,6,35,35,9,3,78,51,22,28,180,36,35,9,3,79,53,22,33,190,16,24,0,0,33,16,6,3,62,6352,6098,1727,336,14512,7576,2778,3159,28028,938,2194,312,49,3488,521,146,229,4392,452,855,193,23,1523,433,186,167,2307,505,1340,254,23,2124,353,149,151,2783,964,2192,446,49,3653,788,331,315,5088,906,626,261,45,1842,1063,530,474,3906,2324,1078,421,89,3914,2596,1188,1198,8892,1366,546,251,53,2217,1824,566,823,5436,3,4,0,0,13,3,9,3,21,4608,2257,930,192,7983,5484,2289,2494,18252,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,15,92,45,33,0,173,137,37,27,367,93,45,33,0,174,135,37,44,385,27,37,3,0,66,46,10,11,139,6624,6727,1724,291
LGA18100,0,0,0,5,0,0,4,6,0,3,0,9,47,0,8,62,3,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,7,0,0,0,0,0,0,0,0,0,511,365,141,17,1034,438,34,45,1545,476,312,110,14,913,425,35,111,1479,16,3,3,0,16,32,0,9,57,0,0,0,0,0,0,0,0,0,16,3,3,0,16,36,0,9,64,0,0,4,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,9,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,7,3,3,0,0,4,8,0,3,16,0,4,0,0,8,3,0,0,11,497,316,112,14
LGA18200,0,0,0,0,0,0,0,20,3,11,0,31,57,3,11,102,25,3,0,0,26,38,0,125,189,0,0,0,0,0,0,0,3,6,7,0,0,0,7,16,0,0,28,32,3,0,0,39,54,4,124,216,0,3,0,0,3,0,0,3,6,816,701,243,17,1781,629,48,269,2734,714,652,232,18,1612,514,42,236,2403,4,5,6,0,11,22,0,0,41,0,0,0,0,0,0,0,0,0,4,5,6,0,11,22,0,0,41,22,0,10,0,31,74,5,17,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,10,0,31,74,5,17,129,20,0,3,0,24,28,3,110,167,3,0,0,0,5,5,0,0,8,0,3,0,0,6,3,3,0,10,22,3,0,0,32,38,5,111,187,7,3,3,0,15,11,0,5,32,771,669,245,18
LGA18230,0,0,3,4,0,0,9,179,58,87,17,330,916,54,95,1402,15,3,4,0,16,42,3,152,223,3,0,0,0,4,0,0,0,4,16,18,6,0,44,21,3,10,77,32,25,9,0,66,71,4,160,304,3,0,0,0,3,0,0,3,9,4544,5044,2311,199,12101,4495,506,781,17876,4144,4776,2140,182,11231,3145,409,922,15711,180,86,123,18,403,541,55,97,1097,13,3,3,3,17,30,3,25,81,188,89,126,19,418,570,63,125,1178,249,78,67,9,407,738,49,144,1333,0,0,0,0,3,10,3,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,78,67,9,411,754,50,150,1359,11,4,0,0,21,32,3,229,283,0,3,0,0,3,3,0,3,9,82,81,28,6,196,76,12,34,309,99,82,34,6,220,106,13,265,601,25,19,7,0,49,30,4,15,95,4702,5046,2368,217
LGA18250,0,0,7,11,0,3,24,2814,2048,921,282,6065,3513,847,852,11275,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,9,6,3,36,17,3,8,60,10,13,6,3,32,18,3,8,59,3,4,0,0,3,0,0,0,3,6095,9030,2175,458,17757,5705,1234,1298,25997,2716,6392,1024,115,10246,1555,277,383,12462,201,347,85,11,645,184,33,41,903,295,513,121,6,938,227,59,62,1282,493,865,201,16,1581,412,85,105,2186,414,326,129,33,903,531,117,126,1672,839,824,296,57,2018,895,311,243,3463,1863,1799,657,158,4475,2088,525,626,7713,0,0,0,0,4,4,0,3,11,3123,2941,1084,246,7395,3521,951,992,12861,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,7,15,11,10,0,37,25,8,11,77,17,11,11,0,40,25,8,17,86,14,11,0,0,28,27,3,7,67,6362,10219,2324,380
LGA18350,0,0,9,22,0,4,30,50,9,16,0,75,212,6,21,319,12,6,0,3,19,45,0,22,81,4,3,0,0,6,0,0,5,12,12,3,3,0,15,20,4,0,45,26,11,5,3,38,63,4,28,135,9,4,0,0,13,8,0,3,19,5423,4737,1773,123,12052,4325,315,642,17337,5557,4806,1626,112,12105,3682,337,891,17012,169,52,44,5,272,466,24,60,821,92,21,31,0,151,139,4,28,320,268,68,80,7,422,603,28,90,1145,56,30,23,0,101,208,6,30,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,53,26,25,0,107,206,6,29,352,7,3,5,0,17,66,3,34,121,3,3,0,0,4,10,0,15,27,13,8,4,0,18,11,0,4,38,26,11,6,0,47,84,3,50,187,38,18,4,0,65,52,9,6,134,5939,4937,1741,119
LGA18400,6,0,29,17,0,0,55,35,20,23,0,88,126,9,15,238,11,6,5,0,23,56,0,9,87,3,5,0,0,11,7,0,0,18,5,7,6,0,20,5,0,6,29,18,20,13,0,49,68,0,18,132,0,0,0,0,0,0,0,0,5,3652,6171,1535,108,11473,2245,237,417,14372,3796,6754,1447,97,12089,1874,214,630,14813,219,35,34,8,298,281,6,34,615,11,3,14,0,27,27,0,8,66,232,38,46,7,330,308,3,42,686,19,4,18,0,39,52,5,11,101,3,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,23,4,16,0,44,56,5,9,118,5,3,3,0,16,49,0,18,82,0,3,3,0,12,3,0,0,15,10,17,0,0,23,10,0,7,40,14,24,10,0,51,59,0,26,134,19,13,7,0,38,17,3,7,58,4078,6843,1528,104
LGA18450,17,0,59,84,18,12,174,2408,975,999,166,4546,5791,1269,977,12589,140,16,33,8,194,302,12,56,563,0,0,0,0,0,5,0,90,93,33,41,26,4,103,105,25,21,247,170,56,62,13,296,414,39,159,911,9,4,5,0,19,20,8,3,50,18088,22558,8693,812,50152,18587,3027,2639,74400,13572,20608,6346,543,41072,8896,1397,1587,52958,830,424,518,50,1819,2005,189,186,4202,1083,957,827,65,2929,1889,321,267,5405,1912,1381,1342,116,4752,3887,514,456,9605,983,612,616,80,2290,2780,461,396,5936,592,287,247,44,1176,1414,391,419,3395,1260,420,260,71,2009,1400,477,390,4280,3,9,10,0,24,26,3,4,50,2840,1328,1138,188,5500,5623,1338,1214,13671,38,20,24,6,95,157,14,192,455,0,0,0,0,0,4,0,136,138,43,57,46,3,148,77,23,19,269,83,80,73,10,243,235,34,349,859,117,60,35,3,215,225,26,27,496,18527,23453,8937,861
LGA18500,0,0,6,3,0,0,10,3057,1271,685,182,5195,4658,989,1577,12417,0,0,0,0,3,0,0,5,7,0,0,0,0,0,0,0,0,0,14,15,3,0,35,21,3,17,68,14,11,3,0,36,19,3,20,76,12,7,4,0,21,20,8,3,47,5550,5059,1427,322,12363,6540,1558,2470,22932,1080,2357,352,41,3836,577,92,258,4757,180,191,75,7,456,195,44,57,749,1133,1277,333,58,2800,842,372,326,4345,1315,1463,409,62,3255,1038,419,384,5092,454,425,179,21,1084,603,144,206,2037,1319,667,307,62,2351,1559,456,504,4869,1573,554,275,80,2484,2391,497,885,6261,20,14,7,0,48,11,8,10,80,3366,1663,772,165,5971,4570,1100,1605,13243,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,33,27,12,0,77,63,13,23,172,37,27,12,0,77,64,13,19,181,29,26,5,0,62,38,8,11,118,5830,5547,1542,274
LGA18710,0,0,4,0,0,0,6,6,10,7,0,19,29,7,5,63,7,3,3,0,16,12,0,24,55,9,3,3,0,11,0,0,0,11,3,4,0,0,6,0,0,0,6,22,14,6,0,36,17,0,24,73,0,0,0,0,0,0,0,0,0,1669,1979,422,22,4091,991,99,249,5427,1674,2037,429,39,4176,911,98,305,5486,33,18,9,0,63,133,11,23,226,3,0,3,0,3,7,0,0,9,38,18,11,0,68,140,11,23,239,5,0,3,0,10,12,3,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,12,3,6,38,9,3,0,0,7,13,0,20,42,4,0,0,0,8,6,0,6,19,5,0,0,0,7,0,0,0,8,15,3,0,0,22,21,0,25,65,15,11,4,0,29,16,0,8,53,1747,2073,452,40
