LGA_CODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
LGA15350,16,46,47,33,24,69,8,257,4,0,3,0,0,7,10,8,3,3,6,10,67,136,18,42,76,153,549,882,689,354,195,577,95,3759,3,0,0,0,0,0,6,19,7,4,16,6,65,3,0,0,4,0,0,0,5,0,0,6,0,24,8,6,9,0,4,3,13,16,10,3,3,3,76,10,14,7,12,4,6,10,13,9,0,3,3,93,16,0,3,12,7,4,27,42,16,0,8,5,141,0,0,0,0,0,0,3,6,13,6,3,0,34,13,0,0,3,3,10,36,52,33,12,15,5,180,8,3,3,3,5,5,31,76,40,15,17,9,215,10,0,3,7,3,11,39,102,44,12,13,3,239,3,0,0,4,0,0,51,104,49,14,33,5,260,13,0,4,0,3,13,50,170,93,47,46,11,450,0,0,0,0,0,3,12,82,68,23,39,3,233,0,0,0,3,0,8,20,114,150,105
LGA15520,10,0,0,0,0,0,3,65,4,3,3,0,0,0,0,0,0,0,0,12,29,302,73,193,176,85,77,19,11,4,3,12,56,1010,0,0,3,0,0,0,0,0,0,0,0,3,13,5,0,0,3,0,0,0,0,0,0,0,0,16,7,3,10,10,0,3,3,0,0,0,0,5,50,37,15,33,16,3,11,0,0,0,0,0,0,109,19,3,27,36,13,13,4,0,0,0,0,4,112,24,0,9,13,8,5,0,0,0,0,0,3,64,23,3,26,33,12,22,8,3,0,0,3,0,129,29,0,14,21,8,16,8,3,0,0,0,10,102,11,3,7,17,15,21,14,0,0,0,0,8,88,22,0,12,7,5,20,3,5,0,0,3,3,86,17,3,4,15,3,16,18,5,0,0,0,6,86,8,0,3,10,7,3,5,6,0,0,3,3,48,3,0,6,0,3,12,7,3,0,0
LGA15560,0,0,0,0,0,0,3,33,10,3,3,0,0,0,0,0,0,0,0,0,16,181,49,152,68,6,3,0,0,0,0,0,34,497,7,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,0,0,0,0,0,18,15,3,14,12,0,0,0,0,0,0,0,4,48,7,4,18,21,0,0,0,0,0,0,0,0,47,0,0,5,3,0,0,0,0,0,0,0,3,14,8,0,16,16,0,0,0,0,0,0,0,9,53,11,0,11,18,3,0,0,0,0,0,0,3,43,12,3,13,7,3,0,0,0,0,0,0,3,39,6,0,3,4,3,0,0,0,0,0,0,0,23,16,3,16,7,3,0,0,0,0,0,0,4,44,3,0,0,7,3,0,0,0,0,0,0,3,11,3,0,6,6,0,0,0,0,0,0
LGA15650,16,10,0,0,0,3,4,119,11,3,10,7,0,3,0,0,0,0,0,10,48,300,132,364,532,150,127,70,7,5,0,18,80,1791,0,3,3,7,3,0,0,0,0,0,0,0,20,3,12,7,0,4,0,4,0,0,0,0,3,33,12,10,26,11,5,10,6,0,0,0,0,4,81,12,16,47,31,11,7,10,4,0,0,0,13,146,7,10,27,41,13,25,8,10,0,0,0,5,138,5,0,11,26,11,19,3,0,0,0,0,0,78,15,7,19,42,30,30,27,9,3,0,3,10,194,13,3,15,40,28,18,24,12,3,0,3,5,162,11,3,10,23,21,37,36,19,7,0,0,8,175,20,0,11,11,24,28,37,22,0,0,4,7,164,24,0,12,25,20,40,61,43,7,3,4,3,242,8,0,0,4,6,16,38,27,3,0,3,3,114,11,0,4,12,12,32,35,71,11,3
LGA15700,9,0,0,0,0,0,11,119,10,9,13,11,7,3,0,0,0,0,0,8,62,312,170,424,508,216,123,25,11,12,3,14,65,1886,3,0,6,0,7,0,3,0,0,0,3,0,18,4,3,6,7,4,3,0,0,0,0,0,0,31,25,22,45,51,18,20,15,0,0,0,0,9,198,39,63,70,54,22,20,13,4,0,0,0,3,284,18,9,40,63,58,42,29,4,0,0,0,19,280,16,3,50,38,26,30,20,7,0,0,0,0,185,6,13,31,53,36,45,29,10,0,0,3,5,233,20,4,19,38,32,49,42,9,0,0,3,3,213,6,0,11,19,32,40,36,12,0,0,0,4,164,6,0,5,10,17,25,15,9,0,0,0,0,89,11,0,8,11,9,21,29,5,0,0,0,0,105,4,0,4,4,6,10,7,0,0,0,0,0,35,3,0,0,5,0,3,8,0,0,0
LGA15750,0,0,0,0,0,0,5,106,11,7,16,7,0,0,0,0,0,0,0,11,54,392,153,465,235,88,39,7,5,0,0,22,72,1481,7,3,7,0,0,0,0,0,0,0,0,3,20,8,3,10,8,3,0,0,0,0,0,0,0,32,14,14,35,13,3,4,3,0,0,0,0,3,90,34,26,60,21,8,3,0,0,0,0,0,6,160,16,3,46,32,7,11,10,0,3,0,0,0,135,8,9,21,22,7,3,0,0,0,0,0,0,72,15,11,47,35,18,5,6,3,0,0,0,11,148,24,3,35,28,10,12,6,0,0,0,0,5,128,26,3,35,31,11,11,11,7,0,0,0,8,141,22,0,20,23,3,10,5,3,0,0,3,4,103,21,0,25,25,19,15,10,10,6,0,0,7,143,13,3,9,9,4,6,17,0,3,0,0,3,74,7,0,8,12,7,8,11,13,3,0
LGA15800,0,0,0,0,0,0,0,41,7,6,7,0,0,0,0,0,0,0,0,3,23,147,78,248,59,17,3,5,0,0,0,3,17,573,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,0,0,3,0,14,7,0,17,3,0,0,0,0,0,0,0,5,38,10,16,36,15,0,3,0,0,0,0,0,6,83,6,4,29,20,6,3,0,0,0,0,0,3,80,6,0,15,9,4,0,0,0,0,0,0,0,41,10,3,22,23,3,3,0,0,0,0,0,0,65,13,9,16,15,3,0,0,0,0,0,0,5,56,11,7,15,15,0,3,0,0,0,0,0,3,51,6,0,0,3,3,3,0,3,0,0,0,4,25,8,0,3,16,0,3,0,0,0,0,0,0,35,3,0,3,0,0,3,0,0,0,0,0,0,17,0,0,3,3,0,3,0,0,0,0
LGA15850,0,0,0,0,0,0,0,49,5,4,6,3,0,0,0,0,0,0,0,5,25,181,80,230,147,13,0,0,0,0,0,7,30,683,0,3,3,0,0,0,0,0,0,0,0,0,8,0,6,10,7,0,0,0,0,0,0,0,0,19,9,9,21,13,7,0,0,0,0,0,0,0,57,13,15,32,23,5,4,0,0,0,0,0,6,101,13,6,26,31,12,5,0,0,0,0,0,4,102,9,0,14,6,0,5,0,0,0,0,0,0,35,17,3,21,30,7,3,0,0,0,0,0,4,86,9,3,8,12,9,5,0,0,0,0,0,4,52,10,0,12,17,10,5,0,0,0,0,0,0,54,8,0,18,9,4,4,0,0,0,0,0,3,40,12,0,7,12,13,5,3,0,0,0,0,0,53,6,0,3,5,0,3,0,0,0,0,0,0,19,6,0,3,3,3,0,0,0,0,0
LGA15900,315,194,116,39,9,16,44,1319,113,34,80,65,39,60,19,4,10,3,20,96,551,2297,698,2432,3837,2653,3417,1681,750,189,86,188,594,18822,18,21,21,26,14,16,40,34,15,9,20,42,284,70,58,42,39,15,16,26,18,8,3,0,16,315,226,381,215,167,72,91,93,34,7,8,10,71,1380,228,670,265,264,87,132,169,39,7,7,19,97,1985,73,87,206,305,148,241,266,102,14,8,13,56,1518,42,25,135,106,52,143,161,71,16,3,7,33,788,59,40,117,293,195,354,468,162,23,8,12,55,1800,41,19,96,170,155,338,504,269,40,13,14,38,1702,38,14,56,136,135,345,633,313,63,13,14,36,1800,31,3,25,85,92,234,529,359,63,19,21,25,1492,40,7,33,73,89,303,734,569,147,29,38,28,2084,15,0,18,31,49,140,384,382,109,32,24,23,1203,26,7,11,23,24,75,248,310,175,87
LGA15950,48,197,279,185,87,102,32,988,11,0,3,3,3,26,43,36,32,27,32,45,259,590,103,182,299,463,1613,3406,3428,1732,858,1029,309,14008,17,3,0,3,0,5,26,39,47,22,36,19,218,16,4,4,3,0,0,16,9,14,4,7,10,91,54,69,16,11,0,17,24,24,13,18,13,12,276,46,94,15,12,8,12,48,33,24,7,11,23,335,19,12,20,20,18,28,63,84,40,18,20,12,352,9,0,16,6,6,0,10,20,16,10,10,3,102,15,6,13,15,15,20,94,154,67,32,33,16,477,16,3,8,12,19,44,118,196,134,46,56,20,660,30,3,3,9,27,33,144,293,180,68,80,27,901,19,0,3,6,16,19,173,409,201,96,94,16,1044,32,3,7,4,12,30,191,638,496,206,220,39,1882,16,0,0,9,12,10,36,296,372,173,135,24,1084,31,5,0,11,6,16,101,549,705,529
LGA15990,115,308,428,331,146,184,58,1750,44,24,20,13,12,37,60,84,32,24,51,119,530,1369,331,658,690,814,2303,4564,4598,2706,1323,1422,614,21396,24,3,5,4,8,7,21,57,39,25,58,30,290,41,25,16,9,4,8,8,28,22,6,17,10,193,71,136,40,31,17,22,43,55,35,19,28,37,533,157,195,105,54,28,38,65,83,47,19,32,45,863,61,43,134,74,64,60,147,218,110,44,58,49,1057,31,9,51,20,9,13,26,75,33,20,26,11,325,58,17,51,50,37,86,201,354,181,75,101,55,1261,65,10,31,38,46,82,240,483,229,133,123,36,1514,77,6,20,18,30,70,267,572,316,171,179,41,1766,67,0,11,14,21,50,189,549,399,182,213,44,1728,81,5,13,17,43,58,206,863,766,378,429,52,2913,51,0,10,14,24,27,107,560,639,348,366,38,2178,52,8,7,17,10,19,86,368,528,448
LGA16100,4,0,0,0,0,0,3,29,0,4,3,0,0,0,0,0,0,0,0,0,10,85,22,88,140,42,13,3,0,0,0,6,27,436,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,3,4,4,0,0,0,0,0,0,30,3,9,13,11,4,3,0,0,0,0,0,0,42,0,3,17,10,8,11,3,0,0,0,0,4,53,0,4,5,8,8,5,0,0,0,0,0,0,21,0,5,4,9,5,3,0,0,0,0,0,3,37,10,0,14,11,5,11,0,0,0,0,0,5,55,5,4,3,3,17,7,3,0,0,0,0,3,44,4,0,7,4,7,6,0,0,0,0,0,0,31,17,3,3,5,10,8,7,0,0,0,0,3,49,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,3,0,0,0,4,0,0
LGA16150,46,20,6,0,0,5,14,263,30,14,28,27,6,0,3,0,0,0,5,28,144,484,224,729,1172,495,508,203,59,14,7,30,158,4079,0,3,4,10,3,4,9,4,5,0,0,4,42,9,18,14,7,5,4,4,3,0,0,0,4,81,30,63,63,57,11,13,8,6,0,0,4,15,282,42,95,88,84,22,33,18,0,0,0,3,15,404,7,16,73,93,58,85,31,11,0,0,0,18,390,12,9,42,71,14,20,17,3,0,0,0,3,194,24,10,53,91,71,107,59,10,0,0,0,15,434,9,4,15,79,55,110,66,22,3,0,0,8,380,21,3,18,63,53,120,91,23,9,0,0,10,417,6,0,8,53,46,80,84,44,12,3,3,4,350,13,0,10,55,43,99,143,79,17,5,9,23,486,3,0,4,23,15,48,70,56,17,0,0,0,237,11,3,4,11,9,43,68,68,40,9
LGA16200,0,3,0,0,0,0,8,97,15,7,13,5,0,3,0,0,0,0,0,7,62,332,164,438,333,72,34,14,0,0,0,16,71,1475,3,0,8,3,0,0,0,0,0,0,3,0,21,5,4,11,7,3,0,0,0,0,0,0,3,29,26,37,41,22,3,0,0,0,0,0,0,6,133,33,48,76,46,8,0,3,0,0,0,0,12,223,13,8,60,57,13,14,0,0,0,0,0,8,173,8,6,26,25,4,3,3,0,0,0,0,3,91,19,9,47,44,5,12,9,0,0,0,0,3,148,22,0,27,38,9,17,9,0,0,0,0,6,125,14,7,20,45,21,22,7,0,0,0,0,0,137,9,0,15,30,17,14,4,4,0,0,0,5,99,16,3,11,23,17,26,10,8,0,0,0,6,115,3,0,8,8,5,11,13,3,0,0,0,0,44,15,0,5,13,3,9,11,12,3,0
LGA16260,304,366,185,59,21,15,74,1480,79,23,34,30,43,68,63,25,11,10,27,95,509,1993,530,1208,2202,2579,4898,4820,2003,427,117,245,679,21689,47,28,28,25,11,15,87,150,90,37,29,52,595,71,67,32,18,9,8,33,53,20,7,7,31,343,209,306,153,75,34,31,89,113,41,19,20,68,1165,145,486,176,82,17,52,95,117,36,19,12,78,1313,64,84,155,105,59,77,212,228,93,24,4,51,1161,50,27,205,123,40,51,120,179,70,4,7,21,907,62,49,87,144,84,160,423,535,171,38,25,54,1828,62,17,56,90,70,169,520,662,202,58,27,71,2008,58,9,50,63,58,151,579,899,273,82,36,49,2306,44,5,27,39,49,100,521,881,291,71,26,47,2109,48,10,22,44,51,131,653,1438,504,125,54,50,3126,36,6,12,28,30,71,375,961,407,105,51,35,2111,19,12,12,15,26,44,232,756,473,180
LGA16350,299,127,35,6,3,10,32,972,57,21,48,65,59,52,17,7,0,0,9,102,434,1261,481,1355,2744,2852,4353,1243,328,59,29,112,467,15271,24,0,14,8,15,21,37,17,10,3,0,28,180,45,29,18,14,11,21,31,6,0,0,3,24,206,97,176,101,80,47,73,96,37,6,0,3,45,769,112,308,133,98,85,121,124,58,3,0,4,48,1110,54,48,93,161,147,225,347,129,14,0,10,37,1249,34,26,121,95,50,110,146,49,6,0,3,25,663,54,33,66,177,152,301,532,230,21,10,7,46,1627,38,15,52,95,139,295,561,261,35,5,7,41,1556,34,13,31,80,115,268,690,381,46,8,5,39,1709,38,0,14,52,79,189,591,330,47,4,9,19,1373,40,4,12,54,83,218,747,587,89,20,10,28,1891,28,0,6,24,44,98,385,429,77,19,10,10,1143,24,3,9,9,22,51,169,186,74,18
LGA16380,124,46,26,0,0,5,16,426,27,19,35,33,15,11,8,4,0,0,4,38,200,725,286,1011,1711,974,1390,610,164,26,11,64,233,7194,10,0,6,13,14,10,4,3,0,0,3,12,76,13,17,18,18,10,13,8,3,3,0,0,7,116,46,106,73,91,55,48,42,8,0,0,0,21,489,81,162,126,177,76,80,61,27,4,0,12,25,827,28,31,91,206,107,190,155,49,0,0,4,26,884,26,4,65,73,63,84,94,47,5,0,0,14,464,31,23,47,163,115,217,244,96,15,3,7,22,985,42,4,37,94,89,193,237,117,15,0,10,11,840,24,3,17,62,76,162,238,127,11,0,3,10,734,24,3,12,26,44,93,196,145,17,7,5,7,579,20,0,9,32,34,89,205,157,27,3,4,19,606,12,0,8,9,3,42,82,102,26,7,3,3,290,7,0,3,3,6,15,48,89,45,4
LGA16400,88,60,19,0,0,3,16,479,26,9,23,30,13,11,6,0,3,0,6,31,152,548,245,1008,1563,869,956,507,121,20,14,52,192,6086,9,5,3,8,7,21,14,8,0,0,0,6,71,8,10,13,8,0,14,11,0,0,0,0,0,68,32,66,52,31,33,39,31,14,3,0,3,20,325,56,122,88,93,52,55,47,13,0,0,5,22,557,20,29,83,129,85,132,99,40,3,3,7,9,624,18,18,53,56,42,77,59,21,4,3,4,6,362,25,20,53,109,86,177,171,49,4,0,5,9,709,26,8,33,65,79,151,189,76,15,0,9,15,660,18,4,30,63,96,152,207,99,14,0,3,12,687,13,3,10,56,65,115,165,83,12,3,6,10,550,26,4,9,43,79,134,211,157,18,6,7,18,713,13,0,10,27,66,56,99,80,14,5,0,8,383,7,3,0,12,13,36,46,63,27,6
LGA16490,44,41,31,7,0,3,12,314,17,7,21,21,7,8,8,4,0,0,0,21,109,406,169,923,1124,484,627,623,298,76,20,42,137,4937,3,0,4,3,6,4,10,7,3,3,0,11,43,11,5,4,5,5,3,9,3,0,0,0,3,55,32,45,32,25,8,3,13,10,0,4,0,17,190,59,85,58,44,24,14,18,14,0,0,0,11,330,25,20,40,92,28,48,42,24,4,0,0,6,341,12,0,28,16,8,15,8,4,3,0,3,6,97,17,8,26,63,53,85,87,52,14,3,0,9,410,16,4,25,58,57,87,102,65,13,5,3,8,451,18,10,19,63,69,81,135,118,15,4,5,17,553,18,0,10,38,44,68,127,119,50,13,3,13,499,24,9,13,43,44,101,167,236,71,18,11,15,746,13,0,4,7,28,52,90,139,69,15,3,9,438,18,0,6,17,11,41,84,91,59,18
LGA16550,107,428,428,254,95,112,70,1756,84,25,36,26,9,37,71,82,47,18,49,101,581,1940,489,931,784,655,2217,5624,4238,1803,649,759,592,20680,43,25,21,27,13,27,56,142,199,146,129,68,886,71,51,18,12,11,4,16,47,39,23,15,26,339,170,323,95,54,19,22,52,66,53,42,47,68,1011,157,522,157,66,22,35,52,77,50,25,28,61,1240,48,78,125,72,45,52,117,194,105,42,38,36,961,34,17,127,61,14,23,37,83,44,25,24,23,515,50,42,57,115,44,82,167,288,186,68,54,55,1213,45,21,54,67,40,90,180,403,262,77,74,33,1336,34,13,26,32,30,51,188,470,388,166,92,36,1526,33,9,15,14,23,48,162,463,362,162,123,30,1424,53,3,8,15,30,47,203,711,704,301,217,46,2342,34,4,10,12,27,33,77,494,665,287,223,26,1886,33,9,10,5,20,34,68,400,566,339
LGA16610,18,6,0,0,0,0,8,127,17,3,21,11,3,0,0,0,0,0,0,17,81,292,142,686,600,219,144,65,13,3,3,14,86,2266,0,0,3,11,4,3,3,0,0,0,0,3,23,3,3,7,15,3,5,0,0,0,0,0,0,35,18,19,34,47,17,27,12,0,0,0,0,12,195,38,39,64,81,19,29,15,0,0,0,7,20,303,10,8,54,63,46,59,33,9,0,0,0,4,298,9,6,30,44,26,34,16,3,0,0,3,10,187,20,4,43,69,48,86,52,9,0,0,0,15,343,12,4,26,41,31,68,56,8,0,0,0,11,256,16,0,14,26,24,58,44,15,0,0,0,3,198,17,0,3,13,19,33,53,11,0,0,0,0,143,13,5,3,12,10,50,38,5,4,0,0,10,151,12,0,3,5,4,12,22,4,0,0,0,0,67,0,0,0,3,0,9,7,5,0,0
LGA16650,158,210,133,20,5,6,37,761,25,3,18,19,28,40,29,17,0,3,3,38,227,647,163,421,765,1382,2567,2690,1250,207,74,93,295,10557,16,3,10,6,6,12,43,71,40,12,9,25,257,16,12,10,11,3,10,14,29,12,3,3,18,154,78,88,25,29,5,19,44,73,27,8,4,22,437,51,115,52,22,15,25,73,91,25,3,9,21,502,23,10,45,31,29,52,141,162,50,17,9,23,588,27,8,41,29,17,28,61,105,40,9,4,13,391,30,13,17,36,41,57,252,315,83,24,22,21,913,38,6,13,30,33,67,251,369,129,45,22,31,1027,33,3,15,24,24,65,225,424,179,54,19,25,1087,29,3,4,11,17,38,204,364,160,47,20,17,924,41,3,10,17,17,48,215,586,320,79,48,23,1406,28,0,7,8,9,30,144,362,252,82,28,19,982,13,0,5,7,16,13,67,268,175,56
LGA16700,122,178,163,52,14,20,47,798,35,12,15,28,18,37,35,28,3,7,13,68,300,995,270,515,1204,1267,2299,2441,1707,476,122,186,388,11875,24,7,18,24,12,22,66,153,108,57,51,50,591,31,25,12,4,5,11,20,27,16,6,13,19,196,94,166,74,34,20,26,54,72,31,10,12,40,626,91,217,112,41,17,22,56,67,25,9,10,33,695,40,33,80,49,20,65,115,123,44,16,14,26,625,24,14,91,56,17,33,52,74,27,12,7,14,419,32,22,28,61,25,82,202,235,89,23,19,31,857,29,3,28,25,28,87,273,302,126,35,25,25,991,30,0,13,33,21,92,301,397,154,47,30,20,1152,23,3,11,15,18,57,286,385,145,65,35,26,1061,26,5,9,22,27,70,324,629,262,100,57,34,1574,30,0,4,18,28,20,162,415,254,85,48,13,1066,24,3,3,13,10,26,125,362,247,158
LGA16900,82,50,16,0,0,0,13,346,33,10,20,18,11,20,5,3,0,0,0,32,164,571,305,820,904,889,1169,457,97,11,7,50,163,5434,3,8,6,7,5,6,5,3,0,0,0,5,53,12,19,8,5,0,6,12,7,0,0,0,3,85,44,116,41,58,26,35,21,7,0,0,3,20,373,51,182,108,84,52,51,41,18,0,0,3,34,627,22,27,81,109,81,95,123,41,3,0,3,19,603,16,15,113,68,34,47,36,19,7,0,0,11,359,26,14,50,105,67,126,159,66,9,0,0,16,642,9,7,37,67,50,111,159,85,9,0,3,8,550,11,3,16,36,42,102,177,98,15,0,3,10,507,9,3,4,25,28,77,142,100,14,4,0,4,401,18,3,12,19,42,82,205,159,29,4,6,9,578,9,0,3,11,8,32,80,95,18,0,0,3,266,8,0,3,4,4,16,46,64,38,9
LGA16950,93,21,3,3,0,3,14,539,44,13,44,54,19,16,5,0,0,0,3,55,256,986,432,1573,2502,1134,957,247,48,20,7,63,283,8253,3,7,11,15,7,11,10,7,0,0,0,15,90,25,26,25,21,12,11,15,3,0,0,3,6,149,71,87,122,111,62,78,32,4,0,0,3,24,592,82,134,193,195,107,128,55,15,0,0,7,30,946,52,29,195,279,169,250,125,16,8,0,8,25,1160,37,14,108,131,88,139,77,9,0,0,0,18,620,54,15,72,215,182,286,188,31,0,0,3,25,1084,38,6,69,146,164,248,198,51,5,0,6,17,949,34,3,35,95,128,212,211,52,8,0,0,9,789,16,3,24,74,76,151,153,76,3,3,8,21,600,38,3,16,50,81,147,156,68,5,9,3,12,599,29,0,5,28,31,61,94,53,3,3,7,9,314,12,0,11,12,18,35,43,32,10,3
LGA17000,12,21,4,0,0,0,14,139,13,0,8,11,3,4,3,0,0,0,3,7,46,273,84,311,416,210,284,189,64,8,0,22,70,1931,4,0,3,0,0,3,6,4,0,0,0,3,27,10,9,3,0,0,5,0,0,0,0,0,0,23,18,31,20,11,3,10,7,5,0,0,0,6,106,28,42,32,12,0,8,5,0,0,0,0,8,136,16,13,21,13,16,12,21,8,0,0,0,4,114,4,0,12,6,5,9,10,3,0,0,0,5,58,11,6,13,27,17,35,34,7,0,0,3,7,158,17,4,12,21,21,40,31,14,0,0,0,5,168,10,0,5,24,18,23,42,27,0,0,0,9,156,5,0,8,20,28,34,43,34,3,0,0,3,177,17,7,14,21,19,45,57,64,10,0,6,7,267,4,0,6,7,13,15,31,44,7,0,0,3,139,8,0,8,8,13,26,56,86,34,0
LGA17040,13,8,6,0,3,9,9,118,7,3,7,3,0,0,0,0,0,0,0,4,32,347,114,390,334,108,93,62,39,12,19,87,78,1691,8,0,6,3,0,3,0,0,0,0,0,0,23,7,5,11,3,0,0,0,0,0,0,0,3,34,17,12,29,20,7,3,3,5,0,0,3,11,116,35,27,52,22,15,16,7,0,0,0,3,10,180,27,11,43,50,24,20,10,4,0,0,14,12,207,12,3,14,20,17,10,0,3,0,0,0,3,85,19,5,44,51,23,31,9,5,6,0,14,11,220,26,3,24,49,22,31,13,0,0,3,14,4,191,16,3,15,30,26,33,27,8,0,7,7,6,184,18,3,8,20,15,27,18,13,3,0,4,8,137,18,0,18,17,22,35,22,14,5,7,13,9,187,13,0,12,10,11,14,12,16,4,3,19,10,126,5,0,3,7,3,6,7,10,3,5
