LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA17310,10,35,134,124,72,64,50,24,3,521,5,3,7,3,0,6,3,4,0,27,3,6,35,23,44,32,22,4,0,168,259,170,406,369,360,406,381,276,97,2722,367,805,2397,2288,2289,2284,1686,854,221,13190,0,3,27,35,15,16,3,0,0,99,4,13,20,27,22,14,5,0,0,107,4,13,31,39,32,18,15,13,3,160,0,0,9,8,10,3,0,0,0,39,0,26,57,47,24,17,4,3,0,185,16,77,280,404,525,267,156,80,28,1826,0,38,216,231,361,222,111,41,6,1232,57,210,463,478,473,330,120,64,7,2206,21,73,238,202,193,99,39,5,3,872,3,23,61,53,34,31,12,9,8,231,42,95,171,131,97,46,15,5,0,611,0,0,0,4,3,0,0,0,0,8,0,0,20,15,15,9,4,7,0,72,165,88,181,247,235,283,326,460,256,2240,316,657,1765,1938,2043,1360,815,689,306,9891
LGA17350,8,6,4,9,6,9,3,0,0,43,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,7,21,17,22,29,35,42,34,32,6,233,35,78,197,181,211,243,179,90,19,1227,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,20,0,3,15,32,53,30,18,5,5,177,0,8,23,39,24,24,5,3,0,129,3,22,43,42,49,24,8,3,0,199,3,3,23,14,14,10,4,0,0,73,0,0,4,3,3,6,4,4,0,24,10,9,14,9,3,8,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,3,18,27,25,29,48,57,18,240,27,48,159,179,191,133,95,72,29,935
LGA17400,4,0,12,17,8,13,8,3,0,62,0,0,0,0,0,0,5,0,0,6,0,0,0,3,5,0,6,3,0,22,29,14,26,39,57,98,75,52,20,406,50,53,126,193,250,370,309,132,28,1506,0,0,0,4,0,0,0,0,0,6,0,0,8,3,0,0,0,0,0,9,0,0,4,3,4,5,0,3,0,16,3,0,0,0,0,0,0,0,0,3,0,0,4,8,4,3,0,0,0,18,0,6,20,33,63,33,27,13,4,198,0,3,17,28,36,43,11,5,0,140,9,13,31,46,50,31,11,3,0,191,0,5,22,29,24,17,3,0,0,96,0,0,4,5,3,3,4,0,0,23,0,8,19,17,13,3,4,0,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,12,3,19,30,38,38,31,51,16,232,22,39,155,196,234,179,91,86,24,1023
LGA17420,22,69,157,187,188,114,73,31,3,854,3,0,10,5,0,5,9,3,0,44,8,26,77,101,103,82,35,26,6,462,222,187,348,464,499,342,356,200,110,2729,429,2212,6310,9346,8922,7004,4776,1810,459,41279,0,98,240,343,297,117,22,8,4,1132,4,41,186,247,146,35,7,0,0,674,3,27,153,241,163,105,60,37,10,802,0,26,54,66,46,20,0,4,0,223,0,24,66,68,41,17,0,0,3,225,10,236,674,1031,1118,657,241,78,20,4063,4,138,729,950,1263,729,234,66,20,4140,118,693,2041,2337,1910,1208,288,119,27,8736,43,383,761,818,709,359,76,29,7,3178,22,207,346,268,149,89,37,10,7,1134,69,236,423,446,267,215,46,22,3,1727,0,4,3,3,9,9,8,0,0,41,3,42,84,87,87,55,16,0,0,381,447,265,452,557,546,494,333,319,142,3558,731,2430,6218,7454,6761,4116,1368,705,243,30022
LGA17550,25,65,200,233,170,176,115,55,15,1062,3,3,4,4,3,13,19,9,9,70,3,10,34,47,44,45,41,22,12,249,251,194,363,441,518,638,622,550,338,3915,391,860,2698,3560,3824,4203,3557,2067,847,22012,0,10,28,49,37,28,13,8,0,177,3,11,17,61,46,21,6,0,0,165,0,9,20,51,49,42,54,36,6,274,3,7,17,34,19,15,3,0,0,105,3,8,38,40,26,18,3,0,0,140,5,59,300,470,678,419,254,112,19,2319,0,37,201,370,491,318,177,70,14,1677,68,238,520,647,596,403,237,151,32,2881,25,115,302,345,351,216,62,26,3,1448,8,29,104,111,75,45,42,22,9,449,42,124,285,264,191,124,58,51,8,1140,0,3,5,0,11,0,3,4,0,27,3,3,23,29,17,14,6,14,3,107,294,113,258,416,481,448,699,951,386,4040,460,763,2121,2876,3079,2107,1611,1443,485,14949
LGA17620,3,5,19,18,19,24,13,3,0,109,0,0,0,3,0,3,3,0,0,10,0,3,0,12,0,8,5,3,0,36,46,45,89,110,110,116,89,59,47,716,71,180,559,593,571,556,378,172,79,3169,0,0,7,8,4,4,0,4,0,35,0,0,0,7,8,0,0,0,0,18,0,0,15,3,7,0,0,0,0,31,0,0,0,0,3,3,0,0,0,6,4,20,50,28,16,14,0,0,0,143,0,22,60,78,120,69,38,15,4,405,0,19,59,46,75,35,19,7,3,267,11,63,108,125,78,49,9,9,0,460,3,18,27,40,43,12,6,3,0,158,0,5,9,12,11,7,9,3,0,46,7,22,39,28,14,16,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,3,0,16,43,22,47,47,50,70,90,92,68,534,74,188,428,428,441,287,179,136,72,2242
LGA17640,3,0,7,3,14,3,4,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,3,9,4,5,3,0,0,22,35,12,35,46,75,81,64,41,19,408,45,68,202,275,395,397,326,132,33,1882,0,0,4,0,3,3,0,0,0,15,0,0,0,7,0,0,0,0,0,9,0,0,3,3,4,6,6,0,0,22,0,0,3,0,0,0,0,0,0,5,3,3,5,10,10,4,0,0,0,37,5,3,26,47,68,47,29,8,4,227,0,4,27,26,48,37,22,7,0,160,13,18,41,71,47,38,12,10,0,244,3,11,32,51,30,32,8,0,0,164,0,3,3,11,3,4,0,0,0,28,3,8,23,14,12,4,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,12,27,9,17,39,37,44,48,41,8,279,46,56,183,273,277,220,130,68,17,1274
LGA17650,0,5,10,10,4,14,8,0,0,61,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,6,5,0,0,18,25,9,19,31,41,54,50,23,9,250,45,50,159,235,279,309,261,78,20,1441,0,6,6,19,13,7,0,0,0,48,0,0,0,3,3,0,0,0,0,8,0,0,0,4,8,0,3,4,0,14,0,0,0,3,0,0,0,0,0,11,0,0,4,9,3,6,4,0,0,39,0,8,15,46,43,39,16,8,0,172,0,5,21,27,52,48,13,3,3,171,9,16,32,67,62,28,5,0,0,218,0,8,24,38,42,31,4,0,0,146,0,3,5,9,7,9,3,3,0,40,3,4,14,15,7,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,23,9,16,24,17,31,33,31,10,192,36,55,148,266,263,197,79,48,13,1115
LGA17750,18,59,151,105,81,69,35,11,4,533,0,7,4,5,11,4,6,0,0,43,5,14,42,40,37,35,20,6,6,210,211,194,325,270,318,307,260,177,55,2105,374,1172,2999,2648,2504,2315,1464,633,213,14322,0,30,74,49,46,21,3,3,0,218,3,14,25,26,25,15,3,0,0,101,9,25,46,41,38,11,16,19,8,210,0,3,16,17,6,3,0,0,0,48,9,49,72,42,30,5,3,3,0,214,13,119,367,383,426,240,130,82,23,1789,3,58,284,319,427,219,105,42,11,1460,92,341,635,608,510,282,95,60,12,2645,19,145,326,270,200,119,35,10,6,1120,3,67,74,65,41,23,15,9,3,304,48,160,204,148,105,52,23,8,0,755,0,5,0,9,5,0,3,0,0,17,7,16,25,17,22,5,6,0,0,108,191,103,197,219,223,197,275,347,162,1925,402,1130,2341,2209,2112,1195,713,584,226,10922
LGA17850,0,0,3,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,11,5,23,18,26,26,42,20,18,190,20,33,97,93,123,135,144,50,18,712,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,3,0,14,14,6,6,0,0,0,36,0,0,3,13,31,32,11,5,3,89,0,0,12,20,21,19,3,8,0,76,3,10,22,29,33,21,8,0,0,120,0,3,8,11,7,10,0,0,0,46,0,0,3,3,5,0,0,0,0,13,0,0,10,13,4,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,8,13,11,13,14,22,10,107,20,26,78,111,127,102,37,30,12,546
LGA17900,0,3,3,10,13,8,9,3,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,3,3,0,0,16,27,29,57,53,54,100,81,47,4,451,36,71,189,181,175,260,214,97,16,1237,0,0,3,3,3,3,3,0,0,16,0,0,4,6,0,0,0,0,0,14,0,0,0,3,7,3,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,4,14,4,0,0,3,0,0,30,0,3,22,39,44,24,18,3,0,150,0,14,49,32,44,24,3,0,0,159,3,13,41,42,37,18,7,0,3,166,0,3,14,18,21,17,3,0,0,72,0,0,7,4,3,7,3,0,0,21,0,4,10,3,8,7,3,0,0,46,0,0,0,0,4,0,0,0,0,4,0,3,0,0,3,0,0,0,0,6,13,19,48,53,61,56,35,21,4,314,19,66,200,211,239,160,75,28,12,1017
LGA17950,0,0,6,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,11,8,28,20,23,26,21,14,10,152,14,30,96,84,94,95,69,27,13,527,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,13,10,8,0,0,0,0,26,0,0,13,17,21,21,5,3,0,75,0,0,12,13,15,8,3,0,0,58,0,3,15,25,17,10,4,0,0,81,0,3,13,5,7,0,0,0,0,27,0,0,0,3,0,0,0,0,0,8,0,0,4,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,6,3,13,11,8,10,20,13,4,92,11,16,83,89,80,50,44,23,8,403
LGA18020,3,5,9,19,8,11,5,6,0,75,0,0,0,3,0,0,0,0,0,4,0,0,3,3,4,5,7,0,0,27,44,37,47,64,82,112,126,69,26,614,64,95,212,284,347,414,364,183,55,2017,0,0,3,6,5,4,0,0,0,19,0,0,0,7,10,5,0,0,0,18,0,0,0,8,4,4,6,3,0,28,0,0,3,3,0,0,0,0,0,3,0,3,15,25,10,10,3,0,0,66,0,15,47,64,76,59,40,11,7,322,0,10,45,49,75,51,21,8,0,256,0,13,58,70,64,46,15,12,0,270,0,8,21,28,24,16,3,3,0,108,0,0,9,0,4,5,5,0,0,24,3,14,22,11,11,13,0,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,3,16,34,11,41,48,53,62,85,73,33,431,41,68,257,328,345,276,175,116,38,1647
LGA18050,5,28,206,143,78,49,25,18,6,566,0,4,16,3,7,0,0,9,0,40,0,13,64,93,38,26,22,9,5,276,120,213,1040,700,452,294,241,170,135,3373,161,855,6301,5193,3429,2188,1503,744,366,20746,0,36,186,85,73,56,21,7,0,471,0,13,111,70,23,10,0,0,0,232,0,14,91,52,63,57,43,47,24,395,0,12,106,94,41,11,0,3,0,268,0,0,43,19,14,4,3,3,0,87,3,62,509,382,319,197,112,76,22,1688,0,45,336,298,387,274,123,62,20,1554,11,311,1474,918,423,295,122,86,38,3677,12,172,1080,690,445,280,87,49,10,2819,4,178,797,516,168,93,44,26,8,1826,11,97,230,167,79,93,19,24,7,719,3,5,0,0,5,3,0,3,3,28,3,20,106,96,67,36,12,10,3,350,250,422,1311,729,559,492,405,536,294,4998,290,1380,6374,4113,2672,1910,1009,926,439,19110
LGA18100,0,0,0,3,5,4,3,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,11,6,11,18,22,38,40,34,20,204,14,27,82,115,118,164,157,65,28,778,0,0,0,0,7,4,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,0,4,0,0,16,0,0,14,19,25,23,8,9,0,105,0,0,17,26,32,13,4,5,0,107,0,8,20,28,30,19,5,4,0,108,0,0,10,20,15,8,3,0,0,55,0,0,4,0,0,0,4,0,0,15,3,3,6,5,5,10,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,11,18,29,20,27,21,144,14,22,89,118,138,113,45,41,21,613
LGA18200,0,0,6,6,15,3,9,3,0,47,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,14,52,21,65,53,67,85,71,34,10,455,64,85,251,248,289,286,210,93,27,1553,0,4,8,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,5,4,12,6,0,0,0,0,26,0,11,35,29,52,27,16,0,0,174,0,11,29,32,40,29,15,3,0,155,0,20,45,35,19,19,3,6,4,143,0,8,19,16,28,13,4,0,0,85,0,0,3,5,3,3,0,0,0,12,3,5,22,17,14,5,4,0,0,73,0,3,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,5,24,12,23,34,39,33,38,38,17,264,30,78,191,187,205,131,85,47,29,983
LGA18230,10,41,109,94,64,57,38,9,3,433,0,0,3,3,3,0,6,4,0,25,3,6,17,25,21,20,11,11,3,111,195,264,574,427,377,345,282,179,91,2736,280,846,2411,2065,2006,1814,1213,561,209,11398,0,6,28,21,17,10,3,0,0,87,0,8,20,22,9,6,3,0,0,68,3,6,17,32,17,13,17,9,0,120,0,3,0,5,0,7,0,0,0,19,5,23,52,65,31,14,0,0,0,193,7,80,256,305,368,222,120,47,14,1416,8,59,258,238,298,161,69,42,5,1130,45,182,434,442,371,174,72,32,7,1763,17,83,185,203,154,63,28,7,0,742,3,15,47,38,32,17,7,3,0,152,31,97,154,142,76,56,17,9,3,588,0,3,0,0,3,0,0,0,0,5,0,3,14,8,8,4,8,0,0,52,245,144,230,294,290,271,263,301,87,2128,361,714,1694,1814,1672,1027,602,443,126,8458
LGA18250,13,33,134,113,78,46,20,7,3,458,11,10,3,3,6,6,0,3,3,39,0,16,51,58,58,33,19,9,3,257,94,138,350,325,254,198,166,93,70,1688,158,934,4474,5161,3985,2782,1854,871,410,20620,0,48,183,153,133,69,29,22,0,640,0,60,211,152,83,27,3,0,0,534,0,30,126,116,85,35,30,34,9,465,0,14,64,82,54,17,5,0,0,237,0,3,31,17,14,6,3,3,0,82,4,114,459,480,498,317,158,119,34,2185,0,34,265,336,424,344,168,77,32,1684,27,473,1647,1489,858,477,163,129,69,5322,11,163,724,754,535,321,128,77,20,2737,7,159,339,256,173,66,42,44,13,1092,12,69,158,137,81,59,22,6,11,553,4,14,0,4,3,3,3,0,0,28,0,25,59,89,47,27,16,9,3,278,213,240,498,393,370,263,211,290,213,2691,281,1435,4772,4462,3364,2031,972,812,405,18538
LGA18350,6,45,92,109,75,63,41,16,3,453,0,0,3,3,0,3,3,3,0,19,0,3,13,27,28,23,33,13,5,145,136,76,166,206,291,240,293,213,103,1727,197,476,1407,1785,2234,2285,2348,1287,356,12376,0,3,20,53,40,34,18,6,3,174,0,4,14,25,12,18,4,0,0,81,0,5,25,31,28,30,31,23,0,169,0,0,9,22,19,16,5,3,0,73,10,8,41,44,26,19,11,0,0,168,0,28,134,305,389,322,196,106,13,1492,0,24,134,258,363,291,147,67,17,1288,28,89,288,420,369,347,173,89,14,1810,9,41,172,229,259,211,89,34,11,1053,0,16,63,114,77,78,39,14,6,409,18,85,149,152,78,68,25,17,0,603,0,0,3,8,3,0,0,0,0,16,0,5,14,18,19,18,16,9,5,90,135,50,147,245,220,266,275,275,186,1797,202,362,1211,1920,1899,1706,1029,643,260,9227
LGA18400,4,18,63,66,46,38,17,10,0,265,0,0,0,4,3,5,7,0,0,15,0,0,24,25,31,26,14,9,0,124,160,99,211,230,259,230,219,136,78,1622,274,751,2010,2384,2351,2039,1242,542,144,11740,0,15,49,32,47,20,3,0,0,156,0,7,18,24,24,11,0,0,0,80,0,11,25,31,28,17,12,9,3,135,0,0,16,16,9,3,3,0,0,46,3,6,40,46,30,5,0,0,0,129,9,46,173,262,276,138,59,19,9,992,0,33,194,228,307,148,45,8,5,965,40,140,345,439,380,189,48,25,3,1609,20,94,219,161,137,86,15,7,0,740,10,26,44,42,42,24,6,3,4,191,28,88,162,121,61,46,12,3,3,515,0,0,0,0,5,3,0,0,0,10,0,3,10,17,10,6,4,0,0,61,172,77,153,203,242,177,173,139,51,1390,280,544,1447,1628,1592,866,381,218,78,7030
LGA18450,40,169,360,323,262,160,144,56,23,1533,18,19,13,11,13,10,16,14,3,125,11,34,83,112,130,86,54,33,13,569,441,533,932,836,919,891,862,777,345,6538,836,3775,9908,9596,9267,8297,5702,3070,1061,51505,5,91,269,217,158,74,19,8,3,848,7,67,191,156,130,38,3,3,0,604,4,63,217,197,170,103,110,75,28,966,0,19,59,64,40,20,5,9,3,210,14,30,106,82,51,18,9,3,0,316,29,273,990,1144,1207,568,284,141,41,4674,11,203,882,956,1372,768,291,129,41,4658,179,1033,2101,1908,1423,815,382,223,47,8107,76,502,1130,1040,942,478,180,57,17,4412,19,199,362,334,222,116,60,24,17,1355,106,393,649,562,328,184,50,60,16,2352,3,21,8,9,8,5,7,6,0,60,3,36,82,80,82,42,21,9,7,354,679,497,785,1046,943,903,1207,1383,590,8031,1136,3417,7830,7790,7074,4129,2633,2122,803,36936
LGA18500,3,18,88,79,66,33,29,16,3,325,3,4,0,3,0,0,0,4,0,15,0,12,37,45,45,24,20,5,11,203,122,142,462,351,326,270,282,180,95,2213,146,673,3674,3189,2836,2258,2038,958,419,16178,0,35,106,85,72,52,23,27,4,404,0,11,42,41,36,15,3,0,0,144,0,4,54,27,32,33,15,24,17,212,0,19,105,82,50,45,12,11,6,322,0,10,32,20,9,8,3,3,5,77,0,60,312,301,356,325,212,119,51,1729,0,36,207,191,343,329,141,83,18,1355,7,213,1094,816,469,398,150,113,44,3308,3,144,868,665,550,483,167,80,32,2993,6,181,592,359,192,142,65,42,21,1594,9,44,138,122,62,63,17,28,10,490,3,0,5,3,0,0,0,3,0,17,0,33,111,91,75,82,26,20,4,435,239,213,652,540,454,471,352,400,263,3594,268,990,4318,3342,2703,2437,1192,943,471,16672
LGA18710,3,5,18,25,20,17,11,7,0,102,0,0,0,0,0,0,0,0,0,0,0,3,7,15,15,12,10,4,0,69,55,35,53,96,84,118,74,57,37,610,80,165,493,816,898,773,522,223,77,4043,0,3,17,37,29,13,5,0,0,101,0,0,9,13,13,9,0,0,0,41,0,0,10,15,9,3,3,0,0,44,0,0,5,8,6,7,0,0,0,27,3,9,21,26,20,10,10,0,0,95,3,18,51,95,115,70,37,17,0,402,0,5,41,49,101,82,32,10,7,326,11,43,110,182,114,77,17,12,3,555,4,23,69,101,113,75,17,0,0,407,0,7,25,32,29,9,14,5,3,125,8,14,30,40,17,14,6,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,13,14,6,6,0,3,0,43,49,8,30,56,48,52,54,42,20,371,72,128,423,661,623,431,201,96,36,2676
LGA19399,0,0,9,5,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,7,13,20,10,4,8,3,0,65,7,17,50,65,43,44,27,13,4,261,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,3,0,0,0,0,16,0,0,0,9,11,7,6,0,0,32,0,0,3,5,3,3,0,0,0,20,0,0,6,0,5,7,0,0,0,26,0,3,0,3,0,0,0,0,0,7,0,0,0,6,3,0,0,0,0,6,5,0,11,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,9,4,0,0,0,18,4,10,32,37,43,30,10,3,0,171
LGA19499,3,18,43,28,12,8,7,0,0,123,3,7,4,0,0,3,0,0,0,19,0,4,7,9,6,10,5,0,0,48,76,178,510,508,471,324,170,52,9,2313,108,435,1168,909,814,700,456,87,23,4703,0,9,26,3,7,10,0,0,0,54,3,3,15,3,5,3,0,0,0,35,0,6,15,3,7,3,0,0,0,37,0,0,13,3,3,4,0,0,0,23,0,7,13,12,4,0,0,0,0,35,0,29,78,49,55,49,11,0,3,272,3,12,49,26,33,38,18,5,0,174,3,53,153,72,61,37,17,7,0,411,3,40,110,64,43,27,3,0,0,288,0,25,58,25,9,8,3,0,0,131,5,28,45,22,19,12,4,0,0,135,0,0,0,0,0,0,0,0,0,6,0,3,5,3,6,0,0,0,0,23,32,57,142,64,65,68,43,35,10,529,55,275,718,365,317,256,100,55,15,2159
LGA19799,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,10,6,0,29,0,3,11,12,11,12,34,13,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,0,3,0,3,0,0,0,0,10
