LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA12700,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,10,3,26,12,11,3,5,3,0,3,0,0,47,74,37,33,84,94,97,83,39,16,548,0,3,0,0,3,4,0,0,0,18,3,0,0,0,3,0,7,0,0,22,75,40,46,63,114,104,67,28,10,550,21,28,12,19,33,30,6,7,0,144,0,0,0,0,0,0,3,0,0,5,1074,662,472,796,1024,983,713,333,134,6199,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,0,0,15,0,3,3,4,3,3,3,0,0,17,348,201,151,144,203,207,101,37,11,1404
LGA12730,0,0,0,0,0,0,0,0,0,0,4,4,7,4,5,6,7,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,10,4,3,9,12,0,3,0,0,33,44,22,25,48,84,105,88,49,23,485,5,11,3,3,11,3,8,3,0,50,0,0,0,0,0,0,0,0,0,0,138,94,58,103,168,190,118,114,53,1044,42,23,13,11,18,14,3,0,0,128,0,0,0,0,0,0,0,0,0,0,1048,592,460,748,955,968,731,496,185,6192,0,0,3,5,4,0,0,0,0,11,5,0,6,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,6,0,3,4,0,0,0,0,0,14,494,264,215,205,163,151,74,47,8,1617
LGA12750,10,3,0,3,3,3,4,0,0,33,11,3,11,18,32,51,67,47,14,261,0,0,3,0,0,0,0,0,0,5,4,0,3,5,7,6,9,6,3,44,46,17,18,21,33,48,22,7,0,223,78,51,51,84,199,315,297,212,87,1371,31,13,11,16,15,31,21,0,3,143,30,12,6,16,13,5,10,5,0,93,147,98,68,121,213,297,312,191,103,1543,134,68,46,60,81,97,87,41,14,631,4,4,3,0,3,10,7,3,0,35,3215,1769,1364,2325,3244,4317,3923,2319,922,23393,3,6,4,3,12,8,0,0,0,33,7,4,7,11,7,3,3,0,0,39,0,0,0,3,5,8,4,3,0,19,11,4,0,4,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,11,16,19,26,37,27,9,3,0,145,24,18,22,30,37,27,9,3,0,171,1896,971,731,932,1119,1320,757,363,102,8206
LGA12850,307,141,111,103,77,47,17,18,3,831,19,25,22,35,53,89,76,69,22,416,231,165,121,139,169,116,93,50,16,1103,139,100,73,75,70,76,42,17,10,589,399,279,194,219,183,140,71,20,3,1501,122,136,113,137,221,206,168,129,47,1278,41,29,23,12,20,28,20,14,4,189,134,100,99,74,77,73,50,26,10,636,337,279,188,192,279,202,135,98,35,1747,753,526,476,360,376,262,128,75,28,2980,45,35,36,16,40,22,16,15,4,219,19957,15328,13080,13664,14818,13142,8816,5685,1788,106280,228,201,277,188,213,156,65,15,4,1342,3386,1673,1720,1280,949,579,246,78,11,9921,0,0,6,6,3,4,8,0,0,25,0,0,0,0,4,0,0,0,0,3,19,28,64,10,5,3,4,0,0,133,266,235,195,164,182,122,58,32,12,1268,283,265,266,177,184,125,61,33,12,1402,3224,2826,2502,1807,1834,1334,524,355,87,14498
LGA12870,4,0,0,3,0,0,0,0,0,13,19,20,16,16,18,20,29,14,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,9,10,4,7,10,4,0,0,46,97,79,44,89,140,168,192,133,55,995,0,0,0,0,3,4,10,10,0,23,0,0,0,0,3,0,3,0,0,10,90,55,48,78,123,155,143,85,38,814,25,13,5,10,26,16,18,8,3,122,0,0,0,0,0,0,0,0,0,4,1407,779,625,954,1250,1442,1315,831,265,8872,3,0,3,4,0,0,0,0,0,7,0,0,6,3,0,0,0,0,0,13,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,3,3,0,0,0,0,10,637,271,266,287,227,246,138,77,16,2148
LGA12900,0,0,0,0,0,0,0,0,0,0,10,11,5,7,10,9,13,5,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,6,0,3,21,38,26,31,40,73,78,52,43,19,406,8,7,4,5,5,6,3,3,0,50,0,0,0,0,0,4,0,0,0,4,59,57,46,62,96,95,74,54,25,564,25,13,9,12,21,12,13,9,6,116,0,0,0,0,0,0,0,0,0,3,1470,831,696,862,1043,1049,852,526,195,7516,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,0,0,18,8,3,3,3,3,0,0,0,0,18,305,155,127,94,111,87,55,20,5,954
LGA12930,62,46,43,42,30,27,9,9,0,268,26,11,30,48,46,41,52,39,24,311,324,223,283,186,197,169,98,39,9,1521,56,52,59,50,53,38,23,17,15,360,198,158,202,172,147,89,47,25,4,1041,304,252,290,313,438,441,302,284,200,2827,33,39,28,28,35,45,41,21,12,290,28,24,26,18,17,10,16,7,0,158,394,408,306,353,496,503,372,344,268,3456,388,337,392,337,333,209,104,53,28,2173,50,39,28,36,47,41,22,19,5,288,14559,9621,9083,11611,11471,9689,7246,5350,2768,81410,458,559,1407,428,220,164,80,36,8,3362,1476,876,1020,738,463,304,174,59,15,5117,21,24,28,24,29,54,31,14,15,237,0,0,3,0,0,0,0,0,0,3,50,38,114,31,19,12,3,0,0,271,44,27,77,61,61,35,10,7,0,323,92,70,186,100,84,49,9,12,0,599,4943,4589,5671,3749,4212,2688,1162,811,249,28079
LGA12950,0,0,0,0,0,0,0,0,0,3,9,11,4,3,13,10,11,3,0,62,0,0,0,0,0,0,0,0,0,0,11,4,6,4,0,6,5,0,0,39,24,21,8,24,14,17,11,11,0,125,72,36,36,61,87,79,73,59,17,505,0,0,0,0,0,3,3,0,0,9,0,0,0,0,7,3,3,0,0,16,18,29,21,25,46,44,29,21,8,247,10,10,4,6,15,9,9,7,0,66,7,0,0,3,0,0,0,0,0,9,630,382,295,393,548,499,437,251,89,3531,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,64,64,53,45,42,26,7,3,453
LGA13010,3,0,0,3,0,0,0,0,0,5,0,0,3,4,6,10,7,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,22,3,4,6,8,10,8,0,0,70,29,20,17,48,78,81,89,42,25,421,15,4,6,7,9,10,10,0,0,62,3,0,4,0,3,5,6,0,0,28,52,45,34,54,88,117,121,76,24,617,35,8,9,19,22,26,23,5,0,153,0,0,0,0,0,3,0,0,0,7,1073,589,516,669,970,1051,931,532,191,6528,3,3,7,3,0,0,0,0,0,15,3,3,6,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,3,9,3,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,5,8,13,7,6,4,3,0,48,6,7,12,8,11,6,4,3,0,60,349,187,138,142,140,135,68,34,23,1216
LGA13310,3,3,3,3,4,0,0,0,0,27,7,3,8,16,14,16,19,14,3,90,7,0,5,3,3,0,0,0,0,20,3,0,5,3,8,6,3,0,0,24,35,29,16,18,21,10,12,5,3,150,56,38,46,72,118,176,120,88,33,745,12,5,6,6,15,25,13,16,3,98,15,9,18,4,3,19,13,3,3,93,211,121,96,163,217,238,200,125,47,1413,82,51,45,44,73,54,28,3,3,380,4,0,0,4,7,4,7,0,0,26,3735,2412,2056,2667,3059,2898,2225,1365,521,20942,7,3,9,7,3,3,3,0,0,44,24,6,13,18,6,7,0,0,3,68,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,10,8,7,15,15,5,13,3,0,0,67,8,11,18,13,11,13,3,0,0,75,966,556,478,480,460,412,199,80,19,3642
LGA13340,3,3,0,0,3,0,4,0,0,13,271,108,75,123,166,160,130,91,35,1158,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,71,30,29,20,25,35,11,0,0,227,51,28,25,60,90,127,108,57,34,586,5,3,3,0,3,3,4,3,0,25,6,4,3,8,0,8,4,5,0,40,108,89,56,74,156,139,78,58,26,776,62,26,25,19,35,28,22,3,0,225,0,0,0,0,0,0,0,0,0,0,1515,776,604,868,1168,1167,824,459,190,7568,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,14,0,5,0,0,4,4,0,0,0,14,379,208,156,181,194,167,82,18,3,1391
LGA13450,35,24,8,7,11,8,3,0,0,99,19,20,21,17,19,13,10,8,0,119,0,0,3,0,3,0,0,0,0,8,40,6,17,6,5,10,4,0,0,87,86,42,28,37,47,33,12,3,0,298,67,52,64,96,143,158,120,86,29,823,10,12,3,5,10,14,7,0,0,57,78,49,17,29,31,16,3,5,0,227,318,185,199,210,222,199,106,114,45,1602,88,52,45,46,41,28,9,9,0,319,13,9,5,3,8,0,0,0,0,38,4005,2387,2061,2422,2664,2207,1508,1154,444,18853,69,27,104,50,30,14,3,3,0,294,107,62,64,71,30,12,7,0,0,359,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,188,93,188,102,63,55,18,11,7,715,6,9,5,11,4,4,0,0,0,44,194,100,194,115,70,66,19,11,7,770,627,297,356,300,225,129,75,36,7,2047
LGA13510,5,0,0,0,0,3,0,0,0,13,4,4,0,7,3,8,6,6,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,10,3,4,4,9,3,4,3,0,39,20,20,22,41,58,85,72,40,15,355,6,4,3,9,0,4,10,0,0,41,0,0,0,0,0,3,0,4,0,15,70,49,31,60,90,101,98,51,24,572,39,15,11,25,18,14,11,6,3,146,0,0,0,0,0,0,0,0,0,3,1664,897,692,1026,1295,1358,1170,692,262,9056,3,0,0,0,3,0,0,0,0,8,8,3,3,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,11,4,0,0,4,3,6,0,0,3,15,342,142,132,135,167,140,82,20,9,1162
LGA13550,0,0,0,0,0,0,3,0,0,3,18,12,7,9,13,3,7,0,0,72,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,16,10,4,3,12,11,11,4,0,0,58,45,39,51,67,121,145,90,71,22,648,10,10,5,4,4,13,14,5,0,63,6,6,7,7,3,5,4,3,0,45,83,52,44,74,95,93,81,55,24,601,45,25,20,25,26,26,14,6,0,199,0,0,0,0,3,3,0,0,0,5,1747,1072,906,1139,1375,1258,1015,649,188,9346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,3,0,5,4,0,0,0,17,3,4,4,0,4,3,0,0,0,20,537,271,238,162,174,110,45,17,8,1555
LGA13660,0,0,0,0,0,0,0,0,0,0,10,4,3,6,6,6,7,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,9,18,35,66,72,78,40,8,368,7,0,6,8,0,6,7,5,0,39,7,0,0,0,5,0,3,0,0,17,39,19,21,28,43,27,32,19,12,234,14,4,11,6,7,6,7,4,0,62,0,0,0,0,0,0,0,0,0,0,711,337,337,497,601,592,569,303,119,4069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,5,156,98,70,82,67,62,36,13,9,587
LGA13800,45,39,25,29,20,21,13,3,0,195,21,27,23,40,59,41,42,21,19,283,4,0,0,0,0,5,0,0,0,12,12,11,3,9,16,7,11,3,4,65,195,164,144,96,136,88,33,14,4,868,163,121,144,248,324,357,217,120,59,1748,31,30,26,16,33,27,13,10,3,186,24,16,12,21,19,20,16,8,3,141,502,412,262,292,433,377,245,142,60,2720,310,212,157,162,214,122,52,23,17,1268,3,18,7,4,19,8,9,3,3,71,9463,6349,5014,6653,6955,5478,3473,1744,716,45838,14,11,31,9,14,7,12,0,0,96,47,28,36,33,22,11,6,0,3,194,0,4,4,3,7,12,11,3,0,47,4,3,0,0,3,0,0,0,0,15,4,0,6,4,0,0,0,0,0,13,37,33,39,42,56,27,11,4,3,247,40,44,42,46,52,26,15,4,3,274,2701,1866,1595,1415,1390,949,397,157,52,10528
LGA13850,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,12,23,5,29,56,34,33,29,7,234,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,10,14,5,22,22,21,13,3,124,7,4,4,0,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,416,249,169,281,440,332,281,189,62,2421,6,0,7,6,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,3,4,0,3,0,0,0,0,11,136,40,47,33,45,13,12,6,0,326
LGA13910,0,0,0,3,0,0,0,0,0,3,0,4,6,9,9,21,8,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,3,7,4,11,8,0,0,48,62,49,35,65,114,112,113,64,29,637,11,11,11,13,14,9,8,4,0,68,11,3,7,4,3,5,3,0,0,42,140,76,59,123,155,158,151,70,41,977,67,42,27,25,48,30,21,15,3,282,0,0,0,0,3,3,0,3,0,7,2841,1500,1226,1754,2043,2131,1671,1006,420,14586,5,0,7,0,0,0,0,0,0,18,64,22,32,9,14,14,9,0,0,172,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,3,0,0,30,0,3,0,8,6,5,3,0,0,31,614,288,269,252,213,221,108,40,9,2014
LGA14000,67,44,32,27,54,35,12,11,0,277,106,48,32,96,104,102,114,60,31,691,49,37,44,40,48,51,31,15,0,323,65,75,47,54,80,54,17,19,13,430,454,317,173,309,305,194,83,33,3,1876,586,454,343,598,731,657,509,383,234,4494,31,35,18,37,36,34,24,7,3,228,167,107,133,128,143,134,82,55,30,984,1217,884,554,860,1057,982,774,592,332,7249,655,440,346,432,540,393,198,87,43,3124,24,25,19,34,36,35,20,12,3,208,17092,11003,7398,12178,13433,10576,7578,4879,2807,86938,1028,565,878,907,700,325,130,54,21,4612,469,336,419,338,303,188,78,35,13,2168,86,47,59,75,59,77,28,34,20,489,4,0,0,0,0,3,0,0,0,8,114,80,139,88,51,45,12,3,3,533,122,119,87,129,134,80,47,20,9,751,238,198,229,219,187,129,58,24,15,1296,6086,4508,3917,4649,4547,3306,1475,678,269,29440
LGA14100,0,0,0,0,0,0,0,0,0,3,12,7,3,16,10,11,8,0,0,59,16,0,3,9,3,4,0,3,0,43,5,3,7,7,3,3,0,0,0,30,18,7,11,15,10,3,0,3,0,62,38,15,15,46,53,49,44,39,37,326,0,0,0,0,0,0,3,0,0,5,0,0,7,3,3,5,3,0,0,20,41,35,17,41,51,71,54,26,19,358,25,19,10,20,15,18,14,3,3,131,6,0,0,4,0,0,3,0,0,12,1872,1245,632,1204,1228,1126,735,592,358,9000,12,10,17,21,13,9,3,3,3,86,24,10,17,23,18,7,9,5,0,116,3,0,0,4,4,20,21,67,205,334,0,0,0,0,0,0,0,0,0,0,11,4,3,9,4,0,0,0,0,26,10,7,8,12,12,3,5,4,0,51,17,14,7,19,12,5,5,4,0,79,405,339,257,366,382,360,203,97,36,2446
LGA14170,27,23,36,17,30,6,5,10,0,157,69,39,113,147,101,93,67,40,23,691,39,33,58,43,30,44,41,29,11,328,73,45,95,67,52,29,23,6,9,403,139,121,205,124,105,69,22,9,3,793,350,209,390,523,502,403,229,153,121,2877,13,10,17,23,27,46,7,16,14,168,31,32,55,33,31,30,10,11,6,244,375,281,474,567,461,373,214,140,92,2979,323,248,431,315,244,168,84,35,26,1882,16,13,29,38,29,35,9,6,0,174,12534,7062,13086,15132,11356,9000,6895,5151,2154,82372,499,674,1842,472,174,119,40,16,4,3848,577,445,927,494,292,263,125,35,11,3171,126,73,123,151,121,108,41,12,16,775,4,4,9,8,3,0,0,0,0,37,11,34,83,20,13,5,0,0,0,168,75,100,230,213,152,107,41,7,8,929,91,133,321,244,170,119,37,8,8,1129,9043,6725,12648,11207,7397,5034,1659,615,234,54556
LGA14200,0,0,0,0,3,3,0,0,0,8,16,3,3,8,12,12,10,3,0,67,0,0,0,0,0,0,0,0,0,3,11,4,3,3,3,4,0,0,0,31,62,28,25,23,36,18,19,11,0,219,129,82,73,146,200,208,206,116,55,1204,100,25,26,34,29,37,17,13,0,278,11,6,7,16,4,13,5,6,3,76,143,91,84,101,153,123,125,82,26,927,91,52,39,41,50,40,29,4,0,342,3,0,0,6,4,3,4,0,0,20,2328,1274,1095,1557,1759,1700,1508,855,272,12343,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,0,0,21,3,3,5,9,0,0,0,0,0,23,736,351,324,254,230,182,80,40,5,2212
LGA14300,0,0,0,0,0,0,0,0,0,4,7,4,0,8,8,10,3,0,0,42,8,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,4,3,0,5,0,0,0,0,13,11,29,21,23,58,61,37,21,20,276,0,0,3,0,0,3,3,0,0,12,0,0,0,7,3,0,0,0,0,11,26,22,34,15,47,51,28,20,16,270,12,4,5,5,6,15,7,3,4,64,0,0,0,0,0,0,0,0,0,3,836,442,370,496,618,626,410,223,76,4104,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,217,100,78,77,76,51,23,7,3,636
LGA14350,0,0,0,3,0,3,0,0,0,16,7,6,3,4,13,17,23,9,4,85,0,0,0,0,0,0,0,0,0,0,5,3,4,4,6,5,3,4,0,40,26,17,8,17,38,44,22,4,5,180,59,46,47,76,138,234,175,88,41,896,16,16,15,14,38,28,18,13,7,168,153,90,47,66,77,53,25,30,3,540,302,169,131,194,333,392,335,193,109,2150,117,51,48,69,73,68,23,16,7,469,3,0,0,3,0,3,4,3,0,18,3373,1881,1410,2101,2959,3299,2596,1454,600,19674,7,0,5,5,5,0,3,0,0,21,6,4,3,4,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,8,4,3,9,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,7,26,10,12,23,22,14,3,0,0,106,31,13,12,25,24,14,3,0,0,127,1461,714,555,523,696,661,276,137,53,5073
LGA14400,0,4,0,0,0,0,0,0,0,11,9,8,7,10,24,20,14,10,5,102,4,0,0,0,0,0,0,0,0,3,3,0,3,5,3,3,3,0,0,21,31,22,15,16,11,24,11,3,0,127,56,78,44,78,120,149,121,98,50,807,0,0,0,3,9,4,14,3,0,39,0,0,0,3,5,0,0,0,0,9,219,155,74,140,224,194,215,168,75,1470,96,39,39,45,51,35,23,4,0,337,3,0,0,0,4,0,6,3,3,14,2367,1576,962,1637,2196,2141,1669,1174,518,14244,7,0,9,3,0,4,0,0,0,25,0,0,0,3,4,0,0,0,0,12,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,4,16,12,12,6,4,0,71,5,12,4,16,9,12,6,4,0,74,890,611,439,514,597,620,301,106,47,4125
