LGA_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
LGA12380,3673,1927,1374,15489,1869,1963,2904,2000,2211,10933,188,83,84,83,103,544,8579,6433,7262,4255,3833,30359,5,3,3,4,0,15,63,10,4,0,0,78,749,472,310,67,35,1631,829,869,893,391,242,3224,178,203,297,199,203,1073,38,20,14,18,13,93,1853,1584,1509,674,490,6119,29,13,18,3,4,73,261,68,9,0,0,346,3070,2294,1592,531,190,7676,348,443,453,242,203,1690,9,28,25,23,18,103,72,58,52,28,30,237,3794,2906,2156,831,446,10124,0,0,0,0,0,0,3,0,0,0,0,3,13,10,6,5,0,33,3,11,7,7,9,30,0,0,0,3,4,9,0,0,0,0,0,4,25,16,15,11,11,81,9,6,0,0,3,24,14262,10948,10939,5780,4783,46713,10,6,13,3,13,50,100,40,20,8,24,199,1211,635,500,236,125,2711,4162,3142,3277,1812,1389,13777,2033,2142,3138,2302,2726,12344,188,82,91,77,144,584,7709,6048,7044,4449
LGA12700,201,60,20,1118,296,151,209,123,72,857,15,3,3,0,3,22,1107,453,447,192,92,2296,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,1130,459,447,196,96,2323,0,0,6,0,0,3,32,7,3,0,0,40,147,53,26,7,3,230,580,225,183,67,21,1081,366,171,236,133,71,985,11,5,4,0,0,19,1141,462,461,205
LGA12730,171,59,24,1135,341,151,193,128,72,888,28,4,3,0,6,34,1136,411,381,192,98,2214,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,24,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,16,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,21,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,7,6,0,0,0,0,5,0,0,0,0,0,0,13,0,0,3,3,18,0,0,0,0,0,3,1195,422,386,194,101,2298,0,0,3,0,0,3,8,0,0,0,0,12,118,27,8,3,0,155,614,185,156,59,9,1015,355,156,187,115,51,875,15,7,4,3,0,35,1112,377,360,179
LGA12750,588,218,72,4401,1591,598,576,359,253,3387,75,15,5,4,0,107,5142,1589,1237,598,338,8906,0,0,0,0,0,0,8,0,0,0,0,8,115,24,3,0,0,137,191,44,25,14,0,271,12,9,3,0,0,31,8,0,0,0,0,10,341,73,35,14,0,463,0,0,0,0,0,0,10,0,0,0,0,18,139,28,3,5,0,169,80,17,18,3,0,122,11,3,3,3,0,21,11,0,0,0,0,11,254,49,23,7,3,338,4,0,0,0,0,3,20,0,0,0,0,24,52,8,3,0,0,70,13,6,3,0,0,23,3,0,3,0,0,8,4,3,0,0,0,7,99,19,12,0,0,131,0,3,0,0,0,3,5833,1736,1310,625,341,9847,11,0,0,0,0,10,64,5,3,0,0,76,726,139,55,17,4,936,2714,692,525,178,72,4184,1829,590,624,349,227,3626,93,25,16,5,11,145,5432,1454,1229,552
LGA12850,4221,2285,1461,17165,2663,2907,4024,3000,2956,15559,232,117,127,102,86,667,9050,7607,8727,5537,4597,35516,9,3,7,3,0,24,82,18,3,0,0,107,463,268,186,86,18,1029,809,1019,968,509,267,3566,147,192,349,242,238,1179,38,36,34,23,15,142,1558,1535,1547,865,546,6052,11,8,3,0,0,21,197,45,21,6,0,269,1326,992,662,205,74,3255,103,151,145,87,57,545,7,9,10,7,9,46,49,37,30,4,7,133,1696,1241,875,317,153,4278,0,0,0,0,0,0,15,5,0,0,0,16,19,10,5,3,0,35,0,8,3,3,0,13,0,0,3,0,3,5,0,3,0,0,0,3,32,22,14,5,5,77,16,4,11,6,4,42,12350,10401,11175,6726,5309,45958,18,6,13,11,3,49,74,27,24,13,25,166,815,448,301,114,88,1758,4594,3703,3859,2073,1453,15675,2965,3035,4114,3187,3701,17009,226,148,130,97,160,756,8695,7361,8446,5495
LGA12870,253,84,20,1643,434,164,263,171,92,1125,22,3,3,3,0,28,1714,489,533,262,122,3110,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,40,15,7,0,0,0,21,0,0,3,0,0,6,0,0,0,0,0,0,50,4,6,0,0,61,0,0,0,0,0,0,4,0,0,0,0,4,66,15,0,0,0,78,32,8,0,3,0,43,0,0,0,0,0,3,0,0,0,0,0,0,99,19,4,3,0,126,0,0,0,0,0,0,10,0,0,0,0,10,9,3,0,0,0,16,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,7,4,0,0,31,3,0,3,3,0,10,1893,519,549,265,122,3344,0,0,0,0,0,3,13,0,0,0,0,15,173,36,13,3,0,225,987,271,216,78,20,1573,469,209,252,163,73,1168,36,5,3,3,0,46,1679,520,486,245
LGA12900,176,69,29,1130,368,140,197,172,70,945,22,5,5,3,0,36,1179,400,390,247,103,2317,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,25,4,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,28,7,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,32,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,16,3,0,0,0,0,3,1247,415,391,251,103,2407,0,0,0,0,0,0,7,0,6,0,0,12,135,29,8,5,0,182,605,214,165,72,24,1080,370,163,196,160,80,969,25,12,5,0,3,42,1144,413,378,238
LGA12930,2716,857,334,9980,2142,1975,3059,1899,1081,10164,126,34,35,21,20,233,7178,4992,6152,2851,1469,22635,0,0,0,0,0,3,52,0,4,0,0,54,357,169,86,17,6,632,767,511,448,127,50,1904,113,183,197,125,83,698,14,11,3,0,6,37,1305,879,741,262,142,3327,22,15,3,0,3,44,308,70,22,0,0,401,3010,1971,1037,219,51,6295,650,700,613,237,117,2308,38,28,38,26,14,152,56,42,17,8,0,125,4080,2825,1735,493,184,9320,0,0,0,0,0,0,10,3,0,0,0,16,37,16,9,5,3,65,11,10,9,3,3,45,3,0,0,0,0,3,4,0,0,0,0,4,69,34,24,8,7,130,8,3,3,0,0,16,12634,8731,8644,3619,1805,35434,0,3,4,3,5,12,52,14,16,15,7,95,949,371,249,76,20,1662,3214,2123,2357,786,364,8841,2313,2057,3314,1996,1371,11049,130,49,60,36,45,318,6654,4622,5996,2905
LGA12950,80,41,9,520,177,69,94,56,31,427,12,0,4,0,0,15,558,211,184,103,45,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,13,8,3,3,3,0,16,3,3,6,3,0,15,0,0,0,0,0,0,25,8,7,3,0,48,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,13,0,0,0,0,0,0,591,226,197,115,41,1164,4,0,0,0,0,4,9,0,0,0,0,10,78,11,9,3,0,101,254,93,73,36,10,462,208,78,80,74,32,469,11,0,3,3,3,18,560,181,169,109
LGA13010,170,75,20,1185,333,134,156,118,49,789,14,8,6,0,0,30,1252,393,342,199,74,2265,0,0,0,0,0,0,3,0,0,0,0,3,10,4,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,1284,402,344,199,74,2307,3,0,0,0,0,3,21,0,3,0,0,26,191,32,8,3,0,230,629,206,152,63,14,1066,314,137,143,109,49,749,21,3,4,0,0,29,1179,379,306,177
LGA13310,529,188,58,3258,974,570,657,368,204,2775,39,12,6,6,0,65,3237,1419,1232,566,267,6719,0,0,0,0,0,0,3,0,0,0,0,3,79,11,0,0,0,90,55,22,18,7,8,109,15,7,9,8,0,41,3,0,0,0,0,3,144,47,30,12,11,247,0,0,0,0,0,0,10,0,0,0,0,14,58,14,5,0,0,77,6,4,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,76,23,9,0,0,107,6,0,0,0,0,6,8,3,0,0,0,16,11,5,0,0,0,18,6,5,9,0,0,25,3,0,0,0,0,9,3,0,0,0,0,3,43,14,8,0,5,64,9,9,4,3,0,23,3513,1500,1279,584,281,7159,9,3,0,0,0,10,28,3,3,3,0,44,389,79,41,13,5,529,1678,691,479,175,74,3100,1168,630,746,404,238,3192,58,20,15,5,4,100,3328,1433,1284,604
LGA13340,193,73,24,1198,403,189,247,179,108,1135,18,3,3,0,6,27,1249,485,465,262,140,2597,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,4,1268,490,465,258,140,2619,4,0,0,0,0,4,12,3,0,0,0,19,138,27,13,4,0,185,641,225,184,84,35,1171,475,179,275,183,103,1217,28,10,3,0,3,43,1303,441,484,269
LGA13450,531,242,84,2709,766,434,561,464,230,2455,49,16,6,4,11,90,2348,1068,1153,727,334,5628,0,0,0,0,0,0,4,0,0,0,0,4,60,26,14,3,0,103,64,28,28,10,0,134,4,3,3,7,0,17,0,0,0,0,0,4,134,63,46,22,7,266,0,0,0,0,0,0,4,3,0,0,0,9,58,26,30,4,3,125,39,17,18,7,6,80,9,3,11,20,0,42,5,3,0,3,0,12,116,49,61,23,10,268,0,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,13,5,0,0,0,22,0,0,0,0,0,0,2610,1188,1264,773,354,6186,3,3,0,0,0,4,23,3,0,3,0,28,196,40,22,7,11,287,1207,493,532,188,63,2489,797,473,649,460,238,2624,59,13,12,10,11,103,2280,1029,1230,676
LGA13510,203,81,30,1455,457,203,227,180,88,1162,18,4,0,0,0,24,1563,514,445,265,124,2909,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,18,5,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,20,3,0,0,0,27,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,35,5,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,48,3,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,5,4,4,0,0,0,9,5,0,3,3,0,7,0,0,0,0,0,0,14,10,3,5,0,26,3,0,0,0,0,3,1643,527,447,267,120,3009,3,0,0,0,0,3,13,3,0,0,0,13,207,18,20,0,0,251,808,268,181,70,16,1339,506,197,228,163,93,1194,37,3,3,0,0,45,1571,486,434,237
LGA13550,265,110,33,1486,422,219,296,181,104,1222,15,6,3,0,3,37,1360,602,590,298,144,2992,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,21,6,0,3,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,32,3,3,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,32,9,0,0,0,43,14,5,5,0,0,27,6,3,0,0,0,7,0,0,0,0,0,0,57,16,5,0,0,85,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,8,8,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,17,4,0,0,0,24,0,0,0,0,0,3,1464,621,602,303,147,3134,0,0,0,0,0,4,18,3,0,0,0,25,151,29,22,3,0,198,688,311,231,75,28,1334,485,258,337,187,106,1377,19,20,0,3,3,46,1360,613,594,274
LGA13660,115,35,8,614,211,95,102,77,40,517,13,3,0,0,0,20,714,230,229,120,49,1339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,3,0,18,0,0,0,0,0,0,739,234,230,122,50,1376,0,0,0,0,0,0,18,0,0,0,0,25,136,32,11,0,3,182,323,103,96,39,12,572,231,87,81,86,30,514,21,3,4,3,0,31,731,223,196,126
LGA13800,1404,501,172,6349,1896,1418,1988,1250,797,7350,61,27,15,9,8,111,5217,3196,3493,1799,990,14692,0,0,0,0,0,0,17,7,0,0,0,24,170,45,10,0,0,236,335,190,114,36,12,684,22,14,13,7,7,67,3,0,0,0,0,8,550,257,142,48,18,1008,3,0,0,0,0,3,12,7,0,0,0,19,107,31,11,4,0,149,47,25,12,9,0,97,5,8,6,0,0,17,0,0,0,0,0,3,179,68,30,13,0,287,8,0,0,0,0,5,14,0,0,0,0,14,21,10,0,0,0,31,3,3,8,0,3,19,0,4,3,0,0,13,0,0,0,0,0,3,51,11,17,0,3,87,3,0,4,0,0,9,5996,3530,3677,1864,1014,16087,7,0,7,3,0,14,58,17,12,6,5,98,478,131,82,26,10,726,2605,1501,1283,428,156,5977,2115,1554,2138,1339,845,7990,68,36,34,17,15,173,5330,3240,3555,1821
LGA13850,43,20,9,340,104,57,70,48,28,316,7,3,0,0,0,12,358,150,129,67,42,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,5,17,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,382,162,133,67,42,778,0,0,0,0,0,0,3,0,0,0,0,0,42,16,0,3,0,62,192,63,35,20,3,312,125,49,59,37,21,292,15,3,3,0,0,19,372,133,105,65
LGA13910,361,129,59,2124,750,329,436,303,181,2005,30,9,4,3,7,48,2263,827,836,447,250,4619,0,0,0,0,0,0,9,0,0,0,0,9,28,4,0,0,0,32,7,3,5,0,0,20,0,0,0,0,0,7,0,0,0,0,0,0,42,10,11,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,30,12,4,3,0,0,22,0,0,0,0,3,7,0,0,0,0,0,0,37,5,5,0,3,59,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,8,3,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,19,3,3,0,0,29,3,0,3,0,0,9,2372,850,853,453,254,4773,5,0,4,0,0,9,30,3,6,0,0,34,265,63,20,5,6,358,1098,378,330,115,47,1977,866,352,406,291,158,2063,47,16,0,3,3,70,2308,813,761,412
LGA14000,2741,686,137,10137,4623,3733,5871,3154,1309,18687,68,18,27,19,7,136,9588,6548,8795,3892,1468,30295,0,0,0,0,0,3,38,5,0,0,0,49,309,69,39,4,3,424,659,429,403,99,23,1615,67,61,99,44,23,288,13,0,0,0,0,21,1091,568,541,156,44,2397,22,3,0,0,0,32,289,55,16,0,0,355,1496,931,510,77,26,3045,190,175,160,35,18,583,5,10,16,3,3,41,18,10,3,0,0,34,2020,1186,707,118,47,4083,0,0,0,0,0,0,4,0,0,0,0,4,14,11,7,3,0,33,14,5,3,3,0,27,0,3,0,0,0,6,0,0,0,0,0,0,37,16,12,6,0,74,13,8,3,0,0,22,12741,8329,10061,4174,1564,36871,4,0,3,0,0,4,73,22,12,3,4,116,651,239,148,34,17,1087,3427,2173,2455,629,168,8854,4860,3873,6250,3200,1490,19671,111,43,66,24,26,270,9120,6349,8942,3883
LGA14100,225,62,6,840,330,237,422,285,129,1402,3,3,0,0,0,10,806,473,668,347,130,2427,0,0,0,0,0,0,6,0,0,0,0,11,29,8,0,0,0,41,103,57,40,7,0,210,17,10,9,7,0,48,0,0,0,0,0,0,161,75,58,14,0,310,6,0,0,0,0,8,48,4,0,0,0,51,203,63,18,3,0,285,59,30,27,3,0,120,0,0,3,0,0,7,8,0,0,0,0,9,321,98,43,4,3,470,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,4,9,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,21,0,0,0,0,0,0,1298,655,775,370,135,3230,0,0,0,0,0,0,3,0,0,0,0,3,64,29,14,3,0,112,320,187,191,55,5,764,310,240,498,318,119,1496,12,4,0,4,0,19,712,459,707,384
LGA14170,2377,583,219,8853,1046,1050,1638,943,535,5209,82,34,14,8,10,150,6569,4318,4502,1605,784,17778,6,3,0,0,0,6,353,31,9,3,0,396,2953,1166,541,68,11,4748,2010,1453,1411,294,81,5250,326,293,435,219,84,1354,45,17,4,0,3,69,5682,2962,2401,591,174,11813,120,17,4,0,0,143,1623,165,43,7,3,1836,4764,2020,929,213,39,7963,517,409,298,97,44,1359,19,18,36,24,11,106,68,32,16,4,13,129,7111,2657,1318,343,106,11543,7,0,0,0,0,7,48,7,0,0,0,52,102,48,32,17,0,193,27,29,29,15,4,103,11,3,6,8,7,34,3,3,0,0,0,6,184,83,73,32,13,398,42,17,12,0,0,69,19595,10036,8316,2573,1080,41598,3,0,0,0,0,5,79,17,8,3,5,105,1089,475,302,41,13,1918,2308,1660,1815,451,142,6377,946,892,1504,822,499,4666,74,36,23,20,19,174,4497,3091,3656,1334
LGA14200,330,118,59,1994,625,273,342,238,132,1607,22,6,10,4,5,47,2000,809,710,380,203,4105,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,11,4,0,3,0,20,0,0,0,0,0,3,0,0,0,0,0,0,21,7,0,3,0,35,0,0,0,0,0,0,16,0,0,0,0,20,40,16,5,0,0,68,9,3,0,3,0,13,0,0,0,0,0,4,5,0,0,0,0,3,71,23,10,3,0,108,3,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,3,3,0,0,0,5,0,0,0,0,4,8,3,0,0,0,0,3,13,8,0,0,4,23,0,0,0,0,0,0,2110,842,729,390,208,4274,3,0,0,0,0,4,22,3,0,0,0,29,272,72,31,9,4,382,1001,426,287,112,51,1883,643,249,335,240,124,1588,40,6,11,3,3,75,1989,764,669,363
LGA14300,119,44,18,654,192,100,114,80,63,546,0,3,0,0,5,11,615,256,241,135,79,1323,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,7,628,256,244,136,80,1345,0,0,0,0,0,0,4,0,0,0,0,6,71,18,6,0,0,94,347,136,93,39,11,618,193,104,129,96,59,577,7,9,3,0,0,20,618,263,222,142
