LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA12730,0,0,3,0,0,0,3,5,31,13,17,5,5,0,9,98,0,0,0,0,5,4,3,3,11,5,4,0,0,0,3,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,5,4,8,3,20,3,0,3,3,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,51,0,0,5,3,7,3,21,31,139,135,117,72,71,53,132,797,0,0,0,0,3,0,7,13,26,16,6,0,3,3,11,88,0,0,4,3,3,15,16,12,16,3,0,0,0,0,18,99,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,17,0,0,0,3,0,6,0,0,3,0,0,0,0,0,3,22,3,3,6,7,14,21,20,17,30,8,0,0,0,0,27,148,0,0,0,0,0,0,0,0
LGA12750,0,0,0,0,5,4,17,28,111,79,50,19,15,10,25,363,0,0,3,7,7,7,25,32,56,29,15,6,3,3,26,221,0,0,0,0,0,0,3,3,12,4,3,0,0,3,5,37,0,0,0,0,0,0,0,3,3,6,3,5,3,0,4,26,6,3,3,0,15,14,34,31,108,40,31,7,10,8,50,371,0,0,0,0,0,0,0,3,9,0,0,3,0,0,166,181,11,8,14,4,33,42,103,137,632,491,380,240,179,111,430,2807,0,0,0,3,3,15,24,49,95,57,24,11,5,3,30,320,0,3,11,21,31,75,62,63,79,21,9,3,0,3,52,431,0,0,0,6,4,5,7,0,6,7,3,0,4,0,15,63,3,0,3,10,12,19,7,6,5,0,0,0,0,0,10,78,10,4,40,33,66,74,100,117,126,30,12,3,0,6,104,729,0,0,0,0,0,0,0,0
LGA12850,12,8,15,9,37,101,289,567,1504,1064,737,380,396,217,373,5720,16,22,63,78,136,229,271,306,551,290,169,128,99,39,180,2569,5,0,10,3,15,25,31,38,96,67,39,26,27,15,89,479,0,0,0,0,0,0,6,7,25,24,27,13,17,16,48,183,297,78,148,78,434,432,708,680,1385,925,567,316,314,136,716,7198,0,0,0,0,7,6,17,9,37,13,5,3,4,3,1131,1245,337,112,247,172,656,855,1436,1811,4661,3746,3173,2168,2299,1456,3187,26313,6,4,10,15,23,73,179,247,532,382,293,125,128,56,196,2269,10,20,130,86,146,226,196,189,291,172,93,37,42,14,120,1775,4,0,6,6,10,6,22,20,36,26,13,3,9,3,42,211,54,13,119,62,75,96,58,70,95,37,26,13,11,7,54,793,335,93,338,335,512,602,709,704,1153,624,312,148,106,69,599,6650,4,0,0,3,0,3,7,3
LGA12870,0,0,0,0,0,0,3,12,54,31,22,8,8,0,11,163,0,0,0,0,3,0,0,8,11,6,3,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,3,3,0,4,17,3,0,0,0,0,4,12,9,20,3,3,0,0,0,14,66,0,0,0,0,0,0,0,0,3,0,0,0,0,0,73,79,3,3,0,0,6,11,22,48,227,184,172,103,101,44,198,1110,0,0,0,0,3,0,10,14,35,12,14,4,0,0,11,110,0,0,9,8,11,22,12,16,18,5,3,3,0,0,17,131,0,0,0,0,3,0,4,0,0,3,0,0,0,0,4,17,0,0,7,3,4,4,3,4,0,0,0,0,0,0,4,31,3,3,4,8,21,24,23,19,24,13,7,0,0,0,18,164,0,0,0,0,0,0,0,0
LGA12900,0,0,0,0,0,0,3,16,43,31,14,3,9,0,11,142,0,0,3,0,0,0,9,6,12,4,4,4,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,3,5,7,3,20,6,3,0,0,0,13,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,38,44,5,0,5,0,8,11,22,34,172,125,138,88,101,44,136,896,0,0,0,0,0,3,6,8,30,25,10,0,3,3,15,97,0,0,0,0,9,17,11,18,19,0,0,0,0,0,4,87,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,18,0,0,4,6,0,0,3,4,0,0,0,0,0,0,3,23,3,0,8,7,16,20,19,19,33,11,3,0,0,0,28,179,0,0,0,0,0,0,0,3
LGA12930,11,0,3,9,18,73,165,261,825,721,615,247,418,384,216,3975,3,8,24,28,58,104,109,132,242,160,123,59,80,67,83,1280,0,3,0,0,10,11,15,14,40,34,24,7,15,10,36,224,0,0,0,0,0,3,3,3,16,20,21,15,23,23,42,170,95,24,40,31,72,83,122,141,333,265,211,127,119,98,205,1945,0,0,0,0,0,0,0,0,4,9,6,5,3,8,969,1005,118,39,76,68,171,295,482,709,2373,2490,2686,2071,2656,3099,2265,19592,3,0,3,3,10,36,79,134,379,319,271,142,127,75,170,1755,3,8,29,44,52,139,141,135,213,114,81,38,36,14,117,1167,0,3,0,3,7,10,9,9,22,10,11,3,4,3,28,126,21,9,38,28,25,37,23,26,31,26,5,8,0,3,22,298,197,40,79,81,141,195,217,246,414,233,140,88,39,42,207,2369,0,0,0,0,0,0,3,3
LGA12950,0,0,0,0,0,0,0,3,18,13,3,3,3,0,5,56,0,0,0,0,0,0,0,7,8,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,4,0,0,12,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,7,5,5,15,89,54,41,32,33,11,76,369,3,0,0,0,0,0,3,3,13,6,3,0,0,0,7,38,0,0,0,0,0,6,10,13,3,3,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,21,9,0,3,6,19,12,8,12,15,0,0,0,0,0,7,91,0,0,0,0,0,0,0,0
LGA13010,0,3,0,0,4,0,3,12,41,17,4,3,0,4,8,97,0,0,0,0,3,4,10,15,10,3,3,0,0,0,4,49,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,7,15,10,14,11,5,0,0,0,8,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,39,3,4,4,0,14,11,31,44,170,104,84,62,36,31,112,716,0,0,0,0,3,5,7,13,25,14,3,3,0,0,11,76,0,0,4,0,7,12,10,10,8,7,0,0,0,0,8,76,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,9,0,0,6,4,3,0,0,0,0,0,0,0,0,0,4,22,6,0,13,14,16,28,29,23,22,6,0,0,0,0,24,184,0,0,0,0,0,0,0,0
LGA13310,3,0,0,0,4,8,6,27,122,104,84,45,29,18,27,482,0,0,0,0,3,11,9,20,41,16,11,7,4,3,15,144,0,3,0,0,0,3,6,0,8,9,7,5,3,0,8,46,0,0,0,0,0,0,0,0,3,4,6,0,4,0,8,24,5,3,4,0,9,13,14,40,57,26,13,3,5,5,31,231,0,0,0,0,0,0,0,0,5,0,0,0,0,0,159,169,9,10,5,4,20,36,49,127,409,464,504,367,356,209,401,2972,0,3,0,0,3,12,32,49,103,67,42,19,9,0,35,368,3,4,6,11,21,43,42,47,70,17,6,0,0,0,24,308,0,0,3,0,3,8,4,3,5,7,3,0,3,0,9,48,0,0,7,9,20,15,16,4,8,3,0,0,0,0,11,97,10,9,18,36,45,75,78,59,91,35,15,5,3,6,58,547,0,0,0,0,0,3,0,0
LGA13340,0,0,0,0,0,4,7,20,51,31,20,8,5,6,11,165,0,0,3,0,0,0,0,6,13,12,7,0,0,0,4,56,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,0,0,0,3,6,11,10,23,8,3,0,0,3,6,74,0,0,0,0,0,0,0,0,3,0,0,0,0,0,63,67,9,6,3,0,12,16,33,56,203,183,189,118,99,76,163,1153,0,0,0,0,0,3,11,13,16,15,6,5,3,0,16,84,0,0,0,0,3,14,7,16,5,7,0,0,0,0,8,71,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,11,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,20,0,3,9,11,9,23,25,22,22,8,0,3,0,0,20,164,0,0,0,0,0,0,0,0
LGA13450,0,0,0,0,3,3,32,62,123,90,60,30,24,10,42,486,0,0,4,0,9,7,12,13,29,11,9,3,3,0,9,111,0,0,0,0,0,0,0,0,8,0,3,0,0,3,4,29,0,0,0,0,0,0,0,0,10,3,0,3,0,3,6,30,16,6,8,0,21,10,26,30,51,16,24,5,5,3,32,251,0,0,0,0,0,0,0,0,3,0,5,0,0,0,133,152,16,8,12,7,33,34,79,135,495,492,439,305,289,184,438,2957,0,0,3,0,0,11,19,37,70,70,28,23,3,8,39,300,0,0,3,4,9,47,31,22,30,9,8,5,0,3,18,184,0,0,0,0,0,3,0,3,0,3,0,0,0,0,4,19,3,0,3,3,7,10,0,6,12,0,0,0,3,0,3,44,4,3,13,20,35,51,41,44,59,27,11,4,3,0,36,360,0,0,0,0,0,0,3,0
LGA13510,0,0,0,0,0,3,7,17,38,29,23,8,7,4,16,149,0,0,0,0,3,3,0,7,8,4,0,0,3,0,10,36,0,0,0,0,0,0,0,3,7,4,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,14,12,9,16,18,15,4,3,0,3,14,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,66,3,3,4,0,16,17,22,59,168,173,155,94,76,50,183,1030,0,0,0,0,0,3,12,13,35,11,9,8,4,0,14,105,0,0,8,3,4,14,10,17,19,9,3,0,0,0,6,93,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,7,3,0,0,0,0,0,0,0,0,27,3,4,10,15,16,30,26,27,22,0,3,4,7,0,32,199,0,0,0,3,0,0,0,4
LGA13550,0,0,0,0,0,0,10,11,62,47,36,11,24,3,6,220,0,0,0,0,3,4,8,6,12,3,4,3,0,0,5,51,0,0,0,0,0,0,3,0,5,3,4,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,14,5,0,0,0,3,3,13,18,27,11,0,7,0,0,9,99,0,0,0,0,0,0,0,0,3,0,3,0,0,0,74,80,4,3,0,3,12,11,34,55,185,207,202,151,157,111,187,1308,0,0,0,0,0,3,5,17,34,25,15,5,3,3,20,130,0,3,0,8,11,28,12,12,20,6,3,3,3,0,7,112,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,11,3,4,5,4,6,9,0,3,3,0,0,0,0,0,3,43,3,4,11,12,14,38,34,26,32,11,8,0,0,0,37,216,0,0,0,0,0,0,0,0
LGA13660,0,0,0,0,3,4,4,5,32,12,10,4,3,0,5,86,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,4,5,3,18,8,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,9,4,0,0,12,16,10,23,109,69,62,23,30,13,84,470,3,0,0,0,0,0,3,0,12,6,0,3,0,0,3,33,0,0,6,0,7,13,7,6,7,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,3,7,12,6,14,19,15,4,0,0,0,0,14,96,0,0,0,0,0,0,0,0
LGA13800,0,0,0,0,3,4,18,65,280,368,268,116,141,108,101,1485,0,0,0,3,4,20,20,27,58,53,26,12,11,14,32,295,0,0,0,0,0,0,0,3,26,22,9,11,4,7,17,96,0,0,0,0,0,0,0,0,0,14,13,11,8,10,24,86,11,3,4,3,20,14,28,37,115,72,42,28,22,12,57,473,0,0,0,0,3,0,0,0,0,3,0,4,4,0,349,367,23,6,9,8,33,55,89,201,901,1300,1317,1113,1271,990,1074,8393,0,0,0,3,5,18,44,77,238,204,153,75,65,25,110,1009,0,3,10,19,39,79,80,76,126,53,26,19,13,3,42,599,0,3,0,3,0,5,4,3,9,8,3,4,3,0,14,62,7,3,14,11,17,11,10,9,13,4,0,0,3,0,14,114,33,20,43,60,92,122,124,106,175,61,41,10,11,6,103,1011,0,0,0,0,0,0,0,3
LGA13850,0,0,0,0,0,0,0,0,15,6,10,0,0,3,3,44,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,9,6,9,7,50,45,37,20,23,15,54,273,0,0,0,0,0,3,3,6,0,4,6,3,3,0,3,30,0,0,0,3,0,6,9,3,10,4,0,0,0,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,7,4,5,14,3,3,0,0,0,0,8,49,0,0,0,0,0,0,0,0
LGA13910,0,0,0,0,0,3,5,23,96,69,33,9,14,11,29,298,0,0,3,0,3,3,6,16,21,15,7,0,3,0,8,88,0,0,0,0,4,0,0,3,5,5,5,3,0,0,3,32,0,0,0,0,0,0,0,0,6,3,3,3,3,0,3,25,4,3,3,0,19,14,20,23,35,19,4,7,0,0,19,178,0,0,0,0,0,0,0,0,3,0,0,0,0,0,111,112,8,3,11,8,35,27,45,91,361,339,234,136,130,70,301,1786,0,0,0,0,0,8,17,24,43,19,14,3,9,0,25,164,0,0,3,24,20,44,30,14,27,16,8,0,0,3,25,207,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,16,0,0,6,6,11,7,8,0,5,0,0,0,0,0,7,56,10,3,13,23,39,47,49,47,51,14,10,0,0,0,39,348,0,0,0,0,3,0,3,0
LGA14000,3,0,3,0,16,32,66,131,506,678,923,305,747,733,220,4365,12,6,12,14,28,52,54,69,159,120,100,67,82,98,90,959,0,0,0,0,0,0,4,9,21,20,33,13,23,20,39,184,0,0,0,0,0,0,0,0,3,5,8,16,21,44,23,129,53,12,34,16,41,39,60,58,221,178,163,96,103,68,136,1282,0,0,0,0,0,0,0,0,3,0,3,3,0,3,1134,1159,80,25,52,34,93,144,242,382,1539,2027,2803,2455,3993,5710,2662,22244,0,0,0,4,3,34,43,67,324,319,284,148,173,108,223,1732,0,10,25,29,48,89,96,112,217,141,68,41,27,12,96,1008,3,0,3,0,4,3,3,5,16,14,18,0,10,8,22,104,9,0,13,6,9,16,7,7,26,10,6,3,4,0,8,125,96,31,59,40,81,87,118,117,284,170,95,63,52,27,159,1483,0,0,0,0,0,0,0,0
LGA14100,0,0,0,0,3,0,4,3,19,32,25,12,90,125,26,344,0,0,0,3,0,3,0,0,9,4,11,3,5,25,13,84,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,3,0,0,0,0,5,6,4,16,8,11,8,8,19,20,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,131,8,0,4,3,8,6,11,10,58,93,135,102,270,849,285,1838,0,0,0,0,0,0,7,14,10,16,21,11,23,17,16,133,0,0,3,0,5,7,7,4,20,9,6,4,6,4,11,87,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,15,6,0,3,0,0,3,0,0,3,3,0,0,0,0,0,17,11,0,3,3,9,3,15,14,14,9,3,8,5,6,15,126,0,0,0,0,0,0,0,0
LGA14170,4,6,3,0,11,25,66,113,382,455,514,206,668,610,147,3204,5,3,11,4,29,49,51,58,136,112,79,53,75,69,58,793,3,0,0,0,0,0,15,10,23,19,26,5,16,30,25,177,0,0,0,0,0,0,0,0,5,8,8,24,34,64,14,158,59,21,24,11,35,41,94,89,293,200,185,73,104,71,141,1441,0,0,0,0,3,0,0,3,3,4,5,4,3,11,943,988,85,39,44,23,81,126,255,348,1329,1573,1969,1766,3311,6063,1933,18951,5,4,3,4,4,28,67,105,408,384,359,155,267,158,227,2183,0,5,31,28,60,99,111,126,257,133,94,35,39,18,93,1140,0,0,0,3,8,8,4,9,15,18,8,4,11,6,26,121,19,7,28,30,31,39,20,6,30,10,5,3,12,0,20,256,102,35,95,84,184,204,220,239,400,230,149,83,37,40,248,2358,0,0,0,0,0,0,0,3
LGA14200,0,0,0,0,3,9,10,36,73,40,24,7,6,3,17,229,0,0,0,0,0,4,11,12,25,11,3,0,0,0,10,84,0,0,0,0,0,0,0,6,7,7,3,0,0,0,3,24,0,0,0,0,0,0,0,0,3,3,3,3,3,0,3,24,3,6,4,3,21,16,27,31,38,15,6,3,0,0,17,189,0,0,0,0,0,0,0,0,0,5,3,0,0,0,86,96,8,12,5,7,30,39,59,120,314,269,188,126,96,63,216,1553,0,0,0,0,5,9,15,26,34,16,15,3,0,0,26,143,0,0,7,16,6,35,31,17,33,10,8,0,0,0,16,176,0,4,0,0,3,3,4,0,3,4,0,0,0,0,0,23,0,3,7,5,12,19,3,3,4,0,0,0,0,0,7,65,11,4,26,32,61,48,51,47,47,17,3,0,0,0,45,396,0,0,0,0,0,0,0,0
LGA14300,0,0,0,0,0,0,7,4,30,15,12,7,0,0,13,87,0,0,0,0,0,0,3,3,10,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,4,0,12,3,6,11,3,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,4,0,3,8,24,20,100,101,89,48,54,32,68,543,0,3,0,0,0,0,10,4,15,11,0,3,3,0,15,71,0,0,3,3,7,12,3,3,10,4,0,0,0,0,8,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,3,0,3,4,8,10,19,11,14,4,0,4,0,0,16,107,0,0,0,0,0,0,0,0
LGA14350,0,0,0,0,0,4,14,24,104,71,45,15,13,0,22,323,0,0,0,0,8,10,14,35,47,24,12,3,3,0,16,173,0,0,0,0,0,0,0,3,11,4,4,0,0,3,3,37,0,0,0,0,0,0,0,0,5,5,7,3,0,0,5,36,0,7,8,3,18,12,42,41,109,34,19,9,4,4,44,356,0,0,0,0,0,0,0,0,3,0,3,4,0,0,118,129,3,3,15,3,30,37,88,147,473,440,330,191,130,61,338,2293,0,0,0,6,0,14,17,40,71,39,19,10,4,0,45,272,0,0,10,13,19,74,60,43,68,30,8,0,3,0,41,370,0,0,0,0,9,7,4,4,5,5,0,0,0,0,4,33,4,0,5,11,9,30,16,11,8,0,0,0,0,0,10,112,8,16,32,50,71,128,105,118,133,45,20,3,7,0,112,840,0,0,0,3,3,0,0,5
LGA14400,0,0,0,0,0,0,10,4,51,64,65,29,59,50,22,349,0,0,0,3,3,7,3,5,30,20,15,9,12,6,9,127,0,0,0,0,0,0,0,0,10,3,3,0,3,0,5,31,0,0,0,0,0,0,0,0,6,0,3,4,3,3,3,26,0,0,0,0,3,7,14,20,40,32,22,14,11,0,26,190,0,0,0,0,0,0,0,0,5,0,0,0,0,0,148,154,0,3,0,3,6,22,29,46,240,334,354,304,429,368,379,2524,0,0,3,0,6,5,11,10,39,48,30,9,10,8,32,204,0,0,0,9,11,26,32,33,38,17,10,5,0,0,18,196,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,14,0,0,4,0,0,9,0,3,3,0,0,0,0,0,0,28,9,3,4,13,13,20,24,27,46,23,14,4,0,4,29,239,0,0,0,0,0,0,0,0
LGA14500,14,0,3,3,10,21,41,79,241,347,481,180,994,1262,278,3952,6,0,9,6,12,29,29,35,97,81,94,42,109,156,78,800,0,0,0,0,3,3,3,7,5,14,7,6,22,29,30,131,0,0,0,0,0,0,0,0,5,3,9,4,15,35,23,94,88,23,12,14,21,35,36,43,138,122,111,88,150,171,138,1185,0,0,0,0,0,0,0,0,0,3,3,0,0,5,1290,1301,125,30,31,30,61,98,142,221,793,1015,1392,1222,3022,7826,2704,18710,4,3,3,0,4,9,19,51,165,215,185,83,192,138,165,1233,0,9,19,12,22,61,44,52,139,93,61,32,36,31,61,676,0,0,3,0,4,3,3,3,10,9,4,5,4,4,10,69,9,4,9,12,12,8,7,15,8,6,4,4,0,0,13,100,156,37,53,21,38,60,76,89,205,118,80,61,50,49,135,1233,0,0,0,0,0,0,0,0
LGA14550,0,0,0,0,0,0,10,4,35,22,14,3,0,0,7,101,0,0,0,0,0,4,13,6,14,3,3,0,0,0,3,51,0,0,0,0,3,0,0,3,0,3,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,12,6,12,12,37,12,4,0,3,0,18,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,5,7,3,0,13,11,37,39,170,119,90,49,36,34,100,713,0,0,0,0,3,3,3,12,14,5,3,0,3,0,9,58,0,0,3,4,5,20,12,5,11,8,0,0,0,0,5,88,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,16,3,0,3,0,8,4,3,3,3,0,0,0,0,0,6,32,0,3,14,14,32,27,31,34,30,7,3,3,5,0,23,227,0,0,0,0,0,0,0,0
