LGA_CODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
LGA13550,0,6,82,4,0,3,7,0,8,0,0,3,0,3,0,30,0,0,0,0,0,0,0,7,0,0,0,3,13,11,4,3,17,8,14,12,7,0,0,3,0,86,3,0,7,12,3,5,3,3,0,0,0,8,47,164,48,218,284,182,199,119,63,14,6,16,74,1381,0,0,4,5,0,4,3,0,0,0,0,3,18,0,0,0,3,0,3,0,0,0,0,0,0,12,0,3,7,17,11,3,0,0,0,0,0,0,47,4,3,10,23,11,15,6,0,0,0,0,3,82,15,0,27,33,23,22,10,5,0,0,0,3,145,8,0,5,25,15,29,15,6,3,0,0,5,104,7,0,3,14,24,18,22,6,0,0,3,4,109,9,0,7,15,14,23,28,4,0,0,0,3,100,12,3,9,15,13,30,27,9,0,0,0,10,130,11,0,4,3,7,27,20,23,0,0,0,4,106,12,0
LGA13660,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,3,3,0,0,0,0,0,0,0,30,5,0,3,4,0,0,0,0,0,0,0,4,19,187,32,123,85,22,11,3,0,0,0,0,39,497,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,0,0,0,0,3,26,5,3,15,8,0,3,0,0,0,0,0,0,37,18,3,8,10,3,5,0,0,0,0,0,3,55,13,0,3,6,6,4,0,0,0,0,0,0,32,11,0,11,17,7,4,0,0,0,0,0,0,57,16,0,12,8,3,3,0,0,0,0,0,0,48,23,0,10,8,5,5,3,0,0,0,0,3,59,22,0,9,4,4,10,3,0,0,0,0,3,48,23,0
LGA13800,8,3,205,9,0,0,7,6,15,25,39,29,7,6,4,148,0,0,0,0,0,0,8,13,7,5,6,3,36,21,0,8,26,22,42,90,80,18,5,3,22,347,5,8,15,17,3,15,20,10,5,0,0,29,122,313,105,337,460,462,678,1366,966,202,80,65,201,5239,0,0,0,8,3,3,6,18,4,0,0,14,67,5,0,0,7,4,3,3,10,0,0,0,4,41,12,10,10,29,9,6,19,15,3,0,0,3,120,14,3,33,64,16,22,20,27,6,0,0,6,221,24,7,32,64,38,22,42,57,8,4,3,8,303,7,0,5,56,24,33,62,86,17,3,0,8,314,21,0,11,33,25,46,91,123,23,3,3,15,398,15,0,11,15,28,40,86,153,50,5,0,5,413,17,0,12,15,16,30,117,202,71,10,9,21,513,17,0,3,10,20,44,71,185,67,18,12,7,460,37,0
LGA13850,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,8,3,0,0,0,0,0,0,0,22,0,0,4,3,0,0,0,0,0,0,0,0,10,78,25,137,85,11,14,0,0,0,3,4,23,379,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,0,0,5,25,3,0,11,8,4,0,0,0,0,0,0,0,25,4,0,13,15,3,3,0,0,0,0,0,3,37,4,0,8,3,3,0,0,0,0,0,0,0,21,5,3,4,15,8,0,0,0,0,0,0,0,38,4,0,7,3,3,0,0,0,0,0,0,0,20,3,0,10,15,4,0,0,0,0,0,0,0,32,11,0,7,6,3,5,4,0,0,0,0,0,35,8,0
LGA13910,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,4,16,3,15,24,14,15,7,0,0,0,0,5,102,14,4,14,7,3,0,0,0,0,0,3,6,56,284,78,316,496,228,207,85,11,8,3,11,67,1794,0,0,3,3,0,4,0,0,0,0,0,0,17,0,3,6,5,0,5,0,0,0,0,0,0,16,7,4,8,17,11,7,3,0,0,0,0,0,65,4,0,28,36,13,10,0,0,0,0,0,0,100,29,0,37,49,47,35,13,0,0,0,0,9,223,17,4,18,52,22,45,24,3,3,0,0,3,184,22,0,18,43,38,57,21,7,0,0,0,5,206,22,0,15,33,33,41,17,4,0,0,0,9,180,21,0,13,33,30,38,28,9,0,0,0,5,181,17,0,8,16,19,36,22,5,0,0,0,8,131,38,0
LGA14000,145,8,953,23,0,5,3,5,4,24,130,208,136,110,15,665,9,0,0,0,3,0,3,43,63,61,72,3,260,27,4,13,14,5,21,41,174,137,73,81,25,613,17,12,8,5,3,3,12,20,19,6,5,58,160,495,257,301,291,218,422,868,2537,2009,762,631,322,9115,15,4,7,9,4,11,8,28,37,22,19,20,174,14,3,10,0,0,0,8,6,6,6,4,4,62,21,15,49,15,12,8,11,18,28,13,6,16,215,12,9,94,27,14,4,13,21,20,7,12,16,249,28,17,88,40,31,19,41,50,40,28,8,23,416,18,6,25,33,19,23,36,62,78,32,21,23,369,30,3,25,30,23,26,46,112,104,43,27,36,500,15,4,23,16,12,24,44,109,139,70,32,12,503,24,0,12,21,8,20,70,178,225,113,62,22,755,37,3,6,11,12,12,47,186,219,124,62,10,732,40,0
LGA14100,56,0,157,0,0,0,0,0,3,3,9,15,23,35,4,90,3,0,0,0,0,3,4,5,11,3,46,0,77,0,0,3,0,0,0,6,11,9,11,25,6,68,7,4,7,6,0,0,0,3,5,0,0,6,39,90,138,59,42,19,56,100,162,144,115,207,40,1174,0,0,7,3,3,0,0,0,3,0,10,5,35,4,0,3,3,0,0,0,0,0,0,0,0,10,10,3,16,5,0,0,0,0,3,0,3,3,41,0,4,43,5,0,0,0,0,0,0,0,3,70,0,4,44,19,4,3,3,3,0,0,0,4,89,0,3,8,3,0,3,3,4,3,4,0,3,41,0,0,10,8,6,7,3,6,9,3,0,6,59,0,0,3,0,0,6,3,12,12,0,12,0,51,5,0,0,0,0,4,7,14,4,14,13,4,65,4,0,0,0,0,7,8,16,9,5,13,3,57,5,0
LGA14170,600,46,2793,27,3,3,11,11,26,78,343,473,541,615,39,2173,14,0,5,3,6,6,27,74,177,276,650,16,1267,39,14,37,43,32,60,199,382,350,324,428,98,1996,28,36,21,24,10,29,41,62,27,19,23,85,413,843,805,754,959,846,1807,4294,6612,4171,2932,3260,748,28034,40,3,25,20,19,31,44,80,71,43,59,49,488,9,14,24,23,7,17,13,21,17,14,11,20,183,87,51,112,60,37,32,49,51,49,21,16,31,605,33,29,314,113,53,54,73,65,52,18,15,30,840,50,25,290,142,78,111,116,127,70,32,37,25,1094,31,4,47,113,57,110,140,204,112,47,34,23,946,51,5,60,78,72,118,205,301,162,67,70,29,1215,31,3,25,44,57,141,265,473,253,106,108,36,1543,50,3,28,37,34,136,324,763,396,182,170,35,2165,35,0,11,26,19,87,244,749,465,236,239,26,2137,60,0
LGA14200,0,0,29,0,0,4,3,0,4,4,5,0,0,0,0,26,0,0,0,3,0,0,0,4,0,0,0,0,10,14,0,16,30,10,24,6,0,0,0,0,10,107,8,3,11,14,8,0,3,0,0,0,0,15,68,262,102,318,360,175,281,100,42,11,4,14,79,1747,17,0,4,6,0,0,3,0,0,0,3,3,40,15,0,0,0,0,0,3,0,0,0,0,0,22,12,4,18,19,14,8,4,0,0,0,0,5,89,12,4,39,35,15,21,7,0,0,0,0,4,133,47,4,29,53,24,37,13,3,0,0,0,5,223,8,4,18,42,24,42,30,7,0,0,0,4,179,25,7,21,37,23,45,20,5,0,0,0,5,194,15,0,17,37,26,49,32,9,0,0,0,0,196,11,6,14,22,33,37,41,9,3,0,0,7,172,14,0,7,15,19,37,45,9,0,0,0,7,156,6,0
LGA14300,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,9,3,0,0,0,0,3,33,3,0,3,8,0,0,0,0,0,0,0,3,14,73,25,82,107,62,45,19,5,0,0,3,23,456,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,3,7,0,0,0,0,0,3,22,3,0,8,5,3,6,3,0,0,0,0,0,31,3,8,16,6,7,5,0,0,0,0,0,0,54,3,0,3,4,7,10,3,0,0,0,0,0,31,0,0,7,11,8,15,3,3,0,0,0,0,48,9,0,3,11,11,4,3,0,0,0,0,0,42,5,0,0,5,7,10,10,0,0,0,0,0,42,7,0,3,3,9,7,10,0,0,0,0,0,44,4,0
LGA14350,7,7,67,0,0,3,3,0,7,9,5,3,0,0,0,32,0,0,0,0,3,0,3,0,0,0,0,0,9,17,6,16,45,33,32,30,3,0,0,0,16,194,6,4,8,24,13,19,3,0,0,0,0,16,104,236,112,404,759,475,555,271,82,41,7,27,113,3069,0,0,0,3,3,8,8,0,3,0,0,3,27,3,0,0,9,3,5,3,0,0,0,0,0,34,17,3,12,23,16,27,14,8,0,0,0,4,122,15,3,38,58,26,28,16,3,0,0,0,3,199,16,3,49,87,51,58,28,16,3,0,0,12,325,9,0,19,58,42,88,66,14,3,0,0,6,310,23,3,24,44,58,70,83,18,3,0,3,12,332,16,3,22,28,28,71,80,23,3,3,0,8,283,12,0,7,29,26,78,75,26,3,0,4,9,266,4,0,4,16,20,35,61,24,3,0,6,6,188,9,0
LGA14400,0,0,92,3,0,3,0,0,0,3,15,4,7,0,4,48,0,0,0,0,0,0,0,4,0,0,3,3,15,3,0,0,0,5,12,40,32,8,3,4,0,122,3,0,0,3,0,7,0,3,0,0,0,3,24,98,27,53,111,111,201,376,392,100,25,28,51,1577,0,0,0,0,0,0,4,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,4,3,0,4,5,5,0,0,3,4,36,3,3,3,9,5,8,4,6,0,0,0,3,53,10,0,15,20,5,4,11,10,8,0,0,7,90,3,0,0,5,3,10,21,29,12,3,3,4,100,7,3,0,9,3,15,18,30,13,5,3,4,103,7,0,0,8,3,14,31,28,22,3,0,0,120,5,0,0,3,8,4,21,47,33,7,5,3,146,3,0,3,3,0,5,20,46,23,7,6,3,128,10,0
LGA14500,641,23,1069,20,0,0,0,5,4,9,40,70,119,360,7,643,9,0,5,0,0,0,3,9,40,55,296,5,428,14,0,3,3,0,5,14,32,64,76,222,20,454,4,0,3,0,0,4,0,4,9,17,23,21,82,276,63,84,60,46,104,227,593,877,836,2137,177,5478,14,0,3,6,3,0,4,11,13,32,61,22,163,6,0,0,3,0,0,0,7,4,11,18,0,47,8,0,0,0,3,0,4,3,23,9,15,4,80,7,0,3,3,3,3,0,10,10,10,10,4,56,18,10,10,10,3,9,5,9,18,19,28,13,158,10,0,4,8,3,3,15,18,30,27,40,8,181,18,5,11,5,9,4,11,26,19,29,45,7,186,19,0,8,6,3,3,20,22,48,51,71,4,255,23,0,4,3,3,3,10,38,85,68,93,14,349,28,0,3,3,3,5,12,31,78,79,97,17,351,28,0
LGA14550,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,9,3,15,3,0,0,0,0,3,50,3,0,9,0,0,4,0,0,0,0,0,5,18,128,21,148,164,78,147,58,13,3,0,0,32,802,0,0,3,3,0,4,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,9,3,5,8,0,0,0,0,0,0,39,5,0,13,28,11,7,3,0,0,0,0,0,70,30,5,18,23,17,27,7,0,0,0,0,6,127,10,0,11,29,8,22,9,4,0,0,0,0,96,9,0,7,15,16,19,13,0,0,0,0,4,92,15,0,5,14,8,14,18,0,0,0,0,4,74,10,4,7,12,5,22,18,0,0,0,0,0,77,4,0,5,7,4,11,10,3,0,0,0,0,41,0,0
LGA14600,0,0,22,8,3,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,26,13,0,3,0,0,0,0,0,3,59,5,0,15,0,0,0,0,0,0,0,0,3,24,224,45,265,117,20,12,3,0,0,0,8,38,736,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,10,3,0,0,0,0,0,0,0,15,6,3,13,11,3,0,0,0,0,0,0,3,50,14,3,11,16,0,4,0,0,0,0,0,5,64,9,3,11,21,7,7,3,0,0,0,0,7,60,11,0,14,27,4,7,0,0,0,0,0,4,67,12,0,6,22,6,3,0,0,0,0,0,5,63,19,0,7,22,4,11,0,0,0,0,0,0,64,12,4,6,15,3,10,0,0,0,0,0,0,64,16,3
LGA14650,21,6,638,13,0,3,7,3,17,73,133,66,10,12,4,350,8,0,0,0,4,4,21,26,24,12,5,7,105,26,18,63,80,59,169,292,195,90,13,17,46,1069,39,56,77,51,19,44,50,14,8,5,3,119,484,864,1028,1487,1774,1122,2616,3955,2132,602,113,140,583,16417,17,0,15,26,10,20,35,31,8,0,0,41,202,11,5,12,18,9,7,16,21,3,0,3,11,116,60,38,139,71,45,42,48,42,8,0,3,26,517,57,25,371,151,58,74,124,86,15,0,0,31,990,76,36,414,290,137,151,236,160,28,4,7,39,1588,29,13,105,174,122,164,335,239,30,0,3,35,1259,49,11,92,230,137,206,462,327,52,3,4,48,1608,44,4,41,110,131,155,431,441,77,14,11,33,1481,48,3,47,81,80,149,490,630,134,20,8,20,1708,27,4,20,36,44,109,402,553,160,26,10,26,1409,37,3
LGA14700,152,6,525,6,0,0,0,0,0,14,75,89,64,121,13,380,3,0,0,0,0,0,7,26,21,37,111,7,222,8,0,7,7,0,5,8,48,41,28,55,14,234,3,0,3,0,0,0,3,5,4,3,3,9,41,142,114,88,63,39,87,353,1180,624,340,562,100,3687,4,0,0,3,0,0,3,11,21,7,12,3,64,0,0,0,0,0,0,3,3,5,7,0,3,19,11,12,9,3,3,0,0,5,7,4,6,3,67,12,6,34,10,0,0,0,5,10,7,4,0,94,9,16,33,14,5,3,3,15,11,10,0,3,119,6,3,11,4,4,3,12,23,27,5,16,5,121,9,0,7,8,8,3,11,24,28,10,14,3,126,7,0,8,3,6,7,9,46,67,33,22,8,212,9,0,3,0,3,3,17,72,97,48,36,3,286,9,0,0,0,3,3,15,65,111,32,25,7,270,8,0
LGA14750,0,4,34,3,0,3,0,3,0,4,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,8,14,7,6,0,0,0,0,0,3,50,0,6,9,4,3,0,0,0,0,0,0,4,43,143,60,197,330,165,77,37,4,0,0,6,43,1071,0,0,0,0,3,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,12,7,0,13,14,4,0,0,0,0,0,0,5,43,3,0,19,24,3,10,3,0,0,0,0,3,70,4,3,34,28,13,14,3,3,0,0,0,0,103,10,0,12,33,9,16,4,0,0,0,0,7,85,9,0,20,31,15,14,15,0,0,0,0,0,109,6,0,12,34,17,23,8,0,0,0,0,0,104,10,0,16,28,20,21,10,0,0,0,0,0,111,14,3,5,19,10,24,15,0,0,0,0,0,106,16,0
LGA14850,0,4,81,4,0,0,0,0,0,5,8,4,0,0,4,29,0,0,0,0,0,0,3,3,0,0,0,0,9,13,0,26,29,26,57,87,36,3,0,3,12,296,11,7,15,12,4,12,13,4,0,0,0,26,113,301,235,486,766,536,782,1052,358,41,5,23,152,4746,3,3,6,6,4,9,9,7,4,0,0,12,64,11,0,9,9,0,6,7,0,0,0,0,0,40,27,13,30,39,25,31,28,0,0,0,0,12,199,15,6,74,83,36,38,32,7,3,0,0,15,304,30,8,97,117,80,93,73,30,3,0,0,7,546,16,4,37,84,64,108,123,31,0,3,0,7,483,21,0,19,69,48,116,159,53,13,0,5,13,511,17,4,20,40,39,102,151,49,7,0,0,9,442,17,3,16,33,50,83,195,96,12,0,0,12,508,20,0,13,16,26,70,130,87,12,3,0,5,382,21,0
LGA14870,0,0,65,3,0,3,4,7,6,3,3,0,0,0,0,24,4,0,3,0,0,3,0,7,0,0,0,0,15,7,4,10,26,16,14,0,4,0,0,0,3,88,3,3,18,16,5,0,3,0,0,0,0,13,64,168,124,336,570,281,223,87,41,6,0,20,65,1925,3,0,9,8,6,4,3,0,0,0,0,7,31,6,0,3,3,0,3,3,0,0,0,0,3,26,20,4,28,18,8,11,11,0,0,0,0,7,107,7,0,67,36,21,31,15,0,0,0,0,6,183,21,4,50,55,36,52,21,4,0,0,0,6,254,3,0,21,35,26,43,33,3,0,0,0,3,175,12,0,20,47,28,53,39,7,0,0,0,8,211,8,0,5,17,26,46,43,8,0,0,0,4,161,3,0,6,26,29,54,51,16,3,0,0,3,190,3,0,4,20,11,31,32,17,0,0,0,6,118,10,0
LGA14900,12,12,585,11,0,3,3,19,27,57,124,98,34,12,8,397,8,0,3,5,3,9,11,38,32,17,5,4,132,29,19,55,77,82,122,265,294,156,29,15,76,1222,41,61,41,31,23,29,69,56,17,4,5,128,503,955,1095,1152,1032,915,1795,3186,3777,1419,241,152,691,16406,44,12,41,27,11,18,63,77,66,17,7,49,427,51,8,27,19,9,4,18,26,22,7,0,22,214,134,69,167,69,21,27,60,61,46,12,6,37,709,37,38,401,86,39,50,88,86,47,7,4,44,925,64,31,364,190,74,67,218,210,120,23,3,35,1396,31,19,74,105,37,82,203,281,138,29,8,32,1039,44,9,100,190,83,128,312,406,200,54,15,46,1575,39,7,78,77,80,102,319,476,286,50,21,44,1567,37,3,35,57,53,115,336,571,386,78,19,47,1737,34,3,9,41,29,79,256,499,404,95,23,31,1500,45,3
LGA14920,0,0,19,5,0,0,6,3,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,13,16,3,4,8,0,0,0,0,6,73,7,3,3,3,0,0,0,0,0,0,0,7,29,179,41,185,219,64,70,42,0,0,0,7,55,861,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,3,0,3,0,0,0,0,0,0,20,4,9,21,21,7,7,0,0,0,0,0,6,73,6,3,13,19,12,3,3,0,0,0,0,3,65,10,0,12,14,15,19,3,0,0,0,0,4,70,18,0,12,18,10,11,7,0,0,0,0,4,77,9,3,11,15,12,17,6,0,0,0,0,4,76,10,0,15,18,10,15,9,0,0,0,0,11,84,14,0,10,16,10,19,9,0,0,0,0,4,86,9,3
LGA14950,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,8,68,9,38,38,16,7,5,3,0,0,3,6,186,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,8,6,3,3,0,0,0,0,0,0,0,0,0,8,6,5,3,3,3,0,3,0,0,0,0,0,31,5,0,3,9,0,0,0,0,0,0,0,0,19,4,0,3,0,0,3,0,0,0,0,0,0,9,3,0,0,3,0,7,0,0,0,0,0,0,22,7,0,0,12,4,0,0,0,0,0,0,0,21,3,0,0,6,0,0,3,3,0,0,0,0,13,4,0
LGA15050,3,8,361,9,0,0,9,6,20,46,82,19,5,0,4,194,0,0,0,0,3,9,7,36,15,0,0,3,71,6,16,28,36,28,52,101,85,28,0,6,22,396,10,26,22,20,6,20,25,13,0,0,0,35,165,264,376,583,769,534,957,1569,1014,172,16,35,227,6523,6,0,9,10,8,3,17,18,3,0,0,5,75,12,5,10,8,8,4,4,8,0,0,0,7,54,21,25,50,40,16,10,35,17,0,0,0,16,227,21,6,127,85,22,32,54,22,3,0,0,6,388,23,16,155,124,48,69,98,45,5,0,0,15,599,10,3,47,102,44,68,143,107,3,0,0,18,547,22,6,37,106,55,104,261,166,7,0,0,20,773,18,3,32,46,46,86,275,172,9,3,0,15,708,15,3,20,39,39,84,279,291,25,3,0,12,807,16,0,5,22,27,75,240,311,25,0,3,9,733,17,0
LGA15240,3,15,167,10,0,4,4,4,18,23,19,4,0,0,3,84,0,0,0,3,3,3,6,9,0,0,3,3,37,29,3,30,90,74,119,119,45,6,3,4,21,543,21,21,45,62,28,36,16,3,0,0,0,59,294,652,359,1072,2001,1105,1791,1393,402,46,27,76,330,9250,7,5,6,8,8,18,22,15,3,0,0,8,111,12,0,18,12,13,21,20,7,0,0,0,6,109,35,16,59,91,44,60,57,17,6,0,0,18,393,22,10,130,171,66,88,63,26,0,0,0,23,600,68,13,187,291,145,224,156,39,3,0,3,33,1162,36,6,54,152,115,222,213,85,11,3,4,15,916,41,12,47,150,119,268,306,130,14,0,4,21,1117,31,3,37,93,114,190,306,128,13,0,6,26,957,38,3,24,79,98,172,318,144,13,0,5,24,923,36,3,23,37,48,104,214,159,15,5,3,13,669,49,0
LGA15270,4,11,128,3,0,0,0,3,0,17,27,4,0,0,0,63,3,0,0,0,0,0,8,5,3,0,0,0,32,22,7,10,20,17,24,30,19,6,0,0,11,160,10,3,17,10,16,3,4,0,0,0,3,25,97,261,60,278,393,277,361,316,183,41,4,27,102,2303,9,0,0,4,5,3,4,0,0,0,0,4,27,3,0,3,0,5,3,3,0,0,0,0,0,19,12,9,8,24,5,4,5,3,0,0,0,3,79,12,4,23,36,24,23,14,8,0,0,0,3,141,25,3,35,55,37,37,39,10,0,0,0,3,244,11,0,13,35,17,33,41,15,3,0,0,3,165,21,0,10,31,31,53,67,28,4,0,0,3,239,18,3,3,31,30,35,47,21,0,0,0,9,186,24,0,7,15,19,34,66,49,0,0,0,6,230,21,0,3,6,9,28,69,45,0,0,0,3,184,22,0
LGA15300,0,8,85,17,0,7,0,3,8,6,4,0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,0,0,7,23,4,34,27,13,5,8,0,0,0,0,16,137,21,10,23,12,3,4,3,0,0,0,0,17,91,440,72,499,414,122,193,86,47,7,4,11,93,1981,4,0,4,6,0,0,0,0,0,0,0,0,19,0,3,4,4,0,0,0,0,0,0,0,0,16,9,5,24,32,5,9,5,3,0,0,0,7,98,4,3,20,37,3,3,5,0,0,0,0,3,83,15,6,29,51,14,7,10,0,0,0,0,11,141,10,4,20,34,10,12,11,0,0,0,0,4,115,21,6,18,59,22,20,6,7,3,0,0,11,179,28,3,25,39,17,23,7,5,0,0,0,4,155,31,3,16,53,22,26,16,3,0,0,3,11,178,35,8,18,31,9,21,26,8,3,0,0,9,168,54,6
