SA4_CODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
111,1163,11418,7736,132262,3968,156546,5,43,23,738,46,854,1971,159,138,525,70,2872,635,120,24,135,15,928,1567,626,393,1119,48,3741,14047,9664,6574,90510,3130,123925,865,18,313,17,46,1268,310,129,59,781,21,1302,2529,978,573,7517,225,11826,1327,347,107,808,77,2663,359,98,28,111,19,617,875,80,56,69,12,1103,2341,1770,1101,25960,716,31890,2579,819,237,2611,155,6406,290,3,16,29,13,355,135,66,21,178,8,406,1807,206,66,263,50,2391,340,116,66,207,15,748,467,169,120,121,23,892,899,460,318,203,53,1941,1856,316,203,685,35,3102,402,81,52,184,18,731,4424,2804,1813,21310,595,30951,769,106,39,99,30,1047,379,75,50,36,3,551,394,69,45,231,20,762,263,23,6,14,11,329,106,16,0,4,7,135,276,13,13,5,19,327,699,408,210,1737,49,3107,6941,1615,1013,2548,297,12415,1111,479,341,7332,13846,23108,44282,20371,13338,230272,21693,329959,1115,11201
112,816,7848,5496,84935,2664,101771,3,49,7,1365,70,1496,612,81,84,346,25,1143,170,38,14,51,5,280,1407,424,248,647,53,2789,14176,6682,4614,55413,2160,83042,469,13,175,20,23,706,476,112,71,538,31,1226,2086,651,414,5655,217,9025,328,185,48,353,18,928,255,67,20,60,5,411,453,88,80,76,37,729,2446,1470,994,21679,641,27233,1623,704,235,2979,121,5669,50,0,6,5,3,61,70,52,11,176,17,315,28,7,7,16,0,62,263,90,48,169,13,586,440,126,82,113,23,775,931,385,285,138,36,1772,430,109,56,187,19,799,233,60,33,89,4,419,3141,1563,1129,13712,410,19952,173,42,8,43,14,288,290,81,31,43,8,455,208,39,30,228,13,515,63,23,13,29,4,129,24,18,0,3,0,45,69,9,3,0,0,81,509,140,85,541,19,1286,4117,1291,807,2244,245,8703,686,344,268,4754,9940,15992,30401,13934,9461,150229,15306,219328,815,7785
113,434,3286,2351,63444,1633,71142,6,27,3,620,19,679,500,31,31,247,13,827,67,20,3,11,3,107,585,258,150,432,16,1440,3752,2861,2000,39967,1249,49835,228,4,86,14,9,334,84,27,21,280,8,416,700,300,205,5608,136,6943,131,66,24,198,11,433,86,23,9,33,5,154,764,24,24,22,28,852,664,571,390,14440,351,16419,3971,1037,300,3564,152,9022,55,0,0,16,3,71,70,12,17,68,7,180,24,7,0,16,0,43,88,28,25,76,7,228,238,49,26,49,9,362,284,169,137,90,9,688,201,40,29,147,8,419,48,4,8,36,0,94,1017,702,571,9462,220,11967,115,22,10,26,0,182,118,6,22,6,0,158,151,16,20,113,10,306,94,3,9,7,5,119,91,6,3,4,3,113,49,0,0,3,0,54,113,60,20,271,7,470,2715,476,256,807,109,4350,513,165,87,4010,6154,10924,15720,6483,4243,112348,9394,148201,422,3041
114,565,5563,3877,50302,1505,61813,3,15,4,515,34,573,472,42,40,149,26,727,250,47,24,46,11,382,1042,299,173,439,35,1983,10229,4732,3455,31612,1264,51295,265,16,85,3,17,385,199,66,38,312,9,627,1440,367,224,2591,104,4729,432,120,39,242,19,855,286,53,15,66,11,432,176,20,4,21,7,227,1470,848,536,10710,274,13836,1057,360,120,1133,55,2738,40,3,5,10,0,51,79,31,5,75,9,195,66,12,11,13,0,99,474,104,40,223,23,860,176,64,49,45,20,352,431,209,152,84,31,899,424,90,41,130,12,696,163,35,31,80,3,310,2293,1173,819,7364,197,11840,190,23,9,38,14,277,130,49,29,29,4,246,189,34,25,84,5,338,37,3,9,6,0,55,51,3,0,3,0,50,56,3,0,3,4,62,379,112,65,292,18,860,2457,726,411,988,116,4700,458,226,141,2470,5609,8899,21915,9388,6385,84370,8620,130682,546,5190
115,1545,8121,5412,55130,1226,71438,16,9,8,75,0,105,12475,261,305,404,230,13675,1130,157,87,210,29,1616,1711,488,247,567,33,3043,14452,5762,4045,32096,1034,57395,2848,50,146,28,78,3148,504,87,77,310,16,990,2111,504,339,2714,74,5746,1392,276,129,637,38,2479,540,90,48,93,17,785,5562,112,105,40,111,5935,2891,1197,786,11211,276,16364,4607,1340,512,2912,180,9553,2230,4,25,5,57,2320,2108,316,228,572,97,3327,133,19,3,21,5,181,2129,545,300,1079,104,4156,351,53,23,24,23,478,1128,332,258,104,38,1862,1220,137,100,214,25,1696,510,67,39,116,16,746,2951,1266,931,7791,204,13147,537,95,39,62,12,754,1385,101,60,33,20,1586,892,92,73,90,19,1173,2420,57,28,3,47,2564,442,45,9,7,22,520,408,11,10,3,13,452,476,116,107,444,12,1162,12006,1309,978,1314,365,15977,1555,327,228,2358,5978,10448,74378,14441,9607,91542,9570,199529,1560,7590
116,3350,8450,5510,61058,2477,80846,35,77,18,753,44,923,7465,108,171,283,161,8194,2112,173,91,266,85,2736,1535,473,257,608,63,2934,13800,5747,3874,33518,1999,58941,19379,173,581,62,737,20923,626,84,61,327,17,1117,2304,562,324,2745,161,6088,2075,330,170,599,106,3283,1013,130,46,137,30,1354,13635,193,134,76,387,14423,2494,1116,651,10283,402,14945,3860,1064,357,2000,175,7455,1406,6,18,8,37,1469,3169,489,189,324,173,4347,339,23,26,20,3,409,5383,1022,441,1782,207,8821,2332,189,128,63,164,2881,1096,361,231,149,70,1906,2097,186,148,304,57,2795,596,57,49,98,12,817,2916,1165,912,6879,225,12104,1504,107,53,105,33,1801,858,86,47,32,33,1054,2189,101,49,118,90,2556,2464,39,22,17,73,2615,1867,115,63,54,66,2167,993,13,15,9,45,1080,309,104,62,342,17,841,33090,1951,1062,1295,1333,38735,5467,498,346,3583,13281,23170,127737,15686,10076,99187,21234,273920,4139,8363
117,1846,6914,4644,35485,1243,50130,18,63,15,699,35,821,19937,346,375,421,414,21487,1116,132,52,121,32,1454,1148,433,251,276,29,2144,16320,5107,3381,24383,1157,50347,2375,36,156,28,72,2666,1207,176,119,447,31,1979,2662,656,402,2875,107,6703,7187,615,257,1154,319,9536,924,166,58,88,20,1250,2856,76,62,42,47,3087,4893,1627,1006,14030,419,21978,4042,978,325,1568,165,7070,2756,12,27,13,63,2871,2242,197,112,286,87,2928,751,40,7,43,22,865,1134,234,140,209,37,1753,1168,115,78,42,45,1438,1837,294,203,81,55,2464,1320,223,118,307,25,1999,1816,106,78,162,40,2197,4160,1363,950,8055,208,14746,1171,76,50,56,30,1383,623,82,62,25,11,805,1748,93,72,155,53,2123,470,25,17,6,5,535,1410,71,35,18,42,1573,3619,22,47,18,111,3816,595,142,83,507,16,1352,25707,1808,1269,1516,711,31013,2936,237,198,1437,43368,48168,107015,13419,8693,67558,47986,244671,1973,7710
118,1967,8791,6154,40168,1386,58464,14,24,12,214,8,269,14573,419,385,453,275,16103,894,101,87,124,23,1227,1278,405,249,306,33,2271,19726,5761,4027,26429,1296,57238,1173,27,170,11,30,1417,1972,217,142,444,49,2833,3597,662,443,2616,121,7439,6385,1033,412,2129,193,10148,2833,312,177,254,52,3636,2104,110,97,38,36,2383,6086,1850,1254,15781,553,25522,4476,982,393,1973,169,7990,955,10,19,14,19,1010,1087,250,142,466,40,1993,124,24,4,6,3,157,1006,181,93,244,30,1554,982,103,52,48,33,1218,1898,320,285,81,51,2639,3090,431,256,405,61,4244,3741,252,177,276,81,4522,4471,1508,1014,8214,267,15477,796,72,23,54,26,980,4349,275,171,47,62,4904,1381,72,79,121,46,1706,417,36,24,10,5,499,462,12,24,13,8,513,595,10,26,10,5,647,604,131,84,436,17,1268,22158,2360,1757,1711,584,28587,2375,343,245,1709,26668,31341,100760,16503,11177,76012,31045,235498,2106,9060
119,8515,10615,6567,64599,2892,93184,65,49,19,333,38,498,56283,476,707,613,1387,59466,3414,301,115,410,119,4356,1061,251,175,369,28,1885,18222,6980,4462,39726,2441,71831,5648,69,423,28,193,6367,1072,123,85,433,20,1735,2682,600,317,3011,181,6797,29258,3088,1288,6491,1061,41182,1095,122,64,123,12,1418,8496,171,131,63,234,9091,3698,1844,942,16975,573,24028,13554,2366,926,4000,561,21411,4767,23,62,41,123,5013,40001,4064,1454,2381,2139,50040,10607,709,266,637,357,12565,2441,470,226,589,77,3808,3487,180,157,56,163,4043,1353,355,230,110,69,2119,2037,165,111,243,56,2610,1282,86,40,131,28,1563,3811,1702,1054,9178,334,16080,2236,159,52,110,50,2599,702,62,53,30,23,875,2802,140,110,141,75,3263,785,27,30,22,15,878,1515,132,33,62,78,1813,15261,49,130,72,520,16028,449,151,83,465,20,1165,51196,2989,1736,2042,2116,60071,12125,1019,691,3691,28596,46114,286615,26637,15129,120188,42424,490997,8249,10160
120,1950,7594,4855,38436,1300,54138,22,33,10,196,25,285,25146,435,517,539,484,27124,1593,147,78,209,54,2081,992,359,172,283,21,1825,13683,5013,3348,24560,952,47555,2465,31,151,13,79,2747,786,116,88,347,23,1358,2046,524,320,2373,95,5359,6908,825,350,1539,256,9878,752,125,46,95,6,1031,6871,126,105,50,117,7265,4438,1785,1068,14784,419,22497,17578,2666,1104,4344,665,26352,6271,27,61,28,175,6559,5161,643,312,677,203,6997,309,46,17,17,4,393,1054,221,139,290,41,1750,679,78,64,27,36,881,1504,300,242,61,37,2135,1527,220,121,228,35,2133,1114,107,91,145,29,1488,3425,1364,870,7808,192,13654,1006,77,37,74,31,1216,575,68,36,16,5,701,1614,131,94,129,43,2002,2063,37,21,22,77,2217,969,60,23,28,18,1100,1882,9,36,8,53,1993,495,140,112,464,15,1225,18229,1841,1290,1412,565,23342,2933,296,231,1553,16935,21943,122945,15779,9769,72634,21977,243105,2198,7945
121,2749,15658,11458,82020,2145,114035,13,14,0,78,5,108,29549,671,955,801,510,32483,1360,170,78,220,25,1855,2684,772,463,665,54,4638,35232,12063,7958,53733,1911,110906,2453,43,202,14,62,2774,1547,276,197,784,50,2860,4580,1038,722,4393,153,10884,2164,532,210,931,42,3876,1622,266,108,226,28,2250,6163,151,128,53,92,6589,7006,2852,1877,24101,591,36425,4850,1326,554,2677,198,9598,5204,28,73,40,129,5468,1547,311,105,477,63,2497,334,34,8,24,4,412,479,149,102,196,5,927,526,68,49,12,17,669,3168,710,541,206,65,4693,2285,327,161,386,37,3203,1567,184,122,258,43,2173,7782,2940,1997,16644,446,29809,772,106,38,83,10,1004,4556,280,169,47,70,5129,1238,118,78,145,26,1599,1281,75,51,19,26,1446,313,37,7,8,11,372,699,13,39,11,15,775,1088,263,172,846,40,2414,26461,2702,2278,2554,587,34582,2367,414,365,2566,18367,24073,140606,26670,18740,142352,24165,352538,2786,15486
122,1630,11152,8088,60534,1925,83326,3,11,0,80,3,94,4794,193,250,357,156,5752,1260,176,81,231,35,1780,2511,664,350,723,75,4323,26926,8804,6085,38496,1737,82051,1204,21,150,14,35,1421,1135,205,167,577,33,2114,3174,761,415,3049,168,7562,1204,322,113,581,57,2276,526,125,40,95,8,798,1058,95,28,34,31,1252,4955,1834,1194,15554,510,24040,5331,1245,456,2336,260,9633,848,9,16,13,27,910,369,110,41,131,17,667,166,14,7,18,3,210,339,104,73,137,17,674,817,112,58,23,52,1053,1884,520,402,152,69,3025,883,135,96,173,26,1313,561,70,59,131,21,835,5417,1954,1413,10616,314,19708,1491,127,48,110,29,1802,1449,136,124,31,28,1761,739,55,53,135,29,1013,165,41,22,10,10,245,141,16,9,4,6,176,293,7,12,3,9,325,917,195,131,539,24,1806,12984,1927,1523,1612,374,18420,1519,361,291,2440,11779,16392,72678,19037,13143,103803,16450,225102,1880,11318
123,2131,9062,6041,69579,2398,89218,13,41,13,535,40,648,2863,118,123,289,116,3513,1220,145,81,212,50,1706,1233,449,203,530,41,2456,14664,6725,4723,39433,2113,67665,3979,65,275,20,173,4514,613,80,65,348,29,1139,2132,578,383,3247,174,6511,1197,302,116,485,70,2177,576,98,49,124,17,862,4694,123,75,49,128,5070,2923,1316,783,12422,473,17917,2957,999,342,2394,181,6874,117,6,4,4,3,141,2136,350,95,252,122,2966,428,51,30,34,12,558,1502,444,221,874,74,3118,1168,142,75,79,89,1552,885,355,252,152,38,1673,1359,149,112,288,30,1942,529,59,43,101,20,747,3481,1498,1010,7999,315,14314,776,105,54,117,32,1080,908,84,68,50,39,1156,1422,128,76,143,58,1840,500,22,15,4,6,557,225,34,3,9,3,277,886,31,12,5,40,969,466,142,90,361,27,1082,18260,1744,969,1460,770,23193,2582,470,355,3712,10342,17462,68553,15831,10280,112501,16494,223656,2172,8839
124,2044,12956,8488,92863,3074,119428,13,45,25,576,31,688,2023,155,138,388,77,2775,1610,200,97,264,60,2230,2656,863,538,1211,107,5385,21167,10053,6945,53085,2605,93848,3512,98,242,24,123,4002,617,142,76,517,26,1375,3112,1024,611,4621,218,9590,1601,337,172,739,67,2913,937,132,67,175,12,1319,3016,123,108,85,86,3413,4457,2133,1339,18143,560,26636,3375,1216,486,2870,201,8147,246,4,10,11,5,279,1305,256,94,196,64,1911,394,52,21,45,10,518,3885,1017,533,2147,166,7754,1088,204,78,82,78,1525,1165,475,332,154,57,2179,1706,299,173,471,42,2703,502,96,57,188,21,868,5010,2266,1554,11651,420,20902,827,153,52,121,25,1187,719,93,80,24,19,940,953,124,64,191,44,1372,788,36,33,17,12,886,600,75,35,28,23,758,307,11,20,5,8,349,741,244,120,646,26,1780,12004,2005,1177,2043,526,17752,2019,517,375,4485,12100,19500,72032,22590,14535,150840,19011,279002,2004,12483
125,5963,8143,5235,50898,2163,72405,44,46,13,316,27,440,39781,260,448,392,960,41834,2757,206,72,284,61,3379,1116,310,150,328,31,1941,14496,5502,3443,29937,1743,55123,6027,68,319,43,197,6656,675,100,73,320,22,1189,2166,483,279,2408,112,5446,3579,471,175,837,94,5166,737,122,32,68,16,967,15830,130,106,59,250,16380,2862,1306,804,12050,365,17395,6135,1333,474,2246,284,10466,6331,12,52,7,166,6571,26402,3255,1072,2064,1227,34016,427,25,13,28,9,505,3675,549,247,757,135,5366,2196,115,107,39,123,2573,1129,320,269,114,63,1897,2008,164,101,214,47,2538,1354,86,52,158,38,1694,2958,1309,877,7074,228,12448,1492,105,44,80,41,1761,540,58,41,23,17,683,1907,80,64,112,50,2221,4291,41,42,18,100,4487,6968,362,212,109,299,7953,6928,27,61,34,250,7298,328,124,77,374,11,920,43137,1895,1132,1530,1520,49209,8198,649,386,2543,24321,36103,205411,18139,10613,88039,33580,355782,6130,7727
126,1175,5435,3808,32505,832,43761,11,4,5,39,4,57,21988,342,428,332,421,23517,732,70,39,95,21,954,757,255,128,239,21,1397,8496,3963,2575,20153,731,35918,1452,30,115,3,48,1649,410,85,45,248,9,788,1369,352,215,1646,46,3624,1659,286,108,564,57,2672,459,85,32,59,5,637,4076,69,68,34,91,4339,2023,1065,644,9421,229,13392,4763,1148,375,2164,163,8621,4716,12,33,9,98,4874,1636,230,143,374,62,2448,188,19,9,15,13,243,393,89,65,128,22,698,294,31,23,10,10,367,816,262,160,50,27,1313,831,101,64,113,14,1116,513,58,43,71,13,695,2081,1038,668,5885,136,9811,544,41,25,35,8,647,540,69,36,7,12,665,553,30,34,76,11,702,1541,30,15,13,27,1628,243,21,6,6,7,288,568,7,16,4,9,606,289,98,49,318,12,773,11816,999,777,949,293,14834,1473,203,164,1205,7850,10893,71279,10110,6644,56326,10706,155064,1332,5079
127,6296,5991,3728,38536,2012,56559,45,28,15,353,37,477,27677,152,292,291,973,29384,5362,434,141,471,134,6544,760,202,128,267,22,1380,11297,3728,2420,21183,1718,40346,6211,73,234,38,263,6814,706,66,41,184,26,1018,2363,409,260,1767,135,4931,3586,577,271,1007,174,5612,822,87,24,83,15,1034,10250,114,103,37,328,10826,1816,768,480,6706,313,10080,16722,3018,1153,5279,716,26890,192,7,6,3,9,218,8685,1103,373,561,531,11247,3032,256,108,199,130,3729,4292,789,376,1326,132,6919,1266,75,72,47,94,1556,706,192,114,75,41,1122,2524,169,102,253,73,3118,1205,93,29,76,47,1460,1961,785,486,4048,187,7461,9217,391,180,285,263,10337,396,38,39,10,14,503,4970,176,150,115,206,5603,659,29,16,10,12,727,2333,142,88,57,77,2699,27440,128,199,171,1203,29137,210,69,31,212,9,531,60009,1976,1286,1210,2375,66856,11770,569,473,2500,18837,34154,215771,15228,8883,68138,29427,337452,6169,5672
128,1155,8867,5911,70940,1687,88562,11,15,11,160,5,201,3932,165,194,355,98,4746,901,127,66,185,24,1295,1410,440,231,553,30,2669,13381,6915,4689,42971,1512,69472,863,23,172,23,33,1108,471,114,50,418,31,1081,1787,562,334,3112,105,5907,3703,755,311,1464,165,6404,355,85,33,84,9,569,1351,97,66,37,35,1581,2738,1529,886,16279,428,21863,3449,1044,376,2695,153,7721,214,6,14,11,10,244,1280,226,99,281,49,1933,970,100,31,112,20,1232,1008,302,155,415,34,1921,890,131,71,40,40,1177,954,367,239,125,34,1713,722,131,78,176,31,1149,546,76,51,121,13,806,2988,1604,972,9894,281,15738,438,80,21,52,11,611,616,88,78,37,13,830,680,51,71,135,22,959,165,18,17,9,0,211,218,14,10,7,3,254,322,5,11,3,14,351,464,170,93,512,17,1256,7344,1409,965,1521,235,11470,1110,351,246,2773,7890,12367,48347,15787,10113,118682,11981,204913,1117,8535
197,0,3,0,12,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,3,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,3,23,5,50,6,0
199,66,318,236,2724,128,3476,3,3,3,49,5,66,295,3,17,14,16,337,25,0,0,3,0,37,89,25,18,28,3,158,818,258,181,1793,115,3163,55,0,5,0,0,59,36,8,0,23,0,62,132,50,22,193,14,412,57,16,0,17,6,97,16,7,0,7,0,34,143,4,0,0,3,151,189,53,32,633,32,942,117,31,11,78,4,245,47,0,0,0,3,51,90,20,8,12,4,129,15,4,4,4,0,24,30,10,4,11,0,53,75,3,11,9,4,93,63,17,11,0,0,87,46,9,3,9,0,62,24,5,0,10,3,34,190,65,38,459,20,774,19,0,0,8,0,30,46,0,3,0,0,55,39,0,0,13,0,56,9,0,0,0,0,10,31,0,0,3,0,35,72,0,4,0,0,70,24,3,4,25,5,64,662,77,31,90,29,891,112,10,7,150,994,1275,3075,583,405,4798,1314,10175,81,372
