SA4_CODE_2016,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Turk_BP_B_OS,C11_Turk_Fa_O_B_OS,C11_Turk_Mo_O_B_OS,C11_Turk_BP_B_Aus,C11_Turk_Bplace_NS,C11_Turk_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_T_resp,C11_T_P_BP_B_OS,C11_T_P_Fa_only_bor_os,C11_T_P_Mo_O_B_OS,C11_T_P_BP_B_Aus,C11_T_P_Bplace_NS,C11_T_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus
111,8005,123793,3327,147443,0,39,32,954,36,1074,2555,191,209,609,74,3643,648,127,37,155,25,988,1694,729,450,1356,69,4294,14193,10427,7137,106041,3209,141000,1163,48,377,38,23,1651,343,118,90,775,28,1349,2534,1140,661,8874,253,13456,1207,343,121,933,57,2661,382,108,33,147,9,677,1407,93,58,91,27,1668,2656,2077,1323,30833,727,37622,2524,927,301,3149,146,7058,558,17,35,39,11,663,176,70,26,197,7,472,1740,245,80,400,65,2532,339,162,74,320,10,904,513,221,113,146,25,1018,863,537,428,248,51,2127,1613,321,238,880,60,3108,416,95,81,209,10,804,4264,3092,2111,26830,599,36897,390,33,29,61,4,515,572,119,72,47,7,810,422,79,48,252,4,805,214,27,26,26,3,293,94,11,5,14,0,125,288,28,29,5,11,354,719,399,221,1917,49,3306,9277,2048,1342,3170,384,16223,848,373,294,5816,13234,20559,47475,21707,14682,238121,20625,342605,1301,12162,8808,125418
112,5570,77223,2361,93756,0,44,26,1322,48,1445,787,104,99,420,41,1443,198,66,18,74,8,364,1545,483,316,736,54,3144,15357,7421,5206,65586,2237,95818,628,20,226,41,33,952,568,132,66,603,32,1395,2213,767,502,6579,202,10267,320,178,37,464,23,1023,268,82,29,91,3,472,575,88,79,106,18,868,2813,1837,1212,25074,620,31561,1668,778,244,3296,115,6103,73,3,5,8,4,96,88,69,16,189,12,371,36,16,4,25,0,84,292,105,65,197,14,679,598,172,114,126,39,1049,1073,401,305,145,38,1961,495,110,74,225,17,917,263,63,54,139,16,522,3513,1766,1335,17334,429,24371,65,16,0,8,3,93,399,92,48,34,8,579,294,37,28,242,12,617,77,28,8,21,3,138,30,27,0,7,0,68,90,14,17,6,0,125,542,160,107,639,24,1475,5215,1522,1053,2478,251,10517,551,274,203,4034,9488,14549,33782,15041,10376,153760,14663,227620,1046,8341,5902,78992
113,2237,57342,1594,64641,0,19,0,689,44,751,715,32,49,269,16,1080,79,15,6,41,0,144,579,226,165,483,22,1476,3915,2859,1948,45726,1437,55886,449,5,73,13,9,538,109,28,27,342,9,513,695,318,208,5843,111,7170,147,77,18,216,6,456,77,14,5,51,7,153,1149,30,15,28,16,1235,775,601,456,16230,373,18444,3673,1034,312,4182,158,9369,85,0,0,14,4,101,62,23,18,98,0,203,20,12,0,11,3,41,107,30,28,133,0,299,259,65,33,51,28,434,288,161,108,90,19,668,192,39,25,151,3,415,57,5,14,28,5,112,1037,703,597,11366,237,13939,36,10,3,7,0,59,265,31,28,23,0,348,145,18,22,140,14,332,90,3,7,5,0,103,128,3,0,7,0,148,89,0,6,0,0,100,102,74,18,334,4,538,3703,561,337,964,195,5754,498,135,93,3135,6835,10696,17499,6446,4216,111679,10286,150119,627,3261,2215,57823
114,3793,46985,1402,57927,0,21,11,626,30,691,519,43,55,184,19,822,315,48,22,84,8,482,1105,312,191,505,32,2146,10480,5131,3649,37984,1450,58695,321,21,98,10,18,471,231,73,37,308,9,665,1441,369,229,3101,98,5248,433,87,38,296,22,886,298,47,24,70,10,447,250,29,17,19,5,316,1685,1003,620,12699,369,16371,1095,420,141,1303,75,3031,46,5,3,5,4,66,79,38,16,91,9,232,97,17,7,8,3,130,487,106,43,247,14,896,186,71,58,48,8,357,457,205,181,75,22,933,463,96,46,163,10,774,165,33,21,74,12,306,2365,1258,882,9489,239,14233,120,10,4,21,3,157,221,52,30,31,4,345,197,29,19,114,10,365,36,4,13,5,0,56,48,12,4,4,4,72,62,7,5,8,0,87,403,115,81,368,15,977,2747,822,549,1235,134,5479,335,169,140,2074,6699,9419,22783,9669,6702,87995,9854,137006,667,5666,3942,49897
115,5291,49514,1061,65014,0,11,6,133,3,154,15307,282,442,468,271,16778,1107,194,99,295,37,1731,1742,519,270,660,39,3229,14853,6111,4263,37120,1055,63400,3043,83,209,19,47,3408,444,87,89,320,16,960,2042,528,385,2861,72,5886,1401,316,145,822,47,2733,531,84,45,101,12,776,7427,141,127,66,143,7909,3012,1401,975,12529,261,18179,4514,1336,596,3459,151,10052,3088,17,53,19,67,3238,2153,393,239,773,101,3657,124,29,7,27,0,185,2167,587,299,1441,57,4546,337,74,46,31,9,498,985,355,302,110,19,1776,1155,152,129,284,17,1737,600,66,47,145,13,866,3062,1416,944,9574,201,15204,395,79,25,68,11,578,1822,108,88,50,20,2079,922,142,64,102,24,1250,2045,62,42,17,39,2207,494,68,10,25,13,609,607,25,21,13,21,680,454,131,73,420,6,1089,16082,1556,1134,1554,355,20681,1157,179,159,1694,5751,8941,84160,14842,10215,92036,9161,210411,1997,7746,5532,46562
116,5812,56703,2139,77168,12,65,32,994,56,1159,9096,146,243,309,217,10009,2030,218,117,358,51,2773,1484,457,238,719,61,2955,14408,6126,4161,38956,2082,65732,24125,345,808,113,598,25992,614,54,53,304,20,1047,2433,564,360,2887,106,6347,1947,333,188,749,97,3320,950,137,58,162,28,1346,21538,224,151,99,426,22437,2706,1293,868,11871,411,17146,3676,1147,426,2426,177,7847,1512,5,29,12,41,1599,3262,640,228,506,142,4771,330,27,22,37,10,438,4977,979,471,2047,196,8674,2601,290,197,94,116,3295,1230,410,260,161,50,2122,2044,196,151,405,43,2836,662,57,43,156,21,939,2942,1269,944,8004,330,13492,997,66,31,77,29,1197,1146,113,63,29,14,1364,2133,117,94,154,58,2554,2424,60,41,38,31,2592,2055,128,108,98,70,2455,1093,25,20,16,28,1179,332,114,74,307,14,844,48425,2670,1631,1759,1469,55952,4146,359,262,2626,11683,19088,155588,16911,11326,100395,19303,303531,6269,9223,6191,54085
117,5709,34831,1106,51333,5,63,19,717,38,842,25748,437,558,618,431,27787,1159,148,89,178,24,1602,1360,491,302,458,19,2624,19854,6325,4463,30961,1245,62848,3174,45,322,22,68,3639,1939,211,132,524,37,2838,3151,746,502,3577,137,8116,6808,791,357,1650,208,9822,845,168,85,113,22,1239,4163,130,106,62,74,4533,6616,2075,1499,17126,476,27794,4555,1173,478,2230,169,8606,3355,29,46,33,71,3522,2146,274,145,410,58,3034,767,44,30,74,25,932,994,256,142,354,20,1765,1083,116,87,57,33,1375,2108,364,269,96,29,2869,1571,263,140,358,34,2373,1958,115,115,173,36,2400,4948,1691,1184,10575,291,18682,1010,74,53,42,13,1193,879,108,75,21,14,1099,1960,113,94,201,50,2424,532,39,27,17,4,628,1621,137,55,50,35,1902,4337,46,65,18,109,4575,680,181,120,667,12,1666,34503,2361,1910,2249,840,41854,2107,181,146,1127,26954,30514,129783,16115,11493,75683,31473,264544,2430,8681,6707,36030
118,6674,36609,1169,55620,0,32,14,365,8,419,17296,449,550,544,331,19167,824,121,61,168,29,1211,1344,407,241,409,38,2441,22608,6839,4758,30345,1412,65947,1632,35,214,12,49,1948,2374,234,169,501,47,3324,3814,756,480,2953,126,8133,5886,1034,496,2590,212,10215,2421,311,198,307,41,3275,2385,121,108,61,53,2725,8445,2106,1501,17247,567,29861,4883,1132,492,2422,156,9088,1111,15,36,13,22,1202,1132,267,166,594,51,2211,146,27,9,27,4,215,917,218,109,319,29,1589,882,136,65,36,19,1133,1950,376,314,79,50,2778,2896,428,264,504,76,4162,3621,236,183,303,74,4412,4973,1722,1193,9769,291,17947,584,39,37,35,21,715,4194,365,221,36,76,4897,1639,103,104,155,52,2059,422,44,23,22,9,520,473,50,16,8,7,550,806,26,51,12,11,904,777,128,96,451,30,1478,28219,3097,2304,2570,659,36857,1629,249,182,1248,22201,25513,113472,18455,12923,78053,26645,249545,2339,9686,7595,36167
119,6632,54409,2309,81756,0,51,33,492,14,594,68948,642,946,750,1436,72728,3306,332,165,580,79,4453,1003,286,194,418,30,1931,18405,7042,4661,42095,2370,74582,6827,125,508,61,254,7768,986,139,103,427,24,1676,2555,647,393,3184,169,6945,28084,3348,1494,8681,904,42514,992,140,55,110,26,1320,10168,169,157,72,213,10773,3610,1948,1084,17538,534,24713,12944,2585,1078,5119,484,22209,4883,31,86,29,116,5138,41288,5786,2222,4106,1880,55278,10831,911,415,1187,305,13652,2256,502,262,725,71,3815,3101,293,172,73,147,3780,1558,398,279,128,50,2415,1855,202,119,264,44,2478,1463,71,64,119,35,1763,3450,1674,1102,10273,331,16833,1780,136,74,107,43,2135,751,97,58,33,15,958,2831,174,136,213,94,3452,684,31,36,33,15,800,1620,162,61,103,68,2021,18741,113,201,99,532,19686,412,146,90,506,25,1175,71582,4245,2580,3005,2147,83557,8880,730,549,2678,26285,39117,320235,29814,17337,117180,39048,523610,11050,11600,7752,49616
120,5372,35273,1019,51812,3,28,6,270,11,322,31471,521,730,736,680,34142,1534,171,101,327,34,2156,1019,373,187,416,22,2026,15397,6027,4037,28252,982,54691,3073,66,224,35,68,3460,958,115,116,383,24,1592,2067,572,406,2711,73,5831,6420,900,388,2013,213,9937,729,138,75,130,12,1088,9029,187,129,68,149,9565,5057,2043,1320,15883,395,24699,16746,2859,1200,5622,556,26976,7725,30,91,33,164,8041,4956,803,410,1004,196,7367,349,50,22,65,15,499,1034,277,144,405,25,1885,646,83,51,40,26,845,1547,347,303,89,35,2320,1536,205,154,297,29,2222,1040,113,90,205,20,1472,3747,1535,1031,9286,225,15826,783,73,54,82,17,1006,616,93,73,28,14,826,1776,126,96,176,56,2227,1422,56,39,23,42,1576,1052,70,37,38,22,1224,2478,30,72,16,58,2653,519,155,103,514,15,1301,24670,2295,1625,1999,569,31152,2148,225,189,1280,15013,18858,138972,17649,11505,75600,19842,263561,2614,8526,6058,33948
121,12099,70832,1517,102732,0,13,3,102,3,121,37131,907,1392,1019,592,41035,1362,198,119,347,24,2051,2816,789,489,835,72,4994,36922,13136,9215,60751,1916,121938,3280,58,286,28,74,3725,1772,307,252,796,50,3168,4925,1159,795,5091,154,12117,2074,555,227,1180,64,4096,1429,254,142,235,17,2079,8865,202,173,116,135,9487,7775,3309,2280,26792,585,40745,5071,1524,652,3212,126,10573,7550,29,142,63,151,7935,1489,329,139,561,62,2576,340,37,18,44,8,448,489,166,103,268,11,1039,521,86,64,33,17,719,3052,721,629,197,49,4645,2292,316,220,424,42,3298,1919,164,166,257,38,2539,8161,3143,2283,19989,440,34022,558,64,37,66,6,737,4844,310,234,32,63,5494,1478,127,101,191,29,1927,1372,91,67,28,22,1582,348,45,19,11,9,429,1083,23,76,7,32,1219,1233,303,195,916,35,2670,33233,3250,2968,3091,606,43154,1802,272,238,1767,16371,20453,162704,28326,21368,140444,21827,374663,3242,15909,12699,65366
122,8742,55388,1491,78820,0,9,4,73,4,87,5120,250,361,477,114,6331,1217,196,87,314,43,1850,2588,728,444,786,64,4601,30744,9845,7090,45184,1653,94519,1510,35,193,16,47,1803,1388,254,170,593,48,2445,3767,814,549,3544,148,8814,1222,335,143,722,28,2449,589,139,51,122,10,919,1618,96,60,65,43,1883,5748,2228,1587,17589,426,27585,5502,1330,540,2997,231,10604,931,11,31,17,33,1017,363,113,55,171,14,722,151,16,13,20,3,208,354,126,83,167,5,738,739,131,53,33,38,997,2130,585,479,196,53,3439,999,177,113,224,27,1538,636,86,71,152,14,957,6145,2291,1714,12946,300,23397,1219,95,43,86,32,1477,1958,221,131,43,30,2388,897,74,74,156,17,1222,161,45,20,15,4,248,179,19,8,3,7,219,385,11,35,7,11,445,1095,228,163,564,38,2086,15714,2377,2018,1998,393,22499,1097,227,220,1700,9575,12817,81800,20733,15174,106213,13721,237640,2201,12429,9875,53534
123,5989,66825,2014,85839,12,63,28,689,46,830,3412,125,161,283,114,4097,1191,191,105,323,38,1847,1149,450,225,638,32,2497,14806,7237,5077,46318,1890,75343,4773,134,380,52,119,5465,553,97,71,381,32,1131,2253,651,453,3666,132,7149,1187,329,165,622,87,2394,548,117,55,139,13,877,5627,132,83,69,125,6035,3036,1423,995,14332,397,20185,3085,1112,468,2921,145,7734,164,8,19,3,9,202,2158,416,143,434,108,3258,453,68,36,68,23,641,1540,496,288,1162,73,3564,1382,180,113,94,83,1856,942,370,242,155,53,1764,1327,177,140,404,28,2081,536,58,46,132,12,782,3643,1622,1158,10029,317,16764,612,78,46,86,16,833,1067,123,95,55,38,1376,1498,143,101,165,50,1962,484,33,16,15,8,546,177,45,3,27,15,267,948,35,39,14,27,1061,489,138,78,361,21,1094,23638,2241,1214,1942,897,29934,2138,319,265,2745,9458,14930,76270,16888,11225,116373,15037,235804,3369,9837,6594,67747
124,8396,87800,2596,113279,0,62,52,791,40,944,2380,197,199,479,66,3321,1564,268,97,384,47,2366,2501,848,565,1396,83,5396,20852,10646,7459,62758,2397,104110,4193,131,327,70,118,4849,570,158,100,612,33,1469,3065,1024,675,5164,183,10113,1557,357,159,846,91,3009,931,158,64,186,37,1367,3383,165,98,96,81,3824,4634,2360,1534,20928,585,30037,3293,1300,485,3519,167,8764,247,9,28,3,0,291,1282,296,130,288,82,2080,387,67,30,71,15,572,3975,1145,613,2848,135,8714,1234,226,138,123,81,1807,1199,564,370,186,52,2366,1563,313,196,583,31,2685,496,119,65,206,9,889,5085,2371,1704,14437,460,24054,519,92,39,78,26,758,740,147,95,51,11,1052,1036,125,90,224,26,1503,679,36,36,21,16,791,581,71,36,46,21,757,361,21,29,10,9,436,733,255,134,739,24,1877,15290,2454,1425,2408,630,22208,1588,392,272,3359,12074,17682,75199,23578,15500,155428,18487,288191,2525,13311,8886,88313
125,5280,42775,1881,63793,3,40,16,361,17,443,49886,338,620,499,1062,52408,2760,235,117,373,73,3557,1041,285,164,359,23,1868,15138,5449,3644,32171,1606,58006,7600,107,479,52,229,8464,624,94,69,287,15,1094,2046,498,332,2524,111,5514,3309,479,222,1007,118,5135,667,114,30,100,15,925,27386,179,145,84,454,28249,2879,1385,891,12706,356,18222,5812,1410,590,2645,252,10706,9546,18,77,32,199,9882,27366,4571,1562,3278,1325,38100,382,34,19,45,23,501,3285,497,277,887,125,5074,1820,153,150,58,83,2264,1137,314,215,108,45,1818,1884,163,106,243,44,2452,1327,90,75,198,24,1708,2733,1302,911,8145,224,13315,1183,64,35,65,22,1366,646,70,58,19,10,795,2042,104,88,174,46,2449,3392,51,36,24,105,3616,7345,543,304,251,237,8677,8263,57,106,45,259,8727,287,124,64,363,19,859,60137,2618,1721,1827,1936,68235,6462,514,336,1853,22666,31829,246381,20061,12201,83806,32253,394709,9219,8573,5808,37899
126,3703,26919,608,37639,0,5,5,56,0,71,28675,416,599,464,440,30597,750,67,54,148,19,1042,723,288,107,282,18,1414,8621,4055,2793,21977,639,38084,2055,34,144,26,56,2319,395,78,52,240,7,777,1265,334,237,1841,61,3733,1580,267,120,838,47,2857,441,85,29,78,8,633,5539,107,86,57,86,5874,2104,1068,763,9899,215,14043,4611,1161,456,2563,188,8983,6519,12,57,25,140,6761,1597,272,188,489,45,2588,213,21,16,32,10,292,370,99,75,178,15,745,247,34,23,17,7,323,753,259,172,106,12,1309,796,117,83,129,21,1140,629,53,56,83,11,828,2030,1073,719,6751,140,10707,428,29,13,36,9,516,590,89,50,20,7,752,610,33,60,64,9,771,1237,32,18,3,16,1307,287,21,11,15,0,346,861,21,34,3,17,943,321,92,61,340,6,821,14462,1212,972,1110,278,18033,1074,110,110,783,5632,7709,83486,10186,7182,53726,8266,162846,1572,5000,4027,23903
127,3667,34168,1619,51301,9,44,23,482,29,588,29580,244,381,320,751,31280,5074,464,195,649,143,6527,659,193,109,256,35,1255,11622,3809,2477,23193,1603,42707,7023,100,320,50,223,7710,607,70,36,209,28,957,2069,406,280,1789,101,4646,3336,605,308,1248,121,5616,767,107,32,103,22,1024,11435,123,98,43,310,12014,1584,777,513,7220,231,10330,15385,3109,1227,6197,607,26524,232,5,5,5,7,259,9266,1667,553,1048,433,12967,3101,292,149,362,141,4044,3966,774,378,1558,153,6837,1663,123,119,63,88,2059,695,202,121,51,46,1113,2366,203,107,270,65,3003,1176,84,39,94,28,1420,1879,762,554,4574,162,7932,8391,466,209,383,231,9676,400,65,47,18,13,534,4699,206,166,210,160,5440,564,37,23,19,3,643,2321,197,129,142,92,2882,34138,238,312,235,1292,36217,215,76,46,230,10,576,79893,2834,1786,1765,2620,88895,9066,468,396,2113,16289,28334,239975,16612,9910,67421,26249,360166,8649,6792,4735,34459
128,6127,63949,1334,81065,0,14,3,182,5,204,4526,172,287,430,97,5513,947,138,68,264,21,1432,1333,442,249,630,38,2698,13554,7384,5118,51191,1410,78659,992,36,210,34,18,1288,488,131,81,498,24,1215,1837,636,393,3580,95,6537,3560,790,399,1834,151,6729,370,88,46,95,6,611,1552,107,59,47,24,1794,3046,1721,1126,18912,409,25209,3383,1168,453,3138,150,8291,207,5,25,18,3,259,1316,239,131,363,54,2099,1060,146,49,181,23,1459,998,338,161,647,23,2162,848,179,66,54,22,1165,1008,427,287,140,30,1895,807,124,90,240,15,1277,752,66,61,100,9,987,3138,1661,1193,12313,305,18612,337,56,18,41,12,463,730,110,89,51,11,997,680,64,69,124,13,950,154,28,19,21,3,221,213,24,16,13,10,283,426,6,36,10,16,488,502,189,111,595,25,1424,8877,1650,1361,1952,235,14077,790,237,188,2171,6602,9992,51117,16448,11346,121132,10224,210265,1261,9022,6601,61831
197,3,24,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,16,0,3,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,3,8,6,55,3,9,44,8,112,6,17,7,91
199,239,3024,121,3832,0,7,3,115,15,138,344,7,3,21,11,386,26,4,0,3,0,35,105,18,15,23,0,164,887,303,235,2153,104,3685,61,0,6,0,3,71,45,9,4,23,3,87,125,36,23,238,9,423,48,11,6,15,3,89,15,9,3,6,0,37,106,3,0,3,5,118,254,86,48,799,30,1213,108,29,20,94,14,269,52,0,0,0,0,52,77,26,13,7,3,126,12,0,3,0,0,13,32,13,9,10,3,64,69,7,8,3,0,93,78,20,10,6,3,122,41,12,4,4,4,64,30,3,3,5,0,41,231,72,73,563,21,952,14,0,0,0,0,16,37,0,6,0,0,43,39,3,4,14,3,70,11,0,0,0,0,17,34,7,3,5,0,46,99,0,0,0,9,100,37,6,4,36,3,86,786,95,69,123,37,1113,80,7,9,147,2554,2792,3366,682,512,5475,2883,12917,70,302,198,2595
