SA4_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
111,3,3,3,7,15,30,103,309,1317,1420,1210,461,602,499,388,6366,3,8,15,11,31,80,148,222,460,286,201,125,74,80,188,1932,0,0,3,0,9,11,15,29,98,63,57,28,38,30,61,438,0,3,0,0,0,0,3,7,24,38,55,41,54,31,56,313,65,36,52,24,129,139,288,340,894,501,302,138,130,58,383,3478,0,0,0,0,0,5,10,4,10,18,5,5,4,5,2170,2242,93,54,84,41,204,295,661,1168,4713,5761,6247,5194,5733,4525,4941,39725,7,8,12,14,15,84,232,392,1269,986,606,252,191,85,498,4651,3,19,72,109,209,524,577,568,871,353,177,71,37,16,331,3933,7,4,11,7,17,39,45,41,71,47,28,12,11,9,77,420,41,17,81,107,139,190,91,73,79,27,7,0,8,0,89,950,143,58,236,317,653,883,976,876,1267,488,220,72,40,52,689,6973,0,0,3,0,0,3,11,11
112,7,8,13,5,13,36,120,249,990,727,466,175,214,124,237,3366,7,3,12,19,38,80,168,221,459,239,99,55,41,38,166,1638,0,0,3,0,11,10,13,23,70,44,32,9,16,15,30,265,0,0,0,0,3,0,4,3,39,39,34,24,13,19,37,216,44,7,37,14,103,97,197,238,596,300,153,51,47,28,248,2171,0,3,0,0,0,0,3,8,23,6,10,3,6,7,1290,1359,72,31,80,40,199,293,642,1026,4141,3952,3412,2191,2033,1368,3118,22588,3,7,4,9,28,80,173,326,778,504,265,110,57,30,301,2676,11,17,73,112,257,548,491,414,624,230,90,19,17,10,352,3264,4,3,6,10,25,51,33,32,56,36,8,3,0,3,55,330,17,21,61,58,103,141,79,46,53,15,3,0,6,0,74,683,92,46,151,248,466,637,712,613,842,248,109,37,32,15,559,4802,0,0,3,3,8,3,8,0
113,3,3,8,0,9,17,98,219,712,551,369,125,127,87,193,2534,3,3,8,10,22,40,52,82,160,82,45,18,21,10,42,602,0,0,0,0,0,3,4,8,46,23,22,10,6,4,19,155,3,0,0,0,0,0,0,4,20,23,16,27,14,15,30,160,35,13,25,4,79,66,124,141,280,111,84,28,18,18,133,1154,4,0,0,0,0,3,10,9,12,8,4,0,9,6,883,952,61,28,49,20,132,162,357,644,2496,2703,2619,1800,1710,1041,2374,16193,5,4,3,3,12,59,117,216,465,357,176,80,48,24,236,1820,3,3,28,49,105,240,203,195,246,94,25,16,7,3,114,1330,0,3,3,10,12,23,17,19,24,6,13,0,3,3,24,151,15,7,30,35,52,72,28,26,31,8,3,0,3,0,21,342,52,25,117,185,257,384,333,307,393,127,58,14,27,14,301,2593,0,0,0,0,0,0,3,8
114,0,0,10,0,4,20,46,151,610,546,343,137,153,99,183,2295,3,5,7,3,23,43,73,106,213,109,75,22,28,17,69,792,0,0,0,4,0,3,12,7,30,29,21,9,7,4,28,159,0,3,0,0,0,0,3,7,13,18,24,17,5,10,35,134,19,4,19,8,69,38,141,146,361,180,86,47,27,30,177,1354,0,0,0,0,0,8,3,0,18,8,8,4,0,3,834,894,28,20,44,26,109,154,358,596,2322,2287,2062,1403,1370,1020,2105,13898,4,0,0,9,7,38,115,165,392,263,169,52,37,22,194,1463,4,4,44,50,107,218,224,235,316,106,61,15,16,4,186,1585,0,3,0,8,12,17,14,17,23,18,10,3,4,0,27,157,13,7,26,25,39,74,34,30,31,4,0,0,0,0,13,308,62,35,105,164,281,339,375,363,419,121,76,25,11,23,345,2734,4,0,3,3,0,0,6,3
115,4,11,10,3,18,47,78,208,774,1080,1375,524,1242,1187,440,7012,8,3,19,21,24,60,80,94,250,214,150,109,152,139,150,1484,5,3,0,0,5,6,3,29,43,35,33,25,31,39,62,308,0,0,0,0,0,0,0,0,14,29,29,28,35,49,68,258,70,17,35,22,54,80,108,121,326,274,265,166,183,147,251,2126,0,0,0,3,3,0,3,0,12,4,3,6,16,14,1777,1842,128,46,72,52,115,239,350,637,2518,3497,4702,4233,6885,9076,4522,37064,8,0,3,9,8,32,72,133,456,459,447,197,279,195,287,2578,5,16,29,32,60,113,134,154,289,165,111,57,42,23,141,1373,3,3,0,0,6,7,11,7,24,19,15,3,14,4,20,137,25,4,18,19,23,27,14,18,22,14,7,5,3,4,22,231,136,35,88,65,130,129,165,163,351,231,146,94,74,47,212,2059,0,0,0,0,3,0,3,0
116,15,11,14,13,50,176,352,806,2589,2452,2027,759,966,516,587,11326,15,12,44,42,97,175,233,305,614,350,249,104,125,44,181,2602,4,0,7,4,17,30,23,49,146,102,77,34,38,22,102,651,0,0,0,0,0,3,6,6,44,45,57,50,66,45,78,404,197,66,92,55,236,246,379,391,952,674,459,238,214,109,550,4862,3,3,0,3,0,10,7,14,36,21,28,9,7,12,1954,2095,253,92,172,128,422,683,1103,1842,6487,7445,8327,6030,6969,4571,5030,49547,3,3,6,13,13,90,251,402,1188,922,696,340,288,118,414,4742,6,12,47,86,159,309,341,327,521,236,148,84,40,14,216,2545,4,0,3,16,13,26,35,41,77,49,35,11,17,4,72,410,51,25,81,81,124,117,101,81,107,43,28,11,15,4,78,952,232,75,312,389,616,830,862,745,1183,583,313,151,84,61,764,7199,0,6,3,5,0,6,12,8
117,3,3,6,3,20,44,105,196,595,583,582,236,622,558,173,3731,3,5,18,13,47,84,83,96,210,153,90,42,71,60,68,1044,3,0,0,0,3,3,14,14,21,28,27,9,28,27,35,213,0,0,0,0,0,0,5,4,4,16,16,22,42,57,30,191,91,26,38,25,62,89,133,126,357,245,182,86,102,74,187,1813,0,0,0,0,0,0,0,8,7,8,7,4,6,3,1118,1166,110,43,66,41,148,232,396,549,1850,2047,2400,2057,3424,4990,2242,20590,3,3,3,7,22,37,91,159,474,499,430,156,293,154,243,2572,4,5,44,48,85,131,153,158,292,159,94,37,60,34,121,1428,6,3,4,3,4,10,16,14,33,23,15,6,14,6,39,192,26,10,39,28,36,46,26,23,40,15,8,10,11,5,28,352,180,57,159,148,273,307,317,344,539,312,179,88,58,56,389,3407,7,0,3,0,4,0,3,6
118,13,3,0,3,8,38,36,121,418,519,635,269,1257,1499,343,5163,3,0,15,10,22,34,45,84,155,128,103,60,148,212,125,1146,3,0,0,0,0,3,3,4,28,23,30,7,48,47,36,236,0,0,0,0,0,0,0,0,3,15,14,15,44,66,53,224,77,10,21,19,35,49,64,69,238,206,167,105,143,184,194,1585,0,0,0,0,0,0,0,5,3,11,6,4,14,9,1688,1731,113,27,43,28,69,146,201,397,1435,1828,2453,2259,4603,9957,3734,27306,5,4,4,6,11,28,62,138,469,526,480,162,444,210,346,2895,7,12,21,44,69,151,151,190,386,199,145,56,80,59,198,1747,0,0,5,0,3,7,13,20,27,20,22,9,10,4,38,190,21,11,26,21,27,34,22,16,34,14,9,0,10,6,30,271,158,54,99,99,178,212,222,233,466,286,193,112,91,97,334,2835,0,0,0,0,0,0,0,4
119,30,15,30,34,124,396,785,1509,4010,3091,2312,916,1342,968,902,16457,20,28,144,152,300,601,683,810,1307,703,473,243,256,183,426,6323,18,6,22,14,42,69,86,133,223,157,97,36,70,47,216,1228,6,0,0,0,3,5,12,7,66,75,62,60,81,71,170,619,505,134,269,157,559,584,859,873,1972,1343,971,500,487,344,1132,10689,4,0,0,7,19,11,23,18,41,43,25,14,14,12,3639,3876,606,193,480,378,1110,1790,2754,3981,11203,10165,9970,6992,8569,7910,8718,74823,4,4,19,22,57,141,339,506,1462,1194,939,460,469,223,615,6462,14,44,163,175,283,567,496,538,851,435,252,119,102,35,371,4438,3,5,23,15,31,44,38,46,104,60,51,22,14,16,116,587,105,32,139,96,123,174,95,93,159,74,39,18,14,12,98,1256,684,192,477,476,809,1078,1238,1177,1976,1102,595,353,195,143,1105,11609,3,0,0,0,0,3,10,9
120,9,5,13,4,21,66,160,316,999,1008,1107,392,1147,1082,309,6655,13,12,24,26,67,108,129,139,302,202,172,106,127,165,116,1702,4,3,3,0,6,8,16,16,49,36,40,22,33,50,44,331,3,0,3,0,0,0,0,3,14,16,25,22,36,72,54,251,144,40,47,28,90,83,174,159,519,373,322,184,201,177,299,2846,0,0,4,0,5,0,0,9,13,7,3,10,3,16,1781,1850,192,66,99,65,205,316,562,831,2989,3210,3932,3124,5462,9607,3825,34482,7,3,8,13,13,48,116,209,685,604,564,238,408,196,347,3472,3,19,52,61,101,187,200,194,409,236,147,64,69,31,157,1933,3,4,4,3,8,21,14,16,39,29,15,12,19,6,39,220,31,7,42,29,39,59,31,21,34,23,16,11,11,0,23,382,298,80,147,146,235,289,324,369,659,394,273,162,99,86,374,3925,0,0,0,0,3,0,0,3
121,31,10,4,9,29,74,146,282,993,1311,1899,590,2724,3257,710,12063,12,11,27,28,51,103,112,130,310,238,259,140,280,437,229,2372,5,0,0,3,5,8,15,14,49,44,49,31,76,77,85,457,3,0,0,0,0,0,0,0,16,16,25,28,51,135,80,354,214,39,56,45,88,90,137,122,437,355,317,220,340,387,359,3202,0,0,0,0,0,0,0,0,0,7,6,3,6,13,3519,3559,307,74,105,90,201,318,524,776,2953,3711,5293,4392,9153,20340,7246,55487,8,8,11,8,17,52,109,204,734,807,794,290,707,423,545,4704,8,30,59,69,91,211,212,225,488,345,192,103,130,81,253,2500,11,0,9,3,4,16,6,15,37,32,26,9,26,11,51,251,46,11,32,24,34,34,28,29,55,23,18,9,15,12,37,395,430,106,162,113,166,255,262,291,709,409,297,172,152,153,458,4149,0,0,0,0,0,0,0,0
122,9,3,4,3,8,29,55,109,512,685,828,314,1503,1379,385,5820,4,3,14,12,24,26,58,73,181,157,168,106,132,230,177,1375,3,3,0,0,9,0,5,12,32,32,34,13,40,51,34,266,0,3,0,0,0,0,0,7,8,22,31,31,51,70,59,283,51,16,21,15,38,36,61,67,275,242,210,142,153,176,225,1727,3,0,0,0,0,0,0,3,3,0,6,4,9,12,1946,1995,98,43,52,35,91,113,236,425,1967,2820,3774,3626,6231,10704,4580,34793,4,3,3,4,15,58,80,157,527,517,519,188,343,206,398,3030,5,7,34,44,79,179,189,199,455,253,172,78,64,20,223,2000,0,0,4,3,3,3,9,15,38,19,20,10,7,8,41,177,16,6,16,13,22,22,15,16,29,14,3,5,10,0,22,214,107,35,60,61,97,136,162,234,460,291,191,83,65,68,344,2403,0,0,0,0,4,3,0,3
123,15,9,10,4,29,104,188,499,1730,1782,1284,510,583,370,495,7616,5,3,19,11,51,99,165,196,418,260,156,104,73,52,150,1766,4,0,3,4,12,8,22,30,94,88,50,18,31,12,74,456,5,0,0,0,0,0,0,3,29,29,56,40,57,29,47,302,94,28,55,31,141,130,242,260,655,426,265,148,108,57,407,3048,3,0,0,0,7,3,7,14,19,14,13,8,8,3,1408,1499,134,38,95,58,257,391,703,1205,4574,5482,5864,4395,4995,3473,4096,35779,3,0,8,8,16,79,209,361,1004,805,560,310,216,88,452,4112,3,16,48,55,131,321,339,327,480,244,146,57,43,19,247,2487,0,4,7,5,18,23,27,30,56,40,24,3,14,6,64,325,26,19,58,79,102,132,84,50,86,36,19,0,5,6,58,761,160,46,176,299,531,652,681,529,871,385,184,91,60,36,549,5232,4,0,0,0,4,8,4,4
124,8,5,7,4,10,65,156,419,1684,1807,1383,611,665,454,443,7722,3,3,11,17,34,80,109,181,425,245,172,99,87,50,150,1663,3,4,0,0,3,5,20,22,94,78,63,41,28,23,76,477,0,0,0,0,0,0,3,3,28,38,57,49,46,35,71,328,67,17,32,26,94,91,184,214,592,419,264,145,103,80,361,2683,3,0,0,0,0,3,7,5,12,19,10,14,14,7,1562,1662,111,43,58,53,178,280,559,1044,4607,5799,6448,5149,5759,4191,4360,38652,3,3,9,14,30,76,194,360,1285,1017,772,361,287,124,562,5106,4,10,48,92,198,415,424,467,679,316,167,79,49,11,250,3225,3,3,7,8,17,35,33,29,72,59,34,17,18,5,68,399,23,17,60,48,93,124,77,55,82,27,16,3,7,0,54,683,170,60,184,295,477,749,704,576,967,429,236,117,57,44,526,5577,3,0,0,7,0,3,3,6
125,25,4,23,35,96,320,637,1177,3495,3178,2561,815,1141,722,682,14920,25,23,97,117,270,430,511,691,1042,514,369,195,196,118,321,4903,11,4,10,11,29,68,76,107,197,123,100,35,56,26,182,1056,5,0,0,0,0,11,8,17,55,49,50,43,64,49,79,425,499,130,222,118,595,520,761,750,1550,967,705,363,378,191,837,8585,10,0,3,4,5,13,21,15,43,32,21,6,14,5,2976,3164,591,172,377,303,1042,1467,2269,3216,9090,8519,8434,5773,6873,5500,6511,60135,10,3,13,14,38,105,217,416,1106,854,713,322,284,148,405,4659,13,20,112,123,156,307,347,300,567,328,163,81,72,12,217,2825,5,3,9,5,11,34,36,38,66,32,38,17,16,7,69,390,74,31,90,59,94,111,83,56,74,46,23,4,8,3,71,846,488,131,413,351,645,700,848,740,1449,765,419,223,117,95,823,8199,5,3,4,3,4,4,10,3
126,7,0,7,6,25,56,113,190,752,886,974,322,792,811,247,5187,5,8,19,23,34,68,108,96,212,147,137,68,96,133,103,1264,0,0,3,0,0,6,7,16,36,36,32,15,31,24,38,251,0,0,0,0,0,3,0,5,11,15,19,18,25,55,28,177,147,29,32,21,70,79,106,106,304,233,220,134,147,133,209,1967,9,0,0,0,0,0,0,0,8,4,0,3,3,0,1340,1375,177,46,61,57,139,238,412,547,2047,2479,3028,2364,4028,6354,2862,24831,3,0,4,0,13,42,49,119,361,386,336,153,213,138,209,2031,3,8,38,36,58,89,120,132,244,134,75,40,46,16,94,1141,0,0,0,0,4,3,3,6,14,19,7,6,10,9,18,113,24,4,18,11,18,19,15,15,26,3,6,3,0,0,11,178,197,56,76,70,117,146,182,178,407,247,151,92,63,52,204,2238,0,0,0,0,0,0,0,0
127,17,10,24,15,75,192,520,1039,3032,2505,1735,851,929,522,745,12214,19,28,105,100,194,386,448,537,959,540,309,214,179,76,309,4404,8,8,12,12,22,40,53,75,189,139,89,48,50,41,171,954,3,0,0,0,0,3,10,10,42,53,70,57,57,46,109,463,435,119,221,133,718,700,1084,1064,2252,1452,910,497,474,244,1171,11487,6,0,3,3,10,6,17,16,48,22,24,14,11,7,2405,2606,511,185,385,271,1063,1419,2331,3113,8877,8270,7752,5643,6146,4262,6544,56770,8,9,11,19,43,128,313,491,1148,873,644,293,298,145,423,4839,6,35,187,147,230,384,390,395,614,329,171,73,78,15,244,3312,7,7,6,8,12,24,36,43,69,48,30,16,15,5,89,427,88,22,160,92,132,166,106,97,152,70,32,15,15,7,89,1244,516,139,488,585,868,1064,1188,1152,1845,970,501,255,179,106,1025,10882,5,0,6,3,5,3,10,8
128,10,0,0,0,3,25,51,146,578,774,900,370,782,785,315,4751,0,0,12,7,21,40,47,79,156,149,165,108,149,118,151,1209,0,3,3,0,3,4,0,10,33,36,27,27,40,31,46,264,0,0,0,0,0,0,0,3,12,16,25,29,50,67,61,260,28,12,20,3,41,42,54,102,322,239,200,150,157,120,219,1717,0,0,0,0,0,0,3,3,4,5,7,3,6,4,1433,1468,61,28,49,24,81,142,209,455,1973,2983,4082,4090,5866,7060,3771,30866,3,0,0,7,3,36,82,153,570,578,516,251,277,165,420,3062,0,14,30,52,85,196,224,252,437,220,131,75,57,19,194,1994,0,0,3,4,4,10,7,18,34,27,16,10,15,8,31,191,19,14,23,17,31,27,13,23,33,14,11,5,0,7,22,251,99,40,66,83,147,172,207,246,463,288,154,100,39,43,259,2411,0,0,0,0,0,0,0,3
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
