SA4_CODE_2016,C11_85o_T_M,C11_85o_T_F,C11_85o_T_P,C11_T_Married_M,C11_T_Married_F,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_T_M,C11_Tot_T_F,C11_Tot_T_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Sep_M,C16_45_49_Sep_F,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_T_M,C16_65_69_T_F,C16_65_69_T_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_T_M,C16_70_74_T_F,C16_70_74_T_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_T_M,C16_75_79_T_F,C16_75_79_T_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_T_M,C16_80_84_T_F,C16_80_84_T_P,C16_85o_Married_M,C16_85o_Married_F
111,3043,5685,8728,65635,66014,3907,4753,11192,15079,4106,15146,51430,43832,136266,144830,281096,22,11,0,10,9,3,6,0,11019,10341,11055,10367,21430,269,578,27,42,9,18,3,8,12312,11635,12627,12279,24899,2214,3310,110,188,78,144,6,18,9227,7965,11638,11631,23263,5289,6160,244,376,231,413,11,25,5722,4595,11508,11573,23078,5893,6365,406,572,514,763,22,54,3618,3231,10459,10990,21447,6529,6871,522,676,859,1365,34,96,3189,2748,11129,11759,22887,6572,6775,633,775,1383,1824,44,186,2862,2211,11492,11768,23255,6554,6901,578,731,1594,2231,112,314,2504,1786,11343,11967,23307,7049,7109,582,617,1813,2547,193,520,1829,1299,11473,12098,23571,6809,6737,442,464,1723,2324,250,818,1232,785,10449,11127,21580,6791,6308,344,330,1487,2000,376,1318,679,521,9676,10472,20144,5486,4846,239,196,1005,1346,522,1714,431,329,7692,8437,16123,3854,3083,144,90,599,801,605,2221,251,217,5443,6407,11850,2601,1829,60,47,297,442,691,2642,162,156,3808,5116,8920,1887,1076
112,2396,4108,6509,42261,42676,3019,3614,9228,12218,2967,10546,31451,27287,88921,96337,185264,10,21,3,3,3,0,0,0,7018,6703,7042,6731,13774,128,270,11,40,6,6,6,5,5250,4862,5403,5186,10593,905,1391,61,110,40,59,4,5,4054,3750,5074,5319,10392,2165,2866,128,216,113,225,10,6,3187,2901,5603,6210,11816,2952,3393,209,363,252,501,14,27,2589,2516,6013,6802,12819,3661,4045,306,488,543,885,17,57,2518,2422,7046,7903,14953,3830,4260,392,556,871,1411,34,135,2318,2018,7439,8379,15820,4224,4506,439,530,1275,1808,68,244,2232,1838,8236,8934,17163,4836,5151,519,592,1661,2266,130,402,1857,1413,9005,9828,18828,5170,5242,439,445,1834,2183,217,633,1342,900,9012,9402,18418,5404,4706,441,333,1598,1867,293,902,789,488,8526,8293,16816,4104,3595,224,158,1032,1153,371,1252,402,250,6127,6412,12542,3084,2494,143,73,586,646,443,1643,230,179,4480,5035,9517,2043,1459,71,63,283,373,540,1932,168,107,3106,3929,7040,1649,802
113,1033,2093,3125,29816,29411,1849,1980,4153,4591,1695,6212,21008,17456,58532,59651,118180,12,10,3,3,3,0,0,0,5269,4845,5286,4862,10148,181,310,8,31,10,10,4,0,4736,4471,4940,4821,9761,1152,1560,55,101,25,52,3,10,3603,3050,4837,4777,9617,2339,2596,115,186,83,135,4,19,2116,1766,4661,4702,9363,2559,2703,132,217,165,234,0,26,1521,1157,4379,4343,8724,2907,2941,220,263,348,468,9,48,1257,996,4739,4717,9457,3011,3119,286,322,441,609,32,88,1063,791,4837,4930,9759,3234,3208,275,298,645,728,49,126,916,641,5122,5001,10123,3378,3421,303,269,709,844,71,226,748,497,5202,5249,10451,3198,3044,217,221,682,716,126,360,523,289,4748,4620,9369,3011,2744,183,147,555,578,163,583,346,160,4256,4223,8482,2254,2012,129,95,367,373,215,771,219,126,3191,3378,6562,1799,1427,69,40,231,207,279,1026,142,103,2517,2801,5318,1110,774,40,23,104,110,322,1130,90,48,1663,2084,3742,787,379
114,1403,2338,3737,29115,29150,1820,2089,4891,6357,2054,6469,16344,13768,54226,57824,112052,7,10,0,0,10,3,0,0,4126,4167,4149,4177,8322,146,248,0,22,3,8,0,0,3305,2776,3456,3046,6505,709,1084,34,81,29,39,0,5,2519,2015,3293,3226,6524,1573,1772,73,140,77,125,8,12,1641,1328,3372,3377,6748,1833,2010,134,204,177,289,0,23,1215,996,3364,3521,6881,2272,2462,236,294,321,509,10,31,1176,946,4009,4248,8256,2415,2742,223,300,481,758,25,94,1074,843,4213,4741,8961,2764,2888,255,290,682,976,47,140,987,753,4738,5053,9789,3183,3410,276,304,836,1079,81,203,831,654,5205,5653,10859,3411,3756,254,240,889,1068,114,378,579,413,5256,5850,11111,4175,3999,236,212,871,1010,246,691,384,338,5914,6251,12166,3512,3042,182,129,594,752,290,942,247,203,4825,5069,9890,2588,2019,104,47,340,414,379,1075,149,127,3562,3683,7244,1557,1004,52,20,178,231,361,1265,90,74,2234,2594,4829,1028,568
115,1044,2144,3188,49575,50141,1432,1856,3650,5749,1372,5542,24956,21621,80980,84904,165885,24,31,0,0,0,3,0,3,8600,7962,8631,7991,16623,142,260,7,10,0,6,4,3,7227,6511,7380,6791,14165,1118,1776,32,62,23,53,3,0,4445,3469,5621,5362,10990,3389,4507,52,117,95,167,0,5,2066,1569,5611,6364,11970,5392,6373,137,210,163,316,6,26,1203,982,6902,7902,14803,6763,7314,180,315,342,599,16,40,987,824,8295,9087,17381,6747,7188,223,323,544,857,29,93,815,653,8355,9119,17474,6642,6479,236,271,621,867,49,142,588,472,8133,8233,16365,6028,5908,178,230,609,901,72,225,442,369,7323,7621,14947,5357,5011,161,208,479,810,83,377,274,229,6355,6641,12991,4716,4351,155,110,468,691,145,637,177,161,5658,5958,11616,3517,2773,94,102,290,474,191,833,111,109,4199,4288,8487,2177,1608,49,49,128,226,206,859,62,81,2628,2822,5451,1231,768,33,25,75,119,236,946,54,43,1625,1895,3515,903,463
116,857,1934,2794,59946,59772,3291,4598,6473,9571,2060,8551,41661,35582,113431,118068,231504,32,62,5,9,10,3,7,0,12083,11212,12132,11288,23419,493,1129,23,70,11,31,6,8,11318,9878,11857,11113,22967,3486,5634,137,237,109,166,10,14,8135,6465,11874,12515,24386,8319,10053,316,466,299,405,20,39,4667,3750,13620,14713,28337,9992,9930,385,603,476,687,16,61,2935,2375,13806,13649,27451,8827,8306,455,652,675,1088,22,110,2287,2029,12269,12183,24452,7452,7247,531,636,855,1391,59,188,1982,1622,10877,11086,21960,7043,6696,478,588,1017,1482,90,342,1508,1154,10130,10248,20384,6238,5902,439,544,1049,1501,127,621,1080,819,8936,9383,18315,5548,5019,359,436,941,1260,176,873,567,441,7590,8027,15617,4641,3959,311,313,713,1088,293,1171,328,263,6293,6788,13077,3098,2255,168,169,447,613,282,1288,174,131,4176,4466,8636,1960,1287,104,61,238,330,333,1375,91,74,2723,3127,5854,1073,626,51,32,109,198,346,1349,57,53,1631,2255,3883,652,318
117,955,1830,2783,36236,35650,2977,3023,8572,10164,1526,6000,73522,59683,122840,114519,237361,29,46,0,3,3,3,5,10,6151,6819,6194,6881,13077,506,962,41,32,32,38,13,8,16818,18745,17399,19788,37189,3253,4395,111,175,152,265,24,27,21124,19692,24665,24551,49214,7084,7538,267,340,532,657,8,38,14441,11950,22330,20529,42863,6437,6044,329,315,699,874,15,40,8196,6301,15681,13566,29246,5012,4658,341,379,878,1036,40,64,5983,4174,12262,10319,22582,3858,3749,385,367,1111,1307,35,101,4933,3079,10318,8594,18917,3468,3232,361,357,1238,1411,62,167,3891,2223,9022,7391,16413,3049,2895,365,335,1258,1565,96,299,2828,1609,7601,6692,14293,2645,2625,282,296,1130,1394,90,448,1795,1168,5940,5927,11866,2436,2151,281,248,934,1203,139,608,1356,722,5152,4936,10088,1765,1488,149,135,661,802,157,746,762,417,3490,3588,7079,1396,1029,109,73,366,451,189,980,445,237,2504,2771,5274,945,575,59,37,205,263,253,994,298,148,1759,2015,3777,660,273
118,1958,3780,5733,42075,42055,2091,2545,6483,9512,1818,8311,49725,47016,102192,109436,211631,17,26,3,4,5,0,0,6,6715,6593,6741,6636,13370,139,228,11,9,9,9,7,3,10732,10853,10893,11105,21998,1257,1992,37,70,73,92,6,4,11284,11830,12658,13988,26645,4238,5309,97,167,211,394,7,11,8260,7826,12815,13707,26516,5654,6110,207,267,398,593,8,23,4687,4328,10956,11310,22264,5653,5658,236,321,576,847,14,58,3072,2930,9561,9813,19372,5093,5189,306,388,704,1124,35,85,2364,2217,8503,9003,17506,4577,4380,302,324,893,1171,40,175,1828,1705,7641,7747,15390,3881,3827,268,305,886,1337,69,256,1402,1228,6505,6948,13455,3373,3292,225,271,788,1247,99,356,1052,920,5541,6086,11630,3395,3116,203,210,760,1239,143,660,825,723,5332,5952,11280,2645,2315,151,141,574,874,186,894,553,450,4114,4680,8795,2024,1616,103,69,348,564,219,1113,336,338,3029,3697,6721,1429,857,60,50,181,280,233,1414,255,234,2160,2839,4998,1260,602
119,3996,7464,11458,111071,111029,5454,7223,12456,18646,4720,20178,71714,58710,205422,215787,421210,67,206,10,10,11,12,6,10,17461,16490,17553,16732,34280,1252,3435,40,140,30,92,18,22,19985,16572,21322,20261,41586,7258,10952,227,493,273,455,26,34,16208,12187,23979,24115,48099,13946,15161,510,805,598,1050,19,38,8305,6206,23376,23255,46632,13817,13577,555,910,866,1475,23,83,4848,3862,20118,19908,40026,12636,12849,670,990,1221,2124,48,151,3702,3184,18277,19296,37576,11956,12192,748,1068,1624,2606,69,283,3048,2500,17446,18650,36101,12009,11447,782,1011,1977,3121,121,489,2636,2082,17525,18153,35680,10916,10496,701,850,2149,2993,152,861,2079,1744,15999,16942,32939,9438,8897,618,664,1764,2532,274,1289,1465,1181,13562,14566,28129,8269,7296,560,490,1549,1916,378,1750,1041,805,11799,12254,24053,6567,5261,406,280,892,1227,478,2260,717,483,9062,9514,18581,5158,3996,230,160,568,695,645,3061,407,317,7002,8229,15230,3860,2399,108,87,303,424,833,3538,246,194,5357,6648,12011,2925,1343
120,1700,3498,5197,51963,52264,2229,2883,6680,9914,1979,8868,43194,40874,106040,114800,220839,28,44,6,6,0,0,0,3,6912,6719,6943,6775,13724,421,905,9,39,13,22,10,8,11005,10418,11456,11388,22842,3267,4629,88,114,94,176,6,12,10983,9666,14438,14602,29042,7174,7892,171,254,301,459,4,16,6111,5451,13767,14063,27827,7401,7328,196,302,445,689,10,30,3533,3432,11581,11775,23358,6699,6947,291,409,668,986,15,53,2657,2835,10334,11237,21567,5961,6236,289,415,828,1372,31,100,2217,2291,9334,10420,19756,5726,5679,355,471,989,1626,56,193,1856,1919,8982,9884,18864,4965,4944,325,337,994,1558,85,296,1431,1486,7797,8626,16427,4289,4124,212,296,947,1372,117,567,1015,1112,6581,7470,14048,3782,3549,207,213,815,1172,165,778,710,709,5678,6420,12099,2849,2390,141,149,526,734,155,994,500,477,4173,4745,8916,2189,1703,87,82,262,413,256,1328,341,261,3143,3789,6927,1667,1050,48,48,151,224,341,1568,202,216,2408,3103,5519,1277,537
121,2984,6154,9130,81827,83186,2611,3359,7804,13291,2744,12206,49759,48875,144749,160917,305663,32,35,4,3,7,3,4,4,12094,11424,12144,11465,23610,205,517,6,7,9,8,4,3,10680,10724,10897,11258,22159,2419,3809,48,90,65,114,7,3,9658,9564,12197,13589,25788,7897,9634,175,248,244,416,10,17,6388,5994,14721,16308,31029,10424,11528,247,351,482,815,8,44,3826,3780,14990,16515,31507,11097,11692,357,480,728,1233,25,82,2753,2909,14949,16400,31352,10606,11271,438,566,949,1736,38,162,2094,2158,14124,15894,30023,9711,9857,425,552,1082,1969,63,223,1682,1621,12963,14218,27186,8512,8310,370,459,1195,2048,103,359,1267,1356,11447,12535,23982,7230,7069,251,307,1054,1834,154,601,928,1056,9620,10857,20476,6801,6452,238,298,967,1748,242,1021,647,733,8889,10254,19143,5432,4680,163,157,648,1245,268,1356,459,498,6968,7939,14903,3920,3018,101,81,386,725,361,1714,300,394,5073,5921,10997,2656,1763,48,64,207,421,444,2033,163,293,3517,4577,8093,2194,1181
122,2178,4079,6252,50306,50648,2052,2378,6043,9376,2203,8511,31503,27374,92109,98283,190393,11,19,3,3,0,0,0,0,7467,6908,7481,6932,14412,128,246,3,9,8,6,5,3,6342,5807,6485,6074,12554,1040,1737,39,70,28,71,4,7,5465,5029,6576,6916,13491,3477,4626,99,134,150,224,5,8,3889,3473,7618,8464,16083,5500,6277,158,192,325,461,13,25,2661,2278,8647,9235,17883,6998,7337,252,377,568,805,17,38,2044,1882,9878,10439,20311,6609,6946,328,379,786,1251,25,80,1664,1481,9409,10132,19537,6117,5896,338,406,990,1422,52,183,1322,1118,8827,9032,17854,5222,5042,286,347,970,1404,77,240,976,786,7528,7818,15348,4495,4286,221,240,866,1340,86,368,639,532,6314,6760,13072,4221,3979,161,187,768,1202,169,628,501,368,5819,6366,12184,3633,3209,134,121,571,896,245,955,271,226,4856,5405,10256,2770,2031,79,60,309,536,285,1228,183,133,3619,3995,7614,1724,1173,34,35,161,325,333,1490,83,104,2339,3124,5466,1405,774
123,809,1699,2504,45826,46069,2679,3747,5737,8684,1710,6433,32412,29070,88360,94005,182363,22,30,3,3,3,0,3,0,9273,8770,9308,8803,18115,315,739,23,63,4,17,4,9,8580,8088,8928,8917,17847,2243,3605,112,230,62,138,5,12,6123,5166,8553,9157,17711,5049,6159,241,413,220,370,13,23,3628,3141,9149,10098,19254,5702,5982,337,519,370,616,11,46,2343,2116,8765,9277,18046,5984,5977,426,575,580,987,24,86,1967,1766,8983,9401,18386,5540,5537,442,557,831,1237,37,158,1424,1245,8273,8730,17001,5492,5466,382,561,948,1477,73,244,1107,931,8004,8681,16682,5459,5341,380,461,1012,1429,102,397,727,597,7675,8228,15908,4943,4512,331,377,891,1308,169,641,415,385,6736,7225,13958,4346,3614,267,299,708,1083,240,847,294,228,5856,6067,11926,2804,2186,159,125,430,652,258,895,167,134,3820,3987,7801,1688,1216,63,66,244,304,284,1006,95,77,2378,2664,5038,958,584,44,21,106,147,241,1032,56,60,1404,1844,3244,576,340
124,1255,2754,4006,54933,55126,3534,4505,8261,12487,2361,8760,41059,36204,110151,117082,227235,27,19,4,0,4,10,0,0,10333,9782,10372,9806,20179,368,713,15,43,8,12,7,9,9880,9239,10285,10019,20301,2541,3687,123,237,97,171,11,15,7410,6512,10181,10616,20796,5291,6094,254,439,266,437,8,31,4569,3909,10382,10908,21295,5952,6314,371,537,476,734,21,46,3195,2751,10005,10379,20386,6275,6393,485,640,849,1255,29,84,2622,2341,10258,10712,20970,6047,6288,546,727,1095,1634,54,188,2195,1765,9930,10608,20540,6022,6127,500,574,1234,1903,85,267,1721,1425,9563,10301,19856,6199,6469,501,562,1377,2024,153,471,1253,1053,9478,10580,20061,5950,5472,387,446,1248,1804,218,719,838,654,8641,9102,17743,5375,4660,337,325,1088,1614,323,1029,552,468,7667,8095,15767,3576,2826,202,206,640,1031,356,1180,331,248,5102,5483,10588,2238,1645,104,88,325,559,358,1334,182,188,3208,3818,7021,1335,817,52,50,171,322,335,1428,102,101,2006,2718,4717,765,394
125,2091,4386,6481,84227,83002,4108,5120,9244,12810,3114,13260,57268,44223,157960,158416,316377,59,135,0,9,3,5,4,8,12737,11700,12809,11862,24671,1154,2677,37,89,25,72,15,9,16122,11975,17356,14832,32185,7003,10715,193,370,251,339,23,18,14095,9114,21568,20554,42126,15224,15778,451,650,580,831,21,43,7438,4842,23716,22150,45874,14476,12370,543,742,752,1055,31,89,3966,2869,19764,17130,36896,10833,9724,552,706,935,1463,33,146,2933,2304,15287,14339,29627,9230,8696,556,732,1160,1856,62,272,2313,1827,13319,13386,26703,8732,8231,600,709,1401,2099,94,391,1924,1474,12749,12901,25653,7943,7274,530,583,1534,2139,129,693,1467,1183,11610,11872,23482,6750,6185,462,462,1307,1681,185,1067,986,780,9689,10175,19864,5823,4992,362,360,1025,1267,270,1271,637,538,8125,8430,16552,4395,3496,236,171,609,764,344,1563,395,291,5981,6284,12262,3200,2375,147,86,354,454,472,1956,263,187,4431,5068,9500,2108,1292,77,46,230,258,520,2127,151,120,3101,3841,6936,1495,730
126,1379,2807,4191,35440,35758,1118,1474,3046,5048,1403,6145,23733,21820,64730,70242,134976,19,18,3,0,0,4,4,0,5784,4995,5813,5016,10835,144,344,7,4,7,14,3,8,6903,6798,7067,7170,14231,1657,2531,34,54,43,79,3,5,5280,4697,7016,7365,14376,4267,4770,92,108,106,207,4,13,2666,2241,7136,7337,14474,4780,4989,123,171,201,319,3,15,1448,1345,6553,6838,13394,4543,4652,159,222,262,450,18,40,1095,1046,6069,6403,12469,4101,4515,147,201,377,682,25,59,911,806,5555,6260,11818,4304,4281,152,229,489,735,31,108,802,686,5779,6041,11818,3820,3913,150,197,483,763,57,183,623,566,5137,5629,10765,3345,3323,150,148,450,791,62,324,486,440,4495,5024,9516,3026,2650,103,106,375,628,117,426,329,329,3951,4132,8086,2144,1792,71,72,259,407,98,579,195,244,2766,3098,5860,1617,1310,66,55,160,290,174,888,115,165,2130,2706,4837,1206,836,40,27,95,154,244,1005,80,118,1659,2143,3805,1045,507
127,1358,2436,3790,72301,72461,4373,5953,8426,12144,2527,11900,50112,41325,137739,143781,281518,49,144,4,9,8,5,5,6,14953,13842,15029,14007,29037,764,1950,28,126,21,87,9,13,14376,12491,15205,14665,29874,3740,6163,191,456,199,454,11,33,9961,7689,14107,14795,28900,7603,9529,430,719,474,855,11,53,5557,4011,14074,15163,29236,8540,9411,596,861,780,1217,19,87,3370,2615,13302,14195,27494,8986,9594,616,886,1038,1703,48,151,2674,2081,13362,14419,27783,9300,8981,605,866,1357,2104,53,266,2044,1762,13364,13977,27342,9434,8598,705,840,1546,2117,103,470,1780,1348,13567,13368,26941,8665,8092,645,682,1518,2092,147,837,1362,1058,12331,12765,25095,7340,6606,463,568,1219,1591,187,1183,673,681,9889,10625,20506,6004,5011,421,356,870,1150,285,1514,470,381,8049,8406,16456,4337,3162,239,203,520,610,323,1678,216,182,5631,5829,11461,3071,2093,154,119,325,332,410,2003,160,141,4124,4683,8808,1925,1070,79,64,161,202,438,1988,91,78,2692,3406,6092,1265,526
128,1560,3039,4597,45698,45965,1829,2376,4909,7690,1926,7674,27777,24173,82141,87877,170023,10,16,0,4,3,3,0,3,6700,6355,6716,6373,13095,124,234,7,12,7,8,3,0,6347,5924,6492,6176,12667,1195,1913,31,74,31,46,4,3,4960,4431,6222,6469,12691,3415,4245,102,162,116,194,3,11,2846,2393,6484,7009,13493,4664,5180,161,230,268,395,12,33,1794,1464,6892,7300,14195,5438,5712,240,380,506,741,14,39,1505,1325,7690,8193,15887,5178,5456,301,368,643,1044,26,76,1254,1016,7396,7957,15352,5001,5125,307,369,811,1151,64,142,1063,813,7243,7593,14836,5103,5071,246,293,847,1276,83,250,787,550,7060,7446,14503,4696,4467,194,252,707,1078,120,364,462,362,6182,6522,12704,4228,3780,171,196,563,924,157,618,300,211,5428,5740,11159,3234,2763,111,113,396,754,229,890,164,116,4134,4639,8774,2225,1768,67,56,226,365,247,1085,109,78,2880,3349,6229,1519,1085,40,33,137,229,315,1321,69,70,2081,2735,4815,1228,666
197,0,0,0,31,28,0,0,10,6,0,16,10,3,51,55,110,0,0,0,0,0,0,0,0,3,7,3,7,12,0,0,0,0,0,0,0,0,5,3,9,4,9,0,3,0,0,0,0,0,0,3,10,5,12,12,6,8,0,0,0,0,0,0,3,0,6,14,20,3,3,0,0,0,0,0,0,0,3,3,3,9,9,10,0,0,0,0,0,0,0,4,10,12,21,6,4,0,0,0,0,0,0,4,4,10,7,16,6,14,0,0,4,3,0,0,3,0,15,22,35,10,14,0,0,0,5,0,0,0,3,12,23,35,16,17,0,0,0,5,0,0,0,0,16,26,42,20,26,0,0,0,8,3,3,0,0,26,36,63,11,14,0,0,3,4,0,11,0,0,21,28,46,5,4,0,0,0,0,0,6,0,0,5,14,22,10,3,0,0,0,0,0,4,0,0,10,10,19,0,3
199,50,71,122,1354,1218,613,342,954,570,150,229,3884,2418,6955,4779,11739,0,0,0,0,4,0,0,0,279,228,285,232,517,6,24,3,4,0,3,3,0,737,585,746,615,1358,70,75,32,17,9,6,6,0,801,539,928,635,1559,116,105,41,27,23,17,0,0,507,304,687,457,1142,100,65,64,27,33,29,0,6,417,212,625,338,955,80,61,98,29,87,37,6,6,382,162,644,290,940,65,72,84,52,112,62,4,4,309,122,572,310,881,86,94,103,27,135,110,12,17,245,85,585,338,919,112,136,68,32,148,90,14,17,166,69,514,341,850,153,214,62,17,156,87,15,13,95,51,477,391,866,187,190,47,12,141,73,28,25,59,21,458,326,779,111,87,23,3,77,35,25,19,26,9,266,154,413,44,39,9,0,31,19,19,18,14,4,121,78,199,9,11,3,0,17,3,10,19,3,3,43,38,83,13,4
