SA4_CODE_2016,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_T,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_T_T,C11_SDRTHT_0b_NPFH_2,C11_SDRTHT_0b_NPFH_3,C11_SDRTHT_0b_NPFH_4,C11_SDRTHT_0b_NPFH_5,C11_SDRTHT_0b_NPFH_6_mor,C11_SDRTHT_0bTotal,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_T,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_T_T,C11_FUA_0b_NPFH_2,C11_FUA_0b_NPFH_3,C11_FUA_0b_NPFH_4,C11_FUA_0b_NPFH_5,C11_FUA_0b_NPFH_6_mor,C11_FUA_0bTotal,C11_FUA_1b_NPFH_2,C11_FUA_1b_NPFH_3,C11_FUA_1b_NPFH_4,C11_FUA_1b_NPFH_5,C11_FUA_1b_NPFH_6_mor,C11_FUA_1b_Tot,C11_FUA_2b_NPFH_2,C11_FUA_2b_NPFH_3,C11_FUA_2b_NPFH_4,C11_FUA_2b_NPFH_5,C11_FUA_2b_NPFH_6_mor,C11_FUA_2b_Tot,C11_FUA_3b_NPFH_2,C11_FUA_3b_NPFH_3,C11_FUA_3b_NPFH_4,C11_FUA_3b_NPFH_5,C11_FUA_3b_NPFH_6_mor,C11_FUA_3b_Tot,C11_FUA_4mb_NPFH_2,C11_FUA_4mb_NPFH_3,C11_FUA_4mb_NPFH_4,C11_FUA_4mb_NPFH_5,C11_FUA_4mb_NPFH_6_mor,C11_FUA_4mb_Tot,C11_FUA_NB_NS_NPFH_2,C11_FUA_NB_NS_NPFH_3,C11_FUA_NB_NS_NPFH_4,C11_FUA_NB_NS_NPFH_5,C11_FUA_NB_NS_NPFH_6_mor,C11_FUA_NB_NS_T,C11_FUA_Tot_NPFH_2,C11_FUA_Tot_NPFH_3,C11_FUA_Tot_NPFH_4,C11_FUA_Tot_NPFH_5,C11_FUA_Tot_NPFH_6_mor,C11_FUA_T_T,C11_OD_0b_NPFH_2,C11_OD_0b_NPFH_3,C11_OD_0b_NPFH_4,C11_OD_0b_NPFH_5,C11_OD_0b_NPFH_6_mor,C11_OD_0bTotal,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_T,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_T_T,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_T,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_T_T,C16_SH_0b_NPFH_2,C16_SH_0b_NPFH_3,C16_SH_0b_NPFH_4,C16_SH_0b_NPFH_5,C16_SH_0b_NPFH_6_mor,C16_SH_0bTotal,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_T,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5
101,3804,1269,399,22510,8203,4117,5274,3084,1571,22253,274,85,62,29,12,464,24413,9629,9552,4491,2011,50101,0,0,0,0,0,0,55,12,0,0,0,66,745,198,68,15,4,1025,743,265,176,53,16,1254,113,54,58,25,13,259,25,3,3,6,0,37,1684,526,309,92,29,2643,7,3,0,0,0,8,148,31,9,0,0,187,818,223,104,22,7,1171,237,93,59,18,6,415,49,14,30,6,3,102,26,3,3,0,0,34,1283,369,206,47,13,1917,17,0,7,0,0,24,96,6,3,0,0,108,129,27,10,3,0,176,81,36,29,10,3,154,25,14,8,4,6,62,18,5,0,0,0,19,370,84,56,20,18,547,39,23,12,4,6,77,27787,10631,10134,4656,2078,55292,56,12,4,3,0,80,381,56,49,15,9,497,3018,638,318,78,28,4085,12249,4377,3481,1164,384,21654,9306,4407,5645,3118,1583,24056,418,125,88,44,39,711,25415,9610,9585,4432
102,6492,1930,611,31416,9852,6232,8954,5083,2659,32792,387,104,94,50,19,658,29975,15061,16058,7181,3338,71618,3,3,0,0,0,9,74,7,4,0,0,80,1635,254,70,10,7,1976,2368,943,597,171,47,4126,258,158,204,133,66,821,76,17,8,0,0,108,4414,1385,891,312,124,7127,9,0,0,0,0,8,144,11,3,0,0,159,1449,275,70,17,3,1811,756,243,163,39,20,1218,36,23,27,16,5,107,48,3,3,0,3,57,2437,559,272,73,24,3370,11,0,3,0,0,13,72,4,7,0,0,79,177,22,14,3,0,217,36,6,19,8,7,73,8,5,13,3,8,36,10,0,6,0,0,16,310,44,53,12,16,433,35,18,4,0,3,63,37178,17056,17276,7584,3505,82602,31,19,7,4,0,55,311,61,32,12,9,428,4136,1078,511,120,40,5888,14262,7099,6268,1763,520,29909,10801,6982,9699,5565,2996,36045,503,165,146,80,58,949,30041,15399,16669,7537
103,3884,1458,508,22544,7459,3722,4785,3259,1734,20967,334,109,58,41,37,588,22861,9329,9041,4873,2328,48433,0,0,0,0,0,0,27,10,0,0,0,41,459,98,22,4,3,582,316,141,71,25,10,568,43,8,30,21,10,104,20,8,7,0,3,37,870,257,130,52,30,1336,3,0,0,0,0,3,51,0,0,0,0,54,372,71,21,3,0,465,98,45,21,13,3,178,12,3,0,4,0,23,6,0,0,0,0,5,543,126,37,21,5,733,5,0,0,3,0,9,40,0,6,0,0,45,42,11,7,3,0,61,37,12,15,6,0,66,11,7,4,7,3,35,11,0,0,0,0,17,144,34,31,23,4,235,29,3,4,6,0,44,24443,9748,9248,4973,2372,50772,25,11,11,0,0,49,259,36,31,11,10,352,2668,641,253,69,30,3665,11163,4458,3456,1194,431,20702,8186,4127,5328,3325,1714,22686,448,145,86,40,34,755,22759,9420,9167,4648
104,2639,865,333,15487,4556,2225,2819,1754,978,12335,139,72,44,19,22,303,15396,6096,5791,2709,1368,31361,0,0,0,0,0,0,20,0,0,0,0,23,577,109,36,3,0,726,530,201,113,31,13,887,45,20,35,16,7,120,16,0,4,0,0,17,1188,332,187,52,24,1773,3,3,0,0,0,9,64,0,0,0,0,67,612,149,55,12,7,834,221,112,50,20,11,410,22,3,10,3,3,45,24,3,3,0,0,29,944,272,119,35,19,1387,24,3,4,0,0,35,118,3,4,0,0,126,204,24,13,3,0,249,65,24,13,4,0,101,17,9,11,0,9,40,16,3,3,0,0,17,448,65,47,4,8,576,11,3,3,0,0,12,17979,6770,6144,2801,1416,35110,34,9,12,3,3,59,229,47,23,9,3,306,1908,415,196,51,20,2593,8014,3015,2342,807,316,14488,4947,2417,2863,1729,1061,13020,242,88,60,21,32,447,15374,5988,5497,2620
105,2200,851,388,13027,3790,2053,2492,1709,1067,11112,214,74,52,28,26,392,12800,5394,4946,2650,1514,27305,0,0,0,0,0,4,12,0,0,0,0,13,192,39,19,7,0,249,70,41,28,8,0,148,8,14,7,4,7,36,9,3,0,0,0,11,287,95,48,17,5,452,4,0,0,0,0,4,59,7,5,0,0,66,293,56,22,7,3,383,69,27,20,12,7,132,19,4,18,12,8,65,7,0,0,0,0,13,456,101,64,25,10,660,10,0,0,0,0,16,43,3,0,0,0,51,40,8,3,0,0,52,44,23,12,3,4,84,22,5,9,7,7,54,14,0,5,0,0,15,179,41,27,13,14,276,26,17,7,4,11,70,13748,5645,5092,2710,1556,28758,15,4,6,0,0,30,180,20,20,12,3,240,1545,377,148,45,23,2133,6166,2625,1903,683,311,11689,4079,2207,2506,1649,1013,11451,262,95,57,32,32,480,12251,5326,4639,2415
106,5302,1835,634,27761,8656,5240,7099,4077,2060,27127,307,95,80,32,35,553,26204,12414,12890,6059,2776,60333,0,0,0,0,0,3,58,3,3,0,0,63,770,158,45,6,3,979,893,378,245,78,15,1601,134,81,97,44,24,377,21,9,9,0,0,33,1882,626,391,130,37,3063,5,0,0,0,0,3,76,14,0,0,0,90,506,120,39,12,0,674,299,110,67,19,8,498,41,19,22,8,8,89,18,4,0,0,0,25,940,262,130,38,22,1389,19,3,0,0,0,21,97,4,3,0,0,102,109,24,11,4,0,144,34,15,13,4,0,71,16,4,9,3,6,35,13,0,0,0,0,15,281,50,35,13,8,379,18,7,5,3,0,34,29327,13353,13445,6239,2840,65199,24,5,8,3,5,50,263,43,25,10,5,349,2734,698,303,75,39,3854,13727,5905,4676,1474,517,26298,10341,6206,8369,4556,2265,31738,438,153,113,52,41,796,27530,13018,13492,6171
107,6738,1910,622,30214,6809,5043,7609,4391,2110,25966,325,88,72,34,33,559,23918,13066,14849,6459,2797,61088,4,3,0,0,4,8,77,6,4,0,0,87,1658,386,130,24,5,2202,1733,926,616,188,47,3518,122,95,121,68,45,455,63,20,5,0,0,91,3650,1443,877,284,102,6359,12,5,0,5,0,20,294,34,10,0,0,336,2325,648,247,47,7,3266,819,328,201,59,21,1431,35,30,33,15,13,132,66,16,10,0,0,85,3553,1054,498,129,41,5275,3,0,0,0,0,3,38,3,0,0,0,39,233,36,5,3,0,283,47,28,13,4,3,91,5,7,3,3,5,28,14,0,0,0,0,17,341,73,26,17,15,469,18,11,0,0,0,24,31476,15649,16252,6888,2954,73210,16,12,7,8,0,41,162,31,44,10,9,251,2323,689,365,93,32,3500,13231,6627,6287,1795,608,28543,7749,5521,8433,4682,2367,28755,403,147,124,72,45,792,23881,13038,15261,6655
108,3803,1363,536,24678,7484,3195,3873,2428,1393,18374,293,59,47,20,23,451,25673,8811,8065,3924,2002,48473,0,0,0,0,0,0,67,3,0,0,0,72,1073,181,37,5,0,1291,1148,312,171,49,15,1699,109,39,55,33,24,262,45,8,0,0,3,53,2446,546,269,89,38,3382,0,0,0,0,0,0,97,11,3,0,0,109,1070,223,55,7,3,1366,488,165,58,20,6,736,28,13,8,5,3,58,23,10,3,0,0,38,1713,419,130,35,12,2305,19,9,4,0,0,31,143,11,3,3,0,161,306,28,11,3,0,356,91,22,20,12,7,150,33,9,8,8,3,61,16,3,0,0,0,15,610,83,48,23,12,775,23,13,5,0,0,33,30469,9864,8508,4068,2064,54967,47,13,10,7,3,88,325,37,27,16,7,418,3310,670,298,90,23,4383,13627,4699,3683,1230,478,23719,8303,3546,4001,2540,1424,19814,428,122,88,51,49,736,26040,9101,8102,3933
109,2340,744,258,13824,3665,1870,2527,1622,804,10481,187,47,28,14,18,291,13337,4990,5002,2405,1095,26839,0,0,0,0,0,0,6,0,0,0,0,7,279,33,12,4,0,332,128,62,20,11,0,219,3,8,3,0,0,22,6,0,0,0,0,7,427,105,34,11,7,587,3,3,0,0,0,9,60,7,0,0,0,67,659,169,51,7,3,891,168,71,35,9,3,292,9,8,3,3,4,26,27,8,0,0,0,38,929,260,99,19,10,1311,3,3,3,0,0,15,40,0,0,0,0,40,60,12,3,0,0,70,44,10,10,4,3,69,9,3,3,6,3,25,5,0,0,0,0,5,167,29,20,14,3,224,17,9,12,0,0,44,14878,5388,5166,2453,1110,29008,24,4,3,0,0,31,97,18,8,3,3,123,1555,282,125,37,13,2006,7419,2613,2076,723,218,13042,4319,2055,2723,1637,764,11491,225,76,53,27,17,389,13631,5034,4987,2424
110,3698,1326,497,21032,6656,3161,3957,2594,1426,17803,287,82,79,32,32,517,20865,8448,8026,4047,1982,43368,0,0,0,0,0,0,25,0,0,0,0,23,270,60,19,6,0,358,158,52,35,14,3,257,44,27,28,12,8,115,10,7,3,0,0,19,508,145,86,33,13,779,0,0,0,0,0,0,86,8,6,0,0,97,609,168,58,15,0,847,134,72,36,8,0,250,20,4,7,9,5,37,27,8,3,0,0,35,875,254,106,35,7,1272,13,3,0,0,0,21,48,4,0,0,0,55,52,20,5,3,0,81,37,13,20,5,6,87,21,8,8,5,7,53,13,0,0,0,0,16,186,53,30,19,16,306,29,7,7,4,0,54,22462,8915,8258,4136,2013,45784,33,12,3,0,3,53,301,25,20,16,10,373,2518,541,254,72,24,3405,10332,4111,3159,1099,419,19129,7026,3439,4173,2670,1357,18667,419,119,93,60,25,718,20629,8249,7705,3923
