SA4_CODE_2016,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Notin_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Notin_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Notin_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Notin_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Notin_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Notin_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Notin_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75ov_Em_FT,C16_M_75ov_Em_PT,C16_M_75ov_Em_AFW,C16_M_75ov_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75ov_Unem_Lo_pt_wor,C16_M_75ov_Unempl_Tot,C16_M_75ov_Tot_LF,C16_M_75over_N_lab_forc,C16_M_75ov_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_T_T_labo_for,C16_M_Tot_Notin_LF,C16_M_Tot_LF_NS,C16_M_T_T,C06_F_15_19_Em_FT,C06_F_15_19_Em_PT,C06_F_15_19_Em_AFW,C06_F_15_19_Em_Hrs_NS,C06_F_15_19_Em_Tot,C06_F_15_19_Unem_Look_FT,C06_F_15_19_Unem_Look_PT,C06_F_15_19_Unem_Tot,C06_F_15_19_Tot_LF,C06_F_15_19_Notin_LF,C06_F_15_19_LF_NS,C06_F_15_19_Tot,C06_F_20_24_Em_FT,C06_F_20_24_Em_PT,C06_F_20_24_Em_AFW,C06_F_20_24_Em_Hrs_NS,C06_F_20_24_Em_Tot,C06_F_20_24_Unem_Look_FT,C06_F_20_24_Unem_Look_PT,C06_F_20_24_Unem_Tot,C06_F_20_24_Tot_LF,C06_F_20_24_Notin_LF,C06_F_20_24_LF_NS,C06_F_20_24_Tot,C06_F_25_29_Em_FT,C06_F_25_29_Em_PT,C06_F_25_29_Em_AFW,C06_F_25_29_Em_Hrs_NS,C06_F_25_29_Em_Tot,C06_F_25_29_Unem_Look_FT,C06_F_25_29_Unem_Look_PT,C06_F_25_29_Unem_Tot,C06_F_25_29_Tot_LF,C06_F_25_29_Notin_LF,C06_F_25_29_LF_NS,C06_F_25_29_Tot,C06_F_30_34_Em_FT,C06_F_30_34_Em_PT,C06_F_30_34_Em_AFW,C06_F_30_34_Em_Hrs_NS,C06_F_30_34_Em_Tot,C06_F_30_34_Unem_Look_FT,C06_F_30_34_Unem_Look_PT,C06_F_30_34_Unem_Tot,C06_F_30_34_Tot_LF,C06_F_30_34_Notin_LF,C06_F_30_34_LF_NS,C06_F_30_34_Tot,C06_F_35_39_Em_FT,C06_F_35_39_Em_PT,C06_F_35_39_Em_AFW,C06_F_35_39_Em_Hrs_NS,C06_F_35_39_Em_Tot,C06_F_35_39_Unem_Look_FT,C06_F_35_39_Unem_Look_PT,C06_F_35_39_Unem_Tot,C06_F_35_39_Tot_LF,C06_F_35_39_Notin_LF,C06_F_35_39_LF_NS,C06_F_35_39_Tot,C06_F_40_44_Em_FT,C06_F_40_44_Em_PT,C06_F_40_44_Em_AFW,C06_F_40_44_Em_Hrs_NS,C06_F_40_44_Em_Tot,C06_F_40_44_Unem_Look_FT,C06_F_40_44_Unem_Look_PT,C06_F_40_44_Unem_Tot,C06_F_40_44_Tot_LF,C06_F_40_44_Notin_LF,C06_F_40_44_LF_NS,C06_F_40_44_Tot,C06_F_45_49_Em_FT,C06_F_45_49_Em_PT,C06_F_45_49_Em_AFW,C06_F_45_49_Em_Hrs_NS,C06_F_45_49_Em_Tot,C06_F_45_49_Unem_Look_FT,C06_F_45_49_Unem_Look_PT,C06_F_45_49_Unem_Tot,C06_F_45_49_Tot_LF,C06_F_45_49_Notin_LF,C06_F_45_49_LF_NS,C06_F_45_49_Tot,C06_F_50_54_Em_FT,C06_F_50_54_Em_PT,C06_F_50_54_Em_AFW,C06_F_50_54_Em_Hrs_NS,C06_F_50_54_Em_Tot,C06_F_50_54_Unem_Look_FT,C06_F_50_54_Unem_Look_PT,C06_F_50_54_Unem_Tot,C06_F_50_54_Tot_LF,C06_F_50_54_Notin_LF,C06_F_50_54_LF_NS,C06_F_50_54_Tot
111,8958,408,86,490,9447,1185,491,11129,7519,1124,191,138,8980,427,97,519,9497,1415,581,11492,6985,1175,234,123,8519,385,87,468,8987,1783,572,11343,6078,1320,299,84,7790,386,120,507,8293,2580,599,11473,3260,1400,221,52,4936,272,156,430,5360,4564,519,10449,976,859,104,31,1969,29,52,82,2046,7088,542,9676,224,473,39,23,754,7,17,27,780,6410,497,7692,96,238,24,29,387,8,7,17,407,11033,1336,12773,60461,17753,2371,1394,81974,4646,2452,7095,89068,46687,7540,143301,1050,3762,276,246,5334,467,580,1050,6382,4353,437,11167,3680,3480,279,207,7647,465,348,813,8459,2398,501,11357,3690,2254,361,117,6413,233,207,441,6857,2320,373,9552,3027,3316,506,126,6977,195,192,387,7360,2944,379,10679,2721,4103,341,128,7297,222,260,485,7783,2935,413,11127,3424,4339,268,160,8193,185,231,416,8609,2698,409,11716,4253,3970,292,166,8685,212,181,394,9080,2603,456,12132,3710,3245,289,130,7376,171,121,289,7663,3178,425,11271
112,5287,275,68,346,5629,850,571,7046,4034,1155,135,111,5430,253,78,325,5760,1090,597,7439,4187,1300,156,97,5735,282,88,368,6104,1436,697,8236,3910,1516,199,100,5722,267,115,380,6101,2155,751,9005,2484,1554,179,70,4291,207,143,347,4637,3548,830,9012,953,1052,107,47,2159,23,38,64,2218,5599,710,8526,289,418,34,26,769,7,13,23,790,4820,525,6127,215,256,25,57,553,6,7,13,566,8803,1279,10652,31821,14248,1430,1149,48656,2674,1341,4021,52676,34192,8309,95176,616,2301,169,155,3245,221,334,556,3798,3105,368,7270,1398,1455,102,90,3041,271,167,437,3484,1320,229,5028,1342,1176,136,52,2708,172,140,309,3013,1499,206,4723,1408,1898,172,77,3554,164,176,343,3896,1957,286,6140,1675,2552,171,95,4492,152,243,390,4884,2057,333,7271,2341,2982,195,104,5623,198,247,443,6070,1855,326,8250,2948,3110,193,119,6375,205,202,402,6774,1915,397,9090,2693,2615,227,103,5635,191,151,339,5976,2133,375,8479
113,3669,133,30,161,3823,586,330,4739,3196,378,85,74,3733,113,28,139,3870,592,374,4837,3277,445,120,70,3909,124,35,164,4076,627,417,5122,3064,489,137,82,3768,110,42,151,3921,863,420,5202,2000,568,134,61,2759,82,54,136,2895,1464,391,4748,841,465,81,38,1433,8,24,32,1462,2411,384,4256,312,266,41,26,641,4,7,13,649,2243,297,3191,211,221,18,43,499,0,10,8,509,4408,685,5601,28691,6121,1066,904,36781,1455,587,2049,38829,17939,5044,61810,660,1561,99,127,2447,174,197,375,2822,2326,200,5344,1630,1143,108,76,2956,176,128,304,3264,1092,155,4506,1526,942,149,54,2672,98,73,168,2840,1058,158,4054,1279,1456,174,59,2972,89,103,194,3164,1288,177,4631,1445,1709,126,76,3355,92,92,186,3540,1169,174,4886,1765,1830,115,77,3794,90,79,167,3960,1020,180,5165,2109,1659,135,99,4007,99,78,175,4187,874,176,5233,1785,1346,138,63,3334,74,53,124,3462,1078,156,4695
114,3049,114,31,141,3185,556,271,4009,2529,502,94,55,3180,111,33,142,3325,611,283,4213,2644,609,97,64,3413,114,45,153,3567,815,349,4738,2392,807,134,61,3398,115,45,165,3560,1322,322,5205,1470,825,92,43,2425,85,62,154,2576,2340,339,5256,583,618,60,26,1292,12,31,40,1330,4185,400,5914,205,375,21,17,620,3,13,18,641,3815,373,4825,109,208,18,25,355,3,10,14,372,6442,821,7637,20607,7322,877,649,29453,1272,570,1844,31294,23735,4407,59435,377,1225,79,108,1781,159,122,276,2060,2019,166,4246,872,682,61,58,1668,113,86,195,1863,584,102,2552,741,648,104,32,1519,70,59,129,1654,747,124,2526,713,1087,96,29,1924,63,97,164,2083,1112,137,3340,928,1492,112,49,2579,83,117,203,2781,1111,181,4066,1234,1844,111,55,3240,119,127,242,3485,1049,191,4724,1538,1761,132,52,3481,125,108,231,3714,1016,176,4900,1347,1409,118,49,2925,62,58,122,3046,1222,195,4459
115,7481,159,29,186,7661,354,273,8295,6555,637,92,95,7389,189,36,228,7613,442,301,8355,6176,735,105,89,7103,182,23,208,7314,479,343,8133,5038,761,137,68,6006,182,57,240,6246,794,290,7323,3113,954,106,48,4219,131,59,199,4417,1729,211,6355,1336,865,77,39,2318,44,37,81,2404,3023,229,5658,393,476,33,13,913,7,14,19,938,3067,195,4199,111,259,19,19,410,4,6,9,420,4828,461,5706,47349,11290,1144,950,60733,1616,1156,2765,63501,21295,3367,88161,726,2640,183,160,3706,96,268,364,4067,3716,231,8012,2785,1953,151,141,5031,104,118,225,5257,889,242,6386,2620,897,184,84,3785,62,54,110,3898,816,182,4894,2207,1923,320,85,4534,56,75,128,4656,1628,218,6510,2414,2746,223,100,5484,58,113,168,5646,1961,283,7885,2966,3056,165,128,6314,75,131,209,6524,1604,244,8371,3501,2739,153,125,6519,77,89,168,6689,1406,254,8347,3191,2294,164,119,5770,54,62,109,5876,1440,222,7540
116,10145,330,64,402,10544,1168,560,12269,7328,968,151,213,8662,321,70,393,9056,1298,523,10877,6581,942,168,160,7857,297,64,365,8215,1388,523,10130,5207,855,161,111,6339,273,105,380,6717,1789,434,8936,3085,867,147,95,4190,243,124,364,4559,2632,400,7590,1085,531,56,36,1702,37,32,68,1773,4187,331,6293,193,229,10,11,441,10,13,27,467,3433,272,4176,58,77,7,11,166,4,3,8,175,4968,477,5617,64494,14887,1595,2176,83150,3886,2062,5947,89100,33524,6549,129170,944,2210,145,204,3502,357,388,742,4245,5122,452,9827,3908,1960,155,266,6281,413,238,646,6928,2405,490,9821,4353,1682,330,175,6540,291,205,493,7035,2946,504,10487,3676,2372,397,167,6609,219,251,474,7080,3633,552,11261,3459,2570,208,138,6377,236,246,483,6858,3340,589,10788,3859,2454,182,198,6686,224,208,433,7120,2633,503,10259,3883,2119,203,153,6366,186,182,369,6730,2229,446,9410,3373,1681,183,157,5396,151,95,246,5644,2472,399,8515
117,9585,323,87,406,9997,928,1337,12262,6366,1053,139,116,7676,350,83,432,8108,1049,1165,10318,5140,976,137,84,6335,249,67,319,6660,1311,1045,9022,3797,887,142,65,4886,231,95,324,5213,1494,894,7601,2081,871,73,50,3083,175,83,253,3332,1943,665,5940,941,598,56,31,1630,19,46,69,1698,2845,611,5152,308,281,17,9,621,10,19,27,647,2460,390,3490,108,186,9,10,313,8,8,18,332,4440,808,5578,69335,19527,1922,1658,92445,3088,2431,5519,97966,30454,17206,145631,392,1193,71,80,1741,97,268,365,2105,2651,917,5665,4246,3208,248,218,7911,201,480,683,8592,3004,2896,14484,8125,2344,333,169,10971,239,256,498,11468,2004,3192,16663,7178,2153,456,138,9929,194,127,318,10252,1895,2484,14628,4597,1867,364,103,6931,129,136,263,7192,1684,1665,10538,3316,1578,173,100,5170,122,110,234,5409,1311,1293,8011,2996,1207,127,94,4418,109,94,205,4625,1255,1040,6917,2492,1122,113,68,3801,89,77,169,3966,1466,1019,6457
118,7865,196,43,240,8103,676,780,9561,5847,761,91,97,6796,213,54,274,7067,724,714,8503,4989,871,114,79,6055,157,43,205,6253,788,598,7641,3772,825,100,62,4753,155,59,208,4968,1035,506,6505,2325,931,81,41,3381,105,68,176,3558,1516,471,5541,1264,900,71,32,2269,17,36,53,2322,2535,471,5332,481,566,45,29,1117,8,17,23,1140,2568,405,4114,264,436,31,24,753,4,8,11,769,5828,903,7490,52430,13555,1323,1129,68442,1757,1554,3316,71758,27260,9734,108747,359,1326,105,82,1867,50,188,233,2099,3400,561,6058,3388,2598,194,168,6347,143,272,413,6760,1972,1092,9820,6910,1633,283,139,8973,174,124,292,9266,1251,1394,11915,6317,2136,471,132,9057,114,106,221,9282,1793,1408,12481,3981,2439,401,110,6924,109,119,226,7153,1940,1043,10135,3302,2410,194,84,5988,81,123,203,6192,1539,896,8626,2972,2218,173,104,5466,84,107,191,5656,1313,764,7730,2788,1750,164,100,4797,77,72,147,4950,1400,650,6999
119,14677,593,165,759,15438,1844,999,18277,10968,2199,211,356,13730,590,136,730,14459,2070,920,17446,10277,2291,235,362,13169,557,177,729,13898,2696,933,17525,8462,2136,273,267,11142,491,207,701,11842,3347,812,15999,4780,2009,218,157,7152,342,253,589,7744,5042,775,13562,1865,1265,137,67,3341,60,73,134,3473,7664,663,11799,466,558,50,31,1103,13,27,38,1144,7362,563,9062,161,311,28,27,535,9,12,15,550,15424,1490,17463,95574,32987,2768,3908,135242,6435,4065,10500,145736,68652,13105,227488,1096,3327,246,320,4988,307,528,841,5826,8598,845,15269,6059,3716,334,532,10643,511,501,1010,11656,4376,1152,17180,7610,2566,483,307,10968,464,318,789,11753,4806,1214,17774,6381,3472,643,280,10775,325,335,656,11429,6002,1272,18704,5820,4326,463,290,10906,335,388,720,11621,5898,1198,18720,6211,4477,342,334,11356,344,416,764,12122,5022,1134,18276,6509,3869,316,311,10998,336,318,651,11651,4602,1035,17288,5421,3186,308,231,9138,228,206,433,9568,4711,910,15194
120,8749,261,56,311,9059,643,639,10334,6510,933,116,132,7690,251,66,320,8007,747,590,9334,5882,1014,120,109,7123,247,70,320,7440,985,557,8982,4538,965,138,113,5747,206,80,289,6038,1282,481,7797,2717,1046,98,69,3932,154,94,250,4185,2002,401,6581,1185,832,76,45,2140,35,42,75,2214,3120,345,5678,351,424,23,14,811,8,23,30,840,3033,291,4173,136,245,16,20,424,3,13,13,443,6806,555,7807,57772,16439,1441,1542,77193,2565,1911,4475,81668,29245,7969,118885,403,1566,128,114,2211,65,240,307,2519,3297,384,6197,3097,2425,182,189,5893,174,269,447,6338,1842,738,8923,6086,1521,274,175,8047,194,153,346,8395,1590,814,10799,5947,2089,522,134,8690,149,126,273,8966,2117,870,11949,4599,2623,401,115,7744,137,163,302,8044,2397,722,11167,4227,2745,221,129,7325,128,170,302,7628,1949,697,10275,4087,2300,177,118,6686,117,104,223,6915,1512,573,8997,3636,1849,191,118,5793,90,81,170,5963,1633,499,8100
121,13076,366,62,434,13506,694,747,14949,10755,1151,152,143,12205,383,68,451,12651,828,651,14124,9502,1161,166,128,10959,351,76,426,11389,1024,553,12963,7499,1363,174,95,9125,281,96,382,9508,1415,523,11447,4266,1728,149,81,6224,218,130,349,6573,2586,458,9620,2057,1712,113,44,3925,72,83,154,4077,4382,434,8889,725,1068,85,19,1903,15,42,61,1963,4633,376,6968,338,744,50,30,1162,5,17,21,1190,10260,838,12285,81848,20223,1978,1458,105508,2931,1943,4874,110384,37797,8008,156196,543,3096,244,175,4059,66,377,442,4501,5900,429,10828,4527,3529,236,221,8511,150,266,410,8922,1867,718,11512,7724,1754,348,133,9968,190,111,307,10274,1370,951,12598,7003,2631,659,105,10387,141,151,292,10681,2625,827,14135,5234,3735,542,151,9660,143,172,316,9972,3834,763,14567,5063,4445,301,162,9978,129,199,332,10304,3291,685,14281,5499,4269,281,177,10228,139,146,284,10514,2679,621,13811,5154,3575,285,153,9164,91,104,202,9363,2453,573,12392
122,8790,151,27,176,8966,407,501,9878,7234,808,144,116,8294,191,40,234,8532,463,420,9409,6355,957,122,100,7529,186,30,217,7745,641,433,8827,4831,976,155,75,6037,140,57,197,6234,907,388,7528,2734,1227,103,58,4125,117,73,186,4316,1673,326,6314,1132,1090,98,33,2355,34,58,91,2443,3075,295,5819,396,633,35,13,1079,7,24,28,1099,3463,286,4856,168,387,24,14,593,6,6,15,607,7062,746,8417,50932,13404,1463,1047,66843,1369,1001,2365,69209,23376,5271,97849,555,2179,150,128,3008,57,183,236,3244,2722,275,6243,2678,1686,149,166,4678,109,83,187,4867,752,326,5951,4050,1194,205,91,5537,79,46,124,5662,765,430,6856,3975,2141,385,96,6596,55,90,145,6742,1701,455,8901,2991,3218,401,113,6734,59,113,176,6912,2144,474,9527,2964,3550,239,120,6872,67,127,197,7071,1699,420,9187,3213,2995,197,123,6529,60,87,141,6675,1195,354,8228,3003,2404,167,123,5704,50,72,116,5828,1192,314,7336
123,7510,233,55,287,7798,748,436,8983,5861,698,126,148,6836,194,50,237,7080,795,396,8273,5477,708,151,131,6469,188,63,249,6721,901,388,8004,4855,745,148,97,5845,165,54,222,6068,1255,358,7675,2998,796,163,74,4029,138,69,198,4229,2164,346,6736,1066,554,66,39,1724,27,34,53,1781,3723,351,5856,218,234,16,17,490,0,11,14,501,3042,273,3820,62,118,11,11,207,0,5,7,214,4109,540,4864,51150,10828,1494,1524,64990,2620,1271,3895,68886,24683,5355,98925,998,2392,144,198,3741,359,346,711,4446,3975,401,8823,3333,1779,151,202,5469,359,164,517,5987,1640,399,8026,2955,1384,254,114,4710,185,169,354,5063,2049,366,7476,2440,2190,313,103,5048,174,187,360,5410,2541,445,8393,2452,2410,230,106,5196,153,222,373,5571,2488,397,8459,3072,2645,182,122,6017,165,193,350,6369,1962,403,8738,3485,2346,187,139,6156,180,117,295,6450,1872,389,8712,2897,1854,190,121,5064,148,98,244,5308,2045,370,7720
124,8549,229,54,285,8832,890,533,10258,6964,866,169,135,8142,206,49,256,8401,1017,512,9930,6520,894,167,130,7713,200,48,251,7962,1101,502,9563,5857,989,233,105,7181,196,74,270,7445,1539,491,9478,3681,1137,171,77,5065,197,90,290,5352,2829,466,8641,1328,876,97,40,2343,26,45,71,2420,4820,427,7667,299,394,23,22,734,7,9,23,758,4016,326,5102,94,184,16,20,313,0,7,6,319,5880,563,6763,60457,13537,1779,1540,77312,2858,1362,4221,81535,30653,6447,118630,1249,3294,209,235,4976,384,384,769,5748,4358,441,10549,4214,2275,202,220,6910,300,203,506,7414,1922,380,9722,3832,1971,343,161,6304,153,159,316,6622,2305,341,9260,3074,2882,417,119,6486,153,201,356,6847,2914,407,10165,3033,3373,291,164,6860,155,219,375,7229,2707,400,10339,3713,3422,239,165,7543,172,186,358,7902,2228,419,10547,4488,3294,244,170,8199,154,157,308,8507,2111,398,11017,3897,2571,266,115,6857,102,97,200,7049,2267,366,9686
125,11648,557,146,697,12347,2068,879,15287,7821,1627,142,255,9843,477,136,615,10453,2081,784,13319,7194,1535,147,233,9109,470,135,606,9714,2332,704,12749,5833,1413,174,188,7603,362,157,527,8124,2796,689,11610,3518,1272,149,112,5046,264,158,422,5472,3645,578,9689,1295,719,83,45,2141,40,43,82,2226,5426,479,8125,298,377,26,20,722,10,17,26,747,4836,400,5981,114,193,20,23,350,10,12,15,367,9071,860,10298,79065,24271,1952,3163,108452,6084,3306,9396,117843,53046,11384,182276,788,2563,171,250,3778,271,411,680,4460,6382,654,11496,4741,2754,232,375,8101,402,412,818,8922,3655,917,13491,6192,1856,340,211,8602,372,226,606,9205,4044,1012,14262,4804,2435,434,181,7857,292,285,575,8439,4711,1018,14165,4169,2712,300,195,7386,277,298,572,7961,4578,875,13411,4369,2784,209,209,7568,244,316,557,8126,4005,810,12943,4477,2567,203,198,7445,211,205,417,7863,3291,666,11818,3749,2045,199,169,6168,176,133,309,6477,3382,622,10484
126,5226,161,37,194,5423,393,253,6069,3999,551,64,88,4703,152,32,190,4888,449,225,5555,4045,603,63,62,4774,182,38,219,4993,566,213,5779,3147,663,83,55,3951,144,54,190,4140,815,177,5137,1917,690,74,39,2718,91,66,155,2874,1437,177,4495,846,580,47,19,1488,22,25,50,1538,2259,156,3951,243,292,26,9,563,3,17,19,585,2050,133,2766,97,201,11,18,321,7,7,8,332,4855,398,5579,34840,9570,880,832,46131,1673,1321,2997,49127,20711,3072,72914,276,1374,104,81,1832,47,168,216,2046,2546,205,4800,1844,1767,138,118,3863,107,239,345,4213,1603,383,6197,2697,742,137,85,3661,104,74,179,3839,918,297,5059,2385,1134,237,54,3808,77,70,146,3957,1225,292,5474,2163,1641,201,60,4068,61,89,152,4220,1546,320,6085,2279,1945,139,80,4446,59,94,151,4594,1327,306,6221,2551,1775,122,84,4532,60,79,142,4675,1062,270,6001,2288,1518,131,81,4013,35,55,86,4108,1018,252,5373
127,9888,473,147,622,10506,2079,776,13362,7706,1525,149,293,9671,410,131,547,10219,2308,834,13364,7548,1485,172,294,9502,395,185,578,10087,2740,749,13567,6054,1370,165,216,7806,384,197,579,8386,3233,715,12331,3589,1061,142,135,4932,278,187,466,5397,3925,559,9889,1303,583,62,60,2005,28,42,73,2079,5463,504,8049,302,238,15,13,579,3,13,14,589,4666,377,5631,83,113,11,15,223,3,7,15,236,7974,713,8925,65999,17910,1701,2907,88508,5072,2877,7944,96457,50770,9594,156827,937,2363,138,232,3671,369,452,819,4484,7178,672,12335,4750,2346,220,381,7698,525,311,841,8541,3155,749,12444,4712,1518,295,275,6799,347,225,571,7374,3684,733,11795,3905,2299,363,210,6780,317,254,564,7347,4872,881,13101,3613,2661,228,213,6715,270,366,636,7355,4780,865,13002,4011,2662,199,259,7137,393,337,730,7862,4422,789,13074,4230,2465,214,245,7149,365,301,668,7817,4055,750,12622,3243,1745,178,161,5333,276,242,521,5849,4332,664,10850
128,6874,107,22,128,7009,362,326,7690,5792,546,114,110,6564,124,27,155,6715,376,305,7396,5334,675,148,109,6263,143,31,178,6437,548,253,7243,4743,748,182,72,5742,117,42,158,5899,861,300,7060,2683,987,148,50,3861,92,73,160,4021,1920,237,6182,1048,797,68,19,1930,20,32,47,1985,3216,227,5428,258,418,26,10,714,6,9,15,731,3232,176,4134,98,210,19,18,348,5,10,17,364,6363,357,7088,45400,10209,1347,928,57892,1287,780,2068,59958,21607,3451,85021,750,2679,171,177,3776,91,240,332,4104,2712,230,7048,3257,1813,147,173,5386,102,87,190,5577,648,297,6521,3620,997,261,77,4951,77,61,136,5089,845,258,6185,2841,2104,424,82,5449,53,89,145,5596,1521,261,7375,2309,2881,303,101,5600,55,108,162,5763,1729,277,7765,2538,3161,142,112,5948,63,90,156,6100,1365,282,7749,3066,3089,174,109,6428,43,77,116,6546,1139,249,7931,2867,2439,187,102,5598,42,66,108,5698,1215,261,7175
197,7,0,0,0,7,0,0,10,3,3,3,0,9,0,0,0,9,4,0,10,6,0,7,0,8,0,0,0,8,3,0,15,0,0,0,0,3,0,0,0,3,3,4,12,3,3,0,0,10,0,0,0,10,9,0,16,0,3,0,0,3,0,0,0,3,17,9,26,0,0,0,0,0,0,0,0,0,13,0,21,0,0,0,0,0,0,0,0,3,16,9,23,28,7,20,5,59,0,0,0,61,77,24,157,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,211,32,4,35,246,121,280,644,110,38,4,10,158,42,7,48,205,150,214,572,88,56,10,10,163,39,3,37,198,156,226,585,88,42,11,3,139,38,10,42,187,158,175,514,42,35,11,0,82,16,8,24,109,226,134,477,24,20,7,0,48,0,4,3,55,298,101,458,8,8,0,0,9,0,0,3,11,201,48,266,3,3,0,0,6,0,0,0,4,135,53,192,1322,531,85,103,2042,467,120,583,2623,2178,2153,6958,22,41,3,9,76,24,14,42,115,124,25,262,133,95,11,10,243,34,20,58,294,162,42,506,164,76,18,11,264,34,14,49,316,158,67,539,113,54,14,3,187,29,15,41,228,184,46,457,63,57,14,3,139,25,5,28,166,130,32,334,53,33,12,3,94,18,7,27,121,107,14,247,51,32,7,0,94,14,6,21,116,107,16,241,47,34,4,3,90,16,11,26,115,165,19,303
