SA4_CODE_2016,C06_M_NatPhy_sci_15_19,C06_M_NatPhy_sci_20_24,C06_M_NatPhy_sci_25_34,C06_M_NatPhy_sci_35_44,C06_M_NatPhy_sci_45_54,C06_M_NatPhy_sci_55_64,C06_M_NatPhy_sci_65_74,C06_M_NatPhy_sci_75_84,C06_M_NatPhy_sci_85_ov,C06_M_NatPhy_sci_Tot,C06_M_InfTec_15_19,C06_M_InfTec_20_24,C06_M_InfTec_25_34,C06_M_InfTec_35_44,C06_M_InfTec_45_54,C06_M_InfTec_55_64,C06_M_InfTec_65_74,C06_M_InfTec_75_84,C06_M_InfTec_85_ov,C06_M_InfTec_Tot,C06_M_EngRT_15_19,C06_M_EngRT_20_24,C06_M_EngRT_25_34,C06_M_EngRT_35_44,C06_M_EngRT_45_54,C06_M_EngRT_55_64,C06_M_EngRT_65_74,C06_M_EngRT_75_84,C06_M_EngRT_85_ov,C06_M_EngRT_Tot,C06_M_ArchBuild_15_19,C06_M_ArchBuild_20_24,C06_M_ArchBuild_25_34,C06_M_ArchBuild_35_44,C06_M_ArchBuild_45_54,C06_M_ArchBuild_55_64,C06_M_ArchBuild_65_74,C06_M_ArchBuild_75_84,C06_M_ArchBuild_85o,C06_M_Arch_building_Tot,C06_M_AgEnv_RS_15_19,C06_M_AgEnv_RS_20_24,C06_M_AgEnv_RS_25_34,C06_M_AgEnv_RS_35_44,C06_M_AgEnv_RS_45_54,C06_M_AgEnv_RS_55_64,C06_M_AgEnv_RS_65_74,C06_M_AgEnv_RS_75_84,C06_M_AgEnv_RS_85_ov,C06_M_AgEnv_RS_Tot,C06_M_Health_15_19,C06_M_Health_20_24,C06_M_Health_25_34,C06_M_Health_35_44,C06_M_Health_45_54,C06_M_Health_55_64,C06_M_Health_65_74,C06_M_Health_75_84,C06_M_Health_85o,C06_M_Healt_To,C06_M_Educ_15_19,C06_M_Educ_20_24,C06_M_Educ_25_34,C06_M_Educ_35_44,C06_M_Educ_45_54,C06_M_Educ_55_64,C06_M_Educ_65_74,C06_M_Educ_75_84,C06_M_Educ_85o,C06_M_Educ_Tot,C06_M_MngtCom_15_19,C06_M_MngtCom_20_24,C06_M_MngtCom_25_34,C06_M_MngtCom_35_44,C06_M_MngtCom_45_54,C06_M_MngtCom_55_64,C06_M_MngtCom_65_74,C06_M_MngtCom_75_84,C06_M_MngtCom_85o,C06_M_MngtCom_Tot,C06_M_Soc_cult_15_19,C06_M_Soc_cult_20_24,C06_M_Soc_cult_25_34,C06_M_Soc_cult_35_44,C06_M_Soc_cult_45_54,C06_M_Soc_cult_55_64,C06_M_Soc_cult_65_74,C06_M_Soc_cult_75_84,C06_M_Soc_cult_85o,C06_M_Soc_cult_Tot,C06_M_Creative_art_15_19,C06_M_Creative_art_20_24,C06_M_Creative_art_25_34,C06_M_Creative_art_35_44,C06_M_Creative_art_45_54,C06_M_Creative_art_55_64,C06_M_Creative_art_65_74,C06_M_Creative_art_75_84,C06_M_Creat_arts_85o,C06_M_Creative_arts_Tot,C06_M_FoodHos_PS_15_19,C06_M_FoodHos_PS_20_24,C06_M_FoodHos_PS_25_34,C06_M_FoodHos_PS_35_44,C06_M_FoodHos_PS_45_54,C06_M_FoodHos_PS_55_64,C06_M_FoodHos_PS_65_74,C06_M_FoodHos_PS_75_84,C06_M_FoodHos_PS_85o,C06_M_FoodHos_PS_Tot,C06_M_MixFld_pr_15_19,C06_M_MixFld_pr_20_24,C06_M_MixFld_pr_25_34,C06_M_MixFld_pr_35_44,C06_M_MixFld_pr_45_54,C06_M_MixFld_pr_55_64,C06_M_MixFld_pr_65_74,C06_M_MixFld_pr_75_84,C06_M_MixFld_pr_85_ov,C06_M_MixFld_pr_Tot,C06_M_FldStu_ID_15_19,C06_M_FldStu_ID_20_24,C06_M_FldStu_ID_25_34,C06_M_FldStu_ID_35_44,C06_M_FldStu_ID_45_54,C06_M_FldStu_ID_55_64,C06_M_FldStu_ID_65_74,C06_M_FldStu_ID_75_84,C06_M_FldStu_ID_85o,C06_M_FldStu_ID_Tot,C06_M_FldStu_NS_15_19,C06_M_FldStu_NS_20_24,C06_M_FldStu_NS_25_34,C06_M_FldStu_NS_35_44,C06_M_FldStu_NS_45_54,C06_M_FldStu_NS_55_64,C06_M_FldStu_NS_65_74,C06_M_FldStu_NS_75_84,C06_M_FldStu_NS_85o,C06_M_FldStu_NS_T,C06_M_Tot_15_19,C06_M_Tot_20_24,C06_M_Tot_25_34,C06_M_Tot_35_44,C06_M_Tot_45_54,C06_M_Tot_55_64,C06_M_Tot_65_74,C06_M_Tot_75_84,C06_M_Tot_85o,C06_M_T_T,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85_ov,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85_ov,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85_ov,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85o,C11_M_Arch_building_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85o,C11_M_AgEnv_RS_Tot
111,3,129,327,305,352,317,141,70,15,1663,51,360,529,364,242,81,16,4,0,1648,147,1253,4297,5798,5906,4909,2953,1821,312,27391,70,614,1630,1894,1660,1279,896,530,90,8669,10,124,405,340,287,165,82,45,5,1472,19,120,617,750,858,486,229,137,27,3243,4,55,413,516,1024,746,402,194,32,3379,81,633,1436,1460,1541,1199,512,225,53,7143,30,242,749,851,808,572,315,156,28,3742,34,231,343,199,214,132,45,35,7,1238,60,309,638,490,353,267,180,65,19,2387,5,6,4,9,5,5,7,3,4,58,16,46,132,147,152,121,47,41,8,704,1219,1007,1541,1839,1919,1617,1563,1814,540,13068,1759,5145,13054,14962,15336,11888,7380,5156,1137,75809,0,117,367,347,327,355,233,88,29,1859,65,265,783,483,291,146,31,3,0,2067,148,1644,4658,5284,6125,5547,3608,1917,569,29499,97,701,1767,1841,1818,1450,1000,571,172,9424,13,89,392,426,315,214,123,53,7,1635
112,3,23,116,172,216,204,84,41,9,867,39,117,164,189,134,52,3,7,0,712,89,405,1256,2257,2819,2333,1609,993,185,11955,63,247,881,1366,1579,1030,661,338,58,6220,45,171,391,488,466,288,94,57,14,2013,4,54,260,472,647,311,163,107,26,2040,3,33,205,354,879,657,316,138,30,2614,34,248,596,737,835,722,369,230,44,3811,13,82,317,480,668,496,217,91,20,2400,17,123,271,259,339,201,64,31,9,1308,49,209,482,494,409,271,149,74,14,2155,3,3,10,0,4,11,9,3,3,38,6,29,75,104,123,104,53,38,5,532,885,579,906,1261,1411,1228,1174,1395,445,9278,1251,2317,5935,8634,10528,7894,4974,3550,868,45957,4,20,100,209,217,281,137,59,17,1052,34,115,194,219,174,136,30,3,0,912,75,488,1352,1908,2832,2772,1957,1056,342,12778,62,362,950,1419,1642,1402,766,416,103,7121,34,124,430,551,525,404,169,82,19,2346
113,5,36,121,107,112,74,35,13,0,510,16,100,132,76,70,24,6,0,0,423,120,674,1602,1869,1727,1235,591,273,50,8151,81,218,566,612,667,413,270,105,21,2950,46,190,503,590,530,394,198,73,16,2526,6,38,107,170,189,132,58,33,4,741,5,27,191,226,397,230,91,51,5,1229,31,200,517,572,525,323,115,53,9,2340,10,64,245,260,264,153,75,39,7,1111,6,65,75,65,60,48,12,15,0,340,45,122,279,208,183,116,55,40,6,1057,0,0,6,5,15,4,0,0,0,34,7,34,76,56,85,59,21,8,7,351,654,526,1024,1046,937,764,788,634,176,6563,1047,2291,5442,5871,5763,3970,2318,1329,302,28327,3,26,106,119,106,95,47,16,8,523,20,55,184,94,66,49,6,0,0,473,131,705,1608,1712,1910,1445,797,301,85,8690,63,342,601,559,715,556,259,152,26,3283,41,138,412,581,569,482,266,104,29,2618
114,0,11,43,106,127,157,91,58,11,598,11,58,76,71,63,40,8,0,0,325,68,371,1214,1888,2107,1903,1551,847,152,10106,37,227,623,802,882,681,549,243,52,4089,17,74,177,264,209,130,103,40,9,1027,7,13,83,198,259,188,149,77,7,985,0,7,89,173,455,348,191,84,11,1348,17,106,242,436,522,595,377,181,37,2507,9,43,157,293,328,297,215,101,14,1454,3,36,69,75,89,85,58,25,9,461,23,90,219,242,199,179,101,54,10,1104,3,0,3,3,8,4,6,7,0,33,7,24,42,57,80,65,45,44,9,372,565,225,474,634,750,758,841,794,180,5225,770,1287,3500,5248,6078,5423,4274,2560,487,29626,0,20,43,79,115,157,135,65,15,636,11,40,103,83,80,59,25,7,0,409,75,436,1105,1576,2237,2109,1909,982,261,10683,40,227,590,768,915,821,616,310,70,4356,21,80,202,284,273,191,134,60,11,1257
115,0,80,188,352,470,395,132,56,14,1685,41,320,605,739,481,147,21,0,0,2366,52,523,2008,3480,3739,2962,1194,567,112,14633,50,316,995,1338,984,755,375,120,28,4974,11,97,277,270,219,148,65,26,5,1116,6,66,256,363,422,322,170,71,15,1690,0,41,197,275,540,443,165,72,19,1759,78,584,1442,2452,2653,1836,525,207,51,9824,21,207,498,557,727,463,185,89,26,2761,24,185,269,165,162,114,44,20,8,986,39,112,242,252,217,133,60,17,6,1080,6,0,3,3,7,4,8,3,0,32,11,36,70,111,113,86,25,24,7,481,838,437,705,885,921,789,506,349,148,5578,1178,3001,7747,11235,11666,8605,3464,1620,435,48958,0,85,173,337,445,424,233,70,10,1771,25,236,803,958,715,285,54,4,0,3073,64,569,1621,3215,3962,3148,1813,653,188,15233,59,465,824,1378,1193,801,514,164,36,5438,20,101,262,289,259,171,76,38,10,1232
116,3,59,252,351,289,153,49,5,3,1173,41,520,1261,711,297,91,5,0,0,2929,125,805,3485,4648,3987,2510,1069,410,55,17099,55,387,1213,1048,783,602,299,141,21,4552,8,88,272,262,173,83,41,12,3,944,9,91,328,330,305,126,46,30,5,1264,0,49,284,287,425,236,95,36,6,1423,108,647,1945,1802,1426,806,230,78,14,7063,29,185,623,611,533,283,122,40,7,2439,29,200,291,153,117,85,27,9,3,910,49,160,469,344,281,174,81,25,7,1584,7,12,14,10,26,8,9,5,0,93,16,54,144,185,158,85,28,14,4,686,1448,1107,2053,2189,1861,1481,1025,729,157,12049,1939,4354,12630,12928,10668,6736,3123,1534,281,54192,3,94,282,349,363,252,92,20,3,1463,71,389,2056,1434,473,156,17,0,0,4603,102,899,3318,4558,4573,3207,1432,560,94,18748,76,372,1182,1211,884,691,378,168,28,4994,24,76,263,287,232,106,57,8,4,1058
117,10,191,931,659,371,236,90,33,4,2520,34,631,2161,864,306,74,13,0,11,4098,34,618,2705,2122,1530,1181,674,349,66,9287,23,198,1077,1028,589,398,228,94,19,3646,3,46,242,212,119,60,30,17,0,730,4,112,887,717,423,261,122,73,17,2610,3,50,349,470,462,292,115,39,12,1794,71,1426,5134,2931,1427,720,204,85,23,12025,19,515,2741,2086,1379,796,267,96,23,7914,41,643,2096,1222,555,215,88,15,5,4882,37,326,956,676,303,166,55,19,6,2549,22,31,16,23,7,9,13,0,0,127,9,115,342,277,158,79,47,12,10,1048,1323,3592,7591,4908,3348,2569,1826,1101,325,26569,1626,8489,27230,18193,10970,7065,3779,1928,516,79795,8,299,1087,805,467,335,159,57,6,3215,17,406,3068,1398,477,160,31,6,0,5563,36,680,3250,2293,1868,1332,824,388,82,10753,30,256,1266,1090,759,519,273,132,27,4352,3,48,240,260,167,92,33,14,3,852
118,15,161,644,544,376,340,155,68,16,2326,27,430,1256,651,293,96,14,8,3,2770,47,673,2329,1965,1761,1581,987,683,177,10208,15,256,1112,1029,764,609,323,154,36,4305,0,63,240,210,116,88,59,28,6,816,3,101,705,765,687,561,389,281,70,3561,3,43,255,302,373,292,135,77,18,1509,43,940,4396,3434,1974,1265,472,261,71,12860,20,369,2083,1878,1428,1197,427,212,70,7690,21,302,1254,776,444,188,88,41,19,3141,13,155,573,389,233,179,91,48,19,1704,22,32,13,3,7,8,7,6,4,101,11,73,217,208,125,103,47,35,11,840,1047,1749,3992,2896,2186,1897,1295,1199,420,16675,1294,5347,19068,15048,10778,8414,4491,3108,962,68510,11,195,703,632,431,336,219,73,28,2631,6,193,1271,845,452,178,32,0,0,2980,33,699,2702,1924,1883,1653,1114,663,272,10945,17,319,1362,1116,834,649,397,175,66,4938,0,46,274,221,157,69,49,35,4,866
119,9,177,586,783,563,323,139,79,10,2671,79,1047,2978,1472,544,123,20,6,3,6273,148,1204,5323,6594,5922,4386,2731,1933,412,28658,108,646,2102,1957,1461,1132,799,466,116,8792,9,88,254,309,223,116,58,31,12,1092,7,169,824,849,599,341,237,124,28,3178,8,77,396,609,814,534,264,119,39,2858,156,1642,4737,3870,2633,1662,628,406,108,15857,47,442,1460,1438,1209,718,297,149,35,5793,30,350,619,428,352,195,91,63,4,2133,72,395,799,768,485,367,186,94,36,3201,26,37,36,36,49,21,15,6,0,225,14,92,282,323,269,133,85,48,16,1246,2249,2064,3753,3873,3629,2847,2310,2234,808,23761,2966,8413,24138,23313,18750,12912,7876,5753,1628,105747,5,184,606,704,757,424,223,93,28,3025,52,632,4030,2154,956,262,40,3,3,8132,131,1214,4771,6123,6565,4735,3075,1875,632,29125,104,701,2023,2258,1744,1235,860,520,179,9632,8,93,285,263,275,147,71,39,13,1190
120,4,126,595,652,475,333,98,54,14,2347,27,598,2050,988,396,108,20,5,0,4188,38,464,2460,2860,2368,1824,995,597,159,11758,12,201,1016,1089,835,652,347,167,46,4369,3,24,209,188,137,67,21,7,8,662,4,99,689,715,643,435,246,149,17,3004,0,32,307,395,556,418,155,58,25,1944,75,1147,3901,3313,1941,1128,333,156,54,12044,17,298,1529,1604,1383,884,283,118,35,6154,19,320,911,701,408,211,52,11,4,2644,23,188,527,450,236,175,92,42,11,1733,18,32,15,11,11,13,4,4,0,113,7,73,211,203,156,90,43,19,9,819,944,1148,2347,1991,1768,1423,1092,1000,398,12112,1190,4747,16778,15163,11309,7761,3777,2402,781,63906,5,146,642,673,553,391,192,63,12,2680,23,304,2431,1383,638,195,28,7,0,5002,33,462,2467,2610,2756,2009,1209,645,199,12375,14,255,971,1212,994,690,434,209,41,4818,0,45,216,193,166,109,34,17,5,785
121,4,221,805,968,989,924,448,257,67,4694,23,559,2383,1820,943,283,45,11,3,6071,39,545,2954,3714,3601,3364,2027,1394,300,17943,15,204,995,1223,1108,948,557,330,75,5446,5,99,371,310,222,182,111,67,15,1387,5,134,734,928,1063,878,548,417,81,4787,4,46,382,434,610,520,290,144,45,2475,83,1532,5363,6424,5562,4012,1666,871,257,25762,45,511,2173,2619,2608,2025,968,472,129,11547,37,472,1103,665,507,343,161,77,22,3397,37,211,595,443,237,177,76,36,15,1832,11,13,8,15,10,8,15,3,3,88,7,83,226,222,211,175,113,59,33,1135,1139,1038,2412,1950,1716,1480,972,921,476,12098,1467,5680,20510,21717,19393,15322,7997,5062,1530,98670,3,212,780,1008,1046,960,715,281,107,5105,25,271,2714,2421,1397,491,83,9,5,7418,37,505,2808,3668,4038,3251,2516,1404,537,18765,17,265,879,1203,1174,1008,661,342,103,5652,5,87,343,349,295,202,133,82,23,1525
122,4,54,364,485,456,400,147,81,18,2006,28,236,719,704,392,141,30,4,3,2251,33,460,2266,3160,2824,2455,1652,1045,230,14115,21,293,1397,1589,1154,918,609,301,81,6370,4,95,391,344,220,108,95,45,10,1303,4,53,343,418,389,250,237,172,38,1889,0,29,269,333,506,354,222,85,37,1843,49,638,2303,3173,2427,1867,891,423,107,11883,26,222,983,1171,1052,751,329,181,39,4747,25,276,615,492,380,208,90,62,10,2163,27,138,454,441,242,195,89,42,15,1636,7,6,8,8,4,3,3,4,4,39,12,27,101,153,143,77,52,38,11,608,808,656,1569,1452,1271,1062,721,929,494,8943,1037,3172,11775,13913,11458,8784,5169,3401,1084,59786,3,74,277,558,498,389,265,102,36,2199,17,165,815,924,654,229,56,7,0,2865,33,420,1905,2871,3185,2417,1975,1082,355,14232,29,347,1398,1721,1379,992,635,364,119,6985,9,82,358,407,303,122,94,59,20,1455
123,3,49,148,191,184,114,37,15,3,745,38,341,459,277,168,54,3,0,0,1337,130,880,2871,3944,3991,2607,1036,396,56,15909,75,488,1247,1125,951,660,269,97,16,4931,12,105,275,204,197,105,39,15,3,952,10,67,184,216,272,158,61,29,6,1007,0,45,234,337,484,333,106,32,3,1583,70,418,972,1163,1196,690,172,75,17,4773,20,177,534,487,404,300,81,28,7,2041,23,127,172,138,130,76,30,3,0,701,45,169,395,323,259,144,59,25,3,1413,3,4,9,11,7,11,3,0,3,49,7,32,115,120,135,66,32,14,3,517,1267,845,1232,1419,1406,1107,731,547,169,8717,1713,3733,8842,9953,9784,6416,2663,1265,301,44674,0,70,142,186,212,186,68,23,6,896,50,214,769,473,238,101,10,5,0,1852,129,977,2732,3586,4010,3314,1533,518,121,16937,95,547,1265,1255,951,792,378,140,29,5458,21,115,296,242,229,146,58,20,7,1126
124,0,61,214,281,317,236,77,34,12,1236,69,356,552,376,229,87,24,3,0,1705,168,1179,3706,4583,4498,3235,1382,634,101,19484,84,627,1566,1480,1229,874,449,184,38,6535,33,171,365,343,251,149,63,36,9,1419,17,75,323,389,470,271,117,75,17,1769,3,63,358,488,854,552,207,63,12,2596,81,522,1228,1426,1658,1073,356,170,27,6543,29,258,730,752,755,554,223,103,11,3420,36,199,349,277,259,173,65,31,7,1397,54,265,514,387,289,249,95,34,7,1893,6,8,6,5,12,12,0,0,0,53,7,54,135,161,177,102,52,29,4,714,1243,1036,1533,1703,1604,1341,934,816,258,10471,1848,4867,11590,12651,12597,8902,4055,2221,504,59230,6,78,202,285,316,283,147,42,11,1375,66,262,736,499,286,173,39,5,0,2069,143,1257,3399,4111,4609,3809,1971,719,196,20230,94,651,1558,1537,1295,1024,555,232,73,7028,30,177,402,424,315,216,104,37,11,1721
125,6,164,582,653,495,324,136,46,9,2406,64,975,2806,1265,478,99,18,9,0,5714,111,957,4065,4834,4414,3246,1923,1054,212,20819,86,435,1531,1342,995,817,517,242,55,6016,9,74,246,256,185,101,64,26,13,972,7,160,757,605,454,277,166,65,17,2520,11,79,399,455,585,437,219,95,13,2288,139,1483,3695,2777,2017,1318,517,220,48,12216,41,314,1041,981,876,561,247,110,21,4178,32,223,446,333,238,133,54,19,3,1475,56,230,600,445,288,216,100,47,6,1991,29,30,24,31,12,15,7,8,3,160,17,94,226,229,173,96,60,36,13,934,1863,2223,4289,3514,2741,2062,1526,1307,438,19968,2474,7440,20704,17704,13946,9703,5548,3290,840,81657,10,198,632,653,605,409,222,83,12,2822,51,513,4178,2088,775,225,34,5,0,7867,101,970,4396,4695,4806,3578,2264,1151,317,22283,75,501,1592,1539,1183,848,543,273,89,6638,11,60,257,247,233,120,58,49,3,1032
126,3,131,315,486,491,377,151,89,16,2070,17,343,1062,754,430,100,13,3,0,2716,19,304,1473,2083,2101,1634,1025,731,146,9515,23,114,452,623,511,408,258,178,45,2603,5,45,141,147,126,60,50,25,6,600,0,70,296,385,396,311,185,105,9,1756,3,43,163,210,332,298,149,97,20,1302,51,871,1865,2087,1770,1162,465,250,66,8594,13,250,626,739,721,559,244,124,38,3319,15,184,353,255,179,109,55,38,3,1177,13,111,228,207,133,101,50,36,14,895,9,21,0,0,9,6,3,0,4,53,3,35,94,102,98,66,22,28,11,451,562,625,903,876,849,667,519,545,243,5793,742,3133,7968,8962,8131,5851,3178,2255,614,40837,0,101,398,435,512,408,245,106,31,2237,19,153,1465,1043,653,240,33,5,0,3606,23,285,1533,1946,2335,1809,1103,739,243,10022,6,161,437,611,574,414,269,175,59,2713,0,35,117,138,148,95,48,23,11,619
127,3,80,251,313,272,138,34,11,3,1108,71,779,1167,606,196,52,7,3,0,2886,169,1015,3596,4867,4227,2826,1268,467,60,18495,104,499,1325,1388,993,744,408,151,28,5641,4,54,150,144,152,76,38,12,3,635,13,93,407,339,285,143,66,37,5,1381,9,45,227,318,387,301,104,28,7,1413,99,845,1866,1607,1217,643,187,57,15,6546,32,234,581,546,481,293,110,38,3,2312,22,193,313,180,134,82,35,13,4,971,51,229,482,462,300,195,82,35,8,1849,11,22,23,40,26,27,15,4,4,174,15,55,162,217,184,104,41,16,3,793,1860,1408,2543,2971,2608,2007,1500,1038,227,16150,2469,5539,13100,14000,11460,7628,3892,1910,363,60356,7,145,244,335,299,197,75,21,3,1326,72,500,1654,851,390,117,17,0,0,3597,152,1085,3343,4440,4832,3390,1625,647,118,19631,85,538,1347,1428,1217,815,485,201,39,6165,10,51,167,139,160,125,35,19,3,705
128,0,65,236,304,333,288,121,70,13,1418,22,242,527,395,249,86,7,0,0,1533,71,721,2951,3828,3858,3185,1819,1142,197,17772,47,450,1413,1390,1105,755,501,268,49,5977,11,90,269,201,165,79,40,20,3,869,6,83,307,322,358,224,145,94,8,1540,4,47,281,348,632,404,158,74,17,1965,63,576,1531,1899,2071,1463,507,285,52,8439,45,236,639,673,570,401,162,76,10,2815,24,198,263,180,151,121,46,22,6,1010,36,155,376,326,212,154,80,30,14,1392,3,3,0,3,0,9,4,4,0,28,13,19,94,99,123,85,23,30,5,485,787,592,1053,1057,1019,862,704,742,318,7133,1124,3474,9931,11025,10846,8106,4325,2858,690,52386,0,96,215,309,298,315,194,78,22,1523,22,164,625,473,322,152,20,5,0,1784,62,893,2395,3513,3975,3330,2233,1198,345,17933,53,552,1391,1546,1279,875,533,321,83,6635,4,67,251,241,214,114,46,22,9,975
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,12,7,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
199,0,9,26,11,5,15,0,0,0,67,0,26,49,32,14,6,0,0,0,122,7,43,157,189,126,112,62,11,7,709,11,16,68,56,47,37,26,5,0,270,0,14,25,23,4,8,3,0,0,80,0,13,30,23,14,9,6,3,0,98,0,5,23,19,21,17,6,3,0,86,8,36,82,52,30,24,10,0,0,252,4,20,74,40,32,25,4,3,0,202,3,15,51,24,16,5,0,0,0,112,10,13,53,21,22,10,0,0,0,114,0,4,3,0,0,0,0,0,0,7,5,4,16,14,4,9,3,0,0,51,27,96,205,197,142,117,85,44,3,927,68,299,865,700,482,389,209,65,18,3094,0,7,31,10,11,8,6,3,0,83,0,17,57,21,13,7,0,0,0,109,0,56,176,114,133,137,107,13,3,743,8,16,77,73,56,43,42,3,0,311,3,13,20,20,12,9,9,0,0,84
