SA4_CODE_2016,C16_15_19_NonInd_F,C16_15_19_NonInd_P,C16_15_19_Ind_st_ns_M,C16_15_19_Ind_st_ns_F,C16_15_19_Ind_st_ns_P,C16_15_19_T_M,C16_15_19_T_F,C16_15_19_T_P,C16_20_24_Indigen_M,C16_20_24_Indigen_F,C16_20_24_Indigen_P,C16_20_24_NonInd_M,C16_20_24_NonInd_F,C16_20_24_NonInd_P,C16_20_24_Ind_st_ns_M,C16_20_24_Ind_st_ns_F,C16_20_24_Ind_st_ns_P,C16_20_24_T_M,C16_20_24_T_F,C16_20_24_T_P,C16_25_29_Indigen_M,C16_25_29_Indigen_F,C16_25_29_Indigen_P,C16_25_29_NonInd_M,C16_25_29_NonInd_F,C16_25_29_NonInd_P,C16_25_29_Ind_st_ns_M,C16_25_29_Ind_st_ns_F,C16_25_29_Ind_st_ns_P,C16_25_29_T_M,C16_25_29_T_F,C16_25_29_T_P,C16_30_34_Indigen_M,C16_30_34_Indigen_F,C16_30_34_Indigen_P,C16_30_34_NonInd_M,C16_30_34_NonInd_F,C16_30_34_NonInd_P,C16_30_34_Ind_st_ns_M,C16_30_34_Ind_st_ns_F,C16_30_34_Ind_st_ns_P,C16_30_34_T_M,C16_30_34_T_F,C16_30_34_T_P,C16_35_39_Indigen_M,C16_35_39_Indigen_F,C16_35_39_Indigen_P,C16_35_39_NonInd_M,C16_35_39_NonInd_F,C16_35_39_NonInd_P,C16_35_39_Ind_st_ns_M,C16_35_39_Ind_st_ns_F,C16_35_39_Ind_st_ns_P,C16_35_39_T_M,C16_35_39_T_F,C16_35_39_T_P,C16_40_44_Indigen_M,C16_40_44_Indigen_F,C16_40_44_Indigen_P,C16_40_44_NonInd_M,C16_40_44_NonInd_F,C16_40_44_NonInd_P,C16_40_44_Ind_st_ns_M,C16_40_44_Ind_st_ns_F,C16_40_44_Ind_st_ns_P,C16_40_44_T_M,C16_40_44_T_F,C16_40_44_T_P,C16_45_49_Indigen_M,C16_45_49_Indigen_F,C16_45_49_Indigen_P,C16_45_49_NonInd_M,C16_45_49_NonInd_F,C16_45_49_NonInd_P,C16_45_49_Ind_st_ns_M,C16_45_49_Ind_st_ns_F,C16_45_49_Ind_st_ns_P,C16_45_49_T_M,C16_45_49_T_F,C16_45_49_T_P,C16_50_54_Indigen_M,C16_50_54_Indigen_F,C16_50_54_Indigen_P,C16_50_54_NonInd_M,C16_50_54_NonInd_F,C16_50_54_NonInd_P,C16_50_54_Ind_st_ns_M,C16_50_54_Ind_st_ns_F,C16_50_54_Ind_st_ns_P,C16_50_54_T_M,C16_50_54_T_F,C16_50_54_T_P,C16_55_59_Indigen_M,C16_55_59_Indigen_F,C16_55_59_Indigen_P,C16_55_59_NonInd_M,C16_55_59_NonInd_F,C16_55_59_NonInd_P,C16_55_59_Ind_st_ns_M,C16_55_59_Ind_st_ns_F,C16_55_59_Ind_st_ns_P,C16_55_59_T_M,C16_55_59_T_F,C16_55_59_T_P,C16_60_64_Indigen_M,C16_60_64_Indigen_F,C16_60_64_Indigen_P,C16_60_64_NonInd_M,C16_60_64_NonInd_F,C16_60_64_NonInd_P,C16_60_64_Ind_st_ns_M,C16_60_64_Ind_st_ns_F,C16_60_64_Ind_st_ns_P,C16_60_64_T_M,C16_60_64_T_F,C16_60_64_T_P,C16_65_over_Indigen_M,C16_65_over_Indigen_F,C16_65_over_Indigen_P,C16_65over_NonInd_M,C16_65over_NonInd_F,C16_65over_NonInd_P,C16_65over_Indig_st_ns_M,C16_65over_Indig_st_ns_F,C16_65over_Indig_st_ns_P,C16_65_over_T_M,C16_65_over_T_F,C16_65_over_T_P,C16_Tot_Indig_M,C16_Tot_Indig_F,C16_Tot_Indig_P,C16_Tot_NonInd_M,C16_Tot_NonInd_F,C16_Tot_NonInd_P,C16_Tot_Indig_st_ns_M,C16_Tot_Indig_st_ns_F,C16_Tot_Indig_st_ns_P,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
101,5365,10984,440,431,867,6492,6167,12659,292,291,579,4656,4362,9021,398,371,763,5345,5022,10364,256,226,480,4719,4788,9512,396,411,813,5376,5428,10802,219,233,453,5043,5226,10271,409,407,818,5668,5869,11539,204,199,403,5024,5380,10404,380,386,770,5606,5968,11572,214,244,457,6147,6270,12419,530,437,967,6891,6953,13841,212,224,440,6690,7171,13859,575,519,1097,7482,7911,15393,190,215,407,7209,7315,14528,611,564,1176,8014,8101,16114,162,197,357,7583,7654,15243,601,554,1151,8346,8405,16748,113,157,276,7201,7394,14592,587,532,1127,7907,8081,15991,220,235,454,19935,21077,41014,1748,1852,3598,21898,23165,45061,3962,3910,7875,97203,98143,195345,7955,7663,15619,109123,109716,218843
102,8676,17543,518,445,968,10117,9808,19930,581,527,1102,8207,7869,16076,483,512,996,9267,8908,18174,423,429,856,7604,7834,15445,463,437,898,8491,8706,17195,316,381,696,7972,8513,16487,456,436,901,8750,9332,18078,305,320,630,8217,8757,16973,459,445,907,8982,9526,18506,278,339,621,9252,9956,19209,526,513,1044,10050,10812,20870,294,344,642,9545,10408,19956,573,562,1137,10419,11325,21739,284,358,635,9836,10347,20185,518,555,1071,10639,11255,21892,237,252,486,9616,10779,20392,581,581,1165,10436,11608,22039,158,190,356,8922,9966,18883,540,543,1085,9620,10701,20320,299,350,644,28521,34741,63259,2015,2640,4656,30834,37727,68563,6188,6300,12485,143996,153644,297634,8585,9037,17621,158768,168972,327736
103,5153,10597,551,539,1084,6692,6398,13093,628,545,1168,4823,4559,9388,524,478,1002,5972,5590,11564,476,465,945,4865,4811,9679,462,398,862,5807,5676,11480,335,363,699,5000,5068,10064,439,415,853,5776,5845,11619,311,345,657,4791,4923,9706,414,440,862,5515,5702,11222,336,372,710,5274,5501,10767,480,469,949,6092,6332,12426,361,357,711,5664,5837,11499,565,501,1065,6588,6688,13279,302,318,620,5891,6072,11962,574,572,1153,6772,6966,13738,242,266,503,6148,6171,12315,591,526,1117,6981,6963,13935,190,189,376,5771,5687,11457,502,495,1002,6460,6372,12833,354,389,742,16848,18767,35618,1742,1963,3707,18945,21115,40064,6732,6566,13292,87588,88618,176209,8382,8277,16659,102700,103464,206155
104,3230,6694,276,241,523,4155,3863,8016,282,272,550,2649,2478,5128,243,207,452,3173,2963,6135,238,245,484,2603,2769,5366,235,215,444,3071,3223,6296,208,197,404,2721,2911,5627,214,202,420,3142,3311,6456,157,198,353,2774,3107,5879,212,220,430,3140,3518,6664,170,199,367,3417,3708,7125,258,268,528,3847,4175,8026,186,242,429,3500,4087,7584,261,317,581,3947,4645,8592,163,202,365,4102,4473,8582,312,315,628,4578,4991,9569,167,189,350,4489,5028,9515,432,376,808,5089,5586,10677,114,132,242,4826,4841,9671,375,317,693,5317,5290,10607,184,226,412,13634,15018,28646,1074,1253,2329,14885,16497,31387,3571,3732,7302,58359,61291,119649,4655,4680,9332,66583,69704,136288
105,2059,4201,249,225,477,3333,3171,6502,826,801,1626,2162,2101,4269,278,281,560,3277,3184,6453,701,715,1416,2479,2641,5124,328,321,645,3507,3676,7184,536,546,1080,2481,2664,5145,301,297,591,3319,3503,6822,444,460,904,2251,2393,4639,266,255,525,2956,3109,6066,457,605,1062,2497,2440,4935,311,287,598,3261,3337,6595,480,613,1090,2707,2710,5418,312,326,643,3500,3648,7154,478,501,979,3026,3032,6057,368,355,722,3867,3889,7760,389,458,849,3277,3226,6509,419,357,780,4093,4047,8134,323,346,666,2968,2877,5848,337,320,652,3626,3539,7170,536,593,1125,8665,9513,18172,994,1020,2014,10186,11122,21316,9411,9637,19041,42007,42707,84708,5060,4965,10029,56474,57300,113779
106,6759,13946,466,480,944,8419,7993,16410,726,581,1308,6429,6449,12877,495,408,899,7650,7437,15088,545,511,1057,6624,6907,13534,518,490,1011,7689,7907,15600,428,432,861,6903,7223,14128,503,518,1017,7837,8175,16005,412,359,764,6906,6931,13836,468,412,884,7786,7700,15484,364,400,764,7462,7737,15199,529,509,1036,8349,8648,16992,371,430,803,7567,7896,15468,567,525,1094,8513,8848,17363,334,388,721,7682,7934,15615,556,524,1080,8568,8845,17417,301,338,640,7744,7948,15698,548,521,1071,8598,8812,17409,196,207,404,7223,7470,14690,544,525,1066,7956,8203,16161,309,355,662,19962,21970,41928,1637,1992,3633,21904,24310,46218,7655,7429,15084,114552,116953,231512,8423,8401,16826,130635,132782,263416
107,8357,17211,391,414,808,9720,9264,18979,389,368,753,9920,9121,19045,556,500,1050,10863,9989,20855,305,308,614,8339,8221,16557,498,431,929,9136,8963,18102,253,237,485,8020,8393,16413,465,434,902,8733,9067,17796,188,212,407,8048,8322,16367,402,346,748,8642,8878,17522,218,222,440,8727,9245,17974,434,422,853,9375,9888,19271,187,233,418,8535,9047,17578,456,418,883,9179,9698,18880,170,238,409,9043,9255,18295,501,441,938,9716,9932,19648,146,198,342,8726,9188,17910,501,455,959,9371,9841,19216,121,121,240,7578,8334,15908,443,426,875,8143,8884,17020,185,229,410,22314,26228,48539,1512,1973,3489,24008,28431,52445,4085,4277,8364,133038,137394,270432,7363,7335,14699,144488,149005,293494
108,4693,9585,395,364,758,5993,5706,11701,545,504,1049,3485,3401,6889,298,293,584,4327,4197,8522,423,428,851,3430,3704,7131,282,305,587,4135,4437,8570,322,354,679,3543,3916,7466,293,262,557,4160,4538,8700,277,290,569,3852,4240,8092,265,291,555,4396,4824,9218,331,365,699,4803,5292,10096,362,336,700,5493,6001,11492,289,389,677,5377,5844,11220,441,402,847,6106,6632,12739,304,359,661,6141,6715,12858,489,484,970,6933,7556,14490,277,334,611,6910,7773,14684,569,515,1082,7749,8617,16370,248,253,506,7406,7756,15157,551,532,1082,8199,8541,16744,401,445,851,25567,28016,53577,2098,2424,4518,28063,30883,58946,6563,6771,13340,89617,94862,184483,7111,7269,14380,103296,108901,212201
109,2966,6045,235,229,469,3514,3393,6902,162,160,325,2745,2716,5458,281,249,529,3184,3128,6312,108,146,260,2595,2737,5334,259,235,494,2972,3115,6079,102,112,217,2749,2891,5633,234,245,481,3082,3249,6330,74,98,173,2636,2846,5483,198,217,413,2912,3156,6070,90,117,205,2938,3122,6066,263,243,502,3293,3481,6768,91,114,200,3175,3346,6523,286,260,544,3551,3717,7266,98,113,213,3339,3510,6845,279,243,526,3716,3865,7576,81,84,163,3674,3813,7488,338,344,685,4099,4243,8340,66,69,130,3584,3597,7189,339,325,667,3993,3998,7989,108,124,232,10648,11563,22210,1069,1206,2269,11829,12893,24718,1911,2035,3949,50594,52201,102798,4554,4505,9056,57060,58743,115803
110,4245,8804,482,441,930,5990,5599,11589,698,783,1476,4103,4049,8157,437,438,875,5234,5270,10511,570,579,1148,3988,4254,8240,411,425,832,4968,5258,10224,493,513,1005,3964,4195,8160,420,403,826,4875,5111,9985,420,486,910,3792,4150,7942,398,361,764,4614,4998,9607,434,524,957,4326,4521,8849,432,413,848,5192,5459,10654,475,512,982,4639,4793,9432,440,468,912,5551,5774,11322,421,496,913,4971,5192,10165,496,502,1001,5893,6183,12081,407,425,833,5250,5590,10835,527,547,1072,6182,6557,12742,296,311,610,5145,4964,10107,533,449,980,5972,5725,11694,502,586,1088,14644,16475,31122,1532,1769,3298,16678,18833,35512,9063,9352,18415,72733,75369,148104,7463,7585,15040,89260,92299,181555
111,9350,19299,388,322,709,11055,10367,21430,663,673,1339,11474,11121,22598,488,480,966,12627,12279,24899,474,537,1009,10596,10624,21221,564,469,1038,11638,11631,23263,412,466,883,10605,10690,21297,486,414,902,11508,11573,23078,350,376,729,9701,10255,19958,402,359,760,10459,10990,21447,342,400,745,10331,10951,21281,452,409,863,11129,11759,22887,341,382,723,10629,10974,21604,515,415,932,11492,11768,23255,311,360,667,10533,11175,21705,497,437,930,11343,11967,23307,265,277,540,10703,11346,22055,505,467,974,11473,12098,23571,217,226,440,9800,10478,20272,435,424,861,10449,11127,21580,322,372,696,28455,34722,63178,1361,1741,3105,30135,36839,66974,6879,7016,13901,162006,169090,331095,7149,6964,14111,176033,183073,359106
112,5711,11732,511,491,1000,7042,6731,13774,387,398,785,4561,4388,8949,456,403,855,5403,5186,10593,290,268,559,4329,4619,8947,451,431,882,5074,5319,10392,255,279,530,4893,5472,10365,450,462,911,5603,6210,11816,222,251,472,5290,6049,11334,503,507,1012,6013,6802,12819,255,345,601,6225,6972,13193,566,588,1158,7046,7903,14953,275,311,588,6581,7442,14017,586,624,1209,7439,8379,15820,236,280,520,7283,7961,15246,711,693,1406,8236,8934,17163,216,231,442,8045,8839,16883,744,758,1502,9005,9828,18828,171,186,362,8017,8461,16477,827,754,1579,9012,9402,18418,253,283,530,23049,26078,49128,2000,2290,4292,25301,28649,53951,4820,4922,9739,102098,108994,211099,9338,9424,18766,116256,123343,239604
113,4090,8573,360,327,682,5286,4862,10148,380,360,735,4194,4155,8345,371,308,681,4940,4821,9761,284,277,570,4196,4195,8390,359,302,659,4837,4777,9617,267,247,505,4066,4140,8202,338,322,658,4661,4702,9363,227,232,462,3833,3818,7650,325,291,609,4379,4343,8724,228,231,454,4169,4157,8328,347,333,678,4739,4717,9457,190,212,403,4276,4395,8669,375,321,692,4837,4930,9759,181,209,390,4540,4458,8999,402,339,732,5122,5001,10123,167,166,336,4625,4705,9332,414,375,789,5202,5249,10451,133,116,249,4236,4116,8352,387,391,776,4748,4620,9369,182,239,427,11755,13479,25228,1115,1297,2406,13043,15016,28062,4233,4214,8440,67654,68359,136009,5846,5632,11480,77726,78206,155934
114,3592,7138,252,254,501,4149,4177,8322,291,235,531,2931,2607,5535,238,208,449,3456,3046,6505,228,185,407,2842,2858,5698,222,191,410,3293,3226,6524,203,175,380,2939,2993,5936,229,208,440,3372,3377,6748,158,145,303,2964,3156,6119,247,218,459,3364,3521,6881,152,170,326,3582,3818,7400,279,259,541,4009,4248,8256,144,190,334,3811,4245,8051,259,308,567,4213,4741,8961,142,155,293,4260,4603,8865,340,295,639,4738,5053,9789,134,146,283,4762,5168,9925,303,339,648,5205,5653,10859,130,111,241,4799,5364,10166,324,381,701,5256,5850,11111,190,212,402,16951,18742,35692,1236,1388,2622,18376,20342,38716,3222,3221,6442,64174,67308,131483,4693,4743,9433,72084,75273,147363
115,7609,15860,258,266,524,8631,7991,16623,86,80,161,7083,6512,13591,211,199,411,7380,6791,14165,59,47,99,5365,5106,10470,203,214,418,5621,5362,10990,43,45,91,5400,6113,11518,161,204,368,5611,6364,11970,56,40,99,6634,7648,14283,210,213,428,6902,7902,14803,50,55,111,7956,8764,16717,283,269,549,8295,9087,17381,40,67,105,8025,8756,16783,287,302,588,8355,9119,17474,45,47,95,7749,7878,15628,344,304,647,8133,8233,16365,43,36,80,6989,7353,14341,288,235,526,7323,7621,14947,29,29,63,6104,6380,12483,217,225,448,6355,6641,12991,36,54,91,14874,16687,31562,658,762,1414,15567,17504,33066,943,889,1834,107669,110655,218324,3786,3804,7588,112397,115348,227739
116,10372,21369,549,459,1003,12132,11288,23419,465,443,915,10845,10187,21036,548,477,1021,11857,11113,22967,309,364,673,11016,11599,22614,553,547,1098,11874,12515,24386,267,284,550,12752,13768,26524,600,657,1263,13620,14713,28337,213,251,468,13021,12822,25843,571,568,1139,13806,13649,27451,213,283,495,11550,11411,22954,509,491,1001,12269,12183,24452,235,296,526,10163,10326,20491,481,463,939,10877,11086,21960,201,202,406,9448,9604,19045,488,442,931,10130,10248,20384,137,172,307,8406,8772,17173,394,435,832,8936,9383,18315,115,144,259,7104,7498,14604,374,389,757,7590,8027,15617,183,215,400,15013,17595,32610,881,1129,2011,16081,18943,35022,4749,4784,9538,156538,158182,314723,7642,7733,15378,168934,170700,339637
117,6069,11471,629,642,1271,6194,6881,13077,201,212,412,15031,17538,32571,2165,2042,4208,17399,19788,37189,237,204,439,21424,21714,43142,2999,2643,5637,24665,24551,49214,173,174,341,19657,18282,37939,2502,2071,4575,22330,20529,42863,144,119,266,13807,12179,25991,1728,1262,2993,15681,13566,29246,151,139,287,10819,9271,20083,1296,912,2210,12262,10319,22582,138,168,306,9037,7662,16699,1146,764,1907,10318,8594,18917,124,125,252,7873,6634,14507,1018,634,1650,9022,7391,16413,118,100,221,6610,5961,12567,873,631,1505,7601,6692,14293,56,85,148,5251,5274,10524,634,566,1192,5940,5927,11866,114,139,255,12611,13835,26447,1501,1446,2944,14218,15419,29642,2048,2086,4131,141320,137669,278992,17692,14726,32420,161061,154483,315551
118,6135,12310,446,382,833,6741,6636,13370,167,128,299,9798,10055,19852,928,917,1847,10893,11105,21998,125,88,211,11283,12532,23813,1255,1359,2617,12658,13988,26645,114,108,225,11508,12334,23845,1189,1262,2456,12815,13707,26516,94,75,168,9917,10298,20219,948,939,1887,10956,11310,22264,106,79,182,8691,9014,17700,765,726,1485,9561,9813,19372,90,71,161,7741,8238,15976,680,690,1373,8503,9003,17506,68,58,128,6983,7139,14123,593,550,1141,7641,7747,15390,68,48,113,5945,6397,12338,500,505,1005,6505,6948,13455,29,47,82,5054,5553,10604,457,482,942,5541,6086,11630,72,93,157,15267,19078,34344,1595,2035,3630,16931,21200,38137,1389,1208,2601,117428,125195,242622,10685,11123,21807,129505,137524,267037
119,15832,32421,799,715,1521,17553,16732,34280,191,196,382,20128,19058,39181,1010,1006,2016,21322,20261,41586,141,150,290,22580,22662,45238,1259,1310,2572,23979,24115,48099,99,138,237,22003,21988,43996,1273,1126,2400,23376,23255,46632,94,114,207,18981,18841,37819,1045,952,1999,20118,19908,40026,100,138,233,17279,18242,35513,908,921,1824,18277,19296,37576,101,144,243,16484,17649,34134,857,860,1720,17446,18650,36101,96,106,208,16551,17185,33744,874,853,1727,17525,18153,35680,91,100,190,15166,16077,31241,742,767,1512,15999,16942,32939,64,77,137,12787,13802,26587,717,686,1406,13562,14566,28129,109,137,243,35926,42117,78042,2291,2709,5001,38328,44963,83286,1771,2028,3800,266545,272312,538858,14439,14321,28756,282753,288670,571416
120,6382,12889,388,314,705,6943,6775,13724,110,91,198,10572,10593,21165,773,703,1478,11456,11388,22842,84,102,185,13341,13488,26833,1013,1009,2025,14438,14602,29042,59,74,138,12730,13079,25813,978,903,1886,13767,14063,27827,50,71,118,10749,10953,21706,783,749,1539,11581,11775,23358,61,70,132,9658,10500,20155,621,664,1289,10334,11237,21567,59,68,125,8724,9816,18540,551,542,1095,9334,10420,19756,59,67,125,8398,9246,17642,528,568,1101,8982,9884,18864,44,55,97,7294,8082,15378,469,485,955,7797,8626,16427,33,38,70,6161,6999,13160,388,433,825,6581,7470,14048,55,69,117,16560,20624,37185,1047,1264,2305,17659,21952,39614,899,1034,1936,132727,141034,273760,8810,8798,17605,142436,150867,293301
121,11010,22614,471,392,863,12144,11465,23610,41,43,89,10319,10642,20963,532,567,1102,10897,11258,22159,46,61,109,11385,12707,24089,768,824,1592,12197,13589,25788,37,45,83,13802,15386,29188,875,880,1757,14721,16308,31029,39,36,76,14229,15719,29945,721,763,1482,14990,16515,31507,47,42,94,14171,15674,29843,725,687,1415,14949,16400,31352,38,34,73,13463,15208,28667,629,651,1286,14124,15894,30023,23,33,56,12375,13592,25969,566,596,1156,12963,14218,27186,30,21,53,10887,11966,22850,526,546,1068,11447,12535,23982,24,13,39,9118,10356,19481,477,487,962,9620,10857,20476,37,36,74,26653,33105,59757,1457,1986,3438,28141,35129,63277,593,594,1187,185105,200381,385484,9083,9604,18688,194785,210572,405356
122,6602,13712,305,267,575,7481,6932,14412,57,66,118,6121,5690,11817,302,319,622,6485,6074,12554,40,52,93,6157,6463,12624,381,393,780,6576,6916,13491,33,45,79,7166,7978,15147,422,433,860,7618,8464,16083,49,35,77,8173,8765,16940,429,442,867,8647,9235,17883,41,53,98,9328,9930,19263,509,450,956,9878,10439,20311,43,42,85,8952,9681,18638,408,406,819,9409,10132,19537,57,35,89,8328,8594,16919,444,399,843,8827,9032,17854,40,27,63,7108,7425,14528,384,368,756,7528,7818,15348,27,20,46,5962,6429,12390,323,309,635,6314,6760,13072,54,46,100,17917,21864,39782,1111,1473,2581,19085,23381,42462,719,676,1394,116831,122477,239306,5952,6223,12175,123507,129370,252878
123,7900,16277,424,378,804,9308,8803,18115,390,402,799,8083,8054,16130,457,459,920,8928,8917,17847,289,307,600,7820,8385,16208,441,458,902,8553,9157,17711,186,326,511,8506,9297,17809,457,475,931,9149,10098,19254,197,276,465,8149,8539,16689,422,464,881,8765,9277,18046,213,283,492,8367,8732,17103,402,383,784,8983,9401,18386,187,251,435,7699,8099,15797,386,382,767,8273,8730,17001,164,192,354,7465,8114,15576,376,377,748,8004,8681,16682,127,198,324,7204,7650,14855,345,379,727,7675,8228,15908,110,137,244,6290,6725,13018,341,360,699,6736,7225,13958,161,180,337,13449,15281,28730,932,1180,2115,14537,16641,31178,4280,4690,8970,118093,122046,240136,6353,6607,12960,128725,133338,262064
124,8751,18016,456,466,925,10372,9806,20179,546,543,1091,9224,8949,18175,512,524,1037,10285,10019,20301,406,446,854,9204,9612,18812,567,555,1122,10181,10616,20796,333,356,686,9530,10027,19557,529,527,1055,10382,10908,21295,261,332,585,9250,9569,18824,494,482,975,10005,10379,20386,307,360,668,9421,9887,19306,531,465,993,10258,10712,20970,274,304,583,9142,9801,18946,510,500,1010,9930,10608,20540,224,259,481,8839,9530,18369,496,509,1009,9563,10301,19856,196,201,394,8799,9893,18689,482,491,971,9478,10580,20061,138,150,291,8062,8516,16581,448,427,874,8641,9102,17743,190,264,457,18259,21535,39798,1086,1329,2414,19541,23130,42669,5601,5654,11254,137405,143193,280594,7466,7615,15080,150470,156457,306933
125,11212,23288,589,515,1102,12809,11862,24671,205,156,362,16241,13830,30076,907,838,1745,17356,14832,32185,169,146,310,20150,19173,39324,1255,1238,2491,21568,20554,42126,145,119,267,22122,20734,42851,1458,1297,2758,23716,22150,45874,102,100,210,18497,16100,34595,1164,930,2091,19764,17130,36896,118,94,213,14403,13532,27936,761,712,1478,15287,14339,29627,100,108,206,12537,12629,25165,683,649,1326,13319,13386,26703,86,101,189,12019,12142,24160,649,659,1308,12749,12901,25653,67,65,127,10925,11205,22131,622,607,1227,11610,11872,23482,70,59,127,9119,9635,18755,506,479,981,9689,10175,19864,95,101,196,22975,26658,49637,1330,1673,3004,24400,28435,52838,1693,1606,3298,213833,207483,421318,12043,11724,23771,227574,220818,448391
126,4838,10412,189,156,352,5813,5016,10835,28,47,74,6776,6823,13594,261,303,567,7067,7170,14231,29,22,50,6696,7036,13736,283,310,591,7016,7365,14376,18,18,36,6823,7033,13859,295,287,578,7136,7337,14474,11,17,28,6295,6577,12866,253,246,495,6553,6838,13394,23,18,43,5805,6170,11975,237,213,450,6069,6403,12469,18,12,30,5332,6060,11388,213,186,402,5555,6260,11818,18,18,35,5545,5836,11377,218,186,398,5779,6041,11818,14,14,29,4946,5438,10381,178,173,354,5137,5629,10765,12,6,21,4310,4849,9159,167,172,339,4495,5024,9516,22,19,35,11764,14538,26305,514,665,1177,12302,15217,27517,318,294,617,85221,89647,174866,3300,3338,6635,88832,93286,182119
127,13121,27169,725,648,1375,15029,14007,29037,212,220,434,14148,13741,27888,844,708,1556,15205,14665,29874,142,163,305,13133,13845,26977,825,785,1613,14107,14795,28900,132,149,283,13104,14193,27300,836,816,1652,14074,15163,29236,115,122,240,12405,13291,25698,778,782,1559,13302,14195,27494,103,147,249,12535,13577,26110,727,699,1424,13362,14419,27783,103,134,233,12517,13166,25683,739,683,1426,13364,13977,27342,99,132,234,12798,12585,25379,674,649,1322,13567,13368,26941,73,103,176,11615,12029,23647,640,631,1274,12331,12765,25095,62,72,136,9313,9982,19296,513,563,1077,9889,10625,20506,119,134,252,21168,24038,45203,1321,1589,2907,22606,25758,48368,2296,2368,4661,187459,192234,379693,10861,10737,21604,200618,205344,405962
