SA4_CODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
111,1148,457,844,1305,472,918,1387,26,22,47,14,13,30,13,32,48,511,1003,1515,637,1105,1746,678,1224,1898,11225,11477,22698,9865,9783,19649,9664,10461,20131,49306,50336,99636,49310,50663,99977,51461,53900,105360
112,910,315,668,979,281,584,865,6,12,18,14,6,24,10,13,23,344,838,1179,450,880,1324,424,778,1204,8262,8564,16824,7497,7611,15110,10687,11221,21902,32310,34432,66737,31550,34300,65851,33847,36880,70729
113,427,151,322,474,151,313,465,6,9,17,9,8,18,9,11,18,250,383,632,305,416,719,339,445,791,5933,4971,10902,5819,4893,10708,7749,6751,14494,23712,23360,47073,23453,23572,47023,24513,24926,49437
114,492,160,385,553,149,391,538,0,11,13,4,4,10,7,6,15,209,413,627,240,484,722,233,524,759,4809,5059,9865,5128,4782,9913,6431,6099,12528,18828,19804,38631,19006,19827,38833,20083,21002,41081
115,797,309,626,938,350,595,943,9,10,12,6,16,23,6,13,18,413,775,1189,475,861,1335,584,930,1521,5055,5215,10275,4495,4458,8955,4462,4882,9337,33113,33293,66409,34202,34140,68346,36387,36586,72975
116,1065,552,906,1461,626,1086,1715,29,33,61,24,34,53,22,28,45,661,990,1650,986,1435,2422,1296,1825,3116,12021,11131,23146,10510,9509,20023,10696,9995,20690,46907,45963,92871,50188,49679,99871,55499,55372,110874
117,1874,958,1245,2204,1558,2052,3608,26,29,55,44,28,73,25,49,70,1509,1980,3495,2053,2567,4621,3387,4527,7913,26546,21524,48072,16887,13908,30793,18945,16055,34999,49048,46326,95371,43903,43429,87331,54462,56765,111224
118,1479,540,966,1509,802,1203,2004,18,23,44,12,19,29,15,20,33,833,1295,2131,881,1406,2286,1205,1745,2958,17118,14790,31908,13875,12042,25924,12929,12094,25025,41466,40404,81876,41777,41173,82952,45457,46123,91587
119,2336,1082,1747,2824,1425,2438,3859,75,66,141,41,55,98,54,61,120,1419,2169,3593,2150,2807,4958,2924,4278,7199,22931,22513,45445,20437,19641,40078,17872,18196,36071,79663,78653,158314,83558,82094,165655,90866,91148,182012
120,1574,589,1061,1650,785,1221,2006,15,20,35,23,27,46,17,27,41,891,1399,2297,1134,1614,2746,1533,2056,3585,11591,11083,22670,9857,9217,19075,9603,9740,19346,38204,38838,77041,39687,40471,80157,44505,46409,90909
121,2449,810,1514,2324,805,1508,2314,21,36,56,28,33,55,9,20,20,1181,2016,3199,1174,1936,3115,1208,2067,3272,12093,12610,24701,10235,10409,20643,9981,10912,20885,55410,57740,113158,57293,59744,117032,61676,64869,126547
122,1324,463,910,1367,525,946,1468,15,16,27,10,25,29,6,12,18,627,1164,1790,653,1153,1802,733,1199,1930,8680,8436,17108,6550,6466,13017,6650,7425,14077,34104,33948,68053,34772,35164,69933,37844,39058,76898
123,881,320,711,1034,327,842,1167,13,24,38,12,19,31,12,13,26,369,779,1152,505,937,1440,587,1251,1838,8748,8916,17664,7603,7776,15374,7582,8337,15920,37400,38057,75454,36940,38423,75360,40030,42160,82193
124,1149,422,905,1324,379,935,1315,18,20,40,9,15,21,15,24,33,531,1014,1551,597,1164,1761,631,1311,1941,9873,9955,19830,9196,8992,18188,9386,9492,18880,44125,45121,89246,43747,45457,89199,45306,47664,92966
125,1836,948,1450,2400,1116,1871,2984,30,39,67,59,64,122,40,31,72,1248,1678,2925,1935,2506,4443,2391,3233,5625,19796,16269,36058,17728,15020,32748,16885,14992,31874,63086,58084,121164,66161,62764,128920,73238,70873,144108
126,803,333,520,850,348,636,980,9,15,21,6,15,18,4,7,12,424,675,1097,509,730,1236,599,930,1526,5537,5448,10989,3939,3911,7851,3888,4065,7957,26176,25871,52050,26063,26083,52149,28889,29211,58105
127,1454,499,1063,1568,791,1586,2372,62,96,158,48,52,100,42,57,95,920,1524,2446,1073,1852,2926,1753,2876,4631,16130,15748,31876,14447,14344,28788,13859,14120,27978,57462,57753,115210,59617,60818,120434,65425,68026,133446
128,958,355,639,994,315,623,941,4,14,17,8,11,17,3,15,19,415,784,1197,462,781,1245,441,791,1234,6377,6370,12752,5061,5109,10173,4570,4838,9410,30828,30919,61747,30141,30780,60918,30568,31410,61971
197,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,3,4,3,11,21,33,46,6,0,8,16,3,17,29,62,93
199,65,23,33,56,37,33,65,3,0,8,5,0,4,0,0,4,68,48,117,55,69,123,60,69,129,806,497,1303,1956,862,2820,2231,1127,3360,1443,1160,2608,2739,1745,4483,2819,1779,4593
