SA4_CODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
111,40390,30208,26361,32403,34344,30419,22004,17380,5831,239336,111,104,137,122,106,47,34,13,0,671,221,174,193,131,77,50,16,3,0,857,15,27,21,14,30,26,10,6,3,159,4,4,3,8,3,0,0,0,0,24,9,5,15,3,9,15,9,0,0,65,73,156,200,173,129,64,27,15,3,852,85,173,218,188,137,80,38,22,3,941,13370,9407,8493,7182,6481,4098,1877,1223,375,52509,6845,5165,4218,4394,4450,3364,2244,1912,694,33288,61291,45605,40053,44824,46082,38299,26308,20585,6913,329959,323,499,559,601,548,360,115,53,8,3070,12236,8392,8296,11373,12266,12428,9670,6588,2874,84118,0,0,0,0,0,0,0,0,0,0,1390,993,821,946,1076,1079,787,532,218,7838,64,44,31,30,36,28,38,23,15,310,15783,11634,9421,10870,11501,9606,6713,4535,1828,81890,30,28,9,25,61,33,46,57,20,308,735,529,559,681,677,663,554,388,119,4914,198,121,140,144,162,163,105,66,27,1120
112,24827,15684,11847,18865,22196,19296,15856,12518,4119,145213,131,75,60,92,123,53,15,5,5,574,36,35,38,35,38,28,6,11,0,233,82,26,48,68,76,46,16,19,8,389,11,5,14,16,8,3,0,0,0,57,53,50,29,39,39,37,18,5,0,262,182,147,207,293,287,148,42,14,0,1325,247,197,248,350,334,187,55,18,6,1647,11111,5928,5494,5956,6729,4181,1781,1097,312,42602,5845,3378,2831,3517,3988,2831,1761,1404,470,26029,42665,25587,20873,29400,34200,27023,19559,15109,4918,219328,553,306,428,699,801,704,194,23,4,3714,6359,4165,3297,5883,7655,8231,6797,5184,2343,49910,0,0,0,0,0,0,0,0,0,3,328,206,200,255,371,384,307,195,70,2319,27,9,7,11,11,6,6,4,0,79,10828,6602,4645,6583,8078,6945,5240,3651,1288,53865,49,30,22,32,55,56,43,45,13,337,114,58,56,106,118,100,61,43,8,667,273,152,193,186,223,215,169,81,32,1519
113,25152,15438,12995,16180,16625,13750,10115,6780,2198,119236,71,38,67,68,41,21,9,0,0,316,208,145,95,114,67,27,5,3,0,669,3,15,3,7,4,0,0,0,0,36,0,3,0,4,0,0,0,0,0,12,158,84,88,104,79,29,15,5,0,565,18,44,46,34,39,17,4,3,0,207,180,133,134,143,119,43,17,3,3,781,4446,2825,2232,1768,1588,1010,398,223,55,14542,2730,1844,1726,1624,1560,1067,807,564,215,12146,32852,20510,17349,20006,20091,15961,11361,7590,2476,148201,88,91,112,125,110,58,18,5,0,612,6393,4177,3669,4799,5487,5481,3888,2625,1027,37543,0,0,3,0,0,3,0,0,0,8,286,184,195,217,197,229,160,60,25,1559,118,101,52,45,38,28,15,15,6,412,12413,7514,5418,6297,6882,5417,4114,2574,915,51548,9,15,14,9,18,20,17,4,8,115,63,27,52,48,50,39,33,20,10,342,60,40,52,45,66,74,40,26,14,405
114,16874,9273,7440,11851,13161,14034,11697,7594,2133,94060,35,10,26,36,26,17,0,0,0,149,47,18,28,37,23,16,3,0,0,165,11,10,3,13,29,33,22,24,3,151,0,0,3,4,3,3,0,0,0,20,0,3,4,0,0,0,0,0,0,12,97,53,72,119,82,61,20,10,3,521,99,64,84,130,91,68,20,10,3,560,5562,3006,2411,2719,3004,2359,1397,691,188,21335,3036,1535,1240,1660,1824,1665,1274,893,289,13413,25806,13990,11319,16638,18328,18299,14448,9225,2619,130682,199,106,108,222,223,190,75,18,8,1147,6062,3421,2650,4489,5673,6473,6245,3967,1498,40474,0,0,0,0,0,0,0,0,0,3,430,205,193,270,294,354,321,147,63,2293,33,52,15,10,19,7,16,8,6,159,6059,3509,2416,3620,4580,4429,3808,2265,612,31297,29,45,22,26,41,39,34,20,4,265,147,92,63,131,139,160,144,93,18,984,140,78,85,86,107,117,73,47,9,751
115,31630,20814,15388,21952,22196,18086,8310,5107,2101,145581,878,635,431,800,753,330,116,71,15,4028,769,566,401,512,431,220,79,35,11,3011,30,30,26,41,47,58,7,8,0,251,0,0,0,0,0,0,0,0,0,0,200,159,134,153,136,55,45,13,0,887,156,190,116,198,209,107,32,16,0,1031,360,343,253,348,344,166,81,26,3,1918,5931,4166,3159,4126,4054,2514,847,411,139,25347,3448,2265,1837,2239,2236,1814,786,517,218,15364,43723,29343,21907,30787,30991,23648,10386,6240,2501,199529,814,640,601,896,1074,779,277,91,31,5203,7945,5093,3402,6629,6777,6476,4403,2172,1214,44111,7,3,0,4,8,0,0,0,0,28,862,721,435,628,816,709,403,189,126,4889,110,71,63,50,40,42,34,23,28,463,15545,9798,6011,9481,9565,7360,4256,1817,598,64427,42,37,32,26,66,49,23,15,7,299,873,489,326,735,642,366,277,122,32,3857,92,82,60,81,86,71,45,34,6,561
116,44150,27522,27908,28819,26102,19959,10722,6198,1621,193014,2590,1273,2144,2047,1181,521,247,89,16,10097,3917,2145,2161,1978,1346,677,232,71,12,12532,13,21,15,23,20,26,13,3,5,138,0,0,4,0,0,0,0,0,0,10,909,479,621,600,338,117,71,27,0,3165,150,172,193,151,147,73,21,8,3,914,1062,650,822,752,484,186,98,33,3,4093,8532,4399,4737,3835,2728,1484,567,260,86,26620,6280,3450,3575,3468,2723,1932,1076,665,183,23348,67297,39956,41991,41702,35373,25160,13084,7398,1957,273920,960,604,843,1000,894,607,226,106,25,5267,8615,5073,5791,7103,6536,5949,3591,1938,593,45189,30,28,17,21,29,20,19,7,0,173,1090,653,647,687,726,514,260,117,40,4732,45,29,29,35,27,22,14,8,0,208,23906,14595,14031,14522,13477,11217,6181,3309,1261,102496,195,147,114,157,160,97,43,20,7,942,1319,834,939,1149,835,796,590,310,91,6857,230,147,160,183,186,130,92,48,12,1186
117,11531,14647,24784,18193,13305,11431,8151,5362,1803,109206,233,480,856,305,170,114,31,10,4,2203,1195,1301,1765,967,656,411,162,41,10,6507,263,244,482,294,327,292,277,263,78,2516,5,4,8,9,10,3,0,0,0,44,15,42,72,23,24,8,3,3,0,190,106,271,484,300,184,87,39,14,4,1488,131,321,569,331,208,93,43,15,4,1719,5141,9141,17041,10743,6376,3597,1408,666,181,54294,5447,10101,15854,9487,6290,4295,2375,1369,463,55682,24928,38933,65065,42293,28921,21040,12888,7976,2621,244671,988,2657,5613,2515,1713,1278,517,300,87,15666,1973,2245,4991,4386,3451,3122,1948,1133,506,23752,59,36,53,39,52,32,11,9,0,305,161,296,470,330,232,151,94,58,11,1804,8,4,3,6,4,7,0,0,0,32,7331,7148,14071,9806,6918,5397,3790,2424,888,57769,14,19,12,19,15,12,3,0,0,97,1551,857,1720,2135,1452,1311,1828,1385,274,12521,28,47,69,65,56,65,26,22,8,387
118,17271,14854,22458,19292,14912,13237,9404,7872,3027,122319,123,245,331,198,137,86,60,11,0,1202,431,503,540,362,233,130,55,25,13,2291,4124,2497,2761,2768,2874,2712,1616,1615,760,21723,0,3,0,3,0,0,0,0,0,13,9,37,40,17,14,12,9,6,0,137,57,104,199,137,85,55,24,17,8,689,74,139,242,163,100,63,28,24,8,843,5766,6696,11015,7405,4907,3397,1399,898,312,41803,5401,5646,8872,6328,4643,3842,2094,1812,710,39343,33725,31887,47551,37486,28696,24031,14892,12362,4865,235498,515,1237,1433,1057,895,748,292,163,38,6370,4535,3220,5530,5451,4389,3833,2951,1982,1159,33052,20,14,8,25,16,11,11,13,0,116,122,216,302,195,154,145,71,47,18,1263,3,4,6,3,0,13,0,0,3,34,10935,7305,12951,9864,7527,5853,4408,3254,1562,63652,15,14,15,14,13,16,10,10,0,92,1892,1155,1256,1844,1707,1303,1308,1167,379,12007,23,13,77,53,41,43,37,24,12,320
119,53375,35740,38914,42981,39339,35701,26926,21820,7710,302504,1072,1064,1965,921,724,377,178,76,15,6386,17833,10137,10459,7305,4560,2472,970,419,103,54261,53,67,78,68,88,103,48,57,27,584,0,0,0,3,0,3,0,0,0,4,155,181,218,109,69,30,16,6,3,804,225,225,311,246,233,144,53,26,8,1476,382,414,534,361,302,182,68,37,9,2286,10460,8437,9107,9445,8386,4180,2481,1455,415,54364,9805,6354,6885,6555,5891,4080,2677,2385,954,45594,97188,65386,71870,72487,64049,49071,34609,26896,9423,490997,4191,3650,5126,4933,5593,3582,1498,962,272,29802,5530,4218,4253,5526,6721,7510,5815,5047,3419,48039,24,9,13,20,10,13,7,4,0,97,1291,905,1018,1027,1167,876,550,371,201,7391,21,27,13,17,34,22,11,30,8,185,25725,17078,16594,18534,18396,14976,10922,8117,3081,133424,74,47,57,57,72,39,25,25,18,417,12896,6885,7625,11587,8169,6920,6968,4238,864,66152,210,145,223,257,199,168,126,74,36,1431
120,23451,15822,23805,24260,19210,16329,11864,9065,3478,147274,1228,1507,2353,1025,806,437,209,117,32,7716,745,785,877,592,404,260,110,62,8,3835,101,66,99,107,123,113,44,36,21,704,3,0,0,9,3,0,0,0,0,16,51,86,139,54,30,16,7,0,0,386,105,147,245,224,176,86,29,10,4,1027,160,240,385,282,210,102,31,14,3,1429,7264,6734,9360,8446,6724,3616,1415,715,234,44512,4693,3970,5441,4715,3808,2607,1408,1129,589,28362,38709,30449,44109,41191,32952,24314,15546,11376,4461,243105,1121,1550,2501,1870,2047,1334,568,351,110,11452,3364,1900,3360,4461,3773,3568,2289,1527,1048,25304,12,5,17,14,12,7,0,4,0,70,312,266,492,374,358,274,150,104,67,2402,9,21,12,5,16,12,11,4,0,91,15385,9255,11985,13369,11385,8814,6661,5272,2032,84152,10,18,26,14,20,15,13,15,3,128,2138,1080,1296,2234,1648,1125,1540,1204,275,12538,93,67,118,123,84,65,52,32,6,652
121,40850,25972,27932,33142,30242,26082,16123,13398,6063,219810,907,550,1264,851,485,257,116,45,4,4489,628,520,594,511,418,249,78,50,11,3060,1173,959,579,729,1255,913,388,473,171,6631,0,0,0,0,0,0,0,0,0,7,127,105,131,109,87,36,22,10,3,630,223,233,300,306,303,158,88,44,9,1665,351,336,435,414,391,195,113,55,13,2295,11379,9829,12542,11656,10238,7202,3159,1880,613,68488,6375,5133,6655,5749,5180,4226,2307,1809,1035,38462,62685,44427,51833,54899,49906,40159,22716,17930,7990,352538,1115,1091,2249,2293,1848,1403,639,269,92,11011,13603,7166,6954,11036,10874,9551,7588,4937,3114,74811,0,0,5,3,0,3,0,0,0,19,798,563,763,769,769,523,350,188,86,4818,20,8,7,15,16,11,17,20,5,109,19914,10502,11218,13706,12574,9130,6113,3930,1816,88899,73,31,61,46,67,69,62,23,23,462,1077,504,701,1069,849,469,450,328,117,5565,85,63,117,87,86,78,48,22,10,594
122,28201,16048,18609,23932,20367,18115,12162,9721,4009,151170,126,75,156,138,102,32,20,4,0,657,177,153,152,167,144,59,18,16,0,886,93,54,85,118,107,111,58,37,12,676,3,3,0,0,0,0,0,0,0,7,38,40,43,21,27,7,10,0,0,183,132,125,134,135,142,77,30,11,0,793,171,166,176,161,166,88,43,14,3,979,8960,5329,7514,7502,5945,4091,1823,1293,409,42863,4680,2949,3973,3788,3206,2454,1493,1431,925,24898,42824,25090,31177,36490,30610,25256,15721,12561,5372,225102,455,396,625,863,751,456,153,51,17,3764,9379,4568,5046,8725,8338,7243,6049,4032,2411,55789,0,0,3,0,4,0,0,0,0,11,334,278,306,315,344,285,185,133,78,2254,7,7,5,0,3,11,6,3,0,41,14790,6989,7480,10094,8627,6222,4698,2924,1256,63077,24,10,11,19,20,23,19,4,3,130,706,424,476,712,595,452,345,195,95,4009,145,74,129,118,103,75,33,20,12,707
123,36381,24416,21308,24308,24473,17954,8239,4860,1540,163465,946,412,641,758,436,164,90,21,3,3461,2342,1163,1084,1040,756,304,116,23,6,6827,13,12,16,15,13,15,3,4,0,96,3,4,3,3,3,4,3,0,0,24,102,60,69,69,56,21,17,0,3,403,94,130,117,112,99,54,18,7,4,631,198,191,185,179,155,77,43,11,8,1059,8266,4583,4009,3457,2905,1569,548,239,68,25647,5414,3250,2673,2525,2654,1719,786,524,176,19726,54233,34552,30446,32912,31974,22050,9930,5727,1834,223656,740,552,636,723,696,447,151,63,22,4027,10979,7520,7049,8467,8616,8277,4369,2173,827,58287,7,8,16,0,8,3,8,0,0,43,791,521,497,524,559,553,298,124,65,3931,115,115,70,60,65,34,37,14,7,521,16786,11068,9492,10231,10533,8414,4177,1955,590,73247,48,31,17,35,47,29,21,11,3,245,870,525,534,731,568,484,280,126,37,4151,180,172,252,238,206,197,128,59,29,1464
124,42480,28566,25968,29236,29968,22499,11859,7613,2520,200718,415,280,307,355,308,148,49,27,4,1892,834,515,547,417,352,210,81,18,4,2989,26,28,26,35,42,45,18,16,6,227,6,3,0,0,10,0,0,0,0,16,142,95,93,84,74,19,10,6,0,523,176,168,256,285,229,127,43,26,0,1318,324,267,351,375,311,148,51,30,3,1864,11654,7066,6841,5816,5215,3166,1246,678,168,41850,6315,4268,3843,3736,3578,2731,1278,904,415,27075,62450,41284,38204,40441,40274,29218,14683,9325,3133,279002,424,350,413,558,549,457,127,43,3,2932,12025,7734,8064,9805,10344,9857,5722,3070,1452,68072,7,7,11,6,12,12,5,0,3,62,894,679,639,555,737,667,384,182,94,4832,243,123,107,97,64,72,41,29,15,789,20529,13297,11142,12441,12509,9986,5422,2780,890,88996,78,50,54,53,63,95,54,23,17,491,836,542,571,685,605,554,429,199,61,4473,185,146,113,176,166,164,105,55,21,1141
125,36003,25918,27968,28117,25948,23682,16130,12290,4103,200163,3065,2689,4765,2471,1458,698,366,157,29,15706,13169,7792,7573,5743,3330,1797,755,227,50,40445,24,23,36,36,25,32,24,16,10,217,0,0,0,4,0,0,0,0,0,12,264,451,578,160,110,64,25,11,0,1659,294,322,400,359,302,164,69,38,13,1960,560,769,976,526,412,225,96,46,14,3628,8219,6431,7030,7108,5766,2814,1638,844,190,40046,7159,5848,7030,5588,4397,2943,1823,1320,598,36717,71394,51833,58288,53264,44900,33794,21737,15427,5141,355782,3108,2739,3448,3619,4125,2750,1104,691,179,21758,4355,3351,3878,4587,4990,5689,4395,3319,1756,36328,45,30,42,29,48,21,17,7,3,231,1134,836,950,904,1008,722,486,300,114,6460,113,109,87,44,55,31,34,21,9,508,21435,14084,14926,14933,13717,11916,8240,5310,1981,106544,65,31,73,58,47,59,38,35,20,427,2213,1363,1664,1958,1429,1224,1279,685,197,12016,166,98,135,152,135,104,77,33,18,913
126,17804,12629,11542,14392,13908,11246,8074,7110,2704,99417,707,562,694,648,528,229,119,59,6,3558,543,417,493,392,279,143,58,32,6,2363,69,45,73,70,81,82,73,146,217,848,0,8,0,0,0,0,0,0,0,10,95,59,91,80,36,19,9,4,0,385,78,92,99,95,79,42,20,17,6,531,172,157,192,173,118,56,27,23,6,922,4496,5374,4475,4505,4008,2453,1109,645,195,27260,2588,2513,2250,2282,2171,1574,886,785,322,15365,27036,22612,20627,23450,21965,16304,10635,8930,3504,155064,749,998,1316,1114,1146,813,398,220,60,6821,3478,2177,1893,3074,3251,3192,2336,1977,1123,22491,0,3,8,3,3,4,3,0,0,23,692,567,526,533,612,433,275,177,112,3929,57,51,48,15,38,30,28,26,6,312,9309,5889,5158,6440,6164,4976,3424,2659,1120,45147,19,27,21,17,26,41,14,3,11,184,773,502,455,744,611,443,425,253,66,4274,36,16,53,36,41,37,25,13,10,260
127,44385,30385,27827,30998,28801,22667,14606,8165,2055,209893,1795,1032,1344,1514,1125,407,176,58,18,7470,6889,3600,3303,2797,1956,985,325,112,15,19982,15,6,6,12,9,10,3,4,0,68,4,4,0,4,0,0,0,0,0,14,97,63,77,71,39,21,11,4,3,393,626,495,390,403,321,171,96,35,6,2539,725,564,467,476,363,189,113,40,9,2947,6165,3922,3683,3280,2716,1353,682,371,90,22271,7513,4146,3977,4018,3425,2303,1413,975,259,28022,78154,50311,47653,51526,45993,31253,18933,10843,2782,337452,10336,7357,7050,8453,8866,5525,2041,1264,437,51328,4591,3504,3190,4146,4728,4086,2860,1856,579,29527,1461,1115,1082,1009,1134,825,498,289,68,7482,1096,720,735,690,714,601,275,146,62,5054,4,11,8,4,13,12,3,10,3,59,25715,17791,15274,16860,16804,13375,8891,5204,1552,121473,33,30,33,28,35,40,25,16,3,243,4607,3174,3438,3849,3301,3043,1861,926,239,24437,252,175,194,191,173,179,139,56,22,1383
128,29720,20414,19325,22837,22530,18448,11063,8861,2745,155938,126,120,117,154,115,82,28,18,0,766,341,266,208,209,208,114,41,15,4,1399,34,30,35,38,37,51,12,13,4,256,0,0,0,0,0,0,0,0,0,9,23,14,23,17,13,3,3,0,0,84,51,77,89,82,81,38,15,8,0,434,70,89,111,100,92,35,23,8,0,523,5962,4073,4477,3980,3870,2414,1042,663,169,26647,3325,2604,2496,2394,2383,1884,1111,971,422,17589,39799,27802,27048,30098,29601,23238,13396,10566,3367,204913,266,259,334,433,463,335,120,55,8,2279,8373,5600,5801,7765,7843,7941,5393,3796,1769,54279,0,0,0,3,0,0,0,0,0,3,853,588,500,671,661,517,343,212,73,4429,37,52,24,18,22,17,11,9,4,196,14615,8971,7611,9350,9079,7073,4551,2881,1096,65225,95,43,49,47,47,53,37,11,4,386,2098,1146,994,1697,1389,827,544,313,70,9081,60,46,56,61,65,47,34,21,13,403
197,0,8,9,6,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,0,0,13,0,4,0,3,0,0,0,0,0,10,0,11,22,6,3,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,10,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,495,821,1132,896,783,746,376,144,53,5439,11,31,46,18,13,0,4,0,0,124,38,49,54,43,21,13,4,0,0,215,4,8,11,9,3,3,4,0,0,45,3,0,3,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,7,9,14,23,14,4,3,0,0,81,11,10,21,23,16,7,3,0,0,92,226,433,604,349,239,227,72,23,5,2182,147,306,411,357,244,196,96,37,4,1791,957,1713,2353,1744,1365,1211,562,205,66,10175,13,38,70,46,38,33,7,3,3,243,169,215,320,279,289,353,257,61,39,1983,0,0,3,0,0,0,0,0,0,3,15,27,31,17,30,23,13,0,0,161,0,0,0,0,0,0,0,0,0,0,191,351,432,355,301,294,146,45,23,2138,0,0,0,0,0,3,0,0,0,5,15,10,20,24,22,14,14,3,3,129,3,4,9,10,12,8,5,0,0,45
