SA4_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
111,903,1096,957,605,449,369,66,4609,0,0,0,0,3,6,17,21,105,96,151,89,95,51,24,653,0,0,8,8,21,52,114,317,835,638,537,185,223,161,69,3169,11,21,47,46,112,190,345,412,697,301,144,96,68,72,55,2622,5,0,0,3,6,9,28,51,115,64,53,22,17,13,21,405,0,0,0,0,6,0,10,8,30,30,38,29,26,17,19,205,341,187,151,102,1301,537,4868,1917,3601,880,496,172,152,168,653,15518,4,6,0,3,15,6,67,20,47,6,19,3,4,3,1990,2194,372,221,214,156,1507,863,5623,3009,7194,4191,4304,2759,2474,1673,3011,37578,6,0,0,0,3,3,19,24,223,572,1234,1374,2030,1625,713,7843,0,0,3,0,5,15,35,82,329,303,252,170,148,127,123,1588,9,5,7,3,7,15,36,124,1174,2281,2557,2519,2270,1828,744,13574,0,0,3,0,4,5,11,28,180,273,367,337,382,245,127,1956
112,907,837,595,326,212,167,55,3339,0,3,0,0,0,4,10,30,109,95,74,60,28,38,27,487,5,3,6,3,18,66,129,279,588,370,234,107,86,73,70,2039,3,14,40,19,120,200,382,415,539,221,99,56,34,48,47,2231,3,3,4,3,22,19,45,38,80,39,30,9,12,8,21,329,4,0,0,0,4,0,9,7,41,26,25,14,11,9,14,175,217,148,113,67,995,435,3718,1403,2522,569,376,126,101,122,576,11484,0,3,3,0,24,9,75,20,56,15,17,6,3,3,1430,1672,263,202,179,97,1272,814,4622,2560,5908,3097,2524,1284,983,782,2334,26928,10,3,3,0,4,14,30,44,318,570,815,711,810,515,409,4258,0,3,7,0,17,25,61,109,421,315,222,106,85,63,141,1573,6,3,6,0,16,19,38,106,1074,1523,1397,952,687,501,484,6815,0,0,3,0,3,8,4,29,142,190,188,108,121,71,68,923
113,677,602,432,248,165,116,57,2500,3,0,3,0,7,0,18,11,76,75,68,40,22,13,25,362,4,4,8,3,21,44,107,170,415,247,161,53,72,46,65,1419,0,10,19,19,71,77,148,186,241,97,44,21,17,13,41,991,0,0,3,3,9,10,23,29,58,22,20,3,7,0,18,205,0,0,0,0,3,0,14,7,32,30,30,14,6,11,25,164,156,92,50,34,579,180,1751,565,1007,219,144,49,53,54,359,5291,9,0,0,0,11,4,39,3,19,9,6,0,5,4,942,1055,208,116,90,68,747,365,2237,1199,3259,2018,1861,978,818,555,1626,16142,9,0,4,0,0,7,16,29,226,474,781,728,805,474,470,4021,0,0,0,0,7,8,15,21,133,97,77,43,34,28,59,524,0,3,6,0,4,15,36,107,798,1167,1040,725,567,367,465,5300,0,0,0,0,4,3,6,19,97,163,169,110,111,39,82,800
114,498,462,344,194,142,142,32,1958,0,0,0,0,3,3,3,10,63,47,50,25,25,15,12,255,8,0,3,4,15,30,73,143,370,217,176,73,94,65,51,1328,6,7,32,16,72,126,228,250,345,152,85,48,38,54,39,1498,0,3,3,0,11,8,30,19,37,31,17,9,15,13,9,203,3,0,0,0,3,0,11,6,22,18,22,5,5,9,9,120,237,139,92,69,849,342,2875,1136,2113,558,317,130,105,129,420,9514,7,3,0,0,15,3,44,15,24,8,10,4,0,4,1119,1262,267,163,140,94,1012,566,3417,1793,4048,1993,1611,883,801,680,1761,19229,3,0,3,0,6,9,12,21,148,308,460,404,581,401,299,2648,0,3,0,3,4,16,30,66,193,141,93,40,35,23,69,716,0,0,5,0,7,15,31,89,647,859,858,646,458,378,339,4334,0,0,0,0,0,3,4,12,88,97,106,77,74,61,57,578
115,286,386,383,346,289,365,26,2178,0,5,0,0,0,4,7,6,41,38,65,36,52,57,15,324,6,5,6,0,12,35,51,115,351,353,350,121,216,210,49,1880,6,9,26,22,53,98,122,145,347,205,106,78,56,62,41,1367,3,3,3,0,3,9,9,13,40,23,20,13,9,10,11,176,0,0,0,0,3,0,0,7,8,15,12,9,19,18,14,109,557,203,105,39,590,187,1312,792,1693,532,347,176,131,122,244,7025,6,3,0,0,3,3,10,11,15,8,8,0,0,4,921,994,600,240,157,64,692,360,1619,1216,3182,1977,2121,1537,1824,1816,1417,18818,17,9,4,0,0,10,9,30,194,425,952,1238,2617,4098,817,10422,3,0,0,0,10,13,35,52,217,183,169,135,161,167,103,1258,18,3,3,0,3,21,23,94,610,1137,1543,1823,2153,2890,750,11075,7,0,0,0,0,8,3,8,74,111,169,185,297,330,95,1289
116,589,661,503,316,184,115,33,2505,0,0,0,0,0,3,7,5,68,75,97,57,52,25,20,408,5,6,3,9,20,78,216,429,949,557,361,110,107,58,76,2988,7,11,47,36,89,147,185,191,266,92,54,21,23,7,42,1210,4,3,4,4,5,12,28,32,70,36,25,4,11,3,30,268,0,4,0,0,3,5,3,0,19,23,32,18,18,4,23,153,792,176,118,77,878,326,2215,604,1045,219,117,36,23,21,314,6958,10,3,5,0,11,3,38,10,24,14,3,0,0,3,932,1061,821,212,185,127,1029,611,2768,1437,3594,2637,2918,1819,1601,799,1582,22131,12,5,0,4,3,3,9,29,395,1216,2574,2510,3420,2478,829,13485,3,0,5,0,3,18,42,96,346,264,220,135,133,72,86,1422,3,0,4,0,3,22,48,122,1204,2049,2262,1859,1647,1075,538,10835,0,0,0,7,5,4,7,23,169,275,379,324,350,194,119,1868
117,710,957,763,642,581,792,50,4626,0,3,0,0,0,7,16,14,83,87,112,109,126,179,37,767,11,0,8,4,18,69,133,209,647,607,619,208,561,467,75,3645,14,25,56,70,80,144,157,158,270,152,107,73,70,103,27,1497,3,3,6,0,10,9,11,10,39,17,23,10,14,22,17,206,0,0,0,0,4,0,6,10,21,24,50,37,67,69,33,318,715,131,79,58,543,165,1070,341,709,264,228,104,127,165,166,4856,3,3,0,0,8,0,14,4,26,7,13,8,11,4,2588,2679,762,172,173,134,721,468,1644,1110,3477,3283,4494,3742,5640,6911,3193,35920,5,3,0,0,4,5,3,17,119,278,514,599,1127,2107,314,5097,0,0,3,0,9,6,31,45,141,108,105,98,105,121,41,805,0,0,0,0,8,3,18,40,339,560,759,818,1033,1523,226,5325,0,3,0,0,3,0,5,6,46,68,122,140,294,465,48,1200
118,361,514,543,452,408,797,41,3179,0,0,0,0,0,3,6,13,32,40,66,67,93,133,32,482,4,0,3,7,9,36,59,110,356,323,387,186,303,493,53,2328,4,21,37,16,64,99,114,156,299,165,170,87,115,229,47,1626,3,0,3,0,7,3,0,16,38,19,18,8,19,25,16,179,0,0,0,0,0,0,5,0,11,18,32,18,32,70,38,223,433,122,79,35,417,144,871,450,970,439,338,222,243,454,240,5456,0,0,0,0,7,0,11,3,19,10,8,4,8,18,1792,1886,462,159,129,56,533,304,1156,907,2584,2168,2947,2496,3649,5652,2442,25640,8,0,0,0,3,3,14,16,111,201,449,567,1246,3562,538,6715,0,3,0,0,3,10,16,40,138,108,134,113,124,232,85,1015,6,5,3,0,0,10,26,49,319,556,808,981,1274,3528,596,8158,0,0,0,0,0,3,0,11,24,68,107,132,308,602,71,1326
119,1254,1231,844,489,343,280,73,4772,0,0,0,0,11,6,20,29,140,136,141,103,80,65,46,774,5,9,10,21,53,189,394,687,1517,882,626,216,250,136,118,5116,20,45,140,157,242,350,419,442,641,258,159,63,46,49,83,3103,7,14,7,10,29,24,53,53,114,55,37,19,18,6,38,488,0,0,0,0,0,0,17,7,51,51,44,34,23,18,51,296,1728,539,344,201,2235,659,4882,1386,2248,563,394,142,129,131,633,16211,25,3,3,3,22,14,58,29,40,23,19,4,7,6,2415,2664,1803,634,525,391,2666,1326,6154,3098,7416,4811,4831,2827,2884,1949,3639,44946,15,0,3,0,3,15,30,75,667,1422,2465,2260,3207,3296,962,14421,5,0,8,3,40,61,155,241,708,470,362,246,234,186,189,2912,11,8,8,3,14,39,98,263,1955,2511,2749,2388,2387,2439,876,15760,4,0,0,0,6,16,25,41,260,354,450,321,487,363,202,2529
120,658,680,622,450,402,538,38,3492,5,0,5,0,0,5,9,19,61,87,81,82,63,119,38,570,6,0,0,3,23,77,162,243,699,517,506,193,305,316,45,3101,6,27,48,51,109,156,177,183,391,171,142,83,76,104,29,1736,4,4,5,0,12,7,18,16,40,36,20,11,29,23,15,244,0,0,0,0,3,0,4,10,26,16,26,14,28,42,21,206,791,235,109,57,711,237,1566,584,1075,410,278,183,145,167,208,6749,8,0,0,0,15,3,15,8,22,12,12,0,3,3,1723,1823,827,279,181,109,893,534,2130,1287,3681,2803,3277,2552,3469,4099,2256,28385,10,3,0,0,3,3,10,18,191,435,851,921,1817,4059,524,8855,0,6,3,0,4,18,50,81,238,174,164,125,130,212,96,1301,8,3,4,0,7,16,22,67,584,845,1098,1174,1601,3200,505,9130,0,0,0,0,0,3,4,15,74,100,160,167,362,577,89,1553
121,510,663,690,610,619,1236,65,4492,0,0,0,0,0,0,5,10,40,76,107,79,130,171,39,666,17,0,11,3,15,63,97,195,627,584,739,279,669,893,61,4246,19,25,55,34,77,117,191,233,553,362,293,212,240,476,54,2933,4,3,5,0,10,11,11,17,48,31,39,28,29,39,22,291,3,0,0,0,0,0,3,5,17,9,37,35,42,66,27,249,832,283,135,57,627,268,1311,903,2244,1133,925,612,581,966,343,11227,6,0,3,0,3,3,13,15,13,3,4,9,13,12,2468,2567,906,327,219,95,781,508,1763,1572,4672,3704,4665,3830,5588,8445,3260,40349,15,10,0,0,3,3,21,38,221,386,894,1132,2585,7480,961,13736,4,0,3,3,16,14,44,70,265,218,196,180,216,405,184,1810,11,4,5,3,10,12,36,103,590,1035,1444,1830,2397,7211,1005,15713,3,0,0,0,0,9,14,15,76,103,208,243,475,944,125,2211
122,376,553,555,453,366,571,49,3024,0,0,0,0,0,0,8,8,42,66,71,52,66,94,34,444,3,0,3,0,3,23,62,115,334,323,294,146,273,311,45,1928,11,10,31,16,71,98,139,190,421,251,195,95,90,161,45,1827,0,0,0,0,3,4,9,10,37,22,25,12,7,17,7,167,0,0,0,0,0,0,3,3,17,16,25,21,27,31,21,168,287,127,76,35,498,191,1141,772,1867,744,541,296,262,396,315,7550,5,3,0,0,10,0,22,6,25,9,9,3,3,5,1482,1582,313,154,120,56,613,351,1490,1254,3708,2662,3002,2218,2680,3532,2154,24315,13,8,3,0,3,0,11,12,164,324,676,814,1711,3638,694,8082,0,3,3,0,3,7,14,48,161,179,193,167,211,243,124,1361,13,7,3,0,0,9,25,82,568,1069,1492,1806,2085,4412,830,12399,0,0,0,0,3,3,8,9,61,97,134,230,338,493,102,1487
123,524,633,558,349,202,146,41,2549,0,0,0,0,0,3,6,18,67,83,91,70,51,20,27,427,6,0,0,4,18,57,118,303,805,539,386,105,117,61,63,2581,6,15,37,29,76,110,187,210,335,138,72,27,27,13,48,1313,0,0,0,0,11,13,23,22,58,44,35,11,11,3,21,253,0,0,0,0,0,0,5,7,17,21,27,16,15,9,22,140,347,159,80,59,732,283,2087,750,1212,288,165,40,32,36,326,6611,4,3,3,3,16,9,24,13,26,10,5,3,3,5,890,1010,380,181,135,92,887,507,2538,1467,3530,2609,2842,1751,1439,716,1543,20611,5,3,0,3,0,3,11,25,269,783,1641,1563,2260,1709,718,9006,0,0,0,0,6,20,37,58,213,179,192,95,99,57,71,1024,8,3,4,0,8,17,26,92,1031,1698,1902,1627,1451,1021,607,9489,0,0,0,0,0,9,4,16,119,221,311,287,319,165,123,1581
124,713,881,697,504,307,187,60,3505,0,0,0,0,5,3,6,21,78,85,118,90,68,47,23,545,9,0,4,8,19,45,142,312,878,687,489,178,180,96,90,3143,9,9,45,20,85,148,259,287,476,212,122,38,43,25,42,1808,3,0,0,3,11,9,28,34,69,52,27,16,9,4,23,285,3,0,0,0,0,3,4,6,22,22,32,20,22,10,22,157,331,127,110,73,773,301,2440,1036,1850,465,246,99,69,74,364,8365,4,0,5,0,11,3,33,8,28,10,12,7,3,3,1192,1314,367,143,168,106,938,550,3038,1936,4836,3564,3742,2358,2057,1059,1984,26837,10,4,5,0,3,3,16,32,281,693,1686,1686,2595,2091,756,9849,0,0,0,0,13,9,34,56,262,237,195,143,101,57,85,1202,4,4,6,3,8,19,36,111,1098,2011,2243,2012,1775,1213,728,11275,3,0,0,0,4,3,3,15,130,255,374,348,357,183,118,1783
125,959,860,677,397,275,170,58,3584,0,0,0,0,3,3,16,20,95,90,102,82,65,52,29,570,11,5,7,14,41,114,337,578,1328,910,596,171,216,138,71,4544,6,26,75,103,166,240,307,262,433,200,107,51,29,21,44,2063,7,8,9,5,23,27,33,52,69,36,17,15,5,9,33,343,0,0,0,0,0,0,12,7,40,23,32,24,26,13,26,210,1370,348,240,142,1428,457,2808,958,1674,414,267,85,74,60,399,10738,11,4,3,3,9,8,43,20,41,12,8,3,3,0,1715,1885,1431,401,345,270,1719,902,3794,2226,5608,3832,3911,2411,2526,1423,2490,33281,8,0,9,0,4,10,29,54,543,1168,2064,2053,2873,2556,642,12015,3,3,9,11,31,45,124,169,506,336,234,184,141,98,123,2010,0,0,6,3,4,37,88,186,1479,1934,1980,1786,1645,1442,547,11147,0,0,0,0,5,13,14,45,183,220,347,289,368,297,114,1901
126,324,364,333,286,190,258,28,1863,0,0,0,0,0,3,3,11,35,39,38,47,42,53,16,284,3,0,4,5,5,43,76,155,427,379,304,151,190,175,32,1942,3,7,54,27,68,90,104,138,220,128,83,50,49,61,19,1105,0,0,0,0,0,7,9,6,29,23,13,9,14,7,3,137,0,0,0,0,5,0,0,0,6,8,13,12,10,25,7,90,651,206,103,35,493,175,1013,473,1008,368,297,117,122,144,175,5375,0,0,0,0,11,3,5,3,13,3,3,0,0,3,883,936,671,228,168,73,591,345,1280,907,2412,1788,1944,1508,1691,1727,1232,16565,3,3,0,0,3,3,7,17,147,314,571,715,1482,2651,375,6293,3,0,4,0,11,12,36,43,158,123,115,79,95,134,66,883,0,7,0,0,0,5,28,59,366,628,842,887,1149,2154,387,6510,0,0,0,3,0,6,3,4,52,80,121,122,222,264,60,929
127,612,534,421,242,164,84,40,2247,3,0,0,3,3,3,11,11,72,80,90,50,53,20,30,418,7,4,8,10,31,113,282,499,980,557,302,95,100,57,98,3142,10,20,61,56,94,162,250,215,327,116,52,24,13,14,45,1448,12,3,8,0,12,19,34,32,67,28,19,9,7,7,42,304,3,0,0,0,0,4,4,4,29,19,27,24,14,8,24,180,860,264,184,150,1544,480,3491,752,1199,234,127,45,39,52,447,9859,14,0,4,3,19,11,45,11,40,13,15,3,0,3,1168,1344,915,303,272,224,1744,827,4238,1723,3937,2432,2540,1583,1362,647,1992,24741,14,3,0,3,3,11,19,58,499,1127,2131,1969,2552,1992,760,11144,7,8,3,3,28,42,92,119,435,309,242,128,126,97,140,1769,0,3,5,4,9,28,68,173,1255,1915,1926,1580,1449,1051,616,10090,0,0,4,0,3,12,17,23,168,208,314,287,312,183,126,1651
128,330,455,489,367,297,333,37,2368,0,0,0,0,0,6,3,12,40,40,68,65,59,63,15,374,7,0,3,0,10,26,66,133,352,383,345,103,222,159,45,1853,10,12,29,14,40,97,132,172,392,210,152,69,46,63,30,1470,3,0,0,0,0,4,12,14,48,31,26,22,9,20,9,189,0,0,0,0,0,0,0,0,9,9,26,19,26,24,10,131,263,124,66,40,575,234,1508,907,1999,565,370,161,148,151,332,7444,3,0,4,0,3,4,15,5,19,0,4,0,3,3,1050,1117,294,147,108,61,644,391,1815,1349,3572,2206,2571,1819,2212,1745,1604,20542,4,0,3,0,3,0,9,10,117,297,724,1019,1949,2617,604,7354,0,0,0,3,3,10,21,35,135,159,134,141,144,128,97,1004,11,4,6,3,3,15,22,61,556,1197,1686,2010,2235,2851,733,11384,4,0,0,0,3,0,6,9,62,104,216,243,355,340,109,1453
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
