SA4_CODE_2016,C06_SH_FH_CF_no_ch,C06_SH_FH_CF_w_ch,C06_SH_FH_One_PFam,C06_SH_FH_oth_fa,C06_SH_FH_Tot,C06_SH_LP_H,C06_SH_GH,C06_SH_OH,C06_SH_Tot,C06_SDRTHT1S_FH_CF_no_ch,C06_SDRTHT1S_FH_CF_w_ch,C06_SDRTHT1S_FH_One_PFam,C06_SDRTHT1S_FH_oth_fa,C06_SDRTHT1S_FH_Tot,C06_SDRTHT1S_LP_H,C06_SDRTHT1S_GH,C06_SDRTHT1S_OH,C06_SDRTHT1S_Tot,C06_SDRTHT2S_FH_CF_no_ch,C06_SDRTHT2S_FH_CF_w_ch,C06_SDRTHT2S_FH_One_PFam,C06_SDRTHT2S_FH_oth_fa,C06_SDRTHT2S_FH_Tot,C06_SDRTHT2S_LP_H,C06_SDRTHT2S_GH,C06_SDRTHT2S_OH,C06_SDRTHT2S_Tot,C06_SDRTHT_FH_CF_no_ch,C06_SDRTHT_FH_CF_w_ch,C06_SDRTHT_FH_One_PFam,C06_SDRTHT_FH_oth_fa,C06_SDRTHT_FH_Tot,C06_SDRTHT_LP_H,C06_SDRTHT_GH,C06_SDRTHT_OH,C06_SDRTHT_Tot,C06_F_u_a_1_2_FH_CF_no_ch,C06_F_u_a_1_2_FH_CF_w_ch,C06_F_u_a_1_2_FH_One_PFam,C06_F_u_a_1_2_FH_oth_fa,C06_F_u_a_1_2_FH_Tot,C06_F_u_a_1_2_LP_H,C06_F_u_a_1_2_GH,C06_F_u_a_1_2_OH,C06_F_u_a_1_2_Tot,C06_F_u_a_3_FH_CF_no_ch,C06_F_u_a_3_FH_CF_w_ch,C06_F_u_a_3_FH_One_PFam,C06_F_u_a_3_FH_oth_fa,C06_F_u_a_3_FH_Tot,C06_F_u_a_3_LP_H,C06_F_u_a_3_GH,C06_F_u_a_3_OH,C06_F_u_a_3_Tot,C06_F_u_a_4m_FH_CF_no_ch,C06_F_u_a_4m_FH_CF_w_ch,C06_F_u_a_4m_FH_One_PFam,C06_F_u_a_4m_FH_oth_fa,C06_F_u_a_4m_FH_Tot,C06_F_u_a_4m_LP_H,C06_F_u_a_4m_GH,C06_F_u_a_4m_OH,C06_F_u_a_4m_Tot,C06_F_u_a_a_h_FH_CF_no_ch,C06_F_u_a_a_h_FH_CF_w_ch,C06_F_u_a_a_h_FH_One_PFam,C06_F_u_a_a_h_FH_oth_fa,C06_F_u_a_a_h_FH_Tot,C06_F_u_a_a_h_LP_H,C06_F_u_a_a_h_GH,C06_F_u_a_a_h_OH,C06_F_u_a_a_h_Tot,C06_F_u_a_T_FH_CF_no_ch,C06_F_u_a_T_FH_CF_w_ch,C06_F_u_a_T_FH_One_PFam,C06_F_u_a_T_FH_oth_fa,C06_F_u_a_T_FH_Tot,C06_F_u_a_T_LP_H,C06_F_u_a_T_GH,C06_F_u_a_T_OH,C06_F_u_a_T_Tot,C06_OD_C_c_hb_FH_CF_no_ch,C06_OD_C_c_hb_FH_CF_w_ch,C06_OD_C_c_hb_FH_One_PFam,C06_OD_C_c_hb_FH_oth_fa,C06_OD_C_c_hb_FH_Tot,C06_OD_C_c_hb_LP_H,C06_OD_C_c_hb_GH,C06_OD_C_c_hb_OH,C06_OD_C_c_hb_Tot,C06_OD_Ih_t_s_FH_CF_no_ch,C06_OD_Ih_t_s_FH_CF_w_ch,C06_OD_Ih_t_s_FH_One_PFam,C06_OD_Ih_t_s_FH_oth_fa,C06_OD_Ih_t_s_FH_Tot,C06_OD_Ih_t_s_LP_H,C06_OD_Ih_t_s_GH,C06_OD_Ih_t_s_OH,C06_OD_Ih_t_s_Tot,C06_OD_H_f_so_FH_CF_no_ch,C06_OD_H_f_so_FH_CF_w_ch,C06_OD_H_f_so_FH_One_PFam,C06_OD_H_f_so_FH_oth_fa,C06_OD_H_f_so_FH_Tot,C06_OD_H_f_so_LP_H,C06_OD_H_f_so_GH,C06_OD_H_f_so_OH,C06_OD_H_f_so_Tot,C06_OD_T_FH_CF_no_ch,C06_OD_T_FH_CF_w_ch,C06_OD_T_FH_One_PFam,C06_OD_T_FH_oth_fa,C06_OD_T_FH_Tot,C06_OD_Tot_LP_H,C06_OD_Tot_GH,C06_OD_Tot_OH,C06_OD_T_T,C06_DS_ns_FH_CF_no_ch,C06_DS_ns_FH_CF_w_ch,C06_DS_ns_FH_One_PFam,C06_DS_ns_FH_oth_fa,C06_DS_ns_FH_Tot,C06_DS_ns_LP_H,C06_DS_ns_GH,C06_DS_ns_OH,C06_DS_NS_T,C06_T_FH_CF_no_ch,C06_T_FH_CF_w_ch,C06_T_FH_One_PFam,C06_T_FH_oth_fa,C06_T_FH_Tot,C06_Tot_LP_H,C06_Tot_GH,C06_Tot_OH,C06_T_T,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_Sd_r_t_1_FH_CF_no_ch,C11_Sd_r_t_1_FH_CF_w_ch,C11_Sd_r_t_1_FH_One_PFam,C11_Sd_r_t_1_FH_oth_fa,C11_Sd_r_t_1_FH_Tot,C11_Sd_r_t_1_LP_H,C11_Sd_r_t_1_GH,C11_Sd_r_t_1_OH,C11_Sd_r_t_1_Tot,C11_Sd_r_t_2m_FH_CF_no_ch,C11_Sd_r_t_2m_FH_CF_w_ch,C11_Sd_r_t_2m_FH_One_PFam,C11_Sd_r_t_2m_FH_oth_fa,C11_Sd_r_t_2m_FH_Tot,C11_Sd_r_t_2m_LP_H,C11_Sd_r_t_2m_GH,C11_Sd_r_t_2m_OH,C11_Sd_r_t_2m_Tot,C11_Sd_r_t_T_FH_CF_no_ch,C11_Sd_r_t_T_FH_CF_w_ch,C11_Sd_r_t_T_FH_One_PFam,C11_Sd_r_t_T_FH_oth_fa,C11_Sd_r_t_T_FH_Tot,C11_Sd_r_t_T_LP_H,C11_Sd_r_t_T_GH,C11_Sd_r_t_T_OH,C11_Sd_r_t_T_Tot,C11_F_u_a_1_2_FH_CF_no_ch,C11_F_u_a_1_2_FH_CF_w_ch,C11_F_u_a_1_2_FH_One_PFam,C11_F_u_a_1_2_FH_oth_fa,C11_F_u_a_1_2_FH_Tot,C11_F_u_a_1_2_LP_H,C11_F_u_a_1_2_GH,C11_F_u_a_1_2_OH,C11_F_u_a_1_2_Tot,C11_F_u_a_3_FH_CF_no_ch,C11_F_u_a_3_FH_CF_w_ch,C11_F_u_a_3_FH_One_PFam,C11_F_u_a_3_FH_oth_fa,C11_F_u_a_3_FH_Tot,C11_F_u_a_3_LP_H,C11_F_u_a_3_GH,C11_F_u_a_3_OH,C11_F_u_a_3_Tot,C11_F_u_a_4m_FH_CF_no_ch,C11_F_u_a_4m_FH_CF_w_ch,C11_F_u_a_4m_FH_One_PFam,C11_F_u_a_4m_FH_oth_fa,C11_F_u_a_4m_FH_Tot,C11_F_u_a_4m_LP_H,C11_F_u_a_4m_GH,C11_F_u_a_4m_OH,C11_F_u_a_4m_Tot,C11_F_u_a_a_h_FH_CF_no_ch,C11_F_u_a_a_h_FH_CF_w_ch
111,28570,35517,12952,1091,78131,20915,3272,2897,105215,1500,555,839,81,2978,3365,333,250,6922,930,494,674,73,2171,1340,459,282,4243,2434,1049,1510,155,5145,4700,789,529,11170,1206,296,614,94,2216,4743,486,552,7996,334,82,200,43,652,1178,218,276,2325,329,69,57,12,472,520,126,257,1375,43,14,36,0,93,182,15,25,313,1911,469,910,145,3435,6626,840,1110,12005,242,58,50,5,355,579,22,116,1068,4,3,0,0,11,31,0,3,42,88,59,62,13,221,149,28,53,450,334,115,115,18,585,758,56,174,1568,20,5,3,0,33,34,0,4,72,33266,37156,15488,1410,87326,33033,4957,4713,130027,29978,35898,13460,1178,80510,21555,3740,2545,108351,1695,619,788,86,3198,3962,345,257,7759,1131,631,728,84,2581,1597,507,280,4969,2833,1251,1522,171,5780,5557,857,540,12721,1328,373,672,99,2463,4914,523,450,8354,413,98,188,32,731,1183,222,212,2345,542,147,82,24,791,720,158,262,1934,33,15
112,18998,20345,8241,568,48155,12651,2366,2569,65737,1887,681,851,53,3473,2824,279,201,6782,697,387,560,33,1679,1063,199,223,3168,2583,1067,1412,91,5155,3886,482,423,9944,1126,492,932,69,2621,3478,424,587,7107,294,57,101,11,464,465,75,144,1151,230,38,43,4,315,224,30,160,727,21,21,28,0,69,114,12,10,199,1677,604,1099,90,3468,4277,537,906,9189,698,141,165,13,1017,1435,61,1537,4048,208,20,21,0,254,360,11,61,682,89,60,27,3,175,106,30,28,334,998,220,211,17,1444,1896,104,1622,5071,4,13,5,0,17,15,3,21,59,24262,22245,10970,765,58244,22723,3492,5535,89998,20310,20187,8736,590,49825,14235,2591,2455,69107,1841,843,923,66,3666,3024,325,526,7537,888,528,641,39,2097,1441,281,219,4043,2728,1369,1570,98,5770,4472,606,748,11589,1202,484,879,67,2622,3505,337,464,6931,365,104,165,7,644,614,83,193,1540,227,46,47,4,321,261,41,142,760,31,16
113,13597,16795,5328,451,36180,10121,1152,1323,48776,263,114,109,24,506,754,70,41,1376,38,21,11,6,75,67,24,18,175,298,131,123,25,580,821,90,61,1553,541,248,335,74,1202,2328,301,337,4166,5,0,5,0,11,98,7,15,137,14,8,7,0,24,57,3,4,88,4,0,3,0,11,24,0,8,41,568,261,349,76,1253,2508,312,363,4433,57,25,11,3,95,179,13,260,546,3,10,3,0,19,18,0,16,58,53,50,15,9,124,81,13,16,231,109,88,30,12,239,278,23,296,836,3,5,3,0,7,5,0,3,17,14580,17285,5831,567,38258,13729,1579,2038,55608,14335,15954,5487,505,36282,11018,1309,1529,50138,332,178,122,22,654,841,62,110,1676,64,40,21,4,124,131,30,36,321,400,216,140,30,781,979,91,150,1998,609,254,287,47,1199,2196,233,314,3940,20,3,0,0,27,62,3,24,122,16,6,6,0,31,47,0,15,94,7,3
114,15113,13230,5178,310,33829,9756,1021,1790,46403,500,182,146,13,831,901,48,79,1856,109,40,55,3,206,200,16,42,462,606,219,200,11,1043,1097,63,114,2318,274,78,119,14,489,1155,66,129,1837,3,0,5,0,15,25,3,12,50,3,0,0,0,5,7,0,10,25,19,8,9,0,33,63,0,4,99,304,88,137,14,543,1247,67,155,2008,200,30,25,6,263,444,14,139,863,5,11,4,0,18,8,0,4,32,17,36,12,0,60,24,0,5,99,225,73,31,6,340,480,16,151,989,3,4,0,0,8,5,0,3,10,16254,13606,5555,343,35755,12591,1168,2215,51730,15974,12973,5517,349,34809,11026,1037,1942,48821,655,239,266,28,1191,1296,52,139,2679,150,52,64,3,271,218,21,27,537,807,294,327,31,1456,1518,71,171,3209,279,53,138,17,491,1151,58,111,1807,0,0,9,0,5,14,0,3,19,3,0,0,0,3,9,0,0,15,13,5
115,13079,30885,4405,395,48766,4995,687,1493,55942,325,171,117,6,624,479,24,47,1178,1083,1162,557,53,2849,882,156,135,4021,1407,1335,671,62,3474,1362,177,182,5201,240,42,43,9,329,699,16,27,1071,163,81,46,9,294,329,43,38,701,140,40,29,7,213,114,27,34,383,23,8,4,0,37,46,3,0,92,566,168,127,18,883,1185,84,99,2253,57,41,15,4,121,175,12,43,345,5,11,0,0,16,11,0,202,234,4,10,4,0,21,12,0,4,33,70,62,23,4,155,198,12,248,618,3,3,0,0,9,0,0,0,12,15127,32462,5225,476,53290,7738,965,2029,64017,13765,31651,4873,418,50710,5391,700,1394,58198,518,268,118,16,926,771,25,48,1769,1056,1502,568,40,3163,909,131,114,4317,1570,1771,683,58,4087,1679,158,161,6084,148,67,46,7,271,505,14,26,812,177,137,77,13,398,231,38,37,704,291,144,72,7,506,259,58,74,902,26,27
116,14658,34302,11160,899,61019,10071,1495,2506,75093,850,1405,897,62,3207,1152,95,213,4668,823,1654,1103,80,3661,972,187,211,5033,1669,3055,2000,138,6868,2126,286,429,9705,137,70,121,4,329,889,24,92,1337,227,337,187,33,783,559,57,232,1631,250,293,169,32,746,295,71,108,1218,14,14,9,3,40,45,7,4,99,629,709,485,77,1900,1788,157,435,4281,111,34,56,3,205,323,15,78,615,3,3,0,0,7,10,0,0,20,19,21,10,0,47,36,6,8,91,126,61,67,3,258,364,22,85,730,6,13,4,0,20,3,0,3,24,17088,38146,13713,1120,70060,14357,1964,3455,89834,15538,37069,12144,970,65713,10816,1602,2018,80153,728,1285,689,66,2767,1141,92,141,4139,1164,3027,1329,98,5617,1137,179,252,7183,1899,4310,2011,157,8381,2281,269,392,11321,154,99,76,11,341,943,35,94,1408,303,427,210,45,986,495,87,95,1666,489,611,242,57,1397,416,102,114,2029,29,17
117,3902,5927,2013,310,12155,3229,1091,1327,17802,2418,1712,765,161,5052,2418,904,741,9114,3399,2536,1206,318,7457,3151,2221,2370,15201,5818,4248,1969,479,12509,5565,3127,3109,24312,1406,624,491,168,2695,3259,765,1679,8395,2841,1704,979,254,5782,5807,1286,2549,15426,9638,2504,1436,990,14568,15271,4511,12640,46994,37,26,11,0,79,79,25,32,219,13934,4855,2927,1419,23128,24418,6584,16905,71031,7,7,4,0,18,8,3,7,35,5,0,0,0,6,341,0,4,356,138,120,49,19,323,222,100,193,839,148,130,54,22,350,573,98,208,1235,26,20,5,6,59,43,30,128,255,23826,15174,6968,2233,48202,33834,10929,21675,114637,3776,6066,1865,298,11999,3011,1172,795,16978,2539,2151,991,183,5868,2500,1031,554,9943,3942,3096,1290,314,8641,3476,2701,1451,16268,6481,5246,2283,491,14508,5968,3731,2000,26210,1698,721,465,143,3017,3549,751,965,8285,3347,1815,1060,292,6514,5888,1590,1577,15563,13523,3672,1731,1164,20096,19668,6013,8142,53918,42,13
118,5821,11614,2349,429,20203,4134,972,1883,27201,1553,2274,654,105,4588,1613,422,566,7190,2326,2989,942,153,6406,1909,858,961,10134,3882,5261,1596,258,10997,3523,1279,1528,17321,2625,1508,930,212,5272,4384,1442,1865,12968,4703,2037,1401,432,8579,7505,2523,3347,21951,4549,1705,1037,534,7823,7607,2105,3177,20714,30,24,15,3,73,63,14,24,184,11912,5276,3381,1186,21746,19563,6081,8420,55814,4,6,0,0,9,3,3,3,24,0,0,0,0,5,36,0,3,42,125,98,49,12,285,173,63,118,637,134,102,53,12,296,215,64,122,697,34,18,6,0,62,38,10,21,130,21775,22270,7386,1881,53307,27478,8407,11971,101166,5508,11717,2294,345,19861,3734,934,1337,25862,1497,2474,705,97,4772,1598,440,418,7221,2630,3803,1064,151,7656,2178,937,879,11643,4123,6281,1768,253,12423,3774,1371,1293,18866,2339,1556,793,175,4868,3560,1287,1383,11101,5373,2598,1573,417,9963,7745,2804,2519,23029,6018,2536,1206,529,10291,8933,2764,2953,24938,28,15
119,22729,46496,11951,1357,82540,16382,1833,3522,104275,2214,2912,1248,147,6524,3373,270,500,10666,1976,3881,1466,132,7457,1977,253,514,10200,4197,6795,2713,281,13984,5354,517,1014,20870,3053,3873,2133,311,9368,6554,838,1747,18502,3496,4267,2402,387,10546,5492,928,1470,18431,2863,2646,1244,287,7044,3370,1036,1200,12650,41,76,28,8,155,102,10,25,286,9450,10859,5808,983,27101,15513,2814,4436,49867,24,34,12,3,73,93,4,43,215,0,6,4,0,12,13,0,0,27,94,177,86,15,369,174,36,98,680,124,216,100,15,464,280,40,141,919,8,27,4,3,41,57,0,22,115,36509,64397,20580,2642,124126,37579,5204,9135,176052,22173,47266,12845,1440,83722,15757,1956,3140,104582,2141,2955,1218,132,6446,3462,265,415,10589,2339,5340,1844,176,9694,2202,337,594,12829,4479,8293,3064,309,16135,5666,601,1015,23415,3449,4637,2062,358,10506,5715,854,1381,18455,4375,5191,2661,421,12656,5972,1031,1432,21078,3366,3225,1440,336,8361,3350,1093,936,13747,46,62
120,9837,18451,4122,653,33063,7127,1563,1963,43717,1976,1803,662,100,4535,1909,445,429,7321,2296,2332,807,135,5569,1938,591,603,8704,4269,4136,1464,237,10105,3843,1038,1029,16024,2247,1669,1073,227,5211,4646,859,1124,11835,3024,2046,1134,347,6554,4871,1174,1200,13808,2690,1552,692,255,5189,2965,1042,1261,10459,38,29,15,3,86,105,22,39,245,8001,5302,2917,826,17041,12576,3096,3626,36349,12,9,0,0,15,10,0,6,34,0,4,0,0,5,36,0,0,44,153,148,57,21,382,222,73,112,785,167,157,61,21,409,261,81,112,864,3,4,3,0,12,8,3,3,24,22272,28047,8563,1746,60625,23821,5781,6742,96972,9580,19095,4307,670,33653,6785,1490,1462,43388,1883,2285,678,118,4971,1917,465,379,7727,2369,2756,875,138,6130,2006,604,481,9225,4250,5041,1553,262,11104,3923,1065,858,16954,2558,1829,1030,226,5633,4523,911,970,12034,3541,2489,1233,328,7589,4581,1220,988,14382,4351,2542,998,327,8211,3985,1405,1459,15058,47,38
121,17966,36494,6030,730,61209,9726,1323,2197,74454,1032,985,352,39,2403,1108,173,232,3922,2069,1828,688,94,4679,1732,391,447,7252,3100,2815,1039,134,7091,2843,563,678,11173,2338,1145,648,177,4312,4094,653,717,9777,4074,1829,1004,268,7167,6645,1263,1424,16501,6635,2822,1371,551,11375,9644,1703,3361,26087,62,44,25,3,137,137,15,20,313,13106,5840,3047,995,22991,20516,3640,5522,52673,17,12,5,0,39,25,0,11,71,3,3,0,0,7,27,0,0,36,106,86,35,12,250,244,27,70,585,130,108,43,16,293,290,34,81,695,7,6,6,5,24,31,6,3,68,34309,45257,10161,1874,91614,33406,5561,8483,139065,18012,37864,6179,708,62761,9456,1187,1991,75395,1064,1108,340,47,2554,1293,159,169,4170,2252,2144,748,76,5228,1810,399,403,7834,3314,3253,1088,125,7779,3101,556,566,12005,2621,1325,647,140,4725,4079,619,763,10188,4721,2466,1209,277,8677,6895,1304,1388,18268,7870,4433,1772,555,14631,10089,1803,2672,29193,52,32
122,13341,24493,4784,471,43094,6828,1142,1681,52741,453,476,159,17,1106,775,61,86,2028,1208,998,381,42,2626,1133,126,164,4049,1662,1477,535,53,3725,1913,191,247,6076,1676,740,449,74,2943,2924,455,547,6859,3269,1488,1001,169,5919,4454,952,1136,12456,1875,593,295,65,2831,2280,491,848,6456,127,115,52,0,292,218,26,33,571,6948,2929,1804,305,11985,9875,1920,2563,26349,47,28,19,4,92,102,7,64,270,3,0,0,0,6,33,0,3,41,33,34,20,0,88,71,26,27,207,81,62,44,3,192,206,30,93,523,9,14,0,0,20,5,0,4,34,22037,28973,7170,835,59018,18830,3280,4591,85721,12874,25861,4700,431,43863,6535,1027,1421,52839,588,568,205,15,1372,896,98,103,2467,1270,1494,526,43,3337,1204,160,195,4896,1856,2059,729,58,4707,2098,257,299,7365,1855,1024,576,75,3523,3285,437,483,7725,3687,1986,1065,150,6887,4491,956,786,13126,2353,881,392,78,3709,2550,490,620,7369,64,60
123,13690,29266,8724,582,52256,8143,1038,2180,63615,829,880,951,65,2718,1686,114,270,4795,495,770,1197,53,2513,985,112,259,3877,1322,1649,2149,116,5238,2672,227,533,8668,186,93,131,11,421,730,42,94,1292,61,19,20,0,97,74,4,26,207,32,6,27,3,74,89,16,21,200,18,12,9,0,31,29,0,7,66,298,130,182,17,628,923,66,150,1767,25,21,14,0,58,134,18,26,241,4,10,0,0,16,3,0,0,18,16,18,10,0,37,40,4,15,95,47,46,19,0,113,177,20,43,360,0,16,7,0,18,0,0,3,24,15353,31102,11074,722,58253,11923,1350,2913,74432,14920,29511,9513,688,54632,8805,1179,1879,66494,993,925,760,70,2741,1827,142,188,4900,635,1030,982,63,2711,1125,139,267,4242,1628,1952,1737,135,5452,2952,283,452,9138,216,113,132,19,481,867,52,124,1524,159,40,31,3,231,216,16,36,500,91,24,33,5,151,119,14,13,298,22,20
124,20002,35488,10974,760,67222,13890,1905,2760,85786,749,518,642,41,1953,1819,160,167,4104,626,602,699,73,1996,938,211,195,3342,1381,1113,1341,116,3945,2762,377,363,7447,382,170,287,45,885,1861,115,196,3059,189,95,183,16,488,953,101,140,1678,33,19,35,5,93,135,9,36,275,25,20,14,3,60,93,4,17,172,632,303,519,70,1521,3036,226,390,5176,69,31,16,0,117,161,3,25,310,0,9,0,0,10,35,0,6,50,18,18,16,3,56,62,3,17,138,90,53,37,3,184,254,8,47,498,3,11,3,0,20,6,0,3,30,22104,36972,12873,946,72894,19948,2525,3567,98930,20621,34458,11238,805,67124,14607,1944,2785,86466,936,719,827,52,2534,2168,173,217,5082,893,1037,982,77,2992,1549,196,225,4958,1828,1751,1804,131,5520,3712,367,443,10040,410,393,355,33,1193,1464,119,192,2960,325,199,240,36,795,1001,118,167,2085,95,75,52,13,238,242,26,41,551,82,61
125,16166,34033,9455,1078,60727,11877,1635,2766,77002,1068,1595,738,80,3476,2342,177,275,6273,1542,2947,1082,136,5708,1414,285,411,7815,2612,4536,1820,216,9186,3763,459,690,14092,1950,2125,1044,212,5326,4214,574,1124,11241,2522,2749,1323,337,6928,3601,848,1250,12633,1942,1726,722,241,4631,2340,776,1208,8959,27,37,16,0,83,95,15,25,208,6441,6636,3103,787,16965,10254,2211,3608,33037,13,23,12,0,43,9,0,0,55,0,8,3,0,10,81,0,3,93,38,88,35,7,164,97,18,44,329,52,116,46,7,220,181,18,49,478,59,98,20,4,187,95,50,52,377,25335,45419,14442,2088,87285,26161,4370,7172,124990,16056,34994,9757,1149,61953,11514,1709,2416,77602,1395,2460,931,122,4907,2480,233,373,7993,1818,4039,1323,166,7350,1555,379,466,9754,3215,6497,2255,291,12259,4033,614,834,17742,2566,2865,1188,257,6885,4527,625,895,12933,3572,4235,1675,388,9868,3994,901,1228,15993,2688,2359,748,253,6049,2418,786,1047,10294,41,65
126,8341,16325,3215,463,28339,4967,843,1122,35272,806,904,345,53,2113,1039,127,141,3414,1044,1110,372,55,2585,1078,231,280,4167,1849,2021,720,110,4698,2113,356,422,7581,517,277,152,44,1000,1467,138,221,2831,1707,1197,677,240,3824,3388,717,884,8813,697,402,227,62,1382,1337,244,344,3310,22,16,4,3,50,39,0,7,95,2946,1896,1064,353,6253,6225,1105,1460,15041,9,6,0,0,18,7,0,51,76,0,6,0,0,9,8,0,3,19,15,39,7,4,63,24,6,18,117,20,55,6,4,88,38,10,76,210,12,19,4,0,41,8,4,11,62,13166,20310,5013,927,39411,13362,2314,3083,58167,8096,17023,3223,415,28758,4982,853,787,35377,789,976,344,48,2158,1081,150,105,3490,989,1305,414,61,2764,996,244,112,4115,1776,2285,757,103,4924,2078,391,222,7608,685,395,217,49,1345,1666,196,154,3362,1823,1293,573,175,3864,2914,692,355,7824,1455,962,415,131,2966,1808,414,362,5549,6,9
127,14613,41110,11682,1039,68448,8932,1217,3200,81800,725,1257,807,72,2860,1082,75,266,4288,964,2499,1415,122,4994,1099,160,367,6625,1683,3761,2219,187,7857,2188,230,635,10911,514,841,655,65,2082,1548,118,344,4089,737,1221,803,128,2888,1597,203,551,5238,534,916,496,67,2013,869,124,299,3297,7,26,15,3,46,34,0,17,101,1790,3012,1969,261,7035,4042,445,1199,12724,27,24,8,0,59,108,7,43,209,4,9,0,0,16,11,0,0,24,12,38,28,3,79,30,9,7,124,45,69,34,8,150,153,15,51,365,7,9,16,0,32,7,0,4,46,18138,47963,15912,1502,83522,15316,1909,5099,105847,14818,41344,12685,1128,69978,9417,1246,2890,83542,886,1812,995,84,3783,1361,95,205,5439,1249,3546,1703,135,6634,1429,203,308,8567,2133,5361,2697,224,10411,2787,294,508,14008,440,666,536,48,1690,1411,125,320,3543,901,1453,983,118,3452,1770,220,452,5902,664,1202,598,79,2541,987,134,465,4126,29,47
128,12596,25331,4505,430,42861,5961,659,1138,50625,786,509,289,21,1609,1299,53,86,3039,1463,1346,780,62,3654,1267,182,212,5317,2249,1855,1076,86,5261,2569,235,294,8358,653,243,293,23,1218,1922,163,313,3615,1625,682,654,109,3069,2809,487,591,6962,1459,527,526,91,2600,2135,365,485,5589,23,18,12,0,57,61,5,10,127,3763,1469,1484,225,6942,6927,1024,1401,16293,23,14,4,0,46,64,7,34,154,0,0,0,0,0,7,0,0,5,11,29,20,8,73,28,12,10,121,38,44,29,8,114,103,14,54,287,10,10,8,0,23,6,0,0,32,18655,28716,7091,743,55204,15568,1935,2884,75594,12790,25555,4668,394,43392,6179,637,949,51158,772,444,347,23,1588,1396,54,90,3133,1582,1501,851,63,4001,1405,159,191,5762,2349,1947,1196,88,5584,2799,219,288,8891,770,272,331,40,1412,2010,199,241,3866,1857,979,849,107,3789,3047,522,543,7906,1462,615,466,77,2617,2035,271,341,5265,17,18
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
