SA4_CODE_2016,C11_M_25_29_Tot_LF,C11_M_25_29_Notin_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Notin_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Notin_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Notin_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Notin_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Notin_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Notin_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Notin_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Notin_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Notin_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75ov_Em_FT,C11_M_75ov_Em_PT,C11_M_75ov_Em_AFW,C11_M_75ov_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75ov_Unem_Lo_ft_wor,C11_M_75ov_Unem_Lo_pt_wor,C11_M_75ov_Unempl_Tot,C11_M_75ov_Tot_LF,C11_M_75ov_Notin_LF,C11_M_75ov_LF_NS,C11_M_75ov_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_T_T_labo_for,C11_M_Tot_Notin_LF,C11_M_Tot_LF_NS,C11_M_T_T,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Notin_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Notin_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot,C16_M_25_29_Tot_LF,C16_M_25_29_Notin_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Notin_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Notin_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS
111,9445,1059,510,11016,7092,895,248,183,8410,329,68,395,8803,836,464,10107,7583,991,253,182,9008,312,59,372,9380,1023,446,10848,7645,947,294,211,9092,298,78,382,9476,1209,476,11165,7489,1023,315,173,9004,282,77,361,9363,1482,476,11318,7485,1062,361,152,9067,253,62,321,9383,1712,507,11605,5872,1103,395,127,7502,201,59,256,7755,2484,411,10657,3138,1249,234,85,4710,135,86,220,4925,4632,425,9981,862,785,81,35,1762,17,30,45,1803,5937,395,8134,195,307,19,19,541,3,4,14,550,5248,342,6138,74,178,15,19,286,3,11,11,295,10398,1061,11752,61765,15215,3032,1776,81797,3432,1579,5010,86803,42901,6560,136266,1212,2847,175,98,4332,509,887,1397,5727,4981,352,11055,4660,3218,256,198,8322,887,550,1440,9764,2359,502,12627,6940,1750,233,185,9105,499,188,691,9793,1255,590,11638,7757,1222,246,152,9382,442,121,561,9944,1055,508,11508,7217,1034,166,131,8551,394,75,472,9017,979,452,10459,7538,1083,188,145
112,3904,635,284,4821,2889,758,132,111,3883,262,71,332,4219,617,304,5137,3695,955,142,124,4905,290,79,371,5280,765,323,6365,3999,1043,166,127,5335,289,101,386,5727,923,359,7006,4300,1172,186,164,5821,312,66,380,6202,1211,392,7806,4461,1320,218,122,6128,294,113,407,6530,1645,451,8628,3638,1393,265,108,5400,267,113,384,5780,2278,388,8452,2106,1322,178,69,3674,178,116,298,3975,3546,356,7877,681,599,57,36,1373,22,24,47,1419,4278,292,5994,208,262,21,21,509,10,7,16,521,3926,267,4716,157,198,25,37,412,3,3,4,416,8033,880,9327,31591,12535,1753,1245,47121,3131,1306,4436,51557,32389,4983,88921,734,1769,80,108,2694,265,397,662,3351,3203,492,7042,2042,1288,80,128,3539,395,166,565,4104,839,464,5403,2482,960,85,101,3629,261,100,362,3994,627,447,5074,3121,895,125,101,4243,207,63,272,4509,620,472,5603,3469,951,95,99,4615,228,68,291,4910,617,483,6013,3904,1136,130,119
113,3633,452,222,4303,2805,310,100,105,3325,128,27,154,3477,481,200,4156,3193,343,102,96,3726,120,18,137,3863,500,233,4594,3351,321,103,119,3888,120,20,139,4031,495,208,4728,3568,403,97,101,4168,101,28,129,4294,573,229,5100,3529,427,145,92,4190,83,23,108,4296,615,278,5190,2865,443,155,75,3528,85,34,116,3647,920,200,4765,1873,515,133,63,2577,63,32,100,2675,1445,206,4332,690,386,57,32,1173,5,15,17,1191,1994,191,3375,281,217,43,14,550,3,3,4,558,2085,180,2825,187,160,26,19,400,0,3,3,401,3819,415,4637,29413,5479,1240,1013,37138,1326,466,1797,38931,16560,3041,58532,1061,1041,71,73,2247,165,169,333,2578,2368,343,5286,2602,679,67,112,3451,256,102,358,3808,752,379,4940,3062,468,84,99,3716,176,42,218,3937,536,368,4837,3060,382,80,90,3606,149,32,180,3785,539,337,4661,2875,341,67,76,3354,137,25,163,3514,548,324,4379,3132,390,82,65
114,2201,344,156,2698,1701,284,82,52,2116,126,21,143,2263,334,162,2760,2293,348,88,73,2799,132,18,150,2946,408,204,3554,2429,466,89,72,3057,149,29,181,3237,488,206,3926,2725,494,120,72,3410,148,26,178,3588,639,271,4498,2767,604,124,64,3558,145,41,181,3741,819,253,4814,2113,665,148,64,2997,100,50,147,3144,1178,197,4517,1379,771,96,37,2284,79,49,130,2412,2431,259,5101,484,541,46,31,1098,11,23,31,1130,3247,234,4614,147,221,21,12,400,4,9,11,414,3176,244,3834,66,127,17,15,225,0,8,8,234,5436,612,6283,19921,6182,1048,699,27848,1505,530,2030,29882,21112,3238,54226,583,1043,65,62,1756,148,145,291,2047,1854,249,4149,1579,670,53,82,2377,225,78,299,2678,520,258,3456,1933,421,52,63,2475,126,31,164,2636,405,253,3293,2025,403,62,59,2545,121,22,142,2693,435,251,3372,2081,377,62,43,2564,97,22,125,2687,437,239,3364,2468,473,61,48
115,4386,383,169,4941,3983,357,103,98,4545,124,23,148,4693,230,174,5097,5596,446,137,119,6295,131,16,152,6445,284,217,6953,6257,519,139,142,7061,138,20,164,7224,315,236,7770,6447,578,162,126,7311,169,21,197,7505,342,229,8075,6020,598,138,130,6887,178,16,197,7082,420,256,7757,4691,685,154,98,5628,157,38,196,5825,754,208,6783,3070,951,147,81,4247,116,66,177,4424,1695,208,6332,1136,752,72,35,2003,26,22,47,2052,2457,177,4686,249,344,34,11,642,0,6,5,647,2206,141,2995,90,172,24,16,294,0,3,3,297,3633,307,4232,45191,9633,1527,1219,57577,1550,917,2471,60046,18198,2738,80980,954,2115,125,68,3263,86,487,574,3837,4553,241,8631,3197,2231,104,99,5629,211,284,493,6115,1048,216,7380,3915,672,86,102,4783,175,61,231,5012,396,210,5621,4346,467,80,106,4994,115,27,151,5145,288,172,5611,5572,484,81,93,6232,129,24,153,6385,287,224,6902,6648,627,94,113
116,9344,1106,538,10990,8271,1008,213,323,9814,399,77,477,10288,1022,470,11784,8364,932,222,256,9772,362,73,434,10206,1018,500,11721,7407,870,206,245,8727,339,73,413,9139,1102,491,10731,7085,844,197,203,8322,307,61,371,8695,1150,423,10265,6015,776,190,186,7161,271,54,326,7490,1244,407,9146,4602,698,183,133,5615,241,62,303,5923,1611,351,7887,2800,717,147,97,3762,176,82,260,4025,2427,316,6768,825,394,49,23,1289,20,33,54,1345,3149,285,4781,121,115,22,13,271,3,7,14,284,2652,241,3181,32,42,11,5,86,4,0,5,93,3893,450,4434,58295,11496,1903,2302,73993,3817,1451,5264,79263,28619,5547,113431,1118,2264,139,148,3672,356,781,1137,4811,6782,541,12132,4549,2952,126,319,7943,649,482,1131,9072,2213,573,11857,7236,1602,149,282,9266,490,164,657,9923,1338,616,11874,9467,1279,170,301,11218,434,88,521,11739,1217,664,13620,9938,1200,151,264,11558,432,66,501,12059,1114,632,13806,8653,1124,152,223
117,15352,1944,2531,19831,11693,2001,374,171,14233,401,172,572,14809,1161,2101,18065,9477,1396,290,153,11314,389,97,482,11796,870,1448,14115,7253,1118,216,133,8720,338,69,410,9133,962,1189,11281,5732,921,191,107,6948,255,75,328,7275,1109,912,9304,4404,812,157,85,5461,244,60,302,5766,1147,914,7823,3097,748,133,58,4041,194,69,264,4309,1349,725,6383,1942,765,95,43,2840,144,71,217,3058,1981,664,5702,708,443,36,37,1224,18,21,33,1260,2310,503,4075,171,188,14,14,386,4,11,15,409,2216,400,3027,81,115,12,9,214,3,3,10,221,3860,715,4805,60089,14996,2080,1307,78465,2922,1799,4717,83185,24908,14747,122840,306,1044,69,63,1476,66,354,417,1890,3681,623,6194,4173,3955,195,214,8544,343,869,1218,9760,5396,2239,17399,13149,4110,306,356,17916,507,426,936,18850,2706,3101,24665,14513,2677,313,326,17830,434,177,610,18446,1318,2578,22330,10419,1688,239,195,12540,375,121,494,13035,885,1761,15681,8037,1197,220,137
118,9487,1329,1498,12307,8513,1030,227,153,9917,243,81,318,10238,775,1307,12319,7558,882,219,138,8797,228,75,305,9102,707,1019,10832,6274,743,190,114,7322,196,53,243,7569,713,796,9077,5342,749,164,101,6357,211,40,251,6610,708,669,7980,4362,739,160,100,5360,179,40,214,5572,760,613,6952,3382,735,165,73,4359,152,58,214,4570,913,521,6005,2376,997,104,62,3539,85,71,163,3697,1731,482,5909,1081,725,97,44,1940,11,26,34,1980,2071,439,4488,315,436,36,10,799,8,16,24,824,2198,379,3400,174,362,31,39,604,4,9,12,617,5284,844,6739,49580,12008,1844,1221,64652,1912,1376,3281,67930,24132,10129,102192,244,1150,63,53,1505,51,338,389,1895,4412,433,6741,2486,2533,118,141,5280,216,551,759,6039,3907,950,10893,7146,1762,144,159,9221,250,209,453,9678,1699,1286,12658,8832,1203,170,167,10371,206,80,286,10658,897,1259,12815,7916,864,168,117,9066,185,51,240,9303,688,965,10956,6861,756,131,129
119,16471,2268,1433,20170,12234,2495,378,468,15577,754,179,932,16509,1733,1243,19484,12025,2101,374,466,14963,652,133,783,15742,1589,1109,18447,11217,2002,322,464,14004,600,146,750,14752,1814,990,17554,11008,2097,334,449,13888,545,139,683,14570,2105,1018,17699,9904,1932,326,339,12501,518,125,644,13144,2422,955,16522,7243,1623,328,277,9474,423,164,582,10058,3128,843,14028,4640,1646,235,171,6682,312,151,467,7148,4928,756,12831,1521,912,137,83,2656,20,54,71,2731,6600,612,9942,368,425,40,32,868,7,13,23,888,6491,575,7947,119,194,29,23,370,4,15,21,386,13816,1544,15748,88793,25456,3394,4172,121820,6107,2775,8880,130702,61480,13241,205422,1105,3155,188,185,4630,351,1024,1369,6006,10731,817,17553,6109,6113,258,529,13007,953,1041,1998,15010,5219,1098,21322,12304,4675,294,580,17849,978,517,1492,19338,3193,1447,23979,14291,3358,335,586,18570,851,283,1137,19702,2228,1444,23376,12950,2676,269,443,16338,646,155,805,17141,1833,1144,20118,11831,2246,278,323
120,10152,1100,1072,12324,8144,1258,234,172,9805,314,70,387,10192,721,813,11724,7969,983,226,157,9336,295,59,350,9689,614,728,11026,6791,931,179,162,8059,254,53,308,8368,665,599,9635,6188,911,158,154,7421,266,52,320,7737,737,541,9021,5257,865,177,139,6433,230,60,290,6723,860,536,8111,3964,855,158,102,5086,221,52,269,5353,1140,370,6858,2537,971,144,65,3721,119,79,200,3913,1950,382,6246,928,616,77,33,1645,17,28,42,1692,2576,311,4573,234,260,20,19,536,7,5,12,544,2701,279,3526,95,162,20,18,305,0,10,11,314,5850,801,6970,52479,13599,1821,1553,69448,2532,1351,3882,73330,25142,7570,106040,344,1474,78,64,1954,80,362,446,2401,4173,365,6943,2990,3345,138,197,6666,308,595,910,7578,3081,797,11456,7837,2527,165,261,10791,434,341,776,11561,1775,1101,14438,9477,1552,181,212,11419,317,106,419,11844,901,1020,13767,8299,1125,147,169,9747,254,64,315,10064,699,825,11581,7512,952,144,147
121,10580,780,849,12212,10230,1022,271,148,11669,256,54,312,11984,551,831,13364,11005,978,283,161,12423,304,57,355,12781,580,757,14117,10679,1052,269,170,12169,312,43,362,12527,574,642,13744,9998,1091,226,181,11499,363,46,408,11906,771,578,13260,9034,1108,231,148,10524,343,45,388,10912,865,564,12347,6662,1223,229,110,8217,278,87,364,8578,1261,465,10305,4399,1784,222,75,6480,201,93,291,6774,2597,463,9834,1899,1484,131,36,3548,49,62,106,3655,3781,343,7776,536,797,66,33,1439,13,25,31,1474,3795,288,5555,228,586,53,33,904,3,4,10,916,8794,740,10451,77269,18046,2629,1532,99469,2838,1525,4359,103829,33349,7569,144749,476,2570,150,76,3275,85,626,709,3976,7716,452,12144,3503,3668,177,177,7525,266,450,713,8241,2133,523,10897,8154,1588,177,163,10072,289,142,430,10506,894,800,12197,11167,1256,215,186,12827,265,71,331,13162,641,919,14721,11764,1088,218,162,13229,336,84,413,13645,596,748,14990,11637,1121,165,157
122,5834,377,403,6615,5958,743,179,128,7008,113,31,145,7158,317,433,7907,7421,715,203,124,8464,163,29,195,8653,343,443,9432,7141,785,173,126,8225,171,36,204,8430,403,385,9224,6708,817,165,147,7839,212,19,231,8065,469,391,8928,5586,799,185,102,6672,176,29,206,6879,543,328,7744,4172,920,191,65,5346,130,42,167,5513,794,316,6623,2548,1215,145,69,3987,106,83,187,4179,1820,261,6253,1003,929,83,36,2052,23,29,55,2107,2780,226,5113,301,487,40,16,845,5,9,18,856,2886,201,3946,111,271,27,23,436,0,10,12,444,6307,504,7256,48920,11978,1834,1156,63881,1547,782,2327,66209,21449,4453,92109,627,2138,99,56,2927,59,380,440,3374,3836,279,7481,2763,2056,126,106,5057,140,166,312,5367,797,316,6485,4399,970,113,120,5604,116,64,181,5787,386,406,6576,5709,739,157,109,6713,110,41,153,6862,320,443,7618,6792,687,128,120,7726,115,33,144,7876,340,438,8647,7781,729,161,115
123,6717,642,377,7743,5457,624,144,177,6400,247,34,281,6681,564,310,7561,6005,597,149,199,6950,205,42,246,7201,600,359,8159,5681,593,143,205,6624,191,36,235,6854,641,337,7832,5668,594,161,180,6598,196,34,227,6830,722,366,7912,5491,620,172,151,6436,184,27,212,6649,838,337,7825,4428,583,220,125,5357,192,57,256,5609,1151,286,7049,2766,709,148,73,3693,132,65,205,3891,2137,267,6299,719,410,46,15,1185,7,14,27,1215,2697,211,4116,134,160,19,9,315,0,4,4,324,2112,176,2606,40,65,12,17,126,0,3,3,132,3106,396,3631,47448,8566,1650,1704,59367,2666,945,3610,62978,21072,4310,88360,1405,1874,108,104,3494,332,476,807,4306,4583,419,9308,4257,1833,109,237,6435,505,255,760,7191,1260,481,8928,5588,971,134,195,6887,342,86,432,7323,769,466,8553,6586,788,160,171,7712,254,70,327,8038,644,472,9149,6306,727,160,161,7350,246,45,297,7645,683,434,8765,6457,788,128,135
124,8187,777,453,9414,6614,737,226,180,7754,276,58,327,8081,670,397,9151,7103,756,216,209,8286,230,45,280,8563,716,435,9719,7065,811,226,185,8285,245,69,308,8596,778,440,9816,6858,804,224,198,8083,216,44,265,8346,818,473,9627,6733,895,281,157,8069,213,50,262,8333,985,468,9789,5525,943,254,155,6868,216,56,273,7145,1570,416,9131,3446,1103,179,99,4821,156,87,247,5072,2802,388,8263,931,607,90,33,1666,20,27,46,1709,3552,305,5576,188,221,22,16,446,3,16,20,473,2967,245,3683,57,106,22,13,195,0,10,10,207,4723,539,5462,58196,11562,2348,1889,73996,2933,1117,4055,78048,26666,5436,110151,1793,2303,131,127,4349,332,563,899,5251,4703,419,10372,5061,2214,176,194,7642,565,223,785,8423,1341,522,10285,6726,1100,148,205,8171,354,102,455,8630,935,610,10181,7485,901,158,185,8728,286,51,336,9060,770,554,10382,7297,781,155,153,8383,255,51,303,8691,802,516,10005,7352,907,143,155
125,14743,2377,1584,18705,11359,1931,307,390,13977,646,109,762,14742,1999,1161,17901,9629,1564,243,335,11771,564,114,673,12447,1816,890,15158,8090,1409,252,274,10032,518,95,611,10647,1921,792,13357,7669,1397,246,278,9591,445,110,556,10143,2018,723,12889,6861,1301,213,257,8636,330,91,423,9058,2087,744,11887,5246,1116,235,176,6773,313,108,413,7187,2323,564,10076,3247,1014,165,95,4521,224,106,322,4845,3563,465,8871,1076,637,82,53,1842,28,33,58,1904,4418,439,6759,231,251,26,23,534,0,8,15,544,4266,360,5169,61,128,31,16,236,0,8,8,245,7788,948,8987,69744,18826,2436,3023,94034,4919,2071,6992,101025,46299,10634,157960,853,2111,111,139,3211,274,759,1032,4245,7962,603,12809,4905,4656,205,424,10200,897,890,1782,11979,4335,1041,17356,10689,3691,201,541,15128,1032,469,1502,16629,3460,1475,21568,14535,2793,283,516,18129,958,240,1200,19335,2768,1619,23716,12510,2171,232,414,15331,733,153,889,16213,2277,1277,19764,9487,1725,182,252
126,4837,712,301,5848,4119,530,110,64,4829,144,43,186,5016,387,230,5622,4263,435,112,75,4889,167,29,199,5088,353,213,5645,4032,461,93,84,4667,123,34,155,4821,360,186,5363,4282,536,96,92,5014,153,31,183,5191,418,200,5812,3759,568,88,71,4486,142,28,174,4661,478,158,5296,2957,541,92,45,3644,116,30,149,3792,724,162,4681,1800,691,95,42,2628,80,49,127,2756,1325,150,4228,640,454,39,10,1146,12,10,19,1165,1660,125,2947,172,247,18,10,449,4,7,13,464,1814,111,2388,72,168,12,15,266,0,0,3,271,4396,388,5052,31816,7961,1041,749,41568,1388,969,2355,43921,18092,2717,64730,216,1151,77,41,1483,56,379,437,1926,3705,181,5813,1769,1996,110,94,3975,199,396,597,4566,2227,274,7067,3987,1025,91,136,5242,244,169,419,5660,1049,307,7016,5094,728,83,124,6029,226,53,281,6310,514,312,7136,4917,574,86,79,5649,192,50,235,5889,398,271,6553,4571,525,62,61
127,10265,1586,750,12597,7355,1003,203,368,8929,521,108,637,9564,1457,736,11753,7639,1271,206,355,9465,461,89,549,10017,1486,675,12180,7659,1226,211,372,9474,440,102,544,10018,1834,684,12536,7793,1332,228,388,9744,427,116,544,10287,2092,698,13071,6812,1194,228,308,8547,400,148,554,9095,2332,710,12137,5012,956,184,208,6358,311,110,414,6771,2683,579,10039,3043,805,151,134,4127,221,111,332,4458,3596,532,8590,891,393,58,59,1402,28,21,53,1449,4190,439,6083,158,143,15,14,331,12,7,15,346,3893,395,4636,49,84,19,15,162,0,3,5,166,5964,805,6933,60656,13580,2051,3323,79615,4873,1916,6787,86407,42933,8406,137739,1253,2181,121,164,3719,363,866,1226,4946,9347,736,15029,5521,3265,192,409,9387,955,628,1578,10967,3311,937,15205,8049,1751,182,366,10347,659,194,861,11206,1949,952,14107,8601,1461,166,332,10561,593,131,725,11280,1876,912,14074,8084,1362,139,298,9890,517,148,664,10554,1907,838,13302,7912,1512,168,298
128,5675,307,323,6304,5029,475,159,101,5763,120,22,142,5909,247,293,6445,5863,508,157,117,6647,132,25,155,6806,306,292,7398,5739,495,173,125,6533,140,14,153,6684,317,264,7268,5562,590,177,102,6429,152,26,179,6611,381,257,7247,5528,599,164,112,6398,137,29,168,6563,493,256,7314,4454,676,182,75,5398,132,38,166,5560,794,243,6604,2658,932,174,51,3816,84,55,141,3954,1859,212,6030,831,672,75,21,1599,17,21,35,1637,2722,202,4563,186,307,17,17,525,3,13,19,542,2525,121,3186,69,170,24,13,273,0,6,9,279,5398,472,6153,45151,9399,1708,1143,57399,1424,705,2129,59533,19265,3346,82141,913,1880,111,62,2962,105,302,409,3366,3164,183,6716,3208,1816,87,113,5226,202,153,352,5580,687,222,6492,4562,649,113,103,5428,161,34,198,5626,328,271,6222,5079,474,135,97,5783,92,24,114,5899,272,307,6484,5561,444,103,85,6200,110,25,133,6335,274,282,6892,6129,561,95,86
197,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,5,6,0,0,0,3,0,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,3,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,8,0,12,16,0,5,0,24,0,0,0,24,26,7,51,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,3,0,0,0,3,5,3,9,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,8,0,0,0,8,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,3,0,5,0
199,478,127,175,786,238,54,12,10,307,63,12,77,390,142,185,711,177,37,12,11,239,62,14,76,317,149,202,665,168,51,11,9,237,69,5,78,318,178,214,704,134,41,10,12,206,49,9,53,261,145,217,619,103,33,14,9,155,45,6,52,207,166,223,597,93,26,7,4,131,24,5,37,171,162,160,492,56,26,9,7,94,20,3,24,114,243,115,468,14,13,3,3,27,3,3,6,34,290,67,398,3,0,0,3,12,0,0,0,9,162,55,227,0,0,0,0,0,0,0,0,3,135,52,191,1523,471,116,94,2208,520,127,640,2853,2239,1867,6955,39,16,0,5,63,25,13,35,102,115,68,285,169,85,10,25,284,76,23,101,382,204,158,746,257,79,10,21,374,70,23,93,467,164,291,928,180,66,10,13,265,69,17,83,351,140,197,687,166,50,4,11,235,59,10,65,302,116,199,625,151,42,6,9
