SOS_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SOS10,14044,19347,33396,5926,6633,12554,9383,23715,33099,8014,38200,46212,29021,67613,96638,29901,35574,65474,73775,31611,105394,64602,36750,101358,87990,40232,128223,88221,30504,118729,75528,27264,102791,77771,21807,99583,162269,36758,199021,120604,7058,127660,86164,4452,90619,69920,20647,90566,177744,7080,184828,125307,15881,141191,16318,21053,37369,1322517,492178,1814697
SOS11,2550,3593,6142,1776,2247,4025,2973,10210,13181,3343,18187,21536,12996,39748,52747,13404,18614,32018,38709,15410,54115,28453,15909,44363,35723,13656,49378,33826,8319,42139,24220,6046,30268,23737,4751,28488,41353,5874,47232,25608,843,26450,14874,414,15288,8952,2351,11304,15600,410,16009,34903,2921,37819,7360,11588,18947,370355,181086,551443
SOS12,256,357,615,218,225,444,340,1004,1342,331,1652,1984,1430,3617,5052,1403,1557,2959,4146,1217,5364,2892,1380,4269,3767,1132,4899,3447,701,4146,2430,536,2966,2458,409,2867,4167,465,4625,2602,54,2652,1534,14,1547,975,189,1164,1746,22,1768,4076,235,4319,775,995,1770,38985,15775,54761
SOS13,1399,1244,2640,923,773,1690,1068,2907,3971,867,3812,4680,4399,7671,12075,3725,3631,7352,10589,3471,14062,8850,3710,12560,11983,3234,15218,11419,2101,13525,8435,1437,9873,9041,1085,10120,15944,1536,17474,10987,157,11142,7156,79,7231,4830,899,5730,11775,89,11865,16615,730,17340,2674,2189,4860,142669,40739,183411
SOS17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
